time	Extracellular	PM	Cytosol	NM	Nucleus	PIP2_PHGFP_PM	PH_GFP_Cyt	PI_PM	stim_PM	IP3_PHGFP_Cyt	PIP2_PM	PIP_PM	DAG_PM	hv_Cytosol	IP3X_Cytosol	PLC_PM	PLC_act_PM	IP3_Cyt	KMOLE	PIP_basal_PIPSyn	kBasalSynPIP_PIPSyn	kStimSynPIP_PIPSyn	tauPIPsyn_PIPSyn	PIPsyndecay_PIPSyn	Ratebasal_PIPsyn_PIPSyn	Ratestim_PIPsyn_PIPSyn	tau0_PLCact	stimdecay_PLCact	signal_PLCact	kf_PIP2PH_PIP2_PH	KdPIP2PH_PIP2_PH	kr_PIP2PH_PIP2_PH	kStimSynPIP2_PIP2Syn	tauPIP2syn_PIP2Syn	PIP2syndecay_PIP2Syn	PIP2_basal_PIP2Syn	kBasalSynPIP2_PIP2Syn	Rate_PIP2Synbasal_PIP2Syn	Rate_PIP2SynStim_PIP2Syn	kf_IP3PH_IP3_PHGFP	KdIP3PH_IP3_PHGFP	kr_IP3PH_IP3_PHGFP	PIPSyn	PIP2_hyd	PLCact	PIP2_PH_hyd	PIP2_PH	IP3deg	PIP2Syn	IP3_PHGFP
10.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140166.73325622233	1.0	0.0	3378.7880062764625	2871.921562589956	5296.557174910939	0.0	0.0	99.97945214939381	0.020547850606302803	1293.3141386168636	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	0.0	9.068250447992375E-7	0.05	1.0	4.772763393680197E-5	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.004685513447658407	4.390942322185782E-5	10.0	2.0	20.0	0.07061483564691487	92.56910824445599	-0.0011402217607131945	0.0	0.0	95.75953108934907	7.54585084527123	0.0
11.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140166.64408522492	1.0	0.0	3238.755417388088	2856.8024703485994	5451.798027038074	0.0	0.0	99.98140601413455	0.0185939858655666	1284.0917594905752	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.209407847316258E-7	3.336022907210116E-7	0.05	1.0	1.7558015301105876E-5	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.005846047348900898	1.6153374077017405E-5	10.0	2.0	20.0	0.0431824677149456	80.29516327059491	-0.0010325115827936099	0.0	0.0	95.02174075924601	9.303971948379996	0.0
12.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140165.28484692264	1.0	0.0	3121.8701709934685	2840.0203635997223	5586.824618483811	0.0	0.0	99.98317492414724	0.016825075852881493	1264.7985026390559	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.904794593396877E-5	1.2272542428395878E-7	0.05	1.0	6.459232857050463E-6	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.006846344274845949	5.942494228486426E-6	10.0	2.0	20.0	1.4928125620202501	70.03426990642323	-9.345470433244292E-4	0.0	0.0	93.47828021112444	10.811463311887723	0.0
13.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140161.28273172016	1.0	0.0	3024.447888543402	2823.380290825203	5704.889088910879	0.0	0.0	99.98477581754248	0.015224182457638352	1237.943217022606	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	3.782512020011761E-5	4.5148160503110915E-8	0.05	1.0	2.376218973847943E-6	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.007702705298279066	2.1861214559401076E-6	10.0	2.0	20.0	2.948858550455279	61.392995318409994	-8.457219182795891E-4	0.0	0.0	91.32985736180846	12.085465876349872	0.0
14.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140154.68490654937	1.0	0.0	2943.4573733767133	2807.2366709255293	5808.621049148013	0.0	0.0	99.9862245113442	0.013775488655908032	1205.5085993629566	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	5.614689912680308E-5	1.660908005580303E-8	0.05	1.0	8.741621082001594E-7	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.008430677674630273	8.042291395441467E-7	10.0	2.0	20.0	4.373099331099631	54.06341820813734	-7.652806463925048E-4	0.0	0.0	88.73508794903651	13.149536216949734	0.0
15.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140145.57392105134	1.0	0.0	2876.409124245702	2791.8612361707264	5900.155718531868	0.0	0.0	99.98753539688992	0.0124646031101926	1169.0621165323828	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.369336606100584E-5	6.110139089300566E-9	0.05	1.0	3.2158626785792454E-7	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009044584409421734	2.9585936642929057E-7	10.0	2.0	20.0	5.738141883191123	47.80439748834962	-6.92469018727883E-4	0.0	0.0	85.81936932259062	14.028917004576197	0.0
16.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140134.07391363254	1.0	0.0	2821.2438534826965	2777.4401523855217	5981.242080498853	0.0	0.0	99.98872155442227	0.011278445577834653	1129.8448257330058	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.023676752359662E-5	2.2477945536516777E-9	0.05	1.0	1.1830497650798304E-7	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009557461913347469	1.088405783873444E-7	10.0	2.0	20.0	7.025311579160056	42.42566035107688	-6.265770240010435E-4	0.0	0.0	82.68198605864045	14.747544872900754	0.0
17.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140120.3367481427	1.0	0.0	2776.248855147223	2764.090987010365	6053.323409699332	0.0	0.0	99.98979484092364	0.010205159076471657	1088.839390867577	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.0562510291770831E-4	8.269174042655908E-10	0.05	1.0	4.352196864555741E-8	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009981054514434875	4.004021115391282E-8	10.0	2.0	20.0	8.222411587684917	37.77608160353599	-5.669520732060496E-4	0.0	0.0	79.40155126940617	15.327029721665292	0.0
18.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140104.53164366225	1.0	0.0	2739.9915709085185	2751.877416396494	6117.599369032336	0.0	0.0	99.99076599293798	0.009234007062129297	1046.8230474401448	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.1976749969626651E-4	3.042059125761652E-10	0.05	1.0	1.6010837504008696E-8	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010325872190940014	1.4729970503688E-8	10.0	2.0	20.0	9.322228928725627	33.73480202126137	-5.129999476361391E-4	0.0	0.0	76.04024379521157	15.786430567733253	0.0
19.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140086.83721045378	1.0	0.0	2711.2669630632677	2740.821679323569	6175.074147159001	0.0	0.0	99.99164472819663	0.008355271803484427	1004.4090556685337	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.3262144961628648E-4	1.1191110111956829E-10	0.05	1.0	5.890057953661489E-9	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010601279501509919	5.41885331736857E-9	10.0	2.0	20.0	10.32140838904712	30.204496544270917	-4.6418160326123245E-4	0.0	0.0	72.64712445348269	16.14235085467773	0.0
20.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140067.43532785488	1.0	0.0	2689.055755627142	2730.9149172141324	6226.593999303467	0.0	0.0	99.99243984073263	0.007560159267484893	962.0793189130077	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.4418187578881582E-4	4.1169793340747555E-11	0.05	1.0	2.1668312284603976E-9	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010815597325802886	1.993484730183566E-9	10.0	2.0	20.0	11.21955073835986	27.106253055586336	-4.200087880084329E-4	0.0	0.0	69.2607455130406	16.40915639980885	0.0
21.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140046.5065021363	1.0	0.0	2672.4911798447174	2722.1256105334587	6272.876707485121	0.0	0.0	99.99315928810617	0.006840711893948596	920.2101875155737	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.544719304821714E-4	1.514552056733798E-11	0.05	1.0	7.971326614388409E-10	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010976206817528679	7.333620485237337E-10	10.0	2.0	20.0	12.0184757431933	24.37565626725058	-3.8003952752278206E-4	0.0	0.0	65.91121500124588	16.599230933784874	0.0
22.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140024.22643030665	1.0	0.0	2660.832375007324	2714.406349743325	6314.534844942299	0.0	0.0	99.99381027075694	0.006189729243167546	879.0929763913828	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.635353791276934E-4	5.571725642562881E-12	0.05	1.0	2.9324871802962536E-10	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.011089649613755172	2.6978882058725535E-10	10.0	2.0	20.0	12.72161985362255	21.959775950334805	-3.4387383869737546E-4	0.0	0.0	62.62183811131061	16.723231144624744	0.0
23.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	140000.76354379134	1.0	0.0	2653.4430113242634	2707.6991827544825	6352.094262129467	0.0	0.0	99.9943993039625	0.005600696037607186	838.950358162461	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7143040099143787E-4	2.0497233157466283E-12	0.05	1.0	1.0788017451298044E-10	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.01116172117075378	9.924976055194201E-11	10.0	2.0	20.0	13.333548511324652	19.81483701272196	-3.111497768705871E-4	0.0	0.0	59.41042865299687	16.790324200513517	0.0
24.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139976.277339861	1.0	0.0	2649.7740255117383	2701.939768943362	6386.008865683464	0.0	0.0	99.9949322830066	0.0050677169934992385	799.9495199357298	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.7822462719341083E-4	7.540510679529455E-13	0.05	1.0	3.968689831331292E-11	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.011197555821083949	3.6511946448247885E-11	10.0	2.0	20.0	13.859566639094147	17.90440647735973	-2.815398318698444E-4	0.0	0.0	56.29036159485837	16.808400825891926	0.0
25.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139950.91733720788	1.0	0.0	2649.349608799571	2697.0605492185596	6416.672504773581	0.0	0.0	99.99541454216735	0.004585457832764781	762.2127666053791	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.8399123833241378E-4	2.773998854932588E-13	0.05	1.0	1.4599993973329412E-11	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.011201703181879914	1.343199445546306E-11	10.0	2.0	20.0	14.305412569696989	16.19797455387103	-2.5474765697030476E-4	0.0	0.0	53.271421328430314	16.784262095629806	0.0
26.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139924.8225176431	1.0	0.0	2651.7557779461586	2692.9931169510564	6444.428587459266	0.0	0.0	99.99585090809953	0.0041490919005871905	725.8260988511771	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.888059534710265E-4	1.0204971485628215E-13	0.05	1.0	5.37103762401485E-12	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.011178196143391224	4.941354614093662E-12	10.0	2.0	20.0	14.677021968882869	14.669837894150094	-2.305051054390064E-4	0.0	0.0	50.360487908094164	16.723780715217142	0.0
27.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139898.1211389907	1.0	0.0	2656.6310063726773	2689.6699488721147	6469.577905764109	0.0	0.0	99.99624574813997	0.003754251860135622	690.8461767007852	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.927447567254244E-4	3.7541992073034117E-14	0.05	1.0	1.9758943196333746E-12	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.011130610990354622	1.8178227740627048E-12	10.0	2.0	20.0	14.98034962807385	13.29821586315919	-2.0856954773044515E-4	0.0	0.0	47.562094136062804	16.63203883235236	0.0
28.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139870.93082485738	1.0	0.0	2663.6585053510626	2687.025630215631	6492.385039575549	0.0	0.0	99.99660301401701	0.0033969859831035547	657.3059900579045	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.958822248443533E-4	1.3810927064290507E-14	0.05	1.0	7.26890898120553E-13	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.01106212036048235	6.687396262709088E-13	10.0	2.0	20.0	15.22123840164313	12.064547475270462	-1.8872144348557743E-4	0.0	0.0	44.87887920463235	16.51344496385864	0.0
29.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139843.35885498955	1.0	0.0	2672.5598323929394	2684.9976855507152	6513.083627066422	0.0	0.0	99.99692628140073	0.00307371859938094	625.219488964353	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.9829033718596424E-4	5.08075613047074E-15	0.05	1.0	2.6740821739319686E-13	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010975539791544664	2.4601556000174114E-13	10.0	2.0	20.0	15.405325989603558	10.95292915304699	-1.707621444026381E-4	0.0	0.0	42.31195911714823	16.371832743683395	0.0
30.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139815.50259541362	1.0	0.0	2683.0895716737027	2683.5271064681324	6531.88072644416	0.0	0.0	99.9972187856898	0.002781214310310808	594.5853734110551	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.0003766716978664E-4	1.8691057260059555E-15	0.05	1.0	9.837398557926082E-14	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010873368594671086	9.050406673291996E-14	10.0	2.0	20.0	15.537981652011867	9.94966281678026	-1.5451190612565807E-4	0.0	0.0	39.86122987288439	16.210544090369094	0.0
31.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139787.45002062264	1.0	0.0	2695.0308840669454	2682.5586497304243	6548.960445579591	0.0	0.0	99.99748345439265	0.0025165456074670305	565.3902014311346	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.0118887079102193E-4	6.87605569973414E-16	0.05	1.0	3.6189766840706E-14	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010757825744346828	3.329458549344952E-14	10.0	2.0	20.0	15.62426623361325	9.042890844382937	-1.3980808930272987E-4	0.0	0.0	37.52561611449076	16.03249916826769	0.0
32.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139759.28029092227	1.0	0.0	2708.1917656163314	2682.0409646133294	6564.486978847663	0.0	0.0	99.99772293642722	0.0022770635729069772	537.6109421655885	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.0180440267651294E-4	2.529559528281906E-16	0.05	1.0	1.3313471201483717E-14	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010630881412531405	1.224839350536502E-14	10.0	2.0	20.0	15.668910043136957	8.222299757242762	-1.2650353182780573E-4	0.0	0.0	35.30327537324707	15.84025524355043	0.0
33.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139731.06435692642	1.0	0.0	2722.4018856552175	2681.926595761027	6578.607161656924	0.0	0.0	99.99793962863248	0.0020603713676689514	511.21707547060026	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.019404032304219E-4	9.305729456742415E-17	0.05	1.0	4.8977523456539025E-15	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010494284705981627	4.50593215800159E-15	10.0	2.0	20.0	15.676304155593897	7.478878528656561	-1.1446507598148152E-4	0.0	0.0	33.191766037648	15.636056253597026	0.0
34.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139702.86557035754	1.0	0.0	2737.5099012941	2682.1718976846473	6591.4526306633	0.0	0.0	99.99813569975696	0.001864300243181161	486.17231984287025	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.0164871163450644E-4	3.423386552239029E-17	0.05	1.0	1.8017823959152785E-15	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.01034958809842655	1.6576398042420562E-15	10.0	2.0	20.0	15.650501585510154	6.804720499591779	-1.0357223573224495E-4	0.0	0.0	31.188185587429604	15.421874639009914	0.0
35.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139674.7402860131	1.0	0.0	2753.381165158517	2682.736888762203	6603.141660065758	0.0	0.0	99.99831311216464	0.001686887835496064	462.43605477118496	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	2.0097696891815028E-4	1.2593935317515247E-17	0.05	1.0	6.628387009218551E-16	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.010198168986106327	6.098116048481068E-16	10.0	2.0	20.0	15.595225520620431	6.19286025865367	-9.371599086088154E-5	0.0	0.0	29.289284381694785	15.199446742701058	0.0
36.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139646.73844424754	1.0	0.0	2769.8957592476136	2683.585065960785	6613.780730543635	0.0	0.0	99.99847364147503	0.0015263585251101715	439.9644911630757	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.9996878315010712E-4	4.6330498867568E-18	0.05	1.0	2.4384473088193685E-16	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.01004124873797976	2.243371524113819E-16	10.0	2.0	20.0	15.51388242087797	5.637138674392592	-8.479769583945399E-5	0.0	0.0	27.49155929304604	14.970302864912677	0.0
37.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139618.90412680144	1.0	0.0	2786.9468005005942	2684.6831962305127	6623.465876467001	0.0	0.0	99.99861889433431	0.0013811056658022314	418.71163354483025	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.986639352123094E-4	1.7044038032595057E-18	0.05	1.0	8.970546332944767E-17	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009879909561177682	8.252902626309186E-17	10.0	2.0	20.0	15.409578291034986	5.132090688614772	-7.672809254457206E-5	0.0	0.0	25.79133068358641	14.735792877318469	0.0
38.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139591.27608147613	1.0	0.0	2804.438973804673	2686.0010963736013	6632.283848345134	0.0	0.0	99.99875032449549	0.0012496755046284681	398.6300697533113	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.970986087913701E-4	6.27015118673588E-19	0.05	1.0	3.3000795719662524E-17	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009715109457958802	3.0360732062089524E-17	10.0	2.0	20.0	15.28513684170738	4.672851586385837	-6.942641692380842E-5	0.0	0.0	24.184805580264893	14.497108141927255	0.0
39.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	139563.88821316115	1.0	0.0	2822.287256298077	2687.511409961917	6640.313120578384	0.0	0.0	99.99886924736799	0.001130752632139329	379.67161741342585	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	1.9530563235422435E-4	2.306659714636851E-19	0.05	1.0	1.2140314287562374E-17	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.009547695512093266	1.1169089144557384E-17	10.0	2.0	20.0	15.143118578493294	4.255078324950121	-6.281959067441186E-5	0.0	0.0	22.668129393074054	14.255300348663843	0.0
