time	ext	cell	FH2f	FH2b	DHFRf	DHFRtot	FH4	CH2FH4	CH3FH4	CHOFH4	FFH2	HCHO	FGAR	AICAR	MTX1	MTX2	MTX3	MTX4	MTX5	MTX1b	MTX2b	MTX3b	MTX4b	MTX5b	EMTX	dUMP	GAR	serine	formate	ATP	glutamine	glycine	NADP	NADPH	homocysteine	Keq	SHMT	SHMTr	HCHOtoCH2FH4	CH2FH4toHCHO	MTHFR	MTR	HCOOHtoCHOFH4	GARFT	ATIC7	MTHFD	TYMS	DHFReductase	FFH2syn	ATIC12	AICARsyn	FPGS12	FPGS23	FPGS34	FPGS45	GGH21	GGH32	GGH43	GGH54	RFC	MTX1export	MTX2export	MTX3export	MTX4export	MTX5export	MTX1on	MTX2on	MTX3on	MTX4on	MTX5on	MTX1off	MTX2off	MTX3off	MTX4off	MTX5off	DHFRfsyn	DHFRdeg	FH2bdeg	MTX1deg	MTX2deg	MTX3deg	MTX4deg	MTX5deg
27.0	1.0	1.0	0.0012121063004365234	0.002419126886384763	0.6386573548576847	0.6410764817440695	0.4595376646724782	0.26224394342343377	1.6294707719332826	1.000696941334875	3.2952682753450757E-4	0.007379342974253825	16.49972719506095	3.6950145733701265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.9475919679162	137.89284217397872	0.07867319606317599	0.07867318302703012	0.999405179558341	0.9993721284583469	1.6776220813277718	650.3539732226872	650.2747852505612	1298.9513852848254	5.102834147263386	5.102906254140019	0.07878690952837403	0.07878709479148821	650.3536346700372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019232294452322083	7.257380659154289E-5	0.0	0.0	0.0	0.0	0.0
28.0	1.0	1.0	0.0012121892743792427	0.0024191719662108885	0.6386255393852712	0.6410447113514821	0.45954874888532427	0.26224931320184625	1.629504046248177	1.0007196818234882	3.295494961353434E-4	0.0073793160839323	16.500089339266427	3.6950130127576717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.9749900530583	137.89566547399508	0.07867480699681018	0.07867479396055387	0.9994253315839025	0.999392273347763	1.6776624654833707	650.3662258610397	650.2870324833277	1298.9758448032173	5.102929235899913	5.103001345525248	0.07879230283465077	0.07879248290250387	650.36588726537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019231341340544463	7.257515898632666E-5	0.0	0.0	0.0	0.0	0.0
29.0	1.0	1.0	0.0012122704740569132	0.002419217045898716	0.6385946628699666	0.6410138799158653	0.4595598326931162	0.2622546827432082	1.629537326657176	1.0007424204689659	3.295716826732998E-4	0.007379289194742188	16.500451466891285	3.695011453457752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.0023868557496	137.89848864936647	0.07867641785933228	0.07867640482296245	0.9994454870950014	0.9994124219160738	1.6777028481593135	650.3784778611903	650.2992791933618	1299.0003031613192	5.103024324285928	5.103096436618752	0.07879758081369936	0.07879775583873157	650.3781392235534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01923041639747596	7.257651137696146E-5	0.0	0.0	0.0	0.0	0.0
30.0	1.0	1.0	0.0012123499515497547	0.002419262125468567	0.6385646975613953	0.640983959686864	0.4595709161151958	0.2622600520569587	1.6295706129974268	1.000765157338869	3.2959340129846786E-4	0.007379262306638236	16.500813578621464	3.6950098954312174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.0297824238341	137.9013117050558	0.07867802865357275	0.07867801561708761	0.9994656459986229	0.9994325740646793	1.6777432294260701	650.3907292463865	650.3115254005126	1299.0247604021365	5.103119412462792	5.103191527463395	0.07880274685073406	0.07880291698093574	650.3903905678059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922951879060592	7.2577863764057E-5	0.0	0.0	0.0	0.0	0.0
31.0	1.0	1.0	0.0012124277574187777	0.0024193072049395964	0.6385356165293289	0.6409549237342684	0.45958199917028597	0.26226542115221213	1.629603905110778	1.000787892498517	3.2961466574818845E-4	0.007379235419576208	16.50117567511889	3.695008338640228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.057176803623	137.90413464585518	0.07867963938226681	0.07867962634566364	0.9994858082042759	0.9994527296978262	1.677783609351856	650.4029800390509	650.3237711239257	1299.0492165671972	5.10321450046978	5.103286618099585	0.07880780423222056	0.07880796961126661	650.4026413205326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019228647712028053	7.257921614818789E-5	0.0	0.0	0.0	0.0	0.0
32.0	1.0	1.0	0.0012125039407509055	0.0024193522843325575	0.6385073936394464	0.640926745923779	0.4595930818774508	0.26227079003815684	1.6296372028442065	1.0008106260125738	3.296354893594427E-4	0.0073792085335087545	16.501537757043952	3.695006783047839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.0845700422692	137.9069574765956	0.0786812500481748	0.07868123701144705	0.999505973625393	0.9994728887228662	1.6778239880061299	650.4152302616254	650.3360163828432	1299.0736716983624	5.1033095883510455	5.1033817085710975	0.07881275614880887	0.07881291691621393	650.4148915040868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922780237771337	7.258056852997672E-5	0.0	0.0	0.0	0.0	0.0
33.0	1.0	1.0	0.001212578549199133	0.002419397363665118	0.6384800035298129	0.6408994008934781	0.4596041642535402	0.2622761587232021	1.629670506048648	1.0008333579421889	3.29655885079277E-4	0.007379181648400916	16.50189982501567	3.6950052286182746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.1119621814512	137.90978020169842	0.07868286065381006	0.07868284761696062	0.9995261421759973	0.999493051049548	1.6778643654502818	650.4274799350185	650.3482611950641	1299.098125833947	5.103404676140387	5.1034767989152	0.07881760569794365	0.07881776198910317	650.4271411394211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922698202680434	7.258192090995355E-5	0.0	0.0	0.0	0.0	0.0
34.0	1.0	1.0	0.0012126516290258424	0.002419442442955854	0.6384534215880512	0.6408728640310071	0.45961524631656775	0.2622815272159031	1.6297038145795024	1.0008560883478173	3.2967586547725294E-4	0.007379154764205014	16.502261879649154	3.695003675316864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.1393532657212	137.91260282566185	0.07868447120174936	0.07868445816477092	0.9995463137741015	0.999513216590323	1.6779047417499438	650.4397290801165	650.3605055784761	1299.1225790129283	5.103499763877563	5.103571889171079	0.07882235588667975	0.07882250783306988	650.4393902473556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922618592093021	7.258327328867562E-5	0.0	0.0	0.0	0.0	0.0
35.0	1.0	1.0	0.00121272322514177	0.002419487522221886	0.6384276239291893	0.6408471114514112	0.45962632808267556	0.2622868955243061	1.6297371282963276	1.0008788172874417	3.2969544275546605E-4	0.007379127880887295	16.502623921532162	3.6950021231098704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.166743335005	137.91542535271637	0.07868608169439754	0.07868606865729183	0.999566488339131	0.9995333852601599	1.677945116963928	650.4519777168135	650.3727495500435	1299.147031271966	5.103594851596565	5.103666979374847	0.07882700963421505	0.0788271573634508	650.4516388477844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019225413343542334	7.258462566665658E-5	0.0	0.0	0.0	0.0	0.0
36.0	1.0	1.0	0.0012127933811456292	0.002419532601480089	0.6384025873741626	0.6408221199756426	0.4596374095684135	0.2622922636563387	1.6297704470626522	1.0009015448176226	3.2971462875966596E-4	0.007379100998405525	16.502985951238617	3.6950005719646026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.1941324302343	137.9182477870301	0.07868769213413877	0.0786876790969016	0.9995866657933028	0.9995535569764323	1.677985491152532	650.4642258645688	650.3849931263929	1299.1714826471764	5.103689939332455	5.1037620695621	0.0788315697744659	0.07883171341044354	650.463886960133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922466359926928	7.258597804440267E-5	0.0	0.0	0.0	0.0	0.0
37.0	1.0	1.0	0.001212862139362214	0.0024195776807474615	0.6383782894289507	0.6407978671096981	0.4596484907896145	0.2622976316197646	1.6298037707462423	1.0009242709935786	3.2973343498948E-4	0.007379074116723644	16.50334796933024	3.694999021849245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.2215205905663	137.92107013268506	0.07868930252330014	0.07868928948592938	0.9996068460613624	0.9995737316590788	1.6780258643734416	650.4764735424407	650.3972363238227	1299.1959331739326	5.103785027120476	5.103857159768696	0.0788360390585439	0.07883617872154648	650.4761346034138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019223936013290942	7.258733042242384E-5	0.0	0.0	0.0	0.0	0.0
38.0	1.0	1.0	0.0012129295408787244	0.0024196227600400866	0.6383547082643316	0.6407743310243716	0.45965957176158284	0.2623029994220307	1.629837099218725	1.0009469958686266	3.297518726082136E-4	0.007379047235805375	16.503709976348823	3.6949974727329873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.2489078538506	137.92389239359662	0.07869091286411593	0.07869089982660922	0.9996270290699133	0.9995939092303757	1.678066236682417	650.4887207687735	650.4094791580083	1299.2203828861616	5.103880114993237	5.103952250028559	0.07884042015711708	0.07884055596390367	650.4883817959641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922322993073115	7.25886828012026E-5	0.0	0.0	0.0	0.0	0.0
39.0	1.0	1.0	0.001212995625580813	0.002419667839373622	0.6383318226962341	0.6407514905356078	0.4596706524992543	0.2623083670704015	1.629870432355415	1.000969719494606	3.297699524527721E-4	0.0073790203556152395	16.504071972820835	3.6949959245858635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.2762942570257	137.9267145735842	0.07869252315876574	0.07869251012112045	0.9996472147478371	0.9996140896148321	1.6781066081338754	650.5009675614201	650.421721644202	1299.2448318169597	5.103975202983021	5.104047340374719	0.07884471566275285	0.07884484772667269	650.5006285556026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019222544716068234	7.259003518120866E-5	0.0	0.0	0.0	0.0	0.0
40.0	1.0	1.0	0.0012130604321873453	0.002419712918763243	0.6383096121666703	0.6407293250854335	0.4596817330169945	0.26231373457189583	1.6299037700352659	1.0009924419217657	3.297876850429924E-4	0.00737899347611985	16.504433959256982	3.694994377378845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.3036798356175	137.92953667633824	0.07869413340935376	0.07869412037156874	0.9996674030259678	0.9996342727391603	1.678146978780156	650.5132139376699	650.4339637971789	1299.2692799983045	5.104070291120577	5.104142430839185	0.07884892809217744	0.07884905652325672	650.5128748996144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019221879752563002	7.259138756289729E-5	0.0	0.0	0.0	0.0	0.0
41.0	1.0	1.0	0.0012131239982840693	0.0024197579982233835	0.6382880567252324	0.6407078147234557	0.45969281332881434	0.26231910193331753	1.6299371121406656	1.0010151631987865	3.2980508059089265E-4	0.0073789665972856565	16.50479593615086	3.694992831083729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.3310646242746	137.93235870543606	0.07869574361792173	0.07869573057999525	0.9996875938371268	0.9996544585321518	1.6781873486723062	650.5254599142529	650.4462056312223	1299.2937274611922	5.104165379435581	5.104237521452405	0.0788530598884645	0.0788531847935127	650.5251208447052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922123444170367	7.25927399467015E-5	0.0	0.0	0.0	0.0	0.0
42.0	1.0	1.0	0.001213186360357285	0.002419803077769389	0.6382671370111359	0.6406869400889053	0.459703893448867	0.2623244691614969	1.6299704585578774	1.0010378833737255	3.2982214900987206E-4	0.007378939719077881	16.50515790399292	3.6949912856730576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.3584486579957	137.93518066446876	0.0786973537865225	0.07869734074844906	0.9997077871169524	0.9996746469249449	1.6782277178618925	650.5377055078416	650.458447160626	1299.3181742367412	5.10426046796084	5.10433261224675	0.07885711342322353	0.07885723490594876	650.5373664074739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019220608202667157	7.259409233308167E-5	0.0	0.0	0.0	0.0	0.0
43.0	1.0	1.0	0.001213247553824187	0.0024198481574144	0.6382468342357936	0.640666682393208	0.4597149733896262	0.26232983626266665	1.6300038091760676	1.0010606024920115	3.2983889992257385E-4	0.007378912841470801	16.505519863243237	3.6949897411202586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.3858319676276	137.9380025567134	0.07869896391701799	0.0786989508788	0.9997279828014611	0.9996948378504347	1.678268086394361	650.5499507339609	650.470688398606	1299.3426203533463	5.104355556721139	5.104427703249936	0.07886109099857215	0.0788612091596057	650.5496116034911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01922000047179624	7.2595444722432E-5	0.0	0.0	0.0	0.0	0.0
44.0	1.0	1.0	0.0012133076130652878	0.002419893237172196	0.6382271301659048	0.640647023403077	0.4597260531645477	0.2623352032431971	1.6300371638877622	1.0010833205985836	3.298553426702685E-4	0.007378885964428289	16.505881814359054	3.6949881973996113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.4132145864428	137.9408243855194	0.07870057401132714	0.07870056097295912	0.9997481808297528	0.9997150312435515	1.678308454318737	650.5621956081349	650.4829293584631	1299.3670658400295	5.104450645746227	5.1045227944910305	0.07886499484924371	0.07886510978629895	650.5618564482318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01921941070209231	7.259679711516589E-5	0.0	0.0	0.0	0.0	0.0
45.0	1.0	1.0	0.0012133665714537604	0.002419938317055658	0.6382080071070435	0.6406279454240992	0.45973713278565514	0.26234057010909057	1.6300705225886138	1.0011060377366372	3.2987148632036156E-4	0.007378859087925526	16.506243757778446	3.694986654485991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.440596544173	137.9436461540425	0.07870218407124432	0.07870217103272717	0.9997683811420237	0.999735227041118	1.6783488216788274	650.5744401452001	650.4951700528502	1299.3915107241348	5.104545735061748	5.104617885997206	0.07886882714449443	0.07886893895240785	650.5741009565218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019218838362722975	7.259814951166974E-5	0.0	0.0	0.0	0.0	0.0
46.0	1.0	1.0	0.0012134244613851153	0.0024199833970776144	0.6381894478877331	0.6406094312848107	0.45974821226531437	0.2623459368662693	1.6301038851772527	1.0011287539483478	3.2988733967471165E-4	0.0073788322119309295	16.50660569393026	3.6949851123551145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.4679778713946	137.9464678653966	0.07870379409855027	0.07870378105988078	0.9997885836805824	0.9997554251817595	1.6783891885196853	650.5866843596925	650.5074104941997	1299.4159550326435	5.104640824694297	5.10471297779552	0.0788725899900325	0.07887269876086828	650.5863451428743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019218282938544322	7.259950191232843E-5	0.0	0.0	0.0	0.0	0.0
47.0	1.0	1.0	0.0012134813143052578	0.002420028477250121	0.6381714358439903	0.6405914643212404	0.45975929161504764	0.2623513035204083	1.6301372515553136	1.0011514692744141	3.299029112771307E-4	0.0073788053364188914	16.50696762322711	3.694983570983371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.4953585965977	137.94928952256546	0.07870540409494496	0.0787053910561225	0.9998087883891493	0.9997756256059216	1.6784295548832913	650.5989282655903	650.5196506944407	1299.4403987914081	5.10473591466838	5.104808069911406	0.07887628542984176	0.07887639125296184	650.5985890212527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01921774392963721	7.260085431750364E-5	0.0	0.0	0.0	0.0	0.0
48.0	1.0	1.0	0.0012135371607386594	0.002420073557585592	0.6381539548043268	0.6405740283619124	0.459770370846542	0.26235667007713576	1.6301706216274094	1.001174183754761	3.299182094211366E-4	0.0073787784613603075	16.507329546075674	3.694982030347843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.5227387486786	137.9521111285082	0.07870701406211923	0.07870700102314072	0.9998289952135435	0.9997958282558514	1.678469920812226	650.6111718766886	650.5318906653828	1299.464842026068	5.1048310050099035	5.1049031623710475	0.07887991544801286	0.07888001841016894	650.6108326054201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01921722085085737	7.260220672756776E-5	0.0	0.0	0.0	0.0	0.0
49.0	1.0	1.0	0.0012135920303141963	0.002420118638094851	0.6381369890751936	0.6405571077132884	0.4597814499703592	0.2623620365416896	1.630203995300699	1.0011968974273848	3.2993324215678776E-4	0.007378751586732527	16.50769146286009	3.694980490426333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.550118353752	137.95493268597878	0.0787086240016401	0.07870861096250688	0.9998492041003203	0.9998160330753383	1.67851028634497	650.6234152059682	650.5441304180796	1299.4892847604867	5.104926095740018	5.104998255197279	0.07888348197042276	0.07888358215580268	650.6230759083761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019216713231398654	7.260355914284553E-5	0.0	0.0	0.0	0.0	0.0
50.0	1.0	1.0	0.0012136459517927303	0.0024201637187901926	0.6381205234268558	0.6405406871456459	0.4597925289980333	0.2623674029195233	1.6302373724855066	1.0012196103303428	3.2994801729854773E-4	0.007378724712504501	16.508053373969318	3.6949789511972666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.577497440333	137.9577541978446	0.07871023391515135	0.078710220875857	0.999869414998997	0.9998362400100886	1.678550651523547	650.6356582666627	650.5563699639015	1299.5137270195066	5.105021186885799	5.105093348416033	0.07888698686652747	0.0788870843568865	650.6353189432831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019216220614369377	7.260491156370578E-5	0.0	0.0	0.0	0.0	0.0
51.0	1.0	1.0	0.0012136989530908992	0.002420208799682376	0.638104543079685	0.6405247518793674	0.4598036079394397	0.262372769215615	1.6302707530946023	1.0012423224996956	3.2996254243125014E-4	0.0073786978386569035	16.508415279769128	3.694977412639579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.6048760328374	137.96057566672292	0.07871184380413784	0.07871183076468449	0.9998896278593771	0.9998564490072887	1.678591016383936	650.6479010711428	650.5686093133831	1299.538168825806	5.105116278467926	5.105188442050004	0.07889043195090845	0.07889052682557773	650.6475617225193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019215742556381022	7.260626399047128E-5	0.0	0.0	0.0	0.0	0.0
52.0	1.0	1.0	0.0012137510613062358	0.002420253880781712	0.6380890336908568	0.6405092875716385	0.45981468680478543	0.26237813543485	1.6303041370430418	1.001265033970477	3.299768249172646E-4	0.0073786709651637175	16.508777180614878	3.69497587473301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.6322541565007	137.9633970951824	0.0787134536700698	0.078713440630455	0.9999098426329375	0.9998766600155088	1.6786313809633253	650.660143631432	650.5808484767942	1299.5626102016402	5.105211370507426	5.105283536120944	0.07889381898490533	0.07889391132088525	650.6598042581094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019215278627149154	7.260761642345136E-5	0.0	0.0	0.0	0.0	0.0
53.0	1.0	1.0	0.0012138023027415826	0.002420298962099157	0.6380739813414406	0.6404942803035397	0.459825765604303	0.26238350158216606	1.6303375242488531	1.0012877447773194	3.299908719031873E-4	0.007378644091999663	16.509139076859686	3.6949743374578157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.6596318366185	137.96621848581916	0.07871506351442957	0.07871505047464981	0.9999300592733176	0.9998968729851198	1.678671745298997	650.6723859595393	650.5930874644358	1299.5870511695027	5.105306463028167	5.105378630651962	0.07889714967820287	0.07889723955026337	650.6720465620028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01921482840910619	7.26089688629747E-5	0.0	0.0	0.0	0.0	0.0
54.0	1.0	1.0	0.0012138527029270378	0.0024203440436438503	0.6380593725238723	0.6404797165675162	0.4598368443466645	0.2623888676619644	1.6303709146318743	1.001310454952732	3.3000469032532886E-4	0.007378617219148646	16.509500968831997	3.6949728007948015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1443.6870090946304	137.96903984094735	0.07871667333853037	0.07871666029858931	0.9999502777340349	0.999917087867587	1.6787121094225466	650.6846280665234	650.6053262856932	1299.611491749443	5.1054015560463775	5.105473725662338	0.07890042569025746	0.07890051317092381	650.6842886453138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019214391497025488	7.261032130931551E-5	0.0	0.0	0.0	0.0	0.0
