time	extracellular	cytosol	intravesicular	EC	Z	A	Y	GP	v0	v1	beta	Vm2	K2	Vm3	m	Ka	Ky	Kz	Kf	K	V4	Vm5	n	K5	Kd	epsilon	Vpm1	gamma	Ka5	K1	Ka6	Vpm2	alpha	G	Ka1	Kp2	Ka2	p	vin	R2	R3	Rkf	Rkz	R4	R5	R6	R7	R8
51.0	1.0	1.0	1.0	1000.0	0.1468239986488065	0.5574610053502206	1.1787634769575095	0.34823996006731867	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.098695847966216	1.5181006737383012	1.1787634769575095	1.4682399864880649	1.0	0.12681228465497918	0.05574610053502206	1.38821513709137	2.5637871912391765
52.0	1.0	1.0	1.0	1000.0	0.14632006716112061	0.38158657394304635	0.8565245884179379	0.6305993675025164	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.089753690395932	1.3911056759833003	0.8565245884179379	1.4632006716112063	1.0	0.06707174437570679	0.038158657394304636	1.2597455765349124	2.848316061197708
53.0	1.0	1.0	1.0	1000.0	0.35952435649254044	0.2339163223506615	0.49666356897516095	0.9327087139465394	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.569144306603686	3.8224765123358337	0.49666356897516095	3.595243564925404	1.0	0.6146128316270055	0.023391632235066153	2.001097326012141	2.9804520039935642
54.0	1.0	1.0	1.0	1000.0	0.6883552356521214	0.28546860368119237	0.6960824866562448	0.9750035150183142	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.875990251543577	9.745875199382612	0.6960824866562448	6.883552356521214	1.0	2.0291804175020887	0.028546860368119237	6.445389880769706	2.9930242595584646
55.0	1.0	1.0	1.0	1000.0	0.2863671590956529	0.6896914666987549	1.4612008020376126	0.15249838840865781	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.347869679093483	4.81514181310823	1.4612008020376126	2.863671590956529	1.0	2.0118455460086353	0.0689691466698755	2.540810440429457	1.9930609653400673
56.0	1.0	1.0	1.0	1000.0	0.1822704132212599	0.6924452563777448	1.4078526354890384	0.17740596181266438	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.61183422773658	2.28373286258248	1.4078526354890384	1.822704132212599	1.0	0.40186078214661053	0.06924452563777449	1.5492059626555692	2.110407686108588
57.0	1.0	1.0	1.0	1000.0	0.14563451287567344	0.5498018371362188	1.1656099667779738	0.3593160768907632	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.077502989552636	1.4931846762913283	1.1656099667779738	1.4563451287567344	1.0	0.12024880095197397	0.05498018371362188	1.3822643894777347	2.5815404977028873
58.0	1.0	1.0	1.0	1000.0	0.14944681522096706	0.37325042310319695	0.839205011946607	0.6454787840370374	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.144388276729834	1.4338609726055371	0.839205011946607	1.4944681522096706	1.0	0.07011379173223357	0.037325042310319696	1.2555446614532926	2.8573314666140726
59.0	1.0	1.0	1.0	1000.0	0.377120155908827	0.23079396299133928	0.4854345684248922	0.9414138049928997	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.605832657076552	3.9641722650412325	0.4854345684248922	3.7712015590882704	1.0	0.6696304677424484	0.023079396299133928	2.096789486045501	2.9831230790125254
60.0	1.0	1.0	1.0	1000.0	0.680141799380242	0.29592770416174147	0.7401642622910178	0.928672485459264	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.873040826139981	10.011259871249301	0.7401642622910178	6.80141799380242	1.0	2.1575420293863026	0.029592770416174148	9.073018556674691	2.9791981853654157
61.0	1.0	1.0	1.0	1000.0	0.27688440720166335	0.698957369757527	1.4689629613845878	0.14793554306989998	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.307678793726815	4.577685480525494	1.4689629613845878	2.7688440720166336	1.0	1.8384643897740596	0.0698957369757527	2.4026736573741596	1.9690089048387718
62.0	1.0	1.0	1.0	1000.0	0.179920232412836	0.6873995476834005	1.3991113477416983	0.18280124874487994	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.5839468197590865	2.230916946872678	1.3991113477416983	1.79920232412836	1.0	0.37856120269656185	0.06873995476834005	1.5375658613514638	2.1331027480798044
63.0	1.0	1.0	1.0	1000.0	0.14449255903707325	0.5420759940881124	1.1523001904386614	0.37061103191452555	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.056875237010786	1.469207699439024	1.1523001904386614	1.4449255903707325	1.0	0.1140691767166767	0.05420759940881124	1.3763374375000397	2.598783968880831
64.0	1.0	1.0	1.0	1000.0	0.15316017666781992	0.36493945187414073	0.8216175115531895	0.6604765022541057	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.206709044891788	1.4856690095732172	0.8216175115531895	1.5316017666781991	1.0	0.07419433968982249	0.03649394518741408	1.2522239004711417	2.866061542964369
65.0	1.0	1.0	1.0	1000.0	0.39547298351542126	0.228186473251958	0.4751245783758005	0.9492503544891817	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.639420651443158	4.11174668788598	0.4751245783758005	3.954729835154213	1.0	0.7254841697931209	0.022818647325195802	2.1924229453808524	2.9854897417112065
66.0	1.0	1.0	1.0	1000.0	0.6683162081222224	0.30765525687545797	0.7869227113047115	0.8666681162857981	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.868607351858187	10.219594674812353	0.7869227113047115	6.683162081222224	1.0	2.299003668853492	0.0307655256875458	9.991778462570208	2.958621201588866
67.0	1.0	1.0	1.0	1000.0	0.26823560430550664	0.7066868912140835	1.4750460638188303	0.14435539867629743	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.267849280103766	4.360989399824705	1.4750460638188303	2.6823560430550666	1.0	1.6807281863689945	0.07066868912140835	2.2859406592338747	1.949508045299389
68.0	1.0	1.0	1.0	1000.0	0.1776612975405788	0.6821393097075997	1.3900640628612677	0.188515366993898	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.556426982761411	2.1804353289540934	1.3900640628612677	1.776612975405788	1.0	0.356851477659865	0.06821393097075998	1.5266378742669515	2.156213436953674
69.0	1.0	1.0	1.0	1000.0	0.14340110449957164	0.5342871088850468	1.1388357165982546	0.3821194344435655	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.036898249257387	1.4462010193027166	1.1388357165982546	1.4340110449957164	1.0	0.10825947201879386	0.053428710888504684	1.3704231108695233	2.615522303346126
70.0	1.0	1.0	1.0	1000.0	0.15750142477040255	0.3566643774528086	0.803777664746958	0.6755799450021778	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.27619389196753	1.5471575774715929	0.803777664746958	1.5750142477040254	1.0	0.07947270791304174	0.03566643774528086	1.2500599127288787	2.874511947960344
71.0	1.0	1.0	1.0	1000.0	0.41455162804937107	0.22609939110940952	0.46583547397519626	0.956223054660159	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.6700632778219555	4.26700877629777	0.46583547397519626	4.145516280493711	1.0	0.7815675421220278	0.022609939110940953	2.285970778239869	2.9875659941865425
72.0	1.0	1.0	1.0	1000.0	0.6530949813507211	0.3207751845485725	0.8358125423277429	0.7994756352828326	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.8625533636943565	10.360779220044204	0.8358125423277429	6.530949813507211	1.0	2.453643722786012	0.032077518454857255	10.242088964752677	2.93311957872407
73.0	1.0	1.0	1.0	1000.0	0.26032853894751046	0.7130227576149444	1.4796162554222172	0.1416173860117338	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.228503684267872	4.1630910351594315	1.4796162554222172	2.6032853894751047	1.0	1.5381311606840486	0.07130227576149444	2.1868319689530282	1.93420424561677
74.0	1.0	1.0	1.0	1000.0	0.1754869536154894	0.67667845012497	1.3807256148191605	0.19454546827820576	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.529255710418579	2.1321100464879263	1.3807256148191605	1.754869536154894	1.0	0.33659022774525815	0.067667845012497	1.516341562515003	2.1796296818652574
75.0	1.0	1.0	1.0	1000.0	0.1423637584153473	0.5264383087652593	1.1252175890194973	0.39383682152432903	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.017671776186193	1.4242054205021701	1.1252175890194973	1.423637584153473	1.0	0.10280712732027246	0.05264383087652594	1.3645104762515068	2.6317630731110997
76.0	1.0	1.0	1.0	1000.0	0.16250396052404925	0.34843705475492043	0.7857116615554293	0.6907745484637076	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.351989597827857	1.6187802938152733	0.7857116615554293	1.6250396052404925	1.0	0.08612907962285264	0.034843705475492044	1.249387774949158	2.8826876312077645
77.0	1.0	1.0	1.0	1000.0	0.4343058332979784	0.22453259239060952	0.4576827333216772	0.9623601277296077	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.697917985562138	4.431788896835902	0.4576827333216772	4.343058332979784	1.0	0.8373478174724656	0.022453259239060955	2.375467646909592	2.9893708720928274
78.0	1.0	1.0	1.0	1000.0	0.6348062452920806	0.33541045744759	0.8862067854520695	0.7312206374686007	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.854714151337287	10.426498946919896	0.8862067854520695	6.348062452920806	1.0	2.620593412507214	0.033541045744759	10.194150399502727	2.9029934951988414
79.0	1.0	1.0	1.0	1000.0	0.253079758739297	0.7181010259433986	1.4828219606480175	0.13960949095969555	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.189729708276017	3.98209747432524	1.4828219606480175	2.53079758739297	1.0	1.4097016756816867	0.07181010259433987	2.1022370191040523	1.9227590623465372
80.0	1.0	1.0	1.0	1000.0	0.17339133924259495	0.6710293221035515	1.3711085787839992	0.20088875271301146	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.502416968885008	2.085783531388366	1.3711085787839992	1.7339133924259496	1.0	0.31765264453210645	0.06710293221035515	1.5066067151958162	2.2032491343577907
81.0	1.0	1.0	1.0	1000.0	0.1413849197272166	0.5185326288138495	1.111446308110637	0.4057591548492813	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	3.9993127990432917	1.4032735318639864	1.111446308110637	1.4138491972721658	1.0	0.09770124879612752	0.051853262881384955	1.3585890875952538	2.6475155183333423
82.0	1.0	1.0	1.0	1000.0	0.16818976746874098	0.3402709818855032	0.7674602391813469	0.7060426176477967	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.432921104886054	1.7007235168218637	0.7674602391813469	1.6818976746874097	1.0	0.09435868779534246	0.03402709818855032	1.2506002883084855	2.8905923672336207
83.0	1.0	1.0	1.0	1000.0	0.45466024427810015	0.2234817888953356	0.4508003812784675	0.9677029130204945	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.723139882422599	4.607889851536092	0.4508003812784675	4.546602442781001	1.0	0.8924141642601552	0.02234817888953356	2.459342656776547	2.990925260223894
84.0	1.0	1.0	1.0	1000.0	0.6138905709719986	0.3516662719218895	0.937394991394033	0.6639949679699448	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.844905788369824	10.41108778195249	0.937394991394033	6.138905709719986	1.0	2.79749995376635	0.03516662719218895	9.968019508568817	2.8680599822838335
85.0	1.0	1.0	1.0	1000.0	0.2464162246391146	0.7220468864076445	1.4847938620169938	0.13824303962730156	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.1515951764136165	3.8162775554433233	1.4847938620169938	2.464162246391146	1.0	1.294268040901596	0.07220468864076444	2.0296324668379695	1.914859848513352
86.0	1.0	1.0	1.0	1000.0	0.17136921729202653	0.6652040829683596	1.3612262706573264	0.20754117712828318	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.475896634297974	2.0413147378491217	1.3612262706573264	1.7136921729202652	1.0	0.2999284041964602	0.06652040829683596	1.4973717020027089	2.2269729566576095
87.0	1.0	1.0	1.0	1000.0	0.14047043556278752	0.5105737024715781	1.0975225710674608	0.4178811870778978	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	3.9819684350671767	1.383481539472913	1.0975225710674608	1.404704355627875	1.0	0.09293422573718282	0.05105737024715781	1.3526506691922764	2.6627882065730213
88.0	1.0	1.0	1.0	1000.0	0.174571027775499	0.33218242076182436	0.749076222739752	0.7213609699004865	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.517605060849177	1.7929003946628281	0.749076222739752	1.74571027775499	1.0	0.10437314874033636	0.03321824207618244	1.254157345230963	2.898227804712973
89.0	1.0	1.0	1.0	1000.0	0.47551703178476856	0.22293961933944104	0.4453397206590688	0.9723089624468135	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.745888096187881	4.797121794388666	0.4453397206590688	4.755170317847686	1.0	0.9465345533451957	0.022293961933944104	2.536383405603978	2.99225287528419
90.0	1.0	1.0	1.0	1000.0	0.5908738877623352	0.3696196559418615	0.9886319872239443	0.5991573978799161	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.832930487546602	10.312367147809109	0.9886319872239443	5.908738877623351	1.0	2.980053143736508	0.03696196559418615	9.611441623528046	2.828003277944748
91.0	1.0	1.0	1.0	1000.0	0.24027234261783825	0.7249749380105119	1.485649095010177	0.1374478147347694	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.114140077834175	3.6640232500490715	1.485649095010177	2.4027234261783823	1.0	1.190566829372552	0.0724974938010512	1.9669549731168137	1.9102209432055124
92.0	1.0	1.0	1.0	1000.0	0.1694157351323507	0.6592131476125955	1.351089655749623	0.21449919814610102	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.44968015690253	1.9985732646611984	1.351089655749623	1.6941573513235069	1.0	0.2833176156539927	0.06592131476125955	1.4885812326404717	2.2507127460251963
93.0	1.0	1.0	1.0	1000.0	0.1396265834045648	0.5025641357698427	1.0834457936453052	0.4301994305400776	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	3.9657971018708698	1.3649093183166214	1.0834457936453052	1.396265834045648	1.0	0.08849810817263797	0.05025641357698427	1.346685780262448	2.677592692500911
94.0	1.0	1.0	1.0	1000.0	0.18164720894289144	0.3241887626546054	0.7306246665188934	0.7367034768294602	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.604511890375382	1.894857360913483	0.7306246665188934	1.8164720894289144	1.0	0.11638672833864662	0.03241887626546054	1.260569409751076	2.9055950415666056
95.0	1.0	1.0	1.0	1000.0	0.4967496747683923	0.2228973330410237	0.44146715795380703	0.9762439334728781	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.766318959102479	5.001244172954454	0.44146715795380703	4.967496747683923	1.0	0.9996641570688563	0.02228973330410237	2.6058420263484896	2.9933780625967015
96.0	1.0	1.0	1.0	1000.0	0.5663418316995846	0.38929446009288116	1.0391619418254125	0.5377530444901366	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.818590303525878	10.132182961833543	1.0391619418254125	5.6634183169958465	1.0	3.1614549455865353	0.03892944600928812	9.149910276289592	2.7825583306092647
97.0	1.0	1.0	1.0	1000.0	0.23459077088929836	0.7269877247074958	1.4854910465400737	0.1371685699961822	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	5.077389063384799	3.523893856771477	1.4854910465400737	2.345907708892984	1.0	1.0973626900056852	0.07269877247074959	1.9125321815724006	1.908584602903698
98.0	1.0	1.0	1.0	1000.0	0.16752669685702143	0.6530665202687599	1.3407095576980363	0.2217584372261975	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.423756890662951	1.9574450640727568	1.3407095576980363	1.6752669685702144	1.0	0.2677323660093106	0.065306652026876	1.4801868734356962	2.2743858689616623
99.0	1.0	1.0	1.0	1000.0	0.13886198267327196	0.4945072721792344	1.0692150031656207	0.44270951831724137	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	3.951005133595102	1.3476751108386242	1.0692150031656207	1.3886198267327197	1.0	0.08438975111419186	0.04945072721792344	1.340688382537445	2.6919399073316086
100.0	1.0	1.0	1.0	1000.0	0.18940914331934064	0.3163099803398569	0.7121802405280969	0.752038067429892	2.0	2.0	0.5	6.0	0.1	20.0	2.0	0.2	0.2	0.5	1.0	10.0	2.0	30.0	4.0	1.0	0.4	0.1	1.5	9.0	0.5	0.1	0.5	0.6	9.0	10000.0	10000.0	0.2	10000.0	2.0	3.0	4.69212157238837	2.0058198091801507	0.7121802405280969	1.8940914331934064	1.0	0.13061529445595152	0.03163099803398569	1.27039973982232	2.9126933612304198
