time	extracellular	cytosol	intravesicular1	intravesicular2	EC	Z	Y	X	beta	vin	v2i	v3i	v4	v5	v6	v2s	v3s
49.0	1.0	1.0	1.0	1.0	-0.10793698996615178	0.0030038501179811277	0.12138147075498351	0.4835516690931851	1.0	0.027	0.8221368828285658	0.3555747769009297	0.060690735377491756	0.0030038501179811277	0.24177583454659254	0.019028799207225684	0.16206872022167462
50.0	1.0	1.0	1.0	1.0	-0.09780636852809842	0.0029080866689720573	0.11179463773518632	0.4831036441239363	1.0	0.027	0.7835916563628916	0.32085817103139563	0.05589731886759316	0.0029080866689720573	0.24155182206196815	0.017849061119735846	0.16205638672814324
51.0	1.0	1.0	1.0	1.0	-0.082077544868127	0.02089588116914453	0.03410214176624156	0.5270795219327379	1.0	0.027	2.932119484943233	2.5592447854578144	0.01705107088312078	0.02089588116914453	0.26353976096636894	0.5750845220162787	0.16312812818529876
52.0	1.0	1.0	1.0	1.0	-0.10537202649529402	0.0039051104516989975	0.3780226950072988	0.22344422103629158	1.0	0.027	1.17452878643464	0.7417106769057165	0.1890113475036494	0.0039051104516989975	0.11172211051814579	0.03188130319461651	0.1407991726910073
53.0	1.0	1.0	1.0	1.0	-0.12887362155475054	0.003081052778125361	0.5501910803843223	0.0756014883922988	1.0	0.027	0.85315989789565	0.4742832050519053	0.27509554019216115	0.003081052778125361	0.0378007441961494	0.020006282617003542	0.06146343709561519
54.0	1.0	1.0	1.0	1.0	-0.15296311067742324	0.002833919480161904	0.615749110356766	0.034380080840489935	1.0	0.027	0.7537263097054736	0.4035614751450902	0.307874555178383	0.002833919480161904	0.017190040420244967	0.01696039699846431	0.017864110390258446
55.0	1.0	1.0	1.0	1.0	-0.1771214518434857	0.002865129810231024	0.6496936588600489	0.024562663173200175	1.0	0.027	0.7662930909430936	0.4128132825684807	0.32484682943002446	0.002865129810231024	0.012281331586600087	0.01733168808397039	0.009616024492465994
56.0	1.0	1.0	1.0	1.0	-0.20121697048215859	0.0029480873531841103	0.6760149562900174	0.022253926838951194	1.0	0.027	0.7996973631800656	0.4369675730667773	0.3380074781450087	0.0029480873531841103	0.011126963419475597	0.018337421173262838	0.007974578832941018
57.0	1.0	1.0	1.0	1.0	-0.22521915806209264	0.003050010832835375	0.6999289697869742	0.02224017744227622	1.0	0.027	0.8406938064539515	0.4674121680890573	0.3499644848934871	0.003050010832835375	0.01112008872113811	0.019610426250704818	0.00796519211844555
58.0	1.0	1.0	1.0	1.0	-0.2491120648035093	0.0031667625283887065	0.7228835890625399	0.023061713212572343	1.0	0.027	0.8875086106180997	0.5034100349228376	0.36144179453126996	0.0031667625283887065	0.011530856606286171	0.021118958100470046	0.008534252307893453
59.0	1.0	1.0	1.0	1.0	-0.2728794740730418	0.0033022071354646522	0.7452928523477785	0.024284414589788868	1.0	0.027	0.9415005176934366	0.5466839157078113	0.37264642617388927	0.0033022071354646522	0.012142207294894434	0.02293592243710873	0.009411459552435978
60.0	1.0	1.0	1.0	1.0	-0.29649732313143495	0.003469389172675534	0.7671819879327724	0.02584594602597648	1.0	0.027	1.0074787677100023	0.6023180126769869	0.3835909939663862	0.003469389172675534	0.01292297301298824	0.025276955075836525	0.010582494160212418
61.0	1.0	1.0	1.0	1.0	-0.31991526058655456	0.0037197845941945055	0.7882076112500824	0.02798786474226986	1.0	0.027	1.104469855032175	0.690152624070432	0.3941038056250412	0.0037197845941945055	0.01399393237113493	0.02898419048553961	0.012276476055258102
62.0	1.0	1.0	1.0	1.0	-0.18460149045121851	0.143231279082469	0.024688915453133675	0.5166812959156072	1.0	0.027	3.0962269110031797	3.0793684226109943	0.012344457726566838	0.143231279082469	0.2583406479578036	1.4503533631809982	0.16289802615750887
63.0	1.0	1.0	1.0	1.0	-0.17908510363281474	0.003377672598885939	0.14062346613786472	0.5350839648960557	1.0	0.027	0.9713862563940097	0.47436932552872496	0.07031173306893236	0.003377672598885939	0.26754198244802785	0.02397926199859143	0.16329660712949384
64.0	1.0	1.0	1.0	1.0	-0.16918315269123785	0.10098048253051166	0.024966892262539425	0.5432357778981806	1.0	0.027	3.092418356350418	3.0685698917287008	0.012483446131269713	0.10098048253051166	0.2716178889490903	1.4033539547378204	0.16346092529277112
65.0	1.0	1.0	1.0	1.0	-0.16704429404149276	0.003345396898456282	0.14201865204514572	0.5216802450978862	1.0	0.027	0.9586238846638699	0.46715868258228704	0.07100932602257286	0.003345396898456282	0.2608401225489431	0.023530333415194168	0.16301028412508264
66.0	1.0	1.0	1.0	1.0	-0.1644269262513702	0.18556164571755074	0.024810851175039755	0.4540544293587734	1.0	0.027	3.0977508932527162	3.1351912951052747	0.012405425587519878	0.18556164571755074	0.2270272146793867	1.470019531052526	0.1611819134516783
67.0	1.0	1.0	1.0	1.0	-0.15049444794635328	0.002862950898913169	0.0907402458282187	0.5568912512192166	1.0	0.027	0.7654156803831134	0.2751396990697068	0.04537012291410935	0.002862950898913169	0.2784456256096083	0.017305640867612493	0.16372085944037892
68.0	1.0	1.0	1.0	1.0	-0.15160406175235913	0.0036992285813135808	0.19718774771746375	0.45071708545357014	1.0	0.027	1.0966028638689689	0.6200265839037723	0.09859387385873188	0.0036992285813135808	0.22535854272678507	0.028670840846432576	0.16107115843931313
69.0	1.0	1.0	1.0	1.0	-0.14497690578306463	0.19788026826439756	0.02465288212525138	0.42244375539340157	1.0	0.027	3.098022030777821	3.1055928712193293	0.01232644106262569	0.19788026826439756	0.21122187769670078	1.4735723688721876	0.16003251925953596
70.0	1.0	1.0	1.0	1.0	-0.12609687475122527	0.0185272098895784	0.036212229177135104	0.571357435684495	1.0	0.027	2.8895494357189153	2.4570174252967583	0.018106114588567552	0.0185272098895784	0.2856787178422475	0.4924749524416066	0.16397695521139397
71.0	1.0	1.0	1.0	1.0	-0.12293443254911439	0.002982525553525196	0.11295949896812815	0.5069924080274412	1.0	0.027	0.81355800971641	0.33895135796723813	0.056479749484064076	0.002982525553525196	0.2534962040137206	0.018762951873392355	0.16267139094730082
72.0	1.0	1.0	1.0	1.0	-0.11827201717293402	0.003272312289772827	0.1571829514504439	0.45781675343269396	1.0	0.027	0.9296196977384602	0.4621051007140596	0.07859147572522195	0.003272312289772827	0.22890837671634698	0.02252873375172228	0.161304055552666
73.0	1.0	1.0	1.0	1.0	-0.11137782696165913	0.0033624899351369334	0.17765634617751072	0.4303589908489859	1.0	0.027	0.9653865119556403	0.5033000452525245	0.08882817308875536	0.0033624899351369334	0.21517949542449294	0.02376758067902313	0.1603426061127392
74.0	1.0	1.0	1.0	1.0	-0.10126061645846679	0.003269489972769353	0.16821578430087625	0.4297753421847964	1.0	0.027	0.9284969096582559	0.4700342786188977	0.08410789215043812	0.003269489972769353	0.2148876710923982	0.022490471587462115	0.16032028459415787
75.0	1.0	1.0	1.0	1.0	-0.08530382740558086	0.0028286601913072597	0.10518784527983904	0.47728732193440987	1.0	0.027	0.7516089788372751	0.2942209696037736	0.05259392263991952	0.0028286601913072597	0.23864366096720493	0.016898212512369046	0.16189328281722204
76.0	1.0	1.0	1.0	1.0	-0.10871349379657118	0.0038362965951171165	0.4117426189731861	0.19313457822824504	1.0	0.027	1.1487029427111701	0.7198125500117233	0.20587130948659305	0.0038362965951171165	0.09656728911412252	0.030790471619993296	0.13327134226506931
77.0	1.0	1.0	1.0	1.0	-0.1323363499618341	0.003003858108829398	0.5640590678900107	0.06527342396297253	1.0	0.027	0.8221400968935004	0.45154632466372546	0.28202953394500535	0.003003858108829398	0.032636711981486266	0.019028899163925046	0.05049182751431601
78.0	1.0	1.0	1.0	1.0	-0.15645597637915964	0.002831334670028108	0.6216119312808193	0.032012710428290174	1.0	0.027	0.7526856798974929	0.4029209916538881	0.31080596564040963	0.002831334670028108	0.016006355214145087	0.01692982108157276	0.015709426855085067
79.0	1.0	1.0	1.0	1.0	-0.1806088433746747	0.0028753535280406856	0.6537669702904747	0.023966519556136587	1.0	0.027	0.7704100959908189	0.415766259406853	0.32688348514523735	0.0028753535280406856	0.011983259778068293	0.01745415716096626	0.00917996771548479
80.0	1.0	1.0	1.0	1.0	-0.20469210807871593	0.002961870887124188	0.679566253428856	0.022163983762708866	1.0	0.027	0.8052457209209988	0.44103233806117736	0.339783126714428	0.002961870887124188	0.011081991881354433	0.01850717159076407	0.007913260068626733
81.0	1.0	1.0	1.0	1.0	-0.22867940925627772	0.003065951230781408	0.7032896831130114	0.022323774912458606	1.0	0.027	0.8470967529587535	0.4722558221153242	0.3516448415565057	0.003065951230781408	0.011161887456229303	0.019813228828695247	0.008022336759623105
82.0	1.0	1.0	1.0	1.0	-0.25255527648123494	0.0031850074784795326	0.7261523840666679	0.023217884936060553	1.0	0.027	0.8948042687254963	0.5091446830539357	0.36307619203333397	0.0031850074784795326	0.011608942468030277	0.021359532974079096	0.008644297742496407
83.0	1.0	1.0	1.0	1.0	-0.27630286405744897	0.0033239063215926385	0.7484913653976941	0.02448759233813677	1.0	0.027	0.9501098373240451	0.5537669473003489	0.37424568269884706	0.0033239063215926385	0.012243796169068386	0.023233657805223858	0.00956065558279387
84.0	1.0	1.0	1.0	1.0	-0.29989606465985025	0.0034979669325360006	0.7702905313549314	0.026107566372355985	1.0	0.027	1.0186681392291363	0.6120710704640733	0.3851452656774657	0.0034979669325360006	0.013053783186177993	0.02568792786917847	0.01078407678086464
85.0	1.0	1.0	1.0	1.0	-0.323275888518857	0.003776676900404686	0.7910968102381347	0.028402401380288645	1.0	0.027	1.1261459715085382	0.710851227089688	0.39554840511906736	0.003776676900404686	0.014201200690144323	0.029859784823462344	0.012615482771557992
86.0	1.0	1.0	1.0	1.0	-0.17807377267747387	0.019786285127000272	0.03534370054805969	0.622943787002388	1.0	0.027	2.9139242652974833	2.551050302829966	0.017671850274029843	0.019786285127000272	0.311471893501194	0.5369117137749779	0.164754397809543
87.0	1.0	1.0	1.0	1.0	-0.18245874904919349	0.003969254407257629	0.19946044737467583	0.47902904726723766	1.0	0.027	1.1983919276858557	0.7124726335505043	0.09973022368733792	0.003969254407257629	0.23951452363361883	0.0329140764541964	0.16194271403411015
88.0	1.0	1.0	1.0	1.0	-0.16696643868786112	0.0027250459366353064	0.0625857972398367	0.6016555955113612	1.0	0.027	0.7099334513782664	0.1817402339950946	0.03129289861991835	0.0027250459366353064	0.3008277977556806	0.01569563433385575	0.16445686047141284
89.0	1.0	1.0	1.0	1.0	-0.17042652491822982	0.0038659044085248245	0.20008130483994704	0.46647931566972867	1.0	0.027	1.1598428041569	0.6773532689787902	0.10004065241997352	0.0038659044085248245	0.23323965783486433	0.031257633647929	0.16157478874707937
90.0	1.0	1.0	1.0	1.0	-0.1531513310459513	0.03701668601599073	0.02810658629920315	0.5880280587307296	1.0	0.027	3.0444538034253528	2.9101627331157176	0.014053293149601576	0.03701668601599073	0.2940140293653648	0.9917333646147981	0.16424983343445232
91.0	1.0	1.0	1.0	1.0	-0.15394419978845408	0.0033768147068055573	0.1523498353481349	0.49821754973348603	1.0	0.027	0.9710474230083116	0.48681895745857606	0.07617491767406745	0.0033768147068055573	0.24910877486674302	0.023967277206993664	0.16245521166896756
92.0	1.0	1.0	1.0	1.0	-0.15493055773867626	0.004466808461646302	0.24885188969850364	0.40161185957849693	1.0	0.027	1.3759532701950616	0.9265787814395224	0.12442594484925182	0.004466808461646302	0.20080592978924847	0.04144069262047161	0.15913381153857797
93.0	1.0	1.0	1.0	1.0	-0.13232914300431625	0.04271835868633487	0.027249463985326683	0.5623613203326238	1.0	0.027	3.058104896199693	2.953568250674475	0.013624731992663341	0.04271835868633487	0.2811806601663119	1.0831698013632964	0.1638199274141881
94.0	1.0	1.0	1.0	1.0	-0.12937162280526782	0.002973926550090697	0.10971289481673278	0.5166848014384149	1.0	0.027	0.8100977299859932	0.3320735979784566	0.05485644740836639	0.002973926550090697	0.25834240071920744	0.018656259547707096	0.16289810596714016
95.0	1.0	1.0	1.0	1.0	-0.1263748225168659	0.0033892487772896563	0.1709073554791617	0.45207821826038475	1.0	0.027	0.9759562433485278	0.5063415812952631	0.08545367773958085	0.0033892487772896563	0.22603910913019237	0.024141260346495896	0.16111660761090343
96.0	1.0	1.0	1.0	1.0	-0.12167731367410414	0.0035957978764830684	0.2110719060073839	0.4070096097902076	1.0	0.027	1.0567496561929104	0.5941377034823238	0.10553595300369195	0.0035957978764830684	0.2035048048951038	0.02711855756173716	0.15937896748718844
97.0	1.0	1.0	1.0	1.0	-0.11477333422270054	0.0036435118323045117	0.22937710004946563	0.3817527223409005	1.0	0.027	1.0751890626348037	0.6177864769424494	0.11468855002473281	0.0036435118323045117	0.19087636117045026	0.02782958351058183	0.15814824240059858
98.0	1.0	1.0	1.0	1.0	-0.10467049651178983	0.0035339920108851267	0.2201209099147204	0.38101559458615575	1.0	0.027	1.032732421812896	0.5784328723201244	0.1100604549573602	0.0035339920108851267	0.19050779729307787	0.026210472201311147	0.15810892184339734
99.0	1.0	1.0	1.0	1.0	-0.08876983410539933	0.0031855533543254213	0.16133666118848305	0.4242476195625617	1.0	0.027	0.8950224518502908	0.4417014668079304	0.08066833059424153	0.0031855533543254213	0.21212380978128084	0.021366750886255663	0.16010460970741633
100.0	1.0	1.0	1.0	1.0	-0.11207091194636068	0.003700090406509042	0.4424986098515107	0.16587221168831257	1.0	0.027	1.0969330598220106	0.6731840615058813	0.22124930492575534	0.003700090406509042	0.08293610584415628	0.028683946049224463	0.12394966030970331
