time	compartment	EI	PyrPI	EIP	HPr	EIPHPr	HPrP	EIIA	HPrPIIA	EIIAP	EIICB	EIIAPIICB	EIICBP	EIICBPGlc	PEP	Pyr	GlcP	Glc	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
63.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602602	0.4919080115284555	29.78197400686295	0.6414812008437578	18.449991053491893	15.435683744657124	1.4128123755078212	5.472844002306379	0.1195359651783145	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.6952945817	14374.69529458182	14374.695294581703	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581703
64.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602602	0.49190801152845554	29.78197400686295	0.6414812008437576	18.449991053491893	15.435683744657126	1.4128123755078212	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703
65.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602602	0.4919080115284555	29.78197400686295	0.6414812008437577	18.449991053491893	15.435683744657126	1.4128123755078212	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581761	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703
66.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602602	0.49190801152845554	29.781974006862946	0.6414812008437577	18.449991053491893	15.435683744657126	1.4128123755078212	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.69529458171	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703
67.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327806	1.2761269274602602	0.4919080115284555	29.781974006862946	0.6414812008437578	18.449991053491896	15.435683744657126	1.4128123755078215	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.695294581707	14374.695294581696	14374.695294581703	14374.695294581717	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581703
68.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327806	1.27612692746026	0.4919080115284555	29.781974006862946	0.6414812008437578	18.449991053491896	15.435683744657128	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.695294581703	14374.695294581696	14374.695294581703	14374.695294581717	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817
69.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327806	1.2761269274602598	0.4919080115284554	29.781974006862946	0.6414812008437578	18.449991053491893	15.43568374465713	1.4128123755078206	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.6952945817	14374.695294581696	14374.695294581761	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
70.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078206	5.4728440023063785	0.11953596517831448	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581645	14374.695294581688	14374.695294581696	14374.6952945817	14374.695294581697	14374.6952945817
71.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.27612692746026	0.49190801152845554	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657124	1.4128123755078212	5.4728440023063785	0.11953596517831448	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581645	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581697	14374.6952945817
72.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437574	18.449991053491885	15.435683744657124	1.412812375507821	5.4728440023063785	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581645	14374.695294581688	14374.6952945817	14374.6952945817	14374.695294581697	14374.695294581697
73.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437576	18.449991053491885	15.435683744657121	1.4128123755078215	5.4728440023063785	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.6952945817	14374.695294581692	14374.695294581761	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581697	14374.695294581697
74.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437574	18.449991053491882	15.435683744657124	1.412812375507821	5.472844002306378	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581703	14374.695294581674	14374.6952945817	14374.695294581697	14374.695294581697	14374.695294581697
75.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437575	18.449991053491885	15.435683744657124	1.412812375507821	5.472844002306378	0.1195359651783145	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581703	14374.695294581688	14374.6952945817	14374.695294581697	14374.6952945817	14374.695294581697
76.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.49190801152845554	29.781974006862946	0.6414812008437575	18.449991053491885	15.435683744657126	1.4128123755078206	5.472844002306378	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581703	14374.695294581703	14374.695294581688	14374.695294581696	14374.695294581697	14374.695294581697	14374.695294581697
77.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327806	1.2761269274602596	0.4919080115284554	29.781974006862942	0.6414812008437575	18.449991053491885	15.435683744657124	1.412812375507821	5.472844002306377	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581761	14374.695294581696	14374.695294581696	14374.695294581645	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581697	14374.695294581697
78.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657124	1.4128123755078212	5.472844002306378	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581645	14374.695294581703	14374.695294581703	14374.695294581697	14374.695294581697	14374.695294581697
79.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284555	29.78197400686295	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078208	5.472844002306378	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581688	14374.695294581761	14374.695294581688	14374.6952945817	14374.695294581697	14374.695294581697	14374.695294581697
80.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.49190801152845565	29.781974006862953	0.6414812008437575	18.44999105349189	15.435683744657128	1.4128123755078206	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581645	14374.695294581688	14374.695294581696	14374.6952945817	14374.6952945817	14374.6952945817
81.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.49190801152845565	29.78197400686295	0.6414812008437575	18.449991053491893	15.435683744657124	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581586	14374.695294581717	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
82.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.49190801152845554	29.781974006862953	0.6414812008437574	18.44999105349189	15.435683744657126	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581692	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
83.0	1.0	0.26927419797545865	3.0487543816556992	1.1900634086327808	1.2761269274602602	0.4919080115284556	29.78197400686295	0.6414812008437578	18.449991053491893	15.435683744657124	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581354	14374.695294581703	14374.695294581708	14374.695294581707	14374.69529458182	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
84.0	1.0	0.26927419797545876	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284556	29.781974006862953	0.6414812008437575	18.44999105349189	15.435683744657126	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294582052	14374.695294581703	14374.695294581701	14374.695294581696	14374.695294581645	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
85.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602596	0.49190801152845554	29.78197400686295	0.6414812008437576	18.44999105349189	15.435683744657126	1.412812375507821	5.4728440023063785	0.11953596517831451	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581696	14374.695294581761	14374.695294581717	14374.6952945817	14374.6952945817	14374.695294581701	14374.6952945817
86.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284556	29.781974006862946	0.6414812008437575	18.44999105349189	15.435683744657124	1.412812375507821	5.4728440023063785	0.11953596517831451	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581701	14374.695294581707	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581701	14374.6952945817
87.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.49190801152845565	29.78197400686295	0.6414812008437575	18.44999105349189	15.435683744657128	1.4128123755078208	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581703	14374.695294581645	14374.695294581688	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
88.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284555	29.781974006862942	0.6414812008437577	18.449991053491893	15.435683744657124	1.412812375507821	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581696	14374.695294581586	14374.695294581717	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
89.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284556	29.781974006862946	0.6414812008437577	18.44999105349189	15.435683744657132	1.4128123755078204	5.4728440023063785	0.11953596517831451	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581701	14374.695294581707	14374.695294581761	14374.695294581674	14374.6952945817	14374.6952945817	14374.695294581701	14374.6952945817
90.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.49190801152845554	29.781974006862942	0.6414812008437577	18.449991053491893	15.435683744657128	1.4128123755078208	5.4728440023063785	0.11953596517831448	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581697	14374.6952945817
91.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.49190801152845554	29.781974006862942	0.6414812008437577	18.449991053491893	15.435683744657128	1.4128123755078208	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581707	14374.695294581703	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
92.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602596	0.49190801152845554	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078208	5.4728440023063785	0.1195359651783145	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581645	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.695294581697
93.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.49190801152845554	29.781974006862946	0.6414812008437577	18.449991053491893	15.435683744657128	1.4128123755078208	5.4728440023063785	0.1195359651783145	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581703	14374.695294581703	14374.6952945817	14374.6952945817	14374.6952945817	14374.695294581697
94.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327808	1.27612692746026	0.49190801152845554	29.78197400686295	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078208	5.4728440023063785	0.11953596517831448	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.695294581707	14374.695294581696	14374.695294581761	14374.695294581688	14374.6952945817	14374.6952945817	14374.695294581697	14374.695294581697
95.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327806	1.2761269274602598	0.4919080115284555	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078208	5.472844002306378	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581761	14374.6952945817	14374.695294581692	14374.695294581645	14374.695294581688	14374.6952945817	14374.695294581697	14374.6952945817	14374.6952945817
96.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327808	1.2761269274602598	0.49190801152845554	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078206	5.472844002306378	0.11953596517831447	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581645	14374.695294581703	14374.695294581703	14374.695294581645	14374.695294581688	14374.695294581696	14374.695294581697	14374.695294581696	14374.695294581697
97.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602598	0.49190801152845554	29.781974006862942	0.6414812008437576	18.44999105349189	15.435683744657128	1.4128123755078206	5.472844002306377	0.11953596517831447	2.994807657067309	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.695294581707	14374.695294581586	14374.695294581688	14374.695294581696	14374.695294581696	14374.695294581696	14374.695294581696
98.0	1.0	0.26927419797545865	3.0487543816556992	1.1900634086327808	1.2761269274602594	0.49190801152845537	29.781974006862942	0.6414812008437577	18.44999105349189	15.43568374465713	1.4128123755078204	5.472844002306378	0.11953596517831447	2.9948076570673092	2800.0	900.0	50.0	500.0	14374.695294581354	14374.695294581703	14374.695294581696	14374.695294581692	14374.695294581645	14374.695294581703	14374.695294581696	14374.695294581697	14374.695294581696	14374.695294581697
99.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602596	0.4919080115284555	29.78197400686294	0.6414812008437578	18.44999105349189	15.435683744657128	1.4128123755078206	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.6952945817	14374.6952945817	14374.695294581761	14374.695294581703	14374.695294581696	14374.6952945817	14374.6952945817	14374.6952945817
100.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602598	0.4919080115284555	29.781974006862942	0.6414812008437578	18.44999105349189	15.435683744657128	1.4128123755078208	5.4728440023063785	0.1195359651783145	2.9948076570673097	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581696	14374.695294581761	14374.695294581688	14374.6952945817	14374.6952945817	14374.6952945817	14374.6952945817
