time	cell	EmptySet	C2	CP	M	pM	Y	YP	YT	CT	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9
14.0	1.0	0.0	8.272747164952451E-4	0.8271089293088294	0.16593782159830114	0.006125974376287147	9.077809293664725E-5	0.13780571838714747	0.3099602924546724	0.999999999999913	0.16593782159830114	827.2747164952451	827.1089293088294	0.015016674250705542	0.0	0.015	0.0	0.08268343103228848	0.030472832005282193
15.0	1.0	0.0	9.225129732483879E-4	0.9224447277023947	0.06829872572267402	0.008334033601599497	8.13313035212415E-5	0.1550764269774221	0.2317905176052169	0.9999999999999166	0.06829872572267402	922.5129732483879	922.4447277023947	0.015004726426066487	0.0	0.015	0.0	0.09304585618645327	0.007147674487298773
16.0	1.0	0.0	9.525908594114267E-4	0.9525629325771695	0.027939735036799272	0.018544741526537473	7.874062167492373E-5	0.11758522239881716	0.16414843958382885	0.9999999999999177	0.027939735036799272	952.5908594114267	952.5629325771695	0.015001079499122957	0.0	0.015	0.0	0.0705511334392903	0.0029395860055553996
17.0	1.0	0.0	9.560332206928593E-4	0.956021782836024	0.011434284867815222	0.031587899075398475	7.844858958285054E-5	0.07781202644221649	0.12091265897501305	0.9999999999999305	0.011434284867815222	956.0332206928593	956.021782836024	0.014999712094793663	0.0	0.015	0.0	0.046687215865329895	0.0013119628506794753
18.0	1.0	0.0	9.48681559561669E-4	0.9486766609448911	0.0048885123642619915	0.0454861451312105	7.905306802890151E-5	0.04821548467991429	0.09866919524341569	0.9999999999999253	0.0048885123642619915	948.681559561669	948.6766609448911	0.014999160123021523	0.0	0.015	0.0	0.028929290807948572	0.0010144119749985552
19.0	1.0	0.0	9.371646605036554E-4	0.9371621735714399	0.002474418877472874	0.05942624289049902	8.002314220773965E-5	0.02898499780605405	0.09096568271623368	0.9999999999999155	0.002474418877472874	937.1646605036555	937.1621735714399	0.014998932377484344	0.0	0.015	0.0	0.01739099868363243	0.001135165724150168
20.0	1.0	0.0	9.241874279690969E-4	0.9241857079331957	0.0017067567519492516	0.07318334788682171	8.114621494242775E-5	0.017390604502480707	0.0923618553561941	0.9999999999999356	0.0017067567519492516	924.1874279690969	924.1857079331957	0.014998834420533368	0.0	0.015	0.0	0.010434362701488424	0.0013556734637476231
21.0	1.0	0.0	9.108112558116015E-4	0.9108096685371606	0.0015738629531848356	0.08670565725377778	8.233766165186795E-5	0.010749790399621949	0.09911164826823643	0.9999999999999348	0.0015738629531848356	910.8112558116014	910.8096685371606	0.014998787663452546	0.0	0.015	0.0	0.006449874239773169	0.0015993611109125186
22.0	1.0	0.0	8.97442271019158E-4	0.897440575511045	0.001682205027969643	0.09997977718989437	8.356409216450358E-5	0.007119230055058167	0.10886477636508668	0.9999999999999282	0.001682205027969643	897.4422710191579	897.4405755110449	0.014998761392834018	0.0	0.015	0.0	0.0042715380330349	0.0018505623362068595
23.0	1.0	0.0	8.842347595908607E-4	0.8842328639623228	0.0018825256464802933	0.11300037563152142	8.481217945332259E-5	0.005251550483981955	0.12021926394143699	0.9999999999999154	0.0018825256464802933	884.2347595908607	884.2328639623228	0.014998743267379582	0.0	0.015	0.0	0.003150930290389173	0.0021060899841320903
24.0	1.0	0.0	8.712482199804525E-4	0.8712460879645307	0.0021191494547167316	0.12576351436067354	8.607630545161003E-5	0.004394164906935587	0.13236290502777748	0.9999999999999014	0.0021191494547167316	871.2482199804525	871.2460879645307	0.01499872887823105	0.0	0.015	0.0	0.002636498944161352	0.0023654033142335457
25.0	1.0	0.0	8.58506962207942E-4	0.8585045780017796	0.0023715919088424958	0.13826532312706666	8.735373638186444E-5	0.004108810922952099	0.14483307969524312	0.9999999999998966	0.0023715919088424958	858.506962207942	858.5045780017796	0.014998716517878246	0.0	0.015	0.0	0.0024652865537712594	0.0026287557224426196
26.0	1.0	0.0	8.460225252724881E-4	0.8460198802965756	0.002632622446717617	0.15050147473134592	8.86427495802498E-5	0.004145824342404248	0.15736856427004803	0.9999999999999115	0.002632622446717617	846.0225252724881	846.0198802965756	0.014998705677808453	0.0	0.015	0.0	0.0024874946054425488	0.002896781073583394
27.0	1.0	0.0	8.338021557860058E-4	0.8337992436198697	0.0029000798760301615	0.1624668743482497	8.994189181783331E-5	0.004365136254569611	0.1698220323706673	0.9999999999999355	0.0029000798760301615	833.8021557860058	833.7992436198697	0.014998696273489912	0.0	0.015	0.0	0.0026190817527417666	0.003170359641049638
28.0	1.0	0.0	8.218520876775201E-4	0.8218489020665675	0.0031737981515347186	0.17415544769415314	9.124967130118809E-5	0.004689184313252025	0.18210967983024107	0.9999999999999328	0.0031737981515347186	821.8520876775201	821.8489020665675	0.01499868843456332	0.0	0.015	0.0	0.002813510587951215	0.003450566100992246
29.0	1.0	0.0	8.10178870091715E-4	0.8101754040956684	0.0034544636442537906	0.185559953389908	9.256441453170003E-5	0.005075669380866868	0.19418265082956035	0.9999999999999218	0.0034544636442537906	810.178870091715	810.1754040956683	0.014998682389619804	0.0	0.015	0.0	0.0030454016285201206	0.003738661464475641
30.0	1.0	0.0	7.987899756234707E-4	0.7987862211788612	0.003743200668312202	0.1966717881771153	9.388418351789448E-5	0.005502088301208463	0.20601096133015387	0.9999999999999122	0.003743200668312202	798.7899756234707	798.7862211788612	0.014998678436144332	0.0	0.015	0.0	0.0033012529807250777	0.0040361140180544125
31.0	1.0	0.0	7.876941580118042E-4	0.7876901056247182	0.00404144109903321	0.207480759118133	9.520671153770577E-5	0.005957066852041991	0.2175744737807459	0.9999999999998963	0.00404144109903321	787.6941580118042	787.6901056247182	0.014998676933463507	0.0	0.015	0.0	0.0035742401112251946	0.004344643840198015
32.0	1.0	0.0	7.76901747052014E-4	0.7768973855017688	0.004350913432185603	0.21797479931887734	9.652933957218216E-5	0.006435560182383262	0.22885780227301838	0.9999999999998838	0.004350913432185603	776.901747052014	776.8973855017688	0.014998678307568151	0.0	0.015	0.0	0.0038613361094299572	0.004666291284435511
33.0	1.0	0.0	7.664249654235946E-4	0.7664202814181417	0.004673691104712538	0.2281396025115844	9.78489441825804E-5	0.006936237440391734	0.23984738000087127	0.9999999999998621	0.004673691104712538	766.4249654235946	766.4202814181417	0.014998683067376261	0.0	0.015	0.0	0.0041617424642350406	0.005003514401525853
34.0	1.0	0.0	7.562783166661747E-4	0.7562732944093705	0.0050122807159636166	0.2379581465578422	9.91618501671311E-5	0.007460101611022414	0.25052969073499537	0.9999999999998425	0.0050122807159636166	756.2783166661748	756.2732944093706	0.014998691821124925	0.0	0.015	0.0	0.004476060966613449	0.005359324890908767
35.0	1.0	0.0	7.464790865448133E-4	0.7464737071470021	0.005369778870925044	0.24741003489536034	1.0046372119905011E-4	0.008009819378564516	0.26089009686604897	0.9999999999998324	0.005369778870925044	746.4790865448133	746.4737071470021	0.01499870527944756	0.0	0.015	0.0	0.0048058916271387095	0.0057374917841376384
36.0	1.0	0.0	7.370480288544487E-4	0.737042269537914	0.005750077519275084	0.25647060491379575	1.0174941758179757E-4	0.008589494405308063	0.2709119262559607	0.9999999999998392	0.005750077519275084	737.0480288544487	737.042269537914	0.0149987243317298	0.0	0.015	0.0	0.005153696643184837	0.006142832730749279
37.0	1.0	0.0	7.280103056576212E-4	0.7280041386544742	0.0061581718231809215	0.2651096792165506	1.0301280789512345E-4	0.00920473834354133	0.28057560219116795	0.9999999999998633	0.0061581718231809215	728.0103056576213	728.0041386544742	0.014998750096413634	0.0	0.015	0.0	0.005522843006124797	0.006581653838891261
38.0	1.0	0.0	7.19396812570786E-4	0.7193902035456065	0.006600635882083286	0.27328976375960135	1.0424651252246097E-4	0.009863005829525703	0.2898576519837328	0.9999999999998619	0.006600635882083286	719.396812570786	719.3902035456065	0.01499878397249056	0.0	0.015	0.0	0.005917803497715421	0.007062439048683177
39.0	1.0	0.0	7.112461088864396E-4	0.7112390145711958	0.00708641124125071	0.2809633280785269	1.05441542795147E-4	0.010574244221746899	0.29872942508431966	0.9999999999998599	0.00708641124125071	711.2461088864396	711.2390145711958	0.014998827798497384	0.0	0.015	0.0	0.006344546533048139	0.0075969956283239186
40.0	1.0	0.0	7.03607355336022E-4	0.7035997199420235	0.007628031082175827	0.2880686416203155	1.0658676830078821E-4	0.011352026577289065	0.3071552860480812	0.9999999999998508	0.007628031082175827	703.607355336022	703.5997199420235	0.014998884065191988	0.0	0.015	0.0	0.006811215946373439	0.008202361205010292
41.0	1.0	0.0	6.965449013779108E-4	0.6965366507724661	0.008243857753793287	0.2945229465721854	1.0766810518463735E-4	0.012215450336615396	0.31508992276777875	0.9999999999998228	0.008243857753793287	696.5449013779108	696.536650772466	0.014998956276064977	0.0	0.015	0.0	0.007329270201969237	0.00890431646118661
42.0	1.0	0.0	6.901459299214162E-4	0.6901369617387297	0.008962152600764047	0.30021073973037576	1.0866719546594843E-4	0.013192549361628133	0.3224741088882339	0.9999999999997911	0.008962152600764047	690.1459299214162	690.1369617387297	0.014999049623907664	0.0	0.015	0.0	0.00791552961697688	0.009744129791600187
43.0	1.0	0.0	6.845339438388722E-4	0.6845241094128733	0.009829262215083975	0.30496209442801503	1.0955912387678399E-4	0.014326714148959899	0.3292276299159357	0.9999999999998112	0.009829262215083975	684.5339438388721	684.5241094128734	0.014999172339962048	0.0	0.015	0.0	0.00859602848937594	0.01079278882293772
44.0	1.0	0.0	6.798946160357358E-4	0.6798836842945958	0.010927674798012295	0.3085087462911804	1.1030812299110863E-4	0.015689882535161855	0.33523661174734565	0.9999999999998241	0.010927674798012295	679.8946160357358	679.8836842945958	0.01499933861336327	0.0	0.015	0.0	0.009413929521097113	0.012184409098246212
45.0	1.0	0.0	6.765309149456897E-4	0.676518490950388	0.012421421505121811	0.31038355662937966	1.1085857976768377E-4	0.01741280769604638	0.3403286444103155	0.9999999999998351	0.012421421505121811	676.5309149456897	676.518490950388	0.014999575818667328	0.0	0.015	0.0	0.010447684617627828	0.014207033890166263
46.0	1.0	0.0	6.749995753835734E-4	0.6749848823668713	0.014692712683177582	0.30964740537440594	1.1111319922153851E-4	0.019766188216063296	0.3442174194728683	0.9999999999998384	0.014692712683177582	674.9995753835734	674.9848823668713	0.014999945941191379	0.0	0.015	0.0	0.011859712929637977	0.017605822274190087
47.0	1.0	0.0	6.76533898031979E-4	0.676515016713053	0.018885205706400475	0.303923243682348	1.1086693066425017E-4	0.023435131874218144	0.34635444819363087	0.9999999999998336	0.018885205706400475	676.533898031979	676.515016713053	0.015000628690250017	0.0	0.015	0.0	0.014061079124530886	0.0249816332702612
48.0	1.0	0.0	6.84988000225797E-4	0.6849575360194669	0.030479690167756205	0.28387778581240236	1.0951370441034442E-4	0.030918139021783798	0.34538512870635274	0.9999999999998512	0.030479690167756205	684.988000225797	684.9575360194668	0.015002447426654747	0.0	0.015	0.0	0.018550883413070277	0.05258043176529386
49.0	1.0	0.0	7.299844541365591E-4	0.7298510478838117	0.13352494729807232	0.13589402036382858	1.0287325080790923E-4	0.06548004522803993	0.3350018861407488	0.9999999999998491	0.13352494729807232	729.9844541365592	729.8510478838117	0.015016429980273348	0.0	0.015	0.0	0.03928802713682396	0.4385577368532993
50.0	1.0	0.0	8.77169387032812E-4	0.8770525197217346	0.11696906416881384	0.005101246722256952	8.55707556843156E-5	0.1559087999496587	0.27806468159641384	0.9999999999998382	0.11696906416881384	877.169387032812	877.0525197217346	0.015010009377484389	0.0	0.015	0.0	0.09354527996979521	0.012654750256075277
51.0	1.0	0.0	9.393255089665851E-4	0.9392777190813184	0.04782262970271453	0.011960325706839364	7.986353702869685E-5	0.1411588645239595	0.20102168347054208	0.9999999999998389	0.047822629702714524	939.3255089665851	939.2777190813184	0.01500280817961616	0.0	0.015	0.0	0.0846953187143757	0.005138881964502581
52.0	1.0	0.0	9.559021673834145E-4	0.9558826113940235	0.019560527505989644	0.02360095893245862	7.846351284516665E-5	0.10021589703949763	0.14345584699079106	0.9999999999998552	0.019560527505989644	955.9021673834145	955.8826113940236	0.015000381511517282	0.0	0.015	0.0	0.06012953822369857	0.002050228578858414
53.0	1.0	0.0	9.538398311523246E-4	0.9538317543190987	0.008069903667903475	0.037144502181681645	7.862724397977263E-5	0.06431543035466206	0.10960846344822694	0.9999999999998361	0.008069903667903475	953.8398311523247	953.8317543190988	0.014999432412500464	0.0	0.015	0.0	0.03858925821279723	0.0011040164021469694
54.0	1.0	0.0	9.443300076256124E-4	0.9443263755854903	0.00362067053958553	0.05110862386713384	7.941663872905257E-5	0.03925888177182443	0.09406759281727287	0.9999999999998352	0.0036206705395855298	944.3300076256124	944.3263755854903	0.014999045322437699	0.0	0.015	0.0	0.023555329063094658	0.0010405545079808284
55.0	1.0	0.0	9.320333725920212E-4	0.9320313096603103	0.0020499949285809685	0.06498666203833124	8.046341156856484E-5	0.023512692308638478	0.09062981268711925	0.9999999999998146	0.0020499949285809685	932.0333725920212	932.0313096603103	0.014998883772797211	0.0	0.015	0.0	0.014107615385183086	0.001218918833963126
56.0	1.0	0.0	9.188215757517679E-4	0.9188199531140206	0.0016092614161954527	0.07865196389384416	8.161997345230801E-5	0.014222428551289048	0.09456527383478097	0.9999999999998119	0.0016092614161954527	918.8215757517679	918.8199531140207	0.014998812036123452	0.0	0.015	0.0	0.008533457130773428	0.0014523989642395167
57.0	1.0	0.0	9.05420162428548E-4	0.9054185482887684	0.0016007552426905998	0.09207527630594471	8.282785749869287E-5	0.00899648734605656	0.10275534675219056	0.9999999999998324	0.0016007552426905998	905.420162428548	905.4185482887684	0.014998775698867099	0.0	0.015	0.0	0.005397892407633936	0.0016998233248495536
58.0	1.0	0.0	8.921054148784647E-4	0.8921036453112204	0.0017563382544738787	0.10524791101924227	8.406396260704319E-5	0.006199502370308143	0.11328781560663134	0.999999999999815	0.0017563382544738787	892.1054148784647	892.1036453112205	0.01499875349620987	0.0	0.015	0.0	0.0037197014221848853	0.0019529013358340359
59.0	1.0	0.0	8.789825609120318E-4	0.8789805728457079	0.0019750558877930273	0.11816538870539492	8.531893444942662E-5	0.004811169953580921	0.1250369334812183	0.9999999999998078	0.0019750558877930273	878.9825609120318	878.9805728457078	0.014998737175388481	0.0	0.015	0.0	0.002886701972148553	0.0022099470886869734
60.0	1.0	0.0	8.660928402874286E-4	0.866090608107455	0.002219413680928828	0.13082388537113704	8.658865227835659E-5	0.004225630674321078	0.1373555183786653	0.9999999999998082	0.002219413680928828	866.0928402874285	866.090608107455	0.014998723701393366	0.0	0.015	0.0	0.0025353784045926467	0.002470824081107536
61.0	1.0	0.0	8.534538805289796E-4	0.853451392256032	0.002475762768484108	0.1432193910947582	8.787092109383311E-5	0.0040934576517439114	0.14987648243608007	0.9999999999998033	0.002475762768484108	853.4538805289795	853.4513922560319	0.014998711989270358	0.0	0.015	0.0	0.0024560745910463468	0.002735961881293008
62.0	1.0	0.0	8.410749036340432E-4	0.8410721519112399	0.0027394760906391488	0.15534729709430117	8.916417981885149E-5	0.004216875793049935	0.1623928131578091	0.9999999999998143	0.0027394760906391488	841.0749036340432	841.0721519112399	0.014998701718728432	0.0	0.015	0.0	0.0025301254758299608	0.0030061024405247617
63.0	1.0	0.0	8.289625168136428E-4	0.8289594954316745	0.003009404929966498	0.16720213712133208	9.046698303169981E-5	0.004485499739525579	0.17478750877385585	0.9999999999997866	0.003009404929966498	828.9625168136428	828.9594954316744	0.014998692921436746	0.0	0.015	0.0	0.0026912998437153474	0.003282206918768433
64.0	1.0	0.0	8.171229815980293E-4	0.8171196840935322	0.0032858035950701055	0.1787773893295853	9.177777787142163E-5	0.004838538816938722	0.18699350951946556	0.9999999999997857	0.0032858035950701055	817.1229815980294	817.1196840935322	0.014998685772220481	0.0	0.015	0.0	0.0029031232901632334	0.00356542379247354
65.0	1.0	0.0	8.05563167437356E-4	0.8055595864586417	0.003569561299749917	0.19006528907395034	9.309479262212007E-5	0.005243110973996472	0.19897105614031885	0.9999999999997794	0.003569561299749917	805.563167437356	805.5595864586417	0.014998680529225608	0.0	0.015	0.0	0.0031458665843978827	0.003857093406257173
66.0	1.0	0.0	7.942910261055841E-4	0.7942871530479187	0.0038619323420924934	0.20105662358365559	9.44159644104412E-5	0.005681998279349895	0.21069497016950842	0.9999999999997725	0.0038619323420924934	794.2910261055841	794.2871530479188	0.014998677514768594	0.0	0.015	0.0	0.003409198967609937	0.004158778621754311
67.0	1.0	0.0	7.833159102524794E-4	0.7833117349645424	0.004164464855379515	0.21174048426962644	9.573887664661398E-5	0.006146816771853529	0.2221475047735061	0.9999999999998008	0.004164464855379515	783.3159102524794	783.3117349645424	0.014998677113923102	0.0	0.015	0.0	0.0036880900631121173	0.004472318596085989
68.0	1.0	0.0	7.726488700333088E-4	0.7726443805064148	0.004479018061650293	0.22210395256168053	9.706069286836844E-5	0.00663425466264057	0.23331428597883977	0.9999999999997788	0.004479018061650293	772.6488700333088	772.6443805064148	0.014998679782560788	0.0	0.015	0.0	0.0039805527975843415	0.004799908175762704
69.0	1.0	0.0	7.623029937913263E-4	0.7622981757860384	0.004807824943291323	0.23213169627667127	9.837807926734727E-5	0.007144042806428073	0.24418194210565802	0.9999999999997924	0.004807824943291323	762.3029937913263	762.2981757860384	0.014998686072566622	0.0	0.015	0.0	0.0042864256838568435	0.005144208431381592
70.0	1.0	0.0	7.522938348655763E-4	0.7522886714215171	0.0051536091611541785	0.24180542558225834	9.968710943635986E-5	0.00767790744208945	0.25473662929493834	0.9999999999997952	0.0051536091611541785	752.2938348655763	752.2886714215172	0.014998696623146108	0.0	0.015	0.0	0.00460674446525367	0.005508507432584801
71.0	1.0	0.0	7.426399798667486E-4	0.7426344506409442	0.005519756694675033	0.2511031526843028	1.0098314319350159E-4	0.008239103885859739	0.26496299640803106	0.9999999999997888	0.005519756694675033	742.6399798667486	742.6344506409442	0.014998712213900372	0.0	0.015	0.0	0.0049434623315158435	0.005896953774177261
72.0	1.0	0.0	7.333638242928288E-4	0.7333579046521279	0.0059105620117017735	0.25999816951166793	1.0226066780544374E-4	0.008832319551499204	0.27484331174267435	0.9999999999997904	0.0059105620117017735	733.3638242928288	733.3579046521279	0.014998733814025509	0.0	0.015	0.0	0.005299391730899522	0.006314901526802766
73.0	1.0	0.0	7.244926514253407E-4	0.7244863111893824	0.006331577869088757	0.2684576182898982	1.0351308524150593E-4	0.00946385356707541	0.2843565628113039	0.9999999999997948	0.006331577869088757	724.4926514253407	724.4863111893825	0.014998762657290146	0.0	0.015	0.0	0.0056783121402452464	0.006769426791714682
74.0	1.0	0.0	7.160601591177081E-4	0.7160533606958724	0.006790221936670337	0.27644035720812427	1.0473242012109361E-4	0.01014206043593892	0.2934773720008546	0.9999999999997848	0.006790221936670337	716.060159117708	716.0533606958725	0.014998800280304217	0.0	0.015	0.0	0.006085236261563352	0.0072701824987406235
75.0	1.0	0.0	7.081087459767188E-4	0.7081014415959203	0.007296686864221492	0.28389376279364337	1.0590889869870721E-4	0.010878177720044561	0.3021745362766081	0.9999999999997617	0.007296686864221492	708.1087459767189	708.1014415959203	0.014998848769278173	0.0	0.015	0.0	0.006526906632026736	0.007830782202168067
76.0	1.0	0.0	7.006929978732227E-4	0.7006851252281494	0.00786551941253026	0.29074866236120966	1.0703032224962657E-4	0.011687707589401441	0.31040891968539097	0.9999999999997625	0.00786551941253026	700.6929978732227	700.6851252281494	0.014998910949737756	0.0	0.015	0.0	0.007012624553640864	0.00847123884186098
77.0	1.0	0.0	6.938852971094603E-4	0.6938767722308352	0.00851840521612835	0.29691093725567985	1.080810851990753E-4	0.012592818051975667	0.31813024160898296	0.9999999999997529	0.00851840521612835	693.8852971094603	693.8767722308352	0.014998990907428055	0.0	0.015	0.0	0.0075556908311854	0.009222463726375977
78.0	1.0	0.0	6.877853292908966E-4	0.687776034051594	0.009289536291958295	0.3022466443269112	1.0904054587952894E-4	0.013626688309920936	0.32527190947466994	0.9999999999997544	0.009289536291958295	687.7853292908966	687.776034051594	0.014999094839168661	0.0	0.015	0.0	0.00817601298595256	0.010135293308877788
79.0	1.0	0.0	6.825374213150697E-4	0.6825271798622733	0.010236696078833245	0.30655358663731536	1.0988011403819477E-4	0.014841998648691975	0.33174216147887875	0.999999999999737	0.010236696078833245	682.5374213150698	682.5271798622733	0.014999232871486811	0.0	0.015	0.0	0.008905199189215184	0.011300236675325877
80.0	1.0	0.0	6.783650735164761E-4	0.6783536029934771	0.011466995526850952	0.30950103640589427	1.1055755530037291E-4	0.016329064654865538	0.33740765414291113	0.9999999999997389	0.011466995526850952	678.3650735164761	678.3536029934771	0.014999423195231712	0.0	0.015	0.0	0.009797438792919323	0.012896461748600669
81.0	1.0	0.0	6.756487090022445E-4	0.6756355014540071	0.013205758209883737	0.31048309162686466	1.1100440220282687E-4	0.01825988515299414	0.34205973939194534	0.9999999999997577	0.013205758209883737	675.6487090022446	675.6355014540071	0.014999702989181844	0.0	0.015	0.0	0.010955931091796484	0.015334936554629301
82.0	1.0	0.0	6.751337004340406E-4	0.6751176765690421	0.016024892463504952	0.3081822972667691	1.1109295766815378E-4	0.02101609554715264	0.34533437823509483	0.9999999999997502	0.016024892463504952	675.1337004340406	675.1176765690421	0.015000163892821385	0.0	0.015	0.0	0.012609657328291585	0.01979254334128851
83.0	1.0	0.0	6.78663221600357E-4	0.6786413180835674	0.021910428468571032	0.2987695902259918	1.1052313532893809E-4	0.02568363515402958	0.34647417698392136	0.9999999999997307	0.021910428468571032	678.663221600357	678.6413180835674	0.01500111324767181	0.0	0.015	0.0	0.015410181092417747	0.03119514169492387
84.0	1.0	0.0	6.935944535780685E-4	0.6935502018461456	0.04428103180789404	0.26147517189213426	1.0817173795387565E-4	0.037389906005789356	0.34325428144377157	0.999999999999752	0.04428103180789404	693.5944535780685	693.5502018461456	0.015004506138391766	0.0	0.015	0.0	0.022433943603473613	0.09699310636783234
85.0	1.0	0.0	7.95156039942736E-4	0.7949677368854028	0.18847625235134668	0.01576085472304728	9.447372363735205E-5	0.115123098935485	0.3194546797335163	0.9999999999997395	0.18847625235134668	795.1560399427359	794.9677368854028	0.015020712455024548	0.0	0.015	0.0	0.069073859361291	0.10106165156621305
86.0	1.0	0.0	9.105778862346863E-4	0.9104963578128672	0.08159487116957398	0.006998193131054977	8.240594193757887E-5	0.15733092268798893	0.24600639293055548	0.9999999999997309	0.08159487116957398	910.5778862346863	910.4963578128672	0.015006061999260835	0.0	0.015	0.0	0.09439855361279335	0.008512533123921143
87.0	1.0	0.0	9.49428006967119E-4	0.9493946323357273	0.03339297467451811	0.016262964982531915	7.900583108428068E-5	0.12514569861217967	0.17488064410031395	0.9999999999997443	0.03339297467451811	949.428006967119	949.3946323357274	0.015001542390927845	0.0	0.015	0.0	0.0750874191673078	0.003556976119500202
88.0	1.0	0.0	9.56470188141544E-4	0.9564565328261904	0.013653958623865436	0.02893303836155114	7.841388753703614E-5	0.08455533529899784	0.12722074617195145	0.9999999999997484	0.013653958623865436	956.470188141544	956.4565328261904	0.014999894999819283	0.0	0.015	0.0	0.0507332011793987	0.0014917152844116164
89.0	1.0	0.0	9.50555785995046E-4	0.9505500310862515	0.00574565975107889	0.042753753376437394	7.889766112456239E-5	0.052949394058211065	0.10152770484685192	0.9999999999997627	0.00574565975107889	950.555785995046	950.5500310862515	0.014999234846917063	0.0	0.015	0.0	0.03176963643492664	0.0010236218673276437
