time	compartment	EGF	R	Ra	R2	RP	PLCg	RPLCg	RPLCgP	PLCgP	Grb	RG	SOS	RGS	GS	Shc	RSh	RShP	ShP	RShG	ShG	RShGS	ShGS	PLCgl	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25
0.0	3.0E-12	680.0	100.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	85.0	0.0	34.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.120000000000001E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.670000000000001E-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	3.0E-12	596.5968807038942	16.596880703894627	47.46924908822988	13.855319241497536	0.5068261787462162	103.81021289522299	0.9325794341648743	0.24205601778083638	0.012944671905466151	84.57323013888234	0.04572198264621447	33.70304740315007	0.0042225112521763145	0.28603558311736416	147.5127905679502	0.842548524842365	1.4557345072281136	0.09813661587732471	0.07656457717944884	0.00753070444203741	0.005362128599931573	0.0013323738804278478	0.0022069809257757853	8.05703604803423E-11	6.344329249756314E-11	4.1550752939130224E-11	1.3546987468306149E-11	8.910924372474142E-12	2.7614298998274975E-12	2.177323234280073E-13	3.882898943111239E-16	3.789170461026944E-13	4.546905242934941E-14	-1.577073328591193E-15	-8.538255151984535E-13	1.8669515524414914E-11	1.490384123586151E-11	1.3100267633490478E-12	1.4716244727316469E-15	1.0850761523544071E-12	6.889781421448377E-14	7.706953856631759E-14	1.929880092962382E-15	7.243836406418547E-14	2.2586876205976823E-14	-1.368733377172673E-15	1.0552474502443486E-14	3.863538743307864E-14
2.0	3.0E-12	583.8908800920005	3.8908800920013142	32.076970690916795	17.266087212180977	0.775646308352809	100.03850336551028	2.813827335960029	1.8530739664141063	0.20765219340889202	83.03837678840087	0.17595782479280234	33.19694653099019	0.040504209491869336	0.5489946446825096	139.48984839809523	1.5068277467336009	6.6422304010703614	1.1649269214686666	0.8043332819817706	0.17827863581469988	0.13758632156260114	0.07596829327281168	0.08694313870662324	1.46727898868948E-11	2.5688135297523764E-11	5.177499224729235E-11	2.0622534470901183E-11	1.2278712847571642E-11	8.163520912917972E-12	1.6648674059423939E-12	6.2166567781103114E-15	5.532820199488742E-13	1.679471173321435E-13	-2.1032676833533436E-15	-8.24515690378357E-13	2.6500302265801916E-11	2.5927297969012152E-11	5.975567718544753E-12	1.7414238190017002E-14	4.722740292240534E-12	7.235265946361283E-13	7.922092268070218E-13	4.948865010365158E-14	8.171191749783931E-13	5.180616583598819E-13	-1.7500446422121663E-14	8.074946122613786E-14	6.1513169774308E-13
3.0	3.0E-12	581.4105964618662	1.4105964618671578	22.95686150500098	14.209647433572828	0.7863326095424352	96.06385782297627	3.634411787995169	4.1180457167404185	0.6790435708310059	80.0831513696255	0.28560050758409167	32.03212543126137	0.11257008409531938	0.7695672154905394	130.8263231910248	1.5133678022758452	10.610579049513136	3.3006191339815287	1.9661906248682255	0.6971829291834939	0.5795254003784553	0.5062118687743044	0.5046411014569964	3.248986501450465E-12	1.1547630474722028E-11	4.260535232243221E-11	2.090225791737577E-11	1.1416218848040693E-11	1.0285528506474446E-11	3.696629971211575E-12	2.023391005954312E-14	5.239078644341215E-13	2.541891233278087E-13	1.961974312116494E-15	-7.661070124110533E-13	2.5051649066046425E-11	2.533071621205285E-11	9.542513606528654E-12	4.903328641168644E-14	7.057700285813371E-12	1.7680913746669132E-12	1.8522324108221783E-12	2.0834254748842057E-13	2.169760956726077E-12	1.9127099144479237E-12	-8.15948077668522E-15	1.458850328659469E-13	1.9917130133618878E-12
4.0	3.0E-12	580.8009696729916	0.8009696729924197	17.895907190233462	11.252439840716583	0.7593023147233794	92.45143769763291	3.7758667039348457	6.062400298042276	1.2636075294474927	76.21352503057251	0.3591955252624686	30.012286978938622	0.20237731668782336	0.9725433054681198	122.90431597576634	1.4037189861415555	12.592369059531467	5.847237156551438	2.966891620187649	1.472674802915904	1.2769999031589971	1.5357924957464313	1.446687770942294	9.655723705318848E-13	6.232172872628517E-12	3.373454045270805E-11	2.019448806685491E-11	1.0370226293436146E-11	1.0418240067098196E-11	5.438889986041844E-12	3.7435191978916074E-14	4.669426249311071E-13	2.86980458568026E-13	8.244824331260059E-15	-6.818262105936127E-13	2.2670119359616308E-11	2.3000315319832336E-11	1.1321144637667514E-11	8.622566929720357E-14	7.747312024558981E-12	2.6671833036248244E-12	2.5893126884315895E-12	4.588803509634313E-13	3.568944557639969E-12	3.6829783338754436E-12	1.0247619354235104E-13	1.6630896664187978E-13	3.660620688957672E-12
5.0	3.0E-12	580.5903341113595	0.5903341113603092	14.848715121590823	9.32674316570899	0.7422934926603645	89.13327703421461	3.7028039229361225	7.436970416899601	1.8033953936637177	71.8956432282392	0.4106833746940515	27.29520993086606	0.29436224825630497	1.198817649397005	115.70520386562437	1.3057388696385857	13.387425445007109	8.401138320316358	3.623215764197403	2.365667563735313	2.050238683525889	3.1613714879547397	2.92355323228576	4.119117886817824E-13	3.816507273152103E-12	2.795796069234716E-11	1.9748737120769692E-11	9.687666920196712E-12	9.992866206273428E-12	6.669177699232255E-12	5.314347483274497E-14	4.1870650686647073E-13	2.8330546313558494E-13	1.4479296052611266E-14	-5.833273230865448E-13	2.0839219406676877E-11	2.109356307339326E-11	1.2031845402679899E-11	1.229783738370609E-13	7.575513342590721E-12	3.2561529347540945E-12	2.8352677237753807E-12	7.363963269212787E-13	4.726346921376388E-12	5.204442024404315E-12	3.1391117410091414E-13	1.6945949282366717E-13	5.147066390085435E-12
6.0	3.0E-12	580.4878837519279	0.48788375192877276	12.880554772865981	8.21504356879733	0.7397137926324533	85.99660694857715	3.6031926467533157	8.327283672902078	2.2357323583382827	67.41420210961772	0.452780980431759	24.175124053692723	0.3795850442088906	1.469682447999702	109.03194400436105	1.2330233244025905	13.62225008416126	10.829033169333023	3.989710848905476	3.3184301147376667	2.7531967744074586	5.222411679691234	4.837184373428955	2.30395600950879E-13	2.5127476670648193E-12	2.462293929261302E-11	1.9681104708927497E-11	9.2884021422498E-12	9.560485389324634E-12	7.464786868494115E-12	6.560521375741692E-14	3.8088778901340073E-13	2.6005578317511146E-13	1.9486204881534848E-14	-4.823104386782181E-13	1.9556714876815238E-11	1.9742414824097606E-11	1.2238397035715315E-11	1.5742160409210416E-13	7.068084828580997E-12	3.584112104995381E-12	2.7167974084026485E-12	9.88369414022489E-13	5.574746642141235E-12	6.21740832935564E-12	5.640633853075247E-13	1.8621388510952522E-13	6.2718504814062425E-12
7.0	3.0E-12	580.4263245565776	0.42632455657865453	11.551977059216952	7.623194870572803	0.7483963626881964	82.96551950720351	3.5265961148529343	8.88122397233589	2.560954440257676	62.93239407843299	0.49298605292483993	20.923768378364365	0.4539348907609476	1.7797601189097318	102.73209488452798	1.1793561385305313	13.625947302342421	13.121676815627445	4.165489987625752	4.332898259380681	3.3137234994678675	7.5288131124971	7.065705965349761	1.4769408832939903E-13	1.7164867581284014E-12	2.2847132720837765E-11	1.9908709674457717E-11	9.060439076079228E-12	9.24760474870842E-12	7.95860261331652E-12	7.491021668727097E-14	3.4993746547330896E-13	2.277454992179323E-13	2.2872599175916288E-14	-3.870259306228306E-13	1.8635927009233285E-11	1.877573997912793E-11	1.223683799106498E-11	1.8951131055780713E-13	6.467974371619043E-12	3.7401856305606865E-12	2.4019913818384757E-12	1.188883593637331E-12	6.132137349163933E-12	6.713918245167511E-12	7.87377397099531E-13	2.2829856057750197E-13	7.04694978389155E-12
8.0	3.0E-12	580.3856490588166	0.38564905881774947	10.635341707544402	7.348397152354872	0.7651496911879054	79.9950922038812	3.4767445601043163	9.220460362227971	2.8025462980899207	58.54867144434819	0.5350540629767216	17.74408741429976	0.5159652605639973	2.1066267329555215	96.71030756708161	1.13785960866368	13.548013655037613	15.310136670061402	4.227014398985145	5.43334750798961	3.7148458647166986	9.91847472746403	9.505156575696365	1.0006510643975942E-13	1.1887956513805425E-12	2.202223696632898E-11	2.0347661523452138E-11	8.93143288128E-12	9.047164625978754E-12	8.259815712183754E-12	8.17843448146768E-14	3.2292837142943817E-13	1.9194763504353645E-13	2.467642872947686E-14	-3.021880029315893E-13	1.7931275436208137E-11	1.804283049803947E-11	1.216158301440197E-11	2.1975645769380144E-13	5.870859482215517E-12	3.793088183833423E-12	2.0116422853980733E-12	1.3318803464281743E-12	6.437489202574545E-12	6.772534234390093E-12	9.436195969949081E-13	2.9249574630297516E-13	7.55217480245709E-12
9.0	3.0E-12	580.3578208678193	0.3578208678205311	10.000585916758894	7.269199960378201	0.7878268694352315	77.05927193597796	3.44689215995766	9.428012074996502	2.9860094129511436	54.32798321727267	0.5806078059233272	14.77591659398175	0.5655393216588259	2.422635380413091	90.91055084917885	1.103719011763965	13.449402691441499	17.433093172883485	4.220853893949696	6.646471676835962	3.9687428182053877	12.267165885740958	12.07981441611649	6.88717869675981E-14	8.195915722408295E-13	2.178396507505155E-11	2.0941362119544254E-11	8.859550398675751E-12	8.926474668623505E-12	8.442866615434482E-12	8.698296292784505E-14	2.981182335786444E-13	1.555732975255461E-13	2.5132206107587005E-14	-2.299218654094395E-13	1.7351184940842934E-11	1.7446049727291903E-11	1.2067379922406143E-11	2.487424272679259E-13	5.309854145141872E-12	3.784630578325057E-12	1.6162162638427278E-12	1.4217890444683833E-12	6.530001636843293E-12	6.4833981526448544E-12	1.0194059821503648E-12	3.6896376705111555E-13	7.870844941402948E-12
