time	default	srci	srco	srca	srcc	Cbp_P_CSK	CSK_cytoplasm	PTP	PTP_pY789	Cbp	Cbp_P	k1	k2	k3	k4	kPTP	kCbp	p1	p2	p3	src_background	PTP_background	kCSKon	kCSKoff	rho_srca	rho_srco	rho_srcc	Kser	acsk0	ptp_activity	src_activity	v1	v2	v3	v4	CSK_translocation	PTP_phosphorylation	Cbp_phosphorylation
52.0	1.0	0.37001158588717026	0.2134634799564197	0.2566765338173446	0.15984840033906575	0.6832644491131012	0.31673555088689814	0.2464956089165992	0.7535043910834006	9.921997631147329E-9	0.31673554096490103	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7535043910834006	0.41662493415641033	0.07719227673598383	0.07610038159077434	0.07902077322845358	0.07992420016953287	0.003199496114166751	-0.0017020955157067003	4.133751609776815E-9
53.0	1.0	0.3726625381768472	0.21452091415130184	0.2538518392578542	0.15896470841399704	0.6863497438884407	0.31365025611155883	0.2481575562217562	0.7518424437782435	6.552823962472434E-9	0.31365024955873533	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7518424437782435	0.41291654767185126	0.07691043623952681	0.07588664331187242	0.0786180129814575	0.07948235420699852	0.0029741506714707593	-0.0016224907052041493	2.705769448085498E-9
54.0	1.0	0.37515881039536897	0.21551281506229164	0.25120883553943946	0.1581195390029003	0.6892185902839268	0.31078140971607277	0.2497416993804326	0.7502583006195671	4.343314561562433E-9	0.3107814053727586	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7502583006195671	0.4094283745423397	0.07663737065439707	0.07567661978702596	0.078233402195707	0.07905976950145015	0.0027663224246895508	-0.0015464475818477291	1.7782762210665819E-9
55.0	1.0	0.3775104523748416	0.21644399759636268	0.24873379995768602	0.15731175007111	0.6918877056557147	0.308112294344285	0.2512515095013598	0.7487484904986399	2.8885840519403035E-9	0.3081122914557013	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7487484904986399	0.40614555002879604	0.07637336419059867	0.07547107645632183	0.07786630984899653	0.078655875035555	0.0025744414470519703	-0.0014737882202533192	1.173185558579703E-9
56.0	1.0	0.37972670473490655	0.21731882454141024	0.24641431970532388	0.15654015101835966	0.694372322628099	0.3056276773719009	0.2526902862994452	0.7473097137005547	1.9272293615737233E-9	0.30562767544467184	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7473097137005547	0.4030544707236835	0.0761185870522911	0.07527060781856496	0.07751610315047111	0.07827007550917983	0.0023971044323918304	-0.0014043474331636857	7.767784102922395E-10
57.0	1.0	0.3818160827508907	0.21814125949922497	0.2442391351248573	0.1558035226250273	0.6966863450124836	0.30331365498751633	0.25406117024099406	0.7459388297590057	1.289691570897049E-9	0.30331365369782515	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7459388297590057	0.40014265774988456	0.0758731167833589	0.07507566658468426	0.07718215248775202	0.07790176131251365	0.002233053840945679	-0.0013379716141388165	5.160606128563688E-10
58.0	1.0	0.38378644969128645	0.21891491261905352	0.24219800515065176	0.1551006325390084	0.6988424844188392	0.3011575155811608	0.2553671535673564	0.7446328464326435	8.654998185442355E-10	0.30115751471566127	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7446328464326435	0.39739863768966016	0.07563695575368848	0.07488658778723027	0.07686383524794804	0.0775503162695042	0.00208116004884815	-0.001274517651685389	3.4394844881012727E-10
59.0	1.0	0.3856450811221286	0.21964308021714274	0.24028159138444877	0.15443024727628005	0.7008523803125759	0.29914761968742415	0.2566110902750458	0.743388909724954	5.82379596640659E-10	0.2991476191050449	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.743388909724954	0.3948118386607288	0.07541004552756594	0.07470360878041363	0.07656053874606955	0.07721512363814002	0.001940406015917679	-0.0012138519268913989	2.2993035934819217E-10
60.0	1.0	0.3873987214429368	0.2203287791913574	0.23848135787871422	0.15379114148699172	0.7027267058291422	0.29727329417085785	0.25779570513817385	0.7422042948618258	3.928594263919313E-10	0.2972732937779988	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7422042948618258	0.39237249936570595	0.0751922787026432	0.07452688587957193	0.07627166244509119	0.07689557074349586	0.001809874072749268	-0.0011558493986279367	1.5414723503277966E-10
61.0	1.0	0.3890536337246149	0.22097477699351076	0.23678948421105742	0.1531821050708171	0.704475261295765	0.2955247387042351	0.25892360186049457	0.7410763981395051	2.6564274006978207E-10	0.2955247384385928	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7410763981395051	0.39007158928187446	0.07498350868870221	0.07435650824251366	0.07599661961342742	0.07659105253540854	0.001688734497812607	-0.0011003927754980325	1.0361968580021176E-10
62.0	1.0	0.3906156437574529	0.22158361780045427	0.23519878984529194	0.15260194859680107	0.7061070571096466	0.2938929428903535	0.2599972704420028	0.7400027295579968	1.8002388950071999E-10	0.29389294271033	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7400027295579968	0.387900738442093	0.07478355780206791	0.07419250947920211	0.0757348385354078	0.07630097429840053	0.0015762356116880288	-0.001047371770847988	6.983139967454703E-11
63.0	1.0	0.3920901790816579	0.2221576454239763	0.23370266811021706	0.15204950738414888	0.7076303873728074	0.2923696126271925	0.2610190938404963	0.7389809061595033	1.2225846065484972E-10	0.29236961250493443	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7389809061595033	0.3858521754943659	0.07459222397800525	0.07403487738403636	0.075485763366616	0.07602475369207444	0.0014716951614749318	-9.966824355845672E-4	4.71736930162661E-11
64.0	1.0	0.3934823036590832	0.22269902341558234	0.2322950284012716	0.151523644524063	0.7090528954761719	0.29094710452382805	0.2619913540028483	0.7380086459971513	8.319413976123667E-11	0.29094710444063426	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7380086459971513	0.3839186729253346	0.07440928634528951	0.07388356211141481	0.0752488547072353	0.0757618222620315	0.0013744928058977155	-9.482265627879516E-4	3.1939783732298795E-11
65.0	1.0	0.39479674874927156	0.2232097527522817	0.2309702454349918	0.15102325306345507	0.7103816326518966	0.2896183673481033	0.26291623733459263	0.7370837626654071	5.67182791793037E-11	0.28961836729138535	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7370837626654071	0.38209349849844687	0.07423450986095392	0.07373848305634305	0.07502358995173358	0.07551162653172754	0.0012840635423764695	-9.01911157877841E-4	2.167168572043177E-11
66.0	1.0	0.3960379404724546	0.22369168743115272	0.22972311457126998	0.15054725752512277	0.7116231103672719	0.288376889632728	0.26379583967021347	0.7362041603297862	3.873683655423929E-11	0.2883768895939915	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7362041603297862	0.38037037209639274	0.07406764916634859	0.07359953465449404	0.07480946346147621	0.07527362876256138	0.0011998919426348693	-8.576479681709909E-4	1.473434493397315E-11
67.0	1.0	0.3972100244742279	0.22414654825164612	0.2285488123713529	0.15009461490277312	0.7127833473108806	0.2872166526891193	0.2646321708005042	0.7353678291994954	2.6500433986756432E-11	0.2872166526626193	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7353678291994954	0.378743427274126	0.07390845179612499	0.07346659127792607	0.07460598659751011	0.07504730745138656	0.0011215070843242879	-8.153530659317787E-4	1.0036865192395863E-11
68.0	1.0	0.3983168880491235	0.22457593502368028	0.22744286168638816	0.14966431524080817	0.7138679116181172	0.2861320883818826	0.2654271586076454	0.7345728413923541	1.8158039367415705E-11	0.28613208836372506	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7345728413923541	0.3772071769271963	0.07375666084800328	0.07333951137174849	0.07441268764332504	0.07483215762040409	0.0010484780834770294	-7.749464793884442E-4	6.849342768315772E-12
69.0	1.0	0.39936218003151597	0.22498133740520435	0.22640110067693914	0.14925538188634066	0.7148819588954122	0.2851180411045876	0.2661826528533403	0.7338173471466592	1.2460451037375906E-11	0.2851180410921277	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7338173471466592	0.37575648256327976	0.07361201720200472	0.07321814095191506	0.07422911164145084	0.07462769094317033	9.804101470223536E-4	-7.363518665982477E-4	4.682095252956341E-12
70.0	1.0	0.40034932872078666	0.22536414454393858	0.2254196552521276	0.14886687148314717	0.7158302665279388	0.2841697334720611	0.26690042866044716	0.7330995713395525	8.562711049604965E-12	0.2841697334634988	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7330995713395525	0.3743865267352747	0.07347426136230056	0.0731023165638652	0.0740548201630022	0.07443343574157359	9.16941076635521E-4	-6.994962274764205E-4	3.2057636492993614E-12
71.0	1.0	0.4012815580722624	0.22572565367353672	0.22449491449102366	0.1484978737631772	0.7167172646920389	0.2832827353079609	0.2675821897240788	0.7324178102759209	5.892063704335927E-12	0.2832827353020692	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7324178102759209	0.37309278825420084	0.07334313498219724	0.07299186778501071	0.07388939102547454	0.0742489368815886	8.577381652687321E-4	-6.643096497242484E-4	2.1982864760220664E-12
72.0	1.0	0.402161902355156	0.22606707779369103	0.22362350867111674	0.14814751118003613	0.7175470644393083	0.28245293556069156	0.26822957128408587	0.7317704287159138	4.059476252230422E-12	0.2824529355566325	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7317704287159138	0.3718710198511529	0.07321838212247625	0.07288661934035395	0.07373241797104947	0.07407375559001807	8.024954361774859E-4	-6.30725084793532E-4	1.509601573978463E-12
73.0	1.0	0.4029932194527764	0.22638955254609927	0.22280228958118828	0.147814938419936	0.7183234831727587	0.281676516827241	0.2688441428871678	0.7311558571128319	2.8001970981561874E-12	0.2816765168244412	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7311558571128319	0.3707172280011243	0.07309975028488713	0.07278639288924538	0.0735835103152178	0.073907469209968	7.509311813862487E-4	-5.986781504048883E-4	1.0380813060852538E-12
74.0	1.0	0.4037782029579507	0.22669414238322622	0.22202831284033808	0.14749934181848484	0.7190500677955209	0.28094993220447867	0.2694274109635562	0.7305725890364435	1.9337240743782064E-12	0.28094993220254544	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7305725890364435	0.3696276546588229	0.07298699125567179	0.07269100853198827	0.07344229257356875	0.07374967090924242	7.027857625605928E-4	-5.681069564839464E-4	7.147578943697197E-13
75.0	1.0	0.40451939319737545	0.22698184611399497	0.2212988219826348	0.1471999387059946	0.7197301157781326	0.28026988422186694	0.2699808212402432	0.7300191787597565	1.3367819764572344E-12	0.28026988422053073	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7300191787597565	0.3685987606886294	0.07287986178831457	0.072600286077304	0.07330840407301677	0.0735999693529973	6.578196423550949E-4	-5.389519517029207E-4	4.927361798330331E-13
76.0	1.0	0.40521918730200324	0.22725360189958776	0.22061123409897468	0.14691597669943415	0.720366694360758	0.2796333056392417	0.27050576101006457	0.7294942389899353	9.25041451723243E-13	0.2796333056383173	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7294942389899353	0.3676272107984088	0.07277812415001425	0.0725140461052887	0.0731814985524723	0.07345798834971708	6.158116186395285E-4	-5.111557881070233E-4	3.400704087699268E-13
77.0	1.0	0.40587984842620195	0.22751029176313387	0.21996312685515562	0.14664673295550834	0.7209626580809761	0.27903734191902346	0.2710035612735655	0.7289964387264344	6.407256516112196E-13	0.27903734191838336	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7289964387264344	0.36670985981066395	0.07268154655249356	0.07243211085518428	0.07306124375695032	0.07332336647775417	5.765572376957781E-4	-4.8466320157046494E-4	2.349604138794467E-13
78.0	1.0	0.4065035142059539	0.2277527456689716	0.21935222672864957	0.14639151339642473	0.72152066479549	0.2784793352045096	0.27147549876844573	0.7285245012315541	4.4419169069192627E-13	0.27847933520406604	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7285245012315541	0.36584374012507426	0.07258990348453867	0.0723543049628589	0.07294732102829612	0.07319575669821236	5.3986736562731E-4	-4.5942090606931885E-4	1.6250474945521443E-13
79.0	1.0	0.4070922045355267	0.22798174522019418	0.21877639832670728	0.1461496519175716	0.7220431903447242	0.2779568096552756	0.2719227978994775	0.7280772021005224	3.0820132441454585E-13	0.277956809654968	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7280772021005224	0.36502605024427887	0.07250297596098082	0.07228045606918962	0.07283942489505527	0.0730748259587858	5.05566899918119E-4	-4.353774999770882E-4	1.125015121310973E-13
80.0	1.0	0.4076478287326159	0.2281980270171545	0.21823363466577253	0.14592050958445688	0.7225325419924098	0.27746745800759004	0.27234663258010017	0.7276533674198998	2.1401482425225725E-13	0.2774674580073766	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7276533674198998	0.3642541442502294	0.0724205517006016	0.07221039531743571	0.07273726266349727	0.07296025479222844	4.734936053893534E-4	-4.124833827854335E-4	7.79557866648692E-14
81.0	1.0	0.40817219215372597	0.22840228571437607	0.2177220483071371	0.14570347382476073	0.7229908707575168	0.27700912924248317	0.2727481279953883	0.7272518720046119	1.4872334695279242E-13	0.277009129242335	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7272518720046119	0.3635255221318978	0.07234242524357481	0.07214395775508062	0.0726405540113814	0.07285173691238037	4.434970607886026E-4	-3.906906808319732E-4	5.406473235421726E-14
82.0	1.0	0.40866700231436476	0.22859517680877994	0.21723986325670316	0.14549795762015194	0.7234201827430056	0.27657981725699426	0.2731283622947536	0.7268716377052467	1.0342418084572767E-13	0.2765798172568915	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7268716377052467	0.3628378208768551	0.07226839801749166	0.07208098265342196	0.07254903058572701	0.07274897881007597	4.154377039583372E-4	-3.69953180777996E-4	3.7526204404037605E-14
83.0	1.0	0.4091338745623354	0.22877731918818123	0.21678540754791886	0.1453033987015643	0.723822349554577	0.2761776504454229	0.27348836822156153	0.7265116317784388	7.197064285282141E-14	0.27617765044535164	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7265116317784388	0.36218880624948313	0.07219827835970716	0.07202131375632838	0.0724624356055799	0.07265169935078215	3.891859650076825E-4	-3.5022626972470994E-4	2.6066961219871284E-14
84.0	1.0	0.4095743373468881	0.22894929746556897	0.21635710643668243	0.14511925875086032	0.7241991178926727	0.2758008821073273	0.27382913468579456	0.7261708653142057	5.01144165053776E-14	0.275800882107278	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7261708653142057	0.36157636518754277	0.07213188150263353	0.0719647994680078	0.07238052347056183	0.07255962937543016	3.6462147818989814E-4	-3.314668809883542E-4	1.812018856350903E-14
85.0	1.0	0.4099898371216585	0.22911166412167144	0.21595347614546836	0.14494502261120143	0.7245521183922535	0.2754478816077465	0.27415160828498125	0.725848391715019	3.491632468216365E-14	0.27544788160771244	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.725848391715019	0.3609984987566698	0.07206902952767524	0.07191129298829232	0.07230305937581999	0.07247251130560071	3.416323642960401E-4	-3.136334446736666E-4	1.2604740792361534E-14
86.0	1.0	0.41038174291506363	0.22926494147567533	0.2155731181013029	0.1447801975079579	0.7248828737771825	0.27511712622281764	0.2744566947777992	0.725543305222201	2.43409938859042E-14	0.2751171262227941	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.725543305222201	0.36045331560926075	0.07200955129270917	0.07186065240280515	0.07222981893386292	0.07239009875397895	3.201145763377057E-4	-2.966858422905616E-4	8.773791951398913E-15
87.0	1.0	0.4107513505980836	0.22940962350166158	0.21521471361864938	0.1446243122816052	0.725192806389241	0.27480719361075917	0.2747452605140575	0.7252547394859428	1.6977675155141244E-14	0.274807193610743	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7252547394859428	0.35993902590025456	0.07195328233734066	0.07181274073439975	0.07216058780366179	0.0723121561408026	2.999713021292743E-4	-2.8058536475787654E-4	6.1109278573924925E-15
88.0	1.0	0.4110998868760671	0.2295461775062944	0.21487701898389278	0.14447691663374546	0.7254832451457918	0.27451675485420834	0.275018133824152	0.7249818661758483	1.1847731597989027E-14	0.27451675485419735	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7249818661758483	0.3594539356176382	0.07190006476959454	0.07176742596142786	0.07209516132731623	0.07223845831687273	2.8111241811033284E-4	-2.652946732221717E-4	4.258713751038606E-15
89.0	1.0	0.4114285130282928	0.22967504568152047	0.21455886090303708	0.1443375803871493	0.7257554319747681	0.2742445680252319	0.27527610637055294	0.7247238936294474	8.27174108351384E-15	0.2742445680252244	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7247238936294474	0.3589964412901864	0.07184974713721409	0.07172458100767498	0.07203334417451529	0.07216879019357465	2.634539893867178E-4	-2.5077776220044923E-4	2.969525612255299E-15
90.0	1.0	0.41173832841646224	0.22979664654446946	0.2142591322785484	0.14420589276051946	0.7260105277709332	0.27398947222906694	0.2755199344634316	0.7244800655365687	5.777656731579506E-15	0.2739894722290619	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7244800655365687	0.35856502503906784	0.07180218428631979	0.07168408370818409	0.07197494999497069	0.07210294638025973	2.469178115267938E-4	-2.369999246225052E-4	2.0716656306259446E-15
91.0	1.0	0.4120303737810374	0.22991137627537037	0.21397678828507088	0.14408146165852093	0.7262496179131372	0.27375038208686303	0.275750340342139	0.7242496596578614	4.037277490010038E-15	0.27375038208685976	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7242496596578614	0.3581582499435918	0.07175723720982294	0.07164581675465573	0.0719198010789602	0.07204073082926046	2.314309901388879E-4	-2.2392771841399373E-4	1.4459842403586522E-15
92.0	1.0	0.412305634342346	0.23001960996307924	0.21371084271707239	0.1439639129775019	0.7264737173785514	0.27352628262144885	0.2759680134239194	0.724031986576081	2.8222606265435583E-15	0.2735262826214468	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.724031986576081	0.3577747556945743	0.07171477288767741	0.07160966762364832	0.07186772802608107	0.07198195648875096	2.1692555468530092E-4	-2.1152893431519715E-4	1.0097336061680378E-15
93.0	1.0	0.4125650427216141	0.23012170276674607	0.21346036458441225	0.1438528899272272	0.7266837754864994	0.27331622451350074	0.27617361152096226	0.7238263884790381	1.9736377846070316E-15	0.27331622451349946	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7238263884790381	0.3574132545116394	0.07167466412078774	0.07157552849040225	0.07181856942228737	0.0719264449636136	2.0333810336640567E-4	-1.997725646817189E-4	7.054043038235412E-16
94.0	1.0	0.41280948169552784	0.2302179910011986	0.21322447493440505	0.14374805236886817	0.7268806803015151	0.27311931969848513	0.2763677620266652	0.7236322379733352	1.3806713490815195E-15	0.27311931969848446	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7236322379733352	0.3570725273032732	0.07163678936015855	0.07154329613075995	0.07177217152525987	0.07187402618443409	1.9060947624116413E-4	-1.8862877305607373E-4	4.929998079917579E-16
95.0	1.0	0.4130397867965501	0.23030879315279063	0.21300234388123318	0.14364907616942585	0.7270652627225683	0.27293473727743195	0.27655106307178856	0.7234489369282119	9.661775185744024E-16	0.27293473727743167	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7234489369282119	0.356751420050659	0.07160103253266425	0.0715128718133499	0.07172838795813895	0.07182453808471292	1.786844540443899E-4	-1.7806886433924252E-4	3.4468520177244006E-16
96.0	1.0	0.41325674877000285	0.23039441083171722	0.21279318782556994	0.14355565257270983	0.7272383002829979	0.27276169971700237	0.27672408465103043	0.72327591534897	6.763305583095966E-16	0.27276169971700237	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.72327591534897	0.35644884039827973	0.07156728286464975	0.07148416118393197	0.07168707941163187	0.07177782628635491	1.6751148042083806E-4	-1.6806525542421846E-4	2.4107724323537684E-16
97.0	1.0	0.41346111589784484	0.23047512966615505	0.2125962668490495	0.14346748758695055	0.7274005206835235	0.2725994793164768	0.27688736972042693	0.7231126302795735	4.73574964898588E-16	0.27259947931647704	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7231126302795735	0.356163754436	0.07153543470441082	0.07145707414356924	0.07164811335449038	0.07173374379347527	1.5704240552619902E-4	-1.5859144618497745E-4	1.6867023750517803E-16
98.0	1.0	0.41365359619812236	0.2305512201430052	0.21241088226979118	0.14338430138908126	0.7275526050787644	0.27244739492123576	0.27704143526588926	0.722958564734111	3.3169484102593785E-16	0.27244739492123615	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.722958564734111	0.3558951836588724	0.07150538734446735	0.07143152472208239	0.07161136375234259	0.07169215069454063	1.4723224914914724E-4	-1.496219907392432E-4	1.1804859636562664E-16
99.0	1.0	0.41383485950823046	0.2306229383995054	0.21223637434656958	0.14330582774569456	0.7276951911359414	0.2723048088640587	0.27718677334312136	0.722813226656879	2.323817297813418E-16	0.2723048088640592	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.722813226656879	0.35564220209226416	0.07147704484443168	0.07140743094806021	0.07157671079484586	0.07165291387284728	1.380389816897547E-4	-1.4113246892559494E-4	8.264475010544587E-17
100.0	1.0	0.41400553945936636	0.2306905269695347	0.2120721201204545	0.14323181345064445	0.7278288758828513	0.2721711241171489	0.27732385208910854	0.7226761479108919	1.628440682814311E-16	0.2721711241171494	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7226761479108919	0.35540393357109895	0.07145031585515349	0.0713847147165396	0.07154404063112085	0.07161590672532223	1.2942332149074812E-4	-1.330994579561845E-4	5.787542242594123E-17
