time	compartment	E1	E2	KKK	P_KKK	KK	P_KK	PP_KK	K	P_K	PP_K	KPase	KKPase	E1_KKK	E2_P_KKK	P_KKK_KK	P_KKK_P_KK	PP_KK_K	PP_KK_P_K	KKPase_PP_KK	KKPase_P_KK	KPase_PP_K	KPase_P_K	K_PP_norm	KK_PP_norm	KKK_P_norm	rel_K_PP_max	K_PP_norm_max	r1a	r1b	r2a	r2b	r3a	r3b	r4a	r4b	r5a	r5b	r6a	r6b	r7a	r7b	r8a	r8b	r9a	r9b	r10a	r10b
47.0	4.0E-12	2.9772427464433542E-5	2.997312683630885E-4	0.002293140811707143	2.689870447459352E-4	0.17403554446286387	0.31372857827741835	0.6189794324741401	0.001904357041542805	0.04297213103439479	0.9699511625474593	0.02741973013398593	7.301056440602068E-5	2.275725355664578E-7	2.68731636911537E-7	1.5607171485259927E-4	2.8130412452182364E-4	0.003929591174884401	0.08866248833572082	1.5062910723840554E-4	7.636032835556837E-5	0.08865225889049076	0.003928010975518161	0.8821695178649501	0.5931017842433219	0.23549325346821656	0.9801349902782517	0.900049	1.3654595258925797E-16	1.3654352133987468E-16	1.6125633023282973E-16	1.612389821469222E-16	9.361019823170268E-14	9.364302891155956E-14	4.5805805267990003E-14	4.5816197013341024E-14	1.6877321777965208E-13	1.687824747130942E-13	9.039068653957803E-14	9.037746434304333E-14	2.3572766582785507E-12	2.3577547049306407E-12	2.3563303596706507E-12	2.3568065853108968E-12	5.31979681180638E-11	5.319749300143249E-11	5.3191841146494555E-11	5.319135533429446E-11
48.0	4.0E-12	2.9771793027609408E-5	2.9972708748030876E-4	0.002299584436942425	2.731744783121273E-4	0.16250319325101034	0.30610295026464357	0.6381463311106678	0.001793786383966195	0.04173531367371668	0.9712952706175292	0.027417489375595246	7.233329197777385E-5	2.282069723905854E-7	2.729125196911948E-7	1.4799891035508072E-4	2.7874105489826654E-4	0.003816019583527347	0.08877709911687186	1.5385362382938826E-4	7.381308419283407E-5	0.08876789437264036	0.0038146162517583813	0.8833859708251339	0.6090777528624153	0.2333437922293738	0.981486531094567	0.900049	1.3692682419029514E-16	1.3692418343435124E-16	1.6376365121906983E-16	1.637475118147169E-16	8.87675539485498E-14	8.879934621304844E-14	4.427788579130138E-14	4.428785051570044E-14	1.6723342205442836E-13	1.6724463293895993E-13	9.232472527345937E-14	9.231217429763295E-14	2.289181048780787E-12	2.289611750116408E-12	2.28834032589002E-12	2.288769751055029E-12	5.326668972441763E-11	5.326625947012311E-11	5.3261174427303834E-11	5.3260736623584216E-11
49.0	4.0E-12	2.9771108890594943E-5	2.9972322304293645E-4	0.0023065328277167988	2.770448904053586E-4	0.15178753316373217	0.2985513686060324	0.6564228933822359	0.0016970850108659603	0.04062045392203136	0.9725039872315346	0.02741552948675209	7.171508815085688E-5	2.2889110940505526E-7	2.7677695706339723E-7	1.4019872909470777E-4	2.7571788471664947E-4	0.003713674949880981	0.08888032837245277	1.569081940485586E-4	7.137671780058624E-5	0.08887204365503544	0.0037124268582063484	0.8844800257388029	0.6243115040821846	0.23102610891417275	0.9827020814853445	0.900049	1.3733749425172156E-16	1.3733466564303317E-16	1.660809756814464E-16	1.6606617423803834E-16	8.408860450415898E-14	8.411923745682466E-14	4.281652018821058E-14	4.2826030680351744E-14	1.6541779395332253E-13	1.6543073082998968E-13	9.415678622345515E-14	9.414491642913516E-14	2.22781684266444E-12	2.2282049699285886E-12	2.2270688941350123E-12	2.227456114923809E-12	5.3328586552526815E-11	5.332819702347166E-11	5.3323620758699214E-11	5.332322619302126E-11
50.0	4.0E-12	2.9770380647223673E-5	2.9971970444930346E-4	0.0023139292372283972	2.8056882444952517E-4	0.14186267693343385	0.29113859417237387	0.6737701402479677	0.0016123569392450428	0.03961598364622023	0.9735907228688462	0.02741381188002367	7.115180292178196E-5	2.2961935277632893E-7	2.802955506964134E-7	1.3269862947563296E-4	2.722933939429481E-4	0.003621484547370107	0.08897326387835361	1.5979055154105408E-4	6.905764553716693E-5	0.0889658137110032	0.003620374408967556	0.8854637804832033	0.6387705660210291	0.22855913119181037	0.9837950828046065	0.900049	1.377746050663199E-16	1.3777161166579737E-16	1.6819069014895277E-16	1.6817733041784803E-16	7.958980031652544E-14	7.961917768537978E-14	4.1425556179609446E-14	4.143458732230016E-14	1.6336161610955242E-13	1.6337603636576886E-13	9.588551000938667E-14	9.587433092463245E-14	2.172541115917601E-12	2.172890728422064E-12	2.1718758470977692E-12	2.1722246453805336E-12	5.338430910248782E-11	5.3383958327012166E-11	5.337984347284931E-11	5.3379488226601924E-11
51.0	4.0E-12	2.9769614211942035E-5	2.99716557070528E-4	0.002321713658149938	2.8372084693428285E-4	0.13269976020069138	0.28392305518431554	0.6901583935574694	0.0015380101452497465	0.03871161093345303	0.974567304442219	0.02741230442122435	7.063950899044162E-5	2.3038578805796668E-7	2.8344292947187654E-7	1.2552232394867497E-4	2.685293422495325E-4	0.0035384976351117456	0.08905688126519946	1.624994291889215E-4	6.686106182063419E-5	0.08905018575984595	0.0035375098189256537	0.8863479085017172	0.6524302265724771	0.2259628731152673	0.9847773937882462	0.900049	1.382346068201013E-16	1.3823147283478E-16	1.7007758396598423E-16	1.7006575768312592E-16	7.528535903926062E-14	7.531339436920498E-14	4.010810374476392E-14	4.011663709238051E-14	1.6110195337453304E-13	1.611176053497195E-13	9.751014267277354E-14	9.749965751335289E-14	2.1227838634155736E-12	2.123098581067047E-12	2.1221919628198533E-12	2.1225058913553924E-12	5.3434444096295174E-11	5.3434128759119676E-11	5.3430431057460974E-11	5.343011145590757E-11
52.0	4.0E-12	2.9768815748309197E-5	2.997138012870749E-4	0.002329823546732914	2.864805334479332E-4	0.12426735186615105	0.2769562380671083	0.7055674944384157	0.0014726986015251699	0.03789812503179487	0.9754442446551816	0.027410979865036763	7.017448508102083E-5	2.3118425169080976E-7	2.8619871292495786E-7	1.1868944390425655E-4	2.644890929502505E-4	0.003463863456603114	0.08913204811994233	1.6503462505222983E-4	6.479088986674597E-5	0.08912603578282349	0.0034629843521353904	0.8871419003649998	0.665273700533348	0.2232581934294794	0.9856595589406797	0.900049	1.3871380054057157E-16	1.3871055101448586E-16	1.717294509427416E-16	1.717192277549747E-16	7.118704266855395E-14	7.121366634255393E-14	3.886651166529619E-14	3.8874533920047584E-14	1.586768275226416E-13	1.586934557701503E-13	9.903056741714948E-14	9.90207750313379E-14	2.0780349754024228E-12	2.0783180739618682E-12	2.0775083573954656E-12	2.0777906112812343E-12	5.3479511618423834E-11	5.347922887196539E-11	5.3475908729142606E-11	5.3475621469694094E-11
53.0	4.0E-12	2.9767991586953502E-5	2.9971145163134786E-4	0.0023381946540784013	2.888333597932963E-4	0.11653188215458737	0.27028229817904775	0.7199867944641897	0.0014152730778110357	0.03716721922905354	0.9762309949699068	0.027409814251142018	6.975320155836487E-5	2.3200841304650178E-7	2.8854836865196447E-7	1.122152175165447E-4	2.602362118300335E-4	0.0033968090534839796	0.08919951792089699	1.6739703871497638E-4	6.28497597266509E-5	0.08919415364901433	0.0033960320998408615	0.887854290515762	0.6772920987310747	0.22046651816034862	0.9864510604597773	0.900049	1.3920838733716093E-16	1.3920504782790106E-16	1.731376409816542E-16	1.7312902119117868E-16	6.730404967305693E-14	6.732913050992681E-14	3.770236665417423E-14	3.770985583599054E-14	1.5612445000481146E-13	1.561417270980201E-13	1.0044731274550071E-13	1.0043822322898583E-13	2.0378262742481533E-12	2.038085432090388E-12	2.037367041294809E-12	2.0376192599045168E-12	5.3519917374958E-11	5.351971075253819E-11	5.3516748763922224E-11	5.3516492189408596E-11
54.0	4.0E-12	2.9767148127234333E-5	2.9970951625332703E-4	0.0023467620245607003	2.9077108349181144E-4	0.10945817312352424	0.26393772811426275	0.7334148225463831	0.0013647684102911933	0.036511479938394154	0.976935836130411	0.027408789462593303	6.937232401421818E-5	2.328518727656725E-7	2.904837466727922E-7	1.0611056274588023E-4	2.558329935821266E-4	0.003336663936564706	0.08926004104694496	1.6958862300977816E-4	6.10390529759965E-5	0.08925523719840864	0.0033359733389937717	0.8884925611073436	0.6884842634607558	0.2176095075420843	0.9871602113966502	0.900049	1.3971452755846332E-16	1.397111236594035E-16	1.74297195091471E-16	1.7429024800367534E-16	6.364274873711752E-14	6.366633764752814E-14	3.6616462591679145E-14	3.66234317855979E-14	1.5348204056332934E-13	1.5349979614927597E-13	1.0176158902020517E-13	1.0175317380586689E-13	2.001767163863676E-12	2.001998361938824E-12	2.0013578630003145E-12	2.001584003396263E-12	5.355621769152572E-11	5.355602462816697E-11	5.355337228479876E-11	5.355314231904518E-11
55.0	4.0E-12	2.9766291745474383E-5	2.997079964751633E-4	0.0023554609253726927	2.9229242889492477E-4	0.10300984789531481	0.25795146160557286	0.7458589759507327	0.0013203392369563532	0.035924100754011534	0.9775664254093865	0.027407887704320483	6.90286895654821E-5	2.3370825452562295E-7	2.9200352483661666E-7	1.0038173217955508E-4	2.513392017734087E-4	0.003282794688251733	0.0893142276157301	1.7161243012059197E-4	5.935888031391999E-5	0.0893099311838512	0.0032821811118248258	0.8890636304943557	0.6988563422373687	0.21470874592158792	0.9877946983934827	0.900049	1.4022839568346076E-16	1.4022495271537378E-16	1.7520739809385815E-16	1.7520211490196999E-16	6.020695525794023E-14	6.022903930773305E-14	3.5608877276181856E-14	3.5615328188351995E-14	1.5078551593471012E-13	1.5080352106404522E-13	1.0297521276977081E-13	1.0296745807235519E-13	1.9694706717843096E-12	1.9696768129510395E-12	1.969106210283676E-12	1.9693086670948953E-12	5.358871543191388E-11	5.358853656943806E-11	5.3586164534227084E-11	5.358595871031072E-11
56.0	4.0E-12	2.976542869269852E-5	2.9970688679223156E-4	0.0023642278856668597	2.9340292135553034E-4	0.09714984903477743	0.2523449550959489	0.7573347879940585	0.0012812620649040793	0.03539892402957005	0.978129622524727	0.02740709429971785	6.87193137939726E-5	2.345713073014832E-7	2.931132077683869E-7	9.503064992365911E-5	2.468108585388231E-4	0.003234634075508399	0.08936265160502903	1.734724967910164E-4	5.780818941500505E-5	0.08935881612310602	0.0032340895771707915	0.8895736988731826	0.7084212884761611	0.21178539523053536	0.9883614101823152	0.900049	1.407462417955353E-16	1.4074278438088992E-16	1.7587157987981566E-16	1.7586792466103213E-16	5.699780811001431E-14	5.701838995419546E-14	3.467897496525471E-14	3.468491364900303E-14	1.4806847293463224E-13	1.4808651512329387E-13	1.0409060969841183E-13	1.0408349807460984E-13	1.940596891850803E-12	1.9407804453050396E-12	1.9402728496454237E-12	1.940453746302475E-12	5.361775553759146E-11	5.361759096301742E-11	5.361547353366686E-11	5.361528967386361E-11
57.0	4.0E-12	2.9764564997639662E-5	2.9970617510383107E-4	0.0023730016814341747	2.94114697629928E-4	0.09184090641165377	0.24713250468537226	0.7678651732895623	0.001246910198530261	0.03493033624754548	0.9786316474903864	0.027406396574458813	6.84413856520442E-5	2.3543500236034266E-7	2.938248961689168E-7	9.005511583646025E-5	2.4229924520085167E-4	0.0031916656912853872	0.08940583694673208	1.7517378020870413E-4	5.638483413924533E-5	0.08940242020427368	0.003191183221262914	0.890028389745538	0.717198208089829	0.2088598666063528	0.9888665947582165	0.900049	1.4126444973001723E-16	1.412610014162056E-16	1.7629702657259206E-16	1.7629493770135006E-16	5.40139721754121E-14	5.403306950187615E-14	3.382546375776153E-14	3.3830900483547193E-14	1.4536166043974914E-13	1.45379547120511E-13	1.051107576903162E-13	1.0510426812522248E-13	1.9148362479126128E-12	1.9149994147712323E-12	1.914548657959952E-12	1.9147099327577485E-12	5.364365261509752E-11	5.364350216803925E-11	5.3641616003185845E-11	5.3641452122564204E-11
58.0	4.0E-12	2.9763706376837678E-5	2.9970584323033174E-4	0.002381724249037738	2.9444598663918247E-4	0.08704597350297312	0.2423217113207616	0.7774795284072819	0.0012167383966682746	0.034513208024767934	0.9790781573624969	0.027405783503822945	6.819226486642255E-5	2.3629362316232817E-7	2.941567696682333E-7	8.54491618653835E-5	2.3785015206481122E-4	0.0031534179459018256	0.08944426177400892	1.7672205671974214E-4	5.508567841382483E-5	0.08944122528306767	0.003152991213105805	0.8904328188712908	0.7252116084865989	0.2059515158772965	0.9893159359893636	0.900049	1.417795909784169E-16	1.417761738973969E-16	1.7649466904499272E-16	1.7649406180093998E-16	5.1251853084974125E-14	5.12694971192301E-14	3.304645823678573E-14	3.30514070482949E-14	1.4269253025686046E-13	1.4271009123888674E-13	1.0603912568563734E-13	1.0603323403184528E-13	1.891906011805634E-12	1.8920507675410954E-12	1.891651300733296E-12	1.891794727863483E-12	5.3666693731270595E-11	5.366655706440535E-11	5.366488088615333E-11	5.36647351698406E-11
59.0	4.0E-12	2.9762858155462673E-5	2.9970586766510984E-4	0.002390341490232485	2.944203550278847E-4	0.08272862024891635	0.23791406588909395	0.7862127538952738	0.001190270429995546	0.03414284448931129	0.9794743079739116	0.027405245458722863	6.79694793832891E-5	2.3714184453733635E-7	2.941323348901332E-7	8.120349393961717E-5	2.3350338662052092E-4	0.003119459412242222	0.08947836315328628	1.7812380478550256E-4	5.3906715831196295E-5	0.08947567175682562	0.003119082784447163	0.8907916497755997	0.7324905835546629	0.20307837529507672	0.9897146152882784	0.900049	1.4228847214522509E-16	1.4228510672240182E-16	1.7647863091352746E-16	1.7647940093407991E-16	4.8705862614841694E-14	4.87220963637703E-14	3.233955128705524E-14	3.2344029498717774E-14	1.4008494300846577E-13	1.4010203197231256E-13	1.0687960339575349E-13	1.0687428287130154E-13	1.8715475232423065E-12	1.8716756473453333E-12	1.871322464886019E-12	1.8714496706682978E-12	5.3687141275066255E-11	5.3687017891971765E-11	5.368553226805567E-11	5.3685403054095376E-11
60.0	4.0E-12	2.9762025201730562E-5	2.9970622050384745E-4	0.002398803939464049	2.9406577504016056E-4	0.0788533736652985	0.23390562218786812	0.7941042403015187	0.0011670888465384192	0.03381494349098618	0.9798248056243094	0.027404773998250913	6.777072234000336E-5	2.3797479826944922E-7	2.937794961524944E-7	7.730599174788021E-5	2.2929253945342944E-4	0.003089394922962984	0.08950854111347796	1.7938607802507581E-4	5.2843199634905404E-5	0.08950616265749446	0.0030890633442515695	0.8911091402348211	0.739067968679995	0.20025693124155253	0.9900673632600238	0.900049	1.4278817423968874E-16	1.4278487896166953E-16	1.7626567037578799E-16	1.7626769769149665E-16	4.6368718716941434E-14	4.6383595048728124E-14	3.170189211929572E-14	3.170591978094324E-14	1.3755902862764802E-13	1.3757552367205765E-13	1.0763642509892864E-13	1.0763164681504548E-13	1.8535238536012784E-12	1.8536369537777904E-12	1.8533255299854664E-12	1.8534380065509416E-12	5.3705235378906685E-11	5.370512466808678E-11	5.3703811829560646E-11	5.370369759449668E-11
61.0	4.0E-12	2.976121187682371E-5	2.997068704850076E-4	0.0024070672739293785	2.934135811156166E-4	0.07538600085353267	0.23028772464526623	0.8011968567963502	0.0011468265067056704	0.03352556001426557	0.9801339508514958	0.0274043616982482	6.759384828247031E-5	2.3878812317629916E-7	2.931295149923069E-7	7.374223796638619E-5	2.2524498935039047E-4	0.0030628622517453034	0.08953516207405883	1.8051637385598028E-4	5.188977786153465E-5	0.08953306712835621	0.00306257117339285	0.8913891816498617	0.7449794979133497	0.19750195440184137	0.9903785034479919	0.900049	1.4327608265894324E-16	1.432728739057795E-16	1.7587455562045735E-16	1.7587770899538414E-16	4.423176312584808E-14	4.424534277983172E-14	3.11302673670289E-14	3.113386671692079E-14	1.351311902903041E-13	1.3514699361023429E-13	1.0831409081715017E-13	1.0830982431358817E-13	1.8376178188061046E-12	1.837717351047182E-12	1.8374435870333336E-12	1.83754270403571E-12	5.372119597863262E-11	5.37210972444353E-11	5.371994093045594E-11	5.371984027701373E-11
62.0	4.0E-12	2.9760422001208215E-5	2.9970778407341554E-4	0.0024150926572464614	2.924973834753203E-4	0.07229373246067777	0.2270477589268693	0.8075359762638039	0.0011291595442422817	0.03327107547703713	0.9804056759358282	0.02740400200885235	6.74368684807099E-5	2.3957799879179324E-7	2.9221592658433685E-7	7.04960499674016E-5	2.2138211538538782E-4	0.0030395292542244215	0.08955856179754089	1.8152250288915947E-4	5.104062863011137E-5	0.08955672341479573	0.0030392745763502984	0.8916353327921724	0.7502629915153892	0.1948263854387998	0.9906519898274121	0.900049	1.4374990733162004E-16	1.4374679927507595E-16	1.7532541464403918E-16	1.753295559506021E-16	4.228528036521135E-14	4.229762998044096E-14	3.0621182252298015E-14	3.062437717806682E-14	1.3281423240894556E-13	1.328292692312327E-13	1.0891728796547957E-13	1.0891350173349569E-13	1.8236302671344786E-12	1.8237175525346527E-12	1.8234777310274354E-12	1.823564745810179E-12	5.3735224588259E-11	5.373513707852453E-11	5.373412240246528E-11	5.373403404887744E-11
63.0	4.0E-12	2.9759658837256043E-5	2.9970892652358267E-4	0.0024228469175698675	2.9135200222675967E-4	0.06954542772713412	0.2241698967668125	0.8131685644481152	0.001113801480694344	0.03304817086245423	0.9806435774546601	0.027403689135462934	6.729794531078571E-5	2.4034116274396696E-7	2.9107347641721183E-7	6.754999058006775E-5	2.1771967498409212E-4	0.0030190913696207314	0.08957904796805496	1.8241246357578525E-4	5.028959111340967E-5	0.08957744147303606	0.00301886939149856	0.8918508491063993	0.754957596874478	0.19224127587305986	0.9908914393620785	0.900049	1.4420769308072651E-16	1.4420469764638017E-16	1.7463909746118733E-16	1.746440858503271E-16	4.0518804108027093E-14	4.052999434804065E-14	3.01709391437039E-14	3.01737546680458E-14	1.3061758805745213E-13	1.3063180499045528E-13	1.0945081616924637E-13	1.0944747814547115E-13	1.8113785827731803E-12	1.8114548217724389E-12	1.8112455683423022E-12	1.811321634899136E-12	5.374750585059877E-11	5.3747428780832975E-11	5.3746542113201446E-11	5.374646488382164E-11
64.0	4.0E-12	2.975892508722062E-5	2.99710262869228E-4	0.0024303025697290817	2.9001247565065686E-4	0.06711168480065836	0.22163581092272486	0.8181423536385269	0.0011004982770829919	0.032853802861598794	0.9808509449188032	0.02740341793872903	6.717538576528806E-5	2.410749127793911E-7	2.897371307718914E-7	6.488583937668953E-5	2.142683031999753E-4	0.0030012694057704745	0.08959690247549934	1.831943257371752E-4	4.963028849751787E-5	0.08959550527813218	0.0030010767831341067	0.8920387084974304	0.759103099871284	0.1897557809603992	0.9911001606550648	0.900049	1.4464782077975537E-16	1.4464494766763468E-16	1.7383658278732092E-16	1.7384227846313484E-16	3.892139979048825E-14	3.893150362601372E-14	2.9775711294035226E-14	2.9778173098510723E-14	1.2854761895417617E-13	1.2856098191998517E-13	1.0991951742404996E-13	1.0991659544230512E-13	1.8006953588890064E-12	1.8007616434622848E-12	1.8005798928915504E-12	1.800646069880464E-12	5.375820891135883E-11	5.3758141485299605E-11	5.37573703499497E-11	5.3757303166879305E-11
65.0	4.0E-12	2.975822290493766E-5	2.9971175879845975E-4	0.002437437697854886	2.8851318327474814E-4	0.06496490187267376	0.219425341457127	0.8225051141894275	0.0010890241508473989	0.03268518240105641	0.9810307862837591	0.027403183850050295	6.706763422360775E-5	2.4177709506235135E-7	2.8824120154014244E-7	6.248501146227404E-5	2.11034089111448E-4	0.0029858075486589274	0.0896123834657521	1.8387612564512516E-4	4.9056240131248286E-5	0.0896111748932449	0.002985641256700119	0.892201634314156	0.7627393177745765	0.187377199064116	0.9912811794848458	0.900049	1.4506900028124434E-16	1.450662570374108E-16	1.72938453459183E-16	1.7294472092408546E-16	3.748191568430259E-14	3.7491006877364424E-14	2.943161008219834E-14	2.943374407874897E-14	1.266079615529083E-13	1.266204534668688E-13	1.1032821319493793E-13	1.103256753870751E-13	1.7914272049957795E-12	1.7914845291953564E-12	1.7913274960142369E-12	1.7913847540200712E-12	5.376748865288141E-11	5.3767430079451255E-11	5.376676306042605E-11	5.3766704935946936E-11
66.0	4.0E-12	2.9757553919158232E-5	2.997133813882914E-4	0.002444235719697013	2.868871100806542E-4	0.06307929587927144	0.21751710002081356	0.8263040305043626	0.0010791780211781724	0.032539755091685704	0.9811858509322966	0.027402982799803428	6.697326465660716E-5	2.424460808417773E-7	2.8661861170851495E-7	6.032891618115707E-5	2.0801918934859007E-4	0.0029724715527405477	0.0896257272019284	1.8446577435652316E-4	4.856096098685023E-5	0.08962468834641162	0.002972328853780737	0.8923421160655738	0.7659055791944965	0.18511105044379955	0.9914372618219384	0.900049	1.4547025637499913E-16	1.4546764850506638E-16	1.7196445633084242E-16	1.7197116702510896E-16	3.6189197894212573E-14	3.6197349708694245E-14	2.9134744636016406E-14	2.913657659211014E-14	1.247998952632292E-13	1.2481151360915405E-13	1.106816494732456E-13	1.106794646139139E-13	1.783433662480656E-12	1.7834829316443285E-12	1.7833480840806754E-12	1.783397312268442E-12	5.3775486814381976E-11	5.3775436321157044E-11	5.377486297818588E-11	5.377481300784697E-11
67.0	4.0E-12	2.9756919266169653E-5	2.9971509968586247E-4	0.0024506850564087715	2.8516526445540065E-4	0.06143088605345598	0.21588900399156136	0.8295851823795682	0.0010707804735140096	0.03241518326401511	0.9813186505688011	0.027402811156078403	6.689097246029521E-5	2.430807338303593E-7	2.8490031413739143E-7	5.83992530129117E-5	2.052224450749084E-4	0.002961047080417271	0.08963714976935734	1.8497098012143216E-4	4.813804741825215E-5	0.08963626334845673	0.0029609254954613647	0.8924624282643645	0.768640291841228	0.18296118752758544	0.9915709347650679	0.900049	1.4585090918324135E-16	1.4584844029821558E-16	1.709331541703481E-16	1.7094018848243486E-16	3.5032267660906403E-14	3.5039551807747024E-14	2.888127323096909E-14	2.888282845095129E-14	1.2312271262012154E-13	1.2313346704494504E-13	1.109844502792234E-13	1.1098258807285929E-13	1.7765862093840375E-12	1.7766282482503626E-12	1.7765132850170974E-12	1.7765552972768188E-12	5.3782333018166E-11	5.378228986161441E-11	5.378180065282414E-11	5.3781758009074037E-11
68.0	4.0E-12	2.9756319629300797E-5	2.997168851356484E-4	0.0024567787321905323	2.833762505578973E-4	0.05999744961732486	0.21451873687751466	0.8323931280334357	0.0010636711557209149	0.03230932935448812	0.9814314783461457	0.027402665672136395	6.68195661136005E-5	2.436803706992128E-7	2.8311486435149783E-7	5.667824589462154E-5	2.0263997612186529E-4	0.0029513381682956534	0.08964684864751288	1.853991849297145E-4	4.778124895666297E-5	0.08964609887600769	0.0029512354518505517	0.8925646476851119	0.7709805950284868	0.18092992853287307	0.9916845057159243	0.900049	1.462105504345918E-16	1.462082224195277E-16	1.6986166994362946E-16	1.6986891861089869E-16	3.4000461725602546E-14	3.4006947536772924E-14	2.8667446311574857E-14	2.8668749373997785E-14	1.215740756499458E-13	1.2158398567311916E-13	1.1124107964671881E-13	1.1123951095782869E-13	1.770767341060496E-12	1.770802900977392E-12	1.7707057304575907E-12	1.7707412711103311E-12	5.3788145715671765E-11	5.3788109188507724E-11	5.378769539931539E-11	5.378765932560461E-11
69.0	4.0E-12	2.9755755283006993E-5	2.997187118613284E-4	0.0024625139271997067	2.8154598636691107E-4	0.058758456489920216	0.213384135142227	0.8347705818031992	0.0010577065355358536	0.03222024047908986	0.9815264264566648	0.027402543441166428	6.675795884118048E-5	2.4424471699301794E-7	2.812881386716555E-7	5.514882014520412E-5	2.0026573343249053E-4	0.0029431658046301435	0.08965500416527511	1.8575751466441093E-4	4.748452649438404E-5	0.08965437663652258	0.0029430799223041757	0.8926506692443059	0.7729620910731483	0.17901820663131893	0.9917800800226498	0.900049	1.4654901699919312E-16	1.4654683019581077E-16	1.687655182514775E-16	1.687728832029933E-16	3.3083538272284786E-14	3.308929208712247E-14	2.8489641348112316E-14	2.849071589663042E-14	1.2015034715517994E-13	1.2015944005949431E-13	1.1145581176873847E-13	1.1145450879864656E-13	1.7658697174071562E-12	1.765899482778086E-12	1.7658182042698502E-12	1.7658479533825053E-12	5.3793033063110264E-11	5.3793002499165065E-11	5.379265617661286E-11	5.379262598191355E-11
70.0	4.0E-12	2.975522613944337E-5	2.9972055681758055E-4	0.0024678915049747407	2.7969755207160076E-4	0.05769498919048094	0.21246350448347015	0.8367581773024213	0.00105275796221882	0.03214613408114503	0.9816054023557	0.02740244185717576	6.670516043829899E-5	2.4477386055664857E-7	2.794431824195076E-7	5.379472809499781E-5	1.9809199781566943E-4	0.0029363666070896612	0.0896617808510522	1.860527418956248E-4	4.724209766605474E-5	0.08966126242722762	0.0029362957155896537	0.8927222206524226	0.7746186479187244	0.17722572757637337	0.991859577259041	0.900049	1.4686636293854944E-16	1.4686431633398915E-16	1.6765851473795302E-16	1.6766590945170456E-16	3.227175211650125E-14	3.227683685699869E-14	2.834439001577969E-14	2.8345258599632844E-14	1.1884688974491905E-13	1.1885519868940165E-13	1.116327087226917E-13	1.1163164513737488E-13	1.7617953701735271E-12	1.7618199642537968E-12	1.7617528510124189E-12	1.7617774293537922E-12	5.3797093733601314E-11	5.379706851063132E-11	5.379678240263018E-11	5.379675745633657E-11
71.0	4.0E-12	2.9754731795722988E-5	2.9972239983100174E-4	0.0024729155327120984	2.778511495373297E-4	0.05678965325906917	0.21173587063035	0.8383943056513183	0.0010487099858283856	0.032085384572999635	0.9816701437430237	0.027402358581076324	6.666026938562076E-5	2.452682042770312E-7	2.776001689982841E-7	5.260063055611915E-5	1.9610981882115967E-4	0.002930791593103779	0.08966732868615356	1.862912600657043E-4	4.704847054865239E-5	0.08966690739659615	0.002930734022321384	0.8927808759496634	0.7759822643255432	0.17555112968273848	0.9919247462634405	0.900049	1.4716283115108495E-16	1.4716092256621873E-16	1.6655275194155347E-16	1.6656010139897046E-16	3.155590342576343E-14	3.156037833367149E-14	2.822839837008087E-14	2.8229082329191436E-14	1.1765832891902447E-13	1.176658912926958E-13	1.1177560502492681E-13	1.1177475603942257E-13	1.758454965730506E-12	1.7584749558622675E-12	1.758420439731452E-12	1.7584404133928304E-12	5.3800417670850074E-11	5.3800397211692134E-11	5.3800164710774615E-11	5.380014443795769E-11
72.0	4.0E-12	2.9754271580378944E-5	2.9972422355097533E-4	0.0024775928094615375	2.76024151957245E-4	0.05602648259807905	0.21118117100509676	0.839715018023685	0.0010454588957594796	0.03203651091122136	0.981722232399474	0.027402291511190665	6.662246535100933E-5	2.4572841962107357E-7	2.757764490246853E-7	5.155214157724678E-5	1.943093921353016E-4	0.0029263050369496583	0.08967178426781613	1.8647906766439438E-4	4.689846698457289E-5	0.08967144921492076	0.0029262592738840865	0.8928280680119767	0.7770829886634372	0.17399214113950262	0.9919771790335601	0.900049	1.474388255006065E-16	1.4743705177264414E-16	1.654586290919956E-16	1.6546586941481116E-16	3.092736443878039E-14	3.093128494634807E-14	2.8138560801546802E-14	2.8139080190743732E-14	1.165787792628981E-13	1.1658563528118095E-13	1.1188809817338387E-13	1.1188744059863662E-13	1.7557671198129774E-12	1.755783022169795E-12	1.7557396796324602E-12	1.7557555643304518E-12	5.3803086788239207E-11	5.380307056068968E-11	5.3802885651956574E-11	5.3802869528952455E-11
73.0	4.0E-12	2.9753844597877396E-5	2.9972601333113746E-4	0.002481932413977863	2.7423122298473495E-4	0.055390843235684	0.21078039425265813	0.8407539819968438	0.0010429114466768098	0.03199816505575461	0.98176310695915	0.027402238757531776	6.659100214568555E-5	2.461554021226212E-7	2.7398666886259037E-7	5.063584369821424E-5	1.926803772681798E-4	0.0029227834087941643	0.08967527188718442	1.8662176094549923E-4	4.678723690878503E-5	0.08967501315936506	0.002922748083099702	0.8928651000987439	0.7779488825448161	0.172545730748288	0.992018323556544	0.900049	1.476948841181554E-16	1.4769324127357274E-16	1.6438492346699297E-16	1.643920013175542E-16	3.0378088511780886E-14	3.038150621892854E-14	2.8071968598517793E-14	2.8072342145271016E-14	1.1560203482753623E-13	1.1560822636090788E-13	1.1197354430928245E-13	1.1197305656729953E-13	1.7536577613779686E-12	1.7536700452764986E-12	1.7536365847829708E-12	1.753648849859821E-12	5.3805175616561144E-11	5.380516313231065E-11	5.3805020345304305E-11	5.3805007895619035E-11
