time	compartment	E1	E2	KKK	P_KKK	KK	P_KK	PP_KK	K	P_K	PP_K	KPase	KKPase	E1_KKK	E2_P_KKK	P_KKK_KK	P_KKK_P_KK	PP_KK_K	PP_KK_P_K	KKPase_PP_KK	KKPase_P_KK	KPase_PP_K	KPase_P_K	K_PP_norm	KK_PP_norm	KKK_P_norm	rel_K_PP_max	K_PP_norm_max	r1a	r1b	r2a	r2b	r3a	r3b	r4a	r4b	r5a	r5b	r6a	r6b	r7a	r7b	r8a	r8b	r9a	r9b	r10a	r10b
20.0	4.0E-12	2.9760282755821032E-5	2.998731906922474E-4	0.002416425509497379	1.2688025882494689E-4	0.779542037957042	0.299507165252378	0.03557575873092757	0.37133013213617155	0.3435971859293271	0.31776527366906104	0.03745302368264801	1.4172159356754644E-4	2.397172441789659E-7	1.2680930775319796E-7	3.296897479290592E-4	1.266379571966828E-4	0.044056245956919426	0.040704185991172474	1.679161143202063E-5	1.4148679500043286E-4	0.039630019377190365	0.04291695694016169	0.29782941087187526	0.10029415190870976	0.1944264087973033	0.33090355177537584	0.900049	1.4382367917670407E-16	1.4383034650737955E-16	7.610636754686124E-17	7.608558465191878E-17	1.978201334062287E-13	1.9781384875743552E-13	8.48944539776022E-14	8.489207700025971E-14	7.602341227058174E-14	7.598277431800969E-14	1.0092446019674058E-14	1.0074966859212378E-14	2.6407657187447906E-11	2.6433747574151657E-11	2.572484000351218E-11	2.5750174164097016E-11	2.4472410754286128E-11	2.4422511594703485E-11	2.382706965468766E-11	2.3778011626314218E-11
21.0	4.0E-12	2.9761899332893155E-5	2.9986800678323983E-4	0.002400002523708995	1.320685632044247E-4	0.7512363652853727	0.31092692911767356	0.04818698946052664	0.22773913775121393	0.32652415217593556	0.4695650685651858	0.03284707083939789	1.365550298435816E-4	2.381006671068367E-7	1.319932167606589E-7	3.307141248691702E-4	1.3684469433354067E-4	0.03660604620862061	0.05241266613844494	2.1914694547558657E-5	1.4153027560885985E-4	0.05137732828512476	0.03577560087547761	0.43411866404192423	0.11435634708511669	0.19990045478094418	0.4823278110879788	0.900049	1.428541337731645E-16	1.4286040026410202E-16	7.92166171709533E-17	7.919593005639535E-17	1.9843035463911195E-13	1.9842847492150213E-13	8.491637897403247E-14	8.491816536531591E-14	8.214787456041618E-14	8.21068166001244E-14	1.3171886406883077E-14	1.3148816728535194E-14	2.1932625997096317E-11	2.1963627725172367E-11	2.1436087303902605E-11	2.1465360525286567E-11	3.148926383496985E-11	3.1447599683066966E-11	3.0868951312394686E-11	3.082639697107486E-11
22.0	4.0E-12	2.9763416604928438E-5	2.998628481710471E-4	0.0023845901578511326	1.3723172490512096E-4	0.7228009347164831	0.3217904098154182	0.0640255259176081	0.1386298212315997	0.28654412457817	0.5945705339897442	0.030481043169641116	1.312382016629373E-4	2.3658339507156023E-7	1.3715182895332774E-7	3.306394506316712E-4	1.471649313880511E-4	0.02960651644287336	0.06113004692725773	2.7987827878626043E-5	1.4077397045843674E-4	0.06038573671440287	0.02913322011595644	0.5457968922534538	0.1289917309296818	0.20503757889677518	0.6064079758473748	0.900049	1.4194416415760515E-16	1.4195003704293612E-16	8.23116861859041E-17	8.229109737199665E-17	1.9838120575770407E-13	1.9838367037900272E-13	8.446039651115828E-14	8.446438227506205E-14	8.834045315475173E-14	8.829895883283066E-14	1.681768280062706E-14	1.6792696727175625E-14	1.7739478983144636E-11	1.7763909865724014E-11	1.7456723255523024E-11	1.7479932069573864E-11	3.670652494251716E-11	3.667802815635464E-11	3.6261078427110135E-11	3.623144202864172E-11
23.0	4.0E-12	2.976483634843771E-5	2.998577104769868E-4	0.002370170059170983	1.4237415393325106E-4	0.6943116883073037	0.3320845080077764	0.08148100987369712	0.08983052960990257	0.24692330607557741	0.6811003845746285	0.029316069837801013	1.2613410019596643E-4	2.3516365156228626E-7	1.42289523013359E-7	3.295122286468541E-4	1.5756610507433616E-4	0.024412957471680864	0.06704889210601485	3.423770059136881E-5	1.3962819921266477E-4	0.06654034767728775	0.02414358248491245	0.6230339435432611	0.14414758095998703	0.20984389796663142	0.6922222496144779	0.900049	1.4109270477939315E-16	1.4109819093737176E-16	8.53942375100756E-17	8.53737138080154E-17	1.9770081956676545E-13	1.9770733718811247E-13	8.377180289872546E-14	8.377691952759886E-14	9.45813404031867E-14	9.453966304460169E-14	2.056751509908848E-14	2.0542620354821288E-14	1.4630154597407135E-11	1.464777448300852E-11	1.4469134051021901E-11	1.448614949094747E-11	4.024890609795133E-11	4.0229335263608907E-11	3.994453715659909E-11	3.9924208606372654E-11
24.0	4.0E-12	2.976616019597734E-5	2.998525827999415E-4	0.0023567253669481967	1.4750677502814753E-4	0.6658754550722538	0.3416972864585179	0.09991474703866801	0.06189488070596974	0.21385831244507678	0.741095021364487	0.028686702796916208	1.2136345184728017E-4	2.3383980402263898E-7	1.474172000588863E-7	3.2741234109153687E-4	1.6797425992803866E-4	0.02062492958255873	0.07121355869882731	4.039967038205066E-5	1.3823687777066913E-4	0.07085305832385308	0.020460238879231856	0.6766233997402807	0.15982802915869704	0.21432502965547626	0.7517628481785777	0.900049	1.402987768284306E-16	1.403038824135834E-16	8.8470829855388E-17	8.845032003533178E-17	1.9643715913751108E-13	1.9644740465492212E-13	8.293612202341703E-14	8.294212666240149E-14	1.0082610308863709E-13	1.007845559568232E-13	2.4264192135011864E-14	2.4239802229230392E-14	1.236188764536676E-11	1.2374957749535238E-11	1.2263416071508744E-11	1.2276143327539114E-11	4.274226154096871E-11	4.2728135219296386E-11	4.252645549431738E-11	4.251183499431185E-11
25.0	4.0E-12	2.9767389586352587E-5	2.9984745305906065E-4	0.002344241213993348	1.5264167420286348E-4	0.6375980483958159	0.35050989103869346	0.11914488461624066	0.044726803286662856	0.18707990263338892	0.7844446101342557	0.028312701116915865	1.1694106781384379E-4	2.326104136473851E-7	1.5254694093976851E-7	3.2442479665177365E-4	1.7830715779742747E-4	0.017771569677361227	0.0742898153852513	4.6423257532840044E-5	1.3663567465331612E-4	0.07402332545336565	0.017663973429719385	0.7153899463230147	0.176043910780322	0.21848592670453623	0.794834443816964	0.900049	1.3956151781686552E-16	1.3956624818843105E-16	9.154870439773702E-17	9.15281645638611E-17	1.9464125631139866E-13	1.946548779910642E-13	8.197459895752574E-14	8.198140479198967E-14	1.0702537169278121E-13	1.0698429467845648E-13	2.787776560661754E-14	2.7853954519704026E-14	1.0652937460954223E-11	1.0662941806416736E-11	1.0588565415131813E-11	1.059838405783163E-11	4.458456442193985E-11	4.457388923115078E-11	4.44249878860077E-11	4.441399527201939E-11
26.0	4.0E-12	2.97685257663465E-5	2.998423098586498E-4	0.0023327047061457167	1.57790260621368E-4	0.6095759733761741	0.358422073825841	0.1391013787442522	0.03352703208531676	0.16533087934428767	0.8170115515021645	0.028073775385073656	1.1285426843749444E-4	2.3147423365348449E-7	1.5769014135060662E-7	3.206310789481944E-4	1.884847899097173E-4	0.015552091186011722	0.07665222126729795	5.230788311119227E-5	1.3483784845131323E-4	0.07644820074960075	0.015478023865326247	0.7445497935431342	0.192798332567228	0.22233088424629716	0.8272325101668179	0.900049	1.3888018040861532E-16	1.3888454019209068E-16	9.463470006127337E-17	9.461408481036397E-17	1.923619594612857E-13	1.9237864736891663E-13	8.089513466307173E-14	8.090270907078793E-14	1.1313117581989227E-13	1.1309087394583038E-13	3.1408007480602325E-14	3.138472986671536E-14	9.323370841474336E-12	9.331254711607033E-12	9.279033564517235E-12	9.286814319195748E-12	4.599968030278132E-11	4.5991332760378774E-11	4.587747468576876E-11	4.586892044976045E-11
27.0	4.0E-12	2.9769569808163092E-5	2.9983714304834325E-4	0.002322104743377582	1.6296269074334436E-4	0.5818955676476347	0.3653563799766997	0.15974142072518993	0.025869207986937436	0.1474761036901609	0.8422661705358346	0.02791265695233632	1.0908236767213815E-4	2.3043019183689768E-7	1.6285695165712805E-7	3.161071162074405E-4	1.9843216252813823E-4	0.013779929021394752	0.07852124571801378	5.806425420758921E-5	1.3285337812027256E-4	0.07836059161692535	0.013726751430739878	0.7671889684606289	0.2100838830990057	0.22586359957627328	0.8523857795082589	0.900049	1.3825412193724362E-16	1.382581151021386E-16	9.773489946954344E-17	9.771417099427682E-17	1.8964480001747296E-13	1.8966426972446431E-13	7.970372901575553E-14	7.971202687216353E-14	1.1909853752811993E-13	1.1905929751688294E-13	3.4861337027505985E-14	3.483855252455353E-14	8.261578734638414E-12	8.26795741283685E-12	8.229748705438639E-12	8.236050858443926E-12	4.7119421875118634E-11	4.7112747430808266E-11	4.702319175274379E-11	4.701635497015521E-11
28.0	4.0E-12	2.9770522632232625E-5	2.9983194398312487E-4	0.002312431786670166	1.681676186620422E-4	0.5546337703706902	0.3712573269148258	0.18102611290384474	0.020434553082717466	0.13264205993861578	0.8623533969241074	0.02779939928723864	1.0560259245149022E-4	2.2947736776737793E-7	1.6805601687543006E-7	3.1092312397245926E-4	2.0807993731069234E-4	0.012335003198679915	0.08003438614312408	6.370413957556554E-5	1.3069326797294408E-4	0.07990503980721686	0.012295560905544844	0.7852153639427659	0.2278826719876876	0.2290872499250115	0.8724140173954595	0.900049	1.3768279070180645E-16	1.3768642066042676E-16	1.0085448594855371E-16	1.0083361012525803E-16	1.8653188718768001E-13	1.8655387438347555E-13	7.840698397149764E-14	7.841596078376644E-14	1.2488587992599083E-13	1.248479623864154E-13	3.824482355090935E-14	3.8222483745339324E-14	7.395748934758532E-12	7.40100191920795E-12	7.372141802734775E-12	7.377336543326906E-12	4.802607438711115E-11	4.802063168587445E-11	4.79486017468693E-11	4.794302388433012E-11
29.0	4.0E-12	2.977138503257934E-5	2.998267056664339E-4	0.002303677599282156	1.7341203839125048E-4	0.5278591822326643	0.37608937547067584	0.20291233435552578	0.01646040322772641	0.12017859017001166	0.8786591569313356	0.027717142203132514	1.0239238595962181E-4	2.2861496742065E-7	1.732943335661886E-7	3.0514398150011227E-4	2.173644715254945E-4	0.011137047351212515	0.08128194452285185	6.923732031708331E-5	1.2837029372329473E-4	0.08117587860891085	0.011106979187957425	0.7998625296168679	0.24616713629159015	0.23200457873830788	0.8886877599073694	0.900049	1.3716571074423835E-16	1.3716898045239002E-16	1.0399764063528604E-16	1.0397660013971316E-16	1.8306215819795204E-13	1.8308638890006735E-13	7.701257772004943E-14	7.702217623397683E-14	1.3045501795535235E-13	1.304186829152967E-13	4.156432003094531E-14	4.1542392190249986E-14	6.677846962757279E-12	6.6822284107275084E-12	6.659840781282331E-12	6.6641875127744554E-12	4.877370637010132E-11	4.876916671371111E-11	4.871015603765491E-11	4.8705527165346505E-11
30.0	4.0E-12	2.9772157703860972E-5	2.9982142291740734E-4	0.0022958349711155934	1.787011484082564E-4	0.5016330683051488	0.3798347308631404	0.2253506933188647	0.01348175590701529	0.10960101794744377	0.8921171428969166	0.027655797087436852	9.943028432190034E-5	2.2784229613901973E-7	1.7857708259282272E-7	2.9882991018922165E-4	2.262275509081992E-4	0.01013016771458232	0.08232571262148444	7.467099595706425E-5	1.2589871972103526E-4	0.08223745939510027	0.010106743517464047	0.8119621685766761	0.2649010372090746	0.23461798760081223	0.9021310712824259	0.900049	1.3670246560495836E-16	1.3670537768341184E-16	1.0716748081525923E-16	1.0714624955569363E-16	1.7927167542921663E-13	1.79297946113533E-13	7.5529069307597E-14	7.553923183262116E-14	1.357710798974172E-13	1.357365305449195E-13	4.482413646108979E-14	4.480259757423855E-14	6.074391534456991E-12	6.078100628749391E-12	6.0603679412456895E-12	6.064046110478428E-12	4.939923395874848E-11	4.9395427572890663E-11	4.934636709166396E-11	4.934247563706016E-11
31.0	4.0E-12	2.9772841269941963E-5	2.998160924354822E-4	0.002288897428020704	1.8403823520484576E-4	0.47601021120840115	0.38249128943343114	0.2482846101999228	0.011202939570776413	0.10054463295177218	0.9033775365161332	0.02760904126959335	9.669634315567503E-5	2.2715873005803444E-7	1.839075645179315E-7	2.9203698301627745E-4	2.3461628746360212E-4	0.009274362002639754	0.08320957022827795	8.000974053526822E-5	1.2329391630905664E-4	0.0831352003928727	0.009255758337534791	0.8220939474241669	0.2840404601428138	0.2369296331570337	0.9133879904584826	0.900049	1.362926811957347E-16	1.3629523803482066E-16	1.1036595944059728E-16	1.103445387107589E-16	1.7519412703135365E-13	1.7522218980976646E-13	7.396568612301273E-14	7.397634978543398E-14	1.4080231507605685E-13	1.4076977247816127E-13	4.802701115149804E-14	4.800584432116093E-14	5.561452736110193E-12	5.564617201583852E-12	5.550308679885499E-12	5.5534550025208745E-12	4.99289978635335E-11	4.992574213696677E-11	4.988443051506635E-11	4.988112023572362E-11
32.0	4.0E-12	2.9773436313980142E-5	2.998107130192299E-4	0.0022828589254983308	1.8942451657765017E-4	0.45103960373545554	0.384070805916606	0.2716508891247712	0.009428773251382876	0.09273060568210488	0.9129077914760364	0.027572743135625927	9.417221020023175E-5	2.2656368601986514E-7	1.8928698077016934E-7	2.8481792733730084E-4	2.4248277991993514E-4	0.008540056559205299	0.08396551616690247	8.525588504374223E-5	1.2057190475602586E-4	0.08390220614090843	0.008525050723466699	0.8306749980141158	0.30353476477993624	0.23894152927638598	0.9229219720416508	0.900049	1.3593600771658366E-16	1.3593821161191908E-16	1.135938090517713E-16	1.135721884621016E-16	1.708610791774738E-13	1.708907564023805E-13	7.233204381258861E-14	7.234314285361552E-14	1.4552003901740527E-13	1.4548966795196108E-13	5.117432750070588E-14	5.1153531026245336E-14	5.121304612852894E-12	5.124033935523179E-12	5.1123182510547486E-12	5.1150304340800195E-12	5.038209623034792E-11	5.037930970014148E-11	5.0344164478976184E-11	5.0341323684545057E-11
33.0	4.0E-12	2.977394341026645E-5	2.9980528563876524E-4	0.0022777135251131975	1.94859006787447E-4	0.42676499237491317	0.3845972838101092	0.2953800711026416	0.008026612927999117	0.08594304032345361	0.9210519779190924	0.027544118327950465	9.184114222562637E-5	2.260565897335532E-7	1.9471436123485282E-7	2.7722257300037825E-4	2.49784124148015E-4	0.00790497430507892	0.08461751285233307	9.040978746351495E-5	1.1774907031085854E-4	0.08456316860357536	0.007892713068474886	0.838012622102218	0.3233274733729313	0.24065565494820912	0.9310744438383	0.900049	1.3563210056594347E-16	1.3563395384013192E-16	1.1685042401587486E-16	1.1682861674091169E-16	1.663024663830849E-13	1.6633354380022695E-13	7.06379731814602E-14	7.064944218651512E-14	1.4989850445674197E-13	1.4987047448880901E-13	5.426630000490437E-14	5.424587247810897E-14	4.740621406495693E-12	4.742984583047352E-12	4.733273247447166E-12	4.735627841084932E-12	5.0772937734675847E-11	5.077050771139984E-11	5.074035750183998E-11	5.073790116214522E-11
34.0	4.0E-12	2.9774363157905853E-5	2.9979981366334195E-4	0.0022734550520127723	2.0033833154128365E-4	0.4032252915169634	0.3841055573577234	0.31939708388993504	0.006903894830200173	0.08001237060950825	0.9280689995942025	0.027521239400066046	8.968792405346791E-5	2.256368420941475E-7	2.0018633665816913E-7	2.692985255171954E-4	2.564822677499987E-4	0.0073520033313223465	0.08518397103484114	9.547016410340202E-5	1.148419118431299E-4	0.08513691296506433	0.00734184763486941	0.8443382604660499	0.3433571070168352	0.24207406851927585	0.938102548267983	0.900049	1.353806001107276E-16	1.353821052564885E-16	1.2013377586790516E-16	1.2011180199490147E-16	1.6154681324070743E-13	1.6157911531031725E-13	6.889337312137988E-14	6.890514710587793E-14	1.539149053371253E-13	1.5388936064999922E-13	5.730214714923725E-14	5.728209846204121E-14	4.409133506201525E-12	4.411201998793408E-12	4.403049845122694E-12	4.405108580921646E-12	5.111248877028603E-11	5.111038262090468E-11	5.1084288691408776E-11	5.1082147779038596E-11
35.0	4.0E-12	2.9774696216495455E-5	2.9979430300841207E-4	0.00227007673236834	2.0585657323675378E-4	0.3804548877251025	0.3826400299453548	0.343622437291739	0.005994497992629926	0.07480353785250701	0.9341579871008187	0.027502731015793116	8.769872566301667E-5	2.253037835045461E-7	2.0569699158807246E-7	2.6109159918231035E-4	2.6254409443750434E-4	0.006867660418317425	0.08567904765152855	1.0043445641942855E-4	1.1186681791755441E-4	0.08563809118690474	0.006859177797301684	0.8498300652397638	0.36355798318167065	0.24319902860880016	0.9442042213699074	0.900049	1.3518111027488024E-16	1.3518227010272766E-16	1.2344031662000747E-16	1.2341819495284347E-16	1.5662159832366776E-13	1.566549595093862E-13	6.710808130493196E-14	6.712009075053265E-14	1.5754940472853574E-13	1.575264566625026E-13	6.028032558716435E-14	6.026067385165712E-14	4.118779791281274E-12	4.120596250990455E-12	4.113699643967784E-12	4.1155066783810105E-12	5.140926738877614E-11	5.1407428590917126E-11	5.1384728669811366E-11	5.138285471214284E-11
36.0	4.0E-12	2.9774943343820817E-5	2.997887622719201E-4	0.002267570810372432	2.114050940345076E-4	0.358483851881257	0.3802535323753013	0.3679724313858902	0.005250392700091428	0.07020809547360986	0.9394736584732887	0.02748760423775744	8.586103443401439E-5	2.250566561791795E-7	2.1123772807993375E-7	2.5264621527488557E-4	2.6794158593391456E-4	0.006441334639136755	0.08611412295163813	1.0529893688952827E-4	1.0884002867645662E-4	0.08607822436140043	0.006434171400842932	0.8546265690289016	0.38386098992796275	0.24403312184131354	0.9495333798814304	0.900049	1.3503317592025636E-16	1.350339937075077E-16	1.267648490663754E-16	1.2674263684796025E-16	1.5155352050230714E-13	1.5158772916493134E-13	6.529182934185143E-14	6.530401720587396E-14	1.6078518351466828E-13	1.6076495156034874E-13	6.319861227425071E-14	6.317936213371696E-14	3.863198286851434E-12	3.864800783482053E-12	3.8589065301553504E-12	3.860502840505759E-12	5.167010060660486E-11	5.166847377098288E-11	5.1648585846807154E-11	5.164693461684026E-11
37.0	4.0E-12	2.977510543543778E-5	2.9978320300087883E-4	0.0022659281458982045	2.169723555317277E-4	0.33733807643268754	0.3770062648797175	0.3923606414345895	0.004635945422623986	0.06613761634826894	0.9441390376698403	0.02747512235725715	8.416347053434205E-5	2.2489456456221543E-7	2.1679699912125658E-7	2.4400589447224206E-4	2.726519125341404E-4	0.006064391090327176	0.08649813182620392	1.1005909847006496E-4	1.0577743099559131E-4	0.08646656998430381	0.006058307658439072	0.8588380063784483	0.40419435287465966	0.24457939706481502	0.9542124999621668	0.900049	1.3493625907565104E-16	1.3493673873732927E-16	1.301004713430332E-16	1.3007819947275396E-16	1.4636861153322364E-13	1.4640353668334522E-13	6.345416406451104E-14	6.346645859735479E-14	1.6360860184419887E-13	1.6359114752048423E-13	6.60542740548235E-14	6.603545908203898E-14	3.6372154245096793E-12	3.638634654196306E-12	3.6335718112806353E-12	3.6349845950634432E-12	5.190031119772401E-11	5.189887909572235E-11	5.188140033838522E-11	5.187994199058229E-11
38.0	4.0E-12	2.977518356589792E-5	2.9977763966539963E-4	0.002265137795709105	2.2254381723470093E-4	0.31703935122882615	0.37296479707429503	0.41669818426107863	0.004124454316034144	0.06251975910337655	0.9482521347908291	0.02746474016248014	8.259572673787376E-5	2.2481643410207052E-7	2.223603346004717E-7	2.3521334281598698E-4	2.7665786747150183E-4	0.005729892787683434	0.0868384991645643	1.1470965301023305E-4	1.0269462025189285E-4	0.0868105818762381	0.005724677961281652	0.8625522638892175	0.4244844048886148	0.24484150498507798	0.9583392280744909	0.900049	1.3488971421592562E-16	1.3488986046124232E-16	1.3343844025070386E-16	1.3341620076028301E-16	1.41092584054712E-13	1.411280056895922E-13	6.160442169684432E-14	6.161677215113571E-14	1.660093180574158E-13	1.659947204829011E-13	6.884416563144504E-14	6.882579180613983E-14	3.436674825626726E-12	3.4379356726100605E-12	3.4335489784113654E-12	3.4348067767689913E-12	5.210438089652962E-11	5.2103099498738584E-11	5.2087644836446E-11	5.2086349125742856E-11
39.0	4.0E-12	2.9775179031119257E-5	2.9977208997022817E-4	0.002265186582578659	2.281017887343502E-4	0.297605394539634	0.36820109112985305	0.4408952137060397	0.003695515453288048	0.05929441533367194	0.951892916174421	0.027456037086911737	8.114839875483628E-5	2.2482096888073013E-7	2.2791002977188186E-7	2.2631091453383665E-4	2.7994798315449505E-4	0.005432054120126824	0.0871411360054107	1.1924489234267204E-4	9.960670890249065E-5	0.08711639722272815	0.00542756569036049	0.8658410944976193	0.4446563739366008	0.24482384192171022	0.9619932853629294	0.900049	1.34892762812237E-16	1.3489258132843808E-16	1.3676818187624532E-16	1.3674601786312912E-16	1.3575074260562814E-13	1.3578654872030199E-13	5.975169051839013E-14	5.976402534149439E-14	1.679805201099388E-13	1.6796878989269704E-13	7.156482703806264E-14	7.154693540560322E-14	3.25810783004953E-12	3.259232472076094E-12	3.2554192515758855E-12	3.2565394142162938E-12	5.228581407720944E-11	5.228468160324641E-11	5.227099050337698E-11	5.226983833363689E-11
40.0	4.0E-12	2.9775093391113076E-5	2.997665746423698E-4	0.0022660586610946717	2.336254483296893E-4	0.27904984776887	0.3627915415167605	0.4648613355570865	0.003333450832405735	0.05641161527531232	0.955126398257557	0.027448694895440193	7.981293150143514E-5	2.249066088869127E-7	2.3342535763031765E-7	2.173404689640551E-4	2.825170896450613E-4	0.005166146249761768	0.08741108428041058	1.236586542200722E-4	9.65284142784923E-5	0.08738905233473035	0.005162252769829329	0.8687628754935677	0.46463518728456693	0.2445316945437477	0.965239531951669	0.900049	1.3494446772319036E-16	1.3494396533214762E-16	1.4007718700212505E-16	1.4005521457819058E-16	1.3036830178690213E-13	1.3040428137843305E-13	5.79047772424137E-14	5.791704856709538E-14	1.6951909236125226E-13	1.6951025378703678E-13	7.421259119789028E-14	7.419519253204332E-14	3.0986818740069856E-12	3.0996877498570605E-12	3.0963492031064075E-12	3.0973516618975973E-12	5.244766470301055E-11	5.244665056824635E-11	5.243446096857131E-11	5.243343140083821E-11
41.0	4.0E-12	2.977492851211048E-5	2.9976111761915124E-4	0.0022677350889688808	2.3909082928306522E-4	0.2613822520049721	0.3568159983711298	0.48850702869335183	0.0030260021713907825	0.05382922866874731	0.95800663873861	0.027442461864202766	7.858148279945737E-5	2.250714878895122E-7	2.388823808487704E-7	2.083436573167708E-4	2.8436647056253716E-4	0.004928162080351862	0.08765243020511101	1.2794462393660012E-4	9.347389326394245E-5	0.08763276734421159	0.004924770791584427	0.8713661717356795	0.484346304668961	0.24397138287644066	0.9681319258570139	0.900049	1.3504370790010443E-16	1.350428927337073E-16	1.4335110828426308E-16	1.4332942850926224E-16	1.2497020317691317E-13	1.250061943900625E-13	5.60721849959231E-14	5.608433595836547E-14	1.7062584947055082E-13	1.706198823375223E-13	7.678365232876254E-14	7.676677436196008E-14	2.9559960700518505E-12	2.9568972482111174E-12	2.953963744735536E-12	2.954862474950656E-12	5.259236809223234E-11	5.259145812306661E-11	5.2580582190422574E-11	5.257966040652695E-11
42.0	4.0E-12	2.9774686606752783E-5	2.9975574581699385E-4	0.0022701934180812474	2.4447098282057714E-4	0.24460801578530394	0.35035677372960095	0.5117444301911339	0.002763524472189123	0.05151163111533538	0.9605786239831727	0.027437140691654448	7.744685853120381E-5	2.253133932472123E-7	2.442541830062199E-7	1.9936177739518642E-4	2.8550425412672683E-4	0.004714734301195007	0.08786862681977138	1.320963978339299E-4	9.045674363486369E-5	0.08785108228532576	0.004711777023018447	0.8736914218904096	0.5037165730916134	0.24315039662830076	0.9707153964844243	0.900049	1.3518915429200075E-16	1.3518803594832738E-16	1.4657381734025043E-16	1.4655250980373193E-16	1.1958118166218614E-13	1.1961706643711185E-13	5.426207978102333E-14	5.4274046180918214E-14	1.713057067700523E-13	1.713025524760361E-13	7.927415525621908E-14	7.925783870035794E-14	2.8280324446417035E-12	2.8288405807170045E-12	2.8262612668611794E-12	2.827066213811068E-12	5.272198516146993E-11	5.272117609186283E-11	5.2711474035293124E-11	5.2710649371195456E-11
43.0	4.0E-12	2.9774370270734842E-5	2.9975048875168186E-4	0.002273407321370761	2.4973626999115896E-4	0.22872838643254018	0.3434976248416494	0.5344882608792706	0.002538375850337437	0.04942857586661424	0.9628798774387709	0.027432578178741587	7.640244415201643E-5	2.256297292651512E-7	2.4951124831816595E-7	1.9043555350984788E-4	2.8594571415063757E-4	0.004523045656449806	0.08806270336657776	1.3610757611667767E-4	8.748997973130065E-5	0.08804697407189489	0.004520447749362422	0.8757723762588827	0.5226750978986807	0.24207751953364312	0.9730274421269095	0.900049	1.3537924789167938E-16	1.3537783755909072E-16	1.4972752696458795E-16	1.4970674899089957E-16	1.1422576416912725E-13	1.1426133210590873E-13	5.248224455447726E-14	5.249398783878039E-14	1.7156783382472146E-13	1.7156742849038255E-13	8.168029233694084E-14	8.16645456700066E-14	2.713100980949302E-12	2.7138273938698833E-12	2.711544437281565E-12	2.7122686496174533E-12	5.2838352190796266E-11	5.283762201994666E-11	5.282892561516786E-11	5.282818444313694E-11
44.0	4.0E-12	2.9773982514045695E-5	2.9974537836008694E-4	0.0022773462740210177	2.548547053769826E-4	0.21374043726212436	0.33632271445103545	0.5566572026456512	0.002344404764196424	0.04755404537599532	0.9649424284062108	0.027428647914371492	7.544210827072965E-5	2.2601748595430177E-7	2.546216399131388E-7	1.8160509447771617E-4	2.857132869983996E-4	0.0043506446320422795	0.08823712473593615	1.3997201531474902E-4	8.458587641451398E-5	0.08822299781125816	0.004348354274369308	0.8776378551812178	0.5411541200241227	0.2407629356466776	0.9751000836412438	0.900049	1.356121809919345E-16	1.3561049157258106E-16	1.5279309641240526E-16	1.5277298394788326E-16	1.0892796797571486E-13	1.089630566866297E-13	5.0740052701374436E-14	5.075152584870839E-14	1.7142573301298302E-13	1.7142797219903975E-13	8.399836261784943E-14	8.398320918884941E-14	2.6097324124015076E-12	2.6103867792253677E-12	2.608360105467301E-12	2.609012564621585E-12	5.2942932652381994E-11	5.2942274841561685E-11	5.2934465818815404E-11	5.293379868675489E-11
45.0	4.0E-12	2.97735267847659E-5	2.997404483124533E-4	0.0022819753103193595	2.5979254655497474E-4	0.1996370928283085	0.3289155300532485	0.5781747423726511	0.0021766468629524486	0.045865639835601574	0.9667935127713813	0.027425248257925926	7.456016043733607E-5	2.2647321523409948E-7	2.595516875467203E-7	1.7290948241509537E-4	2.848366358077769E-4	0.004195430802466854	0.08839401798553508	1.4368389379259945E-4	8.175594577005996E-5	0.08838134008013175	0.0041934116619406	0.8793123773762539	0.5590898958787069	0.23921831027794874	0.9769605625652091	0.900049	1.3588588295541202E-16	1.3588392914045968E-16	1.5575032496245587E-16	1.557310125280322E-16	1.0371122548173535E-13	1.0374568944905723E-13	4.904241130237058E-14	4.9053567462035976E-14	1.7089723113138483E-13	1.7090198148466612E-13	8.622486993292157E-14	8.621033627555967E-14	2.516670475414972E-12	2.5172584814801124E-12	2.5154592388356005E-12	2.5160469971643597E-12	5.3037007191501924E-11	5.303641079132105E-11	5.30294043595506E-11	5.302880404807905E-11
46.0	4.0E-12	2.9773006983178166E-5	2.997357333755806E-4	0.0022872548784567447	2.6451498543278304E-4	0.18640718229596412	0.3213578271009852	0.5989701494690237	0.002031064538773126	0.04434395785095644	0.9684564216934582	0.027422297639433078	7.375129870585674E-5	2.2699301682183486E-7	2.6426662441943166E-7	1.6438642819953319E-4	2.8335244826968077E-4	0.004055599150086374	0.08853525440617298	1.4723785628424413E-4	7.901084500989233E-5	0.08852388494127973	0.004053817419284163	0.8808169221956069	0.5764235340679746	0.23745683828772954	0.9786321880204377	0.900049	1.36198011781303E-16	1.361958100931009E-16	1.5857839793844598E-16	1.58559974651659E-16	9.85981155186124E-14	9.863185691971992E-14	4.73957213860239E-14	4.7406507005935397E-14	1.7000437485550318E-13	1.7001146896180846E-13	8.835659186698002E-14	8.834271377054647E-14	2.432828631428867E-12	2.4333594900518245E-12	2.4317623912271134E-12	2.432290451570498E-12	5.3121675604438087E-11	5.3121152643703784E-11	5.3114870021225466E-11	5.311433096476784E-11
