time	compartment	ADP	NAD	ATP	NADH	pyruvate	lactate	CoA	halfglucose	AcCoA	AcP	Ac	AcO	EtOH	AcLac	AcetoinIn	AcetoinOut	Butanediol	O2	PO4	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14
0.0	1.0	4.9	6.33	0.1	3.67	1.0	0.1	1.0	30.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.01	0.2	10.0	2317.159322414287	1895.6469198924008	1.3528328496322817	0.0	-1.3861670607485486	0.0	-0.18021010063616708	0.050186500365198096	0.0	0.0	-0.01758925279340804	3.5472272850531133E-4	54.534281317607466	0.0
1.0	1.0	0.8215788186202415	9.83245131233111	4.178421181379767	0.16754868766888675	0.41201644923694813	0.1	0.35395704956800156	30.0	0.6460429504319991	0.05631114789065503	1.0	0.022526307228778263	1.0	5.642828464905221E-4	3.7513788028322473E-4	0.0	0.01	0.2	10.0	329.73009438156254	320.7292252206394	8.988905474627131	8.070027013414476	8.070027005023931	0.9188783826141088	0.918878381087914	0.005981774715213879	0.005981038235931402	0.015004389468356968	-0.009023196161925701	337.80012138123124	16.16104113111233	1.6928485394715663E-7
2.0	1.0	0.8215788182038927	9.832451317761135	4.17842118179612	0.16754868223885008	0.4120164616146845	0.1	0.35395704202856554	30.0	0.6460429579714347	0.05631114883603711	1.0	0.022526307368162735	1.0	5.643364510994161E-4	3.7514029701255565E-4	0.0	0.01	0.2	10.0	329.73009446700473	320.729225312571	8.988905589731337	8.0700272438705	8.070027244434637	0.9188783487847824	0.9188783491625298	0.00598177569071706	0.005981606378386331	0.015004486123026087	-0.009022703155203619	337.8001217113683	16.161040744937562	1.693009353298248E-7
3.0	1.0	0.8215788182174212	9.832451317559306	4.178421181782587	0.16754868244067517	0.41201646121817626	0.1	0.3539570422602289	30.0	0.6460429577397718	0.05631114880473966	1.0	0.022526307370084712	1.0	5.643364520570721E-4	3.751410299086865E-4	0.0	0.01	0.2	10.0	329.730094462907	320.7292253480061	8.988905584983218	8.070027237092471	8.070027236502677	0.9188783498563602	0.9188783506372	0.0059817756769165445	0.005981606388492464	0.015004515434472784	-0.009022552771692944	337.8001217006406	16.16104075929102	1.6930093561712162E-7
4.0	1.0	0.8215788182046501	9.83245131777746	4.178421181795359	0.1675486822225171	0.4120164616758236	0.1	0.35395704206844136	30.0	0.64604295793156	0.056311148829666535	1.0	0.022526307357395442	1.0	5.643364520414759E-4	3.7514012541629745E-4	0.0	0.01	0.2	10.0	329.730094468136	320.729225327464	8.988905592316943	8.070027242836396	8.070027242772053	0.9188783491409062	0.9188783486128159	0.0059817756928560815	0.005981606388381264	0.015004479260205601	-0.00902273835054089	337.8001217107674	16.161040743775995	1.6930093561244274E-7
5.0	1.0	0.821578818203041	9.832451317801358	4.178421181796968	0.1675486821986179	0.4120164617247783	0.1	0.35395704204128686	30.0	0.646042957958714	0.05631114883328871	1.0	0.02252630735691169	1.0	5.643364521571383E-4	3.7514004244465466E-4	0.0	0.01	0.2	10.0	329.73009446861636	320.72922532449195	8.98890559291844	8.070027243637131	8.070027243689012	0.9188783490381879	0.9188783484278037	0.005981775694562329	0.005981606389612104	0.015004475941837849	-0.00902275537605221	337.80012171204334	16.16104074207633	1.6930093564714147E-7
6.0	1.0	0.8215788181981712	9.83245131781742	4.178421181801842	0.16754868218255084	0.41201646187041696	0.1	0.35395704193314564	30.0	0.6460429580668557	0.056311148847556954	1.0	0.022526307358325712	1.0	5.643364525142658E-4	3.751398686128778E-4	0.0	0.01	0.2	10.0	329.73009446715395	320.7292253914098	8.988905592377469	8.070027246847186	8.070027247336348	0.9188783498484918	0.9188783483739605	0.005981775699638498	0.005981606393407613	0.015004468989610038	-0.009022791029680514	337.8001217159051	16.161040740933675	1.693009357542797E-7
7.0	1.0	0.821578818203356	9.832451317762269	4.17842118179666	0.16754868223769753	0.41201646161494704	0.1	0.3539570420114531	30.0	0.6460429579885482	0.05631114883847923	1.0	0.022526307368911067	1.0	5.643364524873736E-4	3.751402882747147E-4	0.0	0.01	0.2	10.0	329.730094466825	320.7292253111452	8.988905589255488	8.070027244353637	8.070027245066036	0.9188783488844783	0.9188783491849054	0.005981775690740301	0.005981606393097487	0.015004485773564887	-0.009022704947534564	337.80012171179425	16.161040744855615	1.6930093574621206E-7
8.0	1.0	0.8215788182027929	9.832451317764088	4.17842118179722	0.16754868223587358	0.41201646161100614	0.1	0.35395704199533823	30.0	0.6460429580046632	0.056311148840894915	1.0	0.022526307371341786	1.0	5.643364525237928E-4	3.7514030434096285E-4	0.0	0.01	0.2	10.0	329.7300944666725	320.7292253062251	8.98890558876298	8.070027244792966	8.070027245689854	0.9188783487785304	0.9188783492708645	0.005981775690603407	0.005981606393482526	0.015004486416118389	-0.009022701653844977	337.8001217122405	16.16104074472591	1.693009357571378E-7
9.0	1.0	0.8215788182139089	9.832451317722045	4.1784211817861046	0.16754868227791753	0.412016461535313	0.1	0.35395704232481995	30.0	0.6460429576751808	0.05631114879461803	1.0	0.022526307354741867	1.0	5.643364515943522E-4	3.7514045539601115E-4	0.0	0.01	0.2	10.0	329.73009446950755	320.7292253178295	8.988905596287523	8.07002723539078	8.070027233747629	0.9188783474901077	0.9188783488885944	0.005981775687957605	0.00598160638362257	0.015004492457413752	-0.009022670658534068	337.8001217034264	16.161040747715997	1.6930093547830565E-7
10.0	1.0	0.8215788182138133	9.832451317619855	4.178421181786201	0.1675486823801089	0.41201646134448744	0.1	0.35395704220463375	30.0	0.646042957795367	0.05631114881192096	1.0	0.022526307366653498	1.0	5.643364519961664E-4	3.751407716732071E-4	0.0	0.01	0.2	10.0	329.7300944643312	320.7292253418488	8.988905586937504	8.070027238763506	8.070027238310544	0.9188783496757744	0.9188783500788982	0.005981775681315299	0.005981606387862386	0.01500450510660343	-0.009022605754235814	337.8001217035022	16.161040754983667	1.693009355988499E-7
11.0	1.0	0.8215788182068544	9.832451317753195	4.178421181793164	0.16754868224677466	0.4120164616345255	0.1	0.35395704211523	30.0	0.64604295788477	0.05631114882314481	1.0	0.02252630735559314	1.0	5.64336451952704E-4	3.751402072459915E-4	0.0	0.01	0.2	10.0	329.7300944678948	320.72922533561047	8.98890559241086	8.070027241494472	8.07002724110437	0.9188783492630983	0.9188783487075952	0.005981775691416781	0.005981606387435497	0.015004482532902258	-0.009022721559028557	337.8001217090207	16.16104074550116	1.6930093558581118E-7
12.0	1.0	0.821578818212964	9.83245131763469	4.178421181787053	0.1675486823652832	0.4120164613647529	0.1	0.35395704219449187	30.0	0.6460429578055078	0.056311148813645004	1.0	0.022526307370075948	1.0	5.643364522173998E-4	3.7514079849541675E-4	0.0	0.01	0.2	10.0	329.73009446470405	320.72922533382825	8.988905587354937	8.07002723901251	8.07002723874497	0.9188783491333565	0.9188783501150987	0.005981775682023382	0.005981606390205582	0.015004506179330841	-0.009022600261075054	337.800121704176	16.161040753929278	1.6930093566521994E-7
