time	extracellular	cytosol	cpep	cglcex	cg6p	cpyr	cf6p	cg1p	cpg	cfdp	csed7p	cgap	ce4p	cxyl5p	crib5p	cdhap	cpgp	cpg3	cpg2	cribu5p	catp	cadp	camp	cnadp	cnadph	cnad	cnadh	vPTS	vPGI	vPGM	vG6PDH	vPFK	vTA	vTKA	vTKB	vMURSyNTH	vALDO	vGAPDH	vTIS	vTRPSYNTH	vG3PDH	vPGK	vsersynth	vrpGluMu	vENO	vPK	vpepCxylase	vSynth1	vSynth2	vDAHPS	vPDH	vMethSynth	vPGDH	vR5PI	vRu5P	vPPK	vG1PAT	vG6P	vf6P	vfdP	vGAP	vDHAP	vPGP	vPG3	vpg2	vPEP	vRibu5p	vRIB5P	vXYL5P	vSED7P	vpyr	vPG	vE4P	vGLP	vEXTER
0.0	1.0	1.0	2.67	2.0	3.48	2.67	0.6	0.653	0.808	0.272	0.276	0.218	0.098	0.138	0.398	0.167	0.008	2.13	0.399	0.111	4.27	0.582	0.9547829457364341	0.19675933609958507	0.062	1.4643993118516865	0.0934	0.09597360331786989	0.05837678550464481	0.0022922878954998514	0.14001969968834904	0.1423843387827899	0.04531300002144013	0.04532067280187203	0.038431999996200145	4.3711E-4	0.14124319986601344	0.32045706095052034	0.13957565198980687	0.001037	0.0016629060002742073	-0.2634716937386684	0.017497376329073486	0.2678761843445945	0.3027189108911076	0.037855863250426385	0.043187880220231456	0.014214999994577655	0.05355899999141689	0.006878275601057748	0.1880300001064567	0.0022627	0.14022886219726702	0.055641737194999985	0.08375650918928561	0.010309999998955823	0.0023166734283037193	9.674400000000001E-5	1.668E-5	7.561600000000001E-6	6.0604000000000005E-6	4.6426E-6	2.224E-7	5.9214E-5	1.1092200000000002E-5	7.4226E-5	3.0858E-6	1.10644E-5	3.8364E-6	7.6728E-6	7.4226E-5	2.2462400000000004E-5	2.7244E-6	1.81534E-5	0.003029088
1.0	1.0	1.0	1.9349403693936773	1.9720687087837347	4.414376121268504	4.085993779875623	0.7564628635219138	0.6630977091361905	0.8280576606092689	0.5534243093851063	0.31918165007991695	0.2681779000333577	0.11687697314764366	0.1724092640487834	0.43103997577705594	0.23944756016947627	0.0026693615816687534	1.5930377991107147	0.29440836405857784	0.1275444226408172	2.309465008947913	0.7608763383699019	1.0534052865982757	0.19086218375312947	0.0655000625280232	1.4352343719580207	0.09434626926637259	0.019050300227740347	0.9047965498103547	0.015447937169203438	0.16246782551096164	0.8794207227749038	0.015160742589214763	0.028269190843532	-0.011771037320371332	4.3711E-4	0.6391223912930649	1.176347393297867	0.5763389179472181	0.001037	0.0022449379652005126	1.1775952214710108	0.01579628278454969	1.2329834338509902	1.2472757183285725	0.03926774078564894	0.04730912692432644	0.012881604778645158	0.05914378834299621	0.010479008521311927	0.8053700548192619	0.0022627	0.13804833687952056	0.09572521583363741	0.02961768627131785	0.010471171443405519	0.0032469280182190327	1.2271965617126443E-4	2.1029667605909206E-5	1.5385195800905958E-5	7.455345620927344E-6	6.656642172711441E-6	7.420825197039135E-8	4.428645081527787E-5	8.184552520828465E-6	5.3791342269144234E-5	3.545734949414718E-6	1.1982911326602156E-5	4.792977540556179E-6	8.873249872221692E-6	1.1359062708054232E-4	2.3020002964937676E-5	3.249179853504494E-6	1.8434116313986095E-5	0.003029864489895812
2.0	1.0	1.0	2.0007310703334675	1.9576719141789798	4.566355754662085	4.308438458313338	0.7836119587387391	0.6755373622654256	0.8524414231251215	0.637662832825316	0.3383268526401464	0.27818257268460733	0.12373793755996353	0.17681900529222566	0.4708463934478966	0.2615746305409009	0.0021140507935901534	1.6538450054087466	0.305032714731941	0.134191205213836	1.9967514880139783	0.8913483507316575	1.5186487697938893	0.1851729664226445	0.0690929140842655	1.4088436226069745	0.09566198831592063	0.016417948204410372	0.7185892892225307	0.016450668863415462	0.16031517195317235	0.7136665547781945	0.019257697491639483	0.045700199065133215	0.006967961316971691	4.3711E-4	0.7432615205232714	1.5339235991142712	0.7457834098529049	0.001037	0.0024093769922166955	1.5342104313054226	0.016023482778315355	1.381740982605119	1.3566454423051828	0.040976551733189925	0.05908743796379779	0.013027566784580655	0.059750338432986785	0.011969447821942026	0.951608059689961	0.0022627	0.1357806692550074	0.07973512639375821	0.053183852647178995	0.010640570721276138	0.0034681216608868936	1.2694468997960598E-4	2.1784412452936947E-5	1.7727026752543785E-5	7.733475520632084E-6	7.2717747290370455E-6	5.8770612061806266E-8	4.597689115036316E-5	8.47990946954796E-6	5.56203237552704E-5	3.7305155049446412E-6	1.3089529737851525E-5	4.915568347123874E-6	9.40548650339607E-6	1.1977458914111081E-4	2.369787156287838E-5	3.4399146641669863E-6	1.8779938670978833E-5	0.0030302647207858247
3.0	1.0	1.0	2.189770255383945	1.9448605977382836	4.749150062348323	4.351285172395953	0.8155236367640984	0.6893456445944968	0.8773505359111361	0.5694814061353138	0.3681127895171135	0.2614311627429507	0.12150308046153706	0.1766487873579091	0.4848012707137848	0.24678384561669642	0.0020030513121263253	1.8071729084596264	0.33354548930295114	0.13560684069821474	1.902237515640996	0.9846418557375496	1.8141541703024495	0.17944446364211974	0.07224855270269495	1.384779268817128	0.09771036941458217	0.015340632900420972	0.6348924754993107	0.017717863499283115	0.1591022830026644	0.6345082299077374	0.02028677482850482	0.0515613701300313	0.012381558101034059	4.3711E-4	0.717682216089901	1.5162664447671532	0.7347575097654411	0.001037	0.002300104916324345	1.5164786954092668	0.016552675843296175	1.3428847290879857	1.313530617043528	0.04236356930023487	0.053141676389919214	0.013413459894271387	0.059861378547701634	0.011476795976990714	0.9811859932220458	0.0022627	0.13375775306218965	0.06970469284866773	0.06354322167121525	0.010694497364543937	0.0030279926268912483	1.3202637173328338E-4	2.2671557102041938E-5	1.5831583090561726E-5	7.2677863242540295E-6	6.86059090814416E-6	5.5684826477111844E-8	5.023940685517762E-5	9.272564602622042E-6	6.087561309967367E-5	3.76987017141037E-6	1.3477475325843218E-5	4.9108362885498734E-6	1.0233535548575756E-5	1.2096572779260752E-4	2.4390344898329584E-5	3.3777856368307306E-6	1.9163808919727012E-5	0.0030306208753828755
4.0	1.0	1.0	2.3755708273972282	1.9329572960581765	4.925396929240638	4.331761540591033	0.845998249694968	0.7047457276845942	0.9029268659971026	0.4964648871933416	0.39804656841539166	0.24448046920209773	0.11815054684282245	0.17651777420556525	0.489694532821349	0.22893189770234676	0.0019991087515661287	1.9550825511846228	0.361291555843337	0.1358621272167932	1.8772649941086867	1.04942581243636	1.9846924115960975	0.17347301743325957	0.07576886578825563	1.3627193736931442	0.1006818910648372	0.014565041139409459	0.6068660916816635	0.01868990925462968	0.1568707564013353	0.6156365161803276	0.02303945689627354	0.0506284126070132	0.014945776065972758	4.3711E-4	0.6733390719889141	1.416379802618534	0.6859608552873204	0.001037	0.0021647142539290213	1.4165919463552434	0.017011129428428397	1.2620850778381878	1.236293960604291	0.04333752668478375	0.0487287895492962	0.013750624582938015	0.059811003083831936	0.010753471656069661	0.9676537843106213	0.0022627	0.1311396685734271	0.065020969746262	0.06589424896966985	0.010712802291756484	0.002652690646858416	1.3692603463288976E-4	2.3518751341520112E-5	1.3801723863974897E-5	6.796557043818317E-6	6.36430675612524E-6	5.557522329353838E-8	5.435129492293252E-5	1.0043905252444769E-5	6.604086900164295E-5	3.776967136626851E-6	1.3613508012433503E-5	4.907194122914714E-6	1.106569460194789E-5	1.2042297082843071E-4	2.5101366874719453E-5	3.2845852022304643E-6	1.959193122963172E-5	0.0030309517871695826
5.0	1.0	1.0	2.5354287184415476	1.9217222971633887	5.07502118169169	4.29178298998772	0.8717485474903923	0.7211405318945733	0.9284981030020519	0.4570597103624722	0.42190020122974614	0.23540500645382076	0.11667843069354267	0.17749916417100178	0.4938696903036397	0.2185029824308877	0.0020406798160073247	2.082062401322234	0.3851350728326547	0.13634750561898817	1.8821372031662258	1.0923864907323497	2.0719074478723005	0.16708734731048683	0.07985336372365043	1.3424221349260212	0.10464017881298561	0.014000106587332996	0.6026705075733249	0.019167825378817	0.15293640736276845	0.6215104165959131	0.026599676249699788	0.04639060550468921	0.016353221099319904	4.3711E-4	0.6432106682370919	1.3320082877592199	0.6471235546669336	0.001037	0.002083784762524624	1.3320238190840876	0.017369606540252897	1.1966533461157527	1.1745268421409196	0.043998909298133874	0.04790597239580592	0.014012350322443577	0.059706689332469066	0.010443062628784267	0.9402301137084603	0.0022627	0.12759569186197772	0.06231914745502051	0.06444121696891446	0.010728182405075408	0.0024911906333896622	1.4108558885102897E-4	2.4234609620232908E-5	1.2706259948076729E-5	6.544259179416217E-6	6.074382911578679E-6	5.673089888500363E-8	5.788133475675811E-5	1.0706755024747801E-5	7.048491837267502E-5	3.7904606562078716E-6	1.3729577390441184E-5	4.93447676395385E-6	1.1728825594186943E-5	1.1931156712165862E-4	2.5812247263457044E-5	3.243660373280486E-6	2.004770678666914E-5	0.0030312641201388577
6.0	1.0	1.0	2.6749714691538227	1.9109594792483882	5.196770588609276	4.250236342702623	0.8926360649175868	0.737856136226828	0.9533598008978474	0.4504384260109557	0.4374818261145814	0.23498807099563343	0.11770075559182779	0.17988152645399091	0.5005328059042676	0.21647793991603975	0.0021134351678604372	2.1936129822726147	0.40602109725893865	0.13759745320370753	1.9018334376244375	1.1186761851500262	2.1049799235206836	0.16014961573115694	0.08411165388514298	1.3236990583345323	0.10955839243628404	0.013615039502661026	0.6085426821136555	0.01922916653305129	0.14772629545395802	0.6357119262006875	0.029811299147161678	0.04137434320801311	0.016992213772902377	4.3711E-4	0.6287706255047995	1.2800389660373723	0.6251181848036914	0.001037	0.0020679093362097715	1.2799943142407615	0.017661004019543382	1.1558899356449277	1.1359963216206768	0.044451281242850964	0.04907662049659079	0.014222202214521168	0.0595966007281937	0.010659775721510566	0.9121442094883659	0.0022627	0.12336511323330213	0.06030718425753951	0.06139692940940609	0.010752284477463157	0.0025196683166453363	1.4447022236333787E-4	2.4815282604708917E-5	1.2522188243104569E-5	6.5326683736786094E-6	6.018086729665906E-6	5.875349766652016E-8	6.0982440907178694E-5	1.1287386503798495E-5	7.436420684247627E-5	3.8252091990630695E-6	1.391481200413864E-5	5.000706435420947E-6	1.2161994765985364E-5	1.1815657032713292E-4	2.650340246496016E-5	3.272081005452813E-6	2.051240058710582E-5	0.0030315633264768947
7.0	1.0	1.0	2.8029280008726802	1.900509513210875	5.29565869102994	4.214896172969416	0.9095606671316593	0.7543777571229434	0.9770674625119689	0.4681173363282977	0.4456006620342601	0.24137194968543682	0.12075956999494945	0.18341555231732481	0.5100249512652295	0.22086913366325905	0.0022118020362521065	2.296771384921424	0.42526333145177275	0.1396122581183011	1.9294702263344732	1.1322629551596375	2.1033472803616657	0.15256753184884667	0.08793520112984334	1.3063984861168119	0.11534782030496846	0.01336745685582508	0.618373099683421	0.019011787352341956	0.1419456097248939	0.6511101511255656	0.03204670457714341	0.03710653123333321	0.016873731458575292	4.3711E-4	0.6238527682207706	1.2525877694598848	0.6149106883252238	0.001037	0.0021022676097570163	1.252455757232495	0.017912928956414543	1.1340685693035584	1.1153410320248753	0.04476436336609219	0.051667030256916	0.014401094680922584	0.05950157715145181	0.011318631176410245	0.888590783031428	0.0022627	0.11886772679353022	0.05857391305398867	0.05796339878778449	0.01078571052144592	0.002693165334243148	1.4721931161063235E-4	2.528578654626013E-5	1.3013661949926676E-5	6.710140201255144E-6	6.140161915838602E-6	6.148809660780856E-8	6.38502445008156E-5	1.1822320614359283E-5	7.792139842426052E-5	3.881220775688771E-6	1.4178693645173381E-5	5.0989523544216305E-6	1.238769840455243E-5	1.1717411360854977E-4	2.7162475457832734E-5	3.357116045859595E-6	2.0971701648017827E-5	0.0030318538355327378
8.0	1.0	1.0	2.9244779289581286	1.8902569694671492	5.377290406941501	4.187791036969134	0.9235051540434641	0.7703606605589362	0.9994336954024736	0.5030242473297788	0.44830569740633347	0.2524355603651403	0.12518744824531497	0.18770329562236943	0.5215425804240753	0.2295147433209938	0.0023315829113523326	2.395428770832828	0.44361209908199734	0.14217715437390252	1.9614865595497202	1.1362024787785794	2.079782607929486	0.14431673647046367	0.09080205901740036	1.2903950838853664	0.12188010460246546	0.013214080055150384	0.6294041345607929	0.018633460352961862	0.13613111540487052	0.6651314031160206	0.033292705458295234	0.03399376852934152	0.016060291357962154	4.3711E-4	0.6232612553757778	1.2389957488606342	0.6108834311354573	0.001037	0.002169196689582483	1.2388358739265568	0.018139541431589225	1.1238468277248796	1.1058331277059894	0.04497956364432275	0.05587898667979848	0.01456022626237045	0.059427818883018624	0.01230348906433014	0.870738384853809	0.0022627	0.1144235918223292	0.05705217911443403	0.05460886131607849	0.010824898200421639	0.0029799172855008676	1.4948867331297374E-4	2.5673443282408304E-5	1.3984074075767852E-5	7.017708578150901E-6	6.380509864323628E-6	6.481800493559485E-8	6.659291982915263E-5	1.2332416354479527E-5	8.130048642503598E-5	3.9525248915944905E-6	1.4498883735789294E-5	5.218151618301871E-6	1.2462898387896072E-5	1.1642059082774194E-4	2.778425673218877E-5	3.4802110612197563E-6	2.1416026363538427E-5	0.0030321388562488134
9.0	1.0	1.0	3.0412399215181747	1.8801260615046163	5.446054533365947	4.16825468585393	0.9352331670929688	0.7855840885824502	1.0204400399745361	0.550716460344102	0.44754591373609026	0.2665943126151501	0.13046116184516848	0.19241671126581464	0.5342062867191605	0.240870379460017	0.002468829895742797	2.4906403238015264	0.461285503390337	0.1450729693516491	1.9958822244072976	1.1328487736631703	2.042660614627444	0.13547062041339203	0.09242317189232975	1.275582902213731	0.12900428617516202	0.013119761801662338	0.6404845862918334	0.01817574996890716	0.13055722921992632	0.6773395394791512	0.033828917185510544	0.03185476913849375	0.014725634423854064	4.3711E-4	0.6241716403140836	1.2320723881636957	0.6095540546441364	0.001037	0.0022556881828065273	1.2317844281572323	0.018346092568585336	1.120260752922926	1.10293789496179	0.04512082972610452	0.062442258510646026	0.014704075193402477	0.05937417696069103	0.013522808737988268	0.8579865991535487	0.0022627	0.11018425394433697	0.05574526794579669	0.05143538169875666	0.010866342455328104	0.003362582048845188	1.5140031602757333E-4	2.5999482045184534E-5	1.5309917597566037E-5	7.411321890701173E-6	6.696196548988472E-6	6.863347110164975E-8	6.923980100168244E-5	1.282373699425137E-5	8.454646981820525E-5	4.033028547975845E-6	1.4850934770792662E-5	5.3491845731896475E-6	1.244177640186331E-5	1.1587748026673926E-4	2.8368233111292107E-5	3.626820299295684E-6	2.1839237662592116E-5	0.003032420495490172
