time	Cytoplasm	ER	Ca_cyt	Ca_er	IP3_cyt	Na_cyt	ATP_cyt	ADP_cyt	n	V	Vca	TV	Ca_ec	Vk	K_ec	K_cyt	Vna	Na_ec	Vnaca	pvca	Vcah	Kcah	f_CRAN	gm_CRAN	Kcar	p_CRAN	V_CRAN	pna	f_5	f5_ast	b_5	b5_ast	F1	f_1	F4	f_4	F5	B2	b_2	B3	b_3	B4	b_4	P	B6	b_6	Ksup	D	f_2	f_3	f_6	b_1	f_Ca	Kkca	Okatp	Kdd	Ktd	Ktt	n_infinity	Vn	Sn	tau_n	c	Vtau	a	b	I_Vca	gmvca	I_CaPump	Pmcap	Kcap	I_NaCa	gnaca	Knaca	I_CRAN	I_Na	gmna	I_NaK	Pnak	I_KDr	gmKDr	I_KCa	gmkca	I_KATP	gmkatp	Jerp	Pcaer	Kcarp	O_infinity	Krca	Kip3	Jout	Pleak	Pip3	Cm	fi	F	ksg	fer	kip	Kipca	kdip	kadp	katpca	katp	Calcium_cyt_Ivca	Calcium_cyt_Inaca	Calcium_cyt_Icapump	Calcium_cyt_Jerp	Calcium_cyt_Jout	Calcium_cyt_sequestration	IP3_synthesis	IP3_degradation	Na_Inaca	Na_Inak	Na_Ina	Na_Icran	ATP_production	ATP_NaKATPase	ATP_Capump	ATP_Jerp	ATP_Ca_dependent_consumption	ATP_consumption
10.0	7.64E-13	2.8E-13	0.08508069680238715	22.799965604119947	0.3299977144038262	9858.202169295751	942.5796740333326	3057.4203259666674	0.0012793004516992092	-60.16859940725724	138.02599266073662	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92374094883597	140000.0	-63.28076247496534	0.012951126537594747	-19.0	9.5	-0.7	0.7	200.0	-60.16859940725724	0.0	0.004156465514792526	6.489880185564519E-4	0.002	0.09245162974419523	0.03	239.51524961418002	2.5E-10	0.96	1.5E-8	0.6117229149824789	0.30574203259666677	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	360.96713963439515	10.0	0.172	11.5	100.0	0.343828314608356	0.1	0.013093687314189351	17.0	26.0	1.0	0.0013646193518756235	-14.0	7.0	11.542871751105535	20.0	-75.0	65.0	20.0	-1976.4692955234616	770.0	839.821388375001	2000.0	0.1	0.015844274213163964	271.0	0.75	-5521.349758571916	-653.8569503322552	1200.0	1645.0136778427345	600.0	56.97787150839613	3000.0	663.586289316351	130.0	4665.36493358112	24000.0	0.00295471112202605	0.105	0.5	5.750512866054004E-4	0.077	3.2	2.287163159281012E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0242365629494023E-16	1.6421489571605913E-21	8.704165293828067E-17	2.2573992972279022E-15	2.287163159281012E-15	6.500165235702379E-18	9.920643457825497E-18	1.008473015218093E-17	4.926446871481774E-19	5.114827209958235E-14	6.776773076978341E-15	5.722495474500612E-14	8.642715777442575E-13	1.704942403319412E-14	8.704165293828067E-15	1.1286996486139511E-15	3.0634618145155747E-15	3.6006543548073307E-14
11.0	7.64E-13	2.8E-13	0.08509298346955682	22.79996247107103	0.3299975017932082	9858.218731403318	943.6243056785695	3056.3756943214303	0.0012867419565447485	-60.12490793280981	138.02406273471345	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92369604158455	140000.0	-63.27703734467329	0.01301005056702838	-19.0	9.5	-0.7	0.7	200.0	-60.12490793280981	0.0	0.004133920712044507	6.495186364687225E-4	0.002	0.09237610228738877	0.03	239.51645679696782	2.5E-10	0.96	1.5E-8	0.6129015723630895	0.30563756943214304	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	361.5508106389352	10.0	0.172	11.5	100.0	0.3439586402826155	0.1	0.01308385488314705	17.0	26.0	1.0	0.0013731517180327333	-14.0	7.0	11.544169477203969	20.0	-75.0	65.0	20.0	-1985.0046587056077	770.0	839.9620881902622	2000.0	0.1	0.01605933666670143	271.0	0.75	-5515.4996740786	-650.0934459051202	1200.0	1654.72318472558	600.0	57.47796246803622	3000.0	665.7914647925095	130.0	4675.581245086138	24000.0	0.0029555405516954398	0.105	0.5	5.750896252803029E-4	0.077	3.2	2.287162651698446E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0286597184565517E-16	1.6644386865006407E-21	8.705623549673651E-17	2.258032981495316E-15	2.287162651698446E-15	6.501103937074141E-18	9.923384918092451E-18	1.0084723654800443E-17	4.993316059501922E-19	5.145016898146593E-14	6.737766967975543E-15	5.716432268309686E-14	8.639762812707819E-13	1.715005632715531E-14	8.70562354967365E-15	1.129016490747658E-15	3.0672998443829005E-15	3.604644847692136E-14
12.0	7.64E-13	2.8E-13	0.0851057956517681	22.79995940844136	0.3299972928741623	9858.234783077174	944.6683626660657	3055.3316373339344	0.0012942445424791778	-60.08492905272139	138.0220505602847	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.9236525184183	140000.0	-63.273143565314534	0.01306419939344705	-19.0	9.5	-0.7	0.7	200.0	-60.08492905272139	0.0	0.004113398321008236	6.500045462992011E-4	0.002	0.09230704668391908	0.03	239.51762677901402	2.5E-10	0.96	1.5E-8	0.6140387304779652	0.30553316373339345	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	362.11089522961146	10.0	0.172	11.5	100.0	0.3440945451144271	0.1	0.013074042038216487	17.0	26.0	1.0	0.0013810057326935756	-14.0	7.0	11.54534062370867	20.0	-75.0	65.0	20.0	-1992.8439938313534	770.0	840.108791188866	2000.0	0.1	0.01625541339973184	271.0	0.75	-5510.148930299714	-646.6685753668759	1200.0	1663.986445348553	600.0	57.96832565502529	3000.0	667.8428790031991	130.0	4684.619029087492	24000.0	0.0029564055702370334	0.105	0.5	5.75129663989063E-4	0.077	3.2	2.2871621446300206E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0327221815988773E-16	1.684760677797776E-21	8.707144024344365E-17	2.2586938556610936E-15	2.2871621446300206E-15	6.502082787795083E-18	9.926243982409553E-18	1.00847172702344E-17	5.054282033393327E-19	5.1738190765877165E-14	6.702270563993117E-15	5.710886594081685E-14	8.636811472415566E-13	1.7246063588625725E-14	8.707144024344364E-15	1.1293469278305468E-15	3.0711559505327946E-15	3.608633145384371E-14
13.0	7.64E-13	2.8E-13	0.08511908674006431	22.799956418925852	0.32999708779208575	9858.250352580491	945.711850916294	3054.2881490837062	0.0013017489065059115	-60.04836395123484	138.0199634929542	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.9236103026967	140000.0	-63.2690960778183	0.013113919157666555	-19.0	9.5	-0.7	0.7	200.0	-60.04836395123484	0.0	0.004094717176695721	6.504492827786721E-4	0.002	0.09224393290693528	0.03	239.51876162002446	2.5E-10	0.96	1.5E-8	0.615137595143794	0.30542881490837065	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	362.6492112148525	10.0	0.172	11.5	100.0	0.3442355352734029	0.1	0.013064248669317598	17.0	26.0	1.0	0.0013882283680038759	-14.0	7.0	11.546398133577355	20.0	-75.0	65.0	20.0	-2000.0380660239384	770.0	840.2609619186082	2000.0	0.1	0.016434033908031765	271.0	0.75	-5505.256944188287	-643.5518311719877	1200.0	1672.840309116158	600.0	58.44723671702238	3000.0	669.7528335604394	130.0	4692.574616745002	24000.0	0.002957303044399692	0.105	0.5	5.751712530993606E-4	0.077	3.2	2.2871616389613403E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0364502596382537E-16	1.7032734526643276E-21	8.708721168250072E-17	2.2593795259213644E-15	2.2871616389613403E-15	6.503098226940914E-18	9.929210291663124E-18	1.0084711002926142E-17	5.109820357992983E-19	5.20134832082549E-14	6.669967675514201E-15	5.7058163903076E-14	8.633861739829821E-13	1.7337827736084967E-14	8.708721168250073E-15	1.1296897629606822E-15	3.0750285304453807E-15	3.612619270500243E-14
14.0	7.64E-13	2.8E-13	0.08513281355036625	22.799953504978852	0.32999688667942695	9858.26546582774	946.7547758810724	3053.2452241189276	0.001309204449862658	-60.014939092550556	138.01780834731682	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92356932414829	140000.0	-63.264908722188764	0.0131595322654471	-19.0	9.5	-0.7	0.7	200.0	-60.014939092550556	0.0	0.00407771431566738	6.508560911102322E-4	0.002	0.09218627715022507	0.03	239.51986320854738	2.5E-10	0.96	1.5E-8	0.6162011126698987	0.3053245224118928	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	363.1674289576577	10.0	0.172	11.5	100.0	0.344381153202953	0.1	0.01305447467128482	17.0	26.0	1.0	0.0013948637134282486	-14.0	7.0	11.547353437784384	20.0	-75.0	65.0	20.0	-2006.6341137535549	770.0	840.4181042914898	2000.0	0.1	0.016596596126163123	271.0	0.75	-5500.78662524832	-640.715796291488	1200.0	1681.318301455935	600.0	58.91326315133052	3000.0	671.5325671421399	130.0	4699.536129394989	24000.0	0.0029582300710159575	0.105	0.5	5.752142539722874E-4	0.077	3.2	2.2871611355086095E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0398684322711069E-16	1.7201218973066408E-21	8.710349839783281E-17	2.2600877742561914E-15	2.2871611355086095E-15	6.5041469552479826E-18	9.932274247469909E-18	1.0084704856923289E-17	5.160365691919922E-19	5.227708871190139E-14	6.6405741440792666E-15	5.70118321526488E-14	8.630913599539385E-13	1.742569623730046E-14	8.710349839783281E-15	1.1300438871280957E-15	3.0789160964566816E-15	3.616603243865697E-14
15.0	7.64E-13	2.8E-13	0.08514693608438445	22.799950668831883	0.32999668965663825	9858.280146597357	947.7971425857294	3052.2028574142705	0.0013165683171775051	-59.98440387034757	138.01559143464235	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.9235295182939	140000.0	-63.260594314402965	0.013201338844656893	-19.0	9.5	-0.7	0.7	200.0	-59.98440387034757	0.0	0.0040622428476256205	6.512279525441922E-4	0.002	0.09213363733174278	0.03	239.52093327746942	2.5E-10	0.96	1.5E-8	0.6172319925933403	0.30522028574142707	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	363.66708431148146	10.0	0.172	11.5	100.0	0.3445309750850959	0.1	0.013044719943438103	17.0	26.0	1.0	0.001400953100023814	-14.0	7.0	11.54821665608925	20.0	-75.0	65.0	20.0	-2012.676072531467	770.0	840.5797588444929	2000.0	0.1	0.016744379075825235	271.0	0.75	-5496.704042351779	-638.135779326552	1200.0	1689.4509607111427	600.0	59.3652370279765	3000.0	673.1923580497267	130.0	4705.584245356662	24000.0	0.002959183960872751	0.105	0.5	5.752585381989117E-4	0.077	3.2	2.28716063502368E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0429994675501204E-16	1.735438573438901E-21	8.712025276928981E-17	2.2608165461067815E-15	2.28716063502368E-15	6.505225916846973E-18	9.935426958863706E-18	1.0084698835906866E-17	5.206315720316702E-19	5.252995680295826E-14	6.613834060491807E-15	5.696951901696408E-14	8.62796703733866E-13	1.7509985600986088E-14	8.712025276928982E-15	1.1304082730533907E-15	3.0828172679310963E-15	3.6205850846774864E-14
16.0	7.64E-13	2.8E-13	0.08516141730585365	22.799947912510106	0.3299964968330627	9858.29441672267	948.838955667012	3051.1610443329882	0.001323804527138562	-59.95652850802645	138.0133185980897	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92349082592891	140000.0	-63.256164718392675	0.01323961813856947	-19.0	9.5	-0.7	0.7	200.0	-59.95652850802645	0.0	0.004048170118186677	6.515676074024139E-4	0.002	0.09208560910386615	0.03	239.521973417929	2.5E-10	0.96	1.5E-8	0.6182327281541601	0.30511610443329884	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	364.1495902696877	10.0	0.172	11.5	100.0	0.3446846084684607	0.1	0.01303498438919738	17.0	26.0	1.0	0.0014065352282273164	-14.0	7.0	11.548996768184615	20.0	-75.0	65.0	20.0	-2018.2047875496894	770.0	840.7455001739902	2000.0	0.1	0.016878554106658398	271.0	0.75	-5492.978127229143	-635.7895000024952	1200.0	1697.2661354301003	600.0	59.802228767090426	3000.0	674.7416153270904	130.0	4710.792884826823	24000.0	0.002960162223630534	0.105	0.5	5.753039868849038E-4	0.077	3.2	2.2871601381987417E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0458645320773641E-16	1.7493448833143387E-21	8.713743070674096E-17	2.261563938853728E-15	2.2871601381987417E-15	6.506332282167219E-18	9.938660192444278E-18	1.0084692943218398E-17	5.248034649943017E-19	5.2772953373999085E-14	6.589516505182103E-15	5.693090249499034E-14	8.625022040120491E-13	1.7590984457999692E-14	8.713743070674097E-15	1.130781969426864E-15	3.0867307639170555E-15	3.624564810647986E-14
17.0	7.64E-13	2.8E-13	0.08517622293130477	22.799945237847652	0.3299963083077573	9858.308296263676	949.8802194072347	3050.1197805927654	0.0013308831869719897	-59.9311021784448	138.01099524566592	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92345319265745	140000.0	-63.25163091335951	0.013274629833475745	-19.0	9.5	-0.7	0.7	200.0	-59.9311021784448	0.0	0.004035376117245692	6.51877575847945E-4	0.002	0.09204182230375636	0.03	239.52298509183277	2.5E-10	0.96	1.5E-8	0.6192056147731022	0.30501197805927655	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	364.61624747787147	10.0	0.172	11.5	100.0	0.34484169005098536	0.1	0.013025267915735349	17.0	26.0	1.0	0.001411646297092823	-14.0	7.0	11.549701759975548	20.0	-75.0	65.0	20.0	-2023.2582152604841	770.0	840.9149345352467	2000.0	0.1	0.01700019491133067	271.0	0.75	-5489.580409922344	-633.65681709282	1200.0	1704.789247460387	600.0	60.22352222250034	3000.0	676.1889599207759	130.0	4715.229823059251	24000.0	0.002961162553734528	0.105	0.5	5.753504899809148E-4	0.077	3.2	2.287159645670677E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0484832954658674E-16	1.7619521077194043E-21	8.715499140127966E-17	2.2623281910531796E-15	2.287159645670677E-15	6.5074634319516846E-18	9.941966325802815E-18	1.0084687181885064E-17	5.285856323158212E-19	5.30068688643951E-14	6.567412728328963E-15	5.689568751538938E-14	8.622078595779629E-13	1.76689562881317E-14	8.715499140127965E-15	1.1311640955265898E-15	3.0906553962634113E-15	3.628542438135637E-14
18.0	7.64E-13	2.8E-13	0.08519132123459833	22.799942646501815	0.32999612417025787	9858.32180366188	950.9209377650977	3049.0790622349023	0.0013377797835799955	-59.907931316383966	138.00862638104405	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92341656847248	140000.0	-63.247003056670685	0.013306615319961706	-19.0	9.5	-0.7	0.7	200.0	-59.907931316383966	0.0	0.004023752095296413	6.521601766561415E-4	0.002	0.09200193778718821	0.03	239.52396964313942	2.5E-10	0.96	1.5E-8	0.6201527667589098	0.30490790622349023	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	365.0682537382974	10.0	0.172	11.5	100.0	0.3450018836089445	0.1	0.013015570433664284	17.0	26.0	1.0	0.0014163201333300362	-14.0	7.0	11.55033874892292	20.0	-75.0	65.0	20.0	-2027.8716140226238	770.0	841.087697598492	2000.0	0.1	0.01711028647015737	271.0	0.75	-5486.48478218114	-631.719492218574	1200.0	1712.0435254182632	600.0	60.62859123409836	3000.0	677.5422971447246	130.0	4718.957240567756	24000.0	0.0029621828172627616	0.105	0.5	5.753979456564014E-4	0.077	3.2	2.2871591580251073E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.050874029135422E-16	1.7733623330214406E-21	8.717289709265606E-17	2.26310767238875E-15	2.2871591580251073E-15	6.508616942323313E-18	9.945338304042102E-18	1.0084681554643081E-17	5.3200869990643215E-19	5.323242551956045E-14	6.5473337018041564E-15	5.686360348428398E-14	8.619136693125622E-13	1.774414183985348E-14	8.717289709265607E-15	1.131553836194375E-15	3.0945900631739436E-15	3.632517982262674E-14
19.0	7.64E-13	2.8E-13	0.08520668286445263	22.79994013996626	0.3299959445012899	9858.334955880164	951.9611144035503	3048.0388855964497	0.0013444745447163614	-59.88683810074114	138.00621663235427	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92338090737648	140000.0	-63.242290542579084	0.013335798888107703	-19.0	9.5	-0.7	0.7	200.0	-59.88683810074114	0.0	0.0040131993565000555	6.524175442097522E-4	0.002	0.09196564459754933	0.03	239.5249283080517	2.5E-10	0.96	1.5E-8	0.6210761324423433	0.30480388855964496	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	365.5067126186663	10.0	0.172	11.5	100.0	0.345164878064057	0.1	0.01300589185675296	17.0	26.0	1.0	0.0014205883188368562	-14.0	7.0	11.550914091715967	20.0	-75.0	65.0	20.0	-2032.0777240408647	770.0	841.2634523530852	2000.0	0.1	0.017209733058188667	271.0	0.75	-5483.667285363142	-629.9609840964108	1200.0	1719.0502124090506	600.0	61.017077742306675	3000.0	678.808881530962	130.0	4722.032217866631	24000.0	0.002963221039656847	0.105	0.5	5.754462597145913E-4	0.077	3.2	2.2871586758001445E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0530536995599652E-16	1.783669281047693E-21	8.719111285205837E-17	2.263900874297831E-15	2.2871586758001445E-15	6.509790570844181E-18	9.948769599213066E-18	1.008467606395942E-17	5.351007843143079E-19	5.345028384958441E-14	6.52910798669649E-15	5.6834402086989085E-14	8.616196321804044E-13	1.7816761283194804E-14	8.719111285205837E-15	1.1319504371489156E-15	3.098533743177275E-15	3.6364914570215624E-14
20.0	7.64E-13	2.8E-13	0.08522228067422359	22.79993771958329	0.3299957693734277	9858.34776852931	953.0007527150211	3046.999247284979	0.0013509518640732418	-59.86765908660797	138.0037702790603	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.9233461670384	140000.0	-63.23750205700535	0.013362388857559656	-19.0	9.5	-0.7	0.7	200.0	-59.86765908660797	0.0	0.0040036282025291345	6.526516439117283E-4	0.002	0.09193265742867729	0.03	239.52586222423648	2.5E-10	0.96	1.5E-8	0.621977507908573	0.30469992472849794	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	365.93264126291837	10.0	0.172	11.5	100.0	0.34533038568069924	0.1	0.012996232101670417	17.0	26.0	1.0	0.0014244803157051425	-14.0	7.0	11.551433476992237	20.0	-75.0	65.0	20.0	-2035.9069368986104	770.0	841.4418871515104	2000.0	0.1	0.017299365428925784	271.0	0.75	-5481.105919884038	-628.3662687247619	1200.0	1725.8287512965123	600.0	61.38877150486398	3000.0	679.995374994762	130.0	4724.507181229188	24000.0	0.002964275394283443	0.105	0.5	5.754953450463207E-4	0.077	3.2	2.2871581994898794E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0550380561219933E-16	1.792959053627588E-21	8.720960637938649E-17	2.26470640123255E-15	2.2871581994898794E-15	6.510982243510683E-18	9.952254172496105E-18	1.0084670712051952E-17	5.378877160882764E-19	5.3661048389796724E-14	6.512579869666392E-15	5.680785531309569E-14	8.613257472225178E-13	1.7887016129932242E-14	8.720960637938647E-15	1.132353200616275E-15	3.102485489489909E-15	3.640462875371381E-14
21.0	7.64E-13	2.8E-13	0.08523808956321462	22.799935386555198	0.32999559885170665	9858.36025598267	954.0398558443007	3045.9601441556993	0.0013571997846200275	-59.8502439700758	138.00129127702976	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92331230848272	140000.0	-63.23264562861135	0.013386578643947171	-19.0	9.5	-0.7	0.7	200.0	-59.8502439700758	0.0	0.003994957005484147	6.528642861849811E-4	0.002	0.09190271434605589	0.03	239.52677243918086	2.5E-10	0.96	1.5E-8	0.6228585494778116	0.30459601441556994	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	366.3469774893854	10.0	0.172	11.5	100.0	0.34549814038549626	0.1	0.012986591087753737	17.0	26.0	1.0	0.0014280235879151385	-14.0	7.0	11.551902005374192	20.0	-75.0	65.0	20.0	-2039.3874550365194	770.0	841.6227138851339	2000.0	0.1	0.017379947272966503	271.0	0.75	-5478.7804736743155	-626.9216817445233	1200.0	1732.3969503369647	600.0	61.74359141592545	3000.0	681.1078991136504	130.0	4726.430305070848	24000.0	0.0029653441917761314	0.105	0.5	5.755451211205393E-4	0.077	3.2	2.2871577295476146E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0568417137568116E-16	1.801310801986475E-21	8.722834781418188E-17	2.2655229625169645E-15	2.2871577295476146E-15	6.5121900426295974E-18	9.955786438961421E-18	1.0084665500908157E-17	5.403932405959425E-19	5.3865272850815094E-14	6.49760772912394E-15	5.6783753678543976E-14	8.61032013549933E-13	1.7955090950271698E-14	8.722834781418188E-15	1.1327614812584822E-15	3.106444424750516E-15	3.6444322493252294E-14
22.0	7.64E-13	2.8E-13	0.08525408632882193	22.799933141954835	0.3299954329941907	9858.37243148025	955.0784267093235	3044.9215732906764	0.0013632095349739048	-59.83445447088062	137.99878328190505	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.9232792958071	140000.0	-63.227728676388814	0.013408547763511927	-19.0	9.5	-0.7	0.7	200.0	-59.83445447088062	0.0	0.003987111391683842	6.530571392072903E-4	0.002	0.09187557473581968	0.03	239.52765991777693	2.5E-10	0.96	1.5E-8	0.6237207850653904	0.30449215732906765	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	366.7505862509862	10.0	0.172	11.5	100.0	0.345667896201862	0.1	0.012976968736797177	17.0	26.0	1.0	0.0014312437191294038	-14.0	7.0	11.552324258721724	20.0	-75.0	65.0	20.0	-2042.545441566197	770.0	841.80566628393	2000.0	0.1	0.01745218103647627	271.0	0.75	-5476.672367444884	-625.6147798223084	1200.0	1738.7711315899203	600.0	62.08156839751386	3000.0	682.1520822103803	130.0	4727.8458758215465	24000.0	0.0029664258701096206	0.105	0.5	5.755955135093336E-4	0.077	3.2	2.287157266388869E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0584782305882764E-16	1.808797329789736E-21	8.724730955940613E-17	2.26634936476375E-15	2.287157266388869E-15	6.513412195521996E-18	9.959361234749623E-18	1.0084660432302469E-17	5.4263919893692085E-19	5.4063464733064836E-14	6.4840625985625576E-15	5.676190462190894E-14	8.607384303378083E-13	1.8021154911021613E-14	8.724730955940613E-15	1.133174682381875E-15	3.1104097361042345E-15	3.648399590029616E-14
23.0	7.64E-13	2.8E-13	0.08527024952885129	22.799930986735383	0.32999527185249933	9858.384307223274	956.1164680200657	3043.8835319799346	0.0013689751139931428	-59.82016331993512	137.99624967087584	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92324709592603	140000.0	-63.222758053973614	0.013428462778090573	-19.0	9.5	-0.7	0.7	200.0	-59.82016331993512	0.0	0.003980023521013082	6.532317405115114E-4	0.002	0.09185101745517933	0.03	239.5285255492134	2.5E-10	0.96	1.5E-8	0.6245656245364662	0.30438835319799346	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	367.1442655230475	10.0	0.172	11.5	100.0	0.3458394257923985	0.1	0.012967364972860529	17.0	26.0	1.0	0.0014341645261582551	-14.0	7.0	11.552704360194287	20.0	-75.0	65.0	20.0	-2045.4051608317232	770.0	841.9904983326959	2000.0	0.1	0.01751671317297284	271.0	0.75	-5474.764514857484	-624.4342184071129	1200.0	1744.9662641774753	600.0	62.40282981156501	3000.0	683.1331018373469	130.0	4728.794621521035	24000.0	0.002967518985360442	0.105	0.5	5.756464534454088E-4	0.077	3.2	2.2871568103941595E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0599601807699245E-16	1.8154856374537846E-21	8.726646611729241E-17	2.2671845048153776E-15	2.2871568103941595E-15	6.514647064004239E-18	9.96297378652141E-18	1.008465550781238E-17	5.446456912361354E-19	5.4256089470201847E-14	6.47182689959178E-15	5.6742131055163845E-14	8.604449968200879E-13	1.8085363156733952E-14	8.726646611729242E-15	1.1335922524076888E-15	3.114380670616512E-15	3.6523649078366513E-14
24.0	7.64E-13	2.8E-13	0.08528655935336918	22.799928921739433	0.3299951154722959	9858.395894460284	957.1539822957532	3042.846017704247	0.0013744929191690839	-59.80725334044553	137.99369356295176	26.73	2600.0	-75.01470050173072	8000.0	132400.0	70.92321567833734	140000.0	-63.217740090891475	0.013446478182789984	-19.0	9.5	-0.7	0.7	200.0	-59.80725334044553	0.0	0.003973631448894535	6.533895075656769E-4	0.002	0.09182883916140783	0.03	239.5293701532495	2.5E-10	0.96	1.5E-8	0.6253943691567487	0.3042846017704247	1.0E-4	0.047196800000000004	1.72E-17	0.9900000000000001	2.0E-4	4950.0	13572.096	6.0E-7	150400.0	367.52875167647744	10.0	0.172	11.5	100.0	0.34601251910236464	0.1	0.012957779722094713	17.0	26.0	1.0	0.0014368081678009378	-14.0	7.0	11.553046026463141	20.0	-75.0	65.0	20.0	-2047.9891101452333	770.0	842.1769827965614	2000.0	0.1	0.017574138892243286	271.0	0.75	-5473.041195945128	-623.369643626122	1200.0	1750.9960841786092	600.0	62.70758532547343	3000.0	684.055723181011	130.0	4729.314010831872	24000.0	0.002968622203110417	0.105	0.5	5.756978774100424E-4	0.077	3.2	2.2871563619115908E-15	1.0E-16	1.2E-15	6158.0	0.01	9.6485E16	1.0E-4	0.03	3.0E-4	0.4	4.0E-5	3.7E-4	5.0E-5	5.0E-5	1.0612992227523622E-16	1.8214374143383208E-21	8.7285793936525E-17	2.2680273631763587E-15	2.2871563619115908E-15	6.515893134597406E-18	9.966619683031924E-18	1.0084650728833363E-17	5.464312243014962E-19	5.4443574156975987E-14	6.46079332151238E-15	5.672427005177103E-14	8.601517122846365E-13	1.8147858052325328E-14	8.7285793936525E-15	1.1340136815881793E-15	3.1183565309967323E-15	3.6563282123697776E-14
