time	Cytosol	Endoplasmic_Reticulum	CaER	Ca_Cyt	n	n0	kbN	kappa	p1	p11	p12	K1	p2	K2	p3	k31	K3	Jch	Jleak	Jpump
10.0	1.0	1.0	-0.7761426036644068	0.7761426036644069	4.9730482120036585	1.0	0.5	5.0	0.598919015032379	0.2	0.8	5.0	0.5257910731237582	0.7	0.6465622932398225	0.5	0.7	1.6288521691157283	0.5	1.7717266582363265
11.0	1.0	1.0	-1.0602561228435172	1.0602561228435172	4.983652914246144	1.0	0.5	5.0	0.5993450459107796	0.2	0.8	5.0	0.6023305978511694	0.7	0.522097024359887	0.5	0.7	1.5078323279664074	0.5	1.8276242666922138
12.0	1.0	1.0	-1.1271634458877946	1.1271634458877944	4.990084991293335	1.0	0.5	5.0	0.5996030060318684	0.2	0.8	5.0	0.6168925108613481	0.7	0.44065339185050384	0.5	0.7	1.3039483938161471	0.5	1.8370225248558396
13.0	1.0	1.0	-1.0298913783665682	1.029891378366568	4.99398624322809	1.0	0.5	5.0	0.5997593049809935	0.2	0.8	5.0	0.5953503157747583	0.7	0.4125987641837015	0.5	0.7	1.1786028656712502	0.5	1.8229918345875593
14.0	1.0	1.0	-0.8647947021682675	0.8647947021682673	4.996352472137782	1.0	0.5	5.0	0.5998540456482548	0.2	0.8	5.0	0.552656972170189	0.7	0.4207844657833722	0.5	0.7	1.1159659173654928	0.5	1.7927020126141628
15.0	1.0	1.0	-0.6877421774194138	0.6877421774194136	4.997787662519409	1.0	0.5	5.0	0.5999114869186957	0.2	0.8	5.0	0.4955835374970801	0.7	0.450504630031132	0.5	0.7	1.0715027620655715	0.5	1.7461098240858632
16.0	1.0	1.0	-0.5167654797923517	0.5167654797923517	4.99865814948839	1.0	0.5	5.0	0.5999463187763179	0.2	0.8	5.0	0.42470425761958724	0.7	0.49406748051548843	0.5	0.7	1.0071061875764917	0.5	1.6757276362689193
17.0	1.0	1.0	-0.3446525120062489	0.3446525120062488	4.999186126523958	1.0	0.5	5.0	0.5999674424111825	0.2	0.8	5.0	0.32992072296303177	0.7	0.5497820344703246	0.5	0.7	0.8705982906335938	0.5	1.550210569827638
18.0	1.0	1.0	-0.15820754258678732	0.1582075425867872	4.999506360783654	1.0	0.5	5.0	0.5999802534565795	0.2	0.8	5.0	0.18434648349736252	0.7	0.6223200853113084	0.5	0.7	0.5506499698315329	0.5	1.225429288407494
19.0	1.0	1.0	-0.0693245970327099	0.06932459703270981	4.999700592680449	1.0	0.5	5.0	0.5999880233486283	0.2	0.8	5.0	0.09011098475220376	0.7	0.7069839547600963	0.5	0.7	0.3057875937895279	0.5	0.818836698832572
20.0	1.0	1.0	-0.07196921014107897	0.07196921014107888	4.99981840028095	1.0	0.5	5.0	0.5999927358793218	0.2	0.8	5.0	0.09322808370547106	0.7	0.7717942141717659	0.5	0.7	0.3453697174944431	0.5	0.8370011129554795
21.0	1.0	1.0	-0.081167785357575	0.0811677853575749	4.999889854202602	1.0	0.5	5.0	0.5999955941195751	0.2	0.8	5.0	0.10390569974723271	0.7	0.8134199058645463	0.5	0.7	0.40568805059087243	0.5	0.8960509750381088
22.0	1.0	1.0	-0.0910295944907819	0.09102959449078181	4.999933193196839	1.0	0.5	5.0	0.5999973277100209	0.2	0.8	5.0	0.1150773563021764	0.7	0.8383552716282875	0.5	0.7	0.4630813373561382	0.5	0.9530418020666893
23.0	1.0	1.0	-0.10124406152770297	0.10124406152770288	4.9999594796256055	1.0	0.5	5.0	0.5999983791784567	0.2	0.8	5.0	0.12635857960015895	0.7	0.8516701456102981	0.5	0.7	0.5165545880500095	0.5	1.0061818546011188
24.0	1.0	1.0	-0.111813937877521	0.1118139378775209	4.999975423150587	1.0	0.5	5.0	0.5999990169236074	0.2	0.8	5.0	0.1377334542565964	0.7	0.8569468519236774	0.5	0.7	0.5665442718808482	0.5	1.0557750731415616
25.0	1.0	1.0	-0.12287059342652124	0.12287059342652115	4.999985093387312	1.0	0.5	5.0	0.5999994037346037	0.2	0.8	5.0	0.14931946093112267	0.7	0.8566606813202509	0.5	0.7	0.6139967232754093	0.5	1.102618264145563
26.0	1.0	1.0	-0.13475361227681054	0.13475361227681046	4.999990958682372	1.0	0.5	5.0	0.5999996383469679	0.2	0.8	5.0	0.16142920533074037	0.7	0.8524535462755951	0.5	0.7	0.6605319149326863	0.5	1.1480429286678264
27.0	1.0	1.0	-0.14824011784238364	0.14824011784238356	4.999994516163655	1.0	0.5	5.0	0.5999997806464259	0.2	0.8	5.0	0.17476197449780242	0.7	0.8452821438463233	0.5	0.7	0.7090709878094769	0.5	1.1943284520716064
28.0	1.0	1.0	-0.1651505137261063	0.16515051372610623	4.999996673885123	1.0	0.5	5.0	0.5999998669553607	0.2	0.8	5.0	0.1908922333234497	0.7	0.8354018917004233	0.5	0.7	0.7654641478459032	0.5	1.2457114369139224
29.0	1.0	1.0	-0.19013400202757233	0.19013400202757225	4.99999798260935	1.0	0.5	5.0	0.5999999193043577	0.2	0.8	5.0	0.21360154942343476	0.7	0.8220189142476244	0.5	0.7	0.8428055525943372	0.5	1.3106633534769447
30.0	1.0	1.0	-0.2364977497422945	0.2364977497422944	4.999998776390718	1.0	0.5	5.0	0.5999999510556226	0.2	0.8	5.0	0.25253424240194267	0.7	0.8020210911446424	0.5	0.7	0.9721813061797524	0.5	1.4056423849693815
31.0	1.0	1.0	-0.34337884855239176	0.3433788485523916	4.999999257843455	1.0	0.5	5.0	0.599999970313736	0.2	0.8	5.0	0.32910275019356916	0.7	0.7661755237208749	0.5	0.7	1.2103222056569392	0.5	1.5489184911436586
32.0	1.0	1.0	-0.5798961460378618	0.5798961460378618	4.999999549859301	1.0	0.5	5.0	0.5999999819943713	0.2	0.8	5.0	0.4530806251999663	0.7	0.6949174730256845	0.5	0.7	1.5112974417230154	0.5	1.7058374265459324
33.0	1.0	1.0	-0.8916238037618263	0.8916238037618263	4.999999726975865	1.0	0.5	5.0	0.5999999890790344	0.2	0.8	5.0	0.5601975803920878	0.7	0.5848753429254367	0.5	0.7	1.5726995806758828	0.5	1.7983106100909645
34.0	1.0	1.0	-1.070845418757344	1.0708454187573437	4.999999834402492	1.0	0.5	5.0	0.5999999933760995	0.2	0.8	5.0	0.6047085801022591	0.7	0.4843854621700705	0.5	0.7	1.4059778007232298	0.5	1.8291832578443474
35.0	1.0	1.0	-1.0608478555757423	1.0608478555757421	4.999999899560033	1.0	0.5	5.0	0.5999999959824013	0.2	0.8	5.0	0.602464234610933	0.7	0.4309501912126579	0.5	0.7	1.246233961756192	0.5	1.8277121338172204
36.0	1.0	1.0	-0.938038119163459	0.9380381191634588	4.999999939080081	1.0	0.5	5.0	0.5999999975632033	0.2	0.8	5.0	0.5726595176200857	0.7	0.4204345568093857	0.5	0.7	1.1556760776741517	0.5	1.8073288482303738
37.0	1.0	1.0	-0.7756618997337146	0.7756618997337142	4.999999963050201	1.0	0.5	5.0	0.5999999985220081	0.2	0.8	5.0	0.5256365972948707	0.7	0.4376784020187637	0.5	0.7	1.1042869698234652	0.5	1.7716013451529418
38.0	1.0	1.0	-0.609837665117004	0.6098376651170039	4.999999977588814	1.0	0.5	5.0	0.5999999991035525	0.2	0.8	5.0	0.46558263009067535	0.7	0.4720409562808441	0.5	0.7	1.0549155341154866	0.5	1.7182454386003403
39.0	1.0	1.0	-0.44741731681454167	0.44741731681454155	4.999999986406928	1.0	0.5	5.0	0.5999999994562772	0.2	0.8	5.0	0.3899342551815942	0.7	0.5186433840999853	0.5	0.7	0.9707367432029824	0.5	1.6346480210677048
40.0	1.0	1.0	-0.2749133196512769	0.2749133196512768	4.999999991755386	1.0	0.5	5.0	0.5999999996702154	0.2	0.8	5.0	0.28198744863760034	0.7	0.5782824613333605	0.5	0.7	0.7827282997134577	0.5	1.4665433594463149
41.0	1.0	1.0	-0.1048379660476994	0.10483796604769924	4.9999999949993885	1.0	0.5	5.0	0.5999999997999756	0.2	0.8	5.0	0.1302597174466369	0.7	0.6565136141608504	0.5	0.7	0.41048293368937705	0.5	1.0236185026684588
42.0	1.0	1.0	-0.06830773435798969	0.06830773435798954	4.9999999969669755	1.0	0.5	5.0	0.599999999878679	0.2	0.8	5.0	0.0889067378907341	0.7	0.7355460850194139	0.5	0.7	0.3138960142759376	0.5	0.8117004797022506
43.0	1.0	1.0	-0.07545123099196811	0.07545123099196795	4.999999998160378	1.0	0.5	5.0	0.5999999999264152	0.2	0.8	5.0	0.09729977589364285	0.7	0.7904728345449216	0.5	0.7	0.36918158228064385	0.5	0.8600820930737391
44.0	1.0	1.0	-0.08498574948459853	0.08498574948459836	4.9999999988842125	1.0	0.5	5.0	0.5999999999553685	0.2	0.8	5.0	0.1082640666284679	0.7	0.8248463792316462	0.5	0.7	0.4286458720931649	0.5	0.9188356370302367
45.0	1.0	1.0	-0.09499033071943651	0.09499033071943634	4.999999999323241	1.0	0.5	5.0	0.5999999999729297	0.2	0.8	5.0	0.11948614599308859	0.7	0.8447208817803628	0.5	0.7	0.48447572447647275	0.5	0.974308114345568
46.0	1.0	1.0	-0.105335637603611	0.10533563760361084	4.999999999589525	1.0	0.5	5.0	0.599999999983581	0.2	0.8	5.0	0.13079718900439052	0.7	0.8545321907485215	0.5	0.7	0.5364979606109359	0.5	1.0259849564638701
47.0	1.0	1.0	-0.11607111140531898	0.11607111140531881	4.999999999751035	1.0	0.5	5.0	0.5999999999900414	0.2	0.8	5.0	0.142231614111959	0.7	0.8573883322887683	0.5	0.7	0.585349086816807	0.5	1.0743788065919264
48.0	1.0	1.0	-0.12739339427138283	0.12739339427138266	4.999999999848995	1.0	0.5	5.0	0.5999999999939598	0.2	0.8	5.0	0.15396955686788816	0.7	0.8554123913379837	0.5	0.7	0.6321958407949632	0.5	1.120466974685685
49.0	1.0	1.0	-0.13977326407346025	0.13977326407346008	4.99999999990841	1.0	0.5	5.0	0.5999999999963364	0.2	0.8	5.0	0.1664416694995344	0.7	0.8499679045761719	0.5	0.7	0.6790563698775128	0.5	1.1658786446735554
50.0	1.0	1.0	-0.1542871808192817	0.15428718081928153	4.999999999944448	1.0	0.5	5.0	0.599999999997778	0.2	0.8	5.0	0.18060341332912955	0.7	0.8417513223446349	0.5	0.7	0.729711177548095	0.5	1.213487682093824
51.0	1.0	1.0	-0.17352875157880132	0.17352875157880115	4.999999999966306	1.0	0.5	5.0	0.5999999999986523	0.2	0.8	5.0	0.19865259302017046	0.7	0.8306790701560237	0.5	0.7	0.7920794460177962	0.5	1.2688154395265396
52.0	1.0	1.0	-0.20442134363863992	0.20442134363863973	4.999999999979563	1.0	0.5	5.0	0.5999999999991825	0.2	0.8	5.0	0.22602445760094314	0.7	0.8152917988351912	0.5	0.7	0.8845242557662574	0.5	1.3430158424193543
53.0	1.0	1.0	-0.26746845514642864	0.26746845514642853	4.999999999987605	1.0	0.5	5.0	0.5999999999995043	0.2	0.8	5.0	0.27646219752554785	0.7	0.7907482617488347	0.5	0.7	1.049337610235565	0.5	1.4557355952627167
54.0	1.0	1.0	-0.41784107240908136	0.4178410724090812	4.999999999992482	1.0	0.5	5.0	0.5999999999996992	0.2	0.8	5.0	0.3737929145049069	0.7	0.743727920416025	0.5	0.7	1.3344010894600324	0.5	1.61378111807631
55.0	1.0	1.0	-0.704455787524883	0.7044557875248827	4.99999999999544	1.0	0.5	5.0	0.5999999999998176	0.2	0.8	5.0	0.5015863039493522	0.7	0.6547189368010904	0.5	0.7	1.5763106478509212	0.5	1.7513847210729232
56.0	1.0	1.0	-0.9856668004811658	0.9856668004811653	4.999999999997234	1.0	0.5	5.0	0.5999999999998894	0.2	0.8	5.0	0.5847340650001599	0.7	0.541238991636978	0.5	0.7	1.5191082034388128	0.5	1.8157814166267583
57.0	1.0	1.0	-1.0862486512784424	1.0862486512784417	4.999999999998322	1.0	0.5	5.0	0.5999999999999328	0.2	0.8	5.0	0.6081172688365638	0.7	0.4574957017649394	0.5	0.7	1.3354129759763085	0.5	1.8314012835467028
58.0	1.0	1.0	-1.021394266688297	1.0213942666882965	4.999999999998982	1.0	0.5	5.0	0.5999999999999593	0.2	0.8	5.0	0.5933528921606701	0.7	0.4225978403462383	0.5	0.7	1.2035983237933279	0.5	1.8216505952089086
59.0	1.0	1.0	-0.8764577324827759	0.8764577324827756	4.999999999999383	1.0	0.5	5.0	0.5999999999999753	0.2	0.8	5.0	0.5559665282636126	0.7	0.4245994760670155	0.5	0.7	1.1331028637352853	0.5	1.795178026301791
60.0	1.0	1.0	-0.7102988259262726	0.7102988259262725	4.999999999999625	1.0	0.5	5.0	0.599999999999985	0.2	0.8	5.0	0.5036512921009874	0.7	0.44946919313384265	0.5	0.7	1.0866035514309236	0.5	1.753177477739308
61.0	1.0	1.0	-0.5462690009985292	0.546269000998529	4.9999999999997735	1.0	0.5	5.0	0.599999999999991	0.2	0.8	5.0	0.43832350845672186	0.7	0.4889049757715425	0.5	0.7	1.0286330125542138	0.5	1.6905313426901392
62.0	1.0	1.0	-0.38233407677889025	0.38233407677889003	4.999999999999862	1.0	0.5	5.0	0.5999999999999945	0.2	0.8	5.0	0.3532495973117153	0.7	0.5401557392572546	0.5	0.7	0.9158870274155295	0.5	1.5853496370490046
63.0	1.0	1.0	-0.2020510974293585	0.20205109742935828	4.9999999999999165	1.0	0.5	5.0	0.5999999999999968	0.2	0.8	5.0	0.22399074509765382	0.7	0.6065273237556896	0.5	0.7	0.6521112344165861	0.5	1.3378603762670496
64.0	1.0	1.0	-0.07594174294845452	0.07594174294845435	4.999999999999949	1.0	0.5	5.0	0.599999999999998	0.2	0.8	5.0	0.09787041828667174	0.7	0.6896881602247369	0.5	0.7	0.3240003298970874	0.5	0.8632600959364487
65.0	1.0	1.0	-0.0703419421569657	0.07034194215696554	4.99999999999997	1.0	0.5	5.0	0.5999999999999988	0.2	0.8	5.0	0.09131262145743664	0.7	0.7599170111054163	0.5	0.7	0.33307206899584996	0.5	0.8258910432305312
66.0	1.0	1.0	-0.07909758353030709	0.07909758353030694	4.999999999999981	1.0	0.5	5.0	0.5999999999999992	0.2	0.8	5.0	0.10152461668780165	0.7	0.8059953971906587	0.5	0.7	0.392776194009187	0.5	0.8832903489948207
67.0	1.0	1.0	-0.08885660146647278	0.08885660146647263	4.9999999999999885	1.0	0.5	5.0	0.5999999999999995	0.2	0.8	5.0	0.11263973870699635	0.7	0.8340676735102914	0.5	0.7	0.4509559910791272	0.5	0.9409954513265683
68.0	1.0	1.0	-0.09899618941249949	0.09899618941249937	4.999999999999994	1.0	0.5	5.0	0.5999999999999999	0.2	0.8	5.0	0.12390070281222633	0.7	0.8495599158987319	0.5	0.7	0.505253139172554	0.5	0.9949556290979028
69.0	1.0	1.0	-0.10948152736480891	0.10948152736480879	4.999999999999996	1.0	0.5	5.0	0.5999999999999999	0.2	0.8	5.0	0.13524895091950478	0.7	0.8563414221147897	0.5	0.7	0.555932539055722	0.5	1.0452618781430634
70.0	1.0	1.0	-0.12041216902216001	0.12041216902215987	4.999999999999997	1.0	0.5	5.0	0.6	0.2	0.8	5.0	0.1467703351666246	0.7	0.8571003390371587	0.5	0.7	0.6038251393531745	0.5	1.0926090837575655
71.0	1.0	1.0	-0.1320693628630412	0.13206936286304105	4.999999999999998	1.0	0.5	5.0	0.5999999999999999	0.2	0.8	5.0	0.15872398234758672	0.7	0.8536425963817343	0.5	0.7	0.6503690515163638	0.5	1.13818869698008
72.0	1.0	1.0	-0.14510259246793822	0.14510259246793808	4.999999999999999	1.0	0.5	5.0	0.6	0.2	0.8	5.0	0.17169819825566687	0.7	0.8470683805974529	0.5	0.7	0.6981125507900552	0.5	1.1840151587700483
73.0	1.0	1.0	-0.16101579346838235	0.1610157934683822	4.999999999999999	1.0	0.5	5.0	0.6	0.2	0.8	5.0	0.1870067827905586	0.7	0.8377992278056313	0.5	0.7	0.752035863438458	0.5	1.2337628411583963
74.0	1.0	1.0	-0.18356387340701574	0.18356387340701558	4.999999999999999	1.0	0.5	5.0	0.6	0.2	0.8	5.0	0.20775393713099055	0.7	0.8253300354230259	0.5	0.7	0.8230347085996489	0.5	1.2946915359950366
75.0	1.0	1.0	-0.2232392811584983	0.2232392811584981	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.24180002488452748	0.7	0.8072542858201494	0.5	0.7	0.9369317107173772	0.5	1.3812633189778336
76.0	1.0	1.0	-0.31138210345079204	0.3113821034507918	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.3078778064080525	0.7	0.7761897103842342	0.5	0.7	1.1470636098700784	0.5	1.5138339798393214
77.0	1.0	1.0	-0.5160307691537543	0.516030769153754	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.4243566711004066	0.7	0.7144234529233755	0.5	0.7	1.4552177195453841	0.5	1.6753408920227453
78.0	1.0	1.0	-0.8285936212817006	0.8285936212817003	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.5420627233724412	0.7	0.610167386135104	0.5	0.7	1.5875951761989047	0.5	1.7846205321506
79.0	1.0	1.0	-1.0492899371784652	1.0492899371784647	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.5998376340464908	0.7	0.502753855979255	0.5	0.7	1.4475392806960634	0.5	1.82597950827708
80.0	1.0	1.0	-1.0757867210906824	1.075786721090682	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.6058085176073046	0.7	0.43841364267356703	0.5	0.7	1.2748546510410828	0.5	1.8299011237221012
81.0	1.0	1.0	-0.9700979606339875	0.970097960633987	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.5808629095419813	0.7	0.41987375882794475	0.5	0.7	1.1706676473270152	0.5	1.8131012231053045
82.0	1.0	1.0	-0.8120266763268329	0.8120266763268326	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.537045204982421	0.7	0.4321936110783036	0.5	0.7	1.1141160309774736	0.5	1.7807081687506163
83.0	1.0	1.0	-0.6455277548657415	0.6455277548657412	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.47975803734360944	0.7	0.46343101001385223	0.5	0.7	1.0672068086803794	0.5	1.7317336629056592
84.0	1.0	1.0	-0.48292273946033976	0.4829227394603396	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.40824537676962186	0.7	0.5075126721751146	0.5	0.7	0.994510569923939	0.5	1.6569013585142403
85.0	1.0	1.0	-0.31436837299689646	0.31436837299689635	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.3099153930323282	0.7	0.5639101146456782	0.5	0.7	0.838869239113539	0.5	1.5173376805920031
86.0	1.0	1.0	-0.1340699061242935	0.1340699061242934	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.16074180969708102	0.7	0.6379912616475742	0.5	0.7	0.49224897584714405	0.5	1.1455544058970226
87.0	1.0	1.0	-0.06851646600673349	0.06851646600673343	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.08915419387531134	0.7	0.7202305376795547	0.5	0.7	0.30821555035777326	0.5	0.8131723579343957
88.0	1.0	1.0	-0.07350678071851945	0.07350678071851939	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.09503055765101129	0.7	0.7805020891367515	0.5	0.7	0.35602343413653514	0.5	0.8473072973184798
89.0	1.0	1.0	-0.08285847140427598	0.08285847140427592	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.10584093349037413	0.7	0.8187813186702719	0.5	0.7	0.41597077964419726	0.5	0.9062579465742858
90.0	1.0	1.0	-0.09278261173079626	0.0927826117307962	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.1170341154786859	0.7	0.8413810215926361	0.5	0.7	0.47265736148470705	0.5	0.9625620370820465
91.0	1.0	1.0	-0.10305361751659578	0.10305361751659571	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.12832719418571828	0.7	0.8530786948904924	0.5	0.7	0.5254713376075745	0.5	1.0150384787719733
92.0	1.0	1.0	-0.1136936063579606	0.11369360635796051	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.13972532839092305	0.7	0.8572385388302749	0.5	0.7	0.574934094467593	0.5	1.064080561844336
93.0	1.0	1.0	-0.12486062335127562	0.12486062335127553	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.15137178308256125	0.7	0.8561746648836884	0.5	0.7	0.6220832911370797	0.5	1.1105601460173773
94.0	1.0	1.0	-0.13694749236158793	0.13694749236158785	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.16362734055773023	0.7	0.8514030585061382	0.5	0.7	0.6687015273891697	0.5	1.155931138976584
95.0	1.0	1.0	-0.15085152184934053	0.15085152184934053	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.17729476644933553	0.7	0.843765825142443	0.5	0.7	0.7180572715514897	0.5	1.202715620277885
96.0	1.0	1.0	-0.16869849541675289	0.16869849541675289	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.19419683158979203	0.7	0.8333756284931393	0.5	0.7	0.7768267515720926	0.5	1.2556713066450227
97.0	1.0	1.0	-0.19602286989956083	0.1960228698995609	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.21876994046093262	0.7	0.8191704937334123	0.5	0.7	0.8602074246787748	0.5	1.3243765251385509
98.0	1.0	1.0	-0.24893824531298436	0.24893824531298442	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.26233345166826755	0.7	0.7973548054779347	0.5	0.7	1.004029623961472	0.5	1.426832676880668
99.0	1.0	1.0	-0.3735336735457263	0.3735336735457263	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.3479477940472968	0.7	0.7569903746046559	0.5	0.7	1.2642870286018892	0.5	1.5776435527753716
100.0	1.0	1.0	-0.6341403247771237	0.6341403247771238	5.0	1.0	0.5	5.0	0.6000000000000001	0.2	0.8	5.0	0.4753175606794291	0.7	0.677830273730724	0.5	0.7	1.5464862348689161	0.5	1.727572518154867
