time	cell	PX	PY	PZ	X	Y	Z	beta	alpha0	alpha	eff	n	KM	tau_mRNA	tau_prot	t_ave	kd_mRNA	kd_prot	k_tl	a_tr	ps_a	ps_0	a0_tr	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
54.0	1.0	247.15972916785518	101.87480842834232	974.4567687610861	0.28925602804095024	1.73040722161189	13.312801407352733	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.10024850014827656	0.599713443440425	4.613865380430509	2.0049700029655315	11.9942688688085	92.27730760861019	17.131806942065847	7.061423623219003	67.54419618443013	0.0804139133370961	0.7949319204276917	4.033180173243288
55.0	1.0	232.4827723485268	107.32935588658992	996.2381116854081	0.2714682029279228	1.9378475364701329	12.668057431915075	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.09408370973558239	0.6716067781296542	4.390414146051698	1.8816741947116478	13.432135562593084	87.80828292103396	16.114477818214095	7.439504042410477	69.05396382811044	0.07823706294468676	0.8916984199956026	3.684992090375489
56.0	1.0	218.68238472724238	113.89507267424392	1011.8457235965018	0.2573699251832862	2.1714992012424856	11.909795060585926	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08919761900085946	0.7525842744647011	4.127620433645949	1.783952380017189	15.051685489294021	82.55240867291899	15.157907841181329	7.8946048503822235	70.13580104725528	0.07676274080787081	1.000256448048498	3.32067470521885
57.0	1.0	205.72275827017137	121.68246388854034	1021.0162482092213	0.24644448835956947	2.4341616815121667	11.063254529378476	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08541115113548692	0.843616153283607	3.8342318424278674	1.7082230227097384	16.872323065672138	76.68463684855735	14.259614987198445	8.434385676792909	70.77145337521151	0.07592777118672042	1.121757210355215	2.952722297583996
58.0	1.0	193.56739500447057	130.81398077046612	1023.683494031532	0.2382823558847672	2.7288050265247787	10.156443830748755	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08258237157935394	0.9457317552167286	3.5199552028994745	1.6516474315870788	18.91463510433457	70.39910405798949	13.417069409568201	9.067334194887149	70.956332767371	0.07568911430074594	1.257387813451367	2.59259285282263
59.0	1.0	182.17981645444954	141.42428707406089	1019.9768558435152	0.23256560429190754	3.0585404432910908	9.218077961301617	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.0806010964550778	1.0600093424478925	3.194742374528992	1.6120219291015563	21.20018684895785	63.89484749057984	12.627742613033002	9.802784584808562	70.69940818643303	0.07602127910524617	1.4083474885760665	2.2499148031224006
60.0	1.0	171.52412973400956	153.66037216110976	1010.2062433656644	0.22905517756736649	3.4265776842854927	8.275572080257541	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.07938447526173885	1.1875613304160577	2.868094727475558	1.587689505234777	23.751226608321158	57.36189454951116	11.8891466923127	10.650925372726514	70.02216093729642	0.07691441021532172	1.575815126698993	1.9319884192554062
61.0	1.0	161.56548719882517	167.680319839134	994.8341460612847	0.2275796547753102	3.8361422715158833	7.353380471832134	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.07887309803015598	1.3295055998640293	2.548487470817502	1.5774619606031195	26.590111997280587	50.96974941635004	11.198866192765959	11.62271409318856	68.95664834671403	0.07837308879396085	1.760906259986383	1.6436386840678368
62.0	1.0	152.27042796432363	183.6537685320179	974.443299679259	0.22802807568694822	4.290425852912762	6.471817490877717	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.07902850887545898	1.4869482916739896	2.2429610234502144	1.5805701775091796	29.738965833479792	44.85922046900429	10.554581782612717	12.7299091857177	67.54326257882082	0.08041530467828872	1.9646184157713618	1.387309805100025
63.0	1.0	143.60717464718863	201.75976792154444	949.6971472399641	0.2303430854439559	4.792446768320447	5.6463654243824655	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.0798308301184783	1.6609354827224696	1.9568811371609325	1.596616602369566	33.21870965444939	39.13762274321865	9.954090821487846	13.984921428524741	65.82798999952043	0.08307215343846674	2.1877624770821082	1.1634293502485256
64.0	1.0	135.5458620015515	222.18459002052165	921.3016339689824	0.2345162347464524	5.344909496231278	4.887598364104873	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08127713345501887	1.8524044738303937	1.6939125128943469	1.6255426691003776	37.04808947660788	33.87825025788694	9.395323208294284	15.400662213659194	63.85976300308708	0.08638780107858872	2.4308795166995383	0.9708626827067588
65.0	1.0	128.0587246195649	245.1185765666884	889.9704526505271	0.24058480914114638	5.950026308779095	4.201517402623491	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08338034107086909	2.062121980093864	1.4561349708510085	1.6676068214173818	41.24243960187728	29.122699417020172	8.876354391615386	16.99032502500671	61.68805100363711	0.0904197778532056	2.6941425388501594	0.8073926263810225
66.0	1.0	121.12025553693839	270.75186553342127	856.3959059900426	0.2486299779403751	6.6093011700038184	3.5901758225475735	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.0861685841060262	2.290609235729847	1.2442601245566665	1.723371682120524	45.812184714596945	24.88520249113333	8.395416363412894	18.767089222583635	59.3608407680078	0.09523957830154792	2.977243837222637	0.6701574425058668
67.0	1.0	114.7073459335977	299.26882472808234	821.2264924198882	0.2587761219941773	7.323275987520142	3.0524572881320235	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.08968496967825022	2.5380540516059678	1.0579010815241843	1.7936993935650045	50.76108103211936	21.158021630483688	7.950907342338755	20.74373420897587	56.92308278219788	0.10093355218803385	3.279270253407536	0.5560096280113519
68.0	1.0	108.79941469037301	330.8410366828646	785.0513763643402	0.27119123761236336	8.09124188288738	2.584888473824691	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.09398772087178592	2.804210749175965	0.8958540788467422	1.8797544174357186	56.0842149835193	17.917081576934844	7.541400753920434	22.932153179025704	54.415614812164684	0.10760407911773735	3.598570687867896	0.4617829743885621
69.0	1.0	103.37853540604027	365.6187181893006	748.3912018622386	0.28608834101504776	8.910922080261827	2.1823997245173623	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.09915066348282625	3.088290258061424	0.7563621079520055	1.9830132696565252	61.76580516122848	15.12724215904011	7.165654034711329	25.342758367285487	51.87452515266796	0.11537102670305249	3.932622732041936	0.38447255119310975
70.0	1.0	98.42956755493236	403.7205260131954	711.6942813966289	0.3037278221684764	9.778138116771283	1.8389812422317575	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.10526404179684593	3.3888444333828738	0.6373423315777843	2.1052808359369184	67.77688866765747	12.746846631555686	6.822617723443603	27.983774434022443	49.33088845707096	0.1243734977673679	4.2779081126831455	0.3213416570928348
71.0	1.0	93.94029775255814	445.2218018281699	675.337006926072	0.32442071839768905	10.686477123843938	1.5482113369787887	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.11243565313629507	3.7036507442553894	0.5365691615688953	2.2487130627259013	74.0730148851078	10.731383231377908	6.5114452528147435	30.860423666101465	46.81079422785991	0.13477187633200005	4.62980950268994	0.2699730326723889
72.0	1.0	89.90159656355638	490.14144678600115	639.6273270759509	0.3485328964615379	11.626984502370918	1.3036546736586943	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.12079229725735316	4.02960576311629	0.4518122807351597	2.4158459451470633	80.5921152623258	9.036245614703196	6.231503818586677	33.97401619152891	44.335587837178934	0.14675018510507504	4.982543769281922	0.22828097124935065
73.0	1.0	86.30759589946557	538.4277883756296	604.8102480332512	0.3764901466571084	12.587912759336836	1.0991420200210842	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.13048154183198749	4.362638119134445	0.38093359610628874	2.60963083663975	87.2527623826889	7.618671922125775	5.982386675862165	37.32097034476945	41.92225181980093	0.16051876883835062	5.329148427255425	0.19449832763450567
74.0	1.0	83.15589178028732	589.9440032319486	571.0744894512234	0.4087842038056324	13.554562715885703	0.9289500163420166	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.1416738091626581	4.697653465119565	0.32194954235429196	2.8334761832531616	93.9530693023913	6.438990847085839	5.763927193445408	40.89180225284724	39.58386722528257	0.1763173181001977	5.661538460196947	0.16714916174867758
75.0	1.0	80.44777704120378	644.4538773660196	538.5596185841134	0.44597971736778813	14.509256747743432	0.7879017228855568	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.1545647918402018	5.028525203359361	0.2730659288882235	3.091295836804036	100.57050406718722	5.46131857776447	5.576214983842549	44.67013880971812	37.33010811850177	0.1944182464777707	5.970649381242417	0.14501465025013893
76.0	1.0	78.18850842117226	701.6089021657974	507.3631686644543	0.48872219596819644	15.431484235438631	0.6714078766468721	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.1693782061062102	5.348144894824765	0.23269223835175945	3.3875641221242043	106.9628978964953	4.6538447670351895	5.419614416432308	48.6318232391981	35.16773498797264	0.21513043058990897	6.246679236227524	0.12709731599344748
77.0	1.0	76.38761233870721	760.9378982457279	477.5474062556731	0.5377469495547499	16.298256255264757	0.5754662964816804	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.18636889096929302	5.648545185690129	0.19944142045677515	3.72737781938586	112.97090371380258	3.988828409135503	5.294785812228099	52.74419587502368	33.101063822983456	0.2388033160404474	6.479437233566806	0.11258665637876394
78.0	1.0	75.05923350349072	821.8405052066779	449.1455409863405	0.593889044239703	17.08469930296274	0.4966337090861418	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.20582625829009538	5.921105576281543	0.17212012761204362	4.1165251658019075	118.42211152563085	3.442402552240873	5.202709607793517	56.96564290539698	31.132396539575325	0.2658313828769302	6.658799956447881	0.10082785054612718
79.0	1.0	74.22253028587825	883.5859485783524	422.1672695185049	0.6580942691293484	17.76490628364172	0.43198106005619036	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.22807809359483286	6.156847351708957	0.14971322691662237	4.561561871896657	123.13694703417916	2.9942645383324478	5.144713760168166	61.24551090394697	29.26240525914422	0.2966589503545888	6.775267676260402	0.09129428743352519
80.0	1.0	73.90212041583776	945.3184706347286	396.6036168909723	0.731431089211504	18.31304678842392	0.37904047660196544	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.2534946986304219	6.346818374429201	0.13136541883737513	5.069893972608439	126.93636748858403	2.6273083767475027	5.122504640363951	65.52448326517015	27.490467884785414	0.331785281728303	6.8206027170724814	0.08356406745429923
81.0	1.0	74.12858004148936	1006.0706622959754	372.4310870261125	0.8151035211268217	18.704716972556238	0.33574961830721656	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.28249335376677015	6.482560916349556	0.11636195065186247	5.649867075335403	129.6512183269911	2.3272390130372496	5.138201625467058	69.73550430145322	25.81495579250255	0.37176992404267273	6.788518188429124	0.07730028823140164
82.0	1.0	74.93899836530409	1064.785625871129	349.6151650095029	0.9104648164659127	18.91848069430756	0.30039722346739245	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.3155430602661877	6.556645776868521	0.10410974424722945	6.3108612053237545	131.13291553737042	2.082194884944589	5.194375543089688	73.80531544733297	24.233476590733698	0.41723818382567257	6.675367753034583	0.07223474845044425
83.0	1.0	76.37758891962683	1120.3483920232682	328.11323120381934	1.0190317678348564	18.937516611816744	0.27157219575633046	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.3531694983878737	6.563243123143952	0.094119750903487	7.063389967757475	131.26486246287905	1.88239501806974	5.294091041760585	77.65663291757966	22.743076111334084	0.4688865953030078	6.480765749267874	0.06815463341103445
84.0	1.0	78.49635705544115	1171.6262677685804	307.8769551339416	1.1424993680141386	18.75124143444455	0.24811751180414332	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.39596010786525976	6.498685066142032	0.08599097687729544	7.919202157305196	129.97370132284067	1.7198195375459089	5.44095285772058	81.2109444173763	21.340404341047236	0.5274881811021819	6.20804546407508	0.06489173905388422
85.0	1.0	81.3558211660186	1217.5167860395034	288.85423842952235	1.282755437645331	18.356733042109266	0.2290894959843173	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.4445691574758999	6.361958876214812	0.07939636911871423	8.891383149518	127.23917752429625	1.5879273823742845	5.6391558063364915	84.39183275276879	20.02185009602136	0.5938972341376838	5.86444993769396	0.06231381982225861
86.0	1.0	85.02578227441417	1257.0007026289613	270.99077334658136	1.4418946809215574	17.759741029320143	0.21372252125471766	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.4997226163725797	6.155057210974019	0.07407058151493526	9.994452327451594	123.10114421948037	1.4814116302987053	5.8935381258413955	87.12864929891347	18.783649050294205	0.6690532609192047	5.460956666213791	0.060317691502056126
87.0	1.0	89.58613240724509	1289.1961881215739	254.23127823464714	1.6222314181845592	16.97506546274611	0.20139888926838595	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.5622225668651943	5.883109382661484	0.06979953613214317	11.244451337303888	117.66218765322968	1.3959907226428634	6.209637509535187	89.36027029850977	17.621969371849662	0.7539836184066693	5.0116765477486895	0.058823772056011685
88.0	1.0	95.12768694904598	1313.4092678368693	238.5204649236217	1.8263100095042935	16.026128523513222	0.19162346359259222	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.6329508169581539	5.554232900682254	0.06641163175916831	12.65901633916308	111.0846580136451	1.3282326351833662	6.593748800192032	91.03859309224279	16.53297877676557	0.8498042468839088	4.53284097138788	0.057771794673812354
89.0	1.0	101.75302009581856	1329.1750434676887	223.80378613590074	2.0569117221577087	14.943668650224307	0.18400254896012638	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.7128712804371586	5.179080896062511	0.06377042401377744	14.257425608743173	103.58161792125021	1.275408480275549	7.052981899287608	92.13139338502711	15.512896335874055	0.9577177497067589	4.041485303173835	0.05711747399399136
90.0	1.0	109.5772751496961	1336.2846243393215	210.02800429931875	2.3170564723389435	13.763639124345568	0.17822649559809722	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.8030305804999558	4.770113826642342	0.061768596462450295	16.060611609999118	95.40227653284686	1.235371929249006	7.595317932345321	92.62419197864062	14.558031901870486	1.0790078982545654	3.5540220763010932	0.05682994712337233
91.0	1.0	118.72891289813587	1334.794142980508	197.1416169057443	2.6099974959556147	12.524554326504417	0.17405552958406287	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.9045562027950758	4.3406797595932005	0.06032304979603066	18.091124055901517	86.81359519186401	1.2064609959206132	8.22966112262902	92.52087968348675	13.664815592924551	1.2150294507024766	3.0849378981169457	0.05688984544328298
92.0	1.0	129.3503467727893	1325.01453512222	185.09516809723598	2.93920639061521	11.264644969880461	0.17130835325777122	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.018651311369353	3.9040284504407055	0.05937095103349562	20.37302622738706	78.08056900881411	1.1874190206699125	8.965882817001011	91.84300892209133	12.829819390186826	1.367191972736734	2.645823476538491	0.057287882267535235
93.0	1.0	141.59830076253007	1307.4832788780955	173.84147314101673	3.3083426136650447	10.019227506916137	0.16985304448805177	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.146584177494123	3.4723996489037847	0.05886657944820802	22.93168354988246	69.4479929780757	1.1773315889641605	9.814846294562686	90.62783483836245	12.04977269720832	1.5369361211360502	2.244864919885445	0.05802387295524472
94.0	1.0	155.64394595868845	1282.9223708304844	163.33577151368453	3.721211348488889	8.818669068641254	0.1695998585013289	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.2896735772363728	3.056317800609942	0.058778831871780894	25.793471544727456	61.12635601219884	1.1755766374356178	10.788416231248938	88.92540242184309	11.321572950929387	1.725700765036827	1.8868026951381145	0.05910609809010159
95.0	1.0	171.67294532792226	1252.1882512754119	153.53582383549775	4.181706955819517	7.687026560434956	0.17049604243248917	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.449269193177105	2.6641203936274516	0.059089425554354334	28.9853838635421	53.28240787254904	1.1817885110870867	11.899461803247094	86.795075590184	10.642292340652372	1.9348792477051544	1.5732742361782421	0.06055093721007063
96.0	1.0	189.884652480812	1216.218026094035	144.40197960038498	4.693719094272546	6.641519215427147	0.17252175210036558	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.6267190782676977	2.3017751594040132	0.05979148302681511	32.534381565353954	46.03550318808027	1.1958296605363021	13.161801149867985	84.30180957332622	10.009182502728157	2.165762775961126	1.3034164328692797	0.062382795830231264
97.0	1.0	210.49077175095331	1175.9785897009222	135.8972141525774	5.261017002893436	5.692735499367034	0.1756872115998949	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.8233295512167595	1.9729517805298857	0.06088854769045283	36.46659102433519	39.45903561059772	1.2177709538090566	14.590108497306026	81.51262438500548	9.41967708358101	2.4194694937974455	1.0745610321799748	0.0646342447518938
98.0	1.0	233.7132490171919	1132.4224588305922	127.98714745945716	5.887101310603934	4.845356457557066	0.18003094354137386	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.040313837557938	1.679272583681802	0.06239397046462499	40.806276751158755	33.585451673636044	1.2478794092924999	16.1997679615771	78.49354345411857	8.87139304094327	2.6968579954402663	0.8829063354109542	0.06734635792509983
99.0	1.0	259.78118404080067	1086.4525771624442	120.64005299043426	6.575018776060755	4.099192450939697	0.18561889106753235	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.2787278633776076	1.4206718449707312	0.06433060550106183	45.57455726755215	28.413436899414627	1.2866121100212367	18.006659528040522	75.30715406722345	8.36213125929219	2.9984247585876136	0.7240887741502239	0.07056924174444365
100.0	1.0	288.92657436954244	1038.896920413387	113.82686289060706	7.327137524736948	3.450340137781091	0.19254432766519217	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.539392358423196	1.1957967692378884	0.06673077892696912	50.78784716846392	23.915935384757766	1.3346155785393823	20.026864041309167	72.01084712769492	7.889876908460774	3.3241860857283707	0.593620223114494	0.07436275125770937
