time	deterministicOscillator	EmptySet	A	C	DA	DAp	DR	DRp	MA	MR	R	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	Reaction13	Reaction14	Reaction15	Reaction16
0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
1.0	1.0	0.0	1116.7600035510295	54.01309321866025	0.042887854207987686	0.9571121457912525	0.08224566670175815	0.9177543332982405	47.77679003755132	27.136778863319726	0.08490156023699806	189.6293334235158	1116.7600035510295	54.01309321866025	0.016980312047399613	47.89544021760836	47.85560728956263	2.1443927103993845	478.55607289562624	477.76790037551325	2388.839501877566	91.84867103791221	91.77543332982405	8.224566670175815E-4	45.88771666491203	13.568389431659863	135.68389431659864
2.0	1.0	0.0	1703.0391540701014	260.0191529139075	0.028523796299065426	0.9714762036966673	0.05546540653238023	0.9445345934676271	48.69599386066364	53.32813539701692	0.15458816154208	526.5393837237522	1703.0391540701014	260.0191529139075	0.030917632308416	48.577141920028275	48.57381018483336	1.4261898149532712	485.73810184833366	486.9599386066364	2434.799693033182	94.45975902105911	94.45345934676271	5.546540653238024E-4	47.22672967338136	26.66406769850846	266.6406769850846
3.0	1.0	0.0	1692.0480100863638	570.406099848051	0.028700204087191882	0.9712997959079224	0.05579905320659681	0.9442009467934102	48.71927103539357	69.53988784015591	0.2712399994934947	917.9022027975881	1692.0480100863638	570.406099848051	0.05424799989869894	48.562123214805546	48.564989795396116	1.435010204359594	485.64989795396116	487.1927103539357	2435.9635517696784	94.41467694292527	94.42009467934102	5.579905320659681E-4	47.21004733967051	34.76994392007796	347.6994392007796
4.0	1.0	0.0	1424.7337193998342	944.060086724369	0.0338991407728615	0.9661008592215345	0.06557565838543374	0.9344243416145727	48.50699234654577	79.15117200138155	0.47007328939038906	1339.4585319673672	1424.7337193998342	944.060086724369	0.09401465787807782	48.29724891777753	48.30504296107673	1.694957038643075	483.05042961076725	485.0699234654577	2425.349617327289	93.42785167357194	93.44243416145727	6.557565838543373E-4	46.721217080728636	39.57558600069078	395.75586000690777
5.0	1.0	0.0	1042.6405276922053	1353.8723900561786	0.0457446970796852	0.954255302913771	0.08748859512566448	0.9125114048743417	48.01365768033455	84.36377662728329	0.8511892419192469	1774.9688007212237	1042.6405276922053	1353.8723900561786	0.1702378483838494	47.695275102283055	47.71276514568855	2.28723485398426	477.12765145688553	480.1365768033455	2400.6828840167277	91.21915498887252	91.25114048743417	8.748859512566448E-4	45.625570243717085	42.18188831364164	421.81888313641645
6.0	1.0	0.0	599.4832961742143	1780.2604121289476	0.07689877492331722	0.9231012250707582	0.14282571793399185	0.8571742820660144	46.757300199621135	86.09442184155873	1.8420573269391758	2208.565196190719	599.4832961742143	1780.2604121289476	0.3684114653878352	46.09953106278922	46.15506125353791	3.844938746165861	461.5506125353791	467.57300199621136	2337.8650099810566	85.62163216551802	85.71742820660144	0.0014282571793399184	42.85871410330072	43.047210920779364	430.47210920779366
7.0	1.0	0.0	64.73465625742426	2186.174879319372	0.4167592578972565	0.5832407420962726	0.5933654280428773	0.406634571957136	36.572172985011385	80.86704877054468	18.68514961286911	2419.153474615252	64.73465625742426	2186.174879319372	3.7370299225738224	26.978767302078126	29.16203710481363	20.837962894862823	291.6203710481363	365.72172985011383	1828.6086492505692	38.411307019395075	40.6634571957136	0.005933654280428773	20.3317285978568	40.43352438527234	404.3352438527234
8.0	1.0	0.0	0.09951788096253722	1116.181231349838	0.9979842642216297	0.002015735772037175	0.9989986821069807	0.0010013178930249333	5.106124131806077	50.22919234260413	1282.5750692390106	255.2783061320916	0.09951788096253722	1116.181231349838	256.51501384780215	0.09931727920929344	0.10078678860185875	49.89921321108148	1.0078678860185875	51.061241318060766	255.30620659030382	0.09941823192765407	0.10013178930249333	0.009989986821069807	0.05006589465124667	25.114596171302065	251.14596171302065
9.0	1.0	0.0	0.07389396442137737	571.0003850228309	0.99852191138608	0.0014780886075871217	0.9992610272212675	7.389727787380252E-4	5.067265028306724	30.505374487693977	1713.9095105189308	253.29513678349235	0.07389396442137737	571.0003850228309	342.7819021037862	0.07378474259392873	0.07390443037935608	49.926095569304	0.7390443037935609	50.67265028306724	253.3632514153362	0.07383935879315735	0.07389727787380251	0.009992610272212675	0.03694863893690126	15.252687243846989	152.5268724384699
10.0	1.0	0.0	0.07491531860476514	370.12791369286754	0.9985061700312271	0.0014938299624378632	0.9992519748794068	7.480251206012007E-4	5.066788034787849	18.539198236247223	1690.298659289778	253.25852519580215	0.07491531860476514	370.12791369286754	338.0597318579556	0.07480340785671316	0.07469149812189316	49.925308501561354	0.7469149812189316	50.66788034787849	253.33940173939246	0.07485928006453152	0.07480251206012008	0.009992519748794068	0.03740125603006004	9.269599118123612	92.69599118123611
