time	compartment	AcCoA	AcP	OAc	HOAc	LacI	Acs	Pta	HOAc_E	S0	kTCA	k1	KM1	k2	KM2	kAck_f	kAck_r	C	H	Keq	k3	alpha0	alpha1	alpha2	alpha3	Kg1	Kg2	Kg3	n	kd	V_gly	V_TCA	V_out	V_Pta	V_Ack	V_Acs	V_Ace	R_LacI	R_Acs	R_Pta	R_dLacI	R_dAcs	R_dPta
10.0	1.0	1.447517526557995E-4	2.755884097451947	2.226611906205782	9.070325098255106E-5	0.02096953466638246	0.41939069332764917	4.2569396398318515	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.001447517526557995	9.070325098255106E-7	0.8196219365569487	0.5292721912461649	0.32109190488519673	1.7730956512930267E-5	0.007058789365627724	0.14117578731255445	0.004538014428259491	0.0012581720799829477	0.02516344159965895	0.2554163783899111
11.0	1.0	1.7204482081772127E-4	3.0501704588650296	2.430700773737548	1.0803941829697484E-4	0.02730028548905075	0.5460057097810145	4.012437045739799	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.0017204482081772127	1.0803941829697485E-6	0.9177936560173018	0.6194696851274815	0.41954434597805007	1.8905036822526737E-5	0.008511654647929648	0.17023309295859293	0.0026798673797143306	0.0016380171293430448	0.03276034258686087	0.24074622274438792
12.0	1.0	2.0569424587349816E-4	3.352721953643899	2.626213219121329	1.2630535020234169E-4	0.034741401686802745	0.6948280337360547	3.7808235525901743	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.0020569424587349814	1.2630535020234168E-6	1.0333821864154973	0.7265087345225698	0.5354728836072002	1.9946864681096203E-5	0.010104880679401438	0.20209761358802875	0.001655677121961254	0.0020844841012081644	0.04168968202416328	0.22684941315541046
13.0	1.0	2.4683587540601026E-4	3.6640829933154	2.8125347019490143	1.4536061406702624E-4	0.04336357209439517	0.8672714418879034	3.561937201116231	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.0024683587540601025	1.4536061406702624E-6	1.167482241221132	0.8515482913663859	0.6699953891534541	2.085731631613883E-5	0.011836406881094703	0.23672813762189404	0.001063038510681609	0.00260181432566371	0.0520362865132742	0.21371623206697385
14.0	1.0	2.967568146087952E-4	3.9847403703484248	2.9890960378214504	1.6506720593580687E-4	0.05323054842124591	1.0646109684249154	3.3553487811199054	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.002967568146087952	1.6506720593580687E-6	1.3210960838217443	0.9956443325269744	0.8241179655351601	2.163760008142416E-5	0.013702458161203714	0.2740491632240743	7.055939845093258E-4	0.003193832905274754	0.06387665810549492	0.20132092686719433
15.0	1.0	3.5689766325880455E-4	4.315112286837232	3.1553828551677765	1.8528989465239806E-4	0.06439777214621341	1.2879554429242694	3.160515680391221	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.0035689766325880455	1.8528989465239806E-6	1.4950810325840533	1.1597294316694557	0.9987132582877252	2.228933381905786E-5	0.015697322194968583	0.31394644389937165	4.8215158516414994E-4	0.003863866328772804	0.07727732657545616	0.18963094082347326
16.0	1.0	4.288621418655266E-4	4.655536252313487	3.3109460905657073	2.0589664318689305E-4	0.07691089197727799	1.5382178395455601	2.976854007752448	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.004288621418655266	2.0589664318689304E-6	1.6901327485380044	1.3445901617477798	1.1944970590695279	2.281462874631242E-5	0.017813184925672642	0.3562636985134528	3.380499582056102E-4	0.004614653518636679	0.0922930703727336	0.17861124046514687
17.0	1.0	5.144272072002874E-4	5.0062563789457615	3.455413001288343	2.2675911030446214E-4	0.09080424539018297	1.816084907803663	2.8037737559132685	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.005144272072002874	2.2675911030446214E-6	1.9067684444073292	1.5508433776574186	1.4120043774592457	2.3216174497660315E-5	0.020040045820424384	0.4008009164084877	2.4252975077728136E-4	0.005448254723410978	0.10896509446821977	0.1682264253547961
18.0	1.0	6.155516070224823E-4	5.367410728020058	3.5884980442464403	2.477532298247281E-4	0.10609939352367742	2.1219878704735486	2.6406963203310436	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.006155516070224823	2.477532298247281E-6	2.145304062134197	1.7789126837736178	1.651566406003545	2.3497318951227997E-5	0.022365732225240176	0.4473146445048035	1.776501648569305E-4	0.006365963611420645	0.1273192722284129	0.1584417792198626
19.0	1.0	7.343799517269968E-4	5.739019470640784	3.710012865595005	2.687598580238688E-4	0.12280380995928979	2.4560761991857967	2.4870632014878025	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.007343799517269968	2.6875985802386878E-6	2.4058193798007705	2.029006605045779	1.9132899797046674	2.3662135754756606E-5	0.02477602691133166	0.49552053822663317	1.326103792026941E-4	0.0073682285975573865	0.1473645719511478	0.14922379208926814
20.0	1.0	8.732567045610369E-4	6.120974661431356	3.819874584446528	2.896654725999652E-4	0.1409098278327989	2.8181965566559763	2.342340133247685	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.00873256704561037	2.8966547259996523E-6	2.68816138508676	2.301100076984828	2.197041189727734	2.3715472214467018E-5	0.027254914411581017	0.5450982882316203	1.0072228159716075E-4	0.008454589669967934	0.16909179339935856	0.1405404079948611
21.0	1.0	0.0010347297723723827	6.5130324499494545	3.9181115618295888	3.103628996392884E-4	0.16039394405200613	3.2078788810401244	2.2060187669549114	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.010347297723723827	3.1036289963928843E-6	2.991914020222242	2.5949208881198658	2.5024347162783593	2.3662970636331467E-5	0.029784941235619002	0.5956988247123799	7.77386834171716E-5	0.009623636643120367	0.19247273286240746	0.1323611260172947
22.0	1.0	0.0012215683378592206	6.914808409234735	4.004865933565451	3.3075203890688983E-4	0.18121656295835895	3.624331259167179	2.0776170225508848	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.012215683378592206	3.3075203890688983E-6	3.316414449155556	2.9099424756692835	2.8288301789554318	2.351105739031002E-5	0.03234767290546164	0.6469534581092327	6.0900518877053875E-5	0.010872993777501536	0.21745987555003074	0.12465702135305308
23.0	1.0	0.0014367734644566733	7.325776532989277	4.080392355066716	3.507405532714049E-4	0.2033222350045844	4.066444700091687	1.9566787060628623	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.014367734644566733	3.5074055327140494E-6	3.6607443845858576	3.2453841779225607	3.1753363717537235	2.3266895887096917E-5	0.03492422002037864	0.6984844004075729	4.837820386865579E-5	0.012199334100275063	0.2439866820055012	0.11740072236377173
24.0	1.0	0.00168358923016787	7.745272162091579	4.145052649626576	3.7024448585809794E-4	0.22664041125605355	4.532808225121076	1.8427727261860583	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.0168358923016787	3.7024448585809793E-6	4.023724759436136	3.600219512465003	3.540823691869177	2.2938302203360863E-5	0.03749579693020642	0.7499159386041283	3.8935597318449184E-5	0.013598424675363213	0.27196849350726454	0.11056636357116349
25.0	1.0	0.001965550653320582	8.172498775527497	4.199306339430452	3.891887690302442E-4	0.25108669560541724	5.021733912108354	1.735492099127732	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.01965550653320582	3.891887690302442E-6	4.403992338721095	3.9731924360970456	3.923944448181489	2.25336249427923E-5	0.04004427235348258	0.8008854470696516	3.17231061571106E-5	0.015065201736325034	0.30130403472650125	0.10412952594766392
26.0	1.0	0.0022864890911219737	8.606538374309515	4.243697339968182	4.075075926751141E-4	0.2765645384319562	5.5312907686391215	1.6344528513573333	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.022864890911219737	4.0750759267511415E-6	4.799960529628792	4.362841034341334	4.323160125449505	2.2061593765926107E-5	0.04255267293908977	0.8510534587817954	2.614756979965605E-5	0.016593872305917374	0.3318774461183473	0.09806717108143999
27.0	1.0	0.002650588863045069	9.046364729408857	4.27883737242254	4.2514460526719413E-4	0.3029672829288404	6.059345658576806	1.5392928846696248	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.02650588863045069	4.251446052671941E-6	5.209888878763869	4.767527356986317	4.736774161950834	2.1531143460865692E-5	0.04500560566089811	0.9001121132179621	2.1788824461261816E-5	0.01817803697573042	0.3635607395146083	0.09235757308017749
28.0	1.0	0.0030624377335235196	9.490858679881136	4.3053868594665845	4.420529292068384E-4	0.3301804524429596	6.6036090488591945	1.4496708416459647	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.030624377335235195	4.420529292068384E-6	5.631912556764843	5.185471820414551	5.162968434959289	2.0951222134323922E-5	0.04738957556072064	0.9477915112144127	1.8345235677450776E-5	0.019810827146577576	0.3962165429315517	0.08698025049875788
29.0	1.0	0.003527093529005911	9.938824449098881	4.324034193048638	4.581949811180329E-4	0.3580841562182165	7.161683124364329	1.365264993960828	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.03527093529005911	4.581949811180329E-6	6.064080137245823	5.614790256050243	5.599841476485677	2.0330592874584726E-5	0.04969318665110222	0.9938637330220443	1.5597550390841867E-5	0.02148504937309299	0.4297009874618597	0.08191589963764967
30.0	1.0	0.004050168791079525	10.389005917521374	4.3354742888329625	4.7354209716448997E-4	0.3865554922188555	7.7311098443771264	1.2857721665318238	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.040501687910795246	4.7354209716449E-6	6.504394164283515	6.053531628688411	6.04544646579557	1.9677638030105126E-5	0.05190722571907825	1.0381445143815649	1.3384538243223689E-5	0.02319332953313133	0.4638665906626276	0.07714632999190943
31.0	1.0	0.0046379231650053015	10.840101844581666	4.340387274178078	4.8807397205478546E-4	0.41547083767769594	8.309416753553936	1.2109067047178264	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.04637923165005302	4.880739720547855E-6	6.950832553372099	6.4997145704035875	6.497827240015863	1.9000174139041506E-5	0.05402463896855376	1.080492779371075	1.1586343196142868E-5	0.024928250260661755	0.49856500521323616	0.07265440228306957
32.0	1.0	0.00529738796484209	11.290779101273413	4.339418012075858	5.017779274712536E-4	0.44470793780359885	8.894158756071988	1.1403994881789574	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.052973879648420895	5.017779274712536E-6	7.40138460306437	6.9513610891975555	6.955050883404218	1.8305283747195897E-5	0.056040418546633025	1.1208083709326604	1.0112954115508935E-5	0.02668247626821593	0.5336495253643193	0.06842396929073745
33.0	1.0	0.006036527212082361	11.739683170027968	4.33315696693399	5.146480306116224E-4	0.4741477272104192	9.482954544208392	1.0739969927715978	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.06036527212082361	5.146480306116224E-6	7.854092086628289	7.406526203093978	7.415235843322537	1.759916813875878E-5	0.05795142026317743	1.1590284052635487	8.896121743521698E-6	0.02844886363262515	0.5689772726525034	0.06443981956629587
34.0	1.0	0.006864418981479762	12.185445323644203	4.322122699851133	5.266840862037938E-4	0.5036758437676182	10.073516875352334	1.0114604004526606	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.06864418981479761	5.266840862037938E-6	8.30706444790073	7.86332262379307	7.876574922854943	1.6887022688321632E-5	0.05975613468973134	1.1951226937946267	7.883626459938012E-6	0.03022055062605709	0.60441101252114	0.06068762402715963
35.0	1.0	0.007791459786198993	12.626686068629013	4.306746051513634	5.378905256247438E-4	0.5331838178165434	10.663676356330829	0.9525647562985239	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.07791459786198993	5.378905256247438E-6	8.758471956034011	8.319940017115378	8.337352868604256	1.6172934233899148E-5	0.06145443236048375	1.2290886472096751	7.035169215182786E-6	0.03199102906899261	0.6398205813798497	0.05715388537791143
36.0	1.0	0.008829658816197529	13.062014463354302	4.287355868223571	5.482752149594165E-4	0.5625699392901963	11.251398785803875	0.8970981712151376	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.08829658816197529	5.482752149594165E-6	9.2065785740613	8.774658595130731	8.795958578955496	1.5459797934264885E-5	0.06304730022474402	1.2609460044948801	6.319396120820847E-6	0.033754196357411774	0.6750839271482325	0.05382589027290825
37.0	1.0	0.00999297656477383	13.490023113185412	4.264165934145713	5.578482001824485E-4	0.5917398200473727	11.834796400947415	0.8448610686051399	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.09992976564773831	5.578482001824485E-6	9.64974175801517	9.2258571790397	9.250892181825147	1.4749249332334698E-5	0.06453658295313712	1.2907316590627422	5.711723359633588E-6	0.03550438920284236	0.7100877840568448	0.05069166411630839
38.0	1.0	0.01129775375456153	13.909278555229756	4.23726261367557	5.666204025219354E-4	0.6206066785697396	12.412133571394738	0.7956654730896614	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.1129775375456153	5.666204025219354E-6	10.08641323194402	9.672015941554186	9.700767368282282	1.4041606010658935E-5	0.06592473802857379	1.3184947605714759	5.192732829280902E-6	0.037236400714184374	0.7447280142836843	0.04773992838537968
39.0	1.0	0.012763269133230991	14.31830668468263	4.206592566008223	5.746022707802758E-4	0.64909137935271	12.981827587054182	0.7493343393066727	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.12763269133230992	5.7460227078027586E-6	10.515146949575453	10.111714118674406	10.144309420293244	1.333581212106844E-5	0.06721460958695027	1.3442921917390056	4.746978692696565E-6	0.0389454827611626	0.778909655223251	0.04496006035840036
40.0	1.0	0.014412261325640028	14.715572929970845	4.171949762257524	5.818023901522346E-4	0.677122260502444	13.542445210048863	0.7057009187926501	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.14412261325640027	5.818023901522346E-6	10.934484052164601	10.54362316771332	10.580349342796048	1.262937811496351E-5	0.06840922304854602	1.3681844609709202	4.362092446210052E-6	0.04062733563014664	0.8125467126029318	0.042342055127559
41.0	1.0	0.01627206236989886	15.09945581748441	4.132960900253073	5.882260389975135E-4	0.7046347809840753	14.092695619681468	0.6646081629781921	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.1627206236989886	5.8822603899751354E-6	11.343126322796863	10.966494917231337	11.007814406568988	1.1918307052655053E-5	0.06951159706442894	1.3902319412885789	4.028106722315189E-6	0.042278086859044516	0.845561737180888	0.03987648977869153
42.0	1.0	0.01837542958587736	15.468213808202727	4.089068148843869	5.938736759208904E-4	0.7315710142739967	14.631420285479912	0.625908160377253	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.1837542958587736	5.938736759208904E-6	11.739731585788409	11.379145659358858	11.425715225609975	1.1196997692394167E-5	0.07052457169938867	1.4104914339877732	3.7369406844074304E-6	0.043894260856439805	0.8778852171287946	0.03755448962263518
43.0	1.0	0.02076212048921392	15.819942813975098	4.03950797895021	5.987393294100902E-4	0.7578790085243077	15.157580170486096	0.589461606114241	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.2076212048921392	5.987393294100902E-6	12.12298321616647	11.780434835024888	11.833129222431687	1.0458113318997591E-5	0.07145064339600585	1.4290128679201168	3.4820057421440796E-6	0.045472740511458457	0.9094548102291657	0.03536769636685446
44.0	1.0	0.023480594254870747	16.152522805462066	3.9832845779413617	6.02808850558107E-4	0.783512024709148	15.670240494182936	0.5551373020070985	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.23480594254870746	6.028088505581071E-6	12.491481509464018	12.169238227520704	12.229179936232697	9.692403251508265E-6	0.0722918000507486	1.445836001014972	3.2579015485766053E-6	0.04701072148254888	0.9402144296509761	0.03330823812042591
45.0	1.0	0.02659064115518411	16.463549558196394	3.9191360459648577	6.060579757377511E-4	0.8084276536872718	16.168553073745407	0.522811685503185	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.2659064115518411	6.060579757377512E-6	12.843787952592026	12.544413512231536	12.613011042715144	8.888461672761019E-6	0.07304934269041301	1.46098685380826	3.060180259897246E-6	0.04850565922123631	0.9701131844247244	0.0313687011301911
46.0	1.0	0.030166346704337217	16.75024775176861	3.8454911954176	6.084501298363411E-4	0.8325867998955948	16.651735997911842	0.4923683858456066	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.30166346704337216	6.084501298363411E-6	13.178269699560966	12.904756556351012	12.983753048088762	8.032405462358943E-6	0.07372368030683404	1.474473606136681	2.8851628191799897E-6	0.049955207993735685	0.9991041598747105	0.029542103150736396
47.0	1.0	0.034300299787878914	17.00935834672783	3.7604144172100247	6.099338818368996E-4	0.855952502476004	17.11905004952006	0.4636978059285397	0.0	0.5	10.0	80.0	0.06	0.8	0.1	1.0	1.0	100.0	1.0E-7	5.0E-4	0.01	0.0	0.1	2.0	2.0	10.0	10.0	0.001	2.0	0.06	0.5	0.34300299787878913	6.0993388183689965E-6	13.493041943754235	13.248943929517804	13.340479162686316	7.107450080255263E-6	0.07431407479315812	1.4862814958631623	2.7297952324209938E-6	0.05135715014856024	1.0271430029712034	0.027821868355712383
