time	cytosol	store	Z	Y	v0	v1	beta	Vm2	n	K2	Vm3	m	Kr	Ka	kf	k	p	R0	R1	R2	R3	Rf	R_eff
0.0	1.0	1.0	0.15	1.6	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	1.430317848410758	0.1504409801229855	1.6	1.5
1.0	1.0	1.0	0.29757177330384255	2.0861336475331185	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	5.2874814339584635	3.0768313001100074	2.0861336475331185	2.9757177330384255
2.0	1.0	1.0	0.22221489871073755	1.4843647396224977	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	3.058631407640246	0.6575630562913265	1.4843647396224977	2.2221489871073756
3.0	1.0	1.0	0.29031391255215316	2.0731177640455836	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	5.052504846957636	2.7738225862038384	2.0731177640455836	2.9031391255215317
4.0	1.0	1.0	0.21768836400976824	1.4106059778331532	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	2.9408718549380284	0.5665723156445807	1.4106059778331532	2.1768836400976825
5.0	1.0	1.0	0.28362205553344555	2.054075650856222	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	4.8394065929021055	2.506684056326545	2.054075650856222	2.8362205553344557
6.0	1.0	1.0	0.2134949576013571	1.333057212561464	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	2.8335526934782607	0.4854779614656902	1.333057212561464	2.134949576013571
7.0	1.0	1.0	0.27735213037473216	2.0295348399732767	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	4.642920323373026	2.2673393474516037	2.0295348399732767	2.7735213037473216
8.0	1.0	1.0	0.21185816235741878	1.2503303636753307	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	2.7921306045622	0.43009495864730235	1.2503303636753307	2.1185816235741877
9.0	1.0	1.0	0.27140947283249833	1.9998814771819982	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	4.459594092078794	2.0505350278117924	1.9998814771819982	2.714094728324983
10.0	1.0	1.0	0.2340725986970158	1.1485528372766647	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	3.376358192195025	0.5647776628327709	1.1485528372766647	2.340725986970158
11.0	1.0	1.0	0.26572790708255156	1.9654109073760295	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	4.287023451777007	1.8526271438967525	1.9654109073760295	2.6572790708255156
12.0	1.0	1.0	0.4715364873816701	0.9070587913084613	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	11.823595806463423	5.977043316347648	0.9070587913084613	4.715364873816701
13.0	1.0	1.0	0.2602589632421291	1.9263568057494755	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	4.123456136968861	1.6709657542592562	1.9263568057494755	2.602589632421291
14.0	1.0	1.0	1.0497905110186962	0.6709225730290858	1.0	7.3	0.301	65.0	2.0	1.0	500.0	2.0	2.0	0.9	1.0	10.0	4.0	1.0	2.1973	34.077953825604034	32.836933113306365	0.6709225730290858	10.497905110186963
