time	body	P	Q	R	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5
51.0	1.0	0.46402932492815624	0.9801333416291393	0.4692099497414696	0.09801333416291394	0.0698808482559654	0.6651784784280895	0.6967066403537008	2.7326924589196935	2.447830799394947
52.0	1.0	0.4878185439362823	0.8693344257587902	0.7908513096013136	0.08693344257587902	0.07092256355063795	0.9289094005129339	1.1727863409298105	2.793353027048134	2.4687832189318066
53.0	1.0	0.48669357736381264	0.5008996110157887	0.9451083267709997	0.05008996110157887	0.07087492782912118	0.9803575086242762	1.3899141329530587	2.4701558904511383	2.4738249585944674
54.0	1.0	0.4473893983314017	0.1348979953119483	0.9134721052623115	0.01348979953119483	0.06910669212139013	0.9885727607222603	1.2756445198704862	2.4062472016472567	2.4729282564600057
55.0	1.0	0.38579071285048067	0.045503298990921315	0.7678177935226651	0.004550329899092132	0.06585811355274103	0.9896318981811573	0.9442207021314041	2.2191656501355257	2.4678587964839718
56.0	1.0	0.33244672738249065	0.2307188435840779	0.39709404011994237	0.02307188435840779	0.06243755671422746	0.9871676609684852	0.5708967962364941	1.9621357245807978	2.438589127974867
57.0	1.0	0.32532959958802804	0.9445896822185709	0.03488282847120938	0.09445896822185709	0.06192866342257448	0.8471189203908878	0.051776109370769555	1.9319597201435676	1.9429941059522007
58.0	1.0	0.3618418408594578	0.9991117135486899	0.05522510992754516	0.09991117135486899	0.06440279355235326	0.08158184074990373	0.08201676801955311	2.148312166414429	2.116712029649761
59.0	1.0	0.396254410969822	0.9982474191354512	0.1037328091100595	0.09982474191354512	0.06645727120497186	0.14912306366981617	0.15405594947505033	2.351292188668457	2.2801865600997564
60.0	1.0	0.4286204571216921	0.995505311577342	0.21170484804007997	0.09955053115773421	0.06818429980536209	0.31009210350682154	0.3143990861370445	2.539507555948469	2.3872374680977635
61.0	1.0	0.4588416779821552	0.9849540626824103	0.4191880023778992	0.09849540626824103	0.06964369336612962	0.600733649006739	0.6224622946762529	2.7064523332671384	2.441750468648964
62.0	1.0	0.484523724275213	0.9079819547415683	0.7303994283478578	0.09079819547415684	0.07078260505700312	0.9019781257848253	1.0836642767342535	2.8031675101037985	2.4662344417853137
63.0	1.0	0.4898070197425511	0.5760015619223541	0.9439419819363662	0.05760015619223541	0.07100638377460354	0.9769584424213736	1.3917506998850082	2.4939540935641697	2.4737929554696256
64.0	1.0	0.4570517760130657	0.19125393845276667	0.9240280214647053	0.01912539384527667	0.06956099849336335	0.9877862007896534	1.3171717262118483	2.4233333912998973	2.473234207726663
65.0	1.0	0.3970686428466794	0.03938599219711983	0.8091143119137805	0.003938599219711983	0.06650301395054878	0.9896972432711574	0.9679192993151807	2.2638164568912114	2.4694792294111063
66.0	1.0	0.3402863993996683	0.16507580659288706	0.4811933749073098	0.016507580659288708	0.0629825958561557	0.9881646186983053	0.6805627747986471	2.0031084717201537	2.4491035480584045
67.0	1.0	0.3207850746217188	0.7874419392045255	0.047550525639713515	0.07874419392045257	0.06159644165200521	0.9550679046885219	0.07043135608834686	1.9047124062849723	2.0655991023173486
68.0	1.0	0.3553413888767465	0.9992048056262208	0.04985323309967156	0.0999204805626221	0.06398611664718036	0.07366188567300362	0.07403887171091038	2.1098428912722356	2.0823116195182245
69.0	1.0	0.39014870181452466	0.9984468210097389	0.0917154092756968	0.0998446821009739	0.06611023638871664	0.13443736927908395	0.13620890599452182	2.315400198557498	2.2542161981353463
70.0	1.0	0.422878634770134	0.9962569138679384	0.1856505133533597	0.09962569138679384	0.06789101618908351	0.2723613965664736	0.2757083279763039	2.5064927294836026	2.372221137724039
71.0	1.0	0.4535363126603372	0.9883389889835406	0.372911726403144	0.09883389889835406	0.06939726284131574	0.538341031616606	0.5537646070929918	2.6785045191363097	2.434710800750774
72.0	1.0	0.48059632773685773	0.9360207726084266	0.6690256946960225	0.09360207726084267	0.07061400541712488	0.8648269203046712	0.9929305451469147	2.799009190370692	2.463182541993213
73.0	1.0	0.4915681525124958	0.6512755909338704	0.9355484516802239	0.06512755909338705	0.0710802183019285	0.9721234470048105	1.3821012276927607	2.5532574606543093	2.4735603183997865
74.0	1.0	0.4657044614415077	0.2539699820267413	0.9319041359496381	0.02539699820267413	0.06995663818041377	0.9867730119674246	1.344901084058485	2.4364323063396047	2.47345802078383
75.0	1.0	0.40853249187279705	0.038159053625274414	0.8428883265060876	0.0038159053625274417	0.06713404745497034	0.9897102503889107	1.0017998204926415	2.304514895918799	2.470687838931488
76.0	1.0	0.34925472432612276	0.1177138712756721	0.5589068618307526	0.01177138712756721	0.0635870223519008	0.9887928326149183	0.7727166563601863	2.049073896339937	2.456056075823115
77.0	1.0	0.3190953334780091	0.6303044140795186	0.09786434226883456	0.06303044140795187	0.06147143171949305	0.9736631123173123	0.14450390835203908	1.8935820090325164	2.2682273912384177
78.0	1.0	0.34876206161836265	0.9992848771454347	0.045163010949392776	0.09992848771454348	0.06355433183369548	0.06673958518922929	0.06707330339040446	2.0708840182740516	2.046797762309688
79.0	1.0	0.38397531814902397	0.9986369700900875	0.08137637836502723	0.09986369700900875	0.06575197721816008	0.11995303371713467	0.12085437427516219	2.2790425905091785	2.226406315862828
80.0	1.0	0.41707108769226836	0.996860859388254	0.1627557222798252	0.0996860859388254	0.06758882339667494	0.2389152155765593	0.24170888311340089	2.4728904573720385	2.3552869932753624
81.0	1.0	0.44813355215891365	0.9907872721258635	0.330473440671518	0.09907872721258636	0.06914216223896974	0.4795117036211375	0.49075695891514515	2.649232567978884	2.4265728335499754
82.0	1.0	0.4762087520030733	0.9553888303893069	0.608672980143904	0.0955388830389307	0.0704233345978505	0.8168872765171109	0.903552042892529	2.7860573925609216	2.4595909296148912
83.0	1.0	0.49198546871451004	0.7239731492928538	0.9124835209361005	0.07239731492928539	0.07109765897663477	0.9650382473698642	1.3500771158312979	2.649203686545065	2.4728992448833873
84.0	1.0	0.47323896328209825	0.3210958359909101	0.937711578049804	0.03210958359909101	0.07029286614295424	0.985484192834886	1.3640851847523248	2.446641448211228	2.4736206662670037
85.0	1.0	0.42005725765464746	0.04607323836431709	0.869860966115938	0.0046073238364317095	0.06774491427509526	0.9896257678508364	1.07209730001554	2.340497611781301	2.471586419942733
86.0	1.0	0.35905634165029576	0.08519710595361471	0.6290192378180273	0.008519710595361472	0.06422543040838893	0.9891868850493688	0.8444156696952019	2.097790888896496	2.4608775471527835
87.0	1.0	0.32013342748850393	0.4887360940811232	0.1760154729657739	0.04887360940811232	0.061548327903916455	0.9808158595167411	0.2587293634130115	1.8977689557983974	2.365602578100587
88.0	1.0	0.34210227777360014	0.9993541697163723	0.041055440185258696	0.09993541697163723	0.06310659294379009	0.060665092944509044	0.06097303588225403	2.031429651045971	2.0103362166835597
89.0	1.0	0.3777332914281081	0.9988025003748416	0.0724789798226422	0.09988025003748417	0.06538194994690079	0.10694348428177998	0.10764077147594386	2.2422253599438484	2.1968924681930053
90.0	1.0	0.41119711672486015	0.9973419255318793	0.14276151583388327	0.09973419255318794	0.06727733254506939	0.20999042743942317	0.21201645858992255	2.4387339778190316	2.3363462167579847
91.0	1.0	0.442644504550497	0.992607290323119	0.2918662591839134	0.09926072903231191	0.06887859483994319	0.4250464599376165	0.4334327799051649	2.618884124587885	2.417181867004326
92.0	1.0	0.47149350130317935	0.9683602323052258	0.5505192047190558	0.0968360232305226	0.07021564622563638	0.7598449618330841	0.8173383699081881	2.7673923625813717	2.455398495199588
93.0	1.0	0.49113249676294446	0.7899955475260633	0.872137179099658	0.07899955475260634	0.0710619887016253	0.9545463744594683	1.2918531055291105	2.7330466355682574	2.4716597366120356
94.0	1.0	0.47957777567768395	0.3914387930794702	0.9418604201186243	0.03914387930794702	0.07056996165000284	0.9838334510989067	1.3775974536704967	2.455176604864819	2.473735644983658
95.0	1.0	0.4314103948884959	0.0699343859862897	0.8909090685252334	0.0069934385986289704	0.06832488004330067	0.9893624446518111	1.1691810334469082	2.371110608178664	2.4722502515809675
96.0	1.0	0.36946183600777505	0.06380096386710675	0.6909185079777423	0.006380096386710676	0.06487912141714282	0.989431399083992	0.8959490049882065	2.1472975093886078	2.464332515527192
97.0	1.0	0.3235891156330574	0.368462920016299	0.26413253823833294	0.0368462920016299	0.061802108938382845	0.9844124364561218	0.3857301778986231	1.9155041348406896	2.408803237438874
98.0	1.0	0.33535759000003235	0.9994134373536444	0.03749070690303652	0.09994134373536445	0.06264179237657061	0.05540633593260945	0.05567894412969069	1.991455295143073	1.9735812197733043
99.0	1.0	0.3714193643022471	0.998942108235415	0.06480736153987154	0.0998942108235415	0.06499943605442607	0.09566848610086193	0.09624754756103701	2.204938810206283	2.1658082909838323
100.0	1.0	0.40525920204117427	0.997755451746737	0.1253995263781218	0.0997755451746737	0.06695630577353957	0.18331000922511678	0.18623277235567914	2.404067603040921	2.3153612448378578
