time	body	P	Q	R	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5
0.0	1.0	0.43	0.8	0.55	0.08000000000000002	0.06825396825396826	0.9523809523809523	0.814814814814815	2.523913043478261	2.455357142857143
1.0	1.0	0.4456685045025826	0.8571351109809847	0.6522464066944104	0.08571351109809848	0.06902435249585571	0.9345827543252521	0.9670868284121784	2.599266535917362	2.4622497007952266
2.0	1.0	0.45720532718493817	0.7284376440353482	0.8030934998163247	0.07284376440353482	0.06956811034130285	0.9644838886017297	1.188326885157352	2.6106487933844438	2.469253228557789
3.0	1.0	0.4471240189984432	0.444116018611875	0.8808245794569707	0.044411601861187505	0.06909402307311342	0.9823285331818904	1.2921421705834517	2.475061870517953	2.471936113375723
4.0	1.0	0.40912407754864427	0.1837094043381986	0.8154088794310663	0.01837094043381986	0.06716596710396364	0.9878977201816139	1.1599716599522343	2.3285956226255182	2.4697119807855326
5.0	1.0	0.358337700135045	0.1732087003294522	0.5698192278976125	0.01732087003294522	0.06417938463556624	0.9880495889429812	0.8080755529846226	2.101182036387973	2.456883113223671
6.0	1.0	0.3305049512527802	0.626586830155938	0.15483952580169225	0.0626586830155938	0.06230006910817651	0.9739184754554281	0.22861077953300932	1.9598407299230225	2.3483373458009345
7.0	1.0	0.35863268510641705	0.9991578499014317	0.05257513300895296	0.09991578499014318	0.0641982996462334	0.0776737170129622	0.07808122910697983	2.1293212806562702	2.1004802739065194
8.0	1.0	0.39323927507334394	0.9983620653540775	0.09755821898033845	0.09983620653540776	0.06628679043961253	0.14074100738281858	0.14488609053228632	2.333577171581244	2.267567739248546
9.0	1.0	0.4257857508747222	0.9958991900585676	0.1983948671732521	0.09958991900585677	0.0680401799305209	0.2908208789753959	0.2946338303316184	2.5232371968637684	2.380035433026208
10.0	1.0	0.4562279867926645	0.9867724291990002	0.39579861847997333	0.09867724291990003	0.0695227871981647	0.5694771491313431	0.5877417243747587	2.6927999988476783	2.4383930874539588
11.0	1.0	0.48264660107648183	0.9230858692052056	0.6999829009993384	0.09230858692052057	0.07070226385297822	0.8849439106327813	1.0387216427596353	2.8024692876153905	2.4647878843774813
12.0	1.0	0.4908487029669994	0.6133770101230851	0.9411342389778953	0.06133770101230851	0.07105010125356585	0.9747871397895937	1.3890553298911643	2.517435255315708	2.4737155924206187
13.0	1.0	0.46146985967915266	0.22165597397994874	0.9282200849934203	0.022165597397994875	0.06976430640437489	0.9873151826233973	1.3322267723480505	2.4302495767966588	2.4733538000306448
14.0	1.0	0.40272757905826456	0.03802363107276391	0.8267360524329049	0.003802363107276391	0.06681751309397668	0.9897116840288649	0.9818761914722318	2.284513819595456	2.4701219997306083
15.0	1.0	0.3446056648447615	0.13954056747415614	0.5205619165593005	0.013954056747415615	0.06327618074685112	0.988511813846416	0.7286267512794425	2.025388931746235	2.4528801460871423
16.0	1.0	0.31959311184568606	0.7083463415833752	0.06749198738768997	0.07083463415833752	0.06150834269346551	0.966849399233247	0.09982866115852418	1.8972133939474072	2.1773860002463765
17.0	1.0	0.35209365388539293	0.9992459775892477	0.04745256556627577	0.09992459775892477	0.06377426210345154	0.07011538398863533	0.07047358075429837	2.0906143096391134	2.0648584227076743
18.0	1.0	0.3871005470443549	0.9985431438170181	0.08640163139782336	0.09985431438170182	0.06593428485003777	0.12716020518315388	0.12831740095972766	2.297455952417753	2.240668289140961
19.0	1.0	0.4200111793160441	0.9965751374762151	0.1739347273634468	0.09965751374762151	0.0677425171235417	0.2551134149580361	0.2583101127483554	2.4899250862888125	2.3640822189569395
20.0	1.0	0.450872392933453	0.9896456007721663	0.3514168991194601	0.09896456007721664	0.06927201058588323	0.5087057157488841	0.521852226401935	2.664157774342147	2.4308278056147654
21.0	1.0	0.4784720391096987	0.9465534474792685	0.6389269065828854	0.09465534474792686	0.07052199818544577	0.8423870233653367	0.9483711564267853	2.7934665542683415	2.461474859885769
22.0	1.0	0.49193993404454167	0.6878376511041367	0.9263548978528224	0.06878376511041367	0.07109575699281355	0.9689597495353734	1.3696203752113385	2.5987630426398045	2.4733007217057033
23.0	1.0	0.4695803199366641	0.28674388910594273	0.9350079036945826	0.028674388910594276	0.07013054385784247	0.9861736391170778	1.355248477692123	2.441778071024349	2.473545194804974
24.0	1.0	0.414242781804445	0.0404763969906651	0.8570426598981836	0.004047639699066511	0.06743958481490572	0.9896856559562236	1.0308778263152343	2.32296323420849	2.4711663552945184
25.0	1.0	0.3540197746713057	0.09999038443085721	0.5946234062720304	0.009999038443085723	0.0639002055262995	0.9890111051258005	0.8108430108556727	2.07298147082283	2.458651948071041
26.0	1.0	0.3192853175407769	0.5577551427064605	0.13447792987091217	0.05577551427064606	0.061485527658059584	0.9778880846543064	0.19816400942263057	1.8938311101099115	2.326963190693991
27.0	1.0	0.34547471912099215	0.9993204005105859	0.04306120950315713	0.0999320400510586	0.063334689401868	0.06363529738055558	0.06395186073529768	2.0514110910350833	2.028846020773188
28.0	1.0	0.3808932848022716	0.9987223992121522	0.0768046306487862	0.09987223992121523	0.06557026820028099	0.11328657680669639	0.11406483843137039	2.260870091913768	2.2119969313486205
29.0	1.0	0.4141704212483434	0.9971096663963236	0.15250845402486518	0.09971096663963236	0.06743574859995922	0.22422488762060175	0.2264912036732103	2.456042387229154	2.3461618495479946
30.0	1.0	0.44542538832240725	0.9917530221050618	0.3108777171258766	0.09917530221050619	0.06901268471637892	0.45196404261694006	0.46166157025934385	2.6343250784878514	2.422088700256513
31.0	1.0	0.4739078070545695	0.9624743218950955	0.5795442280610449	0.09624743218950955	0.07032235004456552	0.7895874314948904	0.8603771205355935	2.7773901873191837	2.4575943605075694
32.0	1.0	0.4917142136214125	0.7577585098103808	0.8944493418475348	0.07577585098103809	0.07108632495016742	0.9603554514664394	1.3241988041526094	2.6949613113677287	2.4723588720304313
33.0	1.0	0.4765317328672868	0.3555864283303543	0.9399567909536692	0.035558642833035434	0.07043745469966987	0.9847191433171436	1.3713687879766627	2.4509865989864688	2.473683013545382
34.0	1.0	0.42572049230622394	0.055646725309400125	0.8809658075538706	0.005564672530940013	0.06803684672962235	0.9895216999142775	1.1201517380084238	2.3563658925798205	2.471940561817252
35.0	1.0	0.3641458745679417	0.07343598665593111	0.6607210183658944	0.007343598665593112	0.06454817645291254	0.989322673242276	0.8722980664464026	2.122321376081477	2.462726678730139
36.0	1.0	0.32156524892174077	0.4263616545641083	0.21908668818385757	0.04263616545641083	0.061653886946365664	0.9828661017936862	0.3210988931658647	1.9049970186277518	2.3908710052155637
37.0	1.0	0.3387729258013327	0.9993847467488648	0.03921860315260614	0.09993847467488648	0.06287860981460154	0.05795935684053607	0.05824509520143826	2.0116993954921196	1.9920619765968257
38.0	1.0	0.37461556800901985	0.9988745983553742	0.06853884954272511	0.09988745983553743	0.0651941208810304	0.10115604636794875	0.10178923513437513	2.2238188869762987	2.181686195487241
39.0	1.0	0.4082644497117296	0.9975467129582776	0.13385190463902935	0.09975467129582777	0.0671195645093537	0.19699915640771357	0.19878511702523577	2.4216281064382383	2.3262101564610282
40.0	1.0	0.4398973803366318	0.9933380384485843	0.2741514732736276	0.09933380384485843	0.06874498847068485	0.3998305680191468	0.40712861906516357	2.603515700563743	2.4120187563626465
41.0	1.0	0.4690679746590709	0.9730633326820274	0.5227796623502965	0.09730633326820275	0.07010767103269117	0.7292663164785793	0.7761926982625592	2.7566432673227794	2.4530762869406173
42.0	1.0	0.49028262528025335	0.8190850647532951	0.847212876215869	0.08190850647532952	0.07102636041015802	0.947620651118375	1.2554913417387232	2.7609876168303598	2.470835715732174
43.0	1.0	0.4822541868941507	0.42720104699971645	0.9433584202716699	0.042720104699971645	0.07068541258640465	0.982841424219245	1.382671796882673	2.45933296488233	2.473776913835957
44.0	1.0	0.4368703258291853	0.08811515023802768	0.8994379514372004	0.00881151502380277	0.06859643291754783	0.9891526582711692	1.2116494246057112	2.384140425729907	2.4725104940249167
45.0	1.0	0.37478315056971534	0.05626039607936208	0.7184531485756862	0.005626039607936208	0.06520426880959133	0.9895149577946727	0.9150366077253765	2.171568970701387	2.4656807029403587
46.0	1.0	0.3260804946012204	0.3173085090378332	0.30861848837134565	0.031730850903783324	0.06198300411202206	0.985563558769706	0.4487842648568399	1.9285882635814888	2.421536254447159
47.0	1.0	0.3319857412195269	0.9994377841120232	0.035993114724878095	0.09994377841120233	0.06240500740837171	0.05322897145254944	0.05345482315519785	1.9714637248691933	1.956440379184033
48.0	1.0	0.368265951759679	0.9990027366131747	0.061404058733447314	0.09990027366131748	0.06480521147172645	0.09068286825065837	0.09119324530244642	2.1863023818136154	2.149879846559907
49.0	1.0	0.40229265423422783	0.9979026464193258	0.11768701988522218	0.09979026464193258	0.06679355150789848	0.17337292546567953	0.17477906573102814	2.3867053727495615	2.304208759649395
50.0	1.0	0.4342942847193875	0.994555463503964	0.24114210574505843	0.0994555463503964	0.06846889451503096	0.35252184469462233	0.35811243001912973	2.5718743256851897	2.400454764740333
