time	cell	L	R	G	Gbg	Gd	Ga	RL	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6
25.0	1.0	6.0199999999999142E17	47.685261867860234	5456.114864597211	4543.88513540279	0.1099973371405028	4543.775137865282	9116.273476670693	4.142937012871883	4.0	0.019074104747144095	499.81526516661995	497.3943522579626	36.465093906682775	499.815265165181
26.0	1.0	6.0199999999999142E17	47.52357289027154	5459.132314929089	4540.867685070912	0.10999733537120142	4540.757687535173	9084.015588579847	4.142357835612486	4.0	0.019009429156108617	499.4833456309961	495.90843048935835	36.33606235431939	499.4833456288691
27.0	1.0	6.0199999999999142E17	47.362526485307626	5463.193012905642	4536.806987094361	0.1099973329863896	4536.696989561006	9051.885897451688	4.141780960077014	4.0	0.01894501059412305	499.03666885439736	494.52199788577184	36.207543589806754	499.0366688517107
28.0	1.0	6.0199999999999142E17	47.202120099303215	5468.103286812323	4531.896713187679	0.10999733009687257	4531.786715657215	9019.883893815124	4.141206377118792	4.0	0.018880848039721287	498.49653872543695	493.2165676643601	36.07953557526049	498.4965387222936
29.0	1.0	6.0199999999999142E17	47.04235118874115	5473.705408078034	4526.294591921968	0.1099973267925398	4526.184594394808	8988.009070223774	4.140634077626544	4.0	0.018816940475496462	497.88030538694636	491.977138555383	35.95203628089509	497.8803053834289
30.0	1.0	6.0199999999999142E17	46.88321722021277	5479.870876078907	4520.129123921095	0.10999732314643455	4520.01912639758	8956.260921247915	4.140064052525574	4.0	0.01875328688808511	497.2021039075588	490.79153380910094	35.82504368499166	497.2021039037338
31.0	1.0	6.0199999999999142E17	46.72471567037731	5486.494965488328	4513.505034511674	0.109997319217995	4513.3950369920885	8924.63894346646	4.1394962927769825	4.0	0.018689886268150924	496.47345407320813	489.649866321298	35.69855577386584	496.47345406912973
32.0	1.0	6.0199999999999142E17	46.5668440259223	5493.492297303424	4506.507702696578	0.10999731505564694	4506.397705181154	8893.142635458991	4.138930789378108	4.0	0.01862673761036892	495.70374757421524	488.5441056671464	35.572570541835965	495.703747569927
33.0	1.0	6.0199999999999142E17	46.40959978352347	5500.793240154308	4499.206759845695	0.10999731069888528	4499.096762334629	8861.771497797792	4.1383675333621	4.0	0.01856383991340939	494.9006438612719	487.46772750878216	35.447085991191166	494.90064385680915
34.0	1.0	6.0199999999999142E17	46.25298044980479	5508.340985266789	4491.659014733214	0.10999730617994995	4491.549017226666	8830.525033039936	4.137806515797166	4.0	0.018501192179921917	494.0703918995416	486.41542960918247	35.32210013215975	494.0703918949333
35.0	1.0	6.0199999999999142E17	46.096983541299416	5516.089168181402	4483.910831818601	0.10999730152517935	4483.8008343167085	8799.4027457194	4.13724772778734	4.0	0.01843879341651977	493.2180917795684	485.3829017212847	35.197610982877606	493.21809177483794
36.0	1.0	6.0199999999999142E17	45.941606584410366	5523.999934384763	4476.00006561524	0.10999729675610523	4475.890068118115	8768.404142339206	4.136691160472566	4.0	0.018376642633764147	492.347907497826	484.3666390694087	35.07361656935683	492.34790749299265
37.0	1.0	6.0199999999999142E17	45.78684711537079	5532.042365474945	4467.957634525058	0.10999729189034065	4467.847637032799	8737.528731363596	4.136136805027405	4.0	0.01831473884614832	491.4632400785287	483.36379111457967	34.950114925454386	491.4632400736079
38.0	1.0	6.0199999999999142E17	45.632702680205085	5540.191198240974	4459.808801759029	0.10999728694230029	4459.6988042717185	8706.776023210237	4.1355846526614215	4.0	0.018253081072082036	490.56686847488436	482.37203888844914	34.82710409284095	490.566868469889
39.0	1.0	6.0199999999999142E17	45.47917083469024	5548.4257817982025	4451.5742182018	0.10999728192378705	4451.464220719508	8676.145530242462	4.135034694619378	4.0	0.018191668333876095	489.66106428420534	481.38949546630516	34.704582120969846	489.66106427914593
40.0	1.0	6.0199999999999142E17	45.32624914431681	5556.729228259554	4443.270771740449	0.10999727684446887	4443.160774263237	8645.636766761525	4.1344869221808125	4.0	0.018130499657726725	488.7476851740711	480.41462518779196	34.5825470670461	488.747685168956
41.0	1.0	6.0199999999999142E17	45.17393518425053	5565.087720800504	4434.912279199499	0.10999727171226771	4434.8022817274195	8615.249248998922	4.133941326659979	4.0	0.018069574073700214	487.82825099517976	479.44617807239666	34.460996995995686	487.82825099001616
42.0	1.0	6.0199999999999142E17	45.02222653929334	5573.489949767213	4426.51005023279	0.1099972665336766	4426.400052765889	8584.982495108698	4.133397899404997	4.0	0.018008890615717338	486.90400580945436	478.4831365541578	34.33992998043479	486.9040058042478
43.0	1.0	6.0199999999999142E17	44.87112080384602	5581.926652984623	4418.073347015381	0.1099972613140186	4417.963349553699	8554.836025159815	4.1328566317993705	4.0	0.01794844832153841	485.97596845615163	477.52467220752607	34.21934410063926	485.9759684509069
44.0	1.0	6.0199999999999142E17	44.720615581869176	5590.3902408889	4409.609759111104	0.10999725605765845	4409.499761654678	8524.809361128548	4.1323175152602545	4.0	0.017888246232747672	485.04497378729366	476.5701105789137	34.09923744451419	485.04497378201455
45.0	1.0	6.0199999999999142E17	44.57070848684582	5598.874490733949	4401.125509266055	0.10999725076817524	4401.015511814918	8494.902026890893	4.131780541239323	4.0	0.01782828339473833	484.1117063049512	475.6189025964354	33.97960810756357	484.11170629964096
46.0	1.0	6.0199999999999142E17	44.421397141742865	5607.374297064413	4392.62570293559	0.10999724544850405	4392.515705489772	8465.113548215028	4.131245701221417	4.0	0.017768558856697148	483.17672760921374	474.67060131992685	33.86045419286011	483.1767276038749
47.0	1.0	6.0199999999999142E17	44.27267917897426	5615.885468037209	4384.114531962795	0.10999724010105157	4384.004534522323	8435.443452753783	4.130712986726024	4.0	0.017709071671589704	482.24049880282087	473.7248430276959	33.741773811015136	482.2404987974556
48.0	1.0	6.0199999999999142E17	44.12455224036274	5624.404559114519	4375.595440885485	0.10999723472779094	4375.485443450387	8405.891270037166	4.130182389305659	4.0	0.017649820896145096	481.3033987849326	472.78133182617967	33.623565080148666	481.30339877954253
49.0	1.0	6.0199999999999142E17	43.97701397710331	5632.928737228327	4367.071262771677	0.10999722933033931	4366.961265341975	8376.456531464883	4.12965390054768	4.0	0.017590805590841325	480.3657391930306	471.83982712232455	33.50582612585953	480.3657391876173
50.0	1.0	6.0199999999999142E17	43.83006204972466	5641.455669798427	4358.5443302015765	0.10999722391002165	4358.434332777298	8347.138770298921	4.129127512071221	4.0	0.017532024819889865	479.4277766109381	470.90013342297124	33.38855508119568	479.42777660550274
51.0	1.0	6.0199999999999142E17	43.68369412805329	5649.983434028094	4350.01656597191	0.10999721846792265	4349.906568553074	8317.937521656144	4.1286032155297505	4.0	0.017473477651221318	478.4897225462948	469.9620920263792	33.27175008662458	478.48972254083816
52.0	1.0	6.0199999999999142E17	43.53790789117588	5658.510442749322	4341.489557250682	0.10999721300492968	4341.379559837309	8288.852322500923	4.128081002609278	4.0	0.01741516315647035	477.5517515875811	469.02557425278445	33.155409290003696	477.551751582104
53.0	1.0	6.0199999999999142E17	43.39270102740323	5667.035383779203	4332.964616220801	0.10999720752176796	4332.854618812911	8259.882711637787	4.127560865030077	4.0	0.017357080410961293	476.61400807491714	468.0904759271745	33.03953084655115	476.6140080694202
54.0	1.0	6.0199999999999142E17	43.24807123423237	5675.557170310327	4324.442829689677	0.1099972020190293	4324.33283228729	8231.028229704116	4.127042794543797	4.0	0.017299228493692947	475.67661155711806	467.1567128812392	32.92411291881646	475.6766115516019
55.0	1.0	6.0199999999999142E17	43.10401621831112	5684.0749003150695	4315.925099684934	0.10999719649719569	4315.815102288069	8202.288419162858	4.126526782935542	4.0	0.01724160648732445	474.7396612572226	466.2242172850858	32.809153676651434	474.7396612516876
56.0	1.0	6.0199999999999142E17	42.9605336954015	5692.587823315788	4307.412176684216	0.10999719095665893	4307.302179292892	8173.662824295268	4.126012822023341	4.0	0.0171842134781606	473.8032397277716	465.2929346547218	32.694651297181075	473.8032397222181
57.0	1.0	6.0199999999999142E17	42.81762139034331	5701.095313176093	4298.90468682391	0.10999718539773645	4298.794689438147	8145.150991193689	4.125500903657638	4.0	0.017127048556137326	472.8674158437678	464.36282141005955	32.58060396477476	472.8674158381961
58.0	1.0	6.0199999999999142E17	42.67527703701784	5709.5968458154375	4290.403154184566	0.10999717982068444	4290.29315680438	8116.752467754348	4.124991019720639	4.0	0.017070110814807138	471.9322472540714	463.43384288154897	32.46700987101739	471.93224724848176
59.0	1.0	6.0199999999999142E17	42.53349837831254	5718.091980950631	4281.908019049372	0.10999717422570876	4281.79802167478	8088.466803670192	4.124483162127433	4.0	0.017013399351325016	470.9977823898333	462.50597168251915	32.35386721468077	470.9977823842258
60.0	1.0	6.0199999999999142E17	42.39228316608473	5726.58034713215	4273.419652867856	0.10999716861297379	4273.309655498875	8060.293550423747	4.1239773228249135	4.0	0.016956913266433893	470.0640621105015	461.5791863797265	32.24117420169499	470.06406210487626
61.0	1.0	6.0199999999999142E17	42.251629161126424	5735.061629476966	4264.938370523039	0.1099971629826097	4264.828373159689	8032.232261279999	4.123473493792517	4.0	0.01690065166445057	469.1311210532086	460.6534704071393	32.128929045119996	469.13112104756584
62.0	1.0	6.0199999999999142E17	42.11153413312831	5743.535559609035	4256.464440390971	0.1099971573347184	4256.354443033269	8004.282491279323	4.122971667041128	4.0	0.016844613653251326	468.1989887393197	459.7288111781879	32.01712996511729	468.1989887336595
63.0	1.0	6.0199999999999142E17	41.97199586064449	5752.001907407635	4247.998092592371	0.10999715166937869	4247.888095240334	7976.443797230414	4.1224718346131795	4.0	0.016788798344257796	467.2676904821144	458.8051993599915	31.905775188921655	467.26769047643677
64.0	1.0	6.0199999999999142E17	41.833012131057465	5760.460474236734	4239.539525763273	0.1099971459866501	4239.429528416918	7948.715737703271	4.121973988582781	4.0	0.016733204852422988	466.337248131556	457.88262827983175	31.794862950813084	466.33724812586104
65.0	1.0	6.0199999999999142E17	41.694580740543316	5768.911087387887	4231.088912612119	0.10999714028657648	4230.978915271466	7921.09787302219	4.121478121056413	4.0	0.01667783229621733	465.4076806855736	456.9610934396232	31.68439149208876	465.40768067986124
66.0	1.0	6.0199999999999142E17	41.556699494035726	5777.353595517885	4222.646404482121	0.10999713456918854	4222.536407147186	7893.589765258793	4.120984224170456	4.0	0.016622679797614292	464.47900479192003	456.0405921186107	31.57435906103517	464.47900478619044
67.0	1.0	6.0199999999999142E17	41.41936620519255	5785.78786490196	4214.212135098045	0.10999712883450637	4214.102137768845	7866.190978225087	4.120492290093992	4.0	0.016567746482077022	463.55123516031983	455.1211230481599	31.46476391290035	463.5512351545729
68.0	1.0	6.0199999999999142E17	41.28257869636006	5794.213776355951	4205.786223644054	0.10999712308254112	4205.676226320606	7838.901077466545	4.120002311026454	4.0	0.016513031478544025	462.6243849010308	454.20268614548166	31.35560430986618	462.6243848952666
69.0	1.0	6.0199999999999142E17	41.146334798538625	5802.631222707212	4197.368777292793	0.1099971173132967	4197.2587799751145	7811.719630255218	4.1195142791978725	4.0	0.01645853391941545	461.6984658030441	453.28528229553774	31.246878521020875	461.6984657972626
70.0	1.0	6.0199999999999142E17	41.01063235134909	5811.040106715903	4188.959893284103	0.10999711152677095	4188.849895972211	7784.646205582874	4.1190281868704375	4.0	0.016404252940539637	460.773488562742	452.3689131723586	31.1385848223315	460.7734885569432
71.0	1.0	6.0199999999999142E17	40.87546920299721	5819.440339365955	4180.5596606340505	0.10999710572295676	4180.449663327962	7757.680374154161	4.11854402633557	4.0	0.016350187681198884	459.8494629718919	451.45358109260303	31.030721496616643	459.84946296607586
72.0	1.0	6.0199999999999142E17	40.74084321024082	5827.831838459624	4172.168161540382	0.10999709990184299	4172.058164240115	7730.821708379803	4.118061789916524	4.0	0.016296337284096327	458.926398072246	450.53928889550644	30.92328683351921	458.9263980664126
73.0	1.0	6.0199999999999142E17	40.606752238355035	5836.214527461355	4163.785472538651	0.10999709406341507	4163.675475244223	7704.069782369816	4.117581469966595	4.0	0.016242700895342015	458.00430228271523	449.62603984442757	30.816279129479263	458.0043022768645
74.0	1.0	6.0199999999999142E17	40.47319416109866	5844.588334546525	4155.411665453482	0.10999708820765568	4155.30166816491	7677.42417192676	4.117103058869475	4.0	0.016189277664439464	457.08318350400805	448.71383754608667	30.70969668770704	457.08318349814004
75.0	1.0	6.0199999999999142E17	40.34016686068046	5852.953191818534	4147.046808181472	0.10999708233454522	4146.936810898773	7650.884454539008	4.116626549039154	4.0	0.016136066744272187	456.1630492047504	447.80268588428896	30.603537818156035	456.163049198865
76.0	1.0	6.0199999999999142E17	40.20766822772549	5861.309034664317	4138.690965335691	0.10999707644406222	4138.58096805888	7624.450209374049	4.116151932919635	4.0	0.016083067291090197	455.2439064923796	446.89258896552354	30.497800837496197	455.2439064864768
77.0	1.0	6.0199999999999142E17	40.07569616124171	5869.655801223646	4130.344198776361	0.10999707053618372	4130.234201505458	7598.121017271813	4.11567920298485	4.0	0.016030278464496683	454.32576217152064	445.9835510742882	30.392484069087253	454.3257621656004
78.0	1.0	6.0199999999999142E17	39.94424856858712	5877.993431952063	4122.006568047945	0.1099970646108855	4121.896570782968	7571.896460738027	4.115208351739554	4.0	0.01597769942743485	453.4086227920642	445.07557663639193	30.287585842952108	453.4086227861265
79.0	1.0	6.0199999999999142E17	39.81332336543551	5886.321869260839	4113.6781307391675	0.10999705866814224	4113.568133480135	7545.776123937592	4.114739371716965	4.0	0.015925329346174202	452.4924946887699	444.1686701888014	30.18310449575037	452.4924946828148
80.0	1.0	6.0199999999999142E17	39.68291847574445	5894.6410572203185	4105.358942779688	0.10999705270792784	4105.248945526615	7519.759592687991	4.1142722554808415	4.0	0.01587316739029778	451.57738401390026	443.2628363548497	30.079038370751967	451.57738400792766
81.0	1.0	6.0199999999999142E17	39.55303183172177	5902.9509413154465	4097.049058684559	0.10999704673021556	4096.939061437463	7493.846454452723	4.1138069956240315	4.0	0.01582121273268871	450.66329676411107	442.35807982385126	29.975385817810892	450.66329675812096
82.0	1.0	6.0199999999999142E17	39.42366137379324	5911.251468244272	4088.7485317557343	0.10999704073497808	4088.638534514633	7468.036298334758	4.11334358476941	4.0	0.015769464549517297	449.75023880261733	441.45440533432856	29.87214519333903	449.75023879660966
83.0	1.0	6.0199999999999142E17	39.294805050569394	5919.542585751852	4080.457414248154	0.1099970347221877	4080.3474170130653	7442.328715070024	4.112882015568644	4.0	0.01571792202022776	448.83821587746246	440.55181766020877	29.769314860280097	448.83821587143717
84.0	1.0	6.0199999999999142E17	39.16646081881334	5927.824242493315	4072.1757575066904	0.10999702869181638	4072.065760277633	7416.723297020914	4.1124222807028445	4.0	0.015666584327525337	447.9272336365825	439.65032159945525	29.66689318808366	447.92723363053966
85.0	1.0	6.0199999999999142E17	39.03862664340819	5936.096387920953	4063.9036120790533	0.10999702264383572	4063.7936148560448	7391.219638169829	4.111964372881943	4.0	0.015615450657363278	447.0172976402254	438.7499219647034	29.564878552679314	447.01729763416495
86.0	1.0	6.0199999999999142E17	38.91130049732512	5944.358972191126	4055.6410278088797	0.10999701657821721	4055.5310305919375	7365.817334112733	4.111508284845442	4.0	0.01556452019893005	446.10841337119126	437.8506235755395	29.46326933645093	446.1084133651131
87.0	1.0	6.0199999999999142E17	38.78448036159054	5952.611946087506	4047.3880539124984	0.10999701049493217	4047.27805670164	7340.515982052745	4.111054009360757	4.0	0.015513792144636216	445.2005862432762	436.9524312521344	29.362063928210983	445.2005862371804
88.0	1.0	6.0199999999999142E17	38.65816422525488	5960.855260957794	4039.1447390422113	0.10999700439395181	4039.0347418374536	7315.315180793748	4.110601539224817	4.0	0.015463265690101952	444.2938216082335	436.05534980998834	29.261260723174995	444.2938216021199
89.0	1.0	6.0199999999999142E17	38.53235008536021	5969.088868661538	4030.9111313384665	0.10999699827524727	4030.8011341398274	7290.214530734031	4.110150867262917	4.0	0.015412940034144083	443.3881247615123	435.15938405559103	29.160858122936123	443.388124755381
90.0	1.0	6.0199999999999142E17	38.40703594690854	5977.312721527142	4022.6872784728635	0.10999699213878965	4022.5772812803607	7265.213633859951	4.109701986328673	4.0	0.015362814378763417	442.48350094698867	434.2645387828352	29.060854535439805	442.4835009408397
91.0	1.0	6.0199999999999142E17	38.28221982283064	5985.526772316417	4014.4732276835875	0.1099969859845501	4014.3632304972393	7240.312093739623	4.109254889304907	4.0	0.015312887929132256	441.57995536086315	433.3708187700485	28.961248374958494	441.5799553546963
92.0	1.0	6.0199999999999142E17	38.15789973395358	5993.730974195408	4006.269025804597	0.10999697981249969	4006.159028624421	7215.509515516632	4.108809569101567	4.0	0.015263159893581431	440.677493154871	432.4782287775374	28.862038062066528	440.6774931486863
93.0	1.0	6.0199999999999142E17	38.03407370897018	6001.925280710353	3998.07471928965	0.10999697362260953	3997.9647221156642	7190.80550590377	4.108366018657392	4.0	0.015213629483588073	439.77611943892566	431.5867735455504	28.76322202361508	439.7761194327231
94.0	1.0	6.0199999999999142E17	37.91073978440766	6010.109645767919	3989.890354232085	0.10999696741485078	3989.780357064306	7166.199673176807	4.107924230939375	4.0	0.015164295913763065	438.8758392832941	430.6964577925883	28.664798692707226	438.8758392770737
95.0	1.0	6.0199999999999142E17	37.78789600459611	6018.284023618945	3981.715976381058	0.10999696118919475	3981.605979219505	7141.691627168272	4.10748419894216	4.0	0.015115158401838443	437.9766577203839	429.80728621400004	28.56676650867309	437.9766577141456
96.0	1.0	6.0199999999999142E17	37.66554042163772	6026.4483688450955	3973.5516311549063	0.10999695494561267	3973.441633999597	7117.280979261271	4.107045915688232	4.0	0.01506621616865509	437.078579746212	428.91926348081313	28.469123917045085	437.07857973995567
97.0	1.0	6.0199999999999142E17	37.54367109537603	6034.602636347921	3965.3973636520823	0.10999694868407593	3965.2873665030343	7092.967342383322	4.106609374228057	4.0	0.015017468438150411	436.1816103216081	428.0323942387611	28.37186936953329	436.1816103153338
98.0	1.0	6.0199999999999142E17	37.42228609336461	6042.746781339881	3957.2532186601225	0.10999694240455599	3957.143221517354	7068.750331000222	4.106174567638959	4.0	0.014968914437345845	435.2857543732013	427.14668310746816	28.27500132400089	435.285754366909
99.0	1.0	6.0199999999999142E17	37.30138349083747	6050.88075933703	3949.119240662973	0.10999693610702437	3949.0092435265024	7044.629561109924	4.105741489027096	4.0	0.01492055339633499	434.3910167942256	426.26213467976913	28.178518244439697	434.39101678791525
100.0	1.0	6.0199999999999142E17	37.18096137067725	6059.0045261530395	3940.9954738469633	0.10999692979145272	3940.8854767168086	7020.604650236459	4.105310131524746	4.0	0.014872384548270902	433.49740244517733	425.3787535211378	28.082418600945836	433.49740243884895
