time	compartment	Pfr	Pr	Xi	Xa	prepreS	preS	Ya	S	Gluc	Yi	V	Pi	Photoreceptor_activation	Photoreceptor_inactivation	Transducer_activation	Transducer_inactivation	preS_formation	S_generation	Glucose_sensor_inactivation	S_formation	V_formation	S_degradation	V_degradation	Photoreceptor_decay
12.0	0.9999999999999973	3.011942091698234	3.6143306195721614	4.1222128056848755	1.8777871943151174	7.6750332036638405	5.3490512816842175	0.9	37.17196881019479	0.0	0.0	0.0018003284641706753	3.3737272887295857	0.3011942091698234	0.0	1.4899039963979352	1.502229755452094	2.882415813156666	4.814146153515809	0.0	29.999999824944126	9.734527060401401E-4	37.17196881019479	0.0018003284641706753	0.3614330619572162
13.0	0.9999999999999978	2.7253178980975097	3.5429133962945274	4.139461509118021	1.8605384908819698	5.280288750053711	3.709350629126582	0.9	35.11271669055376	0.0	0.0	0.0013449490305917113	3.731768705607944	0.27253178980975096	0.0	1.466575363409983	1.488430792705576	1.9648360924891994	3.338415566213931	0.0	29.999999927014077	0.001154959286717149	35.11271669055376	0.0013449490305917113	0.35429133962945275
14.0	0.9999999999999976	2.4659696004797773	3.4523575961496364	4.165357785605143	1.83464221439485	3.6485565885600475	2.55371314799343	0.9	33.58933194039018	0.0	0.0	0.001286517997556906	4.081672803370567	0.24659696004797774	0.0	1.4380304591814976	1.4677137715158801	1.3387591877961484	2.2983418331940926	0.0	29.999999936119345	0.0013193330622717602	33.58933194039018	0.001286517997556906	0.34523575961496367
15.0	0.9999999999999976	2.2313015519108896	3.3469525257728496	4.198368925549315	1.8016310744506772	2.5360200719102357	1.7512619445773123	0.9	32.493836010782005	0.0	0.0	0.0013595066327131218	4.42174592231624	0.22313015519108897	0.0	1.405174147949356	1.4413048595605418	0.9137945133968266	1.576135750119585	0.0	29.999999924618344	0.0014573182143828305	32.493836010782005	0.0013595066327131218	0.33469525257728494
16.0	0.9999999999999974	2.0189651181230643	3.2303444357508035	4.237238799803354	1.7627612001966373	1.7754737922718855	1.1995557291136008	0.9	31.72143694667762	0.0	0.0	0.0014629234306346355	4.750690446126113	0.20189651181230645	0.0	1.3687740779892212	1.41020896015731	0.6259472625965744	1.0796001562022437	0.0	29.999999906073874	0.0015663825713137082	31.72143694667762	0.0014629234306346355	0.32303444357508043
17.0	0.9999999999999977	1.8268351625835544	3.1056200873998234	4.280917874970209	1.719082125029783	1.2533368116265007	0.8225410006305036	0.9	31.184242221541062	0.0	0.0	0.0015598856616380696	5.0675447500166015	0.18268351625835544	0.0	1.3294904545016477	1.3752657000238266	0.43091778190178853	0.7402869005674549	0.0	29.999999886132485	0.0016487321169086314	31.184242221541062	0.0015598856616380696	0.31056200873998235
18.0	0.9999999999999978	1.652988785611767	2.9753801994691487	4.3285145896650965	1.671485410334897	0.892876369849776	0.5656832580477539	0.9	30.814023007426815	0.0	0.0	0.001639182655880443	5.371631014919062	0.16529887856117673	0.0	1.2878976603202885	1.3371883282679178	0.29848596508733793	0.5091149322429797	0.0	29.999999867869366	0.0017088736510834602	30.814023007426815	0.001639182655880443	0.29753801994691487
19.0	0.9999999999999978	1.4956860783754073	2.841804002999131	4.379260990057421	1.620739009942572	0.6423786506874759	0.3907881767027494	0.9	30.56029291021134	0.0	0.0	0.0016997857653549943	5.662509918625441	0.14956860783754075	0.0	1.2445001411723147	1.2965912079540576	0.20822562766469346	0.3517093590324753	0.0	29.99999985266565	0.0017517908384621606	30.56029291021134	0.0016997857653549943	0.2841804002999131
20.0	0.9999999999999978	1.3533527053462244	2.706705917243604	4.432488030677274	1.5675119693227186	0.4669937070199897	0.27153116285353296	0.9	30.386868102795926	0.0	0.0	0.00174430934626808	5.939941377410149	0.13533527053462244	0.0	1.1997441580745656	1.254009575458175	0.14640364507044448	0.2443780465681802	0.0	29.999999840782074	0.001781954882610035	30.386868102795926	0.00174430934626808	0.2706705917243604
21.0	0.9999999999999978	1.2245641458358631	2.5715852513431736	4.4876075884654885	1.512392411534505	0.34319463830686237	0.18996186554338224	0.9	30.26837563865843	0.0	0.0	0.0017762269106380217	6.203850602820941	0.12245641458358632	0.0	1.1540265488313581	1.2099139292276042	0.10380899333092579	0.17096567898904438	0.0	29.999999831881016	0.0018029637649886743	30.26837563865843	0.0017762269106380217	0.25715852513431736
22.0	0.9999999999999978	1.1080314402224138	2.437669740289177	4.544099251855468	1.4559007481445247	0.2550473476558191	0.13392264310148347	0.9	30.187287911485527	0.0	0.0	0.0017987608052504813	6.454298819488386	0.1108031440222414	0.0	1.1077013243118787	1.16472059851562	0.07426472485287691	0.12053037879133541	0.0	29.99999982540103	0.0018175314169418873	30.187287911485527	0.0017987608052504813	0.24376697402891773
23.0	0.9999999999999978	1.002588289603164	2.305953654703688	4.6015004828386665	1.398499517161326	0.19171260442570295	0.09520934775531231	0.9	30.131619847996053	0.0	0.0	0.0018145281055064173	6.691458055693126	0.1002588289603164	0.0	1.0610846855522633	1.1187996137290608	0.05362199694461729	0.08568841297978126	0.0	29.999999820769258	0.0018276233195636143	30.131619847996053	0.0018145281055064173	0.23059536547036882
24.0	0.9999999999999978	0.9071793830995348	2.177231116685225	4.659399210623203	1.3406007893767895	0.14577760555895947	0.06829268482270011	0.9	30.093229114934054	0.0	0.0	0.0018255126536063297	6.915589500215219	0.09071793830995349	0.0	1.0144588946427437	1.0724806315014315	0.03908591461715995	0.06146341634043023	0.0	29.9999998174945	0.0018346266327188376	30.093229114934054	0.0018255126536063297	0.2177231116685225
25.0	0.9999999999999978	0.8208498359543607	2.0521251890682204	4.717428176902323	1.2825718230976684	0.11214197240600815	0.04944365497945594	0.9	30.06660363878557	0.0	0.0	0.00183315804124004	7.127024974977398	0.08208498359543608	0.0	0.9680753189441452	1.0260574584781348	0.028766026798908526	0.04449928948151045	0.0	29.999999815191845	0.0018395047306378467	30.06660363878557	0.00183315804124004	0.20521251890682204
26.0	0.9999999999999978	0.742735632723186	1.9311132408004605	4.775260540786304	1.2247394592136864	0.08727294451304128	0.036141833694564224	0.9	30.048016489638368	0.0	0.0	0.0018384882400728087	7.326151126476334	0.0742735632723186	0.0	0.922156885858442	0.9797915673709491	0.021377323773377695	0.03252765032510788	0.0	29.999999813575073	0.0018429203679556935	30.048016489638368	0.0018384882400728087	0.19311132408004605
27.0	0.9999999999999978	0.6720549799155408	1.8145490337508479	4.832606383816666	1.1673936161833265	0.06870608384789055	0.026677762157966422	0.9	30.034946061033068	0.0	0.0	0.0018422180331613169	7.5133959863335935	0.06720549799155408	0.0	0.8769001244252729	0.9339148929466613	0.016041408735396796	0.024009985942169836	0.0	29.999999812438155	0.0018453272995563586	30.034946061033068	0.0018422180331613169	0.1814549033750848
28.0	0.9999999999999978	0.608100481541194	1.7026819252339824	4.88920985074318	1.1107901492568113	0.05470931454124657	0.019886808960234457	0.9	30.025682485027236	0.0	0.0	0.0018448416026019079	7.689217593224805	0.0608100481541194	0.0	0.8324769241536367	0.8886321194054491	0.01215411353300185	0.017898128064211052	0.0	29.999999811635668	0.0018470357342485766	30.025682485027236	0.0018448416026019079	0.17026819252339825
29.0	0.9999999999999978	0.5502320592515885	1.5956735351869547	4.9448467316815305	1.0551532683184612	0.04405583303924677	0.014971310947343199	0.9	30.019062292059647	0.0	0.0	0.0018466988848792251	7.854094405561437	0.05502320592515885	0.0	0.7890361065299943	0.8441226146547691	0.009297131243970757	0.01347417985260891	0.0	29.9999998110662	0.0018482579554069014	30.019062292059647	0.0018466988848792251	0.15956735351869547
30.0	0.9999999999999978	0.49787054621877513	1.4936121866424132	4.99932234349889	1.000677656501101	0.035869804052238705	0.01138168044185511	0.9	30.01429023417911	0.0	0.0	0.001848023306206935	8.00851726713879	0.04978705462187752	0.0	0.7467048777203668	0.8005421252008809	0.007178822291629601	0.010243512397669623	0.0	29.999999810659403	0.0018491396424322871	30.01429023417911	0.001848023306206935	0.14936121866424135
31.0	0.9999999999999978	0.45049189063721956	1.3965253923590184	5.052469607813878	0.9475303921861123	0.029520908151850492	0.008736793441315506	0.9	30.010819838041094	0.0	0.0	0.0018489752727746422	8.15298271700374	0.04504918906372196	0.0	0.7055902101434308	0.7580243137488899	0.005594391535762633	0.007863114097183974	0.0	29.999999810366653	0.0018497811862266409	30.010819838041094	0.0018489752727746422	0.13965253923590185
32.0	0.9999999999999978	0.4076219108352118	1.3043906287028422	5.104147253208355	0.8958527467916345	0.024551828842766424	0.0067705270583176625	0.9	30.0082733169015	0.0	0.0	0.0018496653014422621	8.287987460461924	0.040762191083521186	0.0	0.6657801844604346	0.7166821974333077	0.004398964661510086	0.006093474352485909	0.0	29.99999981015426	0.0018502521295826828	30.0082733169015	0.0018496653014422621	0.13043906287028423
33.0	0.9999999999999978	0.3688315495033229	1.2171446096809422	5.154238092428032	0.8457619075719562	0.02062806530804523	0.005295719832440508	0.9	30.00638778496457	0.0	0.0	0.0018501698449805237	8.414023840815712	0.03688315495033229	0.0	0.6273453111210975	0.676609526057565	0.003489286372890253	0.0047661478491964684	0.0	29.999999809998865	0.0018506009352704676	30.00638778496457	0.0018501698449805237	0.12171446096809423
34.0	0.9999999999999978	0.3337325795426848	1.1346912490183902	5.202647343100374	0.7973526568996143	0.017502962431166388	0.004179765550782261	0.9	30.004979033929114	0.0	0.0	0.0018505420637774945	8.5315761714389	0.03337325795426848	0.0	0.5903398411944785	0.6378821255196915	0.0027912067196209367	0.003761788995704044	0.0	29.999999809884162	0.0018508615981965907	30.004979033929114	0.0018505420637774945	0.11346912490183902
35.0	0.9999999999999978	0.3019737185558205	1.0569084759921383	5.2493009739734084	0.7506990260265788	0.014993175167312156	0.0033279994544188796	0.9	30.00391704473926	0.0	0.0	0.0018508191431116836	8.641117805452012	0.03019737185558205	0.0	0.5548030692426295	0.6005592208212631	0.0022510723990294295	0.0029951995089769986	0.0	29.99999980979875	0.0018510581317166814	30.00391704473926	0.0018508191431116836	0.10569084759921385
36.0	0.9999999999999978	0.273237113092578	0.9836540510766619	5.294144068731938	0.7058559312680496	0.01296133247928908	0.002672324685292125	0.9	30.003109356916227	0.0	0.0	0.0018510272653541797	8.74310883583073	0.0273237113092578	0.0	0.5207606260191665	0.5646847450144397	0.0018297666815286864	0.002405092216762918	0.0	29.999999809734582	0.0018512076224232131	30.003109356916227	0.0018510272653541797	0.0983654051076662
37.0	0.9999999999999978	0.24723515746433394	0.9147705100387112	5.337139206735316	0.6628607932646712	0.011303701002374114	0.002163378994731742	0.9	30.002489715355722	0.0	0.0	0.0018511849955833402	8.837994332496926	0.024723515746433396	0.0	0.48822575542928776	0.5302886346117369	0.0014985560426520762	0.0019470410952585721	0.0	29.999999809685942	0.0018513223195441935	30.002489715355722	0.0018511849955833402	0.09147705100387113
38.0	0.9999999999999978	0.2237076152881043	0.8500893496932066	5.378264865067716	0.6217351349322713	0.009941343717255205	0.0017651055260122736	0.9	30.002010275614957	0.0	0.0	0.0018513055946492293	8.926203035018661	0.02237076152881043	0.0	0.4572005681623246	0.497388107945817	0.0012361765354911532	0.0015885949734110497	0.0	29.999999809648745	0.0018514110714780367	30.002010275614957	0.0018513055946492293	0.08500893496932066
39.0	0.9999999999999978	0.20241901333187848	0.789434555001743	5.4175138270018826	0.5824861729981041	0.008813738887152088	0.0014509636910688547	0.9	30.001636217465393	0.0	0.0	0.0018513986050030936	9.008146431666349	0.02024190133318785	0.0	0.42767726172350307	0.4659889383984833	0.00102677620683636	0.0013058673219619723	0.0	29.999999809620054	0.0018514803195401432	30.001636217465393	0.0018513986050030936	0.0789434555001743
40.0	0.9999999999999978	0.1831562899033507	0.7326255540518769	5.4548917325816735	0.5451082674183129	0.0078741384088239	0.0012012747804354474	0.9	30.001342009727217	0.0	0.0	0.0018514709508893233	9.08421815604474	0.01831562899033507	0.0	0.39963930778756607	0.43608661393465037	8.584515890891993E-4	0.001081147302391905	0.0	29.999999809597732	0.0018515347876043216	30.001342009727217	0.0018514709508893233	0.0732625554051877
41.0	0.9999999999999978	0.1657266571400796	0.6794796802872334	5.4904154937572125	0.5095845062427755	0.00708617416086681	0.001001333351787066	0.9	30.001108781616885	0.0	0.0	0.0018515276899825836	9.154793662572654	0.01657266571400796	0.0	0.3730625764342232	0.40766760499422044	7.222009121831271E-4	9.012000166083614E-4	0.0	29.999999809580228	0.0018515779677409415	30.001108781616885	0.0018515276899825836	0.06794796802872334
42.0	0.9999999999999978	0.14995567337265825	0.6298142059965663	5.524111919032187	0.47588808096780033	0.006421353245091723	8.400721304884033E-4	0.9	30.000922481302133	0.0	0.0	0.0018515725477505005	9.220230120630742	0.014995567337265826	0.0	0.34791641621214336	0.3807104647742403	6.111690946046127E-4	7.560649174395646E-4	0.0	29.999999809566386	0.0018516124605729004	30.000922481302133	0.0018515725477505005	0.06298142059965664
43.0	0.9999999999999978	0.13568549725313014	0.583448008166363	5.55601635427024	0.4439836457297475	0.00585719955251179	7.091018396916027E-4	0.9	30.000772567084013	0.0	0.0	0.0018516082892958926	9.280866494580476	0.013568549725313015	0.0	0.32416466752387174	0.3551869165837981	5.201001622181672E-4	6.381916557224439E-4	0.0	29.99999980955536	0.0018516402172722682	30.000772567084013	0.0018516082892958926	0.05834480081663631
44.0	0.9999999999999978	0.122773308025052	0.5402029178333739	5.586171400282199	0.4138285997177894	0.005375864959096752	6.020183257209127E-4	0.9	30.000651072424784	0.0	0.0	0.0018516369824509997	9.337023774141544	0.0122773308025052	0.0	0.30176660899497953	0.3310628797742316	4.4493733365898907E-4	5.418164931488225E-4	0.0	29.99999980954651	0.0018516627124817737	30.000651072424784	0.0018516369824509997	0.0540202917833374
45.0	0.9999999999999978	0.11108987634271372	0.4999047982035481	5.614625716384497	0.38537428361549253	0.0049630845241073265	5.138992550761799E-4	0.9	30.000551933762736	0.0	0.0	0.0018516601852950044	9.389005325453708	0.011108987634271372	0.0	0.28067783357376497	0.30829942689239404	3.8252902860020055E-4	4.62509329568563E-4	0.0	29.999999809539347	0.0018516810686612774	30.000551933762736	0.0018516601852950044	0.049990479820354816
46.0	0.9999999999999978	0.10051827070958712	0.4623843907247988	5.64143290092021	0.3585670990797793	0.004607385490676272	4.409356648405301E-4	0.9	30.000470503156077	0.0	0.0	0.0018516790802363143	9.437097338565582	0.010051827070958712	0.0	0.2608510514706832	0.28685367926382344	3.3041136994681197E-4	3.96842098356478E-4	0.0	29.999999809533517	0.0018516961462586002	30.000470503156077	0.0018516790802363143	0.04623843907247988
47.0	0.9999999999999978	0.09095268680199946	0.4274779633604057	5.666650460531371	0.3333495394686192	0.004299484561095619	3.801606927970884E-4	0.9	30.000403192945537	0.0	0.0	0.0018516945708569894	9.48156934983756	0.009095268680199947	0.0	0.24223681979432612	0.2666796315748954	2.8664623967873323E-4	3.4214462351738037E-4	0.0	29.999999809528735	0.0018517086094632204	30.000403192945537	0.0018516945708569894	0.042747796336040575
48.0	0.9999999999999978	0.0822973889176439	0.39502779164727475	5.690338885963121	0.3096611140368679	0.004031825612582529	3.2924891903065033E-4	0.9	30.00034721580571	0.0	0.0	0.0018517073528254344	9.522674819435046	0.00822973889176439	0.0	0.22478420038466307	0.24772889122949432	2.4969992215893725E-4	2.963240271275859E-4	0.0	29.99999980952479	0.0018517189743139	30.00034721580571	0.0018517073528254344	0.039502779164727476
49.0	0.9999999999999978	0.0744657518186982	0.3648824980489378	5.712560805828483	0.28743919417150726	0.0037982231571562284	2.863663603753354E-4	0.9	30.000300392077868	0.0	0.0	0.00185171796533159	9.56065175013233	0.007446575181869821	0.0	0.20844134570871548	0.22995135533720581	2.1835164071530938E-4	2.577297243378024E-4	0.0	29.999999809521515	0.001851727644358042	30.000300392077868	0.00185171796533159	0.036488249804893784
50.0	0.9999999999999978	0.06737939375571694	0.3368972723168831	5.733380229991167	0.2666197700088236	0.003593585664918541	2.500578973415419E-4	0.9	30.000261006482837	0.0	0.0	0.001851726829041651	9.595723333927365	0.0067379393755716945	0.0	0.19315601606395721	0.2132958160070589	1.9162419669751778E-4	2.250521076073882E-4	0.0	29.999999809518783	0.001851734937173579	30.000261006482837	0.001851726829041651	0.03368972723168831
51.0	0.9999999999999978	0.06096739199528518	0.310933992434181	5.752861879324697	0.2471381206752937	0.003413699621109348	2.1916225895826633E-4	0.9	30.00022770087584	0.0	0.0	0.0018517342742669378	9.628098615570499	0.006096739199528519	0.0	0.17887603120608378	0.19771049654023498	1.6873106178218566E-4	1.9724603306244014E-4	0.0	29.999999809516485	0.0018517411042208202	30.00022770087584	0.0018517342742669378	0.031093399243418102
52.0	0.9999999999999978	0.05516557300015098	0.28686126306753534	5.771070598008644	0.2289294019913451	0.003255060037185691	1.92747426586638E-4	0.9	30.00019939346849	0.0	0.0	0.0018517405619976489	9.657973163932278	0.005516557300015098	0.0	0.16554966009966798	0.18314352159307606	1.490357895517695E-4	1.734726839279746E-4	0.0	29.999999809514538	0.0018517463457957731	30.00019939346849	0.0018517405619976489	0.02868612630675353
53.0	0.9999999999999978	0.04991587015770363	0.2645543861327302	5.788070843922204	0.21192915607778529	0.0031147366948672517	1.7006126075898222E-4	0.9	30.000175217607907	0.0	0.0	0.001851745899706572	9.68552974370953	0.004991587015770363	0.0	0.15312595290065958	0.16954332486222823	1.3202070382954567E-4	1.5305513468308432E-4	0.0	29.999999809512893	0.001851750822363587	30.000175217607907	0.001851745899706572	0.026455438613273024
54.0	0.9999999999999978	0.04516574262871477	0.24389527604578534	5.803926252201408	0.196073747798583	0.0029902680282704376	1.504935453179686E-4	0.9	30.000154475096593	0.0	0.0	0.0018517504532969684	9.710938981325462	0.004516574262871477	0.0	0.14155501954300462	0.1568589982388664	1.1726261184505303E-4	1.3544419078617204E-4	0.0	29.99999980951149	0.001851754663200452	30.000154475096593	0.0018517504532969684	0.024389527604578538
55.0	0.9999999999999978	0.04086764949997325	0.22477233045408002	5.818699266673648	0.18130073332634172	0.002879576498188321	1.3354664447433911E-4	0.9	30.000136600389183	0.0	0.0	0.001851754356190719	9.734360020045907	0.004086764949997325	0.0	0.13078825943816855	0.1450405866610734	1.0441386615816858E-4	1.2019198002690547E-4	0.0	29.999999809510282	0.0018517579730220484	30.000136600389183	0.001851754356190719	0.022477233045408003
56.0	0.9999999999999978	0.03697857397794798	0.20708026568820304	5.8324508336738115	0.1675491663261787	0.002780900766924885	1.1881269414522727E-4	0.9	30.000121132973632	0.0	0.0	0.0018517577162827088	9.75594116033381	0.003697857397794798	0.0	0.1207785468250557	0.13403933306094296	9.318752102681929E-5	1.0693142473070477E-4	0.0	29.99999980950925	0.0018517608370968916	30.000121132973632	0.0018517577162827088	0.020708026568820304
57.0	0.9999999999999978	0.033459592861442115	0.1907199248197136	5.845240152668332	0.15475984733165937	0.002692741073272498	1.0595577806269865E-4	0.9	30.000107695946923	0.0	0.0	0.0018517606212935813	9.775820482318803	0.0033459592861442115	0.0	0.11148037624700778	0.12380787786532749	8.334563948066827E-5	9.536020025642899E-5	0.0	29.999999809508353	0.0018517633252129052	30.000107695946923	0.0018517606212935813	0.019071992481971358
58.0	0.9999999999999978	0.03027548698437214	0.17559806502873426	5.85712447814947	0.1428755218505222	0.002613815030285699	9.469792713899313E-5	0.9	30.000095979305527	0.0	0.0	0.0018517631429132316	9.794126447986857	0.003027548698437214	0.0	0.10284997249954843	0.11430041748041778	7.469003729456172E-5	8.522813442509401E-5	0.0	29.99999980950757	0.001851765494771141	30.000095979305527	0.0018517631429132316	0.017559806502873428
59.0	0.9999999999999978	0.027394388729850675	0.1616271299574583	5.868158967392518	0.1318410326074738	0.0025430216925748403	8.480806667569894E-5	0.9	30.000085726844283	0.0	0.0	0.0018517653400259998	9.810978481312654	0.0027394388729850678	0.0	0.0948453692033777	0.10547282608597905	6.70549211784547E-5	7.632726000812922E-5	0.0	29.9999998095069	0.0018517673932114496	30.000085726844283	0.0018517653400259998	0.01616271299574583
60.0	0.9999999999999978	0.024787463087776615	0.14872501183273062	5.878396568874475	0.12160343112551543	0.0024794122154508345	7.609324812120142E-5	0.9	30.000076725831775	0.0	0.0	0.0018517672612346173	9.82648752507946	0.002478746308777662	0.0	0.08742645992633415	0.09728274490041233	6.0301006514667573E-5	6.848392330908143E-5	0.0	29.999999809506306	0.001851769059924104	30.000076725831775	0.0018517672612346173	0.014872501183273063
61.0	0.9999999999999978	0.02242861906385431	0.1368148073664859	5.887887946415979	0.11211205358401226	0.0024221657925286807	6.839166018610986E-5	0.9	30.000068798833357	0.0	0.0	0.0018517689468457068	9.840756573569625	0.002242861906385431	0.0	0.08055502551843582	0.08968964286720982	5.4310796224267515E-5	6.1552494167499E-5	0.0	29.99999980950578	0.0018517705277638023	30.000068798833357	0.0018517689468457068	0.013681480736648592
62.0	0.9999999999999978	0.020294248551735276	0.1258245707725298	5.896681434412765	0.10331856558722678	0.0023705698387676936	6.156703258935778E-5	0.9	30.000061797203855	0.0	0.0	0.001851770430439622	9.853881180675703	0.0020294248551735276	0.0	0.07419474104673332	0.08265485246978144	4.898477507316443E-5	5.541032933042213E-5	0.0	29.999999809505326	0.0018517718242545324	30.000061797203855	0.001851770430439622	0.012582457077252978
63.0	0.9999999999999978	0.018362990054841013	0.11568706665912859	5.904823019854493	0.09517698014549944	0.0023240036027480835	5.550413492239288E-5	0.9	30.000055595884874	0.0	0.0	0.001851771740117754	9.865949943286001	0.0018362990054841015	0.0	0.06831116543082652	0.07614158411639955	4.4238328951364804E-5	4.995372143015371E-5	0.0	29.99999980950492	0.0018517729725528885	30.000055595884874	0.001851771740117754	0.011568706665912861
64.0	0.9999999999999978	0.016615512796366264	0.10633951992324814	5.912356336938633	0.087643663061359	0.002281924624715513	5.0105002281419346E-5	0.9	30.000050087934042	0.0	0.0	0.0018517728991603304	9.877044967280357	0.0016615512796366264	0.0	0.06287171344852296	0.0701149304490872	3.999924658799699E-5	4.509450205327751E-5	0.0	29.999999809504562	0.0018517739924610469	30.000050087934042	0.0018517728991603304	0.010633951992324815
65.0	0.9999999999999978	0.015034330719654761	0.09772339268218383	5.919322734727935	0.08067726527205793	0.002243857165758063	4.528655395043612E-5	0.9	30.000045186418912	0.0	0.0	0.0018517739282996168	9.887242276598133	0.0015034330719654763	0.0	0.05784563000183976	0.06454181221764635	3.620565195889434E-5	4.0757898555392605E-5	0.0	29.99999980950425	0.0018517749000760372	30.000045186418912	0.0018517739282996168	0.009772339268218385
66.0	0.9999999999999978	0.013603618675999381	0.08978412814095198	5.925761251552993	0.07423874844699926	0.002209382998187618	4.0977363649401116E-5	0.9	30.000040814124414	0.0	0.0	0.001851774844029033	9.89661225318302	0.0013603618675999381	0.0	0.05320393075421231	0.059390998757599414	3.280436572510559E-5	3.6879627284461086E-5	0.0	29.99999980950396	0.0018517757096955885	30.000040814124414	0.001851774844029033	0.008978412814095197
