time	cell	M	MpY	MpT	Mpp	MEK	MKP3	Km1	kcat1	Km2	kcat2	Km3	kcat3	Km4	kcat4	Km5	kcat5	Km6	kcat6	Km7	kcat7	Km8	v1	v2	v3	v4	v5	v6	v7
30.0	1.0	571.5834152594323	195.60964538398204	27.71473786990249	5.092201486683321	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.537405080029709	0.1713683647772313	1.1445689195600668	0.20811547404620895	0.08522383976682756	0.4049379067154735	2.7235416245339623
31.0	1.0	566.0845378278542	200.2019457040913	28.324205199716662	5.3893112683379805	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.500671688945908	0.17623221821236632	1.1389908860991935	0.21371153129091827	0.09001891094959254	0.41302882223763615	2.7819992846585486
32.0	1.0	560.6934041204845	204.69519014082834	28.919423763377093	5.69198197531014	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.46436374222044	0.1810394140261156	1.1334774571519928	0.2192342196424993	0.0948910029844409	0.42089454403908316	2.838947700921711
33.0	1.0	555.4078136255943	209.09135012678453	29.500827348021524	6.000008899599778	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.428481025337694	0.18578996374330536	1.128028600143872	0.22468474623567983	0.09983667049806853	0.4285431232585765	2.8944262928358087
34.0	1.0	550.2256128663803	213.39235798170006	30.06883719840448	6.31319195351528	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.39302316268242	0.19048390089520195	1.12264425803696	0.23006431341942937	0.1048525722916875	0.4359823105477987	2.9484732399978233
35.0	1.0	545.1446940777257	217.600107944137	30.623862393973535	6.631335584163867	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.357989620117691	0.19512128067157902	1.1173243497215752	0.23537411837877292	0.10993546776423871	0.4432195689225251	3.0011255347523287
36.0	1.0	540.1629939435909	221.71645715497968	31.16630021074739	6.954248690682212	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.323379707727025	0.1997021795507511	1.1120687704326224	0.2406153527470215	0.11508221352210239	0.45026208592523964	3.0524190319473563
37.0	1.0	535.278492391375	225.7432265957536	31.69653646887416	7.281744543997455	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.289192582710251	0.20422669490895223	1.1068773921893342	0.24578920221062253	0.12028976016243643	0.4571167851441067	3.1023884959715753
38.0	1.0	530.4892114398244	229.68220198456208	32.21494586668896	7.61364070892472	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.255427252422679	0.208694944610438	1.101750064256777	0.2508968461087115	0.12555514921823308	0.4637903371298934	3.151067645247568
39.0	1.0	525.7932140972842	233.53513463225912	32.721892302034654	7.949758968422099	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.2220825775473605	0.21310706657967773	1.0966866136275621	0.2559394570293309	0.13087551025407052	0.47028916974937646	3.1984891943433635
40.0	1.0	521.1886033072943	237.3037422613091	33.217729181558745	8.289925249837964	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.189157275390128	0.2174632183569923	1.0916868455222046	0.26091820040416663	0.13624805810235052	0.4766194780109638	3.244684893852823
41.0	1.0	516.6735209387227	240.9897097896276	33.70279971865136	8.6339695529984	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.156649923287435	0.22176357663898008	1.0867505439066105	0.26583423410354007	0.14167009023056568	0.48278723339567875	3.2896855681848516
42.0	1.0	512.2461468178096	244.59469008155025	34.177437220645395	8.98172587999472	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.124558962116957	0.22600833680505372	1.0818774720251676	0.2706887080332827	0.147138984230833	0.48879819272427616	3.3335211513915364
43.0	1.0	507.9046977996577	248.12030466794133	34.641965365858596	9.3330321665423	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.09288269990123	0.23019771243139425	1.0770673729479645	0.275482763735018	0.15265219542357167	0.49465790658907655	3.3762207211563338
44.0	1.0	503.6474268768636	251.56814443732472	35.09669847101899	9.687730214792614	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.061619315494667	0.23433193479360567	1.0723199701306716	0.28021753399126564	0.15820725456779458	0.500371727377077	3.4178125310550076
45.0	1.0	499.4726223231296	254.93977029980076	35.54194174957937	10.0456656274902	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.030766862344536	0.2384112523593281	1.0676349679856516	0.28489414243668504	0.16380176567103066	0.5059448169090454	3.4583240411943663
46.0	1.0	495.37860686983055	258.23671382540033	35.97799156139346	10.406687743375528	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	7.000323272316673	0.2424359302720431	1.063012052462902	0.28951370317667496	0.16943340389240122	0.5113821537175793	3.4977819473266782
47.0	1.0	491.36373691363804	261.46047785842325	36.40513565419518	10.770649573743395	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.970286359576915	0.2464062498272752	1.0584508916394573	0.2940773204144502	0.17509991353284193	0.5166885399855272	3.5362122085310683
48.0	1.0	487.42640175342365	264.6125371092079	36.82365339729374	11.137407740074503	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.940653824519501	0.25032250794236355	1.0539511363159242	0.2985860880876224	0.18079910610689806	0.5218686081646994	3.573640073547094
49.0	1.0	483.56502285477376	267.69433872469034	37.23381600787039	11.506822412665386	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.911423257733903	0.25418501662094695	1.049512420618852	0.3030410895152218	0.18652885849091935	0.5269268272934406	3.6100901058400514
50.0	1.0	479.7780531405534	270.7073028390203	37.63588677023736	11.878757250188862	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.882592144001782	0.25799410241326876	1.0451343626076781	0.3074433970560095	0.19228711114285807	0.5318675090303818	3.6455862074723013
51.0	1.0	476.0639763060555	273.65282310542426	38.03012124839646	12.25307934012368	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.854157866316149	0.2617501058733775	1.040816564885045	0.3117940717788428	0.19807186638921584	0.5366948134205194	3.680151641850068
52.0	1.0	472.42130615736113	276.532267210428	38.41676749221266	12.629659139998168	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.826117709914906	0.26545338101425964	1.0365586152093007	0.3160941631457773	0.20388118677500838	0.5414127544086997	3.71380905541065
53.0	1.0	468.84858597162514	279.3469773714787	38.796066237497875	13.008370419398243	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.798468866321401	0.2691042947619038	1.0323600871080645	0.32034470870850734	0.20971319347291378	0.5460252051145843	3.746580498310758
54.0	1.0	465.3443878780817	282.0982708189419	39.16825110028107	13.389090202695435	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.771208437384803	0.27270322640925937	1.0282205404917661	0.3245467338186724	0.21556606474804615	0.5505359028822416	3.778487444172858
55.0	1.0	461.9073122586378	284.78744026338376	39.53354876552322	13.771698712455436	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.744333439313435	0.27625056707101037	1.024139522266114	0.32870125135248346	0.22143803447505403	0.5549484541166585	3.8095508089427192
56.0	1.0	458.5359871669981	287.41575434899096	39.89217917051895	14.156079313492189	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.717840806694571	0.27974671914005006	1.020116566942509	0.33280926145005324	0.2273273907044808	0.5592663389186601	3.8397909689080425
57.0	1.0	455.2290677653274	289.9844580939246	40.24435568321156	14.542118457536644	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.691727396494346	0.28319209574649457	1.0161511972454378	0.33687175126974656	0.2332324742755441	0.5634929155289848	3.8692277779248663
58.0	1.0	451.9852357775213	292.49477331835203	40.59028527563358	14.92970562849324	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.665989992031925	0.28658712022004146	1.0122429247159588	0.340889694757806	0.2391516774727007	0.5676314245915814	3.8978805838955686
59.0	1.0	448.8031989582153	294.9478990608524	40.93016869267177	15.318733288260647	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.640625306922236	0.2899322255564312	1.0083912503104135	0.344864052433443	0.24508344272354923	0.57168499324554	3.925768244539509
60.0	1.0	445.68169057671525	297.3450119838455	41.26420061634282	15.709096823096582	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.615629988981987	0.2932278538887338	1.0045956649935608	0.34879577118953214	0.25102626133580447	0.5756566390544858	3.952909142494871
61.0	1.0	442.61946891508745	299.68726676864856	41.592569825754666	16.100694490509504	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.59100062409386	0.296474455964136	1.0008556503253638	0.3526857841089858	0.25697867227124	0.5795492737817045	3.9793211997878393
62.0	1.0	439.6153167796918	301.97579650072845	41.915459352917175	16.493427366662743	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.566733740024294	0.29967249062687257	0.997170679040726	0.3565350102968409	0.262939260954648	0.583365707018751	4.00502189170308
63.0	1.0	436.66804102548906	304.2117130456758	42.23304663455621	16.887199294279135	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.5428258101902985	0.30282242430789463	0.9935402156214896	0.36034435472803567	0.26890665811600983	0.5871086496748168	4.030028260087394
64.0	1.0	433.77647209249653	306.39610741639194	42.54550366007538	17.281916831036387	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.519273257371307	0.3059247305218363	0.9899637168600872	0.36411470811081276	0.2748795386641998	0.5907807173336823	4.054356926116499
65.0	1.0	430.9394635538052	308.5300501319481	42.852997115801266	17.6774891984457	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.4960724573621755	0.3089798893717951	0.9864406324142561	0.3678469467656396	0.2808566205906692	0.5943844334846612	4.078024102553093
66.0	1.0	428.15589167460956	310.61459156854335	43.15568852563958	18.073828231207774	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.473219742563834	0.3119883870624086	0.9829704053522856	0.3715419325194985	0.2868366639016693	0.5979222326335596	4.101045605522659
67.0	1.0	425.4246549817379	312.6507623029576	43.453734388262525	18.470848327042237	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.450711405508333	0.314950715421665	0.9795524726883023	0.3752005126153636	0.29281846957768043	0.6013964632993091	4.12343686583187
68.0	1.0	422.74467384320263	314.6395734488699	43.74728631093983	18.86846639698785	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.428543702315346	0.317867371431854	0.9761862659071451	0.3788235196366429	0.2988008785588081	0.6048093909015909	4.14521293985305
69.0	1.0	420.11489005732193	316.5820169863856	44.03649114012035	19.26660181617233	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.406712856077414	0.32073885677002334	0.9728712114784219	0.3824117714463375	0.30478277075500027	0.6081632005444625	4.166388519996652
70.0	1.0	417.5342664509927	318.47906608509146	44.32149108886428	19.665176375051743	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.3852150601715385	0.3235656773582726	0.9696067313593817	0.38596607114063985	0.31076306408002424	0.611459999700693	4.1869779447925275
71.0	1.0	415.0017864867235	320.33167542093554	44.602423861220664	20.064114231120474	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.364046481494931	0.3263483429241805	0.9663922434862674	0.3894872070166624	0.3167407135082169	0.6147018208012489	4.206995208599479
72.0	1.0	412.51645387805996	322.1407814872068	44.879422773639696	20.463341861093696	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.343203263623048	0.32908736657162935	0.9632271622538702	0.3929759525539726	0.3227147101530957	0.617890623734109	4.226453970961475
73.0	1.0	410.07729221305965	323.907302899871	45.15261687350438	20.8627880135651	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.322681529888188	0.3317832643622541	0.960110898983021	0.3964330664095804	0.328684080366985	0.6210282982563515	4.245367565627837
74.0	1.0	407.6833445854976	325.6321406974979	45.42213105486141	21.262383662143197	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.302477386377302	0.33443655490771784	0.9570428623758124	0.3998592924260116	0.3346478848608718	0.6241166663232313	4.263749009253714
75.0	1.0	405.3336732335008	327.3161786360017	45.68808617142733	21.66206195907016	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.2825869248477115	0.3370477589729792	0.9540224589583562	0.40325535965207965	0.3406052178437641	0.6271574843377574	4.281611009796218
76.0	1.0	403.0273591853343	328.96028347839626	45.95059914694174	22.061758189327673	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.263006225559819	0.33961739909069044	0.9510490935109353	0.4066219823759567	0.3465552061808746	0.6301524453240861	4.2989659746207005
77.0	1.0	400.76350191207547	330.565305279754	46.20978308293605	22.461409725234425	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.243731360026008	0.3421459991868388	0.9481221694854306	0.4099598601701318	0.35249700857000554	0.6331031810278599	4.31582601833087
78.0	1.0	398.54121898693364	332.13207766754323	46.46574736398261	22.86095598154046	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.224758393675142	0.3446340842177123	0.9452410894099289	0.41326967794782954	0.35842981473554886	0.636011263946455	4.332202970335585
79.0	1.0	396.35964575098564	333.6614181175044	46.718597760486354	23.26033837102353	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.2060833884322815	0.34708217981825	0.9424052552804575	0.41655210603046117	0.36435284463956336	0.638878209291941	4.348108382164572
80.0	1.0	394.2179349851146	335.15412822521455	46.96843652907788	23.65950026059289	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.1877024052134075	0.3494908119618096	0.9396140689398136	0.4198078002256668	0.3702653477094232	0.6417054768894003	4.363553534544459
