time	unit_compartment	V	V_neg	E	I	i_Na	i_K	i_L	m	h	n	E_R	Cm	g_Na	g_K	g_L	E_Na	E_K	E_L	V_Na	V_K	V_L	alpha_m	beta_m	alpha_h	beta_h	alpha_n	beta_n
10.0	1.0	-0.0033581931418240137	0.0033581931418240137	-75.00335819314182	0.0	1.2212641935876691	-4.404515847133582	3.1828925420574525	0.05295404761712107	0.5959992801425387	0.3177409776669729	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361548979681925	3.9992538044670014	0.06998824731072625	0.047441046678428266	0.05820904563374625	0.12499475293334582
11.0	1.0	-0.0030945788470313484	0.0030945788470313484	-75.00309457884703	0.0	1.2211357574460617	-4.404280638664817	3.1829716263458905	0.05295212035095886	0.5960003069000848	0.31773848014251843	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236114259108682	3.9993123749220763	0.06998916981192878	0.04743985540926183	0.058208152651946975	0.12499516481407001
12.0	1.0	-0.0030002551843463206	0.0030002551843463206	-75.00300025518435	0.0	1.2210829659663154	-4.40410607491043	3.182999923444696	0.052951295755142125	0.5960018953516533	0.3177359559191757	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22360997183000653	3.999333332187621	0.06998949989444939	0.047439429168905846	0.058207833137247235	0.12499531218917893
13.0	1.0	-0.003032705592747713	0.003032705592747713	-75.00303270559274	0.0	1.2210880399643798	-4.403997889952536	3.1829901883221754	0.052951329290767436	0.5960034077167976	0.31773378988959766	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361047208019907	3.9993261221941223	0.06998938633514874	0.04743957580904369	0.058207943060546524	0.1249952614873276
14.0	1.0	-0.0031447814421103715	0.0031447814421103715	-75.00314478144212	0.0	1.22113050492352	-4.403950025672816	3.1829565655673666	0.052951929304057836	0.596004454467541	0.3177321848868244	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361219983065045	3.9993012207232	0.06998899413025167	0.047440082271868175	0.05820832271021541	0.12499508637557405
15.0	1.0	-0.0032928390037645803	0.0032928390037645803	-75.00329283900376	0.0	1.2211911024416138	-4.403949308287701	3.1829121482988705	0.0529528156953711	0.5960048669944865	0.31773119215661416	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361448228946929	3.9992683249258767	0.06998847601217878	0.047440751341378457	0.05820882424850744	0.12499485504494177
16.0	1.0	-0.003442267174399874	0.003442267174399874	-75.0034422671744	0.0	1.2212542319474216	-4.403979810222017	3.18286731984768	0.052953757567975095	0.5960046479797375	0.3177307534625344	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361678589813955	3.99923512487759	0.06998795310163541	0.04744142661373764	0.05820933043303062	0.12499462157325322
17.0	1.0	-0.003569797101088805	0.003569797101088805	-75.0035697971011	0.0	1.221309144827191	-4.404026204862213	3.182829060869673	0.05295459261118165	0.5960039118014371	0.3177307463344421	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361875193626313	3.9992067904133934	0.06998750682513186	0.047442002934209866	0.058209762440417354	0.12499442231647546
18.0	1.0	-0.0036632480360645936	0.0036632480360645936	-75.00366324803606	0.0	1.2213499591384454	-4.4040758882009685	3.1828010255891805	0.05295522893475784	0.5960028280248358	0.3177310240351822	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236201926123526	3.9991860277109725	0.06998717980599839	0.0474424252525393	0.058210079006842476	0.12499427630599035
19.0	1.0	-0.003719695508574713	0.003719695508574713	-75.00371969550858	0.0	1.2213749262091178	-4.404119987623059	3.1827840913474272	0.05295563553106602	0.5960015755808947	0.3177314458838157	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236210628325258	3.9991734864004505	0.06998698227630673	0.0474426803485853	0.05821027022412957	0.12499418811088427
20.0	1.0	-0.003742842490125164	0.003742842490125164	-75.00374284249013	0.0	1.221385321965001	-4.404153469875014	3.1827771472529625	0.05295582678368453	0.596000310925127	0.31773189659728096	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22362141967787924	3.999168343692929	0.06998690127698422	0.04744278495423861	0.05821034863527306	0.12499415194541241
21.0	1.0	-0.0037403879312805123	0.0037403879312805123	-75.00374038793129	0.0	1.2213842897726723	-4.404174686600993	3.1827778836206155	0.05295584586879363	0.5959991501352911	0.31773229550252985	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236213818371587	3.9991688890370787	0.06998690986633313	0.04744277386160558	0.0582103403203723	0.12499415578048124
22.0	1.0	-0.0037211157208767477	0.0037211157208767477	-75.00372111572088	0.0	1.221375637387088	-4.404184348270538	3.1827836652837367	0.05295574708598131	0.5959981634303358	0.31773259729025255	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236210847272091	3.9991731708629414	0.06998697730648824	0.04744268676679102	0.058210275035142055	0.12499418589190574
23.0	1.0	-0.0036934168864115827	0.0036934168864115827	-75.0036934168864	0.0	1.2213630119210341	-4.404184664547033	3.182791974934076	0.0529555835693513	0.5959973799314792	0.31773278628846435	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22362065770884587	3.99917932489188	0.06998707423444032	0.04744256159071247	0.058210181204550966	0.12499422916932904
24.0	1.0	-0.0036642510599584313	0.0036642510599584313	-75.00366425105996	0.0	1.2213495191439572	-4.404178570524921	3.182800724682012	0.05295540139844304	0.5959967953962229	0.3177328693796215	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236202080754041	3.9991858048621376	0.06998717629605779	0.04744242978536911	0.05821008240460793	0.12499427473883729
25.0	1.0	-0.003638506039636126	0.003638506039636126	-75.00363850603964	0.0	1.2213373772678253	-4.404169017429865	3.182808448188109	0.0529552341736127	0.5959963831192908	0.31773286744664325	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236198111792938	3.9991915248173293	0.06998726638717957	0.047442313439521114	0.05820999519283513	0.12499431496359555
26.0	1.0	-0.003618908987774215	0.003618908987774215	-75.00361890898778	0.0	1.2213278776438192	-4.404158506147356	3.1828143273036678	0.05295510211497373	0.5959961046997694	0.3177328075480186	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195090632729	3.999195878839906	0.06998733496441763	0.047442224877503714	0.058209928807495905	0.12499434558260021
27.0	1.0	-0.0036063526077760263	0.0036063526077760263	-75.00360635260778	0.0	1.221321486992223	-4.404148861488654	3.182818094217667	0.05295501331835135	0.595995919191709	0.31773271668832426	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236193154892628	3.999198668586609	0.06998737890381006	0.047442168133421274	0.058209886272580225	0.124994365201058
28.0	1.0	-0.003600364818989456	0.003600364818989456	-75.003600364819	0.0	1.2213180545606575	-4.404141177415654	3.182819890554303	0.052954966628730143	0.5959957895968542	0.3177326177222249	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361922317924646	3.999199998939994	0.06998739985729534	0.04744214107376752	0.05820986598886901	0.12499437455655658
29.0	1.0	-0.003599562303951622	0.003599562303951622	-75.00359956230395	0.0	1.2213170212513726	-4.404135863121403	3.182820131308814	0.05295495461675155	0.5959956867648674	0.31773252718409	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361921080737363	3.9992001772410055	0.06998740266559243	0.047442137447091096	0.05820986327033944	0.12499437581042991
30.0	1.0	-0.003602263882853118	0.003602263882853118	-75.00360226388285	0.0	1.2213176413820688	-4.404132833319604	3.182819320835144	0.05295496682799319	0.5959955910825788	0.3177324546609383	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361925245592967	3.999199577010227	0.06998739321176856	0.04744214965590077	0.05820987242197158	0.12499437158940287
31.0	1.0	-0.003606984285885823	0.003606984285885823	-75.00360698428588	0.0	1.2213192612399846	-4.4041317683317045	3.1828179047142338	0.05295499392746355	0.5959954910333759	0.31773240421580007	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361932522745337	3.9991985282418194	0.06998737669333535	0.04744217098806373	0.05820988841239823	0.12499436421410545
32.0	1.0	-0.003612325814167888	0.003612325814167888	-75.00361232581417	0.0	1.221321256284356	-4.404132130591071	3.1828163022557496	0.05295502680606622	0.595995382162858	0.3177323754023122	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361940757450444	3.9991973414735487	0.06998735800136023	0.04744219512718978	0.058209906506898786	0.12499435586834409
33.0	1.0	-0.003617252626897197	0.003617252626897197	-75.0036172526269	0.0	1.2213231567594895	-4.404133347326161	3.1828148242119307	0.05295505849364278	0.59599526520718	0.3177323647445457	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236194835281647	3.9991962468461226	0.06998734076063205	0.047442217392167606	0.05820992319654853	0.12499434817054703
34.0	1.0	-0.0036211498365725553	0.0036211498365725553	-75.00362114983658	0.0	1.221324665806943	-4.4041349152741835	3.1828136550490282	0.0529550844911305	0.5959951440227303	0.31773236723459564	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954360907976	3.9991953809736436	0.06998732712286629	0.04744223500422765	0.05820993639840555	0.12499434208143238
35.0	1.0	-0.003623761814230081	0.003623761814230081	-75.00362376181423	0.0	1.2213256535733816	-4.404136449992385	3.1828128714557304	0.05295510273277113	0.5959950236665315	0.31773237763023765	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361958387636113	3.9991948006509643	0.06998731798260016	0.04744224680813987	0.058209945246520865	0.12499433800040209
36.0	1.0	-0.003625482165088397	0.003625482165088397	-75.00362548216509	0.0	1.221326175167631	-4.404137820274744	3.1828123553504732	0.05295511391428476	0.5959949095810306	0.3177323909603805	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236196103979743	3.999194418427749	0.06998731196246329	0.04744225458266062	0.058209951074236946	0.12499433531247567
37.0	1.0	-0.0036257092688555957	0.0036257092688555957	-75.00362570926886	0.0	1.2213262524323143	-4.404138695377595	3.182812287219343	0.0529551182141169	0.5959948032822481	0.3177324052409055	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361961389909663	3.9991943679704094	0.06998731116774419	0.04744225560897634	0.058209951843554646	0.12499433495764212
38.0	1.0	-0.003625193592374694	0.003625193592374694	-75.00362519359237	0.0	1.2213259173087139	-4.404139147899491	3.182812441922287	0.05295511607736103	0.5959947092184517	0.3177324168150468	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361960594922242	3.999194482542104	0.06998731297228472	0.04744225327855763	0.05820995009669224	0.1249943357633501
39.0	1.0	-0.003624313215888324	0.003624313215888324	-75.0036243132159	0.0	1.2213254117497183	-4.404139250592089	3.182812706035233	0.052955111025166535	0.5959946285310007	0.31773242449303846	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361959237698814	3.9991946781419303	0.06998731605304402	0.04744224930000563	0.05820994711440275	0.12499433713887603
40.0	1.0	-0.003623132119188558	0.003623132119188558	-75.00362313211919	0.0	1.221324848025271	-4.404139052003227	3.1828130603642433	0.05295510472523496	0.5959945600295261	0.31773242872710883	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361957416873257	3.99919494055503	0.06998732018613354	0.047442243962454854	0.05820994311341894	0.12499433898425603
41.0	1.0	-0.003622093122832292	0.003622093122832292	-75.00362209312283	0.0	1.2213242278430925	-4.404138676158117	3.18281337206315	0.052955097252627634	0.5959945043079862	0.3177324288238449	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361955815115336	3.999195171396646	0.06998732382196217	0.04744223926707703	0.05820993959380245	0.12499434060761433
42.0	1.0	-0.0036212295721029008	0.0036212295721029008	-75.0036212295721	0.0	1.2213237470982548	-4.404138227045799	3.182813631128369	0.052955091528930326	0.5959944584892773	0.31773242643813354	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954483831428	3.999195363258201	0.06998732684384246	0.047442235364564246	0.058209936668510896	0.12499434195685126
43.0	1.0	-0.00362047410558987	0.00362047410558987	-75.00362047410559	0.0	1.221323364171014	-4.404137742238903	3.182813857768323	0.052955087006653495	0.5959944203998127	0.31773242269339413	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953319174455	3.999195531105881	0.0699873294874966	0.04744223195050015	0.05820993410935641	0.12499434313721426
44.0	1.0	-0.0036199008421607696	0.0036199008421607696	-75.00361990084217	0.0	1.221323015573943	-4.404137261189863	3.1828140297473517	0.05295508280452262	0.5959943891979651	0.3177324178107149	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361952435408985	3.9991956584721353	0.06998733149355546	0.04744222935983871	0.05820993216741773	0.12499434403289784
45.0	1.0	-0.0036197215974315793	0.0036197215974315793	-75.00361972159743	0.0	1.221322864083241	-4.404136913144248	3.1828140835207703	0.05295508136291409	0.5959943630175993	0.31773241271949654	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195215907826	3.999195698296288	0.06998733212079847	0.04744222854980554	0.05820993156022349	0.12499434431295506
46.0	1.0	-0.0036196215170922964	0.0036196215170922964	-75.00361962151709	0.0	1.2213227575573264	-4.404136616112375	3.182814113544872	0.052955080476942355	0.595994340429318	0.31773240802449804	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195200479047	3.9991957205318918	0.06998733247101627	0.04744222809752784	0.05820993122119981	0.12499434446932352
47.0	1.0	-0.0036195943768698472	0.0036195943768698472	-75.00361959437687	0.0	1.221322690514683	-4.404136376190958	3.182814121686939	0.052955080087953264	0.5959943207063443	0.31773240387686863	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361951962950036	3.9991957265618394	0.06998733256598987	0.047442227974877196	0.05820993112926189	0.1249943445117282
48.0	1.0	-0.0036196311170924277	0.0036196311170924277	-75.00361963111709	0.0	1.2213226575738838	-4.40413619560366	3.182814110664872	0.05295508013476616	0.5959943032413522	0.3177324003766663	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195201959021	3.9991957183989872	0.06998733243742235	0.047442228140911646	0.05820993125371995	0.1249943444543242
49.0	1.0	-0.0036197207449312936	0.0036197207449312936	-75.00361972074494	0.0	1.2213226530883534	-4.404136073400139	3.1828140837765204	0.052955080548840086	0.5959942875361194	0.31773239757949495	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195215776401	3.9991956984856945	0.06998733212378169	0.047442228545952966	0.05820993155733563	0.12499434431428703
50.0	1.0	-0.0036198511596022102	0.0036198511596022102	-75.0036198511596	0.0	1.2213226711904004	-4.404136006024453	3.1828140446521194	0.05295508125527598	0.5959942731934541	0.31773239550129573	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361952358816392	3.999195669510484	0.06998733166741294	0.04744222913531595	0.058209931999117316	0.12499434411052332
51.0	1.0	-0.0036200099026207637	0.0036200099026207637	-75.00362000990262	0.0	1.221322705983707	-4.4041359878603785	3.1828139970292137	0.052955082175965805	0.5959942599086894	0.31773239412321747	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361952603540877	3.9991956342413513	0.06998733111191292	0.0474422298526989	0.058209932536861735	0.12499434386249858
52.0	1.0	-0.003620184819159982	0.003620184819159982	-75.00362018481916	0.0	1.2213227517720107	-4.40413601177748	3.1828139445542516	0.05295508323328652	0.5959942474599804	0.31773239339708914	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.223619528731991	3.999195595378826	0.06998733049981584	0.04744223064317236	0.05820993312939418	0.12499434358920386
53.0	1.0	-0.0036203646146438892	0.0036203646146438892	-75.00362036461465	0.0	1.2213228032739056	-4.404136069669989	3.1828138906156065	0.052955084353611855	0.5959942356974414	0.317732393251456	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953150378905	3.999195555432309	0.06998732987064556	0.04744223145569451	0.05820993373845415	0.12499434330828613
54.0	1.0	-0.0036205392949481955	0.0036205392949481955	-75.00362053929494	0.0	1.2213228558009788	-4.4041361529702305	3.182813838211515	0.05295508547029976	0.5959942245314834	0.31773239359792665	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953419672945	3.9991955166222706	0.06998732925937515	0.04744223224510043	0.05820993433018637	0.1249943430353605
55.0	1.0	-0.0036207004844551463	0.0036207004844551463	-75.00362070048446	0.0	1.2213229053894576	-4.404136253117543	3.182813789854663	0.05295508652599898	0.5959942139208304	0.3177323943375258	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953668169027	3.9991954808095844	0.06998732869531399	0.04744223297353944	0.05820993487621831	0.12499434278351329
56.0	1.0	-0.0036208416225311834	0.0036208416225311834	-75.00362084162253	0.0	1.2213229488824322	-4.404136361966255	3.1828137475132405	0.052955087474217566	0.595994203860697	0.31773239536675246	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953885753055	3.999195449451876	0.06998732820142015	0.047442233611363134	0.05820993535432571	0.12499434256299503
57.0	1.0	-0.0036209580448384464	0.0036209580448384464	-75.00362095804483	0.0	1.2213229839639193	-4.404136472120897	3.1828137125865483	0.05295508828016	0.5959941943715725	0.3177323965830877	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195406523428	3.999195423585456	0.06998732779401584	0.047442234137492635	0.05820993574870808	0.12499434238109342
58.0	1.0	-0.0036210469604354032	0.0036210469604354032	-75.00362104696043	0.0	1.2213230091488099	-4.404136577191572	3.1828136859118694	0.052955088920881424	0.5959941854889856	0.31773239788975205	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954202310075	3.999195403830409	0.0699873274828676	0.04744223453931529	0.058209936049911044	0.12499434224216908
59.0	1.0	-0.0036211073396342176	0.0036211073396342176	-75.00362110733964	0.0	1.2213230237346686	-4.40413667196725	3.182813667798109	0.05295508938483936	0.5959941772545402	0.31773239919957313	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195429539302	3.9991953904155078	0.06998732727157865	0.04744223481217774	0.058209936254446516	0.12499434214783085
60.0	1.0	-0.0036211397297493887	0.0036211397297493887	-75.00362113972974	0.0	1.2213230277225375	-4.404136752509089	3.1828136580810753	0.05295508967094262	0.595994169708424	0.31773240043788814	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954345326907	3.9991953832191522	0.06998732715823378	0.04744223495855344	0.05820993636416852	0.12499434209722358
61.0	1.0	-0.003621146017363226	0.003621146017363226	-75.00362114601737	0.0	1.221323021714574	-4.404136816169542	3.182813656194791	0.05295508978721048	0.5959941628834983	0.31773240154446153	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195435502013	3.999195381822186	0.06998732713623111	0.04744223498696807	0.05820993638546792	0.12499434208739964
62.0	1.0	-0.003621129155867534	0.003621129155867534	-75.00362112915587	0.0	1.2213230067964758	-4.404136861545953	3.1828136612532396	0.05295508974915898	0.5959941568009938	0.3177324024744511	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954329025785	3.9991953855684312	0.06998732719523566	0.04744223491076851	0.058209936328349345	0.12499434211374452
63.0	1.0	-0.0036210928763036644	0.0036210928763036644	-75.0036210928763	0.0	1.2213229844124098	-4.404136888379455	3.182813672137109	0.05295508957803032	0.5959941514677629	0.3177324031984981	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954273095783	3.999195393628935	0.06998732732219115	0.04744223474681583	0.05820993620545175	0.12499434217042878
64.0	1.0	-0.0036210413979939115	0.0036210413979939115	-75.00362104139799	0.0	1.2213229562394945	-4.404136897411225	3.1828136875806017	0.052955089298973065	0.5959941468749719	0.3177324037020493	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195419373479	3.999195405066258	0.06998732750233261	0.04744223451417779	0.05820993603106818	0.12499434225086
65.0	1.0	-0.003620979153308043	0.003620979153308043	-75.00362097915331	0.0	1.2213229240680394	-4.40413689020887	3.1828137062540076	0.05295508893927001	0.5959941429980667	0.31773240398404723	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361954097775932	3.9991954188956282	0.06998732772014957	0.04744223423288491	0.05820993582021335	0.12499434234811292
66.0	1.0	-0.00362091053829339	0.00362091053829339	-75.00362091053829	0.0	1.2213228896926045	-4.40413686897523	3.182813726838512	0.052955088526694685	0.5959941397978104	0.3177324040551318	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953991996314	3.999195434140342	0.06998732796025865	0.047442233922803584	0.058209935587778934	0.12499434245531903
67.0	1.0	-0.0036208396981259805	0.0036208396981259805	-75.00362083969813	0.0	1.2213228548177923	-4.404136836351462	3.182813748090562	0.052955088088061056	0.5959941372221658	0.3177324039355086	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953882786312	3.9991954498794353	0.06998732820815436	0.04744223360266646	0.05820993534780677	0.12499434256600178
68.0	1.0	-0.0036207703533749744	0.0036207703533749744	-75.00362077035338	0.0	1.2213228209814309	-4.404136795224757	3.182813768893987	0.0529550876480127	0.5959941352087924	0.31773240365263045	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195377588172	3.9991954652862804	0.06998732845081704	0.047442233289287365	0.05820993511290036	0.12499434267434804
