time	compartment	cLm	cLc	cLn	cTm	cTc	cTn	cXm	cXc	cXn	cYm	cYc	cYn	cPn	q1	n1	a	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	b	g2	g3	c	m4	k4	p2	r3	r4	m5	m6	k5	m7	m8	k6	n3	d	g4	m9	k7	p3	r5	r6	m10	k8	m11	k9	q2	n4	n5	g5	g6	f	e	m12	k10	p4	r7	r8	m13	k11	m14	k12	p5	k13	q3	m15	Lmax	Lmin	CP	dayLength	one11	two11	three11	one12	three12	four12	one13	three13	one14	two14	one15	three15	four15	one16	three16	one17	two17	one18	three18	four18	one19	three19	one20	two20	one21	three21	four21	one22	three22	one23	two23	three23
28.0	1.0	0.5933342306726714	0.01745606716574297	0.12211013286501692	0.8046215016970466	5.187889209050755	0.18043162070030103	0.02796552062714713	0.9918270773163079	0.3023883623228019	0.03215789562754424	0.0064040850319180154	0.033515304242435595	3.8171575419423563E-4	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	9.357379998317493E-4	0.148662777483888	0.37621035838004	0.49217074434298097	0.020599979414328354	0.225559088638879	0.2938955836225984	0.32206248727067344	0.9876537892601098	0.9106361405907533	3.4791833733380293	0.3880903729642775	2.075668578886754	1.6424857235854688	1.2495070639549484	0.0415966579857356	0.04293970754431807	0.06004197278648488	0.998395655881195	0.13058343462130495	1.026739390437842	0.05807263543288249	0.08593694512600787	0.07840327865668305	0.007991237063444743	0.006709763909335606	4.708155935501743E-4	0.014167757316112225	0.011135854892670029	0.0	3.8159437037516556E-4	3.8171575419423563E-4
29.0	1.0	0.3969990790319059	0.011666869519227322	0.08017616020973416	0.8841265663361647	5.463041539878706	0.19142405353078853	0.02811008262848619	0.8970120733347242	0.2736388200862516	0.04145599229669718	0.006870351359593439	0.030988396374471438	5.1665648112075076E-5	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	1.2665316978194085E-4	0.10771444138038119	0.2740442388755475	0.3293107360569659	0.013525718227382152	0.15130754765865426	0.19642691528656697	0.21799883307151618	1.0616284520427814	0.9776076078980313	3.822963272837576	0.41173399673937305	2.112488718776358	1.7295989515255983	1.301128799817073	0.044620388523837665	0.04316072821559208	0.060352347403359846	0.9034732922787769	0.12527715566376285	0.9285868983161064	0.05263829106682561	0.11125670939487871	0.10054228667684231	0.010301814085729248	0.006203876954169182	5.049660608361387E-4	0.015199278312828563	0.010310418579444971	0.0	5.1663423758514935E-5	5.1665648112075076E-5
30.0	1.0	0.2586227379593132	0.007590248958604984	0.051253466473029675	0.9770208667010191	5.968379247816741	0.21390251668262442	0.03068536847121437	0.8128973132644394	0.24772817166256758	0.052962407334963685	0.00791525921577358	0.030879488665174166	6.992193615888679E-6	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	1.714066342998951E-5	0.07797829183826287	0.1904262866246198	0.21452756113725027	0.008646459794000106	0.09869316226144816	0.1277917085417611	0.14239374394399465	1.15576644752342	1.0520579434728778	4.224638227615206	0.46008292313265686	2.1740546818697113	1.8895888698587802	1.400965663726341	0.050751441363887595	0.04709645442788409	0.06588148610769724	0.8179241043782993	0.11999908337248552	0.8415112986913476	0.04772514270441172	0.13964405947715786	0.1276197285280354	0.013161158222738476	0.006182073630767867	5.814345553413116E-4	0.01751092796305589	0.010274791901814668	0.0	6.992152873816441E-6	6.992193615888679E-6
31.0	1.0	0.16773227782736264	0.004914145677735683	0.032593496865680936	1.0941130212323227	6.7184038409031785	0.24973541721371378	0.035450919535834464	0.7425112250160811	0.22564569753019062	0.06485356563933775	0.009295068153476622	0.032957996265950744	9.462771424493671E-7	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	2.3197037870003785E-6	0.05749739724391961	0.1291585989039152	0.13913392445779732	0.0054985229212403735	0.06400575559047063	0.08273603087406128	0.09184286036558022	1.2716066413308957	1.1405285999687587	4.7309447038085635	0.537155908884977	2.253310190057325	2.1270466560299464	1.5459045925136021	0.06030279978782402	0.0543713842921716	0.0761131242434366	0.7450143995354304	0.11509703632704021	0.7686476201366471	0.04352629696748479	0.16671908128528054	0.15523784532215487	0.01611611106137543	0.0065981908524433384	6.822783745657078E-4	0.020563479275936332	0.010954000340247528	0.0	9.46276396249597E-7	9.462771424493671E-7
32.0	1.0	0.11097794966332879	0.0032435165594485605	0.0210734133715515	1.238221460138005	7.761458111039838	0.30402585548562233	0.04269888956227438	0.6886043525733628	0.20821521484881383	0.07535274240526403	0.010772151725592876	0.036684190136948694	1.2806231270095446E-7	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	3.139319533551198E-7	0.0441911762225804	0.08797175325583104	0.09205620924573123	0.003555084835780738	0.042291170010790156	0.0546088178498438	0.05990844636913049	1.3980269259225895	1.2419503126845688	5.3540695936367335	0.653929212564025	2.344720365488349	2.4572776379552126	1.7375218347861754	0.07405779553268685	0.06541575509927218	0.09167451589020308	0.6874641748663286	0.11099748875648975	0.7128432257839451	0.04020443723435526	0.18865309289987062	0.17932060052926133	0.018725156487708113	0.007344174865417128	7.900636171979587E-4	0.02383123126252912	0.012167800260937554	0.0	1.2806229903432596E-7	1.2806231270095446E-7
33.0	1.0	0.07692192162769343	0.002240568341363394	0.014183530866310225	1.402397793161658	9.140848958391667	0.38412343392440373	0.052837534441011205	0.6541102509207235	0.1962890750074597	0.083142295350753	0.012124163595924976	0.04134183274048891	1.733093080093131E-8	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	4.248504376540301E-8	0.036416318296369155	0.06207213268991019	0.0638067339901717	0.002392761657146535	0.029232753078744976	0.037722880765696506	0.040536822085680206	1.5188113808886663	1.3485361383966976	6.063968057631009	0.826211094028	2.440969289840357	2.8939927802268017	1.9719765787984964	0.0924642600521778	0.08082427353393544	0.11344218644485105	0.6480876389521297	0.10819821949765063	0.6771349317531329	0.03792772681050182	0.20314537415045325	0.19700789158724488	0.020660860394662122	0.00827663491464588	8.885703059564014E-4	0.026822287123264826	0.013678134284156632	0.0	1.7330930550630346E-8	1.733093080093131E-8
34.0	1.0	0.057583180008170455	0.0016694916343591385	0.010214951646164448	1.5737842191756442	10.870891310627385	0.4985914077445187	0.06584636144854708	0.6418134892840321	0.19071878534147318	0.08726503138976205	0.013168364935838669	0.04616614688674702	2.345403698924159E-9	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	5.7495226275426835E-9	0.03313104442911387	0.04694610244294592	0.04776524781677739	0.0017232623427079422	0.021789843419201253	0.028108062003560766	0.02928458520215699	1.6211521843792518	1.4507998994861098	6.8050429637154854	1.0724202589176852	2.5341185291865287	3.44172418894463	2.2347545273847205	0.11475736526689877	0.10052575548839962	0.14137213803003057	0.6296962135619419	0.1071645316032074	0.6644053241068301	0.03686327835541289	0.2082170345542027	0.2063077982937913	0.02168536030035587	0.009242462606726754	9.645509899347046E-4	0.029132373747555885	0.015234508820223218	0.0	2.3454036943400606E-9	2.345403698924159E-9
35.0	1.0	0.04812390760727998	0.0013869908162305628	0.0081291736462828	1.7380504888164563	12.93244148830089	0.6557864355041627	0.08085352971611044	0.6533199868688983	0.19210219153313982	0.08623964349205337	0.013706115903002894	0.050388785366599964	3.1739798164085446E-10	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	7.780694121943907E-10	0.03392705012747572	0.03943318065691333	0.03991878136023874	0.0013713915941279081	0.018105970001049798	0.023351793479302628	0.023342841935695257	1.6972219342364299	1.5411845366263857	7.515330313642357	1.4105310441259036	2.618272582909281	4.094410975196062	2.5030545175664347	0.1386562312926222	0.12315776122858928	0.1735925283004891	0.6342638057849677	0.1081323690932383	0.6763168504066834	0.03712770282713804	0.19959562751588905	0.20399871228407596	0.021430551407775264	0.010087834830393312	0.0010036464658494456	0.0303220402122133	0.01659013970138612	0.0	3.173979815569033E-10	3.1739798164085446E-10
36.0	1.0	0.04605072152233167	0.0013186139433535716	0.007365115835938143	1.8804252410938975	15.274838437377555	0.861199053891546	0.09622282057379723	0.6879492262724899	0.20044554414619742	0.07727028983940086	0.0134301236397634	0.05311522964863483	0.0019062200249654426	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.03900908554693531	0.03777638305256194	0.03819907350277412	0.0012424950415227645	0.01721412057193702	0.02220057993448374	0.021161443644271742	1.7401454682042605	1.6141301802538592	8.130958742490012	1.8523530450153265	2.6916248718131457	4.836013849273734	2.7866229223805097	0.1611558866026379	0.14623007678372693	0.20659039577194263	0.6618110531075	0.11094565536504551	0.7121650390372815	0.03872155649097326	0.11242849428827717	0.18368880994907574	0.019201667025091115	0.010633668975656693	9.835841806984523E-4	0.02971146252824857	0.017462163501941606	0.5	0.0019031967651444695	-0.0
37.0	1.0	0.050502368320233554	0.0014377929184378009	0.007684297772770682	1.9771457018784873	17.785270132888254	1.1013995983863913	0.10986456426257113	0.7421313410510948	0.21494096989540237	0.04202790844910351	0.010400080635596758	0.0516926663462564	0.34108738947310896	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.049042756590277195	0.04132940916869449	0.04189171452163373	0.001296341034266414	0.018768538724623474	0.02420711291269435	0.022073029294438648	1.7184887473046986	1.6610811599433724	8.549178014922578	2.369000396169289	2.7507795125257517	5.630816524072421	2.9949410510844965	0.17919760185066858	0.1666199111630461	0.2358792194717402	0.70967060030365	0.11506924701051986	0.7682543642560933	0.04148700749196855	0.08299356316644417	0.10189645028149932	0.010443935249602222	0.01034887180252053	7.629293105846982E-4	0.023008098390130707	0.017007491218400048	0.5	0.2655948456678179	-0.0
38.0	1.0	0.06164760915160148	0.0017482909368273219	0.009055772607281801	1.9853037373162132	20.25193249549136	1.3787189611544415	0.12113630928214243	0.8107173942284369	0.2341418740429199	0.026718534936428576	0.007879963116112701	0.04583417500967558	0.5206222647284288	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.06487765830206063	0.05015099191962913	0.05113669179125343	0.0015277088388484397	0.02281716677504064	0.02943475069970584	0.02598481894409868	1.6222750121026186	1.664950204156497	8.584453360155306	2.965486613547088	2.796323724014117	6.411761828072565	3.1656040841479083	0.19325179444601967	0.1834045547254984	0.26007965602875976	0.7730662255275086	0.11985428823496012	0.8392546465052778	0.04514305772501879	0.05261383014940861	0.065343388438408	0.006639555931702501	0.00917600183693705	5.788529367668989E-4	0.01743284240177613	0.01512767092022003	0.5	0.3630934752391573	-0.0
39.0	1.0	0.08026078787181735	0.0022718541229365076	0.011576044723046908	1.8935467537374358	22.36056845098691	1.6474630773890009	0.12948081686940904	0.8883890254872145	0.2564957351016618	0.016377024720423884	0.005915560547258069	0.0385784587929095	0.6300941785808323	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.08732094208166367	0.06465245204487186	0.0665763235396725	0.0019528787447780133	0.029640347562648134	0.038249617569995925	0.03315154718489999	1.48117076759162	1.6206189581634554	8.187696163160672	3.543528333156002	2.8281621239937746	7.079355971582456	3.2869520627546427	0.20266440733581645	0.1957938327007131	0.2779953138186212	0.8468719685851567	0.1247623987240294	0.9196603191843644	0.04938927934586429	0.032317926790969564	0.04028911712222545	0.004069690643025335	0.007723407450340481	4.350162344406768E-4	0.013086994598699025	0.012782974781428499	0.5	0.41315524804484943	-0.0
40.0	1.0	0.10725966227107211	0.0030351177375277467	0.01540053799070106	1.7131271254903322	23.8057946830827	1.861043093066079	0.13500778844843023	0.9700574083281635	0.280454002808206	0.010438788129546094	0.0044283365213272025	0.031348242944537946	0.7010597605621175	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.11663613822759192	0.08518857670976178	0.08897188985385432	0.0025980707590312685	0.039579186310827304	0.05110015276433841	0.0439735899703658	1.3102893271503073	1.527916684468176	7.407561690620196	4.00291758887583	2.8470628662455413	7.536914596663983	3.3628490059244545	0.2082488022882495	0.20398284566023614	0.28986172179877967	0.9259749810718536	0.12941959313754176	1.0042034291013147	0.05392814673373989	0.02159709252953403	0.0257680663512172	0.0025940388501922043	0.0062759182374964965	3.259139406378781E-4	0.00979680888613217	0.01042810416988922	0.5	0.4425277574786962	-0.0
41.0	1.0	0.14329482068003416	0.0040576748798390305	0.020674803258574667	1.4696813950544834	24.351735736600286	1.9776669048589501	0.1381697253866878	1.0516417376478298	0.3047172978576834	0.007538403452016966	0.0033806054501485713	0.024946691527517672	0.7486165946037268	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.15236966749848702	0.11171660106173474	0.11886305375408833	0.003487839309721546	0.05287925576331781	0.06831623157943388	0.05879332073722664	1.1262163304632185	1.3897169986005387	6.354902352215586	4.253763745661116	2.853678056959914	7.709759534207651	3.3985444700669802	0.21078491013032974	0.20866163691534959	0.2966504004052187	1.0060851023367132	0.13362908634809675	1.0886595268130332	0.058512073827337197	0.016804961867298976	0.01863954644400358	0.0018732932578262162	0.004994327643809038	2.489461963341502E-4	0.007478913437363684	0.008327610358217913	0.5	0.4610141964367083	-0.0
42.0	1.0	0.18850897823885493	0.005345001055063947	0.027488240822507122	1.2000154334993614	23.88081875997862	1.9701855638933405	0.13934122503228302	1.130045647433568	0.3282902496808848	0.0064948205965452595	0.002676880937494443	0.019711509505709122	0.7811295034541083	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.19334586531022296	0.14365344387310422	0.15636819744913016	0.004637266226756951	0.06959845165429816	0.08999004126337314	0.07776038124554391	0.9461256426308026	1.2158160384574537	5.1888667344512385	4.237672129378186	2.847988014145536	7.560667219409231	3.396359925612021	0.21063144643885984	0.2103940104954776	0.29916561014431164	1.0839159173713775	0.13731356154589328	1.1698232542232296	0.06295336231740696	0.015737201353510425	0.016068820434280894	0.001613962918241497	0.003946244203042966	1.9720012106230593E-4	0.005922063698018957	0.006598883514155987	0.5	0.47314191349462337	-0.0
43.0	1.0	0.2423678341026123	0.006883526336429433	0.03584296451816564	0.942795767090384	22.421621169318335	1.833074610111532	0.13861790570926066	1.2027107064751001	0.3503782457661342	0.006838500294064009	0.0022484454882984897	0.015689348368405093	0.8036425716437511	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.2376579394209005	0.17986624571148174	0.20104411838811692	0.006046708114214543	0.08954416943749739	0.11589311445802687	0.10074921806980071	0.7849445621441121	1.0250858416071225	4.076648896898821	3.942760178888894	2.8290044889322066	7.0986852622061845	3.353735121486778	0.20759172637529483	0.20932446221736772	0.2976126435577826	1.1568438540460453	0.14045187801939524	1.2450461233430234	0.06710399388867407	0.017970436791462898	0.016915770250108857	0.0016993673230749063	0.0031410075433546997	1.6567701365972643E-4	0.004974235953762749	0.005263965133216376	0.5	0.4813089418345454	-0.0
44.0	1.0	0.30341638175691404	0.008633681314356387	0.04561499348336899	0.727760824050745	20.137756558034447	1.5842605068447677	0.13569042306739915	1.2669977026016066	0.3702174081928105	0.008801914418699047	0.0020867362104669035	0.012838639588611998	0.8193633506580189	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.282533870264837	0.21868877274701787	0.2516838886673602	0.007695249400644348	0.11218605689230514	0.14535924871289846	0.12726925327283806	0.6551366139969593	0.8428254649570004	3.1468378031954214	3.407585924172411	2.794432315848089	6.375613726273706	3.261365008754584	0.20072663086135153	0.20499333001292555	0.29132733832570595	1.2223468166302025	0.14303135840685066	1.311596021733183	0.0708230980291083	0.024774156089833584	0.02174790674633458	0.002187275733046713	0.002570295645640122	1.53775046331715E-4	0.00461648651841593	0.004314267089684439	0.5	0.486903964296089	-0.0
45.0	1.0	0.3688032452275456	0.010516349019868783	0.05648029768110938	0.5709143367985243	17.28820904172997	1.2620947018611237	0.12966702347628173	1.3193849436580438	0.3868544715056803	0.013238120201620438	0.002256631663589483	0.011185174592257045	0.8304038968902367	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.3239625715234373	0.25786492947702705	0.3059222919162491	0.009528226218803152	0.13648608962621553	0.17705640700321681	0.1562997761096082	0.5687761457967159	0.6941617049766023	2.4686335923168192	2.714639494233091	2.7402441006390332	5.4734469826117085	3.100758442646706	0.18801085407492377	0.19606994520581486	0.2783950994035768	1.2772774085703047	0.14500966535771026	1.3658272936748068	0.07393542632174725	0.03856602834042344	0.03262572916948039	0.0032896728701026787	0.00223927195336986	1.6627946849156558E-4	0.0049923462293590135	0.0037620593683408772	0.5	0.49078150302730333	-0.0
