time	cytoplasm	nucleus	cLc	cLm	cLn	cP7c	cP7m	cP7n	cP9c	cP9m	cP9n	cPn	cTc	cTm	cTn	cXc	cXm	cXn	cYc	cYm	cYn	q1	n1	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	g2	g3	m4	k4	p2	p3	r5	r6	m10	k8	m11	k9	q2	n4	n5	g5	g6	m12	k10	r3	r4	m5	m6	k5	m7	m8	k6	n3	g4	m9	k7	p4	r7	r8	m13	k11	m14	k12	p5	k13	q3	m15	g7	g8	n6	g9	m16	k14	p6	r9	r10	m17	k15	m18	k16	n7	g10	m19	k17	p7	r11	r12	m20	k18	m21	k19	q4	n8	ld	lmax	a	b	c	d	e	f	h	i	j	k	Day_in_hours	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30	R31a	R31b	R32	R33	R34	R35	R36	R37	R38	R39	R40	R41	R42	R43	R44	R45
25.0	0.9999999999999999	1.0	0.5548227571487632	2.7214977920848082	1.6330286158691183	0.030225271181125085	0.03178353039945103	1.604852176157694	0.7566900146640609	0.011937288013068936	1.1481730165085782	0.14629672765019475	4.584287979854329	4.835414191162646	3.9559360881038397	1.5351778573287844	0.4788814343698559	9.23053337602354	61.36880336284738	1.1421918765882397	21.606765905824737	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	1.167418627303024	0.02512581107607315	0.872990983602834	3.345809385589063	17.48612690795471	14.88309619930797	0.17406828497100252	0.6797505253349103	5.005162522450446	4.633081383342617	5.07428365220608	134.87983780087004	132.98986822265726	2.3241749139138017	1.140934703137516	0.17089031394521081	0.1376378100172438	4.110239351196473	42.70557763517212	39.5648352096497	0.9488565224987521	3.061904847670888	0.5321951689049044	0.56091082418752	16.770574885569804	564.0836298702842	559.5352919270091	3.825622417400907	1.5680587658914689	0.0	0.130399242287877	0.14629672765019475	0.042109994328621385	0.005942859168543804	0.21529527821980135	0.9379445702384374	0.7313311366750611	0.0033051193281322918	0.3156300792972901	0.0463286436054651	0.0039204727324972394	0.12478285905821218	26.20160246176657	26.22197535102291	0.15203791498878397	0.001159449783005567
26.0	0.9999999999999999	1.0	0.9959938925918054	2.4143405389183923	3.185346442608803	0.056210797113793155	0.14718581072099188	1.7648670081980462	0.9680403080858018	0.1478468837679453	1.4330626286039916	0.020822524167204287	5.414708586350989	5.215992280250802	4.678614540984971	1.5754323763988543	0.5186019090098183	9.42669587100851	68.6530696504795	0.9221547646763762	24.222983941665934	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	0.16615957834945677	0.02092514271402827	0.7840506851996003	2.968190258546271	31.39034111525889	29.030610408648105	0.30839934746032355	1.2621190065758545	5.138545184361158	4.792577713196321	5.473662298895191	159.31263896933606	157.28472791592458	2.6430887758935637	1.3292082691605165	0.19349328072875874	0.14841095883817862	4.451160185031269	43.82537784666332	40.405646511903775	0.9711250826750372	3.101450433368357	0.16865192969938295	0.45870263796037003	13.539813978790296	631.0384203063123	627.2856590485635	4.0138052890908815	1.6611225843328261	0.0	0.020467372206857248	0.020822524167204287	0.22873914485214783	0.027458520456426657	0.9970072446618546	1.7443222138758063	0.8042498956358497	0.0061433955117424655	0.34584536546121375	0.28372569674027703	0.04820439403942301	1.5454730454030856	33.51994453196382	32.72828431205796	0.19211465807414324	0.0014324199514663051
27.0	0.9999999999999999	1.0	1.1720164971572493	1.806756195513647	3.856343049037863	0.13026426427060322	0.4066101711619804	3.0618118935156784	2.082711835749105	0.44119494661894093	3.0476828483416543	0.002838654421465421	6.182788524328995	5.51150264575621	5.347639409364624	1.6556152778300117	0.5671737628022705	9.869246831284759	72.86809417921954	0.6560722729463854	25.758402370135368	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	0.022651894552409766	0.006165844025270273	0.6014692922071306	2.221226066764477	36.93797513430616	35.14593928032127	0.36102194691053435	1.4968589541305943	5.163097926013043	4.907670677500271	5.7837708764565665	181.91124052051254	179.77587213613808	2.917646079147917	1.498558840016991	0.21271298351673854	0.16145912954105449	4.868052406131887	46.05590579867526	42.30255269293586	1.015127716581689	3.188338645685704	0.10112287296934537	0.33152391306402895	9.632977969217187	669.7816612671322	667.0473152977365	4.112387035118101	1.7111170473954862	0.0	0.0028319553027641017	0.002838654421465421	0.36829139795988813	0.07547266854858375	2.7542959774170224	4.0423345959925046	1.3952676798750947	0.014215572026144088	0.5829108033903605	0.4599228274947425	0.14163329388166665	4.611899015997113	72.11722965174994	69.60298089042671	0.3881852094582663	0.002880298143444403
28.0	0.9999999999999999	1.0	1.1641561039609645	1.3008110179957293	3.8820158594329097	0.23166230005882768	0.6859004850418383	5.86494275363515	4.348542897068091	0.7274404748771071	6.412465299570509	3.844980415040741E-4	6.877269818867604	5.752113936260631	5.952807734550971	1.7730963255042635	0.6197673318169734	10.549375064266513	74.52752548037239	0.46454632747931873	26.375991509009044	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	0.0030682174715942106	0.001328461104548889	0.4422861902979265	1.5992170655239493	36.69024226609613	35.37991613969965	0.35868369249560766	1.5056504609181784	5.232460046116778	4.996259170493739	6.036268364711906	202.3444080646864	200.12029985858766	3.150633394934202	1.6478146811724577	0.22884105705422284	0.17543410587457922	5.319463008985082	49.3239935828776	45.217786337965556	1.0787606708608053	3.3159117914886584	0.08213719565163574	0.2374542985897075	6.82084081711334	685.0346559579389	683.0405889147509	4.149346213506521	1.7303544774830375	0.0	3.843748820129597E-4	3.844980415040741E-4	0.3743868333464031	0.1266242242345817	4.646152705576403	7.188898162965528	2.672654412831538	0.02522936997213595	1.0518375640016657	0.46421770863965955	0.2300674333848697	7.604080771985375	150.57525547961794	146.4478825115913	0.7213059642995298	0.005442204693101797
29.0	0.9999999999999999	1.0	1.0558099694722862	0.924881258345429	3.5470734680956095	0.33152199403037447	0.8805432155473885	9.768111973637792	7.410302647292273	0.8876381336108969	11.018919568693493	5.203115400717541E-5	7.515087313834011	5.996095052299177	6.508161625868142	1.9227325168005083	0.6732125952070964	11.438920636477233	74.47312348308134	0.33846165050622634	26.37562861903897	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	4.151982027464583E-4	3.8081324196813664E-4	0.319536419848999	1.1370490190098703	33.27554048387025	32.32731817352976	0.32634298222679187	1.3898642110301493	5.335425380376302	5.081757486272906	6.292302147882755	221.110401965087	218.79007590611002	3.3529408053511682	1.7816188855318418	0.24269404602317177	0.18947451478044358	5.778183704662507	53.486573152356534	49.03064552413236	1.1584003437750514	3.4727094728470362	0.07394060596326345	0.17433138933289274	4.969564722052819	684.5346091194386	683.0311914072189	4.148150364832892	1.7303433142231697	0.0	5.202889807083512E-5	5.203115400717541E-5	0.2992654103657239	0.1619466984052607	5.964623633474899	10.287724214351773	4.451328626386742	0.03603218702584783	1.620982999903352	0.3618488715175449	0.27842640415937636	9.278658938261428	256.59358564673056	251.650085109822	1.0700462038944452	0.00820592331972157
30.0	1.0	1.0	0.903945400626836	0.6536461810686772	3.0509587354844094	0.41259228816215715	0.9616092171052035	14.052353920742975	10.68166636810551	0.900650824183189	15.9821901396059	7.037837474756373E-6	8.123537272068393	6.256673062128994	7.037449149450124	2.0991026745784365	0.7258626147221163	12.505231964982647	73.3338823294508	0.25745371646987253	25.983538346794774	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	5.6160535481060905E-5	1.5577623018879114E-4	0.22848516401988261	0.8035926150058318	28.48928561339574	27.80582772345781	0.2806621660684732	1.2139267617359126	5.432144416976533	5.168603804469481	6.565752711398167	239.01233832625067	236.5835580163844	3.536326564180241	1.9064169058967333	0.25512768843358463	0.2031501140216802	6.230078822159925	58.39283820142295	53.60117577150512	1.2502981301723692	3.64710516612487	0.0689386249646781	0.13326271099786915	3.7801414281838444	674.063046207613	672.8775040901015	4.122862726426867	1.7181857194334387	0.0	7.037796199034849E-6	7.037837474756373E-6	0.20529271204769917	0.17657987377848888	6.513748514827228	12.803481367790429	6.403657681682573	0.04477051851642313	2.155225778891097	0.23253343903612533	0.2823196784451287	9.414683195351712	369.8697886618423	365.00125840831953	1.3550081921317003	0.010514181237660522
31.0	1.0	1.0	0.74335996272948	0.4602178928801882	2.516707946749293	0.4695487130787025	0.9489270811114205	18.08004539314624	13.657468053739759	0.8073021091858015	20.524839052618205	9.505097144352419E-7	8.71854261733819	6.5122786565213495	7.554945275068703	2.2976207948390095	0.7770361709936888	13.719411221583497	71.52561193399025	0.20533250652273324	25.3496990210042	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	7.5848774192503435E-6	8.542760844243365E-5	0.1622328569978967	0.5657918775069034	23.42817860135993	22.936772885083705	0.23190801243847273	1.018287224896372	5.490942406882112	5.24963167675859	6.833985222153505	256.51870459584774	253.98063926820467	3.7072401467576155	2.0259429520181613	0.2666182096140486	0.2162963947494631	6.6693014556388315	63.91521527083157	58.805512319073344	1.3512709240733527	3.8296964380291807	0.0648906957285424	0.10662323478733668	3.0148561267719876	657.4419672136582	656.463410757631	4.0817397268952815	1.6981176184283215	0.0	9.505089615452406E-7	9.505097144352419E-7	0.1263571466422648	0.17429364587502783	6.42784226203254	14.57094175451568	8.239076685656741	0.05089269758366962	2.5885465402823704	0.12755067402609505	0.2542750647609941	8.43889040774102	472.9116833096252	468.74627428369456	1.560061633652426	0.012200478873747544
32.0	1.0	1.0	0.5933124046813405	0.3231932586371486	2.0130628937970085	0.5039123933111662	0.8775017064952718	21.444417353537755	16.0531270550341	0.6654854435431715	24.199736595338077	1.2769116658338674E-7	9.2962026702147	6.726295824541689	8.057775609116863	2.514708490517774	0.8264070645277116	15.058508772108727	69.31077676100641	0.17109053843500316	24.568902488968654	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	1.0189499711021094E-6	5.83869765861157E-5	0.11461703643594859	0.3973337921685105	18.699189733379935	18.346652601487175	0.18592927282072214	0.8276993937638562	5.494907923702611	5.314520671890281	7.0585748382740485	273.514734203591	270.8846888721689	3.865747251198797	2.1397923589145242	0.2772012156505666	0.22884553799390475	7.093051834841349	69.95416078922345	64.54528614988963	1.4588111525334986	4.0137397895930365	0.06114678687913272	0.08902915048861852	2.5120881577334644	637.0838667541427	636.243669525079	4.0296520002688725	1.67266592910254	0.0	1.2769115299585984E-7	1.2769116658338674E-7	0.07172364219742164	0.1613967863167504	5.944021059457672	15.637308606753448	9.772220988007154	0.05457965120110724	2.9086503806174697	0.06170038192440015	0.21114946787326083	6.956452438445481	555.8652092838438	552.6735843643311	1.6976817094153032	0.013343891521434852
33.0	1.0	1.0	0.46283499998294486	0.22655798059757068	1.5728512812259021	0.5197439162809754	0.7783521894565708	23.964220374198376	17.794823888982616	0.5194785117289568	26.883111778199545	1.7154467751327352E-8	9.83403208101648	6.86172760951513	8.526798957421557	2.7474340592392967	0.8735796896214021	16.50390788626975	66.8521216540894	0.14782059251140117	23.699940386534095	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	1.3688922176204202E-7	4.6845102044726865E-5	0.08068959134843617	0.2785303813466534	14.58698556046248	14.334652006836626	0.1456100603283508	0.6559868291425816	5.439814133965217	5.354268541412898	7.200696953425179	289.33885869408306	286.6522219908064	4.007170334833836	2.244011359545618	0.28659352493936435	0.24071484706641239	7.497934476020494	76.42812065991876	70.74070037291803	1.5708929481211031	4.194611992508213	0.05771320011414324	0.07703039113764576	2.1704201957264013	614.4846466078936	613.7407662318029	3.969489300432475	1.6433457707757753	0.0	1.715446750609755E-8	1.7154467751327352E-8	0.03826694525294361	0.14343489730145986	5.2724020609409195	16.12858926124797	10.9204952245222	0.056276541911265826	3.127167166323539	0.02713439764094451	0.1660815545097287	5.4302127788051315	616.1742488742456	613.9565067905212	1.7855721199968297	0.014079505373071335
34.0	1.0	1.0	0.35465324164109946	0.15861993715625303	1.2066623947247301	0.5213193549681856	0.6724637675163895	25.61885199313476	18.938417600359564	0.3919977871850002	28.65368685393235	2.309141015413784E-9	10.29686370413497	6.889514471742964	8.931661149430827	2.9929813137240115	0.9178961499443579	18.038192295535882	64.25181039165639	0.131466712442148	22.779678314736973	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	1.8426483474798913E-8	4.219946057269728E-5	0.05666334038204944	0.19500735073989747	11.177464355505876	10.997279733042244	0.11193976759969604	0.5093453025634521	5.329341236908091	5.36230208739332	7.229856486647067	302.95638327579996	300.2627981893357	4.124396998549214	2.3324799020478713	0.2943537664004805	0.251759294581654	7.8783026549724235	83.25875418517455	77.31710363635545	1.6857063408480844	4.369081611647036	0.05482449125442621	0.06857722082074032	1.9302994454455706	590.5833655769881	589.909383541923	3.9030075735998158	1.611088664934259	0.0	2.3091410109703402E-9	2.309141015413784E-9	0.019459363234317788	0.12417598741827628	4.555135068402519	16.177477959501743	11.67451085327151	0.05644534533525751	3.2618611069797345	0.011116511667648227	0.12616574723888485	4.097631269002244	655.7730108806105	654.392900370107	1.8385476441878381	0.014525745799022013
35.0	1.0	1.0	0.2679447899489939	0.11096297466521232	0.9125000913519389	0.5122648820114676	0.5715761666118924	26.479857714774155	19.59152660486978	0.28989054681448584	29.67296761623756	3.110080952987446E-10	10.643983769130463	6.7919062894556586	9.23699342186336	3.2481602632886935	0.9584111268670312	19.641994649994693	61.57728170949379	0.11978656114208312	21.8323862099959	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	1.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	2.481782398864922E-9	4.1349903094810936E-5	0.03972291801054029	0.13641788105341204	8.44470876690646	8.3163433325633	0.08479367906803213	0.3889536647162266	5.1706603843476	5.333900634221121	7.127426460154769	313.1694192521103	310.5273974575181	4.20973199215321	2.3983046255228295	0.30000539063178777	0.26176754419881776	8.226042701899729	90.35732220416487	84.19148166827225	1.8014416145147896	4.534745208647736	0.05273469976739253	0.06252943347940806	1.758802119936978	565.9999002891541	565.3780230099168	3.831354212846925	1.5765097351698438	0.0	3.1100809521813956E-10	3.110080952987446E-10	0.009530196239197366	0.1057529684398523	3.871742637395636	15.89650136560346	12.066871160622583	0.055475040980220006	3.3293938690697464	0.0043182996082814975	0.09380630123671112	3.0302838639611838	678.387955136184	677.6712344196334	1.867285067120501	0.014769895943459458
36.0	1.0	1.0	0.20016911165774492	0.07758593501872091	0.6821961192661434	0.4954212739040347	0.4810360626597425	26.66024789716763	19.86660897053489	0.2119002894672136	30.111975997765605	4.190018802318459E-11	10.83581173353196	6.563048013902932	9.40824762184668	3.5090468925925826	0.993952763682403	21.291540771020195	58.87704046687024	0.1116147062246732	20.87545258723007	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	0.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	0.0	4.3111404062255044E-5	0.027815738762439566	0.09538414851201549	6.308649824472484	6.217398991767777	0.06347556620970217	0.2930364420988044	4.971715449060703	5.265261365092063	6.887262585789738	318.81341998632405	316.2845869017174	7.88848916159201	2.568223219254269	0.3031028103828825	0.2704782758843372	8.531096570686065	97.61466645814046	91.26193120682386	1.9161612295498236	4.689691336387895	0.032661780981453954	0.058293007209597854	1.6388164085556318	541.1800928593312	540.5969828346861	3.7553937925455605	1.5400727098769644	0.5	4.1900188021721566E-11	0.0	0.004530755095388713	0.08915795129664555	3.2584420812445636	15.373813887535224	12.149074966739288	0.05366909293753024	3.343329626768535	0.0015482765038235576	0.06885340688525148	2.2150361058586774	687.9131221791235	687.6973078369709	1.8790778069763658	0.014872347440216014
37.0	1.0	1.0	0.14819232142912797	0.05423743353076297	0.5053625629148755	0.4729675272680739	0.4024535667452447	26.283718267771576	19.860799352572972	0.15384201216340707	30.119263513612246	0.3402006260889397	9.126085519466775	6.206402489511723	7.95955410339873	3.7629935334490137	1.0099990308308815	22.927709717113274	56.1163382464894	0.09540149966907728	19.898243927870237	7.9798	2.3023	16.3389	8.0568	22.3951	1.2294	31.5166	9.1138	10.4609	32.7881	12.7853	29.0823	7.5433	16.7487	11.5922	8.5185	4.0551	1.0494	8.583	27.818	4.2863	9.2511	13.4324	7.9066	14.605	2.5505	1.5293	2.6296	0.5061	7.8469	8.4753	16.1162	29.4222	33.6178	9.3024	10.899	16.9133	0.7527	13.7459	43.7049	0.6703	11.3625	2.6345	8.6873	14.6828	9.1917	25.8963	6.8544	48.5862	3.2581	23.2876	0.5	1.2	1.0	1.2	0.4444	11.0459	11.3117	14.5219	9.531	50.9418	6.7738	31.0318	0.4557	5.4062	49.4094	8.671	42.4837	0.0833	5.6855	6.1155	18.6089	10.4532	34.6266	22.838	3.4152	16.2407	0.028	26.5795	7.4548	2.0738	0.0	1.0	2.2802	3.1075	1.6808	1.0164	1.4943	1.9491	2.2116	1.1065	2.5579	3.3953	48.0	0.0	4.7064373784620506E-5	0.019465169329138828	0.06667950078272	4.670518117553255	4.605773325893591	0.04706738208748991	0.21837520831179238	4.733518073399272	5.1521928354003945	6.512998772493603	268.50951337085536	267.58269793723787	7.080032817023685	2.233690322026361	0.2751769347312437	0.2743900583311157	8.668821681621456	104.67895411348466	98.27504216046262	2.0244857676314947	4.829926509853669	0.041942020257932124	0.049875166877364686	1.400761139341128	515.8045462602566	515.290894229306	3.6736819882170697	1.5011972129032611	0.5	0.2650568662235783	0.0	0.0021035538305818426	0.0747071907406849	2.7261399704189384	14.677033712677416	11.977490414623507	0.05125973711089208	3.314158461095775	5.592772807714438E-4	0.05014303478539575	1.6081413215465268	687.7119548618033	687.8637401238765	1.8788306071856553	0.014874034742903589
