time	compartment	NADH	O2	H2O2	per3	coI	ArH	coII	Ar	NADrad	super	coIII	per2	NAD2	NAD	O2g	NADHres	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v131	v132	v14
45.0	1.0	3.598612747811286	2.8381564690843253	1.214677453429122E-6	1.3990799499501783	4.0812341435487184E-7	499.99997608087	1.158549733252034E-5	2.3919130631711136E-5	1.0153641067758977E-6	2.4188393108928592E-6	8.992225987033484E-4	8.833830371522415E-6	0.0	0.0	12.0	0.0	3.0640278149789766E-5	3.058975567348607E-5	3.060925461232184E-5	3.0122291623554797E-5	5.7635244162440835E-5	5.7530542894365584E-5	1.1701567223841285E-10	3.652153402900507E-8	6.1857856159729E-11	2.557036014640615E-6	2.5071792815729932E-6	0.08	0.07200000000000001	0.017028938814505953	6.025298188548737E-5
46.0	1.0	3.678519934730635	2.8928705203793186	1.2656904848276547E-6	1.3990181149385013	4.25275201665472E-7	499.9999756035601	1.2076874334216616E-5	2.439644064731562E-5	1.039423148990268E-6	2.5241099727749634E-6	9.605002450377047E-4	8.882666925233688E-6	0.0	0.0	12.0	0.0	3.192444563342973E-5	3.18730304912253E-5	3.189563856863026E-5	3.1399871736872956E-5	6.013833171827573E-5	6.003168479215472E-5	1.2742262309324053E-10	3.9934647572120605E-8	6.48240289594107E-11	2.61750926614285E-6	2.5696405290356943E-6	0.08	0.07200000000000001	0.017357223122275913	6.281995528033629E-5
47.0	1.0	3.7584232364969896	2.9472533983851266	1.3176029067091202E-6	1.3989536901167903	4.4272969728454537E-7	499.99997512924364	1.2577014518036514E-5	2.4870757112995027E-5	1.0634760849602138E-6	2.6312981924151807E-6	0.0010243604800306764	8.929658963699339E-6	0.0	0.0	12.0	0.0	3.3231076969006134E-5	3.317877807208799E-5	3.3204725644687536E-5	3.270023612033564E-5	6.2686670110006E-5	6.257809337330657E-5	1.3847460354814795E-10	4.3575314915639564E-8	6.785888299693824E-11	2.6779568281308866E-6	2.6317967727183086E-6	0.08	0.07200000000000001	0.01768352039031076	6.543238200992729E-5
48.0	1.0	3.838322585511859	3.001307017285593	1.3704064905987702E-6	1.398886630773846	4.6048410996273117E-7	499.99997465788744	1.308583709216084E-5	2.5342113324658375E-5	1.087523384905251E-6	2.740386910488592E-6	0.0010908478413637517	8.975063588143746E-6	0.0	0.0	12.0	0.0	3.455995353150757E-5	3.450677973163783E-5	3.4536306496758816E-5	3.402317471517985E-5	6.527983133156623E-5	6.516934040791229E-5	1.5019440838354422E-10	4.745290147425975E-8	7.09624267629465E-11	2.738379462836175E-6	2.693692132768024E-6	0.08	0.07200000000000001	0.018007842103713558	6.808984415704607E-5
49.0	1.0	3.918217914810673	3.055033280415213	1.4240930900604968E-6	1.3988168926329445	4.785356730810709E-7	499.9999741894596	1.3603261977236423E-5	2.5810541168188297E-5	1.111565482863282E-6	2.8513592457836366E-6	0.001160006471680009	9.019097725419006E-6	0.0	0.0	12.0	0.0	3.591085838899712E-5	3.5856818479052495E-5	3.589017362839067E-5	3.536847931505548E-5	6.791739087016266E-5	6.78050011594438E-5	1.6260499097031658E-10	5.157692615270085E-8	7.413466936158487E-11	2.7987778344543388E-6	2.7553643710472216E-6	0.08	0.07200000000000001	0.01833019968249128	7.079192735730764E-5
50.0	1.0	3.998109158057543	3.108434080324876	1.4786546403143074E-6	1.3987444318486022	4.968816444739971E-7	499.9999737239295	1.4129209801258761E-5	2.6276071256896868E-5	1.135602780477135E-6	2.9641984947198596E-6	0.0012318801158990957	9.061944053319092E-6	0.0	0.0	12.0	0.0	3.728357629129519E-5	3.722867900580123E-5	3.726612137713521E-5	3.6735943552720195E-5	7.059892769093631E-5	7.0484654369518E-5	1.7572945432198962E-10	5.595705939318034E-8	7.7375620501644E-11	2.8591525187715297E-6	2.8168455729334413E-6	0.08	0.07200000000000001	0.018650604481949256	7.353822079098035E-5
51.0	1.0	4.077996249540045	3.1615112988465635	1.5340831578500542E-6	1.3986692050033465	5.155193062533745E-7	499.9999732612677	1.4663601894484682E-5	2.67387330519443E-5	1.1596356503130865E-6	3.078888130792335E-6	0.0013065121192004983	9.103756252591742E-6	0.0	0.0	12.0	0.0	3.8677893658724294E-5	3.862214767438486E-5	3.8663945901353174E-5	3.812536288681232E-5	7.33240242202021E-5	7.320788224122244E-5	1.895910424386784E-10	6.060312123963995E-8	8.06852904886233E-11	2.919504011610498E-6	2.8781628254513842E-6	0.08	0.07200000000000001	0.018969067793079383	7.632831717229691E-5
52.0	1.0	4.15787912416403	3.214266807157024	1.5903707400375422E-6	1.398591169104493	5.34445964633623E-7	499.99997280144584	1.5206360284375645E-5	2.7198554968165145E-5	1.1836644387783074E-6	3.1954118039550996E-6	0.001383945425657305	9.14466360103151E-6	0.0	0.0	12.0	0.0	4.009359857091468E-5	4.003701250713631E-5	4.00834451670981E-5	3.9536534588703405E-5	7.609226632754523E-5	7.597427042128561E-5	2.0421313193711167E-10	6.552507942241838E-8	8.406369021770192E-11	2.97983273626506E-6	2.939338867541261E-6	0.08	0.07200000000000001	0.019285600842942147	7.91618127366932E-5
53.0	1.0	4.237757717448454	3.2667024658404697	1.6475095647332123E-6	1.398510281580932	5.536589497579544E-7	499.99997234443634	1.5757407690573058E-5	2.7655564467351755E-5	1.2076894686933733E-6	3.3137533399537775E-6	0.0014642225774828255	9.184774945299614E-6	0.0	0.0	12.0	0.0	4.153048075567004E-5	4.1473063175081825E-5	4.152441893508403E-5	4.096925772943399E-5	7.89032433070042E-5	7.87834079813247E-5	2.196192239610963E-10	7.073304746596302E-8	8.751083116757294E-11	3.0401390500644528E-6	3.0003926962000017E-6	0.08	0.07200000000000001	0.019600214795042818	8.20383072263392E-5
54.0	1.0	4.317631965520236	3.3188201249503493	1.705491889883528E-6	1.398426500279926	5.731556155257261E-7	499.9999718902127	1.6316667519905698E-5	2.810978814071822E-5	1.2317110415670203E-6	3.4338967396155185E-6	0.0015473857148397174	9.22418209916215E-6	0.0	0.0	12.0	0.0	4.298833157789247E-5	4.293009098686114E-5	4.2986668747737096E-5	4.2423333166732935E-5	8.175654785752366E-5	8.163488739835403E-5	2.358329363668417E-10	7.623728282124626E-8	9.102672539508684E-11	3.1004232501864797E-6	3.0613401186906104E-6	0.08	0.07200000000000001	0.019912920749702096	8.495740387425662E-5
55.0	1.0	4.397501805109147	3.3706216240702607	1.7643100531252634E-6	1.3983397834639213	5.929333394209296E-7	499.99997143874907	1.688406386142957E-5	2.8561251782001047E-5	1.2557294396130361E-6	3.555826178103024E-6	0.001633476576154268	9.262962724109175E-6	0.0	0.0	12.0	0.0	4.446694402856669E-5	4.440788887770721E-5	4.446999791633204E-5	4.389856353212096E-5	8.46517760628266E-5	8.452830453470674E-5	2.5287799617765515E-10	8.20481850238088E-8	9.461138553065218E-11	3.160685578819976E-6	3.1221942460839156E-6	0.08	0.07200000000000001	0.020223729744421565	8.79187093872685E-5
56.0	1.0	4.477367173542719	3.4221087923740705	1.8239564713828525E-6	1.3982500898073698	6.129895223418074E-7	499.9999709900205	1.745952148150065E-5	2.9009980452431248E-5	1.2797449275431135E-6	3.679526004138222E-6	0.0017225364988758902	9.301182751140575E-6	0.0	0.0	12.0	0.0	4.596611271380274E-5	4.590625139848452E-5	4.5974211508213535E-5	4.5394753218099816E-5	8.758852737082812E-5	8.746325861749198E-5	2.7077823230258787E-10	8.817629387777177E-8	9.826482477433973E-11	3.220926227761832E-6	3.182965927215621E-6	0.08	0.07200000000000001	0.020532652754244422	9.092183392798214E-5
57.0	1.0	4.557228008741197	3.473283448685299	1.884423640462968E-6	1.398157378393569	6.333215884315982E-7	499.9999705440024	1.804296581887988E-5	2.9455998538627863E-5	1.3037577541644419E-6	3.8049807392001286E-6	0.001814606420622534	9.338898402050278E-6	0.0	0.0	12.0	0.0	4.748563384393759E-5	4.7424974704786235E-5	4.7499116334101986E-5	4.691170836542519E-5	9.056640457268946E-5	9.043935221768729E-5	2.8955756851367913E-10	9.463228766572845E-8	1.0198705689263456E-10	3.2811453425211177E-6	3.2436641248794818E-6	0.08	0.07200000000000001	0.020839700692111794	9.396639109597227E-5
58.0	1.0	4.637084249212507	3.5241474015358345	1.945704134646515E-6	1.3980616087115147	6.539269849104036E-7	499.9999701006712	1.8634322979870826E-5	2.9899329804310414E-5	1.3277681538066439E-6	3.9321750767007944E-6	0.0019097268806556147	9.376157865801441E-6	0.0	0.0	12.0	0.0	4.902530522269501E-5	4.896385654608994E-5	4.904452093548357E-5	4.8449236850464646E-5	9.358501378159433E-5	9.345619122894982E-5	3.0924001667653796E-10	1.0142698138412105E-7	1.057780962157862E-10	3.3413430259923023E-6	3.304296237915393E-6	0.08	0.07200000000000001	0.02114488440921501	9.705199790830452E-5
59.0	1.0	4.716935834047262	3.5747024492240356	2.0077906062781903E-6	1.397962740652772	6.748031819081677E-7	499.99996966000356	1.9233519733489424E-5	3.0339997436598334E-5	1.3517763475991343E-6	4.061093881142495E-6	0.0020079380216323967	9.413002681374092E-6	0.0	0.0	12.0	0.0	5.05849262364041E-5	5.052269625497189E-5	5.061023557208366E-5	5.0007148272638915E-5	9.664396441131494E-5	9.65133848462128E-5	3.2984967022906025E-10	1.0857132500350692E-7	1.0963795763570734E-10	3.401519341750704E-6	3.3648683739660382E-6	0.08	0.07200000000000001	0.021448214695344213	1.0017827477951493E-4
60.0	1.0	4.796782702913794	3.624950379872263	2.070675785353788E-6	1.3978607345083598	6.959476722987602E-7	499.99996922197687	1.9840483506665725E-5	3.0778024087557885E-5	1.375782544617028E-6	4.191722187258899E-6	0.002109279591588933	9.449468873424943E-6	0.0	0.0	12.0	0.0	5.2164297843276176E-5	5.2101294736379774E-5	5.219607220942298E-5	5.1585253941946405E-5	9.974286915462248E-5	9.961054554412413E-5	3.514106979031706E-10	1.1607640175299952E-7	1.1356665660437428E-10	3.46167431701585E-6	3.4253855782312877E-6	0.08	0.07200000000000001	0.02174970227923358	1.0334484550114324E-4
61.0	1.0	4.876624796053229	3.6748929714838954	2.134352479105413E-6	1.397755550965656	7.173579715351498E-7	499.999968786569	2.045514237947708E-5	3.1213431911565535E-5	1.3997869429112194E-6	4.324045199142444E-6	0.002213790946112132	9.485587881713424E-6	0.0	0.0	12.0	0.0	5.376322256274029E-5	5.369945445696421E-5	5.38018445064557E-5	5.3183366866569495E-5	1.0288134396158738E-4	1.0274728905537168E-4	3.739473376845363E-10	1.239534264281135E-7	1.1756420913268424E-10	3.521807945322125E-6	3.4858520236901477E-6	0.08	0.07200000000000001	0.02204935782890337	1.0655133722090175E-4
62.0	1.0	4.956462054274579	3.724531991999862	2.1988135715847617E-6	1.3976471511053181	7.390316174856666E-7	499.99996835375833	2.1077425080413077E-5	3.1646242598980606E-5	1.4237897304361991E-6	4.4580482893599895E-6	0.0023215110506649875	9.521387319871243E-6	0.0	0.0	12.0	0.0	5.5381504464837074E-5	5.5316979434468727E-5	5.542736780328902E-5	5.48013017405633E-5	1.0605900801780966E-4	1.0592323434893675E-4	3.9748389100531056E-10	1.322137437212384E-7	1.2163063178973506E-10	3.581920188930893E-6	3.546271168108227E-6	0.08	0.07200000000000001	0.022347191951999173	1.0979738042155055E-4
63.0	1.0	5.036294418949874	3.7738691993547295	2.2640520232446203E-6	1.3975354963982207	7.609661702713293E-7	499.9999679235235	2.170726098167102E-5	3.2076477406552735E-5	1.4477910858872893E-6	4.593716998058258E-6	0.0024324784830341956	9.556891593966369E-6	0.0	0.0	12.0	0.0	5.7018949159671157E-5	5.6953675227178195E-5	5.7072459108982675E-5	5.6438874931623934E-5	1.0927548372260758E-4	1.0913800360830296E-4	4.2204471716498745E-10	1.4086882657398178E-7	1.257659417024818E-10	3.6420109810135415E-6	3.606645882804181E-6	0.08	0.07200000000000001	0.02264321519612838	1.1308260889953528E-4
64.0	1.0	5.116121832009324	3.822906341532364	2.3300608705187358E-6	1.3974205487024136	7.831592121042378E-7	499.9999674958437	2.234458009448254E-5	3.2504157184935965E-5	1.4717911794575525E-6	4.731037032060644E-6	0.0025467314358741666	9.592122406589051E-6	0.0	0.0	12.0	0.0	5.867536378692187E-5	5.8609348923425676E-5	5.8736937089428415E-5	5.809590446893764E-5	1.125303966671935E-4	1.1239122220965159E-4	4.476542279745837E-10	1.4993027455067463E-7	1.299701565557432E-10	3.702080227631302E-6	3.666978557690397E-6	0.08	0.07200000000000001	0.022937438049194184	1.1640665974343954E-4
65.0	1.0	5.195944235936512	3.871645156621204	2.3968332254002186E-6	1.397302270260096	8.056083471270195E-7	499.99996707069846	2.2989313064470577E-5	3.292930240363245E-5	1.49579017352327E-6	4.869994263956627E-6	0.0026643077193257204	9.627099167950064E-6	0.0	0.0	12.0	0.0	6.0350557005412385E-5	6.028380913115796E-5	6.042062205530844E-5	5.977221003110898E-5	1.1582337561285917E-4	1.1568251870006408E-4	4.743368826194091E-10	1.5940981223238429E-7	1.3424329459252645E-10	3.762127809534255E-6	3.727271186590589E-6	0.08	0.07200000000000001	0.023229870939727223	1.1976917331229506E-4
66.0	1.0	5.275761573763625	3.9200873728691565	2.4643622750186086E-6	1.3971806236946096	8.28311201253318E-7	499.9999666480677	2.364139116703635E-5	3.335193317364722E-5	1.5197882232657426E-6	5.01057473118473E-6	0.0027852447636915307	9.661839331761914E-6	0.0	0.0	12.0	0.0	6.204433898273728E-5	6.19768659675594E-5	6.212333595013197E-5	6.14676129341669E-5	1.1915405246918577E-4	1.1901152477574725E-4	5.021171827357386E-10	1.6931928763083858E-7	1.3858537461463458E-10	3.822153583799075E-6	3.7875254363130444E-6	0.08	0.07200000000000001	0.02352052423721494	1.2316979321378221E-4
67.0	1.0	5.355573789066709	3.9682347087381293	2.5326412812157387E-6	1.3970555720074522	8.512654220093173E-7	499.99996622793157	2.4300746302776652E-5	3.377206926810265E-5	1.5437854772362871E-6	5.152764635110227E-6	0.0029095796221536036	9.696358670468624E-6	0.0	0.0	12.0	0.0	6.375652138494808E-5	6.368833104873373E-5	6.384490233834969E-5	6.318193611964967E-5	1.2252206227229782E-4	1.223778752603027E-4	5.310196676968526E-10	1.796706706217351E-7	1.4299641598354024E-10	3.88215738532285E-6	3.84774270245275E-6	0.08	0.07200000000000001	0.023809408252428776	1.2660816628235708E-4
68.0	1.0	5.435380825960959	4.016088872958226	2.6016635801205553E-6	1.3969270785753074	8.744686783762938E-7	499.9999658102707	2.4967310992930654E-5	3.418973014102887E-5	1.5677820778704061E-6	5.2965503400982805E-6	0.003037348973520838	9.730671501670466E-6	0.0	0.0	12.0	0.0	6.548691736629688E-5	6.541801747944448E-5	6.558514639354491E-5	6.491500414276656E-5	1.259270431631733E-4	1.257812080830492E-4	5.610689101039042E-10	1.904760513969618E-7	1.4747643862149889E-10	3.942139028188016E-6	3.9079241544270465E-6	0.08	0.07200000000000001	0.024096533237749355	1.3008394255732944E-4
69.0	1.0	5.515182629096045	4.063651564581606	2.6714225817230028E-6	1.3967951071470937	8.979186606341897E-7	499.9999653950659	2.564101837485619E-5	3.460493494452067E-5	1.591778161956379E-6	5.441918372583268E-6	0.003168589124997026	9.764790875314062E-6	0.0	0.0	12.0	0.0	6.723534155903831E-5	6.716573984291305E-5	6.73438948867018E-5	6.666664316063617E-5	1.2936863636601746E-4	1.292211642574091E-4	5.922895114771865E-10	2.017476389353095E-7	1.5202546301287369E-10	4.002098306911676E-6	3.968070771828217E-6	0.08	0.07200000000000001	0.024381909387489634	1.3359677526091337E-4
70.0	1.0	5.594979143651465	4.110924473036018	2.7419117694471256E-6	1.3966596218410328	9.216130802061996E-7	499.99996498229825	2.632180219753559E-5	3.501770254443005E-5	1.6157738610629873E-6	5.588855420135084E-6	0.003303336014961529	9.798728729336565E-6	0.0	0.0	12.0	0.0	6.900161006328873E-5	6.893131419067499E-5	6.912097617454917E-5	6.843668092060163E-5	1.3284648616671468E-4	1.3269738785937123E-4	6.24706098143466E-10	2.1349775949131246E-7	1.5664351020566363E-10	4.0620349975911435E-6	4.028183373807081E-6	0.08	0.07200000000000001	0.02466554683821611	1.3714632077627386E-4
71.0	1.0	5.674770315331934	4.157909278178025	2.8131246997234777E-6	1.3965205871417383	9.455496695043612E-7	499.9999645719493	2.7009596817110196E-5	3.54280515347424E-5	1.6397693019304482E-6	5.7373483305228835E-6	0.003441625215756464	9.832496019912229E-6	0.0	0.0	12.0	0.0	7.078554043694366E-5	7.071455803249363E-5	7.091622018797984E-5	7.022494674862021E-5	1.3636023989136226E-4	1.3620952600603434E-4	6.583433173150743E-10	2.2573885510188823E-7	1.6133060181320814E-10	4.1219488589560345E-6	4.088262642884156E-6	0.08	0.07200000000000001	0.02494745566906815	1.4073223862558432E-4
72.0	1.0	5.754556090362801	4.204607650345911	2.88505500156101E-6	1.3963779678973207	9.697261817761539E-7	499.99996416400063	2.77043371924445E-5	3.583600025076825E-5	1.6637646068282356E-6	5.887384110776971E-6	0.003583491936475463	9.866102831201103E-6	0.0	0.0	12.0	0.0	7.258695168565227E-5	7.251529032633178E-5	7.272945842054552E-5	7.203127153773012E-5	1.399095478848951E-4	1.3975722883424128E-4	6.93225833356583E-10	2.3848348211049003E-7	1.6608676001605882E-10	4.181839633336134E-6	4.1483091443167605E-6	0.08	0.07200000000000001	0.025227645902075463	1.443541914481109E-4
73.0	1.0	5.8343364154855015	4.251021250412297	2.957696376118513E-6	1.3962317293165112	9.94140390952087E-7	499.9999637584341	2.8405958880718377E-5	3.624156678126689E-5	1.6877598938830004E-6	6.0389499262491886E-6	0.003728971025750113	9.899558468494808E-6	0.0	0.0	12.0	0.0	7.440566425284952E-5	7.433333146838034E-5	7.456052391702584E-5	7.385548773659034E-5	1.4349406348980475E-4	1.4334014947930629E-4	7.293783242349016E-10	2.517443097085118E-7	1.709120075639974E-10	4.2417070475531636E-6	4.208323341927044E-6	0.08	0.07200000000000001	0.02550612750247378	1.4801184497833657E-4
74.0	1.0	5.9141112379530405	4.2971517298364486	3.0310425962757395E-6	1.3960818369658081	1.018790091494278E-6	499.9999633552319	2.911439803304825E-5	3.664476897960559E-5	1.7117552773794832E-6	6.1920330996723104E-6	0.0038780969745309934	9.932871537851964E-6	0.0	0.0	12.0	0.0	7.624150000984527E-5	7.616850328314444E-5	7.640925126207185E-5	7.569742933809556E-5	1.471134430249583E-4	1.469579440538413E-4	7.668254781487496E-10	2.655341184937134E-7	1.758063677781907E-10	4.301550813743757E-6	4.26830561111238E-6	0.08	0.07200000000000001	0.02578291037901869	1.5170486802413487E-4
75.0	1.0	5.993880505525505	4.343000730716296	3.1050875062043415E-6	1.3959282567666376	1.0436730982460204E-6	499.9999629543765	2.9829591390136896E-5	3.704562447404729E-5	1.7357508680370086E-6	6.346621110218992E-6	0.004030903918860862	9.966050014678423E-6	0.0	0.0	12.0	0.0	7.809428224597029E-5	7.802062901358646E-5	7.827547656892344E-5	7.75569318680657E-5	1.507673457645235E-4	1.5061027162668777E-4	8.05591990333547E-10	2.798657990454608E-7	1.8076986455347375E-10	4.361370630120143E-6	4.328256249610355E-6	0.08	0.07200000000000001	0.026058004384297777	1.554329324450074E-4
76.0	1.0	6.0736441664656144	4.388569885840164	3.1798250209387016E-6	1.395770954992536	1.0687872462823239E-6	499.99996255585023	3.0551476277951004E-5	3.7444150677247605E-5	1.7597467732637843E-6	6.502701592560365E-6	0.004187425642638091	9.999101303203522E-6	0.0	0.0	12.0	0.0	7.996383565877935E-5	7.98895333113259E-5	8.015903746819982E-5	7.943383237400754E-5	1.5445543391699685E-4	1.542967942019509E-4	8.457025600377421E-10	2.9475235051657635E-7	1.8580252236073803E-10	4.421166181674166E-6	4.3881754864704124E-6	0.08	0.07200000000000001	0.026331419315040985	1.5919571313038707E-4
77.0	1.0	6.153402169534294	4.433860818738206	3.2552491259467804E-6	1.3956098982663503	1.0941303907614339E-6	499.99996215963614	3.127999060342758E-5	3.784036479503621E-5	1.783743097391144E-6	6.660262335925003E-6	0.0043476955803687985	1.003203228840687E-5	0.0	0.0	12.0	0.0	8.184998634431034E-5	8.177504222689582E-5	8.205977309676371E-5	8.132796941395131E-5	1.5817737260434645E-4	1.5801717669814748E-4	8.871818876668235E-10	3.1020687924163317E-7	1.9090436624943317E-10	4.480937140830047E-6	4.44806348958838E-6	0.08	0.07200000000000001	0.02660316491242924	1.6299288797802145E-4
78.0	1.0	6.233154463986284	4.478875143733568	3.3313538767010904E-6	1.3954450535574565	1.1197004067773182E-6	499.99996176571716	3.201507285020781E-5	3.8234283834546985E-5	1.8077399418894797E-6	6.819291283158284E-6	0.004511746819906528	1.006484938163804E-5	0.0	0.0	12.0	0.0	8.37525617874003E-5	8.367698320005588E-5	8.397752408665755E-5	8.323918304535888E-5	1.6193282984126308E-4	1.6177108692746203E-4	9.300546720911711E-10	3.2624259736151487E-7	1.9607542185015475E-10	4.540683168050253E-6	4.5079203720840785E-6	0.08	0.07200000000000001	0.026873250862401405	1.668241378724376E-4
79.0	1.0	6.312900999565782	4.523614465993255	3.408133398249869E-6	1.3952763881789987	1.145495189213118E-6	499.99996137407635	3.275666207439903E-5	3.862592461175636E-5	1.8317374055675568E-6	6.9797765297826055E-6	0.00467961210517848	1.0097558560927037E-5	0.0	0.0	12.0	0.0	8.567139085205715E-5	8.55951850501613E-5	8.59121325541124E-5	8.516731481410456E-5	1.6572147651452708E-4	1.6555819557511752E-4	9.743456081140823E-10	3.4287282146408646E-7	2.0131571537732185E-10	4.600403912398807E-6	4.567746197742358E-6	0.08	0.07200000000000001	0.02714168679595953	1.7068914666349647E-4
80.0	1.0	6.392641726502114	4.568080381578739	3.4855818847885945E-6	1.3951038697851443	1.1715126525955595E-6	499.9999609846972	3.3504697900364516E-5	3.9015303758482734E-5	1.8557355847566854E-6	7.141706323058775E-6	0.004851323838897581	1.0130165406791242E-5	0.0	0.0	12.0	0.0	8.760630377188785E-5	8.752947796658818E-5	8.786344208862883E-5	8.711220774352888E-5	1.6954298636249132E-4	1.6937817617886162E-4	1.0200793840963537E-9	3.60110971240826E-7	2.0662527363193424E-10	4.66009901206569E-6	4.627540985691069E-6	0.08	0.07200000000000001	0.027408482289472437	1.74587601145042E-4
81.0	1.0	6.47237659550543	4.612274477496266	3.5636935992318876E-6	1.3949274663683604	1.197750730950319E-6	499.9999605975633	3.425912051654056E-5	3.9402437728894025E-5	1.8797345734810465E-6	7.305069061048723E-6	0.00502691408525978	1.0162675134193729E-5	0.0	0.0	12.0	0.0	8.955713214058161E-5	8.947969349921425E-5	8.983129774212933E-5	8.907370632356274E-5	1.733970359546792E-4	1.7323070510856807E-4	1.0672806797338255E-9	3.7797056815926627E-7	2.120041240043983E-10	4.719768094855668E-6	4.687304714452768E-6	0.08	0.07200000000000001	0.027673646864977596	1.7851919103364767E-4
82.0	1.0	6.552105557762448	4.656198331746903	3.642462872785938E-6	1.3947471462567056	1.224207377658338E-6	499.9999602126582	3.501987067128137E-5	3.9787342805566266E-5	1.9037344636153996E-6	7.4698532916799094E-6	0.00520641457262612	1.0195092621188945E-5	0.0	0.0	12.0	0.0	9.152370890244935E-5	9.144566454895539E-5	9.181554601818173E-5	9.105165649992421E-5	1.7728330467150217E-4	1.771154615459558E-4	1.1159741639844235E-9	3.9646523415111144E-7	2.1745229447742079E-10	4.7794107786446135E-6	4.747037325478512E-6	0.08	0.07200000000000001	0.027937189990481417	1.824836089474653E-4
83.0	1.0	6.631828564932204	4.699853513376313	3.721884104521519E-6	1.394562878111144	1.2508805653130865E-6	499.9999598299659	3.5786889668731E-5	4.017003510513198E-5	1.927735345031241E-6	7.636047711811647E-6	0.005389856696189188	1.0227422434697906E-5	0.0	0.0	12.0	0.0	9.350586834301803E-5	9.342722535835767E-5	9.381603486129426E-5	9.304590566338558E-5	1.8120147468409558E-4	1.8103212746442714E-4	1.1661844931412777E-9	4.156086903158884E-7	2.2296981362896309E-10	4.839026671806025E-6	4.806738726249869E-6	0.08	0.07200000000000001	0.028199121080257877	1.8648055038518056E-4
84.0	1.0	6.711545569141855	4.743241582524248	3.801951760947686E-6	1.3943746309228742	1.277768285578762E-6	499.9999594494704	3.656011936472277E-5	4.055053058355252E-5	1.951737305732379E-6	7.803641166303521E-6	0.005577271520623684	1.0259668853780471E-5	0.0	0.0	12.0	0.0	9.550344607968004E-5	9.542421150224402E-5	9.583261364628006E-5	9.505630263911176E-5	1.8515123093427324E-4	1.8498038760902334E-4	1.2179363090485396E-9	4.354147556399999E-7	2.2855671063524913E-10	4.898615373610184E-6	4.8664087930180415E-6	0.08	0.07200000000000001	0.02845944949514549	1.905097137050752E-4
85.0	1.0	6.791256522982498	4.786364090473778	3.882660375586245E-6	1.394182374010679	1.3048685490494283E-6	499.99995907115596	3.733950216270527E-5	4.092884504104593E-5	1.975740431980802E-6	7.972622647086132E-6	0.0057686897827208435	1.0291835890712615E-5	0.0	0.0	12.0	0.0	9.75162790523977E-5	9.743645987841646E-5	9.786513316769292E-5	9.708269767606785E-5	1.8913226111460122E-4	1.8895992947649937E-4	1.2712542374566134E-9	4.5589734573104476E-7	2.342130152738212E-10	4.958176474598182E-6	4.926047373235606E-6	0.08	0.07200000000000001	0.028718184542842667	1.9457080010420013E-4
86.0	1.0	6.870961379505027	4.829222579700261	3.9640045485470855E-6	1.3939860770182908	1.3321793851090856E-6	499.99995869500685	3.8124981009695864E-5	4.13049941266993E-5	1.9997448084136803E-6	8.142981292234518E-6	0.0059641418940065615	1.032392731012881E-5	0.0	0.0	12.0	0.0	9.954420551446239E-5	9.946380869841262E-5	9.991344562933236E-5	9.912494243649844E-5	1.9314425564859435E-4	1.929704432955206E-4	1.3261628865136268E-9	4.770704715672862E-7	2.39938757926648E-10	5.017709556932904E-6	4.985654287725823E-6	0.08	0.07200000000000001	0.028975335478201567	1.9866351359766298E-4
87.0	1.0	6.950660092216013	4.871818583920031	4.045978946104426E-6	1.3937857099117785	1.3596988417926653E-6	499.9999583210076	3.8916499392260405E-5	4.167899334279007E-5	2.0237505181521494E-6	8.314706385044152E-6	0.00616365794334306	1.035594664645077E-5	0.0	0.0	12.0	0.0	1.0158706502330787E-4	1.0150609747831681E-4	1.0197740463381825E-4	1.0118288998547455E-4	1.971869076710287E-4	1.9701162200697493E-4	1.38268684538988E-9	4.989482382621252E-7	2.4573396958326557E-10	5.077214194728641E-6	5.045229332626318E-6	0.08	0.07200000000000001	0.029230911503520186	2.0278756099802747E-4
88.0	1.0	7.030352615073618	4.914153628138832	4.128578300274098E-6	1.39358124297695	1.3874249856479499E-6	499.9999579491429	3.97140013325202E-5	4.2050858048841315E-5	2.047757642902623E-6	8.487787353110082E-6	0.00636726769951401	1.0387897219792086E-5	0.0	0.0	12.0	0.0	1.0364469843137805E-4	1.0356316702962556E-4	1.0405686517223477E-4	1.03256394780512E-4	2.0125991300837896E-4	2.0108316124441014E-4	1.4408506830323089E-9	5.215448438434727E-7	2.515986818439664E-10	5.1366899543612164E-6	5.104772281137457E-6	0.08	0.07200000000000001	0.029484921768832995	2.0694265189483274E-4
89.0	1.0	7.110038902483542	4.956229228699989	4.211797408391907E-6	1.3933726468167726	1.4153559015984057E-6	499.9999575793975	4.051743138418485E-5	4.242060346543024E-5	2.0717662630511404E-6	8.662213767409025E-6	0.006575000613793014	1.0419782150502366E-5	0.0	0.0	12.0	0.0	1.0571694787704877E-4	1.0563485945016698E-4	1.0615168361384292E-4	1.0534531266125657E-4	2.0536297015937225E-4	2.051847593145858E-4	1.5006789470458091E-9	5.448745780478763E-7	2.5753292692301325E-10	5.1961363947598705E-6	5.164282885100626E-6	0.08	0.07200000000000001	0.029737375372199934	2.11128498634226E-4
