time	cell	M	B	A	L	P	I1	I2	I3	L_e	mu	gamma_M	gamma_B	gamma_A	gamma_0	K	alpha_M	tau_B	alpha_A	K_L1	alpha_B	K_A	beta_A	tau_M	K_L	gamma_L	gamma_P	alpha_L	alpha_P	tau_P	beta_L1	K_Le	K_1	r_m1	r_m2	r_m3_i1	r_i1	r_b1	r_b2_i2	r_i2	r_a1	r_a2	r_a3_l1	r_l2	r_l3	r_l4	r_p1	r_p2_i3	r_i3
37.0	1.0	0.001107837141331833	2.0904021026232295E-4	0.5382378427181398	0.5121972204136006	0.013748173922601414	5.0022255674664115E-5	3.3548665893957594E-5	0.02737185447191314	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.803581844814827E-4	5.002225567466411E-4	5.008952732716099E-4	4.898439247077013E-6	1.6774332946978797E-5	1.7577370163143777E-5	0.29204785345886264	0.9721888408125988	1.2713751664791275	0.011575657181347372	8.03579794110349	9.316409622845194	0.00924702178034171	0.009672033382301463	0.010392004227362835
38.0	1.0	0.0011273310493579221	2.2097108243321022E-4	0.5449887516982713	0.5098032111803288	0.01415739775679552	5.06514832578698E-5	3.431464048776232E-5	0.02806133636336959	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.88810743001595E-4	5.065148325786979E-4	5.07107198042385E-4	5.178015374657415E-6	1.715732024388116E-5	1.7886668005323824E-5	0.295710896671482	1.0377502573253992	1.3398207892126281	0.01152155257267543	8.244811469138796	9.593718950487316	0.009522265731220668	0.009915666559494555	0.010574865739273694
39.0	1.0	0.0011447333869967916	2.3298611370502117E-4	0.5509839470500323	0.5073191871808742	0.014534995812042914	5.120384925286252E-5	3.500834140404211E-5	0.028690782546482	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.963563966018088E-4	5.120384925286252E-4	5.125574504089298E-4	5.459563602449761E-6	1.7504170702021055E-5	1.816278018731357E-5	0.2989638896693475	1.1035614949875365	1.4081523834837422	0.011465413630287757	8.432497387438577	9.849597162043198	0.009776238183180064	0.010138085705470671	0.01073810739236696
40.0	1.0	0.001160185607160963	2.450484252142232E-4	0.5562708750074206	0.504756969177643	0.014881272301089746	5.168599748873691E-5	3.56330422248727E-5	0.02926212442646918	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.030564792649936E-4	5.168599748873691E-4	5.17312140106632E-4	5.742219748044892E-6	1.781652111243635E-5	1.8407951055426468E-5	0.30183257677902636	1.1693612292099553	1.4761362670357123	0.01140750750341473	8.599295265634584	10.084250406385522	0.010009143749712963	0.010339973295572149	0.010883056077762326
41.0	1.0	0.0011738318862665024	2.5712374285337446E-4	0.5608982116768219	0.5021280283093593	0.015196962576453844	5.2104241926724985E-5	3.619251766618886E-5	0.029777850595523975	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.089735058851554E-4	5.210424192672498E-4	5.21433967119842E-4	6.025180666283124E-6	1.809625883309443E-5	1.8624468168130667E-5	0.3043433696558435	1.234910801171272	1.5435607675686938	0.01134809343979152	8.745915026176906	10.298176992985194	0.010221477028922855	0.010522208690997872	0.011011064234251874
42.0	1.0	0.00118581518791868	2.691805358738446E-4	0.5649146741896378	0.49944339760452766	0.015483141842256727	5.2464506959256216E-5	3.669085264925571E-5	0.03024084530483255	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.141694654815396E-4	5.246450695925621E-4	5.249816909360162E-4	6.3077074971318E-6	1.8345426324627854E-5	1.881459984097178E-5	0.3065227022152975	1.2999950972741512	1.6102367553592527	0.011287420785862324	8.873274566751851	10.492105530752793	0.010413961203101873	0.010685811061778286	0.011123472923923973
43.0	1.0	0.0011962743810703432	2.811900661723239E-4	0.5683681120741915	0.4967135991475494	0.01574114003654141	5.2772297779752925E-5	3.713228464342404E-5	0.030654248429571995	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.187045716321009E-4	5.277229777975293E-4	5.280098778577632E-4	6.589126820616066E-6	1.856614232171202E-5	1.8980549422165263E-5	0.3083965376114563	1.3644226691800476	1.6759975268091705	0.011225727340734615	8.982442190301681	10.66693724829159	0.010587490788577751	0.0108318899044424	0.011221584799209377
44.0	1.0	0.0012053423090480422	2.931263666004856E-4	0.5713046228352471	0.4939489691495529	0.01597246561102168	5.303275461345529E-5	3.752107829575946E-5	0.03102133820463616	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.226364252032311E-4	5.303275461345529E-4	5.305686603578048E-4	6.868830148549179E-6	1.876053914787973E-5	1.9124424655022255E-5	0.30998988835040503	1.4280248432246032	1.74069907222707	0.011163246702779895	9.074591072462292	10.823694343468809	0.010743080369973181	0.010961603605878502	0.011306645989489009
45.0	1.0	0.0012131443179605984	3.0496616550748916E-4	0.5737686961736926	0.4911585722352929	0.016178739758398997	5.325045703585634E-5	3.786143000464418E-5	0.031345436546972416	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.260193762677154E-4	5.325045703585634E-4	5.32704356458457E-4	7.146272156336994E-6	1.893071500232209E-5	1.9248214329113955E-5	0.3113268945438456	1.490655957358788	1.8042167272426173	0.011100183732517619	9.150940775169726	10.96347541275038	0.010881820361499166	0.011076125988329475	0.01137983229691298
46.0	1.0	0.001219797642957785	3.166887715025401E-4	0.5758023865007051	0.4883509792845783	0.01636164116163094	5.342964590992131E-5	3.81573954855313E-5	0.03162983326788719	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.289042579864955E-4	5.34296459099213E-4	5.344591883493426E-4	7.420967982619022E-6	1.907869774276565E-5	1.9353778542415787E-5	0.3124303749152826	1.5521911986266137	1.8664456090735695	0.01103673213183147	9.212732269095005	11.087418010705203	0.011004839845312971	0.01117661952928876	0.011442243439234551
47.0	1.0	0.0012254111361874557	3.2827593149074624E-4	0.5774451553734619	0.48553423098797943	0.016522861255043594	5.3574203499481384E-5	3.8412841787942456E-5	0.03187773025848707	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.313382686508807E-4	5.357420349948138E-4	5.358715346306089E-4	7.692489902622657E-6	1.9206420893971228E-5	1.944284438497059E-5	0.3133217413056404	1.6125251762767465	1.9272991967935904	0.010973073620328334	9.261198877352445	11.19666833282954	0.01111327648014232	0.011264215639041368	0.011494900497927202
48.0	1.0	0.0012300852392255568	3.397116727180723E-4	0.5787338666960384	0.48271571016677595	0.016664069312012874	5.368765458820241E-5	3.863141650841874E-5	0.032092201196910086	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.333649597282015E-4	5.368765458820241E-4	5.369762568945924E-4	7.960463626802589E-6	1.931570825420937E-5	1.9517005501452575E-5	0.3140209960692704	1.6715705155133032	1.9867075295787249	0.010909375049769136	9.297542317980442	11.29235755731696	0.011208253019259859	0.011340000422936427	0.011538745659565926
49.0	1.0	0.0012339121800402685	3.5098213667088864E-4	0.5797027785875901	0.4799021528206777	0.016786886126028886	5.377319491000833E-5	3.881653027728189E-5	0.03227616396120503	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.350243212654604E-4	5.377319491000832E-4	5.378049699821505E-4	8.224564408608933E-6	1.9408265138640946E-5	1.9577725216276144E-5	0.3145467276616264	1.7292562644418539	2.0446156693098967	0.010845788653747315	9.32291642677861	11.375584010108987	0.011290859608367029	0.011405004933287995	0.011574644063438305
50.0	1.0	0.00123697632191796	3.6207541087569036E-4	0.5803835864641379	0.47709966503500245	0.016892865023587774	5.3833718456651984E-5	3.897134969100922E-5	0.032432363489632646	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.363529331836274E-4	5.383371845665198E-4	5.383863087511164E-4	8.484513103050052E-6	1.948567484550461E-5	1.962634206978931E-5	0.3149161340154412	1.7855263024786407	2.1009821790399137	0.010782452429791055	9.338415799600279	11.447400298337127	0.011362141014865136	0.011460199112944398	0.011603387074624886
51.0	1.0	0.0012393546047106926	3.7298136313937066E-4	0.5808055050983695	0.4743137464956987	0.016983478991287115	5.387184384529125E-5	3.909879805219495E-5	0.03256336291568826	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.373841566025562E-4	5.387184384529124E-4	5.387461864670302E-4	8.740072282444872E-6	1.9549399026097475E-5	1.966407681927626E-5	0.31514506706637524	1.8403377953547795	2.155777656684185	0.01071949067080279	9.345068529794624	11.508804587036916	0.011423087969539713	0.01150648866278737	0.011625696423096655
52.0	1.0	0.0012411170365774133	3.836914814642053E-4	0.5809953777213763	0.4715493188839227	0.017060112771956477	5.3889939279531776E-5	3.920156170287656E-5	0.03267154106154735	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.381483470599664E-4	5.388993927953178E-4	5.389080403068411E-4	8.991042485150722E-6	1.960078085143828E-5	1.969204024111228E-5	0.3152480919516188	1.89365972455983	2.2089833466087443	0.010657014606776653	9.343832237793025	11.560735243114037	0.011474631850417926	0.011544714156023797	0.011642228816465757
53.0	1.0	0.0012423272064619776	3.94198721811118E-4	0.5809778025386316	0.46881075771904923	0.017124058893984863	5.3890145858010146E-5	3.9282100170197916E-5	0.03275909466569497	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.386730767219135E-4	5.389014585801015E-4	5.388930612078593E-4	9.237258648199927E-6	1.9641050085098958E-5	1.971124126193715E-5	0.3152385556574615	1.9454715086913916	2.2605898436048326	0.010595123124450512	9.335592674829172	11.604068144629743	0.011517642012094218	0.01157565182533391	0.011653580747256868
54.0	1.0	0.001243042796591055	4.04497365053881E-4	0.5807752692108132	0.4661019264223021	0.0171765167288454	5.38743991257E-5	3.93426587358326E-5	0.03282804400799834	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.389833566018814E-4	5.387439912569999E-4	5.387204067027808E-4	9.478586755307593E-6	1.96713293679163E-5	1.972259509014403E-5	0.31512866107378723	1.9957617265582117	2.310595897152881	0.010533903537144026	9.321164278955917	11.639616042135236	0.011552925151821415	0.011600015550529448	0.011660293300365072
55.0	1.0	0.0012433160809600255	4.1458288383515484E-4	0.5804082996880362	0.4634262114796704	0.01721859380936352	5.384444885380316E-5	3.938528237519213E-5	0.03288024085874177	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.391018527042671E-4	5.384444885380315E-4	5.384073963934635E-4	9.714920716909183E-6	1.9692641187596064E-5	1.972693112504842E-5	0.31492954341072843	2.0445269462632187	2.3590073185770666	0.01047343237944055	9.301292158873657	11.668129451992222	0.011581226196177904	0.011618459667399918	0.011662856829074897
56.0	1.0	0.0012431944008167563	4.244518195685796E-4	0.5798955891566167	0.4607865581288786	0.017251308774617155	5.3801877085406496E-5	3.9411830287560275E-5	0.03291737790886457	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.390490921941455E-4	5.38018770854065E-4	5.379696902998966E-4	9.946179487950526E-6	1.9705915143780138E-5	1.9725000501096623E-5	0.3146513466763802	2.0917706600992703	2.4058359912461116	0.010413776213712655	9.27665508116483	11.69029865197586	0.011603230281807498	0.011631582299952144	0.011661715415309222
57.0	1.0	0.0012427206116477193	4.341016694971091E-4	0.5792541441843976	0.4581855055602503	0.017275595429713263	5.374811452401382E-5	3.9423990457197404E-5	0.03294099903376787	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.388436572104511E-4	5.374811452401382E-4	5.37421450884757E-4	1.0172304421325757E-5	1.9711995228598702E-5	1.97174831799194E-5	0.3143032986344541	2.137502322604684	2.451098979415148	0.010354992425661656	9.247869112555371	11.706756432370398	0.01161956548602514	0.011639928987197127	0.011657271062557527
58.0	1.0	0.0012419334988164584	4.43530783487208E-4	0.5784994159371101	0.45562522123576216	0.01729230751635173	5.3684455366464814E-5	3.942329385592692E-5	0.03295250990403341	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.385023650868163E-4	5.368445536646481E-4	5.367754897010668E-4	1.0393256849455743E-5	1.971164692796346E-5	1.970499454501174E-5	0.3138937830874759	2.1817364868566775	2.494817731057429	0.010297129999928224	9.215491650830275	11.71808132872776	0.011630806035498173	0.01164399643252064	0.011649887594749215
59.0	1.0	0.0012408681608344833	4.527382700873996E-4	0.5776454270772239	0.4531075338939113	0.01730222388201481	5.361207069119826E-5	3.9411128028446425E-5	0.03295318858683537	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.38040434537832E-4	5.361207069119826E-4	5.360433997733697E-4	1.0609015882958034E-5	1.9705564014223213E-5	1.9688091482856306E-5	0.31343040873210165	2.2244920329457525	2.537017368430445	0.010240230266002395	9.180025638690251	11.724801124753565	0.011637475783043161	0.01164423624976515	0.011639894251504787
60.0	1.0	0.0012395563605043707	4.6172391128822287E-4	0.5767048914879062	0.4506339649336437	0.017306053812159796	5.353202051871867E-5	3.9388749899693214E-5	0.032944195885386135	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.374716379146951E-4	5.353202051871866E-4	5.352356748687439E-4	1.0819576413216926E-5	1.9694374949846607E-5	1.9667277954294875E-5	0.3129200741213379	2.2657914818856857	2.577726059579555	0.010184327607500347	9.14192380739415	11.727396465651815	0.011640051794058678	0.011641058616744217	0.011627588982014003
61.0	1.0	0.0012380268450162422	4.7048808537316576E-4	0.5756893263610323	0.4482057579781032	0.01730444235216356	5.344526466040624E-5	3.935729771586639E-5	0.0329265852446164	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.368084399990426E-4	5.344526466040624E-4	5.343618168036366E-4	1.1024947304549392E-5	1.9678648857933194E-5	1.9643010073302213E-5	0.3123690284834961	2.3056603879193927	2.6169744638181043	0.010129450130305131	9.101592839630392	11.726304464524953	0.011638967926065209	0.011634835775482825	0.011613241447682976
62.0	1.0	0.0012363056366085717	4.790316972342518E-4	0.5746091564840086	0.4458239065009191	0.017297975495634953	5.335267246774125E-5	3.9317802082837014E-5	0.03290131211336029	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.360621240334767E-4	5.335267246774125E-4	5.334304318909063E-4	1.1225149761290222E-5	1.9658901041418507E-5	1.9615700718722197E-5	0.311782928308223	2.344126802183817	2.6547952442950065	0.01007562028692077	9.059397374795802	11.72192221821851	0.011634618318364069	0.011625905340409996	0.011597095748661563
63.0	1.0	0.001234416295709262	4.8735611553218114E-4	0.5734738107754211	0.4434891794642822	0.01728718515487498	5.325503158782946E-5	3.9271196102313916E-5	0.03286924270010512	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.35242905819536E-4	5.325503158782946E-4	5.324493175698945E-4	1.14202158552656E-5	1.9635598051156958E-5	1.958572370936538E-5	0.3111668897267435	2.3812208009009996	2.691222641014368	0.010022855455892777	9.01566380617093	11.71461017553881	0.011627360735168912	0.011614573392263293	0.011579372892223522
64.0	1.0	0.0012323801586185774	4.95463116102065E-4	0.5722918112723787	0.44120214497035454	0.017272553859481128	5.315305582377062E-5	3.9218324631025996E-5	0.032831162093934725	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.343600367770151E-4	5.315305582377062E-4	5.31425540190162E-4	1.161018719961969E-5	1.9609162315512998E-5	1.9553417575177782E-5	0.31052553679639266	2.416974071599554	2.726292098041231	0.009971168476330013	8.970683839612024	11.704695321248389	0.011617519725887007	0.011601117347680115	0.01156027302233791
65.0	1.0	0.0012302165518306614	5.033548310364599E-4	0.5710708548773232	0.4389631919672475	0.01725451915198059	5.304739219059797E-5	3.915995270430916E-5	0.032787781747234214	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.334218968737748E-4	5.304739219059797E-4	5.303655048429876E-4	1.1795113755677365E-5	1.957997635215458E-5	1.9519088957748537E-5	0.3098630458564356	2.4514195512894856	2.7600399390639443	0.009920568138459792	8.924717798470677	11.692474154753906	0.011605389581622145	0.011585788603262972	0.011539977430100098
66.0	1.0	0.0012279429850512412	5.110337029136458E-4	0.5698178882401782	0.43677255007992016	0.017233477666363187	5.293862724964571E-5	3.909677317517358E-5	0.03273974633418818	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.324360783182182E-4	5.293862724964571E-4	5.292750180577156E-4	1.1975052760375463E-5	1.954838658758679E-5	1.9483015672803014E-5	0.30918318615912066	2.4845911109748497	2.7925030859524984	0.009871059631806196	8.877997670507366	11.678215453911994	0.011591237078395879	0.011568814959077094	0.011518650364323514
67.0	1.0	0.0012255753248821438	5.185024436780776E-4	0.5685391761920392	0.43463030765666166	0.017209788887695792	5.28272927965627E-5	3.902941362496879E-5	0.03268764001084501	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.314094608688976E-4	5.28272927965627E-4	5.281593441052148E-4	1.2150067762708392E-5	1.9514706812484396E-5	1.9445449465948165E-5	0.30848935700180047	2.5165232813658793	2.823718815428326	0.009822644953040553	8.830729900440375	11.662162822720912	0.01157530400586419	0.011550402830687282	0.011496440660777521
68.0	1.0	0.0012231279510273687	5.257639977196269E-4	0.5672403641660666	0.4325364281350231	0.017183778599659902	5.271387097093272E-5	3.895844260352485E-5	0.03263199210994928	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.303482795654671E-4	5.271387097093271E-4	5.270232555795147E-4	1.2320227758564017E-5	1.9479221301762425E-5	1.940661849109814E-5	0.3077846215965077	2.547251015124983	2.853724549427466	0.009775323275851521	8.783097937180052	11.644537027534238	0.01155780948613125	0.011530739261466175	0.011473483207469734
69.0	1.0	0.0012206138967441318	5.328215087372991E-4	0.5659265350454915	0.4304907648385977	0.017155742032706995	5.259879884869199E-5	3.888437525615368E-5	0.03257328230797311	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.292581856282555E-4	5.259879884869198E-4	5.258710788621474E-4	1.2485606414241128E-5	1.944218762807684E-5	1.936672953892457E-5	0.30707173791568365	2.576809481437068	2.882557675184455	0.009729091285352308	8.735264548322846	11.625538130399093	0.011538952091198724	0.011509993748400392	0.011449900262139151
70.0	1.0	0.0012180449751247725	5.396782900106143E-4	0.5646022608717842	0.42849307431917505	0.017125946729252425	5.2482472572277334E-5	3.880767839290653E-5	0.03251194530368027	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.281443012141013E-4	5.248247257227733E-4	5.24706735012104E-4	1.2646281369818724E-5	1.9403839196453265E-5	1.9325970040493873E-5	0.3063531867490301	2.605233889124931	2.9102553914818143	0.009683943479613355	8.687373916589236	11.605347430646349	0.01151891177009518	0.011488319895293381	0.011425802636836527
71.0	1.0	0.001215431892658016	5.463377977372498E-4	0.5632716498315977	0.4265430283585804	0.01709463514447069	5.236525106772008E-5	3.8728775052556185E-5	0.03244837504780375	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.270112686565157E-4	5.236525106772007E-4	5.235337765679248E-4	1.2802333614376974E-5	1.9364387526278092E-5	1.9284509869073926E-5	0.3056311971986249	2.6325593349310292	2.936854577895851	0.009639872440903917	8.639553533955986	11.584129227311902	0.011497851598170985	0.011465856907351147	0.011401290763179415
72.0	1.0	0.0012127843513849467	5.528036071285324E-4	0.5619383889214699	0.4246402247418318	0.017062027002239084	5.224745939270024E-5	3.864804861030687E-5	0.032382928562520764	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.258632947605129E-4	5.224745939270024E-4	5.223554206970675E-4	1.2953846925842899E-5	1.9324024305153434E-5	1.924250296098002E-5	0.30490776982878953	2.6588206739549007	2.962391684222308	0.009596869079165397	8.591915909546682	11.562032415634956	0.011475919361706008	0.011442730940820057	0.011376455650620563
73.0	1.0	0.0012101111408387157	5.590793909848106E-4	0.5606057826664986	0.4227841969087838	0.017028321425932826	5.2129391754876594E-5	3.856584647451606E-5	0.032315929387754995	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.247041906676672E-4	5.21293917548766E-4	5.211745790812301E-4	1.3100907368947067E-5	1.928292323725803E-5	1.9200088774325624E-5	0.30418469767484213	2.6840524095708824	2.986902637584938	0.009554922850138514	8.544560107128733	11.539191930985067	0.011453248991082418	0.011419056320761482	0.011351379748883176
74.0	1.0	0.0012074202208389511	5.651689005006236E-4	0.5592767882446991	0.42097442258576256	0.01699369886335645	5.201131423557895E-5	3.848248341393293E-5	0.03224767068920968	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	5.235374077557692E-4	5.201131423557895E-4	5.199938848844363E-4	1.3243602845431113E-5	1.9241241706966465E-5	1.9157393602670333E-5	0.3034635853015737	2.708288600454101	3.010422765017731	0.009514021950438233	8.497573127490854	11.515730053286253	0.011429961855493548	0.011394936639296707	0.011326137724609256
