time	cytoplasm	nucleus	cLc	cLm	cLn	cP7c	cP7m	cP7n	cP9c	cP9m	cP9n	cPn	cTc	cTm	cTn	cXc	cXm	cXn	cYc	cYm	cYn	q1	n1	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	g2	g3	m4	k4	p2	p3	r5	r6	m10	k8	m11	k9	q2	n4	n5	g5	g6	m12	k10	r3	r4	m5	m6	k5	m7	m8	k6	n3	g4	m9	k7	p4	r7	r8	m13	k11	m14	k12	p5	k13	q3	m15	g7	g8	n6	g9	m16	k14	p6	r9	r10	m17	k15	m18	k16	n7	g10	m19	k17	p7	r11	r12	m20	k18	m21	k19	ld	lmax	a	b	c	d	e	f	h	i	j	k	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30	R31a	R31b	R32	R33	R34	R35	R36	R37	R38	R39	R40	R41	R42	R43	R44	R45
26.0	1.0000000000000029	1.0	5.321828522737154	0.803574872784009	5.294425394032964	12.514479784428184	3.2140319908305943	1.3010221960384734	5.045623684469882	0.6844227412276888	3.1574621735915867	0.8570616944126945	0.14039055534563422	0.43260881824561254	6.0771079191594195	8.6729317281071	6.623813439923722	21.222612656983642	7.463935465998852	0.2195017254098698	1.1287674992832435	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	0.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.0	0.6650320942795661	0.6161673023452341	6.059597400689673	52.88726749325744	51.060497385132706	3.4349888073927874	1.0077539134728513	0.47521229780130037	0.5950584301204556	0.6252062641285611	2.072262870290309	1.5551319165128956	0.131916348798043	1.2888250347729417	0.9868735348457263	1.0659948720819536	20.847128039471986	268.9311343183185	265.36542640165777	16.766501910392147	2.247563298355164	0.009699673544407275	0.04563747750445322	0.6277529844996885	42.80566989750355	42.13700362499341	1.081089853806606	0.8385699091842268	0.5	0.49997238103686037	0.0	2.4433840177444845	1.8890785298743042	6.507771975033806	41.29277749669935	40.030371336590164	2.807070037972988	1.008419782404355	0.6061241881200631	0.4137494271666419	0.7480056138877431	49.34821788358938	48.80710304072667	0.050083532735595473	0.44760507027795665
27.0	1.0000000000000029	1.0	6.058918561505491	0.8358293255115864	6.055827180071695	15.210264399685206	3.7442523107228376	1.5823999335396688	5.2624030478821995	0.8798195794361228	3.288639685761926	0.8570851073762309	0.11793417655850919	0.32715218491209247	5.309013066964378	9.045469770452778	6.43936668742201	22.19852556699961	6.409819691681415	0.1894154556624169	0.9691373404278268	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	0.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.0	0.6512880119098599	0.6367137944159263	6.3028217778177895	60.21232088052944	58.40360849004744	3.8298358866553985	1.1171331114239154	0.3675682717677854	0.4593067296040639	0.47280033763495743	1.7407909999271916	1.3585764438361845	0.11160841538005763	1.1401785619788323	0.7518173273671623	1.0416563435603907	20.266618775323348	280.48283118917755	277.56814383720643	17.136071006685732	2.316842328322244	0.015364504018356987	0.03945352603567834	0.5417092616489477	36.76031593179302	36.17799383190482	0.9441583517170328	0.7314613205310391	0.5	0.49998034848607215	0.0	2.637410978984315	2.1350736131236046	7.5813620787516225	50.187788413201446	48.68791411512194	3.1490383841469676	1.1932674597630761	0.7212470031563524	0.5257401750104084	0.9615548183657413	51.46840676950721	50.83480567060212	0.05202469130569686	0.46519435585110014
28.0	1.0000000000000029	1.0	6.625460379441503	0.8308522299611523	6.652271608226539	18.337567071433433	4.212014463294386	1.9098910748333922	5.59388219488034	1.06919145279284	3.492180040418891	0.8571017660235476	0.0983794151465648	0.24756719630732427	4.571976040137891	9.081105894584034	6.051402778878347	22.3578562473784	5.497230414341916	0.1719635133102588	0.8309057952703107	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	0.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.0	0.6083295905880629	0.6335608506194603	6.265290495691075	65.84250015881395	64.15583784405838	4.122391969420542	1.1982142174301145	0.2849088572729212	0.3530829146489311	0.3577841121033461	1.4521490331539033	1.1699686686712862	0.09368628687436914	0.9939616146559145	0.5111081170151406	0.9896344277399735	19.045579965963874	281.587839689852	279.5603987315948	17.170647973447856	2.32796279305249	0.0255910713598268	0.035856155169861396	0.4917984517160106	31.526616426250985	31.017796428020226	0.8218036577460884	0.6359121215018014	0.5	0.49998601732593306	0.0	2.7703885118820604	2.340219110671449	8.528486885278497	60.506636308901925	58.76429254690374	3.4851726334333977	1.396175132555759	0.8117748588903937	0.6318411992862076	1.168519338757298	54.71040541880784	53.981071410783095	0.0549628490732582	0.49233674812872347
29.0	1.0000000000000029	1.0	6.947421237327406	0.7847854857488714	7.007917447619728	21.768605079956465	4.598857859244157	2.2701894722446085	6.02318001761197	1.2328719228939629	3.757993320598703	0.8571136190566208	0.0817405729323886	0.18930738534321848	3.8921714243487995	8.735556137776776	5.503578198109015	21.58097531576214	4.7363547758693185	0.1705991194205725	0.7155632899505587	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	0.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.0	0.5374490444248459	0.6040732291578763	5.9179103909351065	69.04208277231248	67.58575744833418	4.284603683006804	1.2447658200013794	0.22417006157174124	0.27316212740571805	0.27358703329802014	1.2065480748831119	0.9960066674908579	0.07825870424037873	0.8558749350573384	0.30986382867368545	0.9142029362732443	17.32141166290855	270.8729982757968	269.8463572507582	16.829681073017554	2.2732385721738337	0.04437865899811556	0.035574593224628935	0.4878964216308967	27.162994639610623	26.712049170183352	0.7169666418348747	0.5541121994971111	0.5	0.4999900507875812	0.0	2.842795665824022	2.50209340261672	9.311767393397597	71.82768932182455	69.85009775781101	3.7957689931026013	1.6055371838106067	0.8656517205170281	0.7216767356432283	1.3474057245308158	58.90910984425228	58.08993335181857	0.058714954810452476	0.5275115878839064
30.0	1.0000000000000029	1.0	6.96306786689542	0.6995537636308546	7.057543921033676	25.366365680128702	4.887657521114098	2.6489713693238617	6.5212320103311034	1.3504291471078718	4.068341331731823	0.8571220527997416	0.06790094941690869	0.14841036640416838	3.284854827506463	8.030997019728462	4.868797762584892	19.908715596019988	4.145768924384755	0.1931754850740614	0.6258290241595674	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	0.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.0	0.44593869875281666	0.5480242599029637	5.275195020787564	69.1975758476335	68.06436508323297	4.2924139824998715	1.251159115493606	0.18268095348764696	0.2159292095588531	0.21448266152730477	1.002265544058167	0.840594350358904	0.06529992480373235	0.7298059196147627	0.17083812105821347	0.8237749567222594	15.323567198183474	249.02595868744282	248.93658894107432	16.09290403585655	2.1510074894693925	0.07907463401276198	0.040227590781561406	0.5524625697633099	23.77598478134664	23.362260054779068	0.6337563385749134	0.48912330321839725	0.5	0.4999929206727617	0.0	2.852523097297612	2.618625435321739	9.896528948751852	83.6988601981529	81.5046106799043	4.070773087242664	1.811428206889048	0.8731560895583803	0.7851560679752944	1.4758840148741972	63.78025755384251	62.887199803510995	0.0629946111039698	0.5681951460245686
31.0	1.0000000000000027	1.0	17.324711997564826	4.831950304385168	16.26541702365461	29.20527312991043	5.476760757723125	3.051827154915332	7.135818030331668	1.8388763811231597	4.443031913034595	0.14825268398072322	0.06764797730216	0.20685521881030236	2.8881476652734794	7.060229866367813	4.2270245038709895	17.557512971868224	10.169299193559851	4.271720597725527	1.4993185869703798	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	1.9487222298530145	0.3398041141838687	2.0345907111880606	36.43677085530777	172.16952288940018	156.86693485952978	8.320018199442211	2.1227260944522333	0.4503553389982385	0.29743104434396944	0.2989471622246498	0.9985314985639958	0.7390769875434834	0.031082974001554204	0.5628195332713266	0.10553214836158706	0.7288719614209578	13.3037142210332	218.92431371932034	219.5373864489431	14.975259009056886	1.9681205327120845	1.360240902805397	0.7140841846501822	12.216693737435268	58.320930875065905	55.969712783462974	1.412473408313351	1.0746953972401072	0.0	0.13195094872839983	0.14825268398072322	3.7960538247425353	2.8456337431539573	11.089345182237812	96.36571921945271	93.8998386332969	4.319679216784483	2.015960362198136	2.067675485221799	1.0399863565387046	2.0097079969295066	69.79115466385603	68.67905440211486	0.06817000691989958	0.6167698838154563
32.0	1.0000000000000027	1.0	27.9344991245849	3.994369563959293	27.60581308001547	34.19006050073897	6.467571599535057	3.5737758991795867	8.343997682612118	3.083067882834349	5.170386205723571	0.021114057026990485	0.07967393932861139	0.36705943306260264	2.7160472736553793	5.963963737858968	3.6355503471283357	14.86929570521652	17.975077129446674	4.142325350434181	2.687126341969392	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.2775358339969791	0.20377108210108916	1.855886982003802	30.12074200790432	277.60746540030055	266.23598250628515	10.940015633430201	2.7191294008922244	0.6564551549179058	0.5113334870143579	0.5304742926620747	1.1760431162478373	0.6950364973284117	0.03646666328798929	0.530849880502339	0.08334840175419318	0.6381340127629087	11.442167607517042	184.93118397990514	185.92418656845686	13.54479391940635	1.741457431524496	0.2302663581291374	0.6968146129098717	11.846636269706746	103.08706733737695	100.31069505835161	2.232262294949706	1.7310235768628528	0.0	0.020748977776961712	0.021114057026990485	4.1523028562978554	3.198010375856858	13.095538974738616	112.81352362823861	109.95936637631719	4.590059082654622	2.2611474232175715	2.93392524598555	1.6303810926803795	3.369484889149669	81.60763493501977	79.92227885221325	0.078017781135809	0.7094047960878926
33.0	1.0000000000000024	1.0	32.7881671593034	2.588669032203728	33.20516538212504	40.40862877386796	7.328595014395456	4.227810563922996	10.317180980999657	4.284859600410304	6.380220644812327	0.002878702936658404	0.092398381597877	0.49345751884215555	2.757496385180067	4.884801112320799	3.123145068049693	12.198820046756792	23.7583308369102	3.631899977836907	3.5730067029423096	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.03783939862120006	0.08652647053576232	1.4554270584502211	19.52063543804192	325.8422475957261	320.2372559782903	11.841359344165257	2.9173769158230773	0.78525908292453	0.670913863976506	0.713144806230685	1.3638647912517863	0.7056433249675792	0.04211774987557306	0.5385668392110533	0.08836685792869178	0.5568514321317426	9.829474472672823	151.46840137095492	152.53282598264224	11.924197297207018	1.4952445392443898	0.10888065665084126	0.6265159341031056	10.386870746615797	136.25402734968034	133.3806975215067	2.7358074565995505	2.140046774548803	0.0	0.0028718136879109664	0.002878702936658404	4.239176779381092	3.4776797738559546	14.838939185147956	133.33231150225504	130.0829665550083	4.864595869003811	2.540644148012599	3.199541320266191	2.132129992277898	4.682923057288432	100.90615686656929	98.62353666131551	0.09323110905780506	0.8588127381364333
34.0	1.0000000000000024	1.0	32.62108787658277	1.440036000611832	33.496089753854804	47.52204140274197	7.9905896687967015	4.978731531339378	12.881596804806922	5.190157532953349	7.970670716509594	3.899285920246961E-4	0.10638603546875157	0.6101482188115487	2.940861716789195	3.931670827141609	2.7008639036808533	9.822854136403583	27.651721925044573	3.1340471182431915	4.171550962440894	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	0.00512545537072782	0.028063178150504315	0.9774068184990456	10.85902347341373	324.18184709990504	323.0429888041265	11.812670334607963	2.926513358426163	0.936937840140305	0.8115854145216168	0.8817862058264524	1.5703323537436051	0.752566513326355	0.04827677494215947	0.5725740353214287	0.11305122990424128	0.48790991844201786	8.50042896405477	121.91364217509002	122.82398583617676	10.276848055319258	1.2560694870675273	0.08043090757270495	0.5544103823249185	8.963061353463726	158.58262524013102	155.72441458301483	3.0354631517951365	2.3853534867817094	0.0	3.8980192959338366E-4	3.899285920246961E-4	4.242877078990806	3.6778312581714507	16.1793459613796	156.80372781248778	153.1876032488625	5.11644652420938	2.8288182591337656	3.2113566389839474	2.472633796716618	5.672323167764729	125.98716938973392	123.20823673459036	0.11154124708830375	1.0468195588231461
35.0	1.0000000000000027	1.0	29.236818181706763	0.7037824962978906	30.283270566676308	55.20044694859789	8.464093489338746	5.791612481428033	15.801912265789289	5.759045369433004	9.794837071798982	5.2766089741653876E-5	0.12493548991256637	0.7543139640304691	3.2519949625895346	3.164999852177322	2.377297784490211	7.898879552972072	30.008029572509045	2.686663897853402	4.535469302551679	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	6.935891432181436E-4	0.008164876490647417	0.550851966946275	5.307083048083148	290.54965172616625	292.05791799913965	11.196466527747356	2.8195883374583675	1.144105227036582	0.9771760540859346	1.0901345408168368	1.8441352859524232	0.8321855109266619	0.05635995498905227	0.6297905841834178	0.16465388936465575	0.433841632625328	7.4820693171260615	98.14063191629987	98.76680004240748	8.77231808789899	1.0466903799040845	0.06554029125962543	0.48640629778911326	7.683590081470965	172.09604959833985	169.30952261118443	3.203597874910312	2.5239276752518807	0.0	5.276376962681785E-5	5.2766089741653876E-5	4.197941267531264	3.8137666743736816	17.138096497213137	182.1393947515941	178.1986494735703	5.334684131768965	3.107332628325509	3.070635398128438	2.6721560405920655	6.294060684253346	154.549022724326	151.40565300474714	0.13061399163294543	1.2515070547640916
36.0	1.0000000000000029	1.0	24.360606903566655	0.31294487605118626	25.37621114924678	63.15684315038522	8.761436109472903	6.635908937711169	18.845916844149908	5.986083719397304	11.706648014701713	7.137391939552878E-6	0.1508613807554312	0.9500111251799083	3.7191769061264277	2.6066555027348555	2.1723814225367053	6.485636039553693	31.129285397800107	2.2909735242908176	4.71053458186482	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	9.381816208864676E-5	0.0024620567252266576	0.26662195926878063	2.3598547213267924	242.09083928626538	244.7332555655658	10.172615418499117	2.626146608581468	1.4151408568619677	1.1886072261710054	1.3729560781100074	2.2268195829166997	0.951737370277753	0.0674990760625638	0.7145726058974563	0.26565869785626967	0.3990252571293215	6.837136051149792	80.8274344943529	81.09574447497542	7.557031379918563	0.8829491135714547	0.0520417021770362	0.42354738145211873	6.551955182119329	178.52645175638415	175.84472699447193	3.2804021301612294	2.587976832069112	0.0	7.137349487835625E-6	7.137391939552878E-6	4.106867321815439	3.896241983307309	17.740155834460786	208.39231965901166	204.17630055907233	5.518202183882965	3.365549653329323	2.8040256039734976	2.748910287166605	6.542190896929332	184.3206051025243	180.95785301685467	0.14873388240053417	1.454443011336709
37.0	1.0000000000000029	1.0	19.202136018432615	0.13173436800904184	20.080918921507866	71.12289993722194	8.882929248290246	7.483021122718331	21.79020285193918	5.869432617972137	13.565349585843993	9.645577265072612E-7	0.18620482663044638	1.209391608160481	4.390555498092541	2.2657089260497383	2.1305770115449048	5.604768977311309	31.26155230400751	1.9416526406158245	4.734240801706418	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	1.2678725491847346E-5	8.649732374476315E-4	0.11703750459963183	0.9933825222825856	190.82698732398018	193.66439826280615	8.866642813548506	2.3623897187618024	1.739426884159136	1.447523820831377	1.7478127521135323	2.7485135844440376	1.1235431519618815	0.08239432134316757	0.8340903973932726	0.45400350674964485	0.3918667482876742	6.705565028435298	70.25532894984309	70.08147081540288	6.7583742029915115	0.7762755150598193	0.0377598030063915	0.36580115153128173	5.552932386897213	179.2850024634836	176.72968255178077	3.2893316554744048	2.59652480545409	0.0	9.64556951198211E-7	9.645577265072612E-7	3.9590605090721174	3.929325116453356	17.98615514193814	234.6771206328582	230.24058711224671	5.669765935279803	3.5977121281405475	2.422553259271952	2.709672776521653	6.414702908181767	213.1168999731066	209.6891042931007	0.16476704892865576	1.6412685764098198
38.0	1.0000000000000029	1.0	14.44581117473077	0.05403519812650508	15.150943828542896	78.81733495199857	8.812639445133076	8.302991766179224	24.421723667726493	5.419511491413117	15.236300436085878	1.3032021820217693E-7	0.23166809642273842	1.5295802396549956	5.315763761293251	2.1645961993134972	2.3216759043492345	5.306908139717664	30.60779693924087	1.633545847581472	4.637595458582528	13.1446	1.0988	11.7992	3.7622	4.1029	7.5408	9.9378	9.6442	22.5198	29.5681	4.5545	18.6335	13.5067	8.733	17.9887	7.1601	4.7728	1.4452	3.1473	31.0081	12.5039	35.1982	9.5343	7.0274	45.1336	12.7437	1.8828	1.506	1.5091	20.7577	3.4563	16.4042	14.7607	0.2559	1.5511	1.4189	3.0204	1.6789	11.3548	55.3798	1.7236	5.6552	5.7847	29.3208	2.8599	5.735	37.3301	9.1535	55.7326	7.5549	9.0406	0.5	1.2	1.0	1.2	4.6434	4.7985	4.6039	4.8052	10.1357	14.0306	2.0248	3.2996	30.7684	7.2481	19.799	7.8275	8.7977	4.4383	17.7951	10.1288	16.0706	1.0929	9.7804	15.4577	0.5315	48.4999	8.5942	57.4671	1.0	1.0	1.8775	1.5408	1.4723	4.0627	3.5723	2.0127	3.3286	3.5898	1.269	1.5212	1.713007140180335E-6	3.93657748473556E-4	0.04890411149136003	0.4074686220323507	143.55958229223984	146.1187324712334	7.391226314817336	2.042507315417149	2.0818771287416626	1.7377478123334025	2.210549362349406	3.419583270867125	1.3603039465149431	0.10107840680698181	0.9944620432906331	0.7540064019549999	0.42443576932748955	7.307010573758366	67.12001540793304	66.3570486882157	6.512570813915543	0.7393614306531183	0.024371752954345474	0.3130116457291624	4.671777769498266	175.53571544654693	173.12190222843162	3.244929131846605	2.5614906612597848	0.0	1.3032020404937907E-7	1.3032021820217693E-7	3.734294213553146	3.9102277870254563	17.843832348505504	260.0656784076152	255.46977185850884	5.792913777860947	3.800528594890219	1.9489829723134213	2.5543444954280035	5.922984108965412	238.85422615983288	235.5181612508847	0.1780013317934581	1.8010686215828786
