time	compartment	R	O	I1	S	A	I2	open_probability	Phi1	k1	L1	l2	lminus2	c	L3	Phi2	k2	l4	Phi_minus2	kminus1	kminus2	kminus3	lminus4	L5	Phi3	k3	Phi4	k4	l6	Phi_minus4	kminus4	lminus6	Phi5	IP3	v1	v2	v3	v4	v5
50.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.2997103491529565E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-1.6940658945086007E-20	0.0	0.0	0.0
51.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152956E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-1.0164395367051604E-20	0.0	0.0	0.0
52.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
53.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
54.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
55.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
56.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
57.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
58.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
59.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
60.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
61.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
62.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
63.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
64.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
65.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
66.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
67.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
68.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
69.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
70.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
71.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
72.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
73.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
74.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
75.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
76.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
77.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
78.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
79.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
80.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
81.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
82.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
83.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
84.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
85.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
86.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
87.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
88.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
89.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
90.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
91.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
92.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
93.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
94.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
95.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
96.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
97.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
98.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
99.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
100.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152955E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-6.776263578034403E-21	0.0	0.0	0.0
