time	chloroplast	cytosol	x_CO2	RuBP_ch	PGA_ch	ATP_ch	BPGA_ch	x_NADPH_ch	GAP_ch	Pi_ch	DHAP_ch	FBP_ch	F6P_ch	E4P_ch	X5P_ch	SBP_ch	S7P_ch	R5P_ch	Ru5P_ch	x_Pi_cyt	x_GAP_cyt	G6P_ch	x_NADP_ch	x_PGA_cyt	ADP_ch	x_DHAP_cyt	x_Proton_ch	G1P_ch	x_Starch_ch	Light_on	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	light_reaction	E16	E17	E18_DHAP	E18_PGA	E18_GAP
10.0	1.0	1.0	1.0	0.37196164855771857	1.0550601289006747	0.49742848119537675	0.07668710424410922	0.21	0.010057291852647945	0.7409350750230957	0.22125615674856672	0.0157988431806837	1.9245697015190169	0.7292878853856279	0.002229426715481404	2.0976716176869226	9.817242751657149E-4	0.0037341029773101287	0.0014936094001073374	0.5	1.0	4.42651038459786	0.29	1.0	0.00212151877502107	1.0	2.512E-5	0.25673760409973484	1.0	1.0	119.21556960998606	202.20269553172798	202.20237421410383	96.90931109234552	24.281118785095604	24.281119787084034	39.738543606768204	39.73851345207002	39.738520526971676	39.73852063022024	39.738520892732694	79.47706358443426	119.21558482076816	-15.45741767916553	-15.457404689556142	327.8426731079047	6.424741309033166	21.88214558620094	32.88968145464105	36.22876202411111	1.5348813806101969
11.0	1.0	1.0	1.0	0.37196141858225107	1.0550607268458863	0.49742847875778207	0.07668705921630693	0.21	0.010057288984936671	0.7409352017320577	0.22125609366114646	0.015798834171028515	1.924569695822737	0.7292880530445832	0.0022294255606688006	2.0976715018141787	9.817235462387464E-4	0.003734101043189777	0.0014936086264595015	0.5	1.0	4.426510371496267	0.29	1.0	0.0021215212126712403	1.0	2.512E-5	0.2567376033398423	1.0	1.0	119.2155238086823	202.2005778923308	202.20225545647958	96.90926046183878	24.281107948711732	24.281107607746495	39.738484884643825	39.73849453664524	39.73852051003888	39.73852050388443	39.73852051174405	79.47700641423687	119.21552354546782	-15.457385260653211	-15.457403357288513	327.84301638971	6.424743067181387	21.882147305731944	32.88966559612795	36.22877541789499	1.53488064052497
12.0	1.0	1.0	1.0	0.3719619009220527	1.0550594395728008	0.4974284818348463	0.07668707735322741	0.21	0.010057291232405573	0.7409345607958809	0.22125614310403066	0.01579884123202819	1.924569508066736	0.7292881368059475	0.0022294255853165376	2.0976722114951056	9.817233484116464E-4	0.0037341010844617866	0.001493608642968141	0.5	1.0	4.426509939657435	0.29	1.0	0.0021215181355744455	1.0	2.512E-5	0.2567375782931894	1.0	1.0	119.21560757620797	202.2021234338034	202.20230333774754	96.90929299917967	24.281118288531008	24.281118942635942	39.738489925750244	39.73848486382714	39.73852061099169	39.73852063336104	39.738520717091944	79.47701040236615	119.21553114942228	-15.457378821359669	-15.457398028217995	327.84252172153236	6.424741006499361	21.882139541288137	32.889693464240054	36.2287538169222	1.5348819410652528
13.0	1.0	1.0	1.0	0.37196169891168185	1.0550598964179545	0.4974284814131876	0.0766870952560903	0.21	0.01005729089524411	0.7409347953147989	0.22125613568486466	0.015798840172603638	1.924569577659813	0.7292880757992932	0.0022294257776879923	2.097671965679714	9.817235493459716E-4	0.003734101406646964	0.0014936087718425692	0.5	1.0	4.4265100997215585	0.29	1.0	0.002121518557124673	1.0	2.512E-5	0.2567375875769088	1.0	1.0	119.215571150868	202.20243512891756	202.2023505392276	96.90932967643812	24.281117773318137	24.281116846186	39.73850104706245	39.738519835852415	39.73852057576905	39.73852048920196	39.738520270617485	79.47702118323886	119.21554134212725	-15.45738881336689	-15.457399804574834	327.8426081982152	6.424741708864091	21.88214237845401	32.88968452357706	36.2287608705977	1.5348815238384592
14.0	1.0	1.0	1.0	0.37196162013272854	1.055060021755917	0.4974284811332991	0.07668709420720818	0.21	0.010057290560917103	0.7409348662199909	0.22125612832966624	0.015798839122210168	1.9245695998868424	0.7292880812602157	0.0022294257126307107	2.0976719116543885	9.817235251406635E-4	0.003734101297680799	0.0014936087282561641	0.5	1.0	4.426510150843727	0.29	1.0	0.0021215188369769077	1.0	2.512E-5	0.25673759054199463	1.0	1.0	119.21555592060534	202.20258650782696	202.2023477684784	96.90932977358263	24.281116510005766	24.281115217018716	39.73850021092573	39.73851898930736	39.73852056763303	39.73852046238998	39.738520194289656	79.47701971045863	119.21553956828235	-15.457389146433798	-15.457400248664044	327.8426547952894	6.4247418677735775	21.882143231139143	32.8896815110204	36.22876306041343	1.5348813832507853
15.0	1.0	1.0	1.0	0.37196165411240517	1.0550600370522587	0.4974284813464098	0.0766871030560481	0.21	0.010057291765580019	0.7409350375329876	0.22125615483295738	0.015798842907118922	1.9245696757760131	0.729287922169017	0.00222942655391477	2.097671705326677	9.817241425182375E-4	0.0037341027067059364	0.0014936092918657164	0.5	1.0	4.426510325388931	0.29	1.0	0.0021215186238440985	1.0	2.512E-5	0.25673760066561696	1.0	1.0	119.21556849442513	202.2025835102248	202.20237108447546	96.90931370570644	24.28111883214998	24.281119641032596	39.73853751094991	39.7385139377926	39.73852053858912	39.73852061857523	39.73852082269323	79.47705759681935	119.21557879163656	-15.457413349295734	-15.457404689556142	327.8426480397181	6.424741079388595	21.882145195663004	32.88968286136957	36.22876073341975	1.5348814462598468
16.0	1.0	1.0	1.0	0.3719615213391371	1.0550604065581586	0.4974284807202807	0.07668710718491843	0.21	0.010057291636733025	0.7409352071939452	0.22125615199828433	0.015798842502312112	1.9245697405355744	0.729287855952655	0.0022294268027910603	2.0976714879914695	9.8172437250706E-4	0.003734103123535594	0.0014936094585975808	0.5	1.0	4.426510474335965	0.29	1.0	0.0021215192499547866	1.0	2.512E-5	0.2567376093045451	1.0	1.0	119.21554598443313	202.20254348668476	202.2023819601854	96.90931459561958	24.281117692002972	24.281118497422234	39.738548495218964	39.73852524818966	39.73852050821575	39.73852059842686	39.738520820958506	79.47706897725587	119.21558990146012	-15.457422564146839	-15.457406465912982	327.842753696879	6.424741788766907	21.882147186061175	32.889676058592066	36.22876639228222	1.5348811287914292
17.0	1.0	1.0	1.0	0.37196198899042876	1.0550590767656998	0.4974284816301237	0.07668704355327405	0.21	0.010057293790097803	0.740934560227283	0.22125619937930244	0.01579884926834374	1.9245694847120836	0.7292880168058627	0.002229426492063337	2.0976723998692512	9.817238909968704E-4	0.003734102603107302	0.0014936092504244927	0.5	1.0	4.426509885941851	0.29	1.0	0.0021215183402310566	1.0	2.512E-5	0.25673757517768586	1.0	1.0	119.21562078086431	202.20190383168912	202.20221416986817	96.90915566459152	24.28112160337073	24.281129981135948	39.73853588724874	39.73838812176833	39.73852063433103	39.738521286098184	39.73852303511619	79.47705816667602	119.21558190084963	-15.45740413444463	-15.457400692753254	327.84254911318914	6.4247393858428214	21.88213963435155	32.88970439579417	36.22874418558391	1.5348824511648345
18.0	1.0	1.0	1.0	0.37196169876754376	1.0550599709095243	0.4974284816320659	0.07668710860966267	0.21	0.010057292015872774	0.7409349731913812	0.22125616033888984	0.015798843693448646	1.9245696584487944	0.7292879188185243	0.0022294265995681777	2.097671747889722	9.81724157966352E-4	0.0037341027831704456	0.001493609322451578	0.5	1.0	4.426510285536328	0.29	1.0	0.002121518338424767	1.0	2.512E-5	0.2567375983541659	1.0	1.0	119.21557680622584	202.20245267044135	202.2023857368729	96.90932525462797	24.28112029126926	24.28112087138967	39.738538933423165	39.73852018279711	39.73852054517185	39.73852060411638	39.73852075048537	79.47705903078514	119.21558045992101	-15.457413349295734	-15.457403801377723	327.84260153255747	6.424741147584072	21.88214440965822	32.88968476975246	36.228759662784014	1.5348815353222203
19.0	1.0	1.0	1.0	0.37196185602190474	1.055059488042854	0.49742848174990506	0.0766870777840307	0.21	0.010057291323349832	0.7409346034680114	0.22125614510495686	0.015798841517773426	1.9245695164631	0.7292881261724037	0.0022294256477084443	2.0976721998798116	9.817233940418862E-4	0.0037341011889526197	0.0014936086847644082	0.5	1.0	4.4265099589690875	0.29	1.0	0.002121518220757911	1.0	2.512E-5	0.25673757941326525	1.0	1.0	119.21559832713983	202.20213919897034	202.20230446953428	96.90928953320216	24.281118321273915	24.281119241431615	39.738494503685494	39.73848435034899	39.73852060868327	39.73852065493751	39.73852079970815	79.47701511170669	119.2155359667018	-15.457382152028742	-15.457398028217995	327.8425385944526	6.424740974124231	21.88214007591836	32.88969268312185	36.2287542932387	1.5348819046110425
20.0	1.0	1.0	1.0	0.3719618200129591	1.0550595145462727	0.4974284832740437	0.07668713504163063	0.21	0.010057293296380623	0.7409347370013948	0.22125618850789228	0.015798847716391777	1.924569588294407	0.7292879283255579	0.0022294267730899407	2.0976720422972632	9.817241845507952E-4	0.0037341030737752666	0.0014936094386936525	0.5	1.0	4.426510124181259	0.29	1.0	0.0021215166965505962	1.0	2.512E-5	0.2567375889955717	1.0	1.0	119.21559480251838	202.20125279690748	202.2024554667607	96.90937457802058	24.281126521311787	24.281126974761374	39.73855058035658	39.73855482175548	39.7385205864461	39.738520587534865	39.73852056768888	79.47707209542132	119.21559574553123	-15.457418234277043	-15.457402025020883	327.84235107976485	6.424740468250856	21.882141552558757	32.889695744256024	36.22875146837639	1.534882047486879
21.0	1.0	1.0	1.0	0.3719614434180474	1.0550605266729438	0.4974284805987663	0.07668711149094014	0.21	0.010057291594819901	0.7409352333112998	0.22125615107572924	0.015798842370588016	1.9245697314563928	0.7292878635335045	0.0022294267598079744	2.0976715010497506	9.817243390395026E-4	0.003734103051537805	0.0014936094297985758	0.5	1.0	4.426510453453849	0.29	1.0	0.0021215193718401425	1.0	2.512E-5	0.2567376080933824	1.0	1.0	119.21552899655252	202.202466492718	202.20239331564923	96.90932519478001	24.281118065835884	24.281118379974195	39.7385487935914	39.73853435201846	39.73852050930036	39.738520561939225	39.738520683047994	79.47706922922445	119.21558996667943	-15.457423008236049	-15.457406465912982	327.84277338396856	6.424742121146155	21.882147574566794	32.889674019220244	36.22876842143851	1.5348810336222685
22.0	1.0	1.0	1.0	0.3719614333572276	1.0550606973850802	0.49742847886345976	0.07668706090436407	0.21	0.010057289179963607	0.7409351840320223	0.22125609795164866	0.01579883478375779	1.9245696793680924	0.7292880505929277	0.0022294255923342838	2.097671535439556	9.817235548658712E-4	0.003734101096224612	0.001493608647673421	0.5	1.0	4.426510333650587	0.29	1.0	0.002121521107180674	1.0	2.512E-5	0.25673760114479277	1.0	1.0	119.21552596464376	202.20079843813465	202.20225990920278	96.90926251575138	24.281108859658396	24.28110857495562	39.73848634354626	39.73849493910109	39.73852051456383	39.73852051240558	39.73852052995865	79.4770078724888	119.21552512389637	-15.457385704742421	-15.457402913199303	327.84299997613084	6.424743007833716	21.882147139887206	32.88966656111227	36.228774766688275	1.534880685558493
23.0	1.0	1.0	1.0	0.3719618730763293	1.0550595977922197	0.4974284816874957	0.07668708349926912	0.21	0.010057291229315384	0.7409346450509503	0.22125614303563929	0.015798841222291186	1.9245695458556435	0.7292880882188318	0.002229425776935112	2.097672071093861	9.817235161038427E-4	0.0037341014053991865	0.0014936087713431651	0.5	1.0	4.426510026571948	0.29	1.0	0.0021215182830660526	1.0	2.512E-5	0.2567375833342312	1.0	1.0	119.21560535514583	202.20220114941512	202.2023195408885	96.90930225392941	24.28111821523894	24.281118588002922	39.73849696872755	39.738495327679146	39.73852059188693	39.73852059922731	39.73852063686098	79.47701743276671	119.21553808154876	-15.457384372474792	-15.457398472307204	327.84255225869293	6.424741266046514	21.882140505474915	32.889690594655654	36.228756100163814	1.5348818071515673
24.0	1.0	1.0	1.0	0.371961775274176	1.05505973069528	0.4974284815111482	0.07668708675771155	0.21	0.01005729131459316	0.7409347678658962	0.22125614491175682	0.015798841490224137	1.924569569284283	0.7292880607474301	0.002229425906956583	2.097672009863927	9.817236213646033E-4	0.0037341016231551595	0.001493608858445504	0.5	1.0	4.42651008045785	0.29	1.0	0.0021215184594121496	1.0	2.512E-5	0.25673758645961375	1.0	1.0	119.21558615763855	202.20226015776888	202.20232812358978	96.90930210647791	24.28111814389844	24.281118705155396	39.738505803674215	39.738499643671155	39.73852058180035	39.73852061073764	39.73852069996155	79.47702642297112	119.21554715750555	-15.457391144835242	-15.457400692753254	327.84259158522985	6.424741143386368	21.882142047374266	32.889688065014546	36.22875757014771	1.5348816890990782
25.0	1.0	1.0	1.0	0.37196147224180126	1.0550605296714264	0.4974284806177077	0.07668711239862411	0.21	0.010057291546009166	0.7409352481167639	0.22125615000179294	0.015798842217227157	1.9245697449152985	0.7292878484399213	0.002229426810719707	2.097671447453855	9.81724388278902E-4	0.0037341031368138796	0.0014936094639090335	0.5	1.0	4.426510484409334	0.29	1.0	0.0021215193528396565	1.0	2.512E-5	0.25673760988880057	1.0	1.0	119.21553656528093	202.202455112932	202.2023957087348	96.90932747073721	24.281117843357595	24.281118058358523	39.73854909196384	39.73853653083115	39.73852050236131	39.73852054749138	39.73852064791984	79.47706953019897	119.21559022391986	-15.457423452325258	-15.457406465912982	327.8427727221855	6.424742077932078	21.882147714604102	32.889673781542534	36.22876843844068	1.5348810225312663
26.0	1.0	1.0	1.0	0.3719615206798788	1.0550603331465167	0.4974284801485071	0.07668708108529054	0.21	0.010057290183806251	0.7409350147829645	0.22125612003460013	0.01579883793751359	1.92456963289878	0.7292880547489247	0.002229425748321395	2.097671756756118	9.817235931417092E-4	0.003734101357463556	0.0014936087521690788	0.5	1.0	4.426510226771191	0.29	1.0	0.0021215198219405704	1.0	2.512E-5	0.2567375949457877	1.0	1.0	119.21553872632826	202.20198004849976	202.20231314709997	96.909298577183	24.281113859348295	24.281113284033818	39.738499418157105	39.73850566663106	39.738520545421856	39.73852050983653	39.738520429561525	79.47701959401532	119.21553869968616	-15.45739058972373	-15.457402025020883	327.8428059187579	6.424742371688168	21.88214507615907	32.88967516691969	36.22876812304266	1.5348810871786336
27.0	1.0	1.0	1.0	0.3719618134055262	1.0550596356618083	0.49742848287728325	0.07668712944502218	0.21	0.0100572930895416	0.7409348262869188	0.22125618395805108	0.015798847066591896	1.9245696189088117	0.729287898894827	0.002229426852672196	2.097671914509247	9.817242742688552E-4	0.003734103207072483	0.0014936094920124526	0.5	1.0	4.426510194594398	0.29	1.0	0.002121517093223563	1.0	2.512E-5	0.25673759307953387	1.0	1.0	119.21559674636264	202.20153923444784	202.20244069839728	96.90936054844445	24.28112532630415	24.281125810873334	39.73855252671632	39.73854077743422	39.73852056880076	39.73852060395883	39.73852067589226	79.47707307380536	119.21559605859706	-15.457419788589277	-15.457403357288513	327.8424156976423	6.424740516524872	21.882142614962895	32.889692960429	36.228753305802186	1.5348819175687736
28.0	1.0	1.0	1.0	0.37196128811988066	1.0550611141258162	0.4974284806570647	0.07668715631105615	0.21	0.010057288651323115	0.7409353690333342	0.22125608631150265	0.01579883312204774	1.9245697941333098	0.7292879523978555	0.002229425908270816	2.0976711426367327	9.817238823201966E-4	0.0037341016253649383	0.001493608859331611	0.5	1.0	4.426510597610653	0.29	1.0	0.0021215193134130074	1.0	2.512E-5	0.2567376164544769	1.0	1.0	119.21550602488999	202.20219054678523	202.2025115405817	96.90949104215058	24.281114073586643	24.28110532711179	39.738503619657365	39.73865744799632	39.73852046214822	39.73851978132721	39.73851795541216	79.47702226548947	119.2155394904713	-15.457400137641741	-15.457405133645352	327.84278285071554	6.424743979432916	21.88214911994334	32.889658099857925	36.22878166246213	1.5348802907636558
29.0	1.0	1.0	1.0	0.3719615855787664	1.0550601157231885	0.49742848088485847	0.0766870920099212	0.21	0.010057290634975596	0.7409349266956023	0.2212561299594222	0.015798839354931253	1.9245696184236682	0.7292880549150178	0.0022294258310565237	2.097671851328293	9.817236213743594E-4	0.0037341014960258316	0.001493608807594053	0.5	1.0	4.426510193478444	0.29	1.0	0.002121519085655853	1.0	2.512E-5	0.25673759301480836	1.0	1.0	119.21555012137785	202.2023970482678	202.20234196690498	96.90931911197215	24.28111611362145	24.281115354821672	39.7385052849919	39.738515977827404	39.7385205589294	39.73852049910293	39.73852034954741	79.47702523728762	119.21554512675034	-15.457392921192081	-15.457401580931673	327.84269587902713	6.424741946296986	21.88214396021487	32.889679908409185	36.22876425489887	1.5348813084573485
30.0	1.0	1.0	1.0	0.3719614739158025	1.0550605559787534	0.4974284794442623	0.076687071716934	0.21	0.010057289667258518	0.7409351023432039	0.22125610867130677	0.015798836314680265	1.9245696668900212	0.7292880423935475	0.0022294257109635412	2.0976716134856446	9.81723610929964E-4	0.0037341012949047513	0.0014936087271455237	0.5	1.0	4.426510304951037	0.29	1.0	0.0021215205261864915	1.0	2.512E-5	0.25673759948021885	1.0	1.0	119.21553256336236	202.20136942583622	202.20228843261066	96.9092813782671	24.281111256395718	24.28111078005539	39.73849439960209	39.73850010163815	39.73852052589438	39.738520506056226	39.73852047119489	79.47701496186995	119.21553317721548	-15.457388924389193	-15.457402469110093	327.84291159177667	6.4247428737940435	21.88214610092797	32.889670206950434	36.22877217179272	1.5348808557052103
31.0	1.0	1.0	1.0	0.37196198351285575	1.0550589789068918	0.497428485192389	0.07668716575679177	0.21	0.01005729502235264	0.7409345612299711	0.2212562264772323	0.015798853138920946	1.9245695457794487	0.7292878831165769	0.0022294272446404927	2.0976722722379018	9.817244280174427E-4	0.0037341038635338446	0.0014936097545970644	0.5	1.0	4.426510026396917	0.29	1.0	0.002121514777970241	1.0	2.512E-5	0.25673758332407987	1.0	1.0	119.21562350755025	202.19816271316304	202.20253648550084	96.90942103998678	24.281133692441795	24.281134718795872	39.738574996589506	39.738590487670145	39.73852061850506	39.738520622862914	39.73852059175817	79.47709855645954	119.21562490535682	-15.457431556953338	-15.457402469110093	327.84207119863896	6.424739150858564	21.882139384534607	32.889708504160275	36.2287409137074	1.5348826429696587
32.0	1.0	1.0	1.0	0.3719616866250472	1.0550599773174643	0.49742848156567404	0.07668710666675967	0.21	0.01005729199214286	0.7409349903326408	0.22125615981703278	0.015798843618909923	1.924569657514156	0.7292879215650566	0.0022294265848290884	2.0976717508421636	9.817241474088076E-4	0.003734102758483341	0.0014936093125767003	0.5	1.0	4.42651028338666	0.29	1.0	0.002121518404775803	1.0	2.512E-5	0.2567375982294852	1.0	1.0	119.21557413482483	202.202522281425	202.202380610869	96.90932068536634	24.281120067706773	24.281120770217743	39.73853883627865	39.7385163247721	39.738520545187995	39.73852061606039	39.7385207951545	79.47705879768168	119.21558019271936	-15.457413460318037	-15.457404245466932	327.8426126225009	6.424741067069962	21.882144642984457	32.88968452134116	36.228759694639166	1.5348815237281446
33.0	1.0	1.0	1.0	0.3719617119423222	1.05505992451842	0.49742848137644463	0.07668709596165653	0.21	0.010057291034865794	0.7409347870108257	0.22125613875658448	0.015798840611272923	1.924569576505077	0.7292880601145147	0.002229425855248428	2.097671949687313	9.817236034760858E-4	0.0037341015365526587	0.0014936088238048139	0.5	1.0	4.426510097065671	0.29	1.0	0.002121518593953559	1.0	2.512E-5	0.2567375874228673	1.0	1.0	119.21557426303045	202.2024054859628	202.20235240004843	96.90932870412561	24.28111823757351	24.28111745163085	39.738503383734965	39.7385197387079	39.738520573957906	39.73852049963148	39.73852031203401	79.47702360664756	119.215543828059	-15.457389923589915	-15.457399804574834	327.8426120815823	6.424741877251048	21.882142272349736	32.88968445372361	36.228761255601995	1.5348815205778614
