time	Drosophilia	compartment_0000003	compartment_0000002	EmptySet	CCc	CCn	Clkc	Clkm	Perc	Perm	PTc	PTn	Timc	Timm	species_0000012	species_0000013	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	Reaction16	Reaction18	Reaction19	Reaction20	Reaction21	Reaction23	Reaction24	Reaction25	Reaction26	Reaction27	Reaction28	Reaction29	Reaction30	Reaction31	Reaction32	Reaction33	Reaction34	Reaction35	Reaction36	Reaction37
0.0	1.0	1.0	1.0	0.0	0.3	0.4	0.2	0.1	0.6	0.5	0.9	1.0	0.8	0.7	1.0	1.0	0.4582334286086506	0.006	0.4582334286086506	0.0084	1.0431361775231962	0.0012000000000000001	0.2126086956521739	0.08666666666666668	0.24	0.536896551724138	-0.16299999999999992	-0.609	0.33599999999999997	0.047	0.24	0.0072	0.0108	0.012	0.0036	0.0024000000000000002	0.0048000000000000004	0.009600000000000001	0.5874999999999999	0.33	0.6579999999999999	0.35200000000000004	0.36	0.24166666666666667	0.23478260869565218	0.3	0.36	0.19999999999999996
1.0	1.0	1.0	1.0	0.0	0.06349759564367638	0.2398475638764814	0.12465688070037526	0.7369463167891734	0.530809786599516	0.35650563588713935	0.36700648246365863	0.8900673479122078	0.7826272512025417	0.48399323193179894	1.0	1.0	0.36578852120030103	0.004278067630645672	0.36578852120030103	0.005807918783181588	1.0270998407104128	0.008843355801470082	0.05015808165596961	0.0556826880664671	0.2217417151056152	0.26823805484524166	0.09968963464241917	0.07020859651448619	0.23231675132726348	0.3463647688909115	0.17112270522582687	0.006369717439194193	0.004404077789563904	0.010680808174946493	7.619711477241165E-4	0.0014958825684045032	0.002878170766517777	0.0093915270144305	0.5104530401800254	0.31958563005913326	0.5803030172784301	0.3504441690454795	0.2847989525311287	0.23679227837519698	0.4590261280998424	0.2303790027763262	0.14458787486518818	0.16358910466343
2.0	1.0	1.0	1.0	0.0	0.06576363284121739	0.11004139805009946	0.18804385957694636	1.2420537209710891	0.31834140248435433	0.20959363641911719	0.16875161795294827	0.646732732792267	0.5695276676644504	0.27015252879637347	1.0	1.0	0.2521607782329988	0.0025151236370294064	0.2521607782329988	0.0032418303455564817	0.9531141121238508	0.01490464465165307	0.051891087550878456	0.027118675035916567	0.17593297647366923	0.1346121412161336	0.1993167695792382	0.01820129686124436	0.12967321382225927	0.5837652488564119	0.10060494548117624	0.003820096829812252	0.002025019415435379	0.007760792793507203	7.891635940946087E-4	0.0022565263149233565	0.0013204967766011935	0.006834332011973405	0.3866178934619426	0.27022772331473904	0.44539551127604554	0.32564413769931905	0.20135697928997678	0.2215014079959639	0.48883582258695013	0.29075660640313555	0.1484709524884657	0.1064774563095454
3.0	1.0	1.0	1.0	0.0	0.10057848686116885	0.06573097625579216	0.2878764839785909	1.6298944931441979	0.1563711404314021	0.10533428438711312	0.0660511833423573	0.3779068571652273	0.35057489335853576	0.12151797907692957	1.0	1.0	0.18181625225211823	0.0012640114126453576	0.18181625225211823	0.001458215748923155	0.8434539584601748	0.019558733917730376	0.07804656412942713	0.01654625314036029	0.11442539742003759	0.05530770394440085	0.3052957353013979	-0.01628551181883553	0.05832862995692619	0.766050411777773	0.0505604565058143	0.0018764536851768251	7.926142001082875E-4	0.004534882285982728	0.0012069418423340263	0.0034545178077430906	7.88771715069506E-4	0.004206898720302429	0.24427794819676082	0.1930664242523333	0.2709893907312236	0.28016706707566097	0.10923657735902369	0.18963780619509515	0.5001112451493714	0.35403610557038884	0.20076983135714038	0.07420773127238238
4.0	1.0	1.0	1.0	0.0	0.14559108148076966	0.0691085344864569	0.38747395907020077	1.8893983241204848	0.06562503374338784	0.0772984903344494	0.022360500638522893	0.163372445066286	0.16750216239401233	0.07978786403892062	1.0	1.0	0.19292735699572142	9.275818840133928E-4	0.19292735699572142	9.574543684670474E-4	0.7265456383519023	0.02267277988944582	0.110605168366879	0.017368077765856225	0.054372588832766515	0.01912797747603899	0.39426909047077274	-0.016483840090021837	0.0382981747386819	0.8880172123366278	0.03710327536053571	7.875004049206541E-4	2.683260076622747E-4	0.001960469340795432	0.001747092977769236	0.00464968750884241	8.293024138374828E-4	0.002010025948728148	0.19258115994573363	0.10870592443852979	0.19748022329881326	0.20054562665225348	0.044246258902538096	0.13038415463940942	0.505237170318751	0.39573562683540076	0.2527688171644054	0.07704163075132965
5.0	1.0	1.0	1.0	0.0	0.19082924565957432	0.09028125408660799	0.4716803785928429	2.0416734271059953	0.033610401980883525	0.09064597939628245	0.006425397769906201	0.04780427771717649	0.06495598259086771	0.09100396628889844	1.0	1.0	0.24229471481848142	0.0010877517527553894	0.24229471481848142	0.0010920475954667812	0.6478862182419977	0.024500081125271946	0.14197896574612343	0.022459299213086186	0.01680779766449961	0.005540170172433437	0.4577873466812277	-0.006151191571747603	0.04368190381867125	0.9595865107398177	0.04351007011021558	4.033248237706023E-4	7.71047732388744E-5	5.736513326061179E-4	0.0022899509479148918	0.005660164543114115	0.001083375049039296	7.794717910904126E-4	0.21811877025891227	0.06330444511969509	0.2187796945475469	0.10786936026318995	0.013695868092307434	0.05594431486692715	0.5076746977129294	0.42134359760307777	0.29296054138045713	0.09330391075788012
6.0	1.0	1.0	1.0	0.0	0.23086039400830316	0.11706130229868204	0.5384214279948456	2.138632182415715	0.028894614778315574	0.11862109534723723	0.001619720997676999	0.010279901278830342	0.03545065199760578	0.11868382307575653	1.0	1.0	0.299330753580485	0.001423453144166847	0.299330753580485	0.0014242058769090783	0.619251659449243	0.02566358618898858	0.16868040835016662	0.028753006409980023	0.003681839984595875	0.0013999249190972877	0.5013244853980642	-8.633126936207817E-4	0.05696823507636314	1.005157125735386	0.05693812576667387	3.467353773397869E-4	1.9436651972123988E-5	1.233588153459641E-4	0.002770324728099638	0.006461057135938147	0.0014047356275841845	4.254078239712694E-4	0.2663597961634326	0.055543598152241386	0.2664607217724412	0.06624864593326825	0.0035347595733757156	0.014177157934403713	0.5090562443113856	0.4374911731287982	0.32148751273321385	0.11076214736707901
7.0	1.0	1.0	1.0	0.0	0.26576970548940526	0.14508664146694708	0.5937884244817192	2.217990409558013	0.034135427295513984	0.1522268108155418	6.16192388546604E-4	0.0020612912846489986	0.035415808512638695	0.15224075640856444	1.0	1.0	0.3535210093202955	0.0018267217297865015	0.3535210093202955	0.0018268890769027734	0.6126179676250092	0.02661588491469616	0.19119534474231067	0.03517109850221171	7.413008439891305E-4	5.328422494236169E-4	0.5346705119574717	8.594749836702084E-4	0.07307556307611093	1.0424554924922662	0.07306886919146005	4.096251275461678E-4	7.3943086625592475E-6	2.4735495415787983E-5	0.003189236465872863	0.00712546109378063	0.001741039697603365	4.2498970215166436E-4	0.3164191037425585	0.06414914728418772	0.31643833289267964	0.06619332764445353	0.0013514594596402306	0.0029583819283135683	0.5101020925323053	0.448826215778656	0.34236194714744145	0.12613062115374032
8.0	1.0	1.0	1.0	0.0	0.2978048697291145	0.17333881935176637	0.6435594966305825	2.292085841495677	0.04316756311108495	0.18881251476926178	6.068012275052331E-4	5.653675315034177E-4	0.043439230190778576	0.18881635787116016	1.0	1.0	0.4032177689838464	0.0022657501772311416	0.4032177689838464	0.002265796294453922	0.6111504131573678	0.02750503009794812	0.21125463874383835	0.041473600554285915	2.034747923207016E-4	5.247238602507759E-4	0.5635800418493929	0.0018391285007156144	0.09063185177815687	1.077280345502968	0.09063000708924565	5.180107573330195E-4	7.281614730062797E-6	6.7844103780410124E-6	0.0035736584367493745	0.007722713959566991	0.0020800658322211963	5.212707622893429E-4	0.36309169368727223	0.07810962747609794	0.36309622937305996	0.078513480629083	0.0013309246669035426	8.174720598771268E-4	0.5110167167499521	0.4577456593407883	0.35894169121869135	0.13928807589797687
9.0	1.0	1.0	1.0	0.0	0.3288143918390181	0.2020995013004183	0.6909967287832919	2.3635480766911923	0.05424207332809392	0.22804137204314884	8.933649528434604E-4	4.00702956097734E-4	0.05430718200490085	0.22804264416446957	1.0	1.0	0.44938583191861387	0.002736496464517786	0.44938583191861387	0.002736511729973635	0.6105545119426363	0.028362576920294306	0.23014606083499714	0.047723429669802434	1.4422416866982085E-4	7.724156596699049E-4	0.5903572092191662	0.0029759353337773455	0.10946046919894539	1.1108675960448604	0.10945985858071144	6.509048799371271E-4	1.0720379434121525E-5	4.808435473172808E-6	0.003945772702068217	0.008291960745399504	0.0024251940156050193	6.516861840588102E-4	0.40595093693348633	0.09387318138159652	0.40595222352502763	0.09396179806552171	0.0019566628262879266	5.798575332033635E-4	0.5118473444902849	0.46531937085350805	0.37307728032384857	0.15078320215281107
