time	Drosophilia	compartment_0000003	compartment_0000002	EmptySet	CCc	CCn	Clkc	Clkm	Perc	Perm	PTc	PTn	Timc	Timm	species_0000012	species_0000013	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	Reaction16	Reaction18	Reaction19	Reaction20	Reaction21	Reaction23	Reaction24	Reaction25	Reaction26	Reaction27	Reaction28	Reaction29	Reaction30	Reaction31	Reaction32	Reaction33	Reaction34	Reaction35	Reaction36	Reaction37
10.0	1.0	1.0	1.0	0.0	0.35989073724715914	0.23197982158897115	0.7377190153995838	2.43278871396549	0.06713715377877137	0.2704711510101037	0.0013655180348574178	5.359073537559569E-4	0.06715493229420011	0.2704716433821959	1.0	1.0	0.4932268238087573	0.0032456538121212446	0.4932268238087573	0.003245659720586351	0.6099175747123673	0.029193464567585876	0.24858011112716633	0.054045966750894514	1.9287496579588174E-4	0.001180367193806218	0.6158600933884522	0.004557455823292849	0.12982638882345404	1.1434106955637802	0.12982615248484977	8.056458453452565E-4	1.6386216418289013E-5	6.430888245071483E-6	0.00431868884696591	0.008852628184795007	0.002783757859067654	8.058591875304013E-4	0.4456717600869435	0.1105812023703866	0.44567218673992887	0.11060312439565441	0.002983767733427217	7.749890512878101E-4	0.5126079642783439	0.4720298959183789	0.38567246782825954	0.16110462340740994
11.0	1.0	1.0	1.0	0.0	0.3916199221936063	0.26357413000754903	0.784499094118474	2.499703952948504	0.08215507629695334	0.3169735395659375	0.0020545054684433617	7.997660224250438E-4	0.08216061998311014	0.31697375767159935	1.0	1.0	0.5355890473591186	0.00380368247479125	0.5355890473591186	0.0038036850920591925	0.6089603067816113	0.02999644743538205	0.2669071566313468	0.06054961743332365	2.8780068146988053E-4	0.0017753235242590848	0.6403930502375342	0.00680833947556736	0.15214740368236768	1.1748608578857969	0.15214729899165	9.858609155634402E-4	2.465406562132034E-5	9.597192269100526E-6	0.0046994390663232756	0.009413989129421688	0.0031628895600905884	9.859274397973218E-4	0.4829301551596575	0.12811477307115807	0.48293031673787656	0.1281209007647219	0.004473953223756558	0.0011550419161213605	0.5133049798547515	0.4781106039437764	0.39716707382830446	0.17057086209917938
12.0	1.0	1.0	1.0	0.0	0.4242870142905758	0.29737126725868385	0.8316592529967108	2.563960612922737	0.0998104789063231	0.36850107439154106	0.00304707483724811	0.001192226301561886	0.09981245480544167	0.36850118305632806	1.0	1.0	0.5769399445956516	0.004422012892698493	0.5769399445956516	0.004422014196675937	0.6074704503621957	0.030767527355072842	0.28527473406279796	0.06730869371367651	4.2894576834879433E-4	0.0026317102252165223	0.6640167490910001	0.01002711841266319	0.17688056786703746	1.2050614880736863	0.1768805157079397	0.001197725746875877	3.656489804697732E-5	1.4306715618742632E-5	0.005091444171486909	0.00997991103596053	0.003568455207104206	0.0011977494576653	0.5181607378018473	0.14648124001197457	0.5181608063717688	0.14648317443280953	0.006602965984433972	0.0017184840279798764	0.5139417125613287	0.48368252438832865	0.4077807206411861	0.17936576969816417
13.0	1.0	1.0	1.0	0.0	0.457977578638022	0.3337421684970675	0.879235272833811	2.6249938475155234	0.12072628630490867	0.42599423536658765	0.004479639127000747	0.001761029885034675	0.12072709120536558	0.4259942953649044	1.0	1.0	0.6174557957577727	0.005111930824399052	0.6174557957577727	0.005111931544378853	0.6051808481417608	0.03149992617018628	0.30370637212794155	0.07436379646438789	6.334130289756848E-4	0.003866228191315781	0.686650041539136	0.014638176663394706	0.2044772617751541	1.233747108332296	0.20447723297596207	0.001448715435658904	5.375566952400897E-5	2.11323586204161E-5	0.005495730943656264	0.010550823274005732	0.00400490602196481	0.001448725094464387	0.5515671636736822	0.16562273889724152	0.5515671957749212	0.16562342747762304	0.009639303083159934	0.0025312056889829344	0.5145189993570015	0.48881015750633405	0.4176229648305137	0.18758617261036276
14.0	1.0	1.0	1.0	0.0	0.4926096739225914	0.3729370042310888	0.9270238862272266	2.681936365742232	0.1455735807280335	0.49033454404632826	0.006551193990410438	0.0025853302463317318	0.14557395465591766	0.4903345802820915	1.0	1.0	0.6571082031098264	0.005884014528555939	0.6571082031098264	0.005884014963385098	0.6017320371937942	0.032183236388906786	0.3221337768581411	0.0817245640547483	9.295173340403313E-4	0.005648281308423085	0.7080951660565553	0.021228765381908227	0.2353605985354039	1.260510091898849	0.23536058114223757	0.001746882968736402	7.861432788492526E-5	3.102396295598078E-5	0.0059113160870710975	0.01112428663472672	0.004475244050773065	0.0017468874558710119	0.5831890746465086	0.18535090380865654	0.5831890910058033	0.18535117935140635	0.01395550081358726	0.0037008887589469372	0.515034996931209	0.4935248831311761	0.42674224095025903	0.1952764447803068
15.0	1.0	1.0	1.0	0.0	0.5279230673691259	0.41507077007833143	0.9745678669436069	2.7335254178222663	0.1749987157801227	0.5623037006718498	0.009541355870931335	0.0037806433837040505	0.1749989128411703	0.5623037243271697	1.0	1.0	0.6957264507966133	0.0067476444080621974	0.6957264507966133	0.006747644691926036	0.596660582302984	0.032802305013867196	0.34040379271005056	0.08937079737573562	0.0013584636847625584	0.008214086069185327	0.7280310233064039	0.03057068225182708	0.26990578767704143	1.2847569463764652	0.26990577632248786	0.0020999845893614724	1.1449627045117603E-4	4.5367720604448604E-5	0.00633507680842951	0.011694814403323282	0.004980849240939977	0.0020999869540940437	0.6129690481668069	0.2053325296943202	0.612969057138149	0.20533265301152448	0.020035169505134346	0.005380229265493871	0.5154847644923691	0.497834766830241	0.43514741408909263	0.20245024976173262
16.0	1.0	1.0	1.0	0.0	0.563440590463732	0.46009148586142096	1.0211054379378055	2.778013641217673	0.20951995452748323	0.6425338889475732	0.013827169468768448	0.00550859940558822	0.20952007127803207	0.6425339054592674	1.0	1.0	0.7330391115427201	0.007710406667370879	0.7330391115427201	0.007710406865511208	0.5894182695034985	0.03333616369461207	0.35827167825634726	0.09725149411025437	0.0019776487486511183	0.011878379407940745	0.7459937013827398	0.04360362619009982	0.30841627462044835	1.3056664113723062	0.30841626669483513	0.0025142394543297988	1.659260336252214E-4	6.610319286705864E-5	0.006761287085564784	0.012253265255253666	0.005521097830337052	0.002514240855336385	0.6408065139017132	0.22511425627223192	0.6408065191431068	0.2251143175342561	0.028452673162971173	0.007773367305510156	0.5158598106264024	0.5017283878428588	0.44281684586994624	0.20910350870273708
17.0	1.0	1.0	1.0	0.0	0.5984130559606545	0.5077302122498355	1.0655044727326646	2.8131254230601437	0.24940318495819375	0.7314460923470906	0.019891147739864626	0.007986758302365187	0.24940326175226546	0.7314461045486402	1.0	1.0	0.7687016625824976	0.008777353108165088	0.7687016625824976	0.008777353254583682	0.5794462766752088	0.033757505076721726	0.37538807734140195	0.10528234220739659	0.0028637967625666093	0.017036405961019428	0.7613590093383763	0.06135068911616304	0.3510941301833473	1.3221689488382675	0.3510941243266035	0.002992838219498325	2.386937728783755E-4	9.584109962838224E-5	0.007180956671527855	0.012786053672791975	0.006092762546998026	0.0029928391410271858	0.6665974420841525	0.2441847433542637	0.6665974453183834	0.24418477681519324	0.03980198882719163	0.011136093117614423	0.5161478055097602	0.5051761549756689	0.4497018565714517	0.2152219320844545
18.0	1.0	1.0	1.0	0.0	0.631763774257839	0.557435671348485	1.106208665608038	2.8361266346924126	0.2945561129302333	0.8291792382971651	0.028313615745287655	0.011495817742729156	0.2945561681820081	0.8291792477575022	1.0	1.0	0.8023159598350463	0.009950150859565982	0.8023159598350463	0.009950150973090027	0.5663313832914575	0.03403351961630895	0.3912870000388524	0.11334265504647917	0.004114842646828521	0.02414939921475082	0.7733451729008245	0.08475207108134164	0.39800603892360104	1.3329795183054338	0.39800603438263926	0.0035346733551627997	3.3976338894345186E-4	1.3794981291274987E-4	0.007581165291094068	0.013274503987296458	0.006689228056181821	0.0035346740181840973	0.6902610830630714	0.2620626584138207	0.6902610851554002	0.262062678292966	0.05456525615986482	0.01576289867559835	0.5163327704289741	0.5081310642322678	0.45572826839318314	0.22078535211685998
19.0	1.0	1.0	1.0	0.0	0.6620593336480124	0.6083014393937827	1.1412367012670566	2.8440929691349153	0.34449510100891945	0.9355165627360554	0.03974702985052109	0.016383113387786384	0.3444951438171118	0.9355165703709949	1.0	1.0	0.8334459628671437	0.011226198752832666	0.8334459628671437	0.011226198844451939	0.5500491948931239	0.034129115629618983	0.4053841701444774	0.121273079755032	0.0058500002112136535	0.03371122037934312	0.781059109219042	0.11444829629796377	0.44904795377807755	1.33672369549341	0.4490479501133066	0.004133941212107034	4.7696435820625304E-4	1.965973606534366E-4	0.00794471200377615	0.01369484041520468	0.007299617272725392	0.004133941725805342	0.7117553867707689	0.2783823842731719	0.7117553881812184	0.27838239697954414	0.0729464433621273	0.021956902311242112	0.5163961649052218	0.5105303337683521	0.4607984447054346	0.22577026703676373
20.0	1.0	1.0	1.0	0.0	0.6875454966070166	0.6590014713007329	1.1682869220245828	2.8344398678111324	0.3984162751664987	1.049817550402725	0.05487791113781159	0.02306396451088591	0.3984163103568984	1.049817556771948	1.0	1.0	0.8616327901752389	0.0125978106048327	0.8616327901752389	0.012597810681263378	0.5312419345126906	0.03401327841373359	0.4169972790727829	0.1288757335319368	0.008208368464440858	0.04620166762892753	0.7836085234306329	0.1505935652402372	0.5039124272505351	1.3321867378712322	0.503912424193308	0.0047809953019979845	6.585349336537391E-4	2.767675741306309E-4	0.008250545959284199	0.014019443064294994	0.007908017655608796	0.004780995724282781	0.7310828764110646	0.2929451760390113	0.731082877396857	0.2929451846867001	0.09473665565150245	0.029984895690448918	0.5163193037705859	0.5122990959948355	0.46479566348007384	0.23015145840303894
21.0	1.0	1.0	1.0	0.0	0.7062908080795709	0.7077587550096812	1.1849939053406922	2.8056873081236517	0.4553454734684328	1.1709641381712654	0.07438727766244062	0.032024788673318434	0.4553455037648231	1.170964143630708	1.0	1.0	0.8864107506992426	0.014051569658055185	0.8864107506992426	0.014051569723568498	0.511407782290769	0.03366824769748382	0.4253992267692213	0.13591851634645288	0.011347227638814105	0.0620375914091793	0.7802860485356276	0.19278074269455844	0.5620627889427399	1.3186730348181162	0.5620627863222074	0.005464145681621194	8.926473319492874E-4	3.842974640798212E-4	0.00847548969695485	0.014219926864088307	0.008493105060116175	0.005464146045177877	0.7482890040061828	0.30571967982893405	0.748289004717713	0.3057196860366656	0.11928542186908456	0.04002670907865079	0.5160873714970454	0.5133570194516622	0.4675921691688788	0.23390314368341164
22.0	1.0	1.0	1.0	0.0	0.7164630727735183	0.7523784500526657	1.1893466109990236	2.7582954528306143	0.5142941019724693	1.297328533593074	0.09891336908093436	0.04382977659336509	0.5142941289977729	1.2973285383770439	1.0	1.0	0.9073244455515446	0.015567942403116888	0.9073244455515446	0.015567942460524526	0.49286454045829164	0.03309954543396737	0.4299100622150079	0.14214498519267946	0.015440346113276849	0.08152796157801691	0.7708001673075735	0.24009834880544836	0.622717698420981	1.2963988628303886	0.6227176961246755	0.006171529223669632	0.0011869604289712122	5.25957319120381E-4	0.00859755687328222	0.014272159331988284	0.009028541400631989	0.0061715295479732755	0.7634552291095298	0.31680144669122334	0.7634552296382782	0.3168014513524381	0.14560032068631582	0.052129134471026475	0.5156950072641627	0.5136284645962372	0.46906182740474134	0.23699983447054887
23.0	1.0	1.0	1.0	0.0	0.7167208886072659	0.7903765627714181	1.1802160204213386	2.695313923893405	0.574353089947654	1.4267672427605573	0.12900973480915934	0.05912704447836586	0.5743531147151261	1.426767247027986	1.0	1.0	0.9239462883817676	0.01712120691312669	0.9239462883817676	0.017121206964335833	0.4784515302919187	0.03234376708672086	0.43002395031782314	0.14729044750610076	0.020674524254625556	0.10483129201842364	0.7554970648569383	0.2912640394553724	0.6848482785734332	1.2667975442299002	0.6848482765250675	0.006892237079371848	0.0015481168177099121	7.095245337403903E-4	0.00860065066328719	0.014162592245056062	0.009484518753257017	0.006892237376581513	0.7766890493306029	0.32635675231056577	0.7766890497341998	0.32635675594541386	0.17253071052428276	0.06617156820988501	0.5151532035409144	0.5130570880032478	0.46909865206375867	0.2394169831401309
24.0	1.0	1.0	1.0	0.0	0.7066488279413173	0.8192259506080514	1.1578842203394728	2.6226334132362186	0.6347051150658438	1.556643608125688	0.16508621465887824	0.07864370712860222	0.6347051382336621	1.5566436119872014	1.0	1.0	0.9358954129923872	0.018679723297508256	0.9358954129923872	0.018679723343846415	0.4710874578756915	0.031471600958834625	0.4255585643965631	0.15110441723349896	0.02724058429946715	0.1319112141706824	0.7355136896089933	0.3447583555480709	0.7471889337538566	1.2326377042210226	0.7471889319003302	0.007616461380790126	0.001981034575906539	9.437244855432267E-4	0.008479785935295808	0.013894610644073675	0.009830711407296617	0.007616461658803946	0.7881130149233736	0.33457354649964216	0.7881130152392736	0.33457354942582634	0.19896104408591916	0.08184887899430901	0.5144971489256657	0.5116272225551013	0.46764445471960947	0.24113179716018304
25.0	1.0	1.0	1.0	0.0	0.687129186726811	0.8367248715307023	1.1244485024498736	2.54878616130221	0.694580423797937	1.6838825012774805	0.20732510140974772	0.10315528987157438	0.6945804458076813	1.6838825048118227	1.0	1.0	0.9428640935689809	0.020206590015329765	0.9428640935689809	0.020206590057741874	0.4733480042051774	0.03058543393562652	0.41680935174128997	0.15338002552259716	0.03531446729835572	0.16249188903337847	0.712830484628592	0.39891947455161186	0.8082636023096749	1.1979294958120386	0.8082636006131906	0.008334965085575245	0.0024879012169169725	0.0012378634784588926	0.008245550240721732	0.013493382029398484	0.010040698458368427	0.008334965349692176	0.7978544849211523	0.3416298617105923	0.7978544851743885	0.34162986413083474	0.22395635403899009	0.09867891164105852	0.5137941008453343	0.5093962507579326	0.46473221510977786	0.24212543593035316
26.0	1.0	1.0	1.0	0.0	0.6605430172038299	0.8414706453271048	1.0839925491173612	2.4843561302538726	0.753196374921102	1.8050690493699453	0.2555778915203962	0.1334168330179721	0.75319639607637	1.8050690526342426	1.0	1.0	0.9446656863827401	0.021660828592439344	0.9446656863827401	0.02166082863161091	0.4871022378512152	0.02981227356304647	0.4046862279918384	0.15399234769139164	0.04502641878804877	0.19602504262543988	0.6902227370190559	0.452004010231548	0.8664331452644364	1.16764738121932	0.8664331436975737	0.009038356499053225	0.003066934698244755	0.0016010019962156654	0.007926516206445959	0.013007910589408334	0.010097647743925258	0.00903835675291644	0.8060376484636437	0.3476790446173445	0.806037648671377	0.3476790466663184	0.2468387390215132	0.11604357591965479	0.5131482642369832	0.5065415137474979	0.46055316515156075	0.24238915876389852
27.0	1.0	1.0	1.0	0.0	0.6307209006273299	0.8333871089977843	1.0424421076728911	2.4410169804974635	0.8097132677203556	1.9166192313806387	0.30926004896445575	0.1700509197073378	0.8097132882331517	1.916619234417006	1.0	1.0	0.9413247639184276	0.022999430776567666	0.9413247639184276	0.022999430813004075	0.5130878379494781	0.02929220376596956	0.3907959479005887	0.15294814298499965	0.05642110103379304	0.23168455408407906	0.6711055674842648	0.5022445381727354	0.919977232520163	1.1472779808338078	0.9199772310627066	0.009716559212644266	0.003711120587573469	0.0020406110364880534	0.007568650807527959	0.012509305292074694	0.010000645307973413	0.00971655945879782	0.812779232442031	0.3528465448426969	0.8127792326163005	0.3528465466132599	0.2672002679594801	0.13326481326983197	0.5126956295767379	0.5034160229608111	0.4555471519864488	0.24193850544720832
28.0	1.0	1.0	1.0	0.0	0.6026050209587793	0.8142011119518509	1.0070411303835662	2.430095808703298	0.8632278741328081	2.015068982062184	0.3672740036237543	0.21340509722970946	0.863227894151922	2.015068984902081	1.0	1.0	0.9332272611442184	0.024180827784746207	0.9332272611442184	0.024180827818824975	0.5503344544636182	0.02916114970443958	0.37740885622396847	0.15044574334679114	0.06941868445035242	0.26840324579937413	0.6592308583624025	0.5479381456888676	0.9672331127529988	1.14214503009055	0.9672331113898482	0.010358734489593697	0.004407288043485051	0.0025608611667565138	0.007231260251505352	0.012084493564602795	0.009770413343422211	0.010358734729823064	0.8181893748372008	0.35723317066741245	0.8181893749866259	0.35723317222579765	0.2848721439060229	0.14970177825898412	0.5125791512327984	0.5005833380658146	0.450486856091867	0.24084013585379652
29.0	1.0	1.0	1.0	0.0	0.5816460674402095	0.7876986998548171	0.985437587274487	2.4606186081535943	0.9128207035239385	2.097533456864142	0.42800039263395667	0.26340794786536953	0.9128207231529458	2.097533459531321	1.0	1.0	0.9213221349377612	0.025170401482369705	0.9213221349377612	0.02517040151437585	0.5956670147895813	0.029527423297843133	0.3672397629887347	0.14693242277073812	0.0837912240442247	0.304959044283142	0.6581801773298723	0.5875998299953313	1.006816060575034	1.1564907458321894	1.0068160592947881	0.010953848442287263	0.00513600471160748	0.0031608953743844344	0.006979752809282515	0.011825251047293844	0.009452384398257805	0.01095384867783535	0.8223791179252855	0.3609216725377836	0.8223791180561348	0.36092167393264357	0.2998726990744213	0.16484029942263675	0.5129022250596612	0.4987715580405211	0.44647783056980694	0.2392527295937319
30.0	1.0	1.0	1.0	0.0	0.5730584560909496	0.7595678670742867	0.984519378001555	2.537216232048343	0.9576690716954188	2.1623494202174256	0.48941181986217314	0.3194743383171137	0.9576690910045935	2.1623494227300117	1.0	1.0	0.9073026844635655	0.02594819304260911	0.9073026844635655	0.025948193072760143	0.6438789122183104	0.030446594784580117	0.36302528658728256	0.14312939920458803	0.0991696781414763	0.34011345234491425	0.6706813027142866	0.6201914617918076	1.0379277229104056	1.1924916290627212	1.0379277217043643	0.011492028860345026	0.005872941838346078	0.0038336920598053643	0.006876701473091396	0.01181423253601866	0.00911481440489144	0.011492029092055123	0.8254752304101912	0.363985185273091	0.8254752305270525	0.3639851865409692	0.3123549590176842	0.17834867148992095	0.5136804241229109	0.4986930883288238	0.44477241138167933	0.23747185367623927
31.0	1.0	1.0	1.0	0.0	0.5811591041910319	0.7367328377597646	1.009345433363088	2.65875386264326	0.9972256519813035	2.209798476573886	0.5493546065148155	0.3805135916119994	0.9972256710159628	2.2097984789458813	1.0	1.0	0.8936083452077739	0.02651758171888663	0.8936083452077739	0.026517581747350576	0.688866600785791	0.03190504635171912	0.36700152977523426	0.13998482802167733	0.11508851994208397	0.37279375212924415	0.6979437165504514	0.6454013994830279	1.060703269894023	1.249614315442332	1.0607032687554652	0.011966707823775643	0.006592255278177786	0.004566163099343993	0.006973909250292383	0.012112145200357057	0.008840794053117176	0.011966708052191554	0.8276403812369202	0.36649673029109614	0.8276403813431107	0.3664967314597227	0.3225656114809509	0.19008847193578587	0.5148274665109878	0.5007727679044605	0.44638212707733593	0.2359475854999463
