time	default	CYTOPLASM	compartment_0000004	EmptySet	M	P0	P1	P2	Pn	Pt	rM	rTL	rP01	rP10	rP12	rP21	rP2n	rPn2	rmRNAd	rVd
65.0	9.999999999978603E-16	9.999999999999973E-16	1.0000000000000048E-15	0.0	1.7910646783498267	1.5438212555339128	1.0273475865925918	0.9590852950139582	1.3489024710644322	4.8791566082048945	1.7630473281288204E-16	6.806045777714778E-16	1.3940398404671266E-15	5.361819680056236E-16	1.6967783797646313E-15	8.102886529073773E-16	1.8222620605265155E-15	1.7535732123837704E-15	5.081445547691438E-16	7.860776374117365E-16
66.0	9.999999999978423E-16	9.999999999999975E-16	1.0000000000000048E-15	0.0	1.4594506317296356	1.3470955285845747	0.983060387135532	0.9772941521031676	1.401499054533945	4.708949122357219	1.5644040224668716E-16	5.545912400560649E-16	1.287894431054242E-15	5.206852058283751E-16	1.6477379931277692E-15	8.206227720334606E-16	1.8568588889960137E-15	1.8219487708941373E-15	4.841371837916018E-16	7.886129756437011E-16
67.0	9.999999999978177E-16	9.999999999999975E-16	1.0000000000000048E-15	0.0	1.143276828568109	1.1262812123402335	0.9082862122251592	0.9643127479574959	1.415624009895646	4.4145041824185345	1.515157169697156E-16	4.3444519485493333E-16	1.1528393112118104E-15	4.934494443095903E-16	1.5615488743974374E-15	8.132683946910924E-16	1.8321942211192378E-15	1.8403112128643487E-15	4.522244369603904E-16	7.868136049928929E-16
68.0	9.999999999979218E-16	9.999999999999975E-16	1.000000000000005E-15	0.0	0.8662792946690201	0.9051957218964314	0.8076357638971401	0.9153260523704106	1.3827825058147718	4.010940043978754	1.632274903442876E-16	3.291861319735435E-16	9.970503151428764E-16	4.54497881586405E-16	1.4382844354000157E-15	7.849259704812173E-16	1.739119499503776E-15	1.7976172575592122E-15	4.1212769873034467E-16	7.796462280279441E-16
69.0	9.999999999981717E-16	9.99999999999997E-16	1.000000000000005E-15	0.0	0.6543863098732005	0.7064738276781937	0.6906419834492058	0.8293029656876415	1.297746562678926	3.524165339493967	1.9810506127473964E-16	2.4866679775136154E-16	8.352995050056024E-16	4.0555909725711075E-16	1.2834148647376923E-15	7.327802781683394E-16	1.575675634806514E-15	1.6870705314826121E-15	3.684651297227357E-16	7.654090619246686E-16
70.0	9.999999999980865E-16	9.99999999999996E-16	1.0000000000000038E-15	0.0	0.5340234371427414	0.5478444500066938	0.5707011258283246	0.7117250852640141	1.1619651979974674	2.9922358590964997	2.6922282361573863E-16	2.029289061138534E-16	6.88072711823835E-16	3.5076336558502244E-16	1.1100106505855138E-15	6.561552728295074E-16	1.3522776620016213E-15	1.5105547573967134E-15	3.3569377798818987E-16	7.416038473977237E-16
71.0	9.999999999981338E-16	9.999999999999953E-16	1.0000000000000032E-15	0.0	0.5278258712346277	0.44019870769209507	0.4621227231955087	0.5762686793851733	0.9869016148757143	2.4654917251484916	3.9001822136211784E-16	2.0057383106878423E-16	5.772627696975404E-16	2.965546338410205E-16	9.3846403114247E-16	5.592086376669157E-16	1.0949104908318242E-15	1.2829720993384327E-15	3.337985799972027E-16	7.052393841904223E-16
72.0	9.999999999984164E-16	9.999999999999951E-16	1.0000000000000032E-15	0.0	0.6461491484947514	0.3882293729489481	0.3771197844382806	0.44336570989419316	0.7948835455685341	2.003598412849956	5.431591403736619E-16	2.455366764276167E-16	5.201904002640305E-16	2.506601742634863E-16	7.932283995679946E-16	4.536423959160317E-16	8.423948487989629E-16	1.0333486092390979E-15	3.6644179082030674E-16	6.546780748833363E-16
73.0	9.999999999982474E-16	9.999999999999942E-16	1.000000000000003E-15	0.0	0.8660603117439007	0.39039530767170016	0.3238252230687337	0.334360554223047	0.6150092355810759	1.6635903205445568	6.648803874031109E-16	3.2910291846210554E-16	5.226185729783104E-16	2.2017312118376252E-16	6.967503834929194E-16	3.5808580814364747E-16	6.352850530237855E-16	7.995120062554011E-16	4.1208956719845613E-16	5.944348324395702E-16
74.0	9.999999999982841E-16	9.999999999999967E-16	1.000000000000002E-15	0.0	1.132496559984996	0.43725094369808376	0.3040374045978306	0.26241560761013577	0.473412304531597	1.477116260437647	7.236514091954542E-16	4.303486927935601E-16	5.740906669671151E-16	2.0849448811288762E-16	6.59792683901543E-16	2.899728134912988E-16	4.985896544592563E-16	6.154359958910774E-16	4.509184166348323E-16	5.391142148467651E-16
75.0	9.999999999982888E-16	9.999999999999955E-16	1.0000000000000017E-15	0.0	1.4024391498737243	0.5158015976879311	0.3130262280173876	0.22746978899012363	0.38265321625740006	1.4389508309528425	7.440477380419984E-16	5.329268769511033E-16	6.560792051798809E-16	2.1382439778532087E-16	6.766594866624079E-16	2.5530064438410573E-16	4.3219259908123294E-16	4.974491811346209E-16	4.79166677934705E-16	5.055241448784798E-16
76.0	9.999999999982849E-16	9.999999999999953E-16	1.0000000000000013E-15	0.0	1.6602119336816787	0.6160325976704828	0.34335809286713076	0.2214936840031951	0.3401990111368259	1.5210833856776345	7.499546016824632E-16	6.308805347979559E-16	7.53547304533184E-16	2.3150784695748353E-16	7.326197688527959E-16	2.492621131427843E-16	4.208379996060687E-16	4.4225871447787426E-16	4.995517986301913E-16	4.9922218953449205E-16
77.0	9.999999999982804E-16	9.99999999999995E-16	1.0000000000000009E-15	0.0	1.9032020243726913	0.732101432968706	0.3886027566407264	0.23625780810221947	0.33622133419470973	1.6931833319063618	7.5041041262699815E-16	7.23216769260379E-16	8.57480823087245E-16	2.570508443839564E-16	8.134520391897353E-16	2.6412183698837076E-16	4.488898353942147E-16	4.3708773445312305E-16	5.147637623870423E-16	5.144777091176274E-16
78.0	9.999999999982693E-16	9.99999999999995E-16	1.0000000000000017E-15	0.0	2.1315023498027594	0.8608332711088311	0.44445913401731557	0.26623410513449514	0.3609809927114109	1.9325075029720529	7.47310674854554E-16	8.099708929236469E-16	9.628895522738955E-16	2.872804957034641E-16	9.091154927324813E-16	2.936966050101579E-16	5.058447997555382E-16	4.692752905248349E-16	5.264964051716059E-16	5.424794048577984E-16
79.0	9.999999999982922E-16	9.999999999999951E-16	1.000000000000002E-15	0.0	2.3441498429418974	1.000237753929003	0.5083147287202562	0.3082536424684418	0.40754924285830446	2.2243553679760053	7.395960182231259E-16	8.907769403163997E-16	1.0668357227293715E-15	3.201899913842798E-16	1.0132594664059486E-15	3.3386023615107834E-16	5.856819206900365E-16	5.298140157157969E-16	5.357303524965346E-16	5.76170903415023E-16
80.0	9.99999999998272E-16	9.99999999999996E-16	1.0000000000000022E-15	0.0	2.5373479763770366	1.1483096600304599	0.5784626808120258	0.36052836206074623	0.4716341410991643	2.5589348440023962	7.241688472123727E-16	9.641922310216078E-16	1.1671631157342716E-15	3.5446355011629003E-16	1.1217200953047153E-15	3.8183015279045696E-16	6.85003887915415E-16	6.13124383428915E-16	5.429987599288284E-16	6.110341012870808E-16
81.0	9.999999999981869E-16	9.999999999999963E-16	1.0000000000000015E-15	0.0	2.7028486818045945	1.3017928204072957	0.6534156604143577	0.4218830309239892	0.5506148364753776	2.9277063482210206	6.960241659868649E-16	1.0270824990838837E-15	1.2616591203288955E-15	3.8908217768393747E-16	1.2312727141896757E-15	4.3549071686900596E-16	8.015777587555766E-16	7.157992874179918E-16	5.485278318497112E-16	6.44476307356866E-16
82.0	9.999999999981914E-16	9.99999999999996E-16	1.0000000000000007E-15	0.0	2.8266834863477994	1.4547369763077769	0.73132572407344	0.4911991319137888	0.6426052065020489	3.3198670387970544	6.492837225858899E-16	1.0741397248102212E-15	1.3474711261984499E-15	4.2305267140117987E-16	1.3387742765860118E-15	4.929344322792432E-16	9.33278350636195E-16	8.353867684526642E-16	5.523051031654326E-16	6.751153955099294E-16
83.0	9.999999999982332E-16	9.99999999999995E-16	1.0E-15	0.0	2.8899594866292695	1.5971261066981703	0.8094915532235701	0.5669748117728386	0.7456893237248953	3.719281795419475	5.80509637392649E-16	1.0981846049171822E-15	1.4208018817903953E-15	4.552413238707667E-16	1.4406371008568564E-15	5.521819002396678E-16	1.0772521423683877E-15	9.69396120842364E-16	5.541286477664765E-16	7.022734813665867E-16
84.0	9.999999999982017E-16	9.999999999999944E-16	9.999999999999997E-16	0.0	2.8738908232881415	1.7145531757973824	0.8840407384628822	0.6469826246922302	0.8573058535992233	4.102882392551718	4.934469623862659E-16	1.09207851284753E-15	1.4770471448086947E-15	4.843150612067275E-16	1.5326425987554663E-15	6.110567355607902E-16	1.2292669869152303E-15	1.11449760967899E-15	5.536720460079171E-16	7.256742647831243E-16
85.0	9.999999999982372E-16	9.999999999999948E-16	9.999999999999999E-16	0.0	2.7681730852253126	1.790164025721944	0.9499506428652726	0.7280523528828372	0.9737930671873308	4.4419600886573845	4.001639483529594E-16	1.0519057723837646E-15	1.5114187257948636E-15	5.087956367531915E-16	1.6101127745354163E-15	6.671905985541962E-16	1.3832994704773834E-15	1.2659309873435299E-15	5.50556062508053E-16	7.452701704706626E-16
86.0	9.999999999982202E-16	9.999999999999953E-16	9.999999999999993E-16	0.0	2.576832768304034	1.8088844171067067	1.0014701288726386	0.8060218115404146	1.0901408718029908	4.706517229322751	3.1505052523913674E-16	9.791964519537902E-16	1.5197179806097727E-15	5.271825924228295E-16	1.66829934311022E-15	7.181179136112374E-16	1.5314414419267806E-15	1.417183133343887E-15	5.443718997834422E-16	7.611372956128289E-16
87.0	9.999999999982092E-16	9.99999999999995E-16	9.999999999999989E-16	0.0	2.316576421809844	1.7619813230081356	1.0327820142711743	0.8758259269143992	1.199965562791927	4.870554826985636	2.472861982672683E-16	8.802990402861641E-16	1.498768800137877E-15	5.380523805765821E-16	1.702697406887918E-15	7.613690372543751E-16	1.66406926113735E-15	1.5599552316295033E-15	5.346116876206851E-16	7.733915029869677E-16
88.0	9.999999999982111E-16	9.999999999999946E-16	9.999999999999985E-16	0.0	2.0102240295789833	1.6497227923621303	1.0386813309373861	0.9316466284846341	1.2956427261684627	4.915693477952614	1.9905707897272517E-16	7.638851312386472E-16	1.44644216448617E-15	5.400752247932502E-16	1.709098812636867E-15	7.944738457156725E-16	1.770128594120795E-15	1.684335544018999E-15	5.205294841534457E-16	7.821030653761323E-16
89.0	9.99999999998198E-16	9.999999999999944E-16	9.999999999999983E-16	0.0	1.681423369800417	1.4816029435312745	1.0152560183725792	0.9671062184843291	1.3685294777337413	4.832494658121925	1.6860215218142427E-16	6.389408805230071E-16	1.3617662600236894E-15	5.31996122138394E-16	1.6835320320835252E-15	8.148564184014494E-16	1.837501815120215E-15	1.7790883210538608E-15	5.010147069572556E-16	7.872041918800242E-16
90.0	9.999999999982165E-16	9.999999999999942E-16	9.999999999999983E-16	0.0	1.3529002942569992	1.2748405511989307	0.9607654001200323	0.9756048154980317	1.409301930968146	4.6205126977851405	1.5369929778174622E-16	5.141021118167428E-16	1.2457063786946937E-15	5.127084138878752E-16	1.622494980657833E-15	8.196693411846236E-16	1.8536491494462494E-15	1.8320925102585867E-15	4.745993046645135E-16	7.88381063521321E-16
91.0	9.999999999979749E-16	9.999999999999942E-16	9.999999999999981E-16	0.0	1.0473823241250784	1.0517326126821749	0.8768454396815512	0.9511213579432481	1.4086738770860812	4.288373287393055	1.5391803693079535E-16	3.980052831667238E-16	1.1028306826740484E-15	4.815746357406672E-16	1.5239703662679345E-15	8.057287744057027E-16	1.8071305800921608E-15	1.8312760402119022E-15	4.3996787352875727E-16	7.849435542230877E-16
92.0	9.999999999978755E-16	9.99999999999994E-16	9.999999999999987E-16	0.0	0.7893085060586282	0.836108322464676	0.7697084876585407	0.889816954450276	1.358935564749123	3.854569329322616	1.7232299643228415E-16	2.999372323016415E-16	9.43386615628914E-16	4.3908570736575543E-16	1.389511732170112E-15	7.697866062761912E-16	1.690652213455514E-15	1.7666162341738577E-15	3.979268937784976E-16	7.756587959802435E-16
93.0	9.999999999976755E-16	9.999999999999946E-16	9.999999999999985E-16	0.0	0.6051060865151328	0.6493054151893164	0.6503636711218475	0.7925291028970796	1.2566736313256697	3.348871820533913	2.1751804341618443E-16	2.2994031287521596E-16	7.842724801350718E-16	3.877107928881176E-16	1.2269328888864478E-15	7.095083647247171E-16	1.505805295504443E-15	1.633675720723368E-15	3.5591058725876293E-16	7.585698450096669E-16
94.0	9.999999999981847E-16	9.99999999999995E-16	9.999999999999985E-16	0.0	0.5204985177597736	0.5068669710294983	0.5328597900552126	0.6673664840000668	1.106347295608974	2.8134405406937515	3.042206669871597E-16	1.9778943674835495E-16	6.470125164353211E-16	3.3239837104006423E-16	1.0518935792407095E-15	6.254919299646253E-16	1.2679963196001205E-15	1.438251484291664E-15	3.315281998513328E-16	7.309461127391354E-16
95.0	9.999999999982157E-16	9.999999999999963E-16	9.999999999999989E-16	0.0	0.5555318155131094	0.4175118686287014	0.4310661161800751	0.5305698468826153	0.9230942284247462	2.302242060116138	4.403041830618286E-16	2.1110208989460487E-16	5.526500187855076E-16	2.8015875793403E-16	8.865783478925E-16	5.241604450636062E-16	1.0080827090769654E-15	1.2000224969521687E-15	3.4209833827508644E-16	6.899290419516449E-16
96.0	9.999999999983251E-16	9.999999999999997E-16	9.999999999999981E-16	0.0	0.712131011397773	0.3840723355343182	0.3560526219040519	0.40369327254105536	0.7321736660312974	1.875991896010723	5.903463216993434E-16	2.706097843307005E-16	5.155176944051772E-16	2.387735899352556E-16	7.556126263773912E-16	4.1986770645063674E-16	7.670172178280049E-16	9.518257658406848E-16	3.81877167613074E-16	6.35270635532751E-16
97.0	9.999999999983153E-16	9.999999999999997E-16	9.999999999999971E-16	0.0	0.953626890080075	0.40243379377112654	0.3141019886005813	0.3063533871477668	0.562934836162493	1.5858240056819675	6.906436074020585E-16	3.62378218229818E-16	5.360348091200255E-16	2.1445949419413316E-16	6.786692854244719E-16	3.3207550592087425E-16	5.820714355807566E-16	7.318152870112387E-16	4.2642130713329263E-16	5.74767988478858E-16
98.0	9.999999999983314E-16	1.0000000000000007E-15	9.999999999999973E-16	0.0	1.2242026719485217	0.4611500346789684	0.30463870069160587	0.24736410152486366	0.43787562569029237	1.4510284625857306	7.330513220171288E-16	4.651970153396621E-16	5.995896593785625E-16	2.088523233374039E-16	6.609250738525439E-16	2.7517136782266866E-16	4.699917928972412E-16	5.692383133973785E-16	4.615070778583606E-16	5.252900168959132E-16
99.0	9.999999999983326E-16	1.0000000000000009E-15	9.999999999999977E-16	0.0	1.490695379721188	0.5477431379079728	0.3215292823827841	0.22308266610795072	0.36409888195640766	1.4564539683551154	7.468742280291596E-16	5.664642442931069E-16	6.87972823957745E-16	2.1882828272722831E-16	6.924945655924946E-16	2.5087086223666123E-16	4.238570656051067E-16	4.733285465433289E-16	4.867404660146859E-16	5.009151869825817E-16
100.0	9.99999999998354E-16	1.0000000000000009E-15	9.999999999999971E-16	0.0	1.7434565799379906	0.653686770944929	0.35740313753765174	0.22478740773834063	0.3356495888616657	1.5715269050825873	7.504746594679653E-16	6.625135003753459E-16	7.882609545055403E-16	2.3954195543292863E-16	7.580441627624323E-16	2.525942556988554E-16	4.2709607470284753E-16	4.3634446552016417E-16	5.051342589349412E-16	5.027174380907367E-16
