time	compartment	Enz	Ts	Tt	To	Tomax	Tex	e_val	f_val	Ts_norm	To_norm	Tt_norm	Enz_norm	Enzyme_synthesis	Enzyme_dilution	tryptophan_synthesis	tryptophan_consumption	tryptophan_dilution
49.0	1.0	0.5816484899736561	0.26671059009359965	13.726977292030634	13.460266701937034	100.0	0.14	0.9	380.0	0.0032525681718731667	0.16414959392606138	0.16740216209793457	0.5816484899736561	0.01472719270596517	0.0058164848997365615	14.298890587130574	14.286722636833158	0.0026671059009359967
50.0	1.0	0.5905056518382935	0.276368577345234	13.736589231483364	13.46022065413813	100.0	0.14	0.9	380.0	0.003370348504210171	0.16414903236753817	0.16751938087174834	0.5905056518382935	0.014708769609609174	0.005905056518382935	14.516460244750794	14.503925662215966	0.00276368577345234
51.0	1.0	0.599256103062793	0.2863088373276309	13.746482098162867	13.460173260835235	100.0	0.14	0.9	380.0	0.003491571186922328	0.1641484544004297	0.16764002558735203	0.599256103062793	0.014689843793130371	0.00599256103062793	14.731396553115088	14.718467738575246	0.002863088373276309
52.0	1.0	0.6079003953145339	0.29654340456478406	13.756667869243815	13.460124464679032	100.0	0.14	0.9	380.0	0.0036163829824973665	0.16414785932535406	0.1677642423078514	0.6079003953145339	0.014670395403281298	0.006079003953145339	14.943712731285949	14.930386842249055	0.002965434045647841
53.0	1.0	0.6164390568040211	0.30708272220518423	13.76715693811515	13.460074215909966	100.0	0.14	0.9	380.0	0.003744911246404686	0.1641472465354874	0.16789215778189207	0.6164390568040211	0.014650407858270246	0.006164390568040211	15.153421443359624	15.139675873285194	0.0030708272220518426
54.0	1.0	0.6248725919828483	0.3179393253626454	13.777961780159686	13.46002245479704	100.0	0.14	0.9	380.0	0.00387730884588592	0.16414661530240293	0.16802392414828884	0.6248725919828483	0.014629860863465278	0.006248725919828483	15.360534725047113	15.346359592411424	0.003179393253626454
55.0	1.0	0.6332014809082113	0.3291251789327464	13.78909430326345	13.459969124330703	100.0	0.14	0.9	380.0	0.004013721694301785	0.16414596493086223	0.16815968662516403	0.6332014809082113	0.014608735485589304	0.0063320148090821125	15.565064015852295	15.550440237818435	0.003291251789327464
56.0	1.0	0.641426178879777	0.34065351597087534	13.800567677429056	13.459914161458181	100.0	0.14	0.9	380.0	0.004154311170376529	0.16414529465192904	0.16829960582230555	0.641426178879777	0.014587010692245323	0.00641426178879777	15.767020116210297	15.75193288806921	0.0034065351597087536
57.0	1.0	0.6495471158029736	0.35253772227416624	13.812395224675877	13.45985750240171	100.0	0.14	0.9	380.0	0.004299240515538613	0.16414460368782574	0.16844384420336433	0.6495471158029736	0.014564665485523556	0.006495471158029737	15.966413192196447	15.95084408097837	0.0035253772227416625
58.0	1.0	0.6575646957580892	0.3647920677016563	13.824591146873797	13.45979907917214	100.0	0.14	0.9	380.0	0.004448683752459223	0.16414389120941633	0.16859257496187557	0.6575646957580892	0.014541677548418116	0.006575646957580892	16.163252750884865	16.1471844490543	0.003647920677016563
59.0	1.0	0.6654792963563051	0.37743122143324037	13.837170043313506	13.459738821880265	100.0	0.14	0.9	380.0	0.004602819773576102	0.16414315636439347	0.1687459761379696	0.6654792963563051	0.014518024184722297	0.006654792963563051	16.357547633480383	16.340960075574863	0.003774312214332404
60.0	1.0	0.6732912682651842	0.3904708402020846	13.850147496134838	13.459676655932753	100.0	0.14	0.9	380.0	0.004761839514659569	0.16414239824308235	0.16890423775774194	0.6732912682651842	0.014493681246789437	0.006732912682651842	16.549305991881184	16.532181338050858	0.003904708402020846
61.0	1.0	0.6810009345384251	0.40392671483565695	13.863539220936982	13.459612506101324	100.0	0.14	0.9	380.0	0.004925935546776304	0.16414161592806492	0.16906755147484123	0.6810009345384251	0.01446862476246664	0.006810009345384251	16.738535288797323	16.720849770057576	0.004039267148356569
62.0	1.0	0.6886085901340222	0.41781629490799876	13.877362584162451	13.459546289254453	100.0	0.14	0.9	380.0	0.005095320669609741	0.1641408084055421	0.16923612907515184	0.6886085901340222	0.01444282812822775	0.006886085901340222	16.925242255080747	16.906979402761515	0.004178162949079987
63.0	1.0	0.6961145011926924	0.43215625261544705	13.891634178587182	13.459477925971735	100.0	0.14	0.9	380.0	0.005270198202627403	0.16413997470697236	0.16941017290959978	0.6961145011926924	0.014416266675706708	0.006961145011926924	17.1094329210005	17.09056308576671	0.004321562526154471
64.0	1.0	0.7035189046003736	0.4469662974028212	13.906373619761487	13.459407322358667	100.0	0.14	0.9	380.0	0.0054508085049124536	0.1641391136873008	0.16958992219221325	0.7035189046003736	0.014388910636349396	0.007035189046003736	17.29111252722547	17.271622153932935	0.0044696629740282115
65.0	1.0	0.7108220071811592	0.4622637476344412	13.921598143560066	13.459334395925625	100.0	0.14	0.9	380.0	0.005637362776029771	0.1641382243405564	0.16977558711658616	0.7108220071811592	0.014360735226785782	0.0071082200718115916	17.470285616800197	17.450137852389407	0.0046226374763444125
66.0	1.0	0.7180239853949477	0.4780705543114402	13.937329596415887	13.459259042104447	100.0	0.14	0.9	380.0	0.005830128711115125	0.16413730539151766	0.16996743410263276	0.7180239853949477	0.014331707729285667	0.007180239853949478	17.646955881183008	17.62613607358699	0.004780705543114402
67.0	1.0	0.7251249843730007	0.49440580760112923	13.953586977573199	13.45918116997207	100.0	0.14	0.9	380.0	0.006029339117086942	0.1641363557313667	0.17016569484845365	0.7251249843730007	0.014301801343188845	0.007251249843730006	17.821126293552908	17.7995993909198	0.004944058076011292
68.0	1.0	0.7321251177221689	0.511292547004629	13.970393216790415	13.459100669785785	100.0	0.14	0.9	380.0	0.006235274963471086	0.16413537402177786	0.17037064898524895	0.7321251177221689	0.014270982722472247	0.0073212511772216896	17.992798959674822	17.970543525226255	0.00511292547004629
69.0	1.0	0.7390244666638937	0.5287525071876711	13.987769945218922	13.459017438031252	100.0	0.14	0.9	380.0	0.006448201307166721	0.16413435900038112	0.17058256030754781	0.7390244666638937	0.014239221662419355	0.007390244666638937	18.161975208611143	18.138960139848436	0.005287525071876711
70.0	1.0	0.7458230797330956	0.5468092386629061	14.005740601209418	13.458931362546512	100.0	0.14	0.9	380.0	0.006668405349547635	0.1641333092993477	0.17080171464889535	0.7458230797330956	0.014206485444172183	0.007458230797330956	18.328655518316932	18.30484983159549	0.005468092386629061
71.0	1.0	0.7525209722074169	0.5654879578262921	14.024330281064122	13.45884232323783	100.0	0.14	0.9	380.0	0.006896194607637709	0.16413222345411987	0.1710284180617576	0.7525209722074169	0.014172739194415826	0.007525209722074169	18.492839503904598	18.46821860634074	0.005654879578262922
72.0	1.0	0.7591181256062041	0.5848119379271928	14.043562147211412	13.45875020928422	100.0	0.14	0.9	380.0	0.007131852901551132	0.1641311001132222	0.17126295301477332	0.7591181256062041	0.01413795246024562	0.007591181256062041	18.654525985823394	18.629046962249635	0.005848119379271928
73.0	1.0	0.7656144876857994	0.6048096550350042	14.063464540109502	13.458654885074498	100.0	0.14	0.9	380.0	0.00737572750042688	0.16412993762285974	0.1715056651232866	0.7656144876857994	0.014102086389892179	0.007656144876857994	18.81371283010306	18.787350873937353	0.006048096550350042
74.0	1.0	0.7720099715194535	0.6255066303729557	14.084062859467299	13.458556229094343	100.0	0.14	0.9	380.0	0.0076281296386945825	0.16412873450115054	0.17175686413984512	0.7720099715194535	0.014065108495811727	0.007720099715194535	18.970397108547036	18.943113457803424	0.006255066303729557
75.0	1.0	0.7783044559003558	0.6469314381021737	14.105385543391508	13.458454105289334	100.0	0.14	0.9	380.0	0.007889407781733825	0.16412748908889432	0.17201689687062816	0.7783044559003558	0.014026981925176263	0.007783044559003558	19.12457497361223	19.096334396082717	0.006469314381021737
76.0	1.0	0.7844977848943037	0.6691136390651331	14.127462011980658	13.458348372915525	100.0	0.14	0.9	380.0	0.008159922427623574	0.16412619966970152	0.1722861220973251	0.7844977848943037	0.013987669267633441	0.007844977848943037	19.27624169364072	19.247012386805626	0.006691136390651331
77.0	1.0	0.7905897679170001	0.692080850489861	14.150319750997427	13.458238900507567	100.0	0.14	0.9	380.0	0.008440010371827573	0.16412486464033618	0.17256487501216375	0.7905897679170001	0.01394713780031337	0.007905897679170002	19.425391723631463	19.395126857330936	0.00692080850489861
78.0	1.0	0.7965801803727451	0.7158658792509608	14.17399141113008	13.45812553187912	100.0	0.14	0.9	380.0	0.008730071698182448	0.16412348209608682	0.17285355379426928	0.7965801803727451	0.013905346956089592	0.00796580180372745	19.572018555122597	19.540685363135005	0.007158658792509608
79.0	1.0	0.802468763142931	0.7404990027121022	14.19850712562938	13.458008122917278	100.0	0.14	0.9	380.0	0.009030475642830514	0.164122050279479	0.1731525259223095	0.802468763142931	0.013862262048820776	0.00802468763142931	19.716114883920106	19.683673256875785	0.007404990027121023
80.0	1.0	0.8082552238787426	0.766011224177505	14.223897750243866	13.45788652606636	100.0	0.14	0.9	380.0	0.009341600294847622	0.16412056739105318	0.1734621676859008	0.8082552238787426	0.013817848572077579	0.008082552238787425	19.85767256715009	19.824076703397346	0.00766011224177505
81.0	1.0	0.8139392377309701	0.7924369159104608	14.2501974936427	13.45776057773224	100.0	0.14	0.9	380.0	0.009663864828176352	0.164119031435759	0.17378289626393537	0.8139392377309701	0.013772067714305933	0.008139392377309701	19.99668257790047	19.961896398812407	0.007924369159104609
82.0	1.0	0.8195204477462814	0.8198073028515223	14.277437432192931	13.457630129341409	100.0	0.14	0.9	380.0	0.009997650034774661	0.1641174406017245	0.17411509063649916	0.8195204477462814	0.013724887764098694	0.008195204477462813	20.1331351717696	20.097112968283998	0.008198073028515223
83.0	1.0	0.8249984670696083	0.8481559656896751	14.305650986803148	13.457495021113473	100.0	0.14	0.9	380.0	0.01034336543523994	0.1641157929404082	0.17445915837564815	0.8249984670696083	0.01367627461693692	0.008249984670696084	20.267019810139615	20.229717557625065	0.008481559656896752
84.0	1.0	0.8303728800330401	0.877517395923307	14.33487248487292	13.457355088949612	100.0	0.14	0.9	380.0	0.010701431657601306	0.16411408645060502	0.17481551810820634	0.8303728800330401	0.013626194395383859	0.0083037288003304	20.398325221862585	20.35970368653252	0.00877517395923307
85.0	1.0	0.8356432440045427	0.9079230285161416	14.365133211857476	13.457210183341335	100.0	0.14	0.9	380.0	0.011072232055074897	0.16411231930904066	0.17518455136411556	0.8356432440045427	0.013574620261023842	0.008356432440045428	20.527039547587442	20.487051111577145	0.009079230285161416
86.0	1.0	0.8408090925909119	0.9394067846946006	14.39646692764995	13.45706014295535	100.0	0.14	0.9	380.0	0.011456180301153666	0.16411048954823595	0.17556666984938962	0.8408090925909119	0.013521523002713687	0.008408090925909118	20.653150283891524	20.611751599899268	0.009394067846946005
87.0	1.0	0.8458699375798663	0.9720020238078829	14.428906832969783	13.4569048091619	100.0	0.14	0.9	380.0	0.011853683217169304	0.1641085952336817	0.17596227845085102	0.8458699375798663	0.013466876306985816	0.008458699375798663	20.776644406844678	20.733795762779664	0.009720020238078829
88.0	1.0	0.8508252717699744	1.0057382838808193	14.462482325448992	13.456744041568173	100.0	0.14	0.9	380.0	0.012265101022936821	0.1641066346532704	0.17637173567620723	0.8508252717699744	0.013410662198080155	0.008508252717699744	20.897508525489105	20.853163106087273	0.010057382838808193
89.0	1.0	0.8556745753260425	1.0406477693150105	14.497225456416787	13.456577687101777	100.0	0.14	0.9	380.0	0.012690826455061104	0.16410460594026557	0.17679543239532666	0.8556745753260425	0.013352860178406107	0.008556745753260426	21.01572887739001	20.96984726554531	0.010406477693150104
90.0	1.0	0.8604173170205436	1.0767595619829275	14.533165169581343	13.456405607598416	100.0	0.14	0.9	380.0	0.013131214170523507	0.16410250740973678	0.1772337215802603	0.8604173170205436	0.013293456904230672	0.008604173170205436	21.131291506124604	21.083835869429848	0.010767595619829276
91.0	1.0	0.8650529603957128	1.1140986342179457	14.570326318722238	13.456227684504292	100.0	0.14	0.9	380.0	0.013586568709974949	0.164100337615906	0.17768690632588094	0.8650529603957128	0.013232447661922097	0.008650529603957128	21.24418244131937	21.195110572521347	0.011140986342179457
92.0	1.0	0.869580969940568	1.1526910648599902	14.608734858880837	13.456043794020847	100.0	0.14	0.9	380.0	0.01405720810804866	0.16409809504903472	0.1781553031570834	0.869580969940568	0.01316982773134626	0.00869580969940568	21.354387719783272	21.30366450264272	0.011526910648599903
93.0	1.0	0.8740008156302336	1.1925593419081124	14.648413171396275	13.455853829488163	100.0	0.14	0.9	380.0	0.014543406608635517	0.16409577840839223	0.17863918501702775	0.8740008156302336	0.013105600009369122	0.008740008156302336	21.461893618940053	21.409488738089323	0.011925593419081124
94.0	1.0	0.878311979958636	1.233720802281163	14.689378511098662	13.4556577088175	100.0	0.14	0.9	380.0	0.015045375637575159	0.16409338669289633	0.1791387623304715	0.878311979958636	0.013039777298867239	0.00878311979958636	21.56668687339353	21.51257065389258	0.01233720802281163
95.0	1.0	0.8825139660632539	1.276188261681101	14.73164363316872	13.455455371487618	100.0	0.14	0.9	380.0	0.015563271483915867	0.16409091916448315	0.17965419064839902	0.8825139660632539	0.012972381003534277	0.00882513966063254	21.668754861950795	21.612898144640482	0.01276188261681101
