time	compartment_0	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	parameter_0	parameter_1	reaction_1	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_13	reaction_14	reaction_16	reaction_17	reaction_19	reaction_20	reaction_23
46.0	1.0	0.0	3.2469967771322174E-19	0.0	4.6798419942134555E-4	9.990009588318818E-6	9.587917498091335E-12	4.010026706450039E-16	0.004400005913231498	1.4900580101644896E-4	4.3779439265196763E-13	9.87775923769247E-9	0.0	0.0	1.1221464908757134E-10	0.0	0.0	0.0	0.9887347155190561	0.012853551301747729	3.7085972572845795E-20	1.2464292747359407E-13	3.708606001864879E-20	1.2853545894559586E-10	-1.2464283798987246E-13	0.0	0.0	1.2464289025888656E-13	1.28410870088906E-10	1.2853545906344687E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47.0	1.0	0.0	3.2469976515904984E-19	0.0	4.679840708858869E-4	9.990009588318765E-6	9.587917445694038E-12	4.0100279929257764E-16	0.00440000604176701	1.490059295519077E-4	4.3779451050300513E-13	9.877759183711156E-9	0.0	0.0	1.1221470300330362E-10	0.0	0.0	0.0	0.988734710115685	0.012853551231503904	3.708598202565509E-20	1.246429267924292E-13	3.7086069471523687E-20	1.285354582431288E-10	-1.2464283730993E-13	0.0	0.0	1.2464288957771216E-13	1.284108693871489E-10	1.2853545836097987E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48.0	1.0	0.0	3.2469985260492464E-19	0.0	4.6798394235042897E-4	9.990009588318713E-6	9.587917393296712E-12	4.0100292794021996E-16	0.004400006170302522	1.4900605808736576E-4	4.377946283541056E-13	9.877759129729813E-9	0.0	0.0	1.1221475691906466E-10	0.0	0.0	0.0	0.9887347047123108	0.012853551161260043	3.708599147850136E-20	1.2464292611126397E-13	3.7086078924403614E-20	1.285354575406614E-10	-1.2464283662833317E-13	0.0	0.0	1.2464288889653736E-13	1.2841086868539145E-10	1.2853545765851255E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49.0	1.0	0.0	3.246999400508461E-19	0.0	4.6798381381497173E-4	9.99000958831866E-6	9.587917340899358E-12	4.0100305658793076E-16	0.004400006298838033	1.4900618662282307E-4	4.377947462052688E-13	9.877759075748441E-9	0.0	0.0	1.122148108348544E-10	0.0	0.0	0.0	0.988734699308934	0.012853551091016144	3.708600093134763E-20	1.2464292543009838E-13	3.708608837728856E-20	1.285354568381936E-10	-1.246428359483907E-13	0.0	0.0	1.2464288821536226E-13	1.2841086798363362E-10	1.2853545695604477E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50.0	1.0	0.0	3.247000274968141E-19	0.0	4.679836852795152E-4	9.990009588318608E-6	9.587917288501977E-12	4.0100318523571033E-16	0.004400006427373544	1.490063151582797E-4	4.377948640564949E-13	9.877759021767041E-9	0.0	0.0	1.1221486475067292E-10	0.0	0.0	0.0	0.9887346939055544	0.012853551020772205	3.708601038418158E-20	1.2464292474893242E-13	3.708609783017858E-20	1.2853545613572547E-10	-1.2464283526844824E-13	0.0	0.0	1.2464288753418685E-13	1.284108672818754E-10	1.2853545625357673E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51.0	1.0	0.0	3.247001149428289E-19	0.0	4.679835567440594E-4	9.990009588318555E-6	9.587917236104572E-12	4.010033138835582E-16	0.004400006555909053	1.4900644369373565E-4	4.377949819077835E-13	9.877758967785613E-9	0.0	0.0	1.1221491866652008E-10	0.0	0.0	0.0	0.9887346885021717	0.012853550950528233	3.7086019837040175E-20	1.2464292406776615E-13	3.70861072830736E-20	1.2853545543325686E-10	-1.246428345835427E-13	0.0	0.0	1.2464288685301103E-13	1.2841086658011685E-10	1.2853545555110817E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52.0	1.0	0.0	3.247002023888901E-19	0.0	4.679834282086043E-4	9.990009588318503E-6	9.587917183707132E-12	4.010034425314747E-16	0.0044000066844445615	1.4900657222919087E-4	4.3779509975913515E-13	9.877758913804156E-9	0.0	0.0	1.1221497258239603E-10	0.0	0.0	0.0	0.9887346830987862	0.012853550880284219	3.7086029289886446E-20	1.2464292338659945E-13	3.7086116735973673E-20	1.2853545473078794E-10	-1.246428339052546E-13	0.0	0.0	1.2464288617183477E-13	1.284108658783579E-10	1.2853545484863933E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53.0	1.0	0.0	3.2470028983499807E-19	0.0	4.679832996731499E-4	9.99000958831845E-6	9.58791713130967E-12	4.0100357117945977E-16	0.004400006812980069	1.4900670076464542E-4	4.377952176105494E-13	9.87775885982267E-9	0.0	0.0	1.1221502649830068E-10	0.0	0.0	0.0	0.9887346776953979	0.012853550810040172	3.708603874273272E-20	1.2464292270543244E-13	3.708612618887878E-20	1.285354540283186E-10	-1.246428332220034E-13	0.0	0.0	1.246428854906583E-13	1.284108651765986E-10	1.2853545414617008E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54.0	1.0	0.0	3.2470037728115256E-19	0.0	4.6798317113769613E-4	9.990009588318398E-6	9.587917078912175E-12	4.0100369982751343E-16	0.004400006941515577	1.4900682930009927E-4	4.377953354620267E-13	9.877758805841152E-9	0.0	0.0	1.1221508041423412E-10	0.0	0.0	0.0	0.9887346722920065	0.012853550739796084	3.708604819560364E-20	1.2464292202426499E-13	3.708613564178893E-20	1.2853545332584894E-10	-1.2464283254040658E-13	0.0	0.0	1.2464288480948132E-13	1.2841086447483885E-10	1.2853545344370046E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55.0	1.0	0.0	3.247004647273536E-19	0.0	4.679830426022431E-4	9.990009588318345E-6	9.587917026514651E-12	4.0100382847563547E-16	0.004400007070051084	1.490069578355524E-4	4.377954533135666E-13	9.877758751859607E-9	0.0	0.0	1.1221513433019623E-10	0.0	0.0	0.0	0.9887346668886121	0.012853550669551957	3.7086057648474565E-20	1.246429213430972E-13	3.7086145094704094E-20	1.2853545262337886E-10	-1.2464283186046412E-13	0.0	0.0	1.246428841283039E-13	1.2841086377307877E-10	1.2853545274123043E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56.0	1.0	0.0	3.2470055217360146E-19	0.0	4.679829140667908E-4	9.990009588318293E-6	9.587916974117104E-12	4.0100395712382624E-16	0.00440000719858659	1.4900708637100485E-4	4.3779557116516936E-13	9.877758697878034E-9	0.0	0.0	1.122151882461871E-10	0.0	0.0	0.0	0.988734661485215	0.012853550599307794	3.708606710134549E-20	1.2464292066192906E-13	3.7086154547624315E-20	1.2853545192090844E-10	-1.246428311788673E-13	0.0	0.0	1.2464288344712626E-13	1.284108630713183E-10	1.2853545203876007E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57.0	1.0	0.0	3.247006396198958E-19	0.0	4.6798278553133923E-4	9.99000958831824E-6	9.587916921719526E-12	4.010040857720856E-16	0.004400007327122096	1.4900721490645655E-4	4.37795689016835E-13	9.87775864389643E-9	0.0	0.0	1.1221524216220671E-10	0.0	0.0	0.0	0.9887346560818149	0.012853550529063592	3.7086076554241064E-20	1.2464291998076054E-13	3.7086164000549574E-20	1.2853545121843766E-10	-1.2464283049727047E-13	0.0	0.0	1.2464288276594828E-13	1.2841086236955746E-10	1.2853545133628934E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58.0	1.0	0.0	3.247007270662368E-19	0.0	4.679826569958884E-4	9.990009588318188E-6	9.587916869321922E-12	4.0100421442041343E-16	0.004400007455657601	1.4900734344190758E-4	4.377958068685634E-13	9.8777585899148E-9	0.0	0.0	1.1221529607825507E-10	0.0	0.0	0.0	0.9887346506784123	0.012853550458819358	3.708608600711199E-20	1.246429192995917E-13	3.7086173453479864E-20	1.285354505159665E-10	-1.2464282981567365E-13	0.0	0.0	1.2464288208476984E-13	1.2841086166779627E-10	1.2853545063381828E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59.0	1.0	0.0	3.247008145126244E-19	0.0	4.679825284604382E-4	9.990009588318135E-6	9.587916816924289E-12	4.010043430688099E-16	0.004400007584193105	1.490074719773579E-4	4.3779592472035457E-13	9.877758535933141E-9	0.0	0.0	1.1221534999433212E-10	0.0	0.0	0.0	0.9887346452750065	0.012853550388575087	3.7086095459995237E-20	1.2464291861842247E-13	3.70861829064152E-20	1.2853544981349492E-10	-1.2464282913573118E-13	0.0	0.0	1.246428814035912E-13	1.2841086096603472E-10	1.2853544993134675E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60.0	1.0	0.0	3.247009019590587E-19	0.0	4.679823999249887E-4	9.990009588318083E-6	9.587916764526628E-12	4.010044717172749E-16	0.004400007712728609	1.490076005128075E-4	4.3779604257220876E-13	9.877758481951452E-9	0.0	0.0	1.1221540391043796E-10	0.0	0.0	0.0	0.9887346398715978	0.012853550318330772	3.708610491290314E-20	1.246429179372529E-13	3.7086192359355563E-20	1.285354491110231E-10	-1.2464282845413436E-13	0.0	0.0	1.2464288072241196E-13	1.2841086026427276E-10	1.2853544922887494E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61.0	1.0	0.0	3.2470098940553953E-19	0.0	4.679822713895399E-4	9.99000958831803E-6	9.587916712128938E-12	4.010046003658084E-16	0.004400007841264112	1.490077290482564E-4	4.377961604241255E-13	9.877758427969734E-9	0.0	0.0	1.1221545782657248E-10	0.0	0.0	0.0	0.9887346344681863	0.012853550248086423	3.7086114365798713E-20	1.2464291725608292E-13	3.708620181230096E-20	1.2853544840855075E-10	-1.2464282777253753E-13	0.0	0.0	1.246428800412325E-13	1.2841085956251043E-10	1.2853544852640266E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62.0	1.0	0.0	3.2470107685206717E-19	0.0	4.6798214285409176E-4	9.990009588317978E-6	9.587916659731224E-12	4.010047290144106E-16	0.004400007969799615	1.4900785758370462E-4	4.3779627827610524E-13	9.877758373987989E-9	0.0	0.0	1.1221551174273577E-10	0.0	0.0	0.0	0.9887346290647719	0.012853550177842035	3.708612381869429E-20	1.2464291657491263E-13	3.7086211265251406E-20	1.2853544770607808E-10	-1.246428270909407E-13	0.0	0.0	1.246428793600527E-13	1.2841085886074772E-10	1.285354478239301E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63.0	1.0	0.0	3.247011642986413E-19	0.0	4.6798201431864434E-4	9.990009588317925E-6	9.58791660733348E-12	4.0100485766308133E-16	0.0044000080983351165	1.4900798611915212E-4	4.377963961281476E-13	9.877758320006215E-9	0.0	0.0	1.1221556565892775E-10	0.0	0.0	0.0	0.9887346236613549	0.012853550107597613	3.708613327160219E-20	1.2464291589374197E-13	3.7086220718206896E-20	1.28535447003605E-10	-1.2464282640934388E-13	0.0	0.0	1.246428786788726E-13	1.2841085815898467E-10	1.2853544712145707E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64.0	1.0	0.0	3.247012517452621E-19	0.0	4.679818857831976E-4	9.990009588317873E-6	9.587916554935708E-12	4.010049863118204E-16	0.004400008226870617	1.4900811465459895E-4	4.3779651398025285E-13	9.877758266024412E-9	0.0	0.0	1.1221561957514848E-10	0.0	0.0	0.0	0.9887346182579346	0.012853550037353152	3.708614272451009E-20	1.2464291521257093E-13	3.7086230171167394E-20	1.2853544630113158E-10	-1.2464282572774706E-13	0.0	0.0	1.2464287799769194E-13	1.2841085745722124E-10	1.2853544641898368E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65.0	1.0	0.0	3.2470133919192964E-19	0.0	4.679817572477516E-4	9.99000958831782E-6	9.587916502537908E-12	4.010051149606284E-16	0.004400008355406118	1.4900824319004507E-4	4.37796631832421E-13	9.877758212042582E-9	0.0	0.0	1.12215673491398E-10	0.0	0.0	0.0	0.988734612854512	0.012853549967108656	3.708615217745497E-20	1.2464291453139953E-13	3.708623962413296E-20	1.285354455986578E-10	-1.246428250478046E-13	0.0	0.0	1.2464287731651113E-13	1.2841085675545744E-10	1.2853544571651E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66.0	1.0	0.0	3.2470142663864356E-19	0.0	4.679816287123063E-4	9.990009588317767E-6	9.587916450140081E-12	4.0100524360950476E-16	0.004400008483941618	1.4900837172549046E-4	4.37796749684652E-13	9.87775815806072E-9	0.0	0.0	1.1221572740767622E-10	0.0	0.0	0.0	0.988734607451086	0.012853549896864118	3.7086161630350546E-20	1.2464291385022778E-13	3.708624907710355E-20	1.2853544489618367E-10	-1.2464282436620777E-13	0.0	0.0	1.2464287663532977E-13	1.2841085605369325E-10	1.2853544501403594E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67.0	1.0	0.0	3.247015140854042E-19	0.0	4.6798150017686175E-4	9.990009588317715E-6	9.587916397742225E-12	4.010053722584496E-16	0.004400008612477117	1.4900850026093517E-4	4.377968675369455E-13	9.87775810407883E-9	0.0	0.0	1.1221578132398314E-10	0.0	0.0	0.0	0.9887346020476574	0.012853549826619542	3.70861710832831E-20	1.2464291316905566E-13	3.708625853007916E-20	1.285354441937091E-10	-1.2464282368461094E-13	0.0	0.0	1.2464287595414815E-13	1.2841085535192868E-10	1.2853544431156144E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68.0	1.0	0.0	3.247016015322115E-19	0.0	4.6798137164141785E-4	9.990009588317662E-6	9.587916345344342E-12	4.0100550090746314E-16	0.004400008741012615	1.4900862879637915E-4	4.3779698538930204E-13	9.877758050096911E-9	0.0	0.0	1.1221583524031881E-10	0.0	0.0	0.0	0.9887345966442256	0.012853549756374932	3.708618053622798E-20	1.2464291248788317E-13	3.708626798305983E-20	1.285354434912342E-10	-1.2464282300301412E-13	0.0	0.0	1.2464287527296617E-13	1.2841085465016372E-10	1.2853544360908658E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69.0	1.0	0.0	3.2470168897906536E-19	0.0	4.6798124310597466E-4	9.99000958831761E-6	9.587916292946427E-12	4.0100562955654503E-16	0.004400008869548114	1.4900875733182245E-4	4.3779710324172123E-13	9.877757996114964E-9	0.0	0.0	1.1221588915668318E-10	0.0	0.0	0.0	0.988734591240791	0.012853549686130283	3.708618998917286E-20	1.246429118067103E-13	3.7086277436045515E-20	1.2853544278875884E-10	-1.2464282232472602E-13	0.0	0.0	1.246428745917837E-13	1.2841085394839842E-10	1.285354429066113E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70.0	1.0	0.0	3.2470177642596586E-19	0.0	4.6798111457053217E-4	9.990009588317557E-6	9.587916240548487E-12	4.010057582056956E-16	0.004400008998083611	1.4900888586726505E-4	4.3779722109420337E-13	9.877757942132987E-9	0.0	0.0	1.1221594307307633E-10	0.0	0.0	0.0	0.9887345858373535	0.012853549615885597	3.7086199442117736E-20	1.2464291112553705E-13	3.708628688903625E-20	1.285354420862832E-10	-1.2464282164147483E-13	0.0	0.0	1.2464287391060097E-13	1.284108532466327E-10	1.2853544220413569E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71.0	1.0	0.0	3.247018638729129E-19	0.0	4.679809860350904E-4	9.990009588317505E-6	9.587916188150517E-12	4.010058868549148E-16	0.0044000091266191066	1.4900901440270691E-4	4.377973389467483E-13	9.877757888150982E-9	0.0	0.0	1.1221599698949823E-10	0.0	0.0	0.0	0.9887345804339132	0.01285354954564087	3.7086208895062616E-20	1.2464291044436344E-13	3.7086296342032027E-20	1.285354413838072E-10	-1.2464282096153237E-13	0.0	0.0	1.2464287322941783E-13	1.2841085254486664E-10	1.2853544150165976E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72.0	1.0	0.0	3.2470195131990673E-19	0.0	4.679808574996493E-4	9.990009588317452E-6	9.587916135752523E-12	4.0100601550420243E-16	0.004400009255154601	1.490091429381481E-4	4.377974567993558E-13	9.877757834168948E-9	0.0	0.0	1.1221605090594877E-10	0.0	0.0	0.0	0.98873457503047	0.012853549475396108	3.7086218348007495E-20	1.2464290976318952E-13	3.7086305795032824E-20	1.2853544068133063E-10	-1.2464282027993554E-13	0.0	0.0	1.246428725482345E-13	1.284108518431002E-10	1.2853544079918332E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73.0	1.0	0.0	3.247020387669471E-19	0.0	4.67980728964209E-4	9.9900095883174E-6	9.587916083354499E-12	4.0100614415355874E-16	0.004400009383690096	1.4900927147358859E-4	4.3779757465202644E-13	9.877757780186885E-9	0.0	0.0	1.1221610482242814E-10	0.0	0.0	0.0	0.988734569627024	0.01285354940515131	3.7086227800977026E-20	1.2464290908201522E-13	3.708631524803868E-20	1.2853543997885396E-10	-1.2464281959833872E-13	0.0	0.0	1.246428718670506E-13	1.2841085114133338E-10	1.2853544009670662E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74.0	1.0	0.0	3.2470212621403403E-19	0.0	4.6798060042876937E-4	9.990009588317347E-6	9.587916030956449E-12	4.010062728029836E-16	0.00440000951222559	1.4900940000902834E-4	4.3779769250475976E-13	9.877757726204795E-9	0.0	0.0	1.122161587389362E-10	0.0	0.0	0.0	0.9887345642235751	0.012853549334906476	3.7086237253921905E-20	1.2464290840084057E-13	3.708632470104956E-20	1.2853543927637682E-10	-1.2464281891508753E-13	0.0	0.0	1.2464287118586641E-13	1.2841085043956622E-10	1.2853543939422954E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75.0	1.0	0.0	3.247022136611677E-19	0.0	4.6798047189333035E-4	9.990009588317295E-6	9.58791597855837E-12	4.010064014524769E-16	0.004400009640761083	1.4900952854446744E-4	4.3779781035755593E-13	9.877757672222676E-9	0.0	0.0	1.1221621265547303E-10	0.0	0.0	0.0	0.9887345588201233	0.012853549264661604	3.7086246706891436E-20	1.2464290771966554E-13	3.708633415406547E-20	1.2853543857389927E-10	-1.2464281823514507E-13	0.0	0.0	1.2464287050468182E-13	1.2841084973779867E-10	1.285354386917521E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76.0	1.0	0.0	3.24702301108348E-19	0.0	4.679803433578921E-4	9.990009588317242E-6	9.587915926160262E-12	4.0100653010203907E-16	0.004400009769296575	1.4900965707990584E-4	4.3779792821041486E-13	9.877757618240528E-9	0.0	0.0	1.1221626657203859E-10	0.0	0.0	0.0	0.9887345534166688	0.012853549194416695	3.7086256159873293E-20	1.2464290703849013E-13	3.708634360708645E-20	1.2853543787142136E-10	-1.246428175552026E-13	0.0	0.0	1.2464286982349697E-13	1.284108490360307E-10	1.2853543798927428E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77.0	1.0	0.0	3.247023885555749E-19	0.0	4.6798021482245453E-4	9.99000958831719E-6	9.587915873762128E-12	4.010066587516694E-16	0.004400009897832067	1.490097856153435E-4	4.377980460633366E-13	9.877757564258351E-9	0.0	0.0	1.1221632048863284E-10	0.0	0.0	0.0	0.9887345480132113	0.012853549124171746	3.708626561285515E-20	1.246429063573144E-13	3.708635306011243E-20	1.2853543716894308E-10	-1.2464281687195142E-13	0.0	0.0	1.246428691423116E-13	1.2841084833426242E-10	1.28535437286796E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78.0	1.0	0.0	3.2470247600284835E-19	0.0	4.679800862870177E-4	9.990009588317137E-6	9.587915821363965E-12	4.0100678740136854E-16	0.0044000100263675585	1.490099141507805E-4	4.377981639163211E-13	9.877757510276144E-9	0.0	0.0	1.1221637440525586E-10	0.0	0.0	0.0	0.9887345426097507	0.01285354905392676	3.708627506582468E-20	1.2464290567613827E-13	3.7086362513143456E-20	1.2853543646646442E-10	-1.2464281619200896E-13	0.0	0.0	1.24642868461126E-13	1.2841084763249373E-10	1.2853543658431742E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79.0	1.0	0.0	3.247025634501684E-19	0.0	4.679799577515816E-4	9.990009588317085E-6	9.587915768965773E-12	4.0100691605113615E-16	0.004400010154903049	1.4901004268621674E-4	4.3779828176936833E-13	9.877757456293909E-9	0.0	0.0	1.1221642832190757E-10	0.0	0.0	0.0	0.9887345372062873	0.012853548983681734	3.7086284518818864E-20	1.2464290499496178E-13	3.708637196617953E-20	1.2853543576398534E-10	-1.2464281551041213E-13	0.0	0.0	1.2464286777994E-13	1.2841084693072466E-10	1.2853543588183842E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80.0	1.0	0.0	3.2470265089753513E-19	0.0	4.679798292161462E-4	9.990009588317032E-6	9.587915716567553E-12	4.010070447009723E-16	0.0044000102834385385	1.4901017122165232E-4	4.377983996224785E-13	9.877757402311644E-9	0.0	0.0	1.1221648223858803E-10	0.0	0.0	0.0	0.9887345318028211	0.012853548913436675	3.708629397181305E-20	1.2464290431378488E-13	3.7086381419220626E-20	1.2853543506150598E-10	-1.246428148288153E-13	0.0	0.0	1.2464286709875358E-13	1.2841084622895523E-10	1.2853543517935906E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81.0	1.0	0.0	3.247027383449485E-19	0.0	4.6797970068071146E-4	9.99000958831698E-6	9.587915664169305E-12	4.0100717335087696E-16	0.004400010411974028	1.490102997570872E-4	4.377985174756513E-13	9.877757348329352E-9	0.0	0.0	1.1221653615529723E-10	0.0	0.0	0.0	0.9887345263993521	0.012853548843191577	3.708630342484421E-20	1.2464290363260765E-13	3.7086390872266754E-20	1.2853543435902613E-10	-1.2464281414887284E-13	0.0	0.0	1.2464286641756676E-13	1.2841084552718543E-10	1.2853543447687936E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82.0	1.0	0.0	3.2470282579240844E-19	0.0	4.679795721452775E-4	9.990009588316927E-6	9.58791561177103E-12	4.010073020008502E-16	0.004400010540509517	1.4901042829252133E-4	4.37798635328887E-13	9.87775729434703E-9	0.0	0.0	1.1221659007203515E-10	0.0	0.0	0.0	0.9887345209958801	0.01285354877294644	3.708631287783839E-20	1.246429029514301E-13	3.7086400325317927E-20	1.2853543365654597E-10	-1.2464281346727602E-13	0.0	0.0	1.246428657363797E-13	1.2841084482541525E-10	1.2853543377439925E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83.0	1.0	0.0	3.2470291323991503E-19	0.0	4.6797944360984416E-4	9.990009588316875E-6	9.587915559372727E-12	4.010074306508922E-16	0.0044000106690450045	1.4901055682795477E-4	4.3779875318218557E-13	9.87775724036468E-9	0.0	0.0	1.1221664398880181E-10	0.0	0.0	0.0	0.9887345155924052	0.012853548702701266	3.70863223308449E-20	1.2464290227025214E-13	3.708640977837415E-20	1.2853543295406544E-10	-1.246428127856792E-13	0.0	0.0	1.2464286505519236E-13	1.2841084412364468E-10	1.2853543307191878E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84.0	1.0	0.0	3.2470300068746823E-19	0.0	4.679793150744115E-4	9.990009588316822E-6	9.587915506974394E-12	4.010075593010025E-16	0.0044000107975804914	1.4901068536338753E-4	4.377988710355469E-13	9.8777571863823E-9	0.0	0.0	1.122166979055972E-10	0.0	0.0	0.0	0.9887345101889274	0.012853548632456056	3.7086331783863735E-20	1.2464290158907383E-13	3.708641923143539E-20	1.285354322515845E-10	-1.2464281210573673E-13	0.0	0.0	1.2464286437400443E-13	1.2841084342187375E-10	1.285354323694379E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85.0	1.0	0.0	3.247030881350682E-19	0.0	4.679791865389795E-4	9.99000958831677E-6	9.587915454576037E-12	4.0100768795118155E-16	0.004400010926115978	1.4901081389881955E-4	4.377989888889712E-13	9.877757132399893E-9	0.0	0.0	1.1221675182242134E-10	0.0	0.0	0.0	0.988734504785447	0.012853548562210809	3.708634123688257E-20	1.246429009078952E-13	3.708642868450169E-20	1.2853543154910323E-10	-1.246428114241399E-13	0.0	0.0	1.246428636928163E-13	1.2841084272010245E-10	1.285354316669567E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86.0	1.0	0.0	3.247031755827147E-19	0.0	4.6797905800354824E-4	9.990009588316717E-6	9.58791540217765E-12	4.0100781660142903E-16	0.0044000110546514645	1.4901094243425093E-4	4.3779910674245807E-13	9.877757078417456E-9	0.0	0.0	1.1221680573927419E-10	0.0	0.0	0.0	0.9887344993819634	0.012853548491965522	3.7086350689901405E-20	1.2464290022671615E-13	3.7086438137573004E-20	1.2853543084662152E-10	-1.2464281074254308E-13	0.0	0.0	1.2464286301162777E-13	1.2841084201833077E-10	1.2853543096447503E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87.0	1.0	0.0	3.247032630304078E-19	0.0	4.679789294681177E-4	9.990009588316665E-6	9.587915349779234E-12	4.0100794525174515E-16	0.004400011183186949	1.490110709696816E-4	4.377992245960079E-13	9.877757024434991E-9	0.0	0.0	1.1221685965615582E-10	0.0	0.0	0.0	0.988734493978477	0.0128535484217202	3.7086360142932565E-20	1.2464289954553675E-13	3.7086447590649364E-20	1.2853543014413952E-10	-1.2464281006260062E-13	0.0	0.0	1.2464286233043878E-13	1.2841084131655872E-10	1.2853543026199308E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88.0	1.0	0.0	3.247033504781477E-19	0.0	4.679788009326878E-4	9.990009588316612E-6	9.587915297380795E-12	4.0100807390212994E-16	0.004400011311722432	1.4901119950511157E-4	4.3779934244962067E-13	9.8777569704525E-9	0.0	0.0	1.1221691357306619E-10	0.0	0.0	0.0	0.988734488574988	0.012853548351474843	3.708636959597605E-20	1.2464289886435702E-13	3.708645704373077E-20	1.285354294416571E-10	-1.2464280937934943E-13	0.0	0.0	1.2464286164924964E-13	1.2841084061478634E-10	1.2853542955951078E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89.0	1.0	0.0	3.2470343792593395E-19	0.0	4.679786723972587E-4	9.99000958831656E-6	9.587915244982325E-12	4.0100820255258326E-16	0.004400011440257916	1.4901132804054083E-4	4.377994603032962E-13	9.877756916469978E-9	0.0	0.0	1.1221696749000529E-10	0.0	0.0	0.0	0.988734483171496	0.012853548281229445	3.708637904899489E-20	1.2464289818317692E-13	3.7086466496817214E-20	1.285354287391744E-10	-1.2464280869940697E-13	0.0	0.0	1.2464286096805994E-13	1.2841083991301355E-10	1.2853542885702806E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90.0	1.0	0.0	3.2470352537376703E-19	0.0	4.6797854386183027E-4	9.990009588316507E-6	9.587915192583826E-12	4.01008331203105E-16	0.0044000115687933975	1.4901145657596936E-4	4.377995781570343E-13	9.877756862487425E-9	0.0	0.0	1.1221702140697308E-10	0.0	0.0	0.0	0.9887344777680008	0.01285354821098401	3.70863885020507E-20	1.2464289750199644E-13	3.7086475949908687E-20	1.285354280366912E-10	-1.2464280801781014E-13	0.0	0.0	1.2464286028687E-13	1.2841083921124037E-10	1.2853542815454497E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91.0	1.0	0.0	3.247036128216466E-19	0.0	4.6797841532640247E-4	9.990009588316455E-6	9.587915140185298E-12	4.0100845985369536E-16	0.004400011697328878	1.490115851113972E-4	4.3779969601083536E-13	9.877756808504844E-9	0.0	0.0	1.1221707532396962E-10	0.0	0.0	0.0	0.9887344723645028	0.012853548140738538	3.7086397955094187E-20	1.2464289682081557E-13	3.7086485403005197E-20	1.2853542733420768E-10	-1.2464280733621332E-13	0.0	0.0	1.2464285960567954E-13	1.2841083850946683E-10	1.2853542745206147E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
