time	compartment	Glcin	MgATP	Glc6P	MgADP	Fru6P	Fru16P2	GraP	DHAP	Phi	NAD	Gri13P2	NADH	Gri3P	Gri23P2f	Gri2P	PEP	Pyr	Lac	NADPHf	NADPf	AMPf	ADPf	GlcA6P	Rul5P	GSSG	GSH	Xul5P	Rib5P	Sed7P	E4P	MgAMP	ATPf	Mgf	MgGri23P2	P1NADP	P1f	P1NADPH	P2NADP	P2f	P2NADPH	PRPP	Lacex	Pyrex	Glcout	Phiex	vGLT	vHEX	vGPI	vPFK	vALD	vTPI	vGAPDH	vPGK	vBPGM	vBPGP	vPGM	vENO	vPK	vLDHNADH	vLDHNADPH	vATPase	vAK	vG6PDH	vPGLDH	vGSSGRD	vGSHox	vRibPepi	vRibPiso	vTrKet1	vTrAld	vPPRPPS	vTrKet2	vPhiexch	vLacexch	vPyrexch	vMgATP	vMgADP	vMgAMP	vMgGri23P2	vP1NADP	vP1NADPH	vP2NADP	vP2NADPH
0.0	1.0	4.5663	1.4	0.0394	0.1	0.0153	0.0097	0.0061	0.1492	0.9992	0.0653	5.0E-4	2.0E-4	0.0658	2.0601	0.0084	0.0109	0.084	1.6803	0.004	0.0	0.0	0.25	0.025	0.0047	4.0E-4	3.1136	0.0127	0.014	0.0154	0.0063	0.0	0.25	0.8	0.5	0.0	0.0	0.024	0.0	0.0	0.024	1.0	1.68	0.084	5.0	1.0	1.5160796191654857	1.5987076538583311	1.503593989662425	0.001729776476049521	1.4391598434915303	-3.6981036673356096	-82.0558865818973	-20.067394034302342	0.5546605745932849	0.4915954680120286	3.0811564733315215	2.9258833917163445	2.2445288310398666	13.241754455445554	0.0817824	2.352	-879.0641846361186	-0.005905267750445705	-0.03152873675906018	0.17605978207711417	0.09340799999999999	-0.0860186790842238	0.030814807992662584	0.02319573548385145	0.028141682965641575	0.025816649104320345	0.021902698423329807	0.08000000000000229	-2.9999999999996696	0.0	-1.3777777777777782E7	-1631578.947368421	0.0	-4886502.699460108	0.0	240000.0	0.0	240000.0
1.0	1.0	4.562920352715563	1.4226973322818777	0.039171555283770206	0.13908285241531956	0.015216970603424394	0.009636979642191663	0.006034666946231658	0.1485452781132968	0.9987033007922432	0.06534337375751352	4.7727071377552823E-4	1.5662624248670925E-4	0.0661349526009209	1.9309936631213875	0.008484762054627842	0.010977614901373743	0.08398710560316199	1.6803111878779546	0.004889932675478576	2.3221510340839948E-5	0.07219846618354392	0.18462325251115552	0.024733241254998626	0.004703829701410145	1.867158533343458E-4	3.1140265682933403	0.012694772911594671	0.013951229684886324	0.015238725141457706	0.006220413937663238	0.0024841389832484235	0.17891395762438794	0.5725333522350505	0.6632023240899433	5.68563135757066E-6	4.896866132211707E-5	0.02394534570736804	0.002006769302986923	8.641855243675811E-4	0.021129045172277403	1.0	1.68	0.084	5.0	1.0	1.5282364659330465	1.5408821232210526	1.4453934325119682	1.494020331217838	1.4940256387133093	1.4940814944559404	3.011917153865565	2.491059899626074	0.5208569971738812	0.49206409607615276	2.982975268700062	2.9829568558401394	2.9829356874409534	3.0119170488916955	0.09996159079149862	2.3901315182335545	0.025100531885532268	0.0960786164112369	0.09724204830803725	0.09342069865381324	0.09342079704880021	0.04788858376321629	0.04938447423044112	0.023740726396854237	0.02416447866768853	0.025737444979414513	0.024231254213152767	0.12966992077567685	-3.111878779546995	0.12894396838020183	5.506373135233389E-4	-0.0240145686669635	0.025727740645374586	-0.005000554414991143	-1.8772493901432572E-7	2.1621593404574924E-7	-6.063674302253519E-5	5.874294106700262E-5
2.0	1.0	4.559454373585912	1.421489379347439	0.039065371977531696	0.13884231627096644	0.015175639974506208	0.009640937627314673	0.006037455046641027	0.14861314693585842	0.9987564298504955	0.0653434051756118	4.776270053549871E-4	1.5659482438844458E-4	0.0661269834583485	1.9527367568579135	0.008484202286403916	0.010978485498538491	0.08398766464566158	1.6803104736074035	0.004889128090822807	2.3449659479859887E-5	0.07236014280073569	0.18519967121274544	0.024457370127523703	0.004695126279491715	1.867447119798994E-4	3.114026510576047	0.012671343803393208	0.013925199296951643	0.01516668964304637	0.0062132422449232005	0.0024776604189250223	0.17963082994872961	0.5697643068119379	0.667426337156176	5.742421500287919E-6	4.897658753502185E-5	0.023945280991012452	0.002025115318857961	8.636011626513131E-4	0.021111283518122942	1.0	1.68	0.084	5.0	1.0	1.5407095196519702	1.5401702005152742	1.4433994117780726	1.4906230827807312	1.4906177609240792	1.4905020838846255	3.0047746044707884	2.488883811143125	0.5158830829993705	0.4924133970485599	2.981373008428794	2.981378815257212	2.981382009784315	3.004771882425795	0.09994580178963668	2.3881021573036976	0.025702543096261993	0.09671156938658837	0.09665298819121527	0.09342079171982083	0.09342079531728141	0.047289504785555624	0.049360980565529206	0.023662868393731176	0.023627090090189855	0.02569011806709357	0.023619987571176403	0.12435701495044915	-3.104736074035497	0.12335354338421922	7.256351075568546E-4	-0.02532097670426836	0.02570146536567952	-0.0037072300784757317	-6.21144506814629E-9	7.042977312465837E-9	-2.0047722162908066E-6	1.940878013861891E-6
3.0	1.0	4.560480974678247	1.4208526524684513	0.039133470761587824	0.13850820519652277	0.015202758131042405	0.009647565244861702	0.006041561916450897	0.14871329009883608	0.9988361361060919	0.06534344296581324	4.7812355038374905E-4	1.56557034187032E-4	0.06606797277062815	1.9707462724816533	0.008477395847022295	0.010972357339587104	0.08398807038392289	1.6803096002379319	0.004889114427519899	2.3453535531691554E-5	0.07234562906911969	0.18552601962724047	0.024545257710641123	0.004699113782161928	1.8674520713601837E-4	3.114026509585738	0.012682113173385133	0.013937123441618236	0.015206568952982849	0.006222953825346747	0.0024668554563101975	0.18030063818189274	0.5673933936387416	0.6707788932454166	5.743386466859466E-6	4.897672215777927E-5	0.023945279891423105	0.0020254267850721114	8.635912407769766E-4	0.021110981973783523	1.0	1.68	0.084	5.0	1.0	1.5370144819198317	1.5358675000699487	1.43906957660551	1.4862525006782188	1.48624975329451	1.4861726162047044	2.9960667778984313	2.48394352075743	0.51209410438487	0.4926959664342325	2.9767019175383176	2.976705807053196	2.976705935429621	2.9960608108583844	0.09994600519757585	2.387032456146998	0.025744974543161894	0.09672995855440988	0.09663714776387446	0.09342079577865989	0.09342079528757213	0.0472608129358831	0.04937228896828911	0.023648669747954314	0.023608682495053913	0.02571135347194587	0.02360125516230878	0.11638638939081014	-3.0960023793191738	0.11929616077113736	6.213185521630749E-4	-0.025463558761540384	0.025721480930405993	-0.003024331896028798	9.316091870376422E-10	-1.0408340855860843E-9	3.0069696732581974E-7	-2.9112129373842777E-7
4.0	1.0	4.56154846335788	1.4203367378529428	0.039195076603502195	0.13822863870094057	0.015227262161343845	0.009653145846337856	0.006045006659904345	0.14879728406472092	0.9989027229023635	0.06534347463392788	4.7854011604115483E-4	1.5652536607236748E-4	0.06601752013046568	1.985674944549925	0.008471570145002258	0.010967082943054783	0.0839884032233943	1.6803088706941227	0.004889128666558149	2.3449496154139294E-5	0.072328857896605	0.18579065869972453	0.02463101295563163	0.0047029750456103105	1.8674469963222905E-4	3.114026510600746	0.012692538955955285	0.01394866251397301	0.015242384224334276	0.006231261903327333	0.002457799758385838	0.1808573070909408	0.5654416001627065	0.6735352235304716	5.7423808402171E-6	4.89765818623919E-5	0.023945281037345112	0.002025102194645	8.636015807349775E-4	0.021111296224252847	1.0	1.68	0.084	5.0	1.0	1.5331728117576207	1.5321964665850516	1.4354180005972157	1.4826098490328108	1.4826036745626288	1.4825216389886207	2.988729808271868	2.4799923735851173	0.5090088870821652	0.49292670224937585	2.972725334208704	2.972731431550816	2.9727394227502355	2.9887576950991823	0.09994669248229889	2.386165719592944	0.025754751731648446	0.09672300424427974	0.09664478509301029	0.09342079582530298	0.09342079531802237	0.04725576640137827	0.04938557177855349	0.02364306373641263	0.023610109028250757	0.02573193925325074	0.023603730182876165	0.10972770976365176	-3.088706941227759	0.11596776605699022	3.878186660699612E-4	-0.025496587618967226	0.025740710942953604	-0.0025435331618695045	9.186411126151789E-10	-1.0061396160665481E-9	2.965336309834754E-7	-2.8706204080464204E-7
5.0	1.0	4.562436398103269	1.4199069675901208	0.0392457041349463	0.13799819769330854	0.015247400495753936	0.009657753204988895	0.006047843252826562	0.14886645941438453	0.9989573061856106	0.06534350040000603	4.788819910195112E-4	1.5649959999411832E-4	0.06597600854798549	1.9980742675554637	0.008466771917307499	0.010962727982568518	0.08398867080733828	1.6803082758337702	0.00488914010076578	2.3446252504060906E-5	0.07231553595390694	0.1860103212896498	0.024702199494373422	0.004706164375367699	1.8674429178512384E-4	3.114026511416439	0.012701150301433432	0.01395819463601507	0.015271801425973609	0.006238080601874905	0.0024503533492443324	0.1813186241233075	0.5638323264238488	0.6758121549489219	5.741573318544443E-6	4.897646920319484E-5	0.023945281957525943	0.002024841540438328	8.636098839530818E-4	0.021111548575242504	1.0	1.68	0.084	5.0	1.0	1.5299777335868425	1.5291728093599137	1.4324107597112536	1.4796107930977904	1.4796104485453074	1.4795706529065262	2.982816970298644	2.476335205068436	0.5064748082518399	0.49311602683989375	2.96946672366435	2.9694673319946445	2.9694662176204334	2.982814242181616	0.09994724475240431	2.385443705551403	0.02577556073275261	0.09671641860062927	0.09665184180561799	0.09342079570399274	0.09342079534249316	0.04725290168489645	0.04939621349422285	0.023638758352123757	0.023611408971470148	0.02574894231704037	0.02360682185356228	0.10426938143893727	-3.0827583377024403	0.11329192661724274	4.267808328961564E-4	-0.025587846563812633	0.025755977680480546	-0.0020610213535832145	6.709940898264391E-10	-6.938893903907228E-10	2.1658889959308425E-7	-2.0969337377607644E-7
6.0	1.0	4.563168717949143	1.4195482229911351	0.03928729521519113	0.13780780843882545	0.015263945883300711	0.009661540589000952	0.006050182100267524	0.1489234893444131	0.9990022045662782	0.06534352187065844	4.7916466452506884E-4	1.5647812934161895E-4	0.06594182499654366	2.0083900299934454	0.00846282838772492	0.010959171886890499	0.08398889592049563	1.6803077804800246	0.004889148589069279	2.344384457187085E-5	0.07230500231276013	0.18619311538484928	0.024761014286867663	0.004708788226665469	1.867439890757359E-4	3.1140265120218587	0.01270823486103993	0.013966036335906531	0.015295960060508793	0.006243681762946366	0.0024442143424291862	0.18170163652953708	0.562501659338755	0.6776980948942983	5.740973855001892E-6	4.8976385569785436E-5	0.023945282640622886	0.0020246480398274044	8.636160479582926E-4	0.02111173591184825	1.0	1.68	0.084	5.0	1.0	1.5273428917819665	1.5266783315854071	1.4299281023900081	1.4771343696384898	1.477133145904649	1.4770995122339543	2.9779202296389777	2.4732408793873777	0.5043870330553759	0.49327196367373727	2.966762565205694	2.966764532761053	2.9667634480147194	2.977862514065822	0.0999476862359788	2.384841014625107	0.02578215008218901	0.09671103342317347	0.09665761658125611	0.09342079564302426	0.09342079536065576	0.04725025709818698	0.049405074939388144	0.02363524649069387	0.02361259035873908	0.02576292746321618	0.023608936646933053	0.09977954337218042	-3.077804800246664	0.11104079504373199	4.069145020935139E-4	-0.025630561006906305	0.025768390364208638	-0.0016912393707713136	5.155127220284397E-10	-5.551115123125783E-10	1.664727383721143E-7	-1.6115581091824538E-7
7.0	1.0	4.563774100225775	1.4192483721853146	0.03932156967588957	0.13765016942702707	0.015277581420289352	0.00966469266538528	0.006052123674255336	0.14897082941687181	0.9990394476032362	0.0653435397360629	4.79399724667711E-4	1.5646026393737502E-4	0.06591340980309456	2.0169841147533445	0.008459549784333215	0.01095621165704566	0.08398908327416985	1.6803073693588548	0.004889154927825732	2.344204643008361E-5	0.0722966721162794	0.18634549931852787	0.02480971502375703	0.0047109535322738295	1.8674376299145017E-4	3.114026512474024	0.012714081345394784	0.013972507167297237	0.01531586376898281	0.006248303850781234	0.0024391408881357583	0.18202014606425143	0.5613987517580178	0.6792635657469497	5.740526202290753E-6	4.897632311557499E-5	0.023945283150729826	0.0020245035399457196	8.636206510258512E-4	0.021111875808662934	1.0	1.68	0.084	5.0	1.0	1.5251649568869066	1.5246147720341876	1.4278762403826177	1.4750879389608564	1.475083307357717	1.4750328858843216	2.9737390443270058	2.4710909612230747	0.5026625489002347	0.4934007995743094	2.9645161162096088	2.964520670624765	2.9645260633616384	2.973742232064372	0.09994803882522489	2.3843372652713284	0.025783986118201506	0.09670662867058376	0.09666233791928772	0.0934207955808342	0.09342079537422072	0.0472478488825769	0.049412525948536845	0.023632315859528744	0.02361410060959289	0.02577446587385028	0.023610231617961344	0.09605523967638474	-3.0736935885489203	0.10916725830159568	2.860844894314596E-4	-0.025639546319400353	0.02577899103385628	-0.0014283918492452585	4.032300345404097E-10	-4.85722573273506E-10	1.3015630240253984E-7	-1.2601031329495527E-7
8.0	1.0	4.564275769606452	1.4189976757963212	0.03934989005597764	0.13751933700650576	0.01528884900043027	0.00966731715688319	0.006053734226390243	0.1490101070587198	0.9990702265637194	0.0653435542979502	4.795936664816037E-4	1.564457020499976E-4	0.06588987025904082	2.0241520066225296	0.008456828596072136	0.010953741245939019	0.08398923415160806	1.6803070326036846	0.004889159710174615	2.3440689808731907E-5	0.07229000509678779	0.1864726334212594	0.024850127728822707	0.00471274531042706	1.8674359242408495E-4	3.1140265128151574	0.012718919256448195	0.013977861992055238	0.015332309249232475	0.006252130995394796	0.0024349366104972647	0.18228541206816243	0.5604827698294416	0.6805652807626767	5.740188468116681E-6	4.897627599636756E-5	0.023945283535583207	0.0020243945199122453	8.636241238724256E-4	0.02111198135585075	1.0	1.68	0.084	5.0	1.0	1.523360274069723	1.5229039536031195	1.4261745277127567	1.4733905387453943	1.4733905338358584	1.4733659982054632	2.970406196417297	2.4690426329727453	0.5012324390896318	0.4935075159718098	2.962669010275918	2.9626699763726805	2.9626675110774734	2.970383053933588	0.0999483161771601	2.3839160953378196	0.02579706501793681	0.09670299054264977	0.09666621348293923	0.09342079553585748	0.09342079538445472	0.04724604288680667	0.049418615018180706	0.02362990233377909	0.02361450743267273	0.025784013015660398	0.023611957393790555	0.09297734362806453	-3.070326036846982	0.10765848391949828	2.597677628557449E-4	-0.02568938395342002	0.02578788606700383	-0.0011771761343482012	2.8210432308304473E-10	-2.42861286636753E-10	9.106430887140249E-8	-8.819334151866087E-8
9.0	1.0	4.564692338030273	1.4187879406978394	0.03937335778354534	0.13741057282773048	0.015298186279488493	0.009669502743146399	0.00605507483310865	0.14904279959967545	0.9990958583250924	0.06534356646118074	4.7975536622563825E-4	1.5643353881936964E-4	0.06587025448777055	2.0301359640998067	0.008454562241616195	0.010951687156945084	0.08398936009647413	1.6803067522178865	0.004889163356367846	2.3439655488174048E-5	0.07228464433056284	0.18657880753365708	0.024883722760889685	0.004714231307126224	1.8674346239051028E-4	3.114026513075223	0.012722931563650744	0.013982302486883553	0.015345933053807036	0.006255304040400484	0.0024314459770153943	0.18250658863272562	0.5597207886797172	0.6816492518231424	5.739930971926388E-6	4.8976240071457295E-5	0.023945283829004328	0.0020243113998375905	8.636267716699636E-4	0.021112061828128647	1.0	1.68	0.084	5.0	1.0	1.521861820898208	1.521482556758773	1.4247614783893474	1.4719812253073725	1.4719823417836668	1.4719690139413422	2.967580202267086	2.4675236169187893	0.5000455830635626	0.4935960961225123	2.9611264157068677	2.9611256458650845	2.9611230977840286	2.967577142382195	0.0999485406233622	2.38356374037237	0.025805679486722313	0.09670000052158405	0.09666940467263552	0.09342079550720538	0.09342079539225669	0.047244331377796496	0.049423814576766936	0.02362788746580219	0.023615107391501647	0.025791929087648106	0.023613068912878777	0.09041416749075992	-3.0675221788656337	0.10639903525871963	2.0701884650975444E-4	-0.02571821755559256	0.025795312912600676	-9.827438862686222E-4	2.1069097530003467E-10	-2.0816681711721685E-10	6.800983387567072E-8	-6.58501031480796E-8
