time	Cytoplasm	MAPK	MAPKMEKpp	MAPKp	MAPKPH	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKp	MEKPH	MEKpMEKPH	MEKpp	MEKppMEKPH	MEKpRAFp	MEKRAFp	RAF	RAFK	RAFp	RAFPH	RAFpRAFPH	RAFRAFK	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	Reaction13	Reaction14	Reaction15	Reaction16	Reaction17	Reaction18	Reaction19	Reaction20	Reaction21	Reaction22	Reaction23	Reaction24	Reaction25	Reaction26	Reaction27	Reaction28	Reaction29	Reaction30
10.0	1.0	0.3999486409014065	4.4257399204729664E-5	2.994979482510815E-6	0.2999958935153563	4.106475502377531E-6	2.2511308729080138E-10	1.0149789905978592E-11	9.141137560788165E-12	0.1696127617878276	0.002887759580360549	0.1949020731222994	0.005088645520633051	6.406003452237367E-6	9.281357067718185E-6	2.794157157430927E-4	0.02207147241059794	0.19154085392844056	0.14331190524130408	0.024382304609834312	0.29496214142331173	0.00503785857668824	0.05668809475869589	0.02745008470803114	0.02267523790347836	0.00566880947586959	0.003595928390276107	0.00251892928834412	5.03785857668824E-4	0.013647315077966057	0.009270018412451134	0.002207147241059794	0.0056283032889105225	0.00407091641650644	5.08864552063305E-4	2.3235377130345007E-4	1.1176628629723708E-4	2.794157157430927E-5	1.2485433532696697E-5	7.425085654174548E-6	9.281357067718185E-7	5.1241447486641064E-5	2.6554439522837796E-5	4.425739920472967E-6	4.4924077295799575E-6	1.6425902009510124E-6	4.106475502377531E-7	3.8371697808688725E-10	1.3506785237448083E-10	2.251130872908014E-11	1.522447645918596E-11	3.6564550243152664E-12	9.141137560788166E-13
11.0	1.0	0.39991976287341197	6.81315293880317E-5	4.92022376037281E-6	0.2999928152363676	7.184736209932988E-6	5.817093993248543E-10	2.8098095506403904E-11	2.7422335250449524E-11	0.16575922028782294	0.0034297295085409744	0.19382177695942326	0.006164109801452682	9.427826031760846E-6	1.4113239124209759E-5	3.814320166721263E-4	0.024173835209257866	0.18733868795032904	0.14420165880846025	0.02670034583889252	0.2943926422066912	0.005607357793308735	0.055798341191539716	0.027014549561437954	0.022319336476615888	0.005579834119153972	0.003930192679672001	0.0028036788966543675	5.607357793308735E-4	0.014605234075311137	0.010153010787888304	0.002417383520925787	0.00664756267835581	0.004931287841162146	6.164109801452683E-4	3.021973812392663E-4	1.5257280666885055E-4	3.814320166721264E-5	1.827317994340195E-5	1.1290591299367809E-5	1.411323912420976E-6	7.540747902067156E-5	4.087891763281902E-5	6.813152938803171E-6	7.3801588873355315E-6	2.8738944839731952E-6	7.184736209932988E-7	9.277402730026204E-10	3.490256395949126E-10	5.817093993248543E-11	4.2146133868732184E-11	1.096893410017981E-11	2.7422335250449526E-12
12.0	1.0	0.39988033771835124	1.0015219115399048E-4	7.674233954716087E-6	0.299988165573673	1.1834353079809595E-5	1.3602917263153472E-9	6.992154757621378E-11	7.324707520474405E-11	0.16194613224310175	0.003991728260520956	0.1926959561840116	0.00728354082937711	1.3337012321282171E-5	2.0502986611398568E-5	5.025047242920839E-4	0.026142100392329712	0.18326995046498357	0.1450798343063043	0.028995874303156647	0.2938305955784576	0.006169404421542387	0.054920165693695656	0.026588774046784412	0.021968066277478264	0.005492016569369566	0.004259937507907306	0.0030847022107711934	6.169404421542387E-4	0.015496039991531095	0.010979682164778478	0.0026142100392329715	0.007691898939878271	0.005826832663501688	7.28354082937711E-4	3.8195404795159847E-4	2.0100188971683354E-4	5.0250472429208385E-5	2.569988341887412E-5	1.6402389289118854E-5	2.0502986611398568E-6	1.0666417982376252E-4	6.0091314692394286E-5	1.0015219115399048E-5	1.1510896831292366E-5	4.733741231923839E-6	1.1834353079809597E-6	2.047027056209009E-9	8.161750357892083E-10	1.3602917263153472E-10	1.0487818395730337E-10	2.929883008189762E-11	7.324707520474406E-12
13.0	1.0	0.3998282684824749	1.417132234565475E-4	1.146742160173457E-5	0.29998145221573025	1.8547606490164283E-5	2.928849668422797E-9	1.5934768752315903E-10	1.777794334127378E-10	0.15818733032432636	0.0045685478572245475	0.19153809539168135	0.008433220112116623	1.825712581854604E-5	2.86844962021335E-5	6.428493781949024E-4	0.02797939455381069	0.17932979930494433	0.1459436524422604	0.0312676978302082	0.2932760886248975	0.006723911375102369	0.05405634755773959	0.026172045902301107	0.021622539023095837	0.005405634755773959	0.004585034059974328	0.0033619556875511846	6.72391137510237E-4	0.01632230702898961	0.011751345712600489	0.002797939455381069	0.008750509552785368	0.006746576089693299	8.433220112116623E-4	4.713983139443895E-4	2.57139751277961E-4	6.428493781949025E-5	3.4969351066106E-5	2.29475969617068E-5	2.86844962021335E-6	1.4599430006991898E-4	8.50279340739285E-5	1.417132234565475E-5	1.7200068926291857E-5	7.419042596065714E-6	1.8547606490164285E-6	4.187243179943616E-9	1.7573098010536783E-9	2.928849668422797E-10	2.3900675355207824E-10	7.111177336509512E-11	1.777794334127378E-11
14.0	1.0	0.39976137725078104	1.9420274070449997E-4	1.652951417404192E-5	0.29997211572622107	2.7883875592590678E-5	5.883261882829688E-9	3.3729981522077354E-10	3.981862312443149E-10	0.15449422096891718	0.005155442752450981	0.1903601667142059	0.00960095036705616	2.430843143149139E-5	3.888291873808542E-5	8.023648767356697E-4	0.029689621060704063	0.17551462168706256	0.1467917721016072	0.03351444172594493	0.29272927724883985	0.007270722751160091	0.05320822789839276	0.025764102347187092	0.021283291159357107	0.005320822789839277	0.00490532915191711	0.0036353613755800455	7.270722751160091E-4	0.01708669896667151	0.012469640845495705	0.0029689621060704063	0.009813909418421132	0.007680760293644929	9.600950367056161E-4	5.701798928049297E-4	3.209459506942679E-4	8.023648767356697E-5	4.6273570598595434E-5	3.110633499046834E-5	3.888291873808542E-6	1.9435144055718348E-4	1.1652164442269998E-4	1.9420274070449997E-5	2.479196669356957E-5	1.1153550237036273E-5	2.788387559259068E-6	8.036131237911261E-9	3.5299571296978126E-9	5.883261882829688E-10	5.059026960291942E-10	1.5927449249772597E-10	3.981862312443149E-11
15.0	1.0	0.39967743720832016	2.5897930430403537E-4	2.3106720098942716E-5	0.2999595350423595	4.0464124692418165E-5	1.1139144647000154E-8	6.704919962585415E-10	8.329479722248648E-10	0.1508761139625026	0.005748105705105354	0.18917269895593805	0.010775989908381396	3.1606240023089E-5	5.131113568064168E-5	9.806675130949556E-4	0.03127721509176334	0.17182133379137324	0.14762349709431943	0.03573464761485804	0.29219036691676986	0.0078096330832300165	0.05237650290568051	0.025364866169692878	0.020950601162272205	0.005237650290568051	0.005220659899113423	0.0039048165416150082	7.809633083230016E-4	0.01779196572763234	0.013136430338540601	0.003127721509176334	0.010873846701188052	0.008620791926705116	0.0010775989908381395	6.778415550221532E-4	3.9226700523798227E-4	9.806675130949557E-5	5.979037729016936E-5	4.104890854451335E-5	5.131113568064169E-6	2.52646020244385E-4	1.553875825824212E-4	2.589793043040354E-5	3.4655405086164E-5	1.6185649876967268E-5	4.046412469241817E-6	1.4606330831870366E-8	6.683486788200092E-9	1.1139144647000154E-9	1.0056023372366778E-9	3.3317918888994594E-10	8.329479722248649E-11
16.0	1.0	0.3995742036494814	3.373507718619572E-4	3.14586480524562E-5	0.29994303437392494	5.6963983181052614E-5	2.0041935027319252E-8	1.2625943864177074E-9	1.6428938626235844E-9	0.14734047609431378	0.006342645870908418	0.18798486432956568	0.011948968632524952	4.025950111628741E-5	6.616703790943906E-5	0.0011771254307851534	0.03274698661864505	0.16824707630357486	0.14843843079040328	0.037926836036840876	0.29165959359944243	0.008340406400557474	0.05156156920959667	0.024974331991575897	0.02062462768383867	0.005156156920959667	0.005530862792508849	0.004170203200278737	8.340406400557474E-4	0.018440921658783065	0.01375373437983092	0.0032746986618645054	0.01192321423533199	0.009559174906019962	0.0011948968632524953	7.938364169527748E-4	4.708501723140614E-4	1.1771254307851535E-4	7.568176855321286E-5	5.293363032755125E-5	6.6167037909439065E-6	3.2173316195731897E-4	2.024104631171743E-4	3.373507718619572E-5	4.7179011770775384E-5	2.2785593272421048E-5	5.696398318105262E-6	2.533018952769506E-8	1.202516101639155E-8	2.0041935027319254E-9	1.8935319572280555E-9	6.571575450494338E-10	1.6428938626235845E-10
17.0	1.0	0.39944944352316525	4.305558412972335E-4	4.185507090505661E-5	0.29992189119742463	7.810572369251496E-5	3.449386411206159E-8	2.2681932103664673E-9	3.07888270662028E-9	0.14389314540645548	0.006935568451383691	0.18680457383811266	0.013111794635210734	5.036963638783912E-5	8.363152667665437E-5	0.0013908928613114338	0.0341040071474129	0.16478908269987633	0.14923632523158264	0.040089550314398155	0.29113720779141594	0.008862792208583986	0.0507636747684173	0.02459251714041291	0.02030546990736692	0.00507636747684173	0.00583577987007368	0.004431396104291993	8.862792208583986E-4	0.01903641792580805	0.014323683001913418	0.00341040071474129	0.012955959088857896	0.010489435708168588	0.0013111794635210735	9.175446072893066E-4	5.563571445245736E-4	1.390892861311434E-4	9.40927845981098E-5	6.69052213413235E-5	8.363152667665437E-6	4.0240246451173024E-4	2.583335047783401E-4	4.305558412972335E-5	6.27662601102344E-5	3.124228947700598E-5	7.810572369251495E-6	4.216449404949852E-8	2.0696318467236954E-8	3.4493864112061594E-9	3.4014039862713445E-9	1.231553082648112E-9	3.07888270662028E-10
18.0	1.0	0.3993009631650836	5.39748273844922E-4	5.457261612372653E-5	0.29989534506009685	1.0464942302217349E-4	5.709537865432793E-8	3.9096662143204695E-9	5.516880794707185E-9	0.1405385219028755	0.007523755278522941	0.1856385762973301	0.014257556551558118	6.202960497859506E-5	1.0386715111184109E-4	0.0016209437069112504	0.03535352043481827	0.1614446233433583	0.15001701490795544	0.0422213892851288	0.29062346186226085	0.009376538137739018	0.0499829850920445	0.024219440466909832	0.0199931940368178	0.00499829850920445	0.00613526315933915	0.004688269068869509	9.376538137739019E-4	0.019581314421299092	0.014848478582623673	0.0035353520434818274	0.01396699218314521	0.011406045241246495	0.0014257556551558119	0.001048289221651847	6.483774827645001E-4	1.6209437069112504E-4	1.1515087556512166E-4	8.309372088947287E-5	1.0386715111184109E-5	4.953696202540535E-4	3.238489643069532E-4	5.3974827384492206E-5	8.183036771628587E-5	4.18597692088694E-5	1.046494230221735E-5	6.77023564160653E-8	3.425722719259676E-8	5.709537865432793E-9	5.8624534920671986E-9	2.206752317882874E-9	5.516880794707185E-10
19.0	1.0	0.3991266339255535	6.659837532548926E-4	6.989145619815446E-5	0.299862606929565	1.373835694866608E-4	9.129758298747965E-8	6.496975762045765E-9	9.50094816410446E-9	0.13727974154628317	0.008104445834960113	0.18449255793820768	0.015380424765433779	7.53231896466319E-5	1.2701729635860638E-4	0.0018661041149925488	0.036500868201487346	0.15821098308272363	0.15078038744758432	0.044321032336381565	0.2901186002880004	0.009881399711999396	0.049219612552415644	0.02385511332767628	0.01968784502096626	0.004921961255241565	0.006429177932375112	0.004940699855999698	9.881399711999396E-4	0.020078453551869636	0.015330364644624684	0.003650086820148735	0.014952099427634447	0.012304339812347024	0.001538042476543378	0.0011853514395350762	7.464416459970196E-4	1.866104114992549E-4	1.3896567929971843E-4	1.0161383708688511E-4	1.2701729635860639E-5	6.012698228039259E-4	3.995902519529355E-4	6.659837532548926E-5	1.047891712884105E-4	5.4953427794664324E-5	1.3738356948666081E-5	1.052889481978571E-7	5.4778549792487786E-8	9.129758298747965E-9	9.7410004458262E-9	3.800379265641784E-9	9.50094816410446E-10
20.0	1.0	0.398924415456879	8.102093135903804E-4	8.809206440625982E-5	0.2998228688465956	1.7711535905499875E-4	1.4156146488190272E-7	1.0450255494471614E-8	1.579434913246549E-8	0.1341188364115238	0.008675218350460163	0.1833712405572916	0.01647555360341638	9.032449065436624E-5	1.5320583929212084E-4	0.0021250837238650823	0.0375514267057329	0.15508545376848196	0.1515263703862454	0.0463872584215237	0.2896228522333578	0.010377147766641993	0.04847362961375454	0.023499535909241934	0.019389451845501816	0.004847362961375454	0.006717405045663771	0.005188573883320996	0.0010377147766641992	0.020530636908590874	0.01577159921640782	0.0037551426705732904	0.01590785551029261	0.013180442882733104	0.001647555360341638	0.0013279846651036023	8.50033489546033E-4	2.1250837238650825E-4	1.656291390399663E-4	1.2256467143369667E-4	1.5320583929212084E-5	7.206528927146677E-4	4.8612558815422824E-4	8.102093135903805E-5	1.3206007736451945E-4	7.08461436219995E-5	1.7711535905499875E-5	1.5913741696374088E-7	8.493687892914163E-8	1.4156146488190273E-8	1.5666127912661887E-8	6.317739652986196E-9	1.579434913246549E-9
21.0	1.0	0.39869237648077743	9.732552428408723E-4	1.0945209284987664E-4	0.2997753136604957	2.2466090083484667E-4	2.1351908755250577E-7	1.6324940402642263E-8	2.543866915958051E-8	0.13105688217032663	0.009233970751496212	0.18227847677919753	0.017538986027181933	1.0709761221195285E-4	1.8253719362062613E-4	0.002396505277815283	0.038510552205419	0.15206533345392217	0.15225492490571377	0.0484189600104208	0.2891364260418631	0.010863573958136759	0.04774507509428614	0.023152695925789245	0.01909803003771446	0.004774507509428615	0.006999842525038481	0.005431786979068379	0.001086357395813676	0.020940605191755068	0.01617443192627598	0.0038510552205418998	0.016831541232063915	0.014031188821745547	0.0017538986027181933	0.001475427559828498	9.586021111261133E-4	2.3965052778152833E-4	1.952158962068395E-4	1.460297548965009E-4	1.8253719362062613E-5	8.539800305640043E-4	5.839531457045233E-4	9.732552428408723E-5	1.6405517732434734E-4	8.986436033393868E-5	2.246609008348467E-5	2.3444115591645493E-7	1.2811145253150346E-7	2.1351908755250577E-8	2.4469070648454915E-8	1.0175467663832205E-8	2.543866915958051E-9
22.0	1.0	0.3984287129133021	0.0011558293440772716	1.3424342116851554E-4	0.29971912464922207	2.8083553030996196E-4	3.1413160302803463E-7	2.4839071609570848E-8	3.9820467633902373E-8	0.1280941334099314	0.00977890135999419	0.1812173413839143	0.018567561943842445	1.2569652447698936E-4	2.1509667224335242E-4	0.0026789323321856798	0.03938353428164572	0.14914792858902823	0.15296604255114712	0.050415152639928795	0.288659505291641	0.0113404947083589	0.047033957448852796	0.022814568390964744	0.01881358297954112	0.00470339574488528	0.007276406510122208	0.00567024735417945	0.00113404947083589	0.021311021450865608	0.0165410843982912	0.003938353428164572	0.01772106506113691	0.014854049555073957	0.0018567561943842446	0.0016269158555592175	0.001071572932874272	2.67893233218568E-4	2.277838998691812E-4	1.7207733779468196E-4	2.1509667224335244E-5	0.001001622089300845	6.934976064463629E-4	1.1558293440772717E-4	2.0117660341272163E-4	1.1233421212398479E-4	2.8083553030996196E-5	3.374786294956621E-7	1.8847896181682078E-7	3.141316030280346E-8	3.722372399959959E-8	1.592818705356095E-8	3.982046763390237E-9
23.0	1.0	0.3981317632811744	0.0013585134111953247	1.62729415754339E-4	0.29965349484930287	3.464444060512892E-4	4.518388767627507E-7	3.690230249614769E-8	6.074464554805327E-8	0.12523014707547184	0.010308489334831293	0.18019021793401663	0.019558830964483576	1.4616508267871692E-4	2.5095110149986246E-4	0.0029708948033112833	0.04017555638765138	0.14633055752004018	0.15365974318409503	0.05237498062471276	0.2881922461516203	0.011807753848379605	0.0463402568159049	0.02248511588851482	0.018536102726361962	0.004634025681590491	0.007547031654191782	0.0059038769241898026	0.0011807753848379606	0.02164445753813563	0.01687373368281358	0.004017555638765138	0.018574889398137368	0.015647064771586863	0.001955883096448358	0.0017816928663000953	0.0011883579213245133	2.9708948033112833E-4	2.633751810222156E-4	2.0076088119989E-4	2.509511014998625E-5	0.0011638592419403243	8.151080467171948E-4	1.3585134111953248E-4	2.438121907278644E-4	1.385777624205157E-4	3.464444060512892E-5	4.7570717015984514E-7	2.711033260576504E-7	4.518388767627507E-8	5.528951955478404E-8	2.429785821922131E-8	6.0744645548053274E-9
