time	cytoplasm	nucleus	R	JAK	RJ	IFNRJ	IFNRJ2	IFNRJ2_star	STAT1c	IFNRJ2_star_STAT1c	STAT1c_star	IFNRJ2_star_STAT1c_star	STAT1c_star_STAT1c_star	SHP2	IFNRJ2_star_SHP2	PPX	STAT1c_star_PPX	STAT1c_STAT1c_star	STAT1n_star_STAT1n_star	STAT1n_star	PPN	STAT1n_star_PPN	STAT1n	STAT1n_STAT1n_star	mRNAn	mRNAc	SOCS1	IFNRJ2_star_SOCS1	IFNRJ2_star_SHP2_SOCS1_STAT1c	STAT1c_star_STAT1c_star_PPX	STAT1n_star_STAT1n_star_PPN	IFNRJ2_star_SOCS1_STAT1c	IFN	IFNRJ2_star_SHP2_STAT1c	IFNRJ2_star_SHP2_SOCS1	IFNR	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46
10.0	1.0	1.0	0.3891095361897368	1.7235861337620069	1.343384866062858	3.4286020913480897	1.7136029679725489	0.004999022445481495	999.9361322204502	0.02719492355788002	0.028982044307981014	6.558143508437062E-7	1.783374511150702E-5	99.99358411537668	0.0010532484353219474	49.99772739642434	0.0022717995682080792	9.126146099832572E-6	8.396659140006835E-8	1.5445528728993546E-8	59.999999995206444	6.862960376565199E-10	4.969184051408198E-12	1.5414412057496335E-11	0.0	0.0	0.0	0.0	0.0	8.04007445789485E-7	4.107246027946884E-9	0.0	10.0	0.0053626361879401	0.0	1.3344765975722623	-1.0286319402327826E-4	0.2001049313856098	0.12749189843734998	0.008568014839862744	0.018233686505839848	0.010877969423152008	3.965022746358283E-7	1.5015803334244792E-5	2.8922048433252046E-4	3.1597453059658424E-6	9.946764370599105E-4	6.815398704624238E-6	7.308452373845461E-7	2.412022337368455E-9	3.970809437866335E-6	8.91687255575351E-8	-8.396659135235548E-9	7.894725161342698E-10	3.4314801882825996E-12	4.216546278012226E-9	2.053623013973442E-11	-3.0828824114992517E-12	2.484592025704099E-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016467906387080944	1.60879085638203E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05113237528650212	0.058578431373140866
11.0	1.0	1.0	0.343154483918697	1.6698992959968837	1.1615838915881735	3.430691043830146	1.8214779849769205	0.005935057863083299	999.9165132576223	0.033033251797205766	0.039823907631078195	1.1522606615209118E-6	3.758999737963543E-5	99.9915345626054	0.0013557347572445435	49.99658621871801	0.0034119013916386618	1.3713744540120192E-5	1.9747236254237777E-7	4.089899792255121E-8	59.9999999872702	2.0144101034412404E-9	1.627636490344123E-11	4.465185271125675E-11	0.0	0.0	0.0	0.0	0.0	1.8798903387969126E-6	1.0715372716355637E-8	0.0	10.0	0.007109702637282891	0.0	1.326744812078179	-7.758514680080708E-4	0.1637029574410318	0.10649004453327099	0.009107389924884603	0.021049897477727283	0.013213300718882307	6.056556498622122E-7	2.7959872642209416E-5	3.223085919986479E-4	4.06720427173363E-6	0.001308679153115731	1.0235704174915985E-5	1.5033934771929446E-6	5.639671016390738E-9	5.221367664528227E-6	1.8794998689817718E-7	-1.9747236220783218E-8	2.0510578541441884E-9	1.0072050517206202E-11	9.705267206757757E-9	5.357686358177819E-11	-8.930370542251218E-12	8.138182451720615E-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001881105011338969	2.1329107911848675E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04209600054217583	0.0500184705741796
12.0	1.0	1.0	0.30573738529447764	1.6245199450016239	1.012401681064986	3.430471709975154	1.9095620766324284	0.0068921605702023415	999.8940863690093	0.03908430955756185	0.052679458577158576	1.8863095401986654E-6	7.26055925262703E-5	99.98923710109055	0.0016883877376188416	49.995115978225385	0.004880038141006497	1.962701687347993E-5	4.209704925707454E-7	9.71425211629792E-8	59.99999996968238	5.248163768955081E-9	4.6835422790089456E-11	1.1478130518220658E-10	0.0	0.0	0.0	0.0	0.0	3.983633583062948E-6	2.5069448775758124E-8	0.0	10.0	0.009074511171766378	0.0	1.3187825597071388	-9.524360188967879E-4	0.13387090201349414	0.08881303079110858	0.009547810383162143	0.023863997125558367	0.01563372382302474	8.722216662261669E-7	4.82419478670243E-5	3.5146432986898104E-4	5.065163212856525E-6	0.0016577080130338636	1.4640114423019491E-5	2.8331983024060687E-6	1.1950900749188845E-8	6.609372446188422E-6	3.630279626313515E-7	-4.2097049068341155E-8	4.778918513042606E-9	2.6240818844775408E-11	2.0244339786330273E-8	1.253472438787906E-10	-2.2956261036440405E-11	2.341771139504473E-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020931080609301956	2.7223533515299132E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03477182586475276	0.04271527163769648
13.0	1.0	1.0	0.2749967391378106	1.5859461806158894	0.8902058998439674	3.428821602020762	1.9810750366318506	0.007863514196875785	999.8688599917748	0.04529096802270944	0.06757219052848024	2.916635892303866E-6	1.3061929615487976E-4	99.98671927672756	0.0020472321508926868	49.99328456785274	0.006707642352900179	2.6996739544897212E-5	8.282462122866131E-7	2.1107051389190156E-7	59.99999993395914	1.2397814544176522E-8	1.2114191264655143E-10	2.6747846125924807E-10	0.0	0.0	0.0	0.0	0.0	7.789794329739824E-6	5.364303559869764E-8	0.0	10.0	0.011233491121469343	0.0	1.3109494414780711	-8.972921804548881E-4	0.10946474792837825	0.07405769581299876	0.009905375183159253	0.026667089386307075	0.018116387209083776	1.198456451521566E-6	7.825808904085671E-5	3.7680055635304344E-4	6.14169645267806E-6	0.00203662727938344	2.012292705870054E-5	4.972128776775573E-6	2.3369382989219473E-8	8.113317913192265E-6	6.530964807743988E-7	-8.282462033764607E-8	1.018466791073951E-8	6.198907272088261E-11	3.8966165562759164E-8	2.682151779934882E-10	-5.3495692251844505E-11	6.057095632327572E-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002281797081164025	3.370047336440803E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0287803589980007	0.03646844586822995
14.0	1.0	1.0	0.2495884437581318	1.553047527905146	0.7902221341817316	3.426227505493245	2.0388022461007607	0.008844074235017652	999.8408496215033	0.05160942402610571	0.0845056086986088	4.303418054370614E-6	2.2157791152616126E-4	99.9840086315699	0.0024284923642392134	49.991064825017475	0.008920925077973195	3.593446144273074E-5	1.5246197155518075E-6	4.2585534751250855E-7	59.999999866442195	2.699108152633995E-8	2.8663240794745487E-10	5.74330808171032E-10	0.0	0.0	0.0	0.0	0.0	1.4249904534406762E-5	1.0656672482203725E-7	0.0	10.0	0.013562876065761245	0.0	1.3034590841470064	-7.488351518606662E-4	0.08951987672648144	0.06180094755578641	0.010194011230503803	0.029453794357161	0.020643769610442286	1.5851603558439412E-6	1.2066616687783163E-4	3.9856752180440725E-4	7.2854770927176405E-6	0.0024403403469350745	2.6762775233919586E-5	8.22693483201496E-6	4.274971360322029E-8	9.711539631253715E-6	1.1078895576308063E-6	-1.5246196792812523E-7	2.0153104488606216E-8	1.3495540763169975E-10	7.016383776507614E-8	5.328336241101862E-10	-1.1486616163418199E-10	1.4331620397372744E-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024475418841442553	4.068862819728374E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023848507068686232	0.031122015561339172
15.0	1.0	1.0	0.22850535675978145	1.524935206307675	0.708457772416284	3.422974325639804	2.085105342804445	0.009830129434274285	999.8100749002751	0.05800626832353308	0.10346735450390006	6.107030385824442E-6	3.57804841052649E-4	99.98113149977442	0.0028286948040378633	49.988434327957755	0.011541026532023182	4.65335933710335E-5	2.6536963106093793E-6	8.071559698310177E-7	59.99999974630573	5.484393357018176E-8	6.289265998036822E-10	1.1507907395414714E-9	0.0	0.0	0.0	0.0	0.0	2.4645510200565717E-5	1.9885032947323306E-7	0.0	10.0	0.016039805421442822	0.0	1.2964298495478859	-5.773022855255772E-4	0.07323206797046074	0.05164906079868187	0.010425526714022224	0.03222108490886292	0.023202507329413233	2.031972242064179E-6	1.7832938485544964E-4	4.1708850282040784E-4	8.48608441211359E-6	0.002863965749301096	3.4623079596069546E-5	1.2957001759072564E-5	7.393653060169716E-8	1.1382822017048826E-5	1.789024205263245E-6	-2.6536961803092273E-7	3.7460571271053864E-8	2.742196678509088E-10	1.194517120686886E-7	9.942516473661654E-10	-2.3015814790819275E-10	3.144632999018411E-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002591571256777796	4.8119416264328465E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019772474360998576	0.026548435726383157
16.0	1.0	1.0	0.21096911999949292	1.500887354730353	0.6416033075895164	3.419239024527926	2.1219640147410255	0.010818962943623459	999.7765576750809	0.06445609182625815	0.12443224750150642	8.387015987979564E-6	5.541128605909759E-4	99.9781122999507	0.003244716687641519	49.985375063033295	0.014584299240679305	5.88710818916617E-5	4.404005049647549E-6	1.450442570101448E-6	59.99999954320051	1.0505681858506986E-7	1.2936810975647515E-9	2.1734733610437568E-9	0.0	0.0	0.0	0.0	0.0	4.06377259966375E-5	3.5174267239279443E-7	0.0	10.0	0.018642983361566043	0.0	1.2899182347308518	-4.160769348928936E-4	0.05993588102734479	0.04325501732598214	0.010609820073705128	0.03496749077411446	0.02578243673050326	2.5376313795631207E-6	2.542563983064254E-4	4.3271615461828745E-4	9.734150062924557E-6	0.0033029327131631255	4.375289772203791E-5	1.956999396456271E-5	1.219131779899125E-7	1.3106672435833613E-5	2.77056430295488E-6	-4.404004628890819E-7	6.601518982651148E-8	5.252840929253494E-10	1.9389176648854676E-7	1.7587133619639721E-9	-4.346946722083761E-10	6.468405487823758E-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002715601714708363	5.592895008469813E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639545930528155	0.02264024548796717
17.0	1.0	1.0	0.1963631899785344	1.4803040790443762	0.5869316456349046	3.4151383819443466	2.151026732186347	0.011808594938805204	999.7403207220162	0.0709395952029852	0.1473645267969673	1.1201297811633029E-5	8.278609630710339E-4	99.97497317693768	0.0036737990694972666	49.981873031327936	0.018062657277695158	7.30093803399761E-5	7.015305486765519E-6	2.4893748142126626E-6	59.99999921455538	1.9125350882558532E-7	2.516525614054224E-9	3.900729741059384E-9	0.0	0.0	0.0	0.0	0.0	6.43113943380068E-5	5.941911148843238E-7	0.0	10.0	0.02135302399274002	0.0	1.2839408890658335	-2.788591718062075E-4	0.04908356148809401	0.036321460275908546	0.010755133660931735	0.03769255176879178	0.028375838081194083	3.1001911206539454E-6	3.515399788547784E-4	4.4580414836491893E-4	1.10213972084918E-5	0.003753023612148711	5.418797183308548E-5	2.851576267620792E-5	1.929341830140204E-7	1.4863375788614424E-5	4.139304815355169E-6	-7.015304247368126E-7	1.1111178513237662E-7	9.562675441279266E-10	3.020801007189324E-7	2.9709555744216193E-9	-7.80145948210624E-10	1.258262807027112E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002821579329053259	6.405907197822006E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013593820214390213	0.019305374436384276
18.0	1.0	1.0	0.18418995331825452	1.4626791362998388	0.5422047132375828	3.4107539482328573	2.1736606615981935	0.012797589360035251	999.7013869279049	0.0774421245560931	0.1722195251716805	1.4605577115602896E-5	0.0011989549826535975	99.97173387997651	0.0041135373316777465	49.97791783891369	0.021983948813418936	8.899852341613216E-5	1.0784367207165478E-5	4.1051440950620116E-6	59.99999870256681	3.330732628542156E-7	4.6625428845957794E-9	6.696274057375513E-9	0.0	0.0	0.0	0.0	0.0	9.821227286406153E-5	9.643599213365641E-7	0.0	10.0	0.02415258269174517	0.0	1.278489182981576	-1.6915547841392375E-4	0.04022586368285942	0.03059756749580228	0.010868303307990967	0.040396443015613834	0.030976849822437244	3.7171852568356595E-6	4.732957987418221E-4	4.5668973147111364E-4	1.2340611995033239E-5	0.004210383516603189	6.595184644025681E-5	4.027881904280538E-5	2.946368185921846E-7	1.6633914950812408E-5	5.994774913267987E-6	-1.0784363836723871E-6	1.7969398780672741E-7	1.6653663142710781E-9	4.5419003417061995E-7	4.821799606682821E-9	-1.3392548114712745E-9	2.3312714422978897E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029115069288726996	7.24577480752355E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011268207004019384	0.016464247981574975
19.0	1.0	1.0	0.1740422550126155	1.447581170103411	0.5055907864221352	3.4061455045402123	2.190996952732608	0.013784909707358628	999.6597787851518	0.08395254911458866	0.19894494512888322	1.8652883333098003E-5	0.001689798920454374	99.96841179497068	0.004561858233021515	49.97350229679674	0.02635232706116716	1.068781815555521E-4	1.6070059724074573E-5	6.5366339845436095E-6	59.999997930925225	5.579151887123114E-7	8.276557846721288E-9	1.1055422815608345E-8	0.0	0.0	0.0	0.0	0.0	1.4537614207894343E-4	1.51115957999267E-6	0.0	10.0	0.027026346796210615	0.0	1.2735389150907874	-8.551020524693795E-5	0.03299524719362279	0.02587369737745826	0.01095498476366304	0.04307971901738042	0.033581019645835465	4.385748860136358E-6	6.226019318012497E-4	4.65683883577413E-4	1.3685574699064544E-5	0.004671510260100914	7.905698118350148E-5	5.5369941816662614E-5	4.361284262368303E-7	1.839981565648229E-5	8.44899460227187E-6	-1.6070051178557805E-6	2.806149878053698E-7	2.789575943561557E-9	6.619716341957853E-7	7.55579789996335E-9	-2.2110845631108487E-9	4.1382789233606446E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029873336418825766	8.107904038863184E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009337672700707355	0.014047820060924449
20.0	1.0	1.0	0.16558375347611054	1.434640554479352	0.4755935598114078	3.4013586053226286	2.20397009673382	0.014769812254148793	999.6155180990619	0.09046240821451963	0.2274818790864372	2.3393222626098032E-5	0.002325194329465021	99.96502207023173	0.005016989997361331	49.96862204661971	0.031168604361397498	1.2667961424934584E-4	2.329762351800101E-5	1.009127140308507E-5	59.99999680132177	9.029309316715778E-7	1.4145437579063605E-8	1.7633464974337038E-8	0.0	0.0	0.0	0.0	0.0	2.0934901887828083E-4	2.2957472977895133E-6	0.0	10.0	0.0299609397708293	0.0	1.2690568010032335	-2.4361200596432347E-5	0.027091539855828975	0.02197559513332792	0.0110198504836691	0.04574314165763883	0.03618496328580786	5.102711913589255E-6	8.024406733074265E-4	4.730666084868968E-4	1.5050969992083993E-5	0.0051332351662455224	9.35058130841925E-5	7.431695285832479E-5	6.280470566348425E-7	2.0142960434358242E-5	1.1625971647325105E-5	-2.329760315124931E-6	4.248900655720585E-7	4.514654658357889E-9	9.38707877000557E-7	1.1478736488947567E-8	-3.5266929948388588E-9	7.072718789531803E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030508886795249067	8.98828193124879E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007735614675157439	0.011996104999575735
21.0	1.0	1.0	0.15853483583279854	1.423539667613121	0.4509922826284428	3.3964289872542452	2.2133514201376916	0.01575176723667931	999.5686258370705	0.0969652650552434	0.2577656684988655	2.8873307908701848E-5	0.003132192131613242	99.96157779448534	0.005477429605133578	49.96327521838893	0.03643058378715874	1.4842748028047424E-4	3.296200173697679E-5	1.515640555190937E-5	59.99999518979093	1.4172529856811134E-6	2.337337090761718E-8	2.727554978613121E-8	0.0	0.0	0.0	0.0	0.0	2.9419782390216015E-4	3.3929560857665506E-6	0.0	10.0	0.03294477590943809	0.0	1.2650048317803144	1.844861923012628E-5	0.02226987678060366	0.018758910590897626	0.011066757100688458	0.0483875666059887	0.038786106022097366	5.864670104654927E-6	0.0010156435839720162	4.7908558500322877E-4	1.6432288815400735E-5	0.005592700279629075	1.0929175136147623E-4	9.765501272823265E-5	8.825934717064805E-7	2.184539895378212E-5	1.566096065806621E-5	-3.296195579365094E-6	6.259336630728601E-7	7.086264928405567E-9	1.2991287285111774E-6	1.6964780428832753E-8	-5.455109957155391E-9	1.168668545380859E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003103845704294986	9.883432772831428E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006406870530953419	0.010257006413441822
22.0	1.0	1.0	0.15266213415930735	1.414005334150644	0.43079180103525655	3.391385269331079	2.219777241732607	0.016730400822848115	999.5191220709908	0.10345621809437236	0.2897266653777574	3.5136352909572195E-5	0.004139902750612173	99.95809019926112	0.0059419099550906684	49.957462121855365	0.04213336690227085	1.7214148167945734E-4	4.5630147721373906E-5	2.2211028338586595E-5	59.99999294295185	2.164437360246135E-6	3.7470793939595995E-8	4.104737737005658E-8	0.0	0.0	0.0	0.0	0.0	4.0451124235510655E-4	4.892610790937209E-6	0.0	10.0	0.03596789078368225	0.0	1.261343199991329	4.6917150645354316E-5	0.018330654820429726	0.016104313454912034	0.011098886208663035	0.05101386986329355	0.04138248723774895	6.6680397493992655E-6	0.0012648405375570823	4.839569235019106E-4	1.7825729865272007E-5	0.006047335530846611	1.2640010070681255E-4	1.2591678638085118E-4	1.2135337270653197E-6	2.3489172107894883E-5	2.0699513753060865E-5	-4.563004905541793E-6	8.997740715216723E-7	1.0822186801230675E-8	1.759286383080843E-6	2.4463053954686046E-8	-8.209475473844862E-9	1.8735396969798E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031477078232152525	1.0790367235104676E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005305562832034892	0.008785337831684226
23.0	1.0	1.0	0.14777045340473297	1.4058026993110107	0.41418122770911764	3.3862506930648446	2.223772350431279	0.01770545254140316	999.467025978356	0.10993153208906184	0.32329094247462914	4.2221916454484723E-5	0.005379268594075162	99.95456886702054	0.006409368558935858	49.951184970520835	0.048269638699984026	1.978378314495308E-4	6.194225266531168E-5	3.183765361282967E-5	59.99998987421005	3.2250946523427675E-6	5.845737356264841E-8	6.026595492629463E-8	0.0	0.0	0.0	0.0	0.0	5.453907791672719E-4	6.9006953027789145E-6	0.0	10.0	0.03902176442037792	0.0	1.2580322459062698	6.454884202267142E-5	0.015111231680526638	0.013913280165029851	0.011118861752156395	0.05362290229000764	0.04397261283562474	7.509103968007864E-6	0.001552413810315163	4.8786716358427407E-4	1.9228105676807575E-5	0.006494837926847404	1.4480891609995207E-4	1.5962268471530756E-4	1.6361723375018158E-6	2.50561610702653E-5	2.6896342970375808E-5	-6.194204993807418E-6	1.2652399639198337E-6	1.6125473261713837E-8	2.3363954721486787E-6	3.450347651389457E-8	-1.2053190984886697E-8	2.9228686781324207E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003183806010777626	1.1706529326113377E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004393445762821198	0.0075419780582904605
24.0	1.0	1.0	0.1436963767790563	1.3987301025021868	0.40049994371178727	3.3810443035898574	2.2257694890417503	0.018676744121586628	999.4123558795533	0.11638835950234044	0.3583809802955696	5.016579036620512E-5	0.00688280437394236	99.95102193335782	0.006878918689255809	49.94444763544604	0.05482993232183958	2.2553054413732292E-4	8.261186147843053E-5	4.4734165795235026E-5	59.99998575998319	4.6996779017359686E-6	8.89791443297054E-8	8.652965531834549E-8	0.0	0.0	0.0	0.0	0.0	7.22432232086354E-4	9.540338905014204E-6	0.0	10.0	0.04209914795278347	0.0	1.2550337257231232	7.42475965468635E-5	0.012479102670560308	0.012104525505146957	0.011128847445208753	0.056215463139843574	0.04655534380093618	8.384054152016103E-6	0.0018804581033580324	4.909759234892552E-4	2.0636756067767428E-5	0.006933153639543978	1.6448979696551876E-4	1.9927141622211233E-4	2.167296696259062E-6	2.65279671364592E-5	3.44140218697118E-5	-8.261146124931265E-6	1.7441137303516351E-6	2.3498389508679844E-8	3.048642731308695E-6	4.770169452507102E-8	-1.7305931062873016E-8	4.448957216485271E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032133058828492708	1.262974438583504E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036386008413487984	0.006493130002947711
25.0	1.0	1.0	0.14030308474198105	1.3926146902735028	0.38920974516800455	3.3757817921343154	2.2261254759275806	0.019644156733863414	999.3551292949912	0.12282453000041459	0.39491634668445064	5.899992760403068E-5	0.008684311339957772	99.94745627637724	0.007349823416475473	49.93725542533411	0.061802876633455635	2.5523255329491616E-4	1.0842487110886692E-4	6.1725448896301E-5	59.999980336014154	6.711391168940046E-6	1.3243957442992955E-7	1.2174681913795585E-7	0.0	0.0	0.0	0.0	0.0	9.416980323942242E-4	1.2952594678925934E-5	0.0	10.0	0.04519390020615007	0.0	1.2523116055315142	7.832643183686844E-5	0.010326313190914607	0.010611013138706715	0.011130627379637903	0.058792286340957484	0.049129812000165834	9.289029253155107E-6	0.0022507472835760866	4.9341881294902E-4	2.204947024942642E-5	0.007360463149330081	1.8540862990036692E-4	2.4533106709775194E-4	2.8250940971826728E-6	2.788582468132572E-5	4.3421556699788864E-5	-1.0842410910265863E-5	2.3612474862216974E-6	3.355695584470023E-8	3.914971198681698E-6	6.476297339462968E-8	-2.4349363825956192E-8	6.621978721496478E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003237219300653007	1.355817006184502E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003014384837765928	0.005609664259602493
26.0	1.0	1.0	0.13747608661004543	1.3873086078799541	0.3798720898715307	3.3704761242401755	2.225134520598999	0.020607614400263492	999.2953630118286	0.12923839120042768	0.43281437561351166	6.875240915902664E-5	0.010818571959919454	99.94387768960456	0.007821472656061248	49.92961488924545	0.06917542964406224	2.8695666261925796E-4	1.4023743127339648E-4	8.377461164942416E-5	59.999973293832376	9.409179322644057E-6	1.9314401683577662E-7	1.681621688815944E-7	0.0	0.0	0.0	0.0	0.0	0.0012096811104392916	1.729698830900687E-5	0.0	10.0	0.04830083773925827	0.0	1.2498325212699013	7.857133960007673E-5	0.008564895489502636	0.009377468043123227	0.011125672602994996	0.06135403514301059	0.051695356480171074	1.0220154218156956E-5	0.0026647084787623336	4.953103618822185E-4	2.3464417968183746E-5	0.007775169164099415	2.0752628893218675E-4	2.982309095225094E-4	3.629043331317875E-6	2.9110547195236812E-5	5.409285979959727E-5	-1.402360276362851E-5	3.1446385971378166E-6	4.7045896613220285E-8	4.954844469398067E-6	8.648494154503436E-8	-3.3632433773082764E-8	9.657200841788832E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003256418415085156	1.449025132177748E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024985668966110604	0.004866535304595188
27.0	1.0	1.0	0.13511966296952105	1.3826856662433133	0.3721295475529109	3.365138025822873	2.2230392097875273	0.021567071925594768	999.2330731534838	0.13562868798291514	0.4719908453057442	7.944744911419913E-5	0.013321031887798368	99.94029103695462	0.008293363151285324	49.92153363853358	0.07693310033750368	3.2071633894467346E-4	1.7897279220514798E-4	1.119936332768165E-4	59.99996427742146	1.2970757102388062E-5	2.764566917843349E-7	2.283803521745921E-7	0.0	0.0	0.0	0.0	0.0	0.0015332611288753513	2.2751821448480146E-5	0.0	10.0	0.05141559989401267	0.0	1.2475660032737852	7.632474391287142E-5	0.007123148994124723	0.008358315356057078	0.011115196048937638	0.06390130208674216	0.05425147519316606	1.1173577987556731E-5	0.0031234039722687823	4.967468148018093E-4	2.4880089453855973E-5	0.008175886793509873	2.3079930101251104E-4	3.583541157116345E-4	4.599783386626054E-6	3.018250478209918E-5	6.660515943899184E-5	-1.7897028369036905E-5	4.1254625754300175E-6	6.485378551194031E-8	6.1879968492432244E-6	1.1375910724240074E-7	-4.567607042872614E-8	1.3822834589216747E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003271650571170315	1.54246799682038E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020726125284285073	0.004242261750768445
28.0	1.0	1.0	0.13315387822195662	1.3786384142753416	0.3656906978768743	3.3597763701173005	2.220039566131902	0.022522506134869495	999.1682752476987	0.1419944708346943	0.5123606513072189	9.110543741771895E-5	0.01622747619917051	99.93670038967358	0.008765081202359278	49.913020185016705	0.08506016089533698	3.565263558833854E-4	2.2561716720775557E-4	1.4765326683814005E-4	59.99995288014606	1.7605634123968882E-5	3.889690539905551E-7	3.0538599720286735E-7	0.0	0.0	0.0	0.0	0.0	0.0019196540879111625	2.951421981790047E-5	0.0	10.0	0.054534529123996145	0.0	1.2454845360533782	7.257025880930829E-5	0.005942612173028855	0.007515977061562873	0.01110019783065951	0.06643461220451069	0.05679778833387772	1.2145510852803364E-5	0.0036275211202420996	4.978087071531821E-4	2.6295243607077834E-5	0.008561435351638124	2.5518048268601093E-4	4.2603152949884337E-4	5.758962263733488E-6	3.10816304776072E-5	8.113738099585256E-5	-2.25612806910314E-5	5.338062228094259E-6	8.802817061984441E-8	7.634175437837275E-6	1.4757109908950235E-7	-6.107719942908696E-8	1.9448452699527756E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032835530639978554	1.6360358737198844E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017210849233237624	0.0037184640730438534
29.0	1.0	1.0	0.13151205110563924	1.3750755539020538	0.36031780033547706	3.3543984935116002	2.2163005443178707	0.023473909361137555	999.1009842910651	0.148335026137666	0.5538384430287961	1.0374294761867813E-4	0.01957371889682025	99.93310914663878	0.009236287831886849	49.904083795175225	0.09353984603165402	3.944032787291608E-4	2.812149112459564E-4	1.9219184505471132E-4	59.99993864205151	2.355803655970975E-5	5.386755542999834E-7	4.0255921432823584E-7	0.0	0.0	0.0	0.0	0.0	0.0023763587930734965	3.77999119379475E-5	0.0	10.0	0.05765456552925153	0.0	1.2435635027964078	6.801063511435723E-5	0.0049755901968634025	0.00681946126734162	0.011081502721589354	0.06895442667284142	0.0593340104550664	1.3132293252518462E-5	0.0041773685298491965	4.985631799074954E-4	2.7708863495660547E-5	0.008930830863567617	2.8061953809496205E-4	5.015367493954232E-4	7.1290763792204895E-6	3.178745096782806E-5	9.786859448410125E-5	-2.8120752370489533E-5	6.8198915988434E-6	1.1779018279854876E-7	9.312895032397848E-6	1.889995596897375E-7	-8.051184284494135E-8	2.693377771499917E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032926672514345875	1.729636965877546E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001431140165199695	0.0032794525664348595
