time	compartment	Glucose	Lysine	Schiff	Amadori	Glyoxal	CML	Fraction_Amadori	Fraction_CML	v1a	v1b	v2a	v2b	v3	v4	v5	v5b	v6	v7a	v7b	v7c
60.0	1.0	0.24981452683054822	0.0032664859245805523	1.7885546488023544E-5	2.526673411847591E-5	4.55171894673195E-5	4.230900247355678E-6	0.007431392387787033	0.0012443824256928465	8.445761828954072E-6	6.438796735688476E-6	4.4266727557858274E-7	2.274006070662832E-8	7.917884213212786E-7	2.1729391341889284E-9	2.8249439157078405E-9	7.737922209444315E-8	6.88226418879404E-8	7.646960209771155E-8	7.646960209771155E-9	1.529392041954231E-6
61.0	1.0	0.24981172857490214	0.0032645530784522164	1.7874221811847758E-5	2.568414165024396E-5	4.623578699704232E-5	4.304759322799416E-6	0.007554159308895283	0.0012661056831762987	8.440669752170096E-6	6.4347198522651925E-6	4.42386989843232E-7	2.3115727485219564E-8	7.917852284390209E-7	2.2088361819209805E-9	2.8678444347412537E-9	7.860083789497194E-8	6.880695107535665E-8	7.645216786150738E-8	7.645216786150738E-9	1.5290433572301477E-6
62.0	1.0	0.24980893133726026	0.003262621186866319	1.786290227420595E-5	2.610085773704146E-5	4.695311621825177E-5	4.378681410082855E-6	0.007676722863835724	0.001287847473553781	8.435580289711072E-6	6.430644818714142E-6	4.4210683128659733E-7	2.3490771963337312E-8	7.917820366954554E-7	2.2446737653855654E-9	2.910614403498231E-9	7.9820297571028E-8	6.879126102302236E-8	7.643473447002483E-8	7.643473447002483E-9	1.5286946894004968E-6
63.0	1.0	0.24980613511685745	0.00326069024919006	1.785158787239946E-5	2.6516883187379724E-5	4.7669179416741996E-5	4.452666320146343E-6	0.007799083290405802	0.0013096077412195128	8.430493439771105E-6	6.426571634063806E-6	4.418267998418867E-7	2.386519486864175E-8	7.917788460897332E-7	2.2804519541146562E-9	2.9532541417101808E-9	8.103760500846139E-8	6.877557172924894E-8	7.64173019213877E-8	7.64173019213877E-9	1.5283460384277542E-6
64.0	1.0	0.24980333991292933	0.0032587602647911494	1.7840278603729407E-5	2.693221880890652E-5	4.83839788741045E-5	4.5267138643173795E-6	0.007921240826148977	0.0013313864306815824	8.42540920054584E-6	6.422500297342586E-6	4.4154689544230286E-7	2.4238996928015866E-8	7.917756566210071E-7	2.316170817565961E-9	2.995763968341097E-9	8.225276408597765E-8	6.87598831923444E-8	7.639987021371598E-8	7.6399870213716E-9	1.5279974042743198E-6
65.0	1.0	0.24980054572471244	0.0032568312330378104	1.7828974465497412E-5	2.7346865408406888E-5	4.909751686773601E-5	4.600823854309777E-6	0.008043195708354968	0.0013531834865616993	8.420327570232479E-6	6.418430807579068E-6	4.4126711802106095E-7	2.46121788675662E-8	7.9177246828843E-7	2.3518304251229925E-9	3.038144201589424E-9	8.346577867515121E-8	6.874419541061438E-8	7.638243934512707E-8	7.638243934512707E-9	1.5276487869025415E-6
66.0	1.0	0.24979775255144407	0.0032549031532987764	1.7817675455006166E-5	2.776082379180404E-5	4.9809795670846386E-5	4.674996102222813E-6	0.008164948174060013	0.001374998853594945	8.415248547029752E-6	6.414363163802219E-6	4.409874675114026E-7	2.4984741412623635E-8	7.917692810911566E-7	2.3874308460951477E-9	3.0803951588899073E-9	8.467665264043885E-8	6.872850838236299E-8	7.636500931373664E-8	7.636500931373664E-9	1.527300186274733E-6
67.0	1.0	0.24979496039236238	0.003252976024943291	1.7806381569559693E-5	2.817409476416024E-5	5.052081755246652E-5	4.749230420540397E-6	0.008286498460047129	0.0013968324766295286	8.410172129137943E-6	6.410297365041489E-6	4.407079438466024E-7	2.5356685287744215E-8	7.917660950283414E-7	2.4229721497177807E-9	3.122517156915448E-9	8.588538983919307E-8	6.871282210589306E-8	7.634758011765895E-8	7.634758011765896E-9	1.526951602353179E-6
68.0	1.0	0.24979216924670636	0.0032510498473411085	1.7795092806463647E-5	2.8586679129677662E-5	5.123058477745615E-5	4.823526622130234E-6	0.008407846802846371	0.0014186843006265394	8.40509831475887E-6	6.406233410326913E-6	4.4042854695997526E-7	2.5728011216709896E-8	7.917629100991409E-7	2.458454405152279E-9	3.164510511578946E-9	8.709199412167545E-8	6.869713657950668E-8	7.633015175500741E-8	7.633015175500741E-9	1.5266030351001485E-6
69.0	1.0	0.24978937911371582	0.003249124619862496	1.7783809163025418E-5	2.8998577691699306E-5	5.193909960651173E-5	4.897884520242985E-6	0.00852899343873509	0.0014405542706597016	8.400027102095898E-6	6.40217129868915E-6	4.401492767848791E-7	2.6098719922529375E-8	7.917597263027119E-7	2.4938776814861405E-9	3.206375538035147E-9	8.829646933106994E-8	6.868145180150523E-8	7.631272422389469E-8	7.63127242238947E-9	1.5262544844778938E-6
70.0	1.0	0.24978658999263142	0.003247200341878227	1.7772530636554216E-5	2.9409791252709877E-5	5.2646364296174265E-5	4.972303928511445E-6	0.0086499386037382	0.001462442331915131	8.394958489353927E-6	6.398111029159517E-6	4.398701332547169E-7	2.646881212743889E-8	7.917565436382122E-7	2.5292420477330496E-9	3.2481125506824727E-9	8.949881930349625E-8	6.86657677701896E-8	7.629529752243288E-8	7.629529752243288E-9	1.5259059504486577E-6
71.0	1.0	0.24978380188269458	0.003245277012759588	1.7761257224361157E-5	2.9820320614336677E-5	5.335238109883711E-5	5.046784660949703E-6	0.008770682533628435	0.0014843484296910893	8.3898924747394E-6	6.394052600770016E-6	4.3959111630293864E-7	2.6838288552903007E-8	7.917533621048006E-7	2.564547572832954E-9	3.2897218631648593E-9	9.069904786802308E-8	6.865008448386021E-8	7.627787164873355E-8	7.627787164873356E-9	1.525557432974671E-6
72.0	1.0	0.24978101478314763	0.0032433546318783742	1.774998892375928E-5	3.023016657735051E-5	5.405715226275377E-5	5.121326531952322E-6	0.00889122546392662	0.0015062725093977418	8.384829056460296E-6	6.3899960125533405E-6	4.393122258630422E-7	2.7207149919615456E-8	7.917501817016368E-7	2.5997943256521437E-9	3.331203788373583E-9	9.189715884668141E-8	6.86344019408171E-8	7.626044660090787E-8	7.626044660090788E-9	1.5252089320181577E-6
73.0	1.0	0.24977822869323366	0.0032414331986068906	1.7738725732063602E-5	3.0639329941666554E-5	5.4760680032045693E-5	5.195929356293508E-6	0.009011567629901927	0.0015282145165569142	8.379768232726132E-6	6.385941263542896E-6	4.3903346186857415E-7	2.7575396947499897E-8	7.917470024278813E-7	2.634982374983324E-9	3.3725586384490847E-9	9.309315605447767E-8	6.861872013936003E-8	7.62430223770667E-8	7.62430223770667E-9	1.524860447541334E-6
74.0	1.0	0.24977544361219667	0.0032395127123179524	1.77274676465911E-5	3.104781150634525E-5	5.546296664671004E-5	5.27059294912629E-6	0.009131709266572134	0.00155017439680185	8.374710001747968E-6	6.3818883527727955E-6	4.3875482425312977E-7	2.7943030355710726E-8	7.917438242826958E-7	2.6701117895456916E-9	3.4137867247827917E-9	9.428704329940706E-8	6.860303907778841E-8	7.622559897532045E-8	7.622559897532046E-9	1.5245119795064091E-6
75.0	1.0	0.24977265953928138	0.003237593172384884	1.771621466466077E-5	3.1455612069593234E-5	5.616401434262742E-5	5.3453171259816964E-6	0.009251650608703893	0.0015721520958769696	8.369654361738393E-6	6.377837279277877E-6	4.384763129503541E-7	2.831005086263391E-8	7.917406472652425E-7	2.7051826379850184E-9	3.4548883580189272E-9	9.547882438246661E-8	6.858735875440134E-8	7.620817639377926E-8	7.620817639377925E-9	1.5241635278755853E-6
76.0	1.0	0.24976987647373336	0.003235674578181521	1.7704966783593575E-5	3.186273242876419E-5	5.6863825351569635E-5	5.420101702767936E-6	0.009371391890812998	0.0015941475596376283	8.364601310911538E-6	6.373788042093687E-6	4.3819792789394104E-7	2.867645918588777E-8	7.917374713746849E-7	2.7401949888737207E-9	3.495863848056327E-9	9.666850309766838E-8	6.857167916749766E-8	7.619075463055293E-8	7.619075463055293E-9	1.5238150926110587E-6
77.0	1.0	0.24976709441479902	0.003233756929082206	1.7693724000712506E-5	3.226917338035975E-5	5.7562401901207425E-5	5.494946495769576E-6	0.009490933347164634	0.0016161607340498755	8.359550847483064E-6	6.369740640256502E-6	4.3791966901763455E-7	2.9042256042323776E-8	7.917342966101869E-7	2.7751489107109388E-9	3.5367135040502412E-9	9.785608323205261E-8	6.855600031537588E-8	7.617333368375096E-8	7.617333368375097E-9	1.5234666736750192E-6
78.0	1.0	0.24976431336172564	0.003231840224461794	1.768248631334254E-5	3.267493572003036E-5	5.825974621511817E-5	5.569851321646734E-6	0.009610275211773637	0.001638191565190216	8.354502969670179E-6	6.365695072803314E-6	4.3764153625522787E-7	2.9407442148027324E-8	7.917311229709138E-7	2.810044471922611E-9	3.577437634414139E-9	9.904156856570088E-8	6.854032219633432E-8	7.615591355148257E-8	7.615591355148258E-9	1.5231182710296514E-6
79.0	1.0	0.24976153331376125	0.0032299244636956473	1.767125371881069E-5	3.308002024257624E-5	5.895586051279355E-5	5.6448159974342535E-6	0.009729417718404777	0.0016602399992453687	8.349457675691617E-6	6.3616513387718485E-6	4.3736352954056466E-7	2.9772018218318615E-8	7.917279504560317E-7	2.8448817408615567E-9	3.6180365468215016E-9	1.0022496287174903E-7	6.852464480867099E-8	7.613849423185664E-8	7.613849423185664E-9	1.522769884637133E-6
80.0	1.0	0.24975875427015473	0.0032280096461596384	1.7660026214445972E-5	3.3484427741948184E-5	5.965074700964726E-5	5.719840340540899E-6	0.009848361100572996	0.0016823059825120292	8.344414963767648E-6	6.35760943720055E-6	4.370856488075378E-7	3.013598496775337E-8	7.917247790647075E-7	2.879660785807544E-9	3.658510548207622E-9	1.0140626991640034E-7	6.850896815068364E-8	7.61210757229818E-8	7.61210757229818E-9	1.5224215144596362E-6
81.0	1.0	0.24975597623015575	0.003226095771230149	1.7648803797579414E-5	3.38881590112485E-5	6.0344407917022673E-5	5.794924168748545E-6	0.009967105591543677	0.001704389461396631	8.339374832120077E-6	6.353569367128589E-6	4.368078939900905E-7	3.0499343110123654E-8	7.917216087961089E-7	2.914381674967371E-9	3.6988599447713857E-9	1.0258549345893853E-7	6.849329222066977E-8	7.610365802296639E-8	7.61036580229664E-9	1.522073160459328E-6
82.0	1.0	0.24975319919301484	0.0032241828382840714	1.763758646554406E-5	3.4291214842731896E-5	6.103684544220048E-5	5.870067300211362E-6	0.010085651424332912	0.0017264903824151065	8.334337278972248E-6	6.349531127595861E-6	4.365302650222155E-7	3.086209335845871E-8	7.917184396494048E-7	2.949044476474943E-9	3.739085041977062E-9	1.0376263725174081E-7	6.847761701692664E-8	7.608624112991848E-8	7.608624112991847E-9	1.5217248225983697E-6
83.0	1.0	0.24975042315798332	0.003222270846698804	1.762637421567498E-5	3.469359602780633E-5	6.172806178840629E-5	5.945269553455014E-6	0.010203998831707745	0.0017486086921926513	8.329302302549026E-6	6.345494717642993E-6	4.3625276183795584E-7	3.122423642502569E-8	7.917152716237646E-7	2.9836492583913444E-9	3.779186144556077E-9	1.0493770504029068E-7	6.846194253775124E-8	7.60688250419458E-8	7.60688250419458E-9	1.521376500838916E-6
84.0	1.0	0.2497476481243133	0.0032203597958522564	1.7615167045309243E-5	3.5095303357033926E-5	6.241805915481834E-5	6.020530747375853E-6	0.010322148046186449	0.0017707443374634863	8.324269901076817E-6	6.341460136311327E-6	4.359753843714038E-7	3.158577302133053E-8	7.917121047183591E-7	3.0181960887049176E-9	3.8191635565087924E-9	1.0611070056319117E-7	6.844626878144026E-8	7.605140975715583E-8	7.605140975715583E-9	1.5210281951431168E-6
85.0	1.0	0.24974487409125776	0.0032184496851228473	1.7603964951785953E-5	3.549633762013185E-5	6.310683973657498E-5	6.095850701240115E-6	0.01044009930003878	0.0017928972650706222	8.319240072783555E-6	6.337427382642943E-6	4.3569813255670236E-7	3.1946703858118666E-8	7.917089389323593E-7	3.0526850353313392E-9	3.8590175811062765E-9	1.0728162755217746E-7	6.843059574629026E-8	7.603399527365583E-8	7.603399527365583E-9	1.5206799054731168E-6
86.0	1.0	0.2497421010580705	0.0032165405138895042	1.759276793244622E-5	3.589669960597321E-5	6.37944057247824E-5	6.17122923468312E-6	0.010557852825286238	0.0018150674219656235	8.314212815898715E-6	6.333396455680639E-6	4.3542100632804396E-7	3.230702964537589E-8	7.917057742649381E-7	3.087116166113696E-9	3.898748520892075E-9	1.0845048973213008E-7	6.841492343059744E-8	7.601658158955269E-8	7.60165815895527E-9	1.520331631791054E-6
87.0	1.0	0.24973932902400603	0.0032146322815316637	1.758157598463319E-5	3.629639010258787E-5	6.448075930652208E-5	6.246666167708469E-6	0.010675408853702316	0.0018372547552083732	8.309188128653294E-6	6.329367354467948E-6	4.351440056196715E-7	3.2666751092329087E-8	7.917026107152683E-7	3.121489548822557E-9	3.938356677683964E-9	1.0961729082108754E-7	6.839925183265782E-8	7.599916870295312E-8	7.599916870295312E-9	1.5199833740590624E-6
88.0	1.0	0.2497365579883198	0.003212724987429269	1.757038910569203E-5	3.669540989716343E-5	6.516590266485846E-5	6.3221613206872526E-6	0.010792767616812774	0.001859459211966839	8.304166009279815E-6	6.325340078049131E-6	4.3486713036587773E-7	3.302586890744709E-8	7.916994482825241E-7	3.1558052511560554E-9	3.9778423525757125E-9	1.1078203453025938E-7	6.838358095076716E-8	7.59817566119635E-8	7.598175661196351E-9	1.5196351322392703E-6
89.0	1.0	0.24973378795026807	0.0032108186309627753	1.7559207292969898E-5	3.709375977604602E-5	6.584983797884633E-5	6.397714514357248E-6	0.010909929345895889	0.0018816807395168377	8.299146456012348E-6	6.321314625469163E-6	4.34590380501005E-7	3.3384383798441416E-8	7.916962869658805E-7	3.1900633407399578E-9	4.017205845938839E-9	1.1194472456403876E-7	6.836791078322099E-8	7.596434531468998E-8	7.596434531468998E-9	1.5192869062937997E-6
90.0	1.0	0.2497310189091078	0.0032089132115131432	1.7548030543816014E-5	3.749144052474123E-5	6.65325674235386E-5	6.473325569822132E-6	0.011026894271982715	0.0019039192852418037	8.294129467086473E-6	6.317290995773765E-6	4.3431375595944633E-7	3.3742296472267105E-8	7.916931267645136E-7	3.2242638851277457E-9	4.0564474574243575E-9	1.131053646200156E-7	6.835224132831459E-8	7.594693480923843E-8	7.594693480923843E-9	1.5189386961847685E-6
91.0	1.0	0.2497282508640968	0.0032070087284618446	1.7536858855581597E-5	3.788845292791497E-5	6.721409316999358E-5	6.5489943085506845E-6	0.011143662625857344	0.0019261747966325543	8.289115040739311E-6	6.313269188009375E-6	4.3403725667564455E-7	3.4099607635123473E-8	7.916899676776E-7	3.2584069518006874E-9	4.095567485964524E-9	1.1426395838898908E-7	6.833657258434301E-8	7.592952509371444E-8	7.592952509371444E-9	1.5185905018742889E-6
92.0	1.0	0.24972548381449372	0.003205105181190858	1.7525692225619886E-5	3.8284797769394356E-5	6.789441738528264E-5	6.624720552375999E-6	0.011260234638057164	0.0019484472212870586	8.284103175209504E-6	6.309249201223158E-6	4.3376088258409217E-7	3.445631799245492E-8	7.916868097043173E-7	3.292492608167915E-9	4.134566229774576E-9	1.1542050955498048E-7	6.832090454960102E-8	7.591211616622336E-8	7.591211616622335E-9	1.5182423233244672E-6
93.0	1.0	0.24972271775955804	0.0032032025690826712	1.7514530651286156E-5	3.868047583216858E-5	6.857354223249761E-5	6.700504123494694E-6	0.011376610538873112	0.001970736506910204	8.279093868737234E-6	6.305231034463016E-6	4.334846336193324E-7	3.4812428248951717E-8	7.916836528438444E-7	3.326520921566498E-9	4.1734439863544726E-9	1.1657502179524594E-7	6.830523722238326E-8	7.589470802487028E-8	7.589470802487028E-9	1.5178941604974056E-6
94.0	1.0	0.24971995269855	0.0032013008915202797	1.7503374129937698E-5	3.907548789838977E-5	6.92514698707583E-5	6.776344844466126E-6	0.011492790558349932	0.0019930426013135666	8.274087119564196E-6	6.301214686777571E-6	4.3320850971595803E-7	3.516793910855079E-8	7.916804970953603E-7	3.3604919592615203E-9	4.212201052490618E-9	1.177274987802891E-7	6.828957060098404E-8	7.587730066776003E-8	7.587730066776003E-9	1.5175460133552007E-6
95.0	1.0	0.24971718863073067	0.003199400147887188	1.749222265893384E-5	3.9469834749373924E-5	6.992820245521995E-5	6.852242538211608E-6	0.011608774926286449	0.002015365452415179	8.269082925933622E-6	6.297200157216182E-6	4.3293251080861254E-7	3.552285127443653E-8	7.916773424580458E-7	3.3944057884461575E-9	4.250837724257602E-9	1.188779441738739E-7	6.82739046836975E-8	7.585989409299721E-8	7.585989409299721E-9	1.5171978818599444E-6
96.0	1.0	0.24971442555536194	0.0031975003375674083	1.748107623563592E-5	3.9863517165601686E-5	7.060374213708066E-5	6.928197028013622E-6	0.011724563872235791	0.0020377050082393006	8.264081286090264E-6	6.293187444828932E-6	4.326566368319891E-7	3.5877165449041514E-8	7.916741889310821E-7	3.428262476241745E-9	4.2893542970199156E-9	1.2002636163303712E-7	6.825823946881754E-8	7.584248829868614E-8	7.584248829868614E-9	1.5168497659737228E-6
97.0	1.0	0.24971166347170648	0.0031956014599454604	1.7469934857407305E-5	4.025653592671933E-5	7.127809106358886E-5	7.004208137515038E-6	0.011840157625505686	0.002060061216916188	8.259082198280405E-6	6.289176548666629E-6	4.323808877208308E-7	3.62308823340474E-8	7.91671036513651E-7	3.4620620896978627E-9	4.32775106543367E-9	1.2117275480810104E-7	6.824257495463779E-8	7.582508328293086E-8	7.582508328293087E-9	1.5165016656586175E-6
98.0	1.0	0.24970890237902776	0.0031937035144063725	1.74587985216134E-5	4.0648891811539555E-5	7.195125137805065E-5	7.080275690718342E-6	0.011955556415158693	0.0020824340266818652	8.254085660751847E-6	6.285167467780824E-6	4.3210526340993164E-7	3.6584002630385596E-8	7.916678852049359E-7	3.495804695792402E-9	4.366028323448317E-9	1.2231712734268609E-7	6.822691113945175E-8	7.580767904383527E-8	7.580767904383527E-9	1.5161535808767055E-6
99.0	1.0	0.2497061422765901	0.0031918065003356806	1.744766722562162E-5	4.104058559804236E-5	7.262322521983731E-5	7.1563995119848454E-6	0.01207076047001246	0.0021048233858778956	8.249091671753925E-6	6.281160201223783E-6	4.3182976383413513E-7	3.6936527038238124E-8	7.916647350041203E-7	3.529490361431643E-9	4.4041863643083584E-9	1.2345948287372343E-7	6.821124802155261E-8	7.57902755795029E-8	7.57902755795029E-9	1.515805511590058E-6
100.0	1.0	0.2497033831636585	0.0031899104171194286	1.7436540966801428E-5	4.143161806337597E-5	7.329401472439261E-5	7.23257942603392E-6	0.012185770018639991	0.002127229242951153	8.244100229537485E-6	6.277154748048514E-6	4.3155438892833536E-7	3.728845625703837E-8	7.916615859103895E-7	3.5631191534503334E-9	4.44222548055505E-9	1.2459982503146742E-7	6.81955855992334E-8	7.577287288803711E-8	7.577287288803711E-9	1.5154574577607422E-6
