time	compartment	Glucose	Lysine	Schiff	Amadori	Glyoxal	CML	Fraction_Amadori	Fraction_CML	v1a	v1b	v2a	v2b	v3	v4	v5	v5b	v6	v7a	v7b	v7c
0.0	1.0	0.25	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	8.7975E-6	0.0	0.0	0.0	7.92E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.0	0.24999170208651322	0.00339253433699237	6.575985439976216E-6	8.805591487169486E-8	7.953217772951445E-7	3.628123513845813E-8	2.5898798491674963E-5	1.0670951511311214E-5	8.777891234568715E-6	2.3673547583914376E-6	1.6275563963941135E-7	7.925032338452537E-11	7.919905362951087E-7	7.572808678965759E-12	5.126497233019996E-11	1.3520470214017457E-9	4.800610228042565E-8	5.334011364491738E-8	5.334011364491738E-9	1.0668022728983478E-6
2.0	1.0	0.2499853091837186	0.0033869922473280982	1.072810002850039E-5	3.057638184683382E-7	1.5910934999558957E-6	8.938717867762124E-8	8.993053484362889E-5	2.62903466698886E-5	8.763327447964635E-6	3.86211601026014E-6	2.6552047570538467E-7	2.751874366215044E-10	7.9198324510278E-7	2.6295688388277088E-11	1.0239140563337022E-10	2.7048589499250225E-9	5.725570357056389E-8	6.361744841173765E-8	6.361744841173765E-9	1.2723489682347531E-6
3.0	1.0	0.24998014049124648	0.0033826817841078566	1.3416764487222294E-5	6.064949536218474E-7	2.3862026866873845E-6	1.4929306285883455E-7	1.7838086871230807E-4	4.3909724370245457E-5	8.751993819954584E-6	4.8300352154000256E-6	3.320649210587518E-7	5.458454582596626E-10	7.919773500516809E-7	5.215856601147888E-11	1.533635228674862E-10	4.056544567368554E-9	6.205599584123238E-8	6.895110649025819E-8	6.895110649025819E-9	1.3790221298051639E-6
4.0	1.0	0.24997576895865906	0.003379172561566184	1.5168003160958243E-5	9.610036870166183E-7	3.1803184062390703E-6	2.1300157618259414E-7	2.8264814324018185E-4	6.264752240664534E-5	8.742761536047611E-6	5.460481137944967E-6	3.754080782337165E-7	8.649033183149565E-10	7.919723641248057E-7	8.264631708342917E-11	2.0419004921273228E-10	5.406541290606419E-9	6.485818190166925E-8	7.206464655741026E-8	7.2064646557410266E-9	1.4412929311482053E-6
5.0	1.0	0.24997191905511107	0.0033761873948908497	1.631079686828252E-5	1.3504219483414515E-6	3.973277899591873E-6	2.790269647048767E-7	3.9718292598277987E-4	8.206675432496374E-5	8.734903636672108E-6	5.871886872581707E-6	4.0369222248999236E-7	1.2153797535073063E-9	7.919679730927811E-7	1.1613628755736484E-10	2.54876084459009E-10	6.754572429306184E-9	6.657659918886557E-8	7.397399909873952E-8	7.3973999098739525E-9	1.4794799819747906E-6
6.0	1.0	0.24996841139563092	0.0033735459627283384	1.70563946689688E-5	1.762466198173782E-6	4.764990141990999E-6	3.465282181945561E-7	5.183724112275829E-4	1.0192006417486945E-4	8.727947224509142E-6	6.140302080828767E-6	4.221457680569778E-7	1.5862195783564038E-9	7.919639723717274E-7	1.5157209304294527E-10	3.0542335186312724E-10	8.100483241384698E-9	6.765656553301122E-8	7.517396170334578E-8	7.51739617033458E-9	1.503479234066916E-6
7.0	1.0	0.24996512869468024	0.003371130414340911	1.754193332270494E-5	2.1891056118700854E-6	5.555401198371154E-6	4.1499768006660993E-7	6.438545917264957E-4	1.2205814119606175E-4	8.721583245426312E-6	6.3150959961737775E-6	4.341628497369473E-7	1.970195050683077E-9	7.919602281984277E-7	1.8826308262082734E-10	3.558316569302039E-10	9.444182037230961E-9	6.834369052103822E-8	7.593743391226467E-8	7.593743391226468E-9	1.5187486782452937E-6
8.0	1.0	0.24996199410839906	0.0033688635496037143	1.7856970223169038E-5	2.625078856677551E-6	6.344478007517862E-6	4.841152627070171E-7	7.72082016669868E-4	1.423868419726521E-4	8.715609255138754E-6	6.428509280340853E-6	4.419600130234337E-7	2.3625709710097956E-9	7.91956652931946E-7	2.257567816742694E-10	4.0609993331499716E-10	1.0785612612780364E-8	6.878303604425353E-8	7.642559560472614E-8	7.642559560472613E-9	1.5285119120945228E-6
9.0	1.0	0.24995895719567432	0.0033666947100887534	1.805994671392538E-5	3.0669326601946246E-6	7.132201376093068E-6	5.536856335520168E-7	9.020390177043014E-4	1.628487157505932E-4	8.709892413925271E-6	6.5015808170131365E-6	4.469836811696532E-7	2.7602393941751622E-9	7.919531890432274E-7	2.637562087767377E-10	4.562269482394249E-10	1.2124742339358215E-8	6.90634818921746E-8	7.673720210241621E-8	7.673720210241621E-9	1.5347440420483245E-6
10.0	1.0	0.24995598480638903	0.003364590601151553	1.818930717126196E-5	3.512397825411694E-6	7.918559375604221E-6	6.235787648898444E-7	0.001033058183944616	1.8340551908524837E-4	8.704345416824973E-6	6.548150581654305E-6	4.501853524887335E-7	3.1611580428705246E-9	7.919497987235655E-7	3.020662129854057E-10	5.062114985465509E-10	1.3461550938527175E-8	6.924116385550483E-8	7.693462650611645E-8	7.693462650611646E-9	1.5386925301223293E-6
11.0	1.0	0.24995305516758992	0.003362529351730027	1.827036982047834E-5	3.959984261651053E-6	8.703544740369569E-6	6.937062404634814E-7	0.0011647012534267804	2.040312471951416E-4	8.698910915150623E-6	6.5773331353722025E-6	4.5219165305683897E-7	3.5639858354859475E-9	7.919464571400384E-7	3.4055864650199055E-10	5.560525684181752E-10	1.4796026058628266E-8	6.935209492658808E-8	7.705788325176452E-8	7.705788325176453E-9	1.5411576650352906E-6
12.0	1.0	0.24995015398561277	0.0033604966107722524	1.8319609104028542E-5	4.40871405601983E-6	9.487154224667538E-6	7.640162486331383E-7	0.0012966806047117147	2.2471066136268774E-4	8.693551279172271E-6	6.595059277450275E-6	4.534103253247064E-7	3.967842650417847E-9	7.919431479900246E-7	3.7914940881770536E-10	6.057494427395095E-10	1.6128162181934815E-8	6.941932325630655E-8	7.713258139589615E-8	7.713258139589616E-9	1.5426516279179233E-6
13.0	1.0	0.24994727184579763	0.003358482919754242	1.8348005958182604E-5	4.857943408018026E-6	1.0269386037827297E-5	8.344689808748069E-7	0.0014288068847111842	2.454320531984726E-4	8.688241708499463E-6	6.605282144945737E-6	4.5411314746501946E-7	4.372149067216223E-9	7.919398605355662E-7	4.1778313308955026E-10	6.553015944837076E-10	1.7457956264306406E-8	6.945804203166445E-8	7.717560225740494E-8	7.717560225740493E-9	1.5435120451480987E-6
14.0	1.0	0.24994440256010944	0.0033564820684831593	1.8362636761821834E-5	5.307249461144217E-6	1.1050240408507518E-5	9.050442711878773E-7	0.0015609557238659463	2.661894915258463E-4	8.682965919966196E-6	6.61054923425586E-6	4.544752598550904E-7	4.776524515029795E-9	7.919365877188087E-7	4.564234536584027E-10	7.047087418880866E-10	1.878540869446278E-8	6.947797599072426E-8	7.719775110080473E-8	7.719775110080473E-9	1.5439550220160947E-6
15.0	1.0	0.24994154205465768	0.0033544899666112142	1.836819843465364E-5	5.756354126742453E-6	1.1829718069811624E-5	9.757271190586276E-7	0.001693045331394839	2.8697856442900816E-4	8.677713188888429E-6	6.6125514364753105E-6	4.5461291125767763E-7	5.180718714068207E-9	7.919333248931887E-7	4.95046454899851E-10	7.53970740887427E-10	2.011052071867976E-8	6.948555090924558E-8	7.720616767693951E-8	7.720616767693952E-9	1.5441233535387905E-6
16.0	1.0	0.24993868765301566	0.0033525039242653775	1.8367834050926528E-5	6.205075021866372E-6	1.2607820155327306E-5	1.0465051132780333E-6	0.0018250220652548156	3.077956215523628E-4	8.6724764627386E-6	6.61242025833355E-6	4.546038927604316E-7	5.584567519679735E-9	7.919300690060355E-7	5.336364518805081E-10	8.030875643961713E-10	2.143329426405642E-8	6.948505466878175E-8	7.720561629864638E-8	7.720561629864637E-9	1.5441123259729276E-6
17.0	1.0	0.24993583760547297	0.003350522183005162	1.8363597894782736E-5	6.653293226387594E-6	1.3384548265473062E-5	1.1173700769691704E-6	0.001956850948937528	3.2863825793210896E-4	8.66725113112992E-6	6.610895242121785E-6	4.5449904789587275E-7	5.987963903748834E-9	7.919268180616639E-7	5.721832174693331E-10	8.520592915864443E-10	2.2753732051304204E-8	6.947928514495256E-8	7.719920571661395E-8	7.719920571661395E-9	1.543984114332279E-6
18.0	1.0	0.24993299076803496	0.0033485435931829384	1.8356832715228672E-5	7.1009313001000106E-6	1.4159904303687142E-5	1.1883165960845343E-6	0.002088509205911768	3.4950488120133363E-4	8.662034179850013E-6	6.608459777482321E-6	4.5433160970190966E-7	6.390838170090009E-9	7.91923570755255E-7	6.106800918086009E-10	9.008860798877068E-10	2.407183731626814E-8	6.947006939673357E-8	7.718896599637062E-8	7.718896599637063E-9	1.5437793199274126E-6
19.0	1.0	0.24993014639263209	0.0033465674030853008	1.834841621065858E-5	7.54793891574289E-6	1.493389036970654E-5	1.2593410607873576E-6	0.0022199820340420267	3.703944296433405E-4	8.65682363799727E-6	6.605429835837089E-6	4.541233012137999E-7	6.793145024168601E-9	7.919203262335778E-7	6.491227467538886E-10	9.495681435376784E-10	2.5387613628501115E-8	6.945860112493947E-8	7.717622347215496E-8	7.717622347215496E-9	1.5435244694430993E-6
20.0	1.0	0.2499273039899977	0.0033445931211143003	1.8338922106148117E-5	7.994283468547626E-6	1.5706508689946846E-5	1.3304410401126372E-6	0.0023512598436904782	3.913061882684227E-4	8.651618216632145E-6	6.602011958213322E-6	4.5388832212716595E-7	7.194855121692863E-9	7.919170839385905E-7	6.875083782950958E-10	9.981057375012458E-10	2.6701064772909636E-8	6.944566048114804E-8	7.716184497905336E-8	7.716184497905336E-9	1.5432368995810674E-6
21.0	1.0	0.2499244632400382	0.0033426204257027	1.8328725430892455E-5	8.439943938166589E-6	1.6477761572046388E-5	1.4016148736805612E-6	0.002482336452401938	4.122396687295769E-4	8.646417072587478E-6	6.5983411551212836E-6	4.536359544145883E-7	7.59594954434993E-9	7.919138435052106E-7	7.258351786823267E-10	1.0464991456110444E-9	2.8012194672478858E-8	6.943175744398001E-8	7.714639715997777E-8	7.714639715997777E-9	1.5429279431995556E-6
22.0	1.0	0.24992162393324463	0.0033406491064284153	1.831807133124177E-5	8.884906876397584E-6	1.724765137517173E-5	1.4728614049732174E-6	0.002613207904822819	4.3319453087447575E-4	8.641219654081728E-6	6.594505679247036E-6	4.533722654482338E-7	7.996416188757826E-9	7.919106046944904E-7	7.641019913701923E-10	1.094748671934669E-9	2.932100733779194E-8	6.941722542524793E-8	7.713025047249769E-8	7.713025047249768E-9	1.5426050094499538E-6
23.0	1.0	0.24991878593239458	0.0033386790255222447	1.8307120051408802E-5	9.32916378443898E-6	1.8016180490613383E-5	1.5441798070272659E-6	0.0027438717013055828	4.5417053147860765E-4	8.63602559980146E-6	6.590563218507169E-6	4.531012212723679E-7	8.396247405995081E-9	7.919073673499331E-7	8.023080854617523E-10	1.1428546345566452E-9	3.062750683404275E-8	6.940228241872323E-8	7.711364713191468E-8	7.711364713191469E-9	1.5422729426382937E-6
24.0	1.0	0.24991594914751733	0.003336710092706121	1.8295976336540207E-5	9.772709398446035E-6	1.878335132910385E-5	1.6155694684950006E-6	0.002874326293660599	4.751674907338237E-4	8.63083467293457E-6	6.5865514811544745E-6	4.5282541432937014E-7	8.795438458601431E-9	7.91904131368939E-7	8.40453008266359E-10	1.1908173611386493E-9	3.193169725947654E-8	6.9387070961141E-8	7.709674551237888E-8	7.709674551237888E-9	1.5419349102475778E-6
25.0	1.0	0.2499131135195292	0.003334742248745349	1.8284708653181038E-5	1.0215540568831154E-5	1.954916631252897E-5	1.6870299191551452E-6	0.003004570755538575	4.961852703397486E-4	8.625646718049838E-6	6.582495115145173E-6	4.525465391662307E-7	9.193986511948038E-9	7.919008966841393E-7	8.785364889194793E-10	1.2386371857726538E-9	3.3233582731299246E-8	6.937168425327053E-8	7.707964917030058E-8	7.707964917030058E-9	1.5415929834060115E-6
26.0	1.0	0.24991027900953605	0.0033327754546970552	1.8273361753503864E-5	1.0657655527688682E-5	2.031362786851113E-5	1.758560781209933E-6	0.0031346045669672596	5.172237591793921E-4	8.62046163291056E-6	6.578410231261391E-6	4.5226570339922065E-7	9.591889974919813E-9	7.918976632511937E-7	9.165583753812266E-10	1.2863144467644552E-9	3.453316737646892E-8	6.935618323695109E-8	7.706242581883453E-8	7.706242581883453E-9	1.5412485163766908E-6
27.0	1.0	0.24990744559184103	0.0033308096848822235	1.826196488838782E-5	1.1099053409932491E-5	2.1076738426870123E-5	1.8301617374400703E-6	0.0032644274735095565	5.382828639529619E-4	8.615279350050333E-6	6.574307359819615E-6	4.519836309875986E-7	9.98914806893924E-9	7.918944310408163E-7	9.545185932541943E-10	1.3338494850810182E-9	3.5830455325679205E-8	6.934060776052268E-8	7.704511973391407E-8	7.704511973391408E-9	1.5409023946782817E-6
28.0	1.0	0.2499046132493737	0.0033288449222917634	1.8250537176161988E-5	1.1539733940281847E-5	2.183850041731173E-5	1.9018325103817138E-6	0.0033940393942005435	5.593625030534452E-4	8.610099824730009E-6	6.570193383418315E-6	4.517007951100092E-7	1.0385760546253661E-8	7.918912000335603E-7	9.924171188642388E-10	1.3812426432680593E-9	3.712545070942994E-8	6.932498387950561E-8	7.702775986611732E-8	7.702775986611732E-9	1.5405551973223466E-6
29.0	1.0	0.24990178197070245	0.0033268811555836634	1.823909111201977E-5	1.1979697228658763E-5	2.2598916267919142E-5	1.9735728487102822E-6	0.0035234403613702246	5.804626025618478E-4	8.60492302706586E-6	6.566072800327117E-6	4.514175050224893E-7	1.0781727505792887E-8	7.918879702164112E-7	1.0302539616646537E-9	1.4284942646987123E-9	3.841815765546254E-8	6.930932863040893E-8	7.70103651448988E-8	7.70103651448988E-9	1.5402073028979762E-6
30.0	1.0	0.24989895174808138	0.0033249183771201945	1.822763486200773E-5	1.241894363645087E-5	2.335798840416934E-5	2.045382518336678E-6	0.0036526304813090794	6.015830936284348E-4	8.59974893688428E-6	6.561948550322782E-6	4.511339628346913E-7	1.1177049272805783E-8	7.918847415805586E-7	1.068029152734775E-9	1.4756046930540778E-9	3.9708580287087875E-8	6.92936531523034E-8	7.699294794700376E-8	7.699294794700376E-9	1.5398589589400753E-6
31.0	1.0	0.24989612257617425	0.0033229565816849543	1.8216173762510514E-5	1.2857473689096383E-5	2.4115719248292793E-5	2.1172612965849133E-6	0.00378160990855776	6.227239107602687E-4	8.5945775403587E-6	6.557822554503785E-6	4.5085030062213524E-7	1.1571726320186744E-8	7.918815141199409E-7	1.105742737262289E-9	1.5225742719654403E-9	4.099672272209775E-8	6.92779647280143E-8	7.697551636446032E-8	7.697551636446033E-9	1.5395103272892066E-6
32.0	1.0	0.24989329445121974	0.00332099576564429	1.820471130038778E-5	1.3295288018947736E-5	2.487211121885765E-5	2.1892089683846542E-6	0.0039103788291022755	6.43884990701369E-4	8.589408827811416E-6	6.5536960681396005E-6	4.5056660468459755E-7	1.1965759217052962E-8	7.918782878302927E-7	1.1433947696295053E-9	1.5694033447687417E-9	4.2282589072058E-8	6.92622681188524E-8	7.695807568761376E-8	7.695807568761377E-9	1.5391615137522754E-6
33.0	1.0	0.24989046737048634	0.0033190359263991923	1.8193249753630415E-5	1.3732387327926661E-5	2.562716673050072E-5	2.261225323781309E-6	0.004038937449390195	6.65066271700385E-4	8.584242792276858E-6	6.549569911306949E-6	4.502829314023528E-7	1.2359148595133995E-8	7.918750627085234E-7	1.180985310201693E-9	1.6160922543367262E-9	4.356618344185122E-8	6.924656643738513E-8	7.694062937487236E-8	7.694062937487236E-9	1.538812587497447E-6
34.0	1.0	0.24988764133191588	0.00331707706202705	1.818179061011244E-5	1.4168772363115656E-5	2.6380888193754474E-5	2.333310156307642E-6	0.004167285989151664	6.862676930316595E-4	8.579079428562555E-6	6.545444619640478E-6	4.499993176002829E-7	1.275189512680409E-8	7.918718387523106E-7	1.2185144232279464E-9	1.6626413429646603E-9	4.484750992938261E-8	6.923086171812982E-8	7.69231796868109E-8	7.69231796868109E-9	1.538463593736218E-6
35.0	1.0	0.24988481633389048	0.0033151191710475013	1.817033484129557E-5	1.460444390080499E-5	2.7133278014936785E-5	2.405463261918732E-6	0.004295424676707351	7.0748919468198E-4	8.573918732635398E-6	6.541320542866405E-6	4.497157873220654E-7	1.3143999510724491E-8	7.918686159598339E-7	1.2559821754692293E-9	1.7090509522928939E-9	4.612657262539253E-8	6.921515529071822E-8	7.690572810079801E-8	7.690572810079802E-9	1.5381145620159602E-6
36.0	1.0	0.24988199237508044	0.0033131622522693965	1.8158883081125177E-5	1.503940273606638E-5	2.7884338596081714E-5	2.47768443829528E-6	0.004423353745901877	7.287307171456707E-4	8.568760701220502E-6	6.537197909205063E-6	4.4943235625784815E-7	1.3535462462459742E-8	7.918653943296016E-7	1.2933886353017088E-9	1.7553214232546945E-9	4.740337561333891E-8	6.919944802389745E-8	7.688827558210828E-8	7.688827558210827E-9	1.5377655116421656E-6
37.0	1.0	0.2498791694543445	0.0033112063046907745	1.8147435742956634E-5	1.5473649675938913E-5	2.8634072334897153E-5	2.5499734843877807E-6	0.004551073434099681	7.499922012905237E-4	8.56360533153904E-6	6.533076867464388E-6	4.491490346381767E-7	1.3926284708345021E-8	7.918621738603372E-7	1.3307338721307466E-9	1.8014530960413797E-9	4.867792296932516E-8	6.918374048507301E-8	7.687082276119222E-8	7.687082276119222E-9	1.5374164552238445E-6
38.0	1.0	0.24987634757066512	0.0033092513274334974	1.8135993095977162E-5	1.5907185534975928E-5	2.938248162473998E-5	2.6223302001181744E-6	0.004678583980875273	7.712735882700513E-4	8.558452621136936E-6	6.528957514551778E-6	4.488658291254348E-7	1.4316466981478335E-8	7.918589545509049E-7	1.3680179560079298E-9	1.8474463100792614E-9	4.9950218762057964E-8	6.916803304462603E-8	7.685337004958446E-8	7.685337004958447E-9	1.5370674009916894E-6
39.0	1.0	0.24987352672310567	0.0033072973197005237	1.8124555315153563E-5	1.6340011132334976E-5	3.0129568854602677E-5	2.694754386184477E-6	0.004805885627157346	7.925748194660227E-4	8.553302567772851E-6	6.524839913455282E-6	4.485827440500507E-7	1.4706010019101477E-8	7.918557364002614E-7	1.405240957380808E-9	1.8933014040146364E-9	5.122026705282455E-8	6.915232594412044E-8	7.683591771568938E-8	7.683591771568937E-9	1.5367183543137875E-6
40.0	1.0	0.24987070691078272	0.003305344280747986	1.8113122513876537E-5	1.67721272898763E-5	3.087533640910747E-5	2.7672458439327344E-6	0.0049329786146695	8.138958364508043E-4	8.548155169345023E-6	6.520724104995553E-6	4.482997822184443E-7	1.509491456088867E-8	7.918525194074242E-7	1.4424029469293619E-9	1.9390187157042553E-9	5.24880718954827E-8	6.913661934089898E-8	7.681846593433219E-8	7.68184659343322E-9	1.5363693186866438E-6
41.0	1.0	0.24986788813284808	0.003303392209866947	1.810169476529568E-5	1.720353483092043E-5	3.161978666850533E-5	2.8398043752730023E-6	0.005059863185564833	8.352365809626478E-4	8.543010423843444E-6	6.516610115506445E-6	4.480169454410681E-7	1.5483181347828387E-8	7.918493035714506E-7	1.479503995459157E-9	1.9845985822095097E-9	5.375363733645906E-8	6.912091333724098E-8	7.680101481915664E-8	7.680101481915664E-9	1.5360202963831328E-6
42.0	1.0	0.24986507038847666	0.00330144110637147	1.809027211626291E-5	1.7634234579436585E-5	3.236292200867815E-5	2.912429782624109E-6	0.005186539582187231	8.565969948894438E-4	8.537868329318596E-6	6.512497961854647E-6	4.477342348775071E-7	1.5870811121492926E-8	7.918460888914244E-7	1.5165441738315463E-9	2.0300413397931357E-9	5.5016967414752854E-8	6.910520799942621E-8	7.67835644438069E-8	7.678356444380689E-9	1.535671288876138E-6
43.0	1.0	0.24986225367685894	0.0032994909695908273	1.8078854596445095E-5	1.806422735951258E-5	3.310474480114307E-5	2.9851218688772345E-6	0.005313008046915465	8.779770202580102E-4	8.532728883861029E-6	6.508387654720234E-6	4.4745165126201615E-7	1.6257804623561323E-8	7.918428753664473E-7	1.553523552918082E-9	2.0753473239176282E-9	5.6278066161943214E-8	6.90895033701988E-8	7.676611485577642E-8	7.676611485577643E-9	1.5353222971155286E-6
44.0	1.0	0.2498594379971957	0.0032975417988644075	1.8067442224279336E-5	1.849351399500872E-5	3.38452574130581E-5	3.057880437371799E-6	0.005439268822061388	8.993765992269997E-4	8.52759208558801E-6	6.5042792007405606E-6	4.471691950509136E-7	1.6644162595507846E-8	7.918396629956326E-7	1.59044220357075E-9	2.120516869244806E-9	5.7536937602198766E-8	6.90737994769159E-8	7.67486660854621E-8	7.67486660854621E-9	1.534973321709242E-6
45.0	1.0	0.24985662334869493	0.0032955935935383854	1.805603501086495E-5	1.8922095309331966E-5	3.458446220722863E-5	3.130705291879392E-6	0.00556532214980352	9.207956740821742E-4	8.522457932634806E-6	6.500172603911382E-6	4.4688686651890754E-7	1.7029885778398768E-8	7.918364517781013E-7	1.6273001966025492E-9	2.1655503096361487E-9	5.879358575228867E-8	6.905809633687552E-8	7.67312181520839E-8	7.67312181520839E-9	1.5346243630416781E-6
