time	extracellular	cytosol	GLCi	G6P	F6P	F16P	TRIO	BPG	P3G	P2G	PEP	PYR	ACE	P	NAD	NADH	Glyc	Trh	CO2	SUCC	GLCo	ETOH	GLY	ATP	ADP	AMP	SUM_P	F26BP	gR	KmPFKF6P	KmPFKATP	Lzero	CiPFKATP	KiPFKATP	CPFKAMP	KPFKAMP	CPFKF26BP	KPFKF26BP	CPFKF16BP	KPFKF16BP	CPFKATP	KeqAK	KeqTPI	vGLK	vPGI	vGLYCO	vTreha	vPFK	vALD	vGAPDH	vPGK	vPGM	vENO	vPYK	vPDC	vSUC	vGLT	vADH	vG3PDH	vATP
34.0	1.0	1.0	0.09875869160713023	1.0332456145050088	0.11281281485874585	0.6019076348621931	0.7775235439224897	3.2957452488254006E-4	0.35648403163882086	0.04484371055592797	0.07361684283172358	8.523152468892192	0.17011445494344304	6.308881643300234	1.5455597686795097	0.044440231320484705	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906289086944	1.292100385482845	0.2995089856084603	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952680293354	77.34952682194877	6.0	2.4	77.34952708309278	77.34952350597585	136.49678765218349	136.49756397641235	136.49680464961983	136.49680575785055	136.4968077133665	136.49680747688492	3.6404493357896808	88.14952690698134	129.21590119912148	18.20224598658377	84.532764194223
35.0	1.0	1.0	0.09875869255820831	1.0332456126704723	0.11281281391587389	0.6019076488736369	0.7775235424224038	3.295736899076329E-4	0.35648402791461103	0.044843709674898834	0.07361683957676922	8.523152458022006	0.17011446304308653	6.30888161039516	1.5455597694645566	0.04444023053543907	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390605377083	1.292100399640994	0.2995089949819225	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495267242728	77.34952711896084	6.0	2.4	77.34952705049085	77.34952738460485	136.49681570737337	136.49658955077214	136.4968067211503	136.49680588160803	136.4968044482804	136.49680740530542	3.6404495091220515	88.14952684564862	129.21591336386723	18.202245782915092	84.5327634012077
36.0	1.0	1.0	0.09875869240228341	1.0332456128377703	0.11281281427015187	0.6019076448577043	0.7775235307463955	3.2957329734676955E-4	0.3564840425188912	0.0448437114891765	0.07361684186210528	8.52315245834625	0.1701144497282058	6.308881629861985	1.5455597657795472	0.04444023422044706	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906192985155	1.2921003912649542	0.2995089894365299	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952693814271	77.34952696109258	6.0	2.4	77.34952671932442	77.34953000713152	136.49682592773243	136.49610982756457	136.49680988875022	136.4968088165988	136.49680691323226	136.49680740744057	3.640449224183604	88.14952685570384	129.2159162263556	18.202246570814122	84.53276387035997
37.0	1.0	1.0	0.0987586914234309	1.0332456146720879	0.11281281529140899	0.6019076299592073	0.7775235292192706	3.295740396852267E-4	0.35648404993801064	0.04484371282983744	0.0736168456800299	8.523152468821802	0.17011443825198647	6.308881667331767	1.5455597640756848	0.044440235924308416	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906460945156	1.2921003751427362	0.29950897876274785	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952707059619	77.3495266258515	6.0	2.4	77.34952666845673	77.34952684601923	136.49680022589342	136.4969708368184	136.49680861438733	136.49680944794977	136.49681079652453	136.49680747642142	3.6404489785925103	88.14952691882766	129.21590463781345	18.202246969895338	84.53276477338518
38.0	1.0	1.0	0.09875869143039757	1.0332456146826439	0.1128128152284869	0.6019076305280683	0.7775235320255759	3.295741121993916E-4	0.3564840465342668	0.044843712404607314	0.0736168451714351	8.523152468943586	0.17011444132397333	6.308881663717982	1.5455597648908097	0.04444023510918815	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906435101673	1.292100376697648	0.2995089797921844	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495270218629	77.34952665745908	6.0	2.4	77.3495267408568	77.34952611906972	136.49679848256451	136.49706007338173	136.49680789255092	136.49680874052035	136.4968102187939	136.49680747722337	3.640449044333029	88.14952691837841	129.21590431227742	18.202246797621076	84.53276468629264
39.0	1.0	1.0	0.09875869174034384	1.0332456142806414	0.11281281465066223	0.6019076373574103	0.7775235492946343	3.2957474096251374E-4	0.3564840249017111	0.04484370972339607	0.07361684175381121	8.523152467739143	0.17011446111405518	6.308881632397939	1.5455597704392965	0.04444022956070036	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390621112068	1.2921003901738026	0.2995089887141291	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952670207397	77.3495269034949	6.0	2.4	77.34952724968917	77.34952245720085	136.49678177685357	136.49782693333037	136.49680315799685	136.49680443214928	136.49680662267738	136.49680746929218	3.6404494678407806	88.14952689839072	129.2158993759606	18.20224560849047	84.5327639314767
40.0	1.0	1.0	0.09875869249236682	1.0332456127061869	0.1128128141033959	0.6019076468076962	0.7775235355860224	3.295734761700148E-4	0.35648403641343696	0.044843710732640325	0.07361684089281448	8.523152457742734	0.17011445530356376	6.308881620943776	1.5455597673474983	0.044440232652497594	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906129207807	1.2921003951022147	0.2995089919770042	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952684785497	77.34952703071683	6.0	2.4	77.34952686251141	77.34952898969442	136.49682116198468	136.4963278874053	136.49680855115892	136.49680760452637	136.49680589574743	136.49680740346645	3.640449343496264	88.14952684989457	129.2159147898227	18.202246234413938	84.53276365543032
41.0	1.0	1.0	0.0987586915125841	1.0332456144053825	0.11281281535910342	0.6019076300206052	0.7775235209267362	3.295739171766025E-4	0.3564840588376558	0.044843713939959916	0.07361684674657194	8.523152466542403	0.17011443030524187	6.308881673480823	1.5455597621496464	0.0444402378503514	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390650491928	1.292100372496966	0.29950897701110546	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952719510288	77.34952656921425	6.0	2.4	77.3495264670275	77.34952941890785	136.49680243561176	136.4968173109747	136.49681051352397	136.49681148341455	136.49681207250748	136.4968074614117	3.640448808532176	88.1495269130784	129.21590373718325	18.202247362036992	84.53276492157799
42.0	1.0	1.0	0.09875869142581113	1.033245614643761	0.11281281530206443	0.6019076298463729	0.7775235284730839	3.295740229289614E-4	0.35648405080796863	0.04484371293856584	0.07361684580414213	8.523152468449592	0.1701144374549165	6.308881668129525	1.545559763868866	0.044440236131126694	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906466650214	1.292100374799483	0.2995089785354952	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952708299052	77.34952661814667	6.0	2.4	77.34952664974685	77.34952704868005	136.49680060750248	136.4969501511571	136.49680879857465	136.49680963311798	136.49681094218147	136.49680747397045	3.640448961535213	88.14952691867417	129.21590467763596	18.202247013299278	84.53276479261123
43.0	1.0	1.0	0.09875869142848964	1.0332456146271862	0.11281281531270033	0.6019076297643686	0.7775235277886243	3.295740084820544E-4	0.356484051603438	0.044843713038089865	0.07361684591629136	8.52315246827134	0.1701144367357273	6.308881668841258	1.5455597636840306	0.04444023631595546	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390647174007	1.2921003744932436	0.2995089783327489	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952709426254	77.34952661149302	6.0	2.4	77.34952663281607	77.34952723981664	136.49680092795583	136.49693227167057	136.49680896626649	136.49680980366244	136.49681107353695	136.49680747279663	3.6404489461445637	88.14952691850146	129.2159046965608	18.202247051930236	84.53276480976405
44.0	1.0	1.0	0.09875869146570018	1.0332456145061826	0.11281281535350605	0.6019076296685191	0.77752352380324	3.295739438968793E-4	0.35648405599293037	0.044843713587028086	0.07361684647703892	8.523152467210206	0.1701144328034737	6.308881672075768	1.5455597627148547	0.044440237285136235	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906494871226	1.2921003731015224	0.2995089774113546	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952715577415	77.34952658087695	6.0	2.4	77.34952653679004	77.34952844578311	136.49680216891505	136.49685160067312	136.49680989330886	136.49681078607955	136.49681174379788	136.49680746580916	3.6404488619943365	88.14952691610185	129.21590440485087	18.202247250938353	84.53276488771604
45.0	1.0	1.0	0.09875869256018778	1.033245612687	0.11281281387783437	0.6019076492135766	0.7775235442448971	3.295737352643099E-4	0.3564840257217257	0.04484370940083888	0.07361683925233062	8.523152458210165	0.1701144650243	6.308881608144248	1.545559769987127	0.04444023001286807	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390603767374	1.2921004006094994	0.29950899562312605	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952669294098	77.3495271389685	6.0	2.4	77.3495270970656	77.34952690531286	136.49681463155008	136.49664542105043	136.4968062568078	136.4968054232523	136.49680407715536	136.49680740654443	3.6404495515200197	88.14952684552097	129.21591318374098	18.20224567268061	84.53276334696052
46.0	1.0	1.0	0.09875869255432805	1.0332456126820913	0.11281281393600345	0.6019076487055841	0.7775235416653175	3.2957366928105554E-4	0.3564840288491855	0.044843709791645994	0.07361683971894513	8.523152458187127	0.1701144622073166	6.308881611446505	1.5455597692408427	0.04444023075915084	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390606128938	1.2921003991886293	0.2995089946824323	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952673767321	77.34952711017831	6.0	2.4	77.3495270307269	77.34952757716583	136.4968162123151	136.4965641920671	136.49680691941103	136.4968060739984	136.49680460737312	136.49680740639275	3.6404494912365752	88.14952684589886	129.21591347103868	18.202245830313956	84.53276342654522
47.0	1.0	1.0	0.09875869228904802	1.0332456130091943	0.11281281445108383	0.6019076426575576	0.7775235258957928	3.2957310528902364E-4	0.3564840486040409	0.04484371224139402	0.07361684283337834	8.523152459045429	0.1701144441458308	6.308881639490307	1.5455597641917218	0.04444023580827213	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390626184078	1.2921003871221515	0.29950898669377035	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495270290552	77.34952688808927	6.0	2.4	77.34952657019994	77.34953096696788	136.49683113066732	136.49587603220175	136.4968112342995	136.4968100163253	136.49680790507932	136.49680741204463	3.640449104720779	88.14952686300613	129.21591783560604	18.202246911931002	84.53276410240343
48.0	1.0	1.0	0.09875869146170264	1.033245614686874	0.11281281513273433	0.6019076316088293	0.7775235357025423	3.295742250838793E-4	0.3564840419789637	0.044843711837496365	0.07361684446856287	8.523152469391354	0.1701144454828406	6.308881658185815	1.5455597660251246	0.044440233974869424	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906395539133	1.2921003790779884	0.299508981368098	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952695570177	77.34952670450957	6.0	2.4	77.34952684124065	77.34952524835396	136.49679561724213	136.49719831982895	136.49680691285033	136.49680781480248	136.49680944053927	136.49680748017187	3.6404491333327886	88.14952691635963	129.2159035774665	18.20224655583437	84.53276455296688
49.0	1.0	1.0	0.09875869235480393	1.0332456132034626	0.11281281386452677	0.6019076477354803	0.7775235578650951	3.295738785979908E-4	0.35648401238249017	0.044843707763675134	0.07361683810628612	8.523152462363397	0.17011447674434935	6.308881601031199	1.5455597726940768	0.044440227305918026	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083905986805752	1.292100403670049	0.29950899764937544	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952650687985	77.34952719123102	6.0	2.4	77.34952744417586	77.34952234366675	136.49681281267902	136.49682758940892	136.49680322623357	136.4968021132067	136.496802719332	136.49680743389322	3.640449802329076	88.14952685876567	129.21591578769875	18.202245139200706	84.5327631755354
50.0	1.0	1.0	0.09875869167380559	1.0332456140858122	0.11281281527292629	0.6019076321328556	0.7775235135478582	3.295738885573289E-4	0.3564840648137418	0.044843714631278064	0.07361684672507408	8.523152464371337	0.17011442537667695	6.308881674671414	1.5455597610512235	0.04444023894877475	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390651343363	1.292100371984688	0.29950897667194853	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952727835491	77.3495265828977	6.0	2.4	77.34952625625746	77.34953220995581	136.49680188177948	136.49677808591184	136.496812161289	136.49681324610268	136.49681200356204	136.49680744711537	3.6404487030608865	88.14952690268161	129.21590226108725	18.202247561876103	84.53276495027134
51.0	1.0	1.0	0.09875869142785773	1.0332456146892195	0.11281281524001581	0.6019076304278805	0.7775235315997299	3.2957410029727104E-4	0.35648404706167525	0.04484371247045907	0.07361684525205782	8.523152469029604	0.17011444085142172	6.3088816643223975	1.545559764763802	0.04444023523619394	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906439424064	1.292100376437585	0.29950897962000833	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952702944072	77.34952665242203	6.0	2.4	77.34952672965089	77.34952622600125	136.4967987763237	136.4970454515466	136.4968080046568	136.4968088487301	136.49681030871403	136.4968074777898	3.6404490342204245	88.1495269185422	129.21590437781063	18.20224682456603	84.5327647008591
52.0	1.0	1.0	0.0987586916693506	1.0332456143936792	0.11281281475834663	0.6019076360403245	0.7775235465208177	3.2957462813112173E-4	0.3564840283667606	0.04484371015136481	0.07361684230809523	8.523152468227055	0.170114457931548	6.30888163808494	1.5455597695301135	0.04444023046987682	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906251790484	1.2921003877268433	0.2995089870941079	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952675407717	77.3495268610219	6.0	2.4	77.34952716303557	77.3495229917159	136.4967848527437	136.497689671538	136.4968039266966	136.4968051135082	136.49680718075052	136.49680747250503	3.640449399735127	88.1495269029689	129.21590033118994	18.202245803843777	84.53276406853394
53.0	1.0	1.0	0.09875869253547749	1.0332456126666445	0.11281281400251669	0.6019076479594422	0.7775235389663896	3.2957358916643346E-4	0.35648403217548996	0.04484371020602895	0.07361684022887044	8.523152457740663	0.17011445916976642	6.308881615361346	1.5455597684168603	0.044440231583129854	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390608928583	1.29210039750418	0.2995089935672366	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952678585789	77.34952707638668	6.0	2.4	77.34952695793126	77.34952822777352	136.4968182258196	136.4964659985583	136.49680763289518	136.4968067530531	136.49680517636682	136.4968074034528	3.640449426233001	88.14952684711449	129.21591396473488	18.202246005698942	84.53276352089325
54.0	1.0	1.0	0.09875869168693319	1.0332456140483781	0.11281281525965284	0.6019076323241406	0.7775235130070313	3.2957388599128386E-4	0.35648406518958287	0.044843714667370936	0.07361684668029474	8.523152463977059	0.17011442511642796	6.308881674670555	1.545559760945432	0.04444023905456514	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906513427494	1.2921003719850566	0.29950897667219367	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952728375447	77.3495265860501	6.0	2.4	77.34952623793937	77.34953242341385	136.49680184945356	136.49677473140656	136.49681231574075	136.49681336965486	136.49681194174843	136.49680744451908	3.640448697491558	88.14952690183506	129.21590263938094	18.20224758264838	84.53276495025067
55.0	1.0	1.0	0.09875869224431451	1.0332456134105166	0.11281281396379166	0.6019076459645868	0.7775235627328652	3.295739127802769E-4	0.35648400890009574	0.044843707444894756	0.07361683850229249	8.523152463744282	0.1701144788135407	6.308881600728771	1.5455597738747602	0.04444022612523844	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083905984642976	1.292100403800176	0.2995089977355261	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952645716889	77.34952716119516	6.0	2.4	77.34952761083922	77.34952041041748	136.49681279858558	136.49687100607775	136.49680168749597	136.49680102160147	136.4968032865277	136.49680744298624	3.6404498466097706	88.14952686589086	129.21590953820322	18.202244896877946	84.53276316824683
56.0	1.0	1.0	0.09875869255254643	1.0332456126710914	0.11281281394531818	0.6019076485911444	0.7775235412103074	3.2957365655329616E-4	0.3564840294011436	0.04484370986044754	0.0736168398022048	8.523152458003	0.1701144616992918	6.308881612055223	1.5455597691043688	0.04444023089562876	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906065642543	1.2921003989267144	0.299508994509031	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952674564681	77.3495271046628	6.0	2.4	77.349527018669	77.34952768961877	136.49681652631722	136.49654857430622	136.4968070375298	136.49680618775898	136.49680470192055	136.49680740518028	3.6404494803648446	88.14952684601376	129.21591354089966	18.20224585929177	84.53276344121538
57.0	1.0	1.0	0.09875869221125083	1.03324561313477	0.11281281456717272	0.601907641235021	0.7775235229431214	3.2957298418168903E-4	0.3564840522854277	0.044843712695971115	0.07361684342264806	8.523152459591373	0.1701144407629868	6.308881645606781	1.5455597632240603	0.044440236775938696	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906305581904	1.2921003844904	0.2995089849514092	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952708439104	77.34952684263071	6.0	2.4	77.3495264774853	77.34953153094423	136.49683443856404	136.49572873300264	136.49681205175963	136.4968107396684	136.49680849548272	136.49680741563964	3.640449032327917	88.14952686802307	129.21591886297142	18.20224711984825	84.53276424981102
58.0	1.0	1.0	0.09875869151313367	1.0332456146311406	0.11281281502355349	0.6019076328769789	0.7775235391899549	3.2957434613292745E-4	0.3564840375945509	0.044843711293257385	0.07361684377815236	8.523152469295606	0.17011444948692164	6.308881652195922	1.5455597671395278	0.0444402328604704	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390635270324	1.2921003816552745	0.2995089830744013	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952689131026	77.34952675279106	6.0	2.4	77.34952694135835	77.34952448179232	136.49679244100938	136.49734613921754	136.49680595891172	136.49680693789034	136.4968087001607	136.49680747954136	3.6404492190201228	88.14952691304296	129.2159026571265	18.20224631717101	84.53276440860992
59.0	1.0	1.0	0.09875869251570112	1.0332456128474696	0.1128128138135081	0.6019076494786259	0.7775235498250884	3.29573832462841E-4	0.3564840194962122	0.04484370862232128	0.07361683843734065	8.523152459683587	0.17011447061422136	6.3088816033001445	1.545559771379829	0.044440228620169	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.50839060030318	1.2921004026937843	0.29950899700303535	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952660543727	77.34952718454788	6.0	2.4	77.34952723255948	77.34952524866121	136.49681267705057	136.49676649019474	136.49680494180902	136.49680404420687	136.49680310892455	136.49680741624684	3.640449671144337	88.14952684838981	129.2159134556543	18.202245385390537	84.53276323021717
60.0	1.0	1.0	0.09875869143494843	1.0332456146179323	0.11281281533395032	0.6019076296697732	0.7775235265208412	3.2957398418994146E-4	0.35648405306469994	0.044843713221105454	0.07361684611758416	8.523152468319742	0.17011443543781105	6.308881670096289	1.545559763355487	0.0444402366445104	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906480715257	1.2921003739532377	0.29950897797523623	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495271148192	77.34952660031429	6.0	2.4	77.34952660198168	77.34952760781593	136.49680144267072	136.49690208733614	136.49680927299275	136.49681012084477	136.49681130873844	136.49680747311538	3.640448918369156	88.14952691808493	129.2159046829321	18.20224712014247	84.53276484001043
61.0	1.0	1.0	0.09875869164772319	1.0332456141067625	0.11281281529029955	0.6019076316912496	0.7775235147608197	3.295738929193825E-4	0.35648406391603443	0.04484371453771649	0.07361684679789796	8.523152464219876	0.17011442601397203	6.308881674531784	1.5455597612439644	0.0444402387560317	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906512435084	1.2921003720447666	0.2995089767117247	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952726568593	77.34952657628581	6.0	2.4	77.34952629561712	77.3495317281439	136.49680198793388	136.4967840442335	136.4968118429787	136.49681295705946	136.49681211278417	136.49680744611803	3.640448716699001	88.1495269043636	129.2159019678338	18.202247526074856	84.53276494690624
62.0	1.0	1.0	0.09875869200647329	1.0332456134587158	0.11281281485368573	0.601907637646447	0.77752351588175	3.2957268647782883E-4	0.3564840609906078	0.044843713770000605	0.07361684481777435	8.523152460735925	0.17011443272856558	6.308881660727539	1.5455597609167435	0.044440239083256526	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906413715926	1.2921003779843532	0.29950898064405385	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952721608653	77.34952673167935	6.0	2.4	77.34952625168117	77.34953283422485	136.496842622857	136.49536692836125	136.49681399085392	136.49681244664743	136.49680986859187	136.49680742317642	3.640448860391303	88.14952688122868	129.2159213895308	18.20224761542065	84.53276461422269
63.0	1.0	1.0	0.09875869159516629	1.0332456145169822	0.11281281487807263	0.6019076346138703	0.7775235433632477	3.295745031407598E-4	0.3564840323375945	0.04484371064231255	0.07361684294269076	8.523152468866192	0.1701144542981466	6.308881644374555	1.5455597684965707	0.044440231503428525	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906296769802	1.2921003850205948	0.29950898530242465	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952681336142	77.34952681358898	6.0	2.4	77.34952706604804	77.34952361794032	136.49678823859801	136.49753750435127	136.4968048040951	136.49680589604134	136.4968078281174	136.4968074767137	3.640449321980337	88.14952690775289	129.21590137940132	18.202246025882737	84.53276422011425
64.0	1.0	1.0	0.0987586925598661	1.0332456126780816	0.11281281389909077	0.601907649033891	0.7775235432057815	3.295737101278284E-4	0.3564840269671216	0.0448437095565491	0.073616839435432	8.52315245812659	0.1701144639016359	6.308881609397121	1.5455597696923293	0.04444023030767039	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906046633495	1.2921004000704217	0.29950899526622843	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952671069855	77.34952712781637	6.0	2.4	77.34952707070435	77.34952718203274	136.496815221534	136.4966144304893	136.49680652007572	136.49680568456188	136.4968042872058	136.4968074059941	3.640449527495008	88.1495268455417	129.2159132732547	18.202245734769484	84.53276337715488
65.0	1.0	1.0	0.09875869249100416	1.0332456127225225	0.11281281410690987	0.6019076468026298	0.7775235355615991	3.2957347519288894E-4	0.3564840364550077	0.0448437107378948	0.07361684090046182	8.523152457986653	0.17011445527736455	6.308881621024788	1.545559767339904	0.04444023266009696	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906129787152	1.292100395067357	0.29950899195392733	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952684843148	77.34952703045177	6.0	2.4	77.34952686183881	77.34952899599286	136.49682118863836	136.49632668196676	136.4968085595548	136.49680761228393	136.49680590241206	136.49680740507264	3.640449342935601	88.14952684998245	129.21591479878109	18.20224623603566	84.53276365738272
66.0	1.0	1.0	0.09875869151143665	1.0332456144082545	0.11281281535932094	0.6019076300101726	0.7775235209863885	3.2957391758538034E-4	0.3564840587822136	0.04484371393314011	0.07361684674251776	8.523152466567481	0.1701144303539986	6.308881673460271	1.5455597621602095	0.04444023783979178	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390650477231	1.292100372505809	0.29950897701695967	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952719433721	77.34952656936278	6.0	2.4	77.34952646851173	77.34952939796402	136.49680243462274	136.49681784579178	136.49681050103268	136.49681146910643	136.49681206748096	136.49680746157685	3.64044880957557	88.1495269131524	129.21590375471322	18.20224736001448	84.53276492108269
67.0	1.0	1.0	0.09875869142407388	1.0332456146632492	0.11281281528082626	0.6019076300244444	0.7775235296397993	3.295740497143843E-4	0.35648404942719936	0.04484371276588268	0.07361684560435823	8.523152468660466	0.17011443870270204	6.308881666804443	1.5455597641938221	0.04444023580618312	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390645717407	1.2921003753696292	0.29950897891296346	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952706334721	77.34952663022672	6.0	2.4	77.34952667904015	77.3495267322071	136.49679999160338	136.49698321958226	136.49680850701586	136.4968093409592	136.4968107108639	136.49680747535905	3.6404489882378233	88.14952691878621	129.21590460405847	18.202246945054082	84.53276476067663
