time	extracellular	cytosol	GLCi	G6P	F6P	F16P	TRIO	BPG	P3G	P2G	PEP	PYR	ACE	P	NAD	NADH	Glyc	Trh	CO2	SUCC	GLCo	ETOH	GLY	ATP	ADP	AMP	SUM_P	F26BP	gR	KmPFKF6P	KmPFKATP	Lzero	CiPFKATP	KiPFKATP	CPFKAMP	KPFKAMP	CPFKF26BP	KPFKF26BP	CPFKF16BP	KPFKF16BP	CPFKATP	KeqAK	KeqTPI	vGLK	vPGI	vGLYCO	vTreha	vPFK	vALD	vGAPDH	vPGK	vPGM	vENO	vPYK	vPDC	vSUC	vGLT	vADH	vG3PDH	vATP
10.0	1.0	1.0	0.09875869196593262	1.0332456135358932	0.11281281490947846	0.6019076369752289	0.7775235145992531	3.295726313961144E-4	0.3564840625677076	0.044843713964622445	0.0736168450719063	8.523152461187301	0.17011443128102116	6.308881663571832	1.5455597604998061	0.044440239500191714	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.50839064340565	1.2921003767605321	0.2995089798338175	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952724001114	77.34952671132307	6.0	2.4	77.34952621022475	77.3495330661854	136.49684414395384	136.4953000062445	136.49681434186596	136.4968127550074	136.49681011420165	136.49680742614873	3.6404488294138524	88.14952688384304	129.21592185648518	18.202247704912832	84.5327646827704
11.0	1.0	1.0	0.098758691639084	1.0332456144515496	0.11281281480677291	0.6019076354792758	0.7775235452967135	3.295745791026991E-4	0.3564840299092652	0.044843710342060604	0.07361684255533421	8.523152468605256	0.17011445652513335	6.308881640572128	1.545559769129213	0.044440230870783644	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390626957727	1.2921003866566738	0.29950898638559886	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952677712787	77.34952684254529	6.0	2.4	77.34952712521842	77.3495232325233	136.4967861845418	136.49762999182542	136.49680426764718	136.4968054169233	136.49680743100384	136.49680747499548	3.6404493696378535	88.14952690492073	129.21590074495253	18.20224588997721	84.5327641284754
12.0	1.0	1.0	0.09875869254891013	1.0332456126624978	0.11281281396027369	0.6019076484187419	0.7775235405567894	3.295736376867197E-4	0.3564840302013656	0.04484370996017194	0.07361683992403494	8.523152457833362	0.1701144609665023	6.308881612969556	1.5455597689064846	0.04444023109351059	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390607218127	1.2921003985333024	0.29950899424857047	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952675722049	77.34952709661093	6.0	2.4	77.34952700120058	77.34952784917252	136.49681699645703	136.49652543704116	136.49680720893684	136.49680635181932	136.4968048389409	136.49680740406325	3.6404494646831487	88.14952684624822	129.2159136514296	18.202245901363035	84.53276346325087
13.0	1.0	1.0	0.09875869208800496	1.0332456133424088	0.11281281474324589	0.6019076390717476	0.7775235186283045	3.295728032407118E-4	0.3564840576300196	0.044843713355558416	0.07361684427983693	8.523152460527966	0.17011443584583835	6.308881654809132	1.5455597618127777	0.04444023818721792	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390637139125	1.2921003805308817	0.299508982329993	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952716508807	77.34952677520572	6.0	2.4	77.34952634008725	77.3495323345013	136.49683940653364	136.4955087827943	136.49681324103028	136.49681178767037	136.49680934170686	136.49680742180703	3.6404489271009406	88.1495268759709	129.21592040139566	18.202247423005495	84.53276447158852
14.0	1.0	1.0	0.098758691604617	1.0332456145050612	0.11281281486259859	0.601907634806141	0.7775235437981368	3.295745200562046E-4	0.3564840317923587	0.044843710574889985	0.07361684285592535	8.523152468845504	0.17011445479964138	6.308881643533218	1.5455597686387743	0.0444402313612178	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906290753104	1.2921003853825974	0.2995089855420918	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952680523182	77.34952682007537	6.0	2.4	77.34952707929298	77.34952353066863	136.49678778228827	136.49755810255658	136.49680468369135	136.4968057882972	136.4968077386073	136.4968074765775	3.640449332712325	88.14952690714343	129.21590123896112	18.202245995335318	84.53276419983797
15.0	1.0	1.0	0.09875869255869274	1.0332456126718754	0.11281281391208287	0.6019076489104451	0.7775235425943163	3.295736944364901E-4	0.35648402770591203	0.044843709648837514	0.07361683954548383	8.523152458042713	0.17011446323225332	6.308881610171611	1.5455597695148988	0.04444023048508982	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906052172154	1.2921003997371805	0.2995089950456038	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952672127892	77.34952712093317	6.0	2.4	77.34952705495105	77.34952734055025	136.49681559778725	136.4965951201786	136.4968066768123	136.4968058383343	136.49680441273958	136.49680740544179	3.640449513170221	88.14952684561739	129.21591334233594	18.202245772261037	84.53276339582017
16.0	1.0	1.0	0.09875869242438085	1.0332456128068315	0.1128128142321447	0.6019076453155117	0.7775235318196649	3.295733383134311E-4	0.35648404116789306	0.04484371132197386	0.07361684164714177	8.523152458234057	0.1701144509658875	6.308881627819871	1.5455597661294775	0.044440233870510513	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906178381254	1.2921003921436203	0.29950899001825393	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952691806957	77.34952697687736	6.0	2.4	77.34952675164315	77.34952978768106	136.49682482748543	136.49615974099441	136.49680959138422	136.49680854925197	136.4968066900363	136.49680740670178	3.6404492506699926	88.14952685427883	129.21591588965248	18.202246495674544	84.53276382114484
17.0	1.0	1.0	0.09875869142831395	1.033245614640851	0.11281281531840041	0.6019076297517418	0.7775235276103025	3.295740048018401E-4	0.3564840518210761	0.04484371306542826	0.07361684594796737	8.523152468505128	0.17011443655282493	6.308881669060781	1.5455597636371696	0.0444402363628195	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906473309967	1.292100374398788	0.29950897827021494	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952709730368	77.34952660992562	6.0	2.4	77.34952662849015	77.34952729174358	136.4968010090138	136.49692769594137	136.49680901139698	136.4968098498816	136.49681110878745	136.49680747433612	3.6404489422304533	88.14952691851279	129.2159047000251	18.20224706168236	84.53276481505459
18.0	1.0	1.0	0.09875869148245349	1.0332456144626967	0.11281281535727486	0.6019076297621018	0.777523522688463	3.2957393175047034E-4	0.35648405712779224	0.044843713728331534	0.07361684659662307	8.523152466860253	0.17011443179714206	6.308881672695021	1.5455597624814332	0.04444023751855784	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390649929973	1.2921003728350755	0.2995089772349513	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495271715102	77.34952657518552	6.0	2.4	77.34952651005017	77.34952881246282	136.496802328222	136.49683615598593	136.49681013724944	136.49681105684422	136.49681189001163	136.49680746350475	3.64044884045884	88.14952691502147	129.2159041907314	18.202247297476795	84.5327649026401
19.0	1.0	1.0	0.09875869232063299	1.0332456132653614	0.11281281388987294	0.6019076472192569	0.7775235593630343	3.2957388328295735E-4	0.35648401127465285	0.04484370764438941	0.07361683818210363	8.52315246274992	0.17011447759415943	6.308881600919386	1.5455597729126551	0.04444022708733676	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390598600613	1.2921004037181594	0.2995089976812273	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.149526491248	77.34952718436205	6.0	2.4	77.34952749139053	77.34952175575913	136.4968129616151	136.4968341066177	136.4968028597309	136.4968017569892	136.4968028295745	136.49680743643844	3.6404498205150118	88.14952686096927	129.21591576358713	18.202245099699283	84.53276317284066
20.0	1.0	1.0	0.09875869163239132	1.0332456144630586	0.11281281481754993	0.6019076353516603	0.7775235450152852	3.295745679292273E-4	0.3564840302634327	0.044843710385848674	0.07361684261198267	8.52315246867214	0.1701144562014577	6.308881641135384	1.5455597690370806	0.04444023096290966	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906273605323	1.29210038641432	0.29950898622514743	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952678241622	77.34952683831199	6.0	2.4	77.3495271165615	77.34952328822087	136.4967864874341	136.49761638938585	136.49680434590877	136.49680548668323	136.4968074886824	136.4968074754359	3.6404493627111947	88.14952690535232	129.21590083884573	18.202245909768973	84.53276414204994
21.0	1.0	1.0	0.09875869255136185	1.033245612662952	0.11281281395087447	0.6019076485179112	0.7775235409318155	3.295736486156321E-4	0.356484029738768	0.04484370990250478	0.07361683985319917	8.523152457864049	0.17011446138701927	6.3088816124309055	1.5455597690202256	0.04444023097976151	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390606832918	1.2921003987650692	0.2995089944020124	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952675053507	77.3495271012329	6.0	2.4	77.34952701123821	77.34952775766868	136.49681672328606	136.49653884089676	136.49680710997137	136.49680625722738	136.49680475981856	136.4968074042653	3.6404494736822124	88.14952684609013	129.21591358616044	18.20224587717338	84.53276345026934
22.0	1.0	1.0	0.09875869216041014	1.033245613219266	0.11281281464075989	0.6019076403312982	0.7775235211186904	3.2957290817273567E-4	0.35648405455040993	0.04484371297553525	0.07361684378568224	8.523152459967873	0.17011443867991624	6.30888164946318	1.545559762626758	0.044440237373233944	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390633316041	1.2921003828310984	0.2995089838528604	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952711854167	77.34952681424905	6.0	2.4	77.34952641963274	77.34953187338675	136.49683652225465	136.49563632177433	136.4968125554991	136.49681118406514	136.49680885557135	136.49680741811886	3.6404489877502075	88.14952687130166	129.21591950925583	18.20224724816893	84.53276434275058
23.0	1.0	1.0	0.09875869155026179	1.0332456145825892	0.11281281495516511	0.6019076336909877	0.7775235412052328	3.295744205852462E-4	0.3564840350554808	0.044843710978679736	0.07361684337540104	8.52315246913897	0.1701144518101273	6.308881648496351	1.545559767792829	0.04444023220716008	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390632624627	1.2921003832470979	0.299508984128275	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495268537488	77.34952678182442	6.0	2.4	77.3495270009991	77.34952405860923	136.49679045701032	136.49743692214147	136.49680540235687	136.4968064336835	136.49680827677443	136.49680747850994	3.640449268736724	88.14952691064866	129.21590205893168	18.202246176993704	84.53276431944992
24.0	1.0	1.0	0.09875869255150518	1.0332456127379168	0.11281281384390164	0.6019076494687262	0.7775235464240905	3.2957378100344876E-4	0.35648402319138994	0.0448437090842579	0.07361683889632341	8.523152458743649	0.17011446730984311	6.308881605885625	1.5455597705739335	0.044440229426056896	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906021521503	1.2921004015813242	0.29950899626652516	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952665709802	77.34952716002226	6.0	2.4	77.34952715094059	77.34952629532162	136.4968136194408	136.49670203928312	136.49680572340202	136.49680488022895	136.4968036602791	136.4968074100574	3.6404496004306424	88.14952684608089	129.21591312899108	18.20224555008648	84.53276329252748
25.0	1.0	1.0	0.09875869242159725	1.0332456130832992	0.1128128138293755	0.6019076486382697	0.7775235548456669	3.2957386907863967E-4	0.3564840148018594	0.044843708045304374	0.07361683808892057	8.523152461648102	0.17011447473764438	6.30888160146634	1.5455597722802252	0.04444022771976384	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.50839059899176	1.2921004034828198	0.2995089975254197	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952654052429	77.34952719771545	6.0	2.4	77.34952735806434	77.34952349513642	136.4968125229247	136.49681415641356	136.49680388124114	136.49680283750644	136.49680268036326	136.49680742918306	3.6404497593855893	88.14952685445834	129.2159148679639	18.202245212343087	84.53276318602232
26.0	1.0	1.0	0.0987586918946287	1.0332456136806194	0.11281281500729008	0.6019076358189102	0.777523512409383	3.2957253674852923E-4	0.3564840652577118	0.04484371429662124	0.0736168455061555	8.523152462071781	0.1701144288156634	6.3088816684892715	1.545559759789109	0.044440240210879806	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390646922289	1.2921003746446935	0.29950897843301716	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.1495272808624	77.34952667647131	6.0	2.4	77.34952613920449	77.34953345977002	136.49684676160686	136.49518502434069	136.49681494030588	136.49681328049815	136.49681053118036	136.49680743197294	3.6404487766551967	88.14952688844126	129.21592265743087	18.20224785742301	84.53276480128115
27.0	1.0	1.0	0.09875869171325968	1.0332456143355713	0.11281281469215408	0.6019076368786421	0.7775235482926859	3.295746998081761E-4	0.35648402615993613	0.04484370987884553	0.07361684195604237	8.523152468116042	0.1701144599673208	6.308881634501383	1.5455597701110593	0.044440229888929	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390622616317	1.2921003892687488	0.29950898811493376	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952672095257	77.34952688813787	6.0	2.4	77.34952721827118	77.34952264954148	136.49678290133923	136.49777686704599	136.49680343681027	136.4968046789863	136.49680682437986	136.49680747177402	3.640449443300665	88.14952690013732	129.21589972617235	18.202245679011504	84.5327639821699
28.0	1.0	1.0	0.09875869250963916	1.0332456126880118	0.11281281406628883	0.6019076472383565	0.7775235367793654	3.295735174059979E-4	0.35648403491330094	0.04484371054640361	0.07361684065670163	8.523152457718085	0.17011445667356534	6.308881618904479	1.545559767728512	0.04444023227147801	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390611462406	1.2921003959796673	0.2995089925579264	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952682583436	77.34952704719416	6.0	2.4	77.3495268966944	77.3495287265877	136.49682008125797	136.4963782483525	136.49680822493343	136.4968073043466	136.49680564215117	136.49680740330413	3.640449372814298	88.14952684878072	129.21591447753997	18.202246152822333	84.53276360628308
29.0	1.0	1.0	0.0987586915697352	1.0332456142793993	0.11281281534064398	0.6019076306441262	0.777523518161546	3.29573903188152E-4	0.35648406127140386	0.04484371423529608	0.07361684686274254	8.523152465593395	0.17011442819930075	6.3088816741889815	1.545559761711156	0.04444023828883346	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906509983582	1.2921003721922653	0.29950897680937616	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952722871497	77.34952656704621	6.0	2.4	77.34952639526217	77.34953042387103	136.49680232981748	136.49679853881312	136.49681108961096	136.4968121459302	136.49681221273346	136.49680745516258	3.6404487634650358	88.14952690939286	129.21590281178004	18.202247443431634	84.53276493864468
30.0	1.0	1.0	0.09875869144805116	1.0332456146843163	0.11281281516803557	0.6019076311844767	0.7775235343866856	3.2957418273048977E-4	0.35648404361458386	0.04484371204085545	0.07361684472260635	8.523152469160465	0.1701144439824188	6.308881660249232	1.5455597656127475	0.04444023438724372	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.508390641029538	1.2921003781901563	0.2995089807803055	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952697957403	77.34952668707494	6.0	2.4	77.3495268046292	77.34952555078905	136.49679670647987	136.4971465177042	136.49680726645693	136.496808145308	136.49680971957528	136.49680747865148	3.6404491012237616	88.14952691723997	129.21590387253502	18.202246643921946	84.53276460269544
31.0	1.0	1.0	0.09875869229148883	1.0332456133240677	0.11281281391584559	0.601907646762187	0.7775235606291389	3.29573889060516E-4	0.3564840103744848	0.04484370755632753	0.07361683827982148	8.52315246318144	0.17011447820681402	6.308881600858416	1.5455597731517365	0.04444022684825762	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083905985570114	1.2921004037443928	0.2995089976985954	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952647839807	77.34952717690474	6.0	2.4	77.34952753396067	77.34952125378464	136.4968130424738	136.4968417197618	136.49680250093357	136.4968014638696	136.49680296863738	136.49680743928	3.6404498336258198	88.14952686284872	129.21591496815722	18.202245053149394	84.53276317137129
32.0	1.0	1.0	0.09875869155559137	1.0332456143057096	0.11281281534612385	0.6019076304704314	0.7775235188245379	3.295739057934826E-4	0.35648406071019917	0.04484371416805536	0.07361684684773039	8.523152465754748	0.17011442867667229	6.3088816740525955	1.545559761807916	0.04444023819207899	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083906509008234	1.2921003722509483	0.29950897684822797	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952722095812	77.34952656670696	6.0	2.4	77.34952641307781	77.34953017701834	136.49680237786677	136.49680213050576	136.49681095083938	136.49681198683325	136.49681219623395	136.49680745622507	3.6404487736807867	88.14952691030498	129.21590304675186	18.202247425945792	84.53276493535776
33.0	1.0	1.0	0.0987586923979527	1.033245613115984	0.1128128138379862	0.601907648324508	0.7775235559664797	3.2957387307935767E-4	0.35648401386406503	0.044843707933735794	0.07361683807256629	8.523152461733234	0.17011447552139447	6.308881601237724	1.5455597724382324	0.044440227561762614	0.0	0.0	1.0	0.0	50.0	50.0	0.15	2.5083905988282686	1.2921004035811867	0.2995089975905443	4.1	0.02	5.12	0.1	0.71	0.66	100.0	0.65	0.0845	0.0995	0.0174	6.82E-4	0.397	0.111	3.0	0.45	0.045	88.14952652756416	77.34952719641501	6.0	2.4	77.34952738872444	77.34952307291644	136.49681261607645	136.49681974231441	136.4968036438896	136.496802567349	136.4968026659091	136.49680742974365	3.6404497761578414	88.14952685598313	129.2159152618614	18.202245184131076	84.53276318051266
