time	cell	EGF	NGF	freeEGFReceptor	boundEGFReceptor	freeNGFReceptor	boundNGFReceptor	SosInactive	SosActive	P90RskInactive	P90RskActive	RasInactive	RasActive	RasGapActive	Raf1Inactive	Raf1Active	BRafInactive	BRafActive	MekInactive	MekActive	ErkInactive	ErkActive	PI3KInactive	PI3KActive	AktInactive	AktActive	C3GInactive	C3GActive	Rap1Inactive	Rap1Active	RapGapActive	PP2AActive	Raf1PPtase	krbEGF	kruEGF	krbNGF	kruNGF	kEGF	KmEGF	kNGF	KmNGF	kdSos	KmdSos	kSos	KmSos	kRasGap	KmRasGap	kRasToRaf1	KmRasToRaf1	kpRaf1	KmpRaf1	kpBRaf	KmpBRaf	kdMek	KmdMek	kpMekCytoplasmic	KmpMekCytoplasmic	kdErk	KmdErk	kpP90Rsk	KmpP90Rsk	kPI3K	KmPI3K	kPI3KRas	KmPI3KRas	kAkt	KmAkt	kdRaf1ByAkt	KmRaf1ByAkt	kC3GNGF	KmC3GNGF	kC3G	KmC3G	kRapGap	KmRapGap	kRap1ToBRaf	KmRap1ToBRaf	kdRaf1	KmdRaf1	kdBRaf	KmdBRaf	EGFBindingReaction	EGFUnbindingReaction	NGFBindingReaction	NGFUnbindingReaction	SosActivationByEGFReaction	SosActivationByNGFReaction	SosDeactivationReaction	RasActivationReaction	RasDeactivationReaction	Raf1ByRasActivationReaction	MekbyRaf1ActivationReaction	MekbyBRafActivationReaction	ErkActivationReaction	MekDeactivationReaction	ErkDeactivationReaction	Raf1byPPtaseDeactivationReaction	P90RskActivationReaction	PI3KbyEGFRActivationReaction	PI3KbyRasActivationReaction	AktActivationReaction	Raf1ByAktDeactivationReaction	C3GActivationReaction	Rap1ActivationReaction	Rap1DeactivationReaction	BRafByRap1ActivationReaction	BRafbyPPtaseDeactivationReaction
10.0	1.0	9922004.465015877	451491.1630440134	4.465015881560931	79995.53498413227	5491.163044013978	4508.836956035207	20935.22259506567	99064.77740493466	108842.61941352791	11157.380586472122	101057.32642711586	18942.673572884043	120000.0	118385.51352526085	1614.4864747392817	119315.8938154473	684.1061845526013	408801.5549824536	191198.44501754557	78498.07990474594	521501.92009525513	1.6915255703019934E-15	119999.99999999971	110133.36980803586	9866.630191964163	1.6214321273968973E-68	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359877	968.0099697359879	342.6493545325963	32.63545785984799	190516.1150420342	1594917.61717906	1788941.8952661436	2363324.6183609003	2363972.393856548	10962.77441810633	23681.32161651868	61725.41074191011	136199.7577999571	91536.88727673414	138480.45384345148	9145.358218314299	1390.4480927835225	7.810776495020441E-15	9.08141768790976E-18	979.4658860072185	1991.19449318107	8.341283121812018E-67	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
11.0	1.0	9922004.465015877	451191.8054412007	4.46501588156093	79995.53498413226	5191.805441201332	4808.194558849989	24344.273335319307	95655.72666468105	107462.98569602025	12537.014303979815	101687.47647344148	18312.52352655841	120000.0	118543.20031726	1456.7996827401323	119315.8938154473	684.1061845526013	414786.59323065134	185213.40676934776	80834.9106603574	519165.0893396435	1.5854445693942636E-17	119999.99999999971	109157.62528341786	10842.374716582175	2.0467976965278848E-72	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359876	968.0099697359876	323.75459224581846	34.80224111835769	221415.78829054625	1722925.5819978665	1947640.973297519	2285714.083221054	2286324.7846615673	10602.956468093866	21656.175345980268	61974.62856340639	135572.21384364588	89425.40519395922	137940.15291574414	8768.807126632799	1368.8367040831295	7.32093761643322E-17	8.228734814607774E-20	972.0294412593367	1976.9748956934807	1.1228623228499813E-70	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
12.0	1.0	9922004.465015877	450912.774274952	4.465015881560928	79995.53498413222	4912.774274952725	5087.225725100689	27535.961879002334	92464.03812099806	106104.8536709754	13895.146329024665	102279.10120939772	17720.89879060216	120000.0	118673.51952075593	1326.4804792441807	119315.8938154473	684.1061845526013	420330.31465132075	179669.68534867832	83193.88771795252	516806.1122820484	1.4863701339008626E-19	119999.99999999971	108189.29835608452	11810.701643915534	2.4941306395704756E-76	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359872	968.0099697359872	306.16509315300624	36.821899393108545	250314.05360045936	1839941.108726306	2093334.2120362986	2212791.495136687	2213362.875383753	10264.29531175488	19961.102594948516	62200.867757269676	135059.48053209673	87437.3328726734	137394.09334267085	8420.079750865027	1347.497214287328	6.863452204686754E-19	7.465287259840448E-22	964.6307035478792	1963.008545562568	1.4476706279531518E-74	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
13.0	1.0	9922004.465015877	450652.6692976059	4.4650158815609275	79995.5349841322	4652.669297606714	5347.330702446858	30510.71727299731	89489.28272700308	104767.81896656191	15232.181033438133	102831.91395496616	17168.086045033673	120000.0	118782.61475326805	1217.3852467320814	119315.8938154473	684.1061845526013	425319.46999845264	174680.53000154658	85480.08263714323	514519.9173628576	1.3885842092569396E-21	119999.99999999971	107228.35128329911	12771.648716700965	9.717685534573406E-80	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359869	968.0099697359869	289.7880398971267	38.70456783068762	277221.0037495367	1947545.9666547992	2227632.2209082176	2144600.219655047	2145133.616662055	9947.245730872808	18519.056450611497	62400.79829443259	134635.24982251148	85620.96042708123	136864.2686058795	8097.479614593536	1326.6712280390675	6.411916611514352E-21	6.756595377859085E-24	957.269743599585	1949.9047813328966	5.928836065012954E-78	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
14.0	1.0	9922004.465015877	450410.18933209014	4.4650158815609275	79995.5349841322	4410.189332090962	5589.810667962422	33281.875150924774	86718.12484907564	103451.29737305056	16548.702626949515	103348.0788098253	16651.92119017454	120000.0	118875.1585715218	1124.841428478329	119315.8938154473	684.1061845526013	429737.5833524323	170262.4166475671	87638.91909780429	512361.0809021966	1.2944911235205615E-23	119999.99999999971	106274.74625353877	13725.253746461329	3.7523127020413106E-83	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359869	968.0099697359869	274.5375576542487	40.459664493885484	302262.85892688524	2046896.3263668208	2351830.556009468	2080882.134705578	2081380.5179802221	9650.76740045436	17274.31808075274	62575.011402882374	134278.98858649953	83990.52302164849	136363.4043944298	7798.58681396556	1306.4845478879183	5.97743304513088E-23	6.10938130806092E-26	949.9466283053799	1937.6866889306718	2.393126627304426E-81	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
15.0	1.0	9922004.465015877	450184.1249225916	4.4650158815609275	79995.5349841322	4184.124922592342	5815.875077461001	35867.29368764131	84132.70631235909	102154.61982381405	17845.38017618602	103830.66374549338	16169.336254506456	120000.0	118954.64147506296	1045.3585249371768	119315.8938154473	684.1061845526013	433617.85172047105	166382.14827952848	89643.34976879806	510356.6502312028	1.2018923882204377E-25	119999.99999999971	105328.4453902875	14671.554609712619	1.3952267991606438E-86	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359869	968.0099697359869	260.33415108739786	42.09594355692124	325605.81878602755	2138880.0109405555	2466981.5588566526	2021267.344579515	2021733.881600586	9373.238417549232	16186.5621564504	62725.87011588777	133974.69655663765	82541.22523443149	135897.88014294495	7520.918975374624	1286.9866012494074	5.549849780739732E-25	5.507970247081653E-28	942.6614207343497	1926.1933413262736	9.258261351105435E-85	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
16.0	1.0	9922004.465015877	449973.35157690366	4.465015881560927	79995.53498413219	3973.3515769043624	6026.648423148737	38285.04270142486	81714.95729857554	100877.09396099996	19122.906039000074	104282.82746521487	15717.172534784964	120000.0	119023.67098261375	976.3290173864032	119315.8938154473	684.1061845526013	437015.19838492444	162984.80161507515	91484.50819372374	508515.49180627696	1.1089128068337908E-27	119999.99999999971	104389.41075586346	15610.589244136665	4.805759674603811E-90	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359868	968.0099697359868	247.1041925814634	43.6215442180771	347417.10851497645	2224208.5098492387	2573963.1795838205	1965373.4139034706	1965811.1790482155	9112.942372975644	15226.19538407513	62856.33794416218	133710.13958505643	81258.75500139712	135469.8648977533	7262.196693108105	1268.1784551569335	5.120507924156385E-27	4.939757486202615E-30	935.4141801489759	1915.2392696201052	3.304512986706916E-88	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
17.0	1.0	9922004.465015877	449776.8235432842	4.465015881560926	79995.53498413217	3776.8235432849106	6223.176456768087	40551.89913359844	79448.10086640198	99618.04200544374	20381.957994556305	104707.53071417008	15292.469285829786	120000.0	119084.21504780183	915.7849521983065	119315.8938154473	684.1061845526013	439990.6538241667	160009.34617583296	93164.9018568768	506835.09814312396	1.0144247242837864E-29	119999.99999999971	103457.60435521859	16542.39564478153	1.443226524362694E-93	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359866	968.0099697359866	234.77945618928453	45.04403574349765	367851.51110713556	2303473.52681823	2673520.2067317637	1912841.1281266192	1913252.9174434538	8868.247848953155	14371.014820074037	62969.38610113665	133476.16303186642	80124.999557016	135078.87910578182	7020.409155390344	1250.032605311661	4.684200423283453E-29	4.3967447205126295E-32	928.2049620211452	1904.6624459635311	1.0247458655131947E-91	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
18.0	1.0	9922004.465015877	449593.5680755954	4.465015881560926	79995.53498413216	3593.5680755961416	6406.431924456972	42682.82550628925	77317.17449371117	98376.8221104212	21623.177889578863	105107.4298638827	14892.57013611717	120000.0	119137.77831147268	862.2216885274432	119315.8938154473	684.1061845526013	442603.2709738977	157396.7290261019	94693.60005930325	505306.3999406976	9.180621357990642E-32	119999.99999999971	102532.9881397218	17467.0118602783	3.360256163764853E-97	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359866	968.0099697359865	223.29669269020025	46.37045897673126	387046.7988839083	2377181.287275883	2766294.7497311067	1863347.754007583	1863736.038984779	8637.6786923414	13603.988244058186	63067.725108879	133266.04472406217	79121.27117244323	134722.9038404645	6793.813169532168	1232.5065115374773	4.239237217080533E-31	3.875034185654634E-34	921.033818049024	1894.3365068311073	2.4561685116656578E-95	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
19.0	1.0	9922004.465015877	449422.6801444211	4.465015881560927	79995.53498413219	3422.6801444218895	6577.319855631641	44690.92761861793	75309.07238138249	97152.83863415831	22847.161365841745	105484.86156416175	14515.138435838137	120000.0	119185.52730686609	814.472693134013	119315.8938154473	684.1061845526013	444906.42211734276	155093.57788265694	96082.9628911252	503917.0371088755	8.201622176062619E-34	119999.99999999971	101615.52401092304	18384.47598907707	4.538755297087583E-101	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359868	968.0099697359868	212.59724164958948	47.60736462024594	405123.4790545292	2445774.210755446	2852847.912028891	1816609.1217017695	1816976.0494893626	8419.92888666459	12911.775924959518	63153.70891515596	133074.91509585315	78229.9800377418	134399.1384510854	6580.906298355498	1215.5514625621531	3.7871752481040654E-33	3.374075133965121E-36	913.900796174757	1884.16913889014	3.4060834826365234E-99	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
20.0	1.0	9922004.465015877	449263.31755594094	4.4650158815609275	79995.5349841322	3263.3175559416713	6736.682444111933	46587.60621730427	73412.39378269613	95945.54533479968	24054.45466520039	105841.86540170321	14158.134598296689	120000.0	119228.37899632333	771.621003676767	119315.8938154473	684.1061845526013	446946.52958625153	153053.47041374823	97346.52459993094	502653.47540006984	7.216521072851034E-36	119999.99999999971	100705.17382429926	19294.826175700826	1.786231768426814E-105	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359869	968.0099697359869	202.62667683021118	48.76084856555102	422186.2677803237	2509645.1028110404	2933675.4577611093	1772377.029769793	1772724.4110671084	8213.853568628901	12283.735833130544	63229.32561270717	132899.26833957466	77435.3794366446	134104.49336369484	6380.393474696417	1199.118058830007	3.332295660276728E-35	2.895794434854879E-38	906.8059406029972	1874.096318863058	1.3729459564388252E-103	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
21.0	1.0	9922004.465015877	449114.69644403394	4.465015881560927	79995.53498413219	3114.6964440346947	6885.303556018799	48382.78104576254	71617.21895423788	94754.44433365615	25245.555666343906	106180.2224379524	13819.777562047515	120000.0	119267.06369738062	732.9363026194684	119315.8938154473	684.1061845526013	448763.06633326184	151236.93366673795	98497.7072771661	501502.2927228347	6.238830111740904E-38	119999.99999999971	99801.89939298233	20198.10060701774	9.322903069251209E-109	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359868	968.0099697359868	193.334481714085	49.83658452185523	438326.1950187842	2569146.8236806532	3009218.9561959235	1730434.7861295994	1730763.9312653102	8018.449591287231	11711.242001470806	63296.22765609055	132736.57399417018	76723.784612338	133835.8913749829	6191.154883620379	1183.1593440923314	2.8808377744187227E-37	2.443644474495937E-40	899.749291820258	1864.0761080732077	7.32392381739258E-107	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
22.0	1.0	9922004.465015877	448976.08710586204	4.465015881560926	79995.53498413217	2976.087105862802	7023.912894190638	50085.09224730822	69914.90775269219	93579.0827838311	26420.917216168964	106501.48268876238	13498.517311237521	120000.0	119302.16940123662	697.8305987634699	119315.8938154473	684.1061845526013	450389.1548854549	149610.84511454476	99549.10672940724	500450.8932705936	5.322906401093784E-40	119999.99999999971	98905.66249150239	21094.33750849768	3.7813331909380126E-111	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359866	968.0099697359866	184.67375234358406	50.8398541585702	453622.4871630374	2624599.051957039	3079875.0152463648	1690593.084262931	1690905.4904892456	7832.841635328224	11187.220734183353	63355.77668749956	132584.98498067865	76083.51333639215	133590.4363181063	6012.222174797865	1167.6323739323984	2.4579014903945215E-39	2.0364263394019637E-42	892.7308866153393	1854.0854782918811	3.030355788393841E-109	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
23.0	1.0	9922004.465015877	448846.8101489545	4.465015881560926	79995.53498413217	2846.810148955282	7153.189851098183	51701.951490042804	68298.04850995762	92419.04849788937	27580.95150211071	106806.97679995027	13193.023200049634	120000.0	119334.17612364759	665.8238763524877	119315.8938154473	684.1061845526013	451852.39092736563	148147.60907263402	100512.14801387771	499487.8519861231	4.524766531188848E-42	119999.99999999971	98016.42485946599	21983.575140534078	1.5042420590187495E-113	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359866	968.0099697359866	176.60092468102002	51.77557499313227	468143.085289757	2676292.965075917	3146008.2630260647	1652689.3252501595	1652986.7061135434	7656.2769667397115	10705.783898964784	63409.090423556816	132443.12234244603	75504.69620037172	133365.49562821072	5842.747210491468	1152.4988128259968	2.0893529892637257E-41	1.6918985172266504E-44	885.7507581001915	1844.1122000909345	1.2276852457091643E-111	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
24.0	1.0	9922004.465015877	448726.2329240343	4.465015881560926	79995.53498413217	2726.232924035022	7273.767076018466	53240.06549543629	66759.93450456411	91273.96529844205	28726.034701558023	107097.91910078074	12902.080899219174	120000.0	119363.48100408673	636.518995913368	119315.8938154473	684.1061845526013	453175.69706604065	146824.3029339591	101396.97406078584	498603.025939215	3.8258985371997E-44	119999.99999999971	97134.1482051403	22865.85179485978	5.875212085629622E-116	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359866	968.0099697359866	169.07552418653384	52.64832621060001	481949.3939693546	2724495.752780301	3207942.2204663255	1616575.764764161	1616859.2306178906	7488.066743828572	10261.962546320116	63457.08589618589	132309.92567165243	74979.0400350532	133158.72833339722	5681.976347941843	1137.724949347377	1.7666441992572019E-43	1.3990299676574602E-46	878.8089357309766	1834.148351158604	4.87587424001649E-114	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
25.0	1.0	9922004.465015877	448613.7662281734	4.465015881560927	79995.53498413219	2613.766228174045	7386.233771879532	54705.28471742775	65294.71528257265	90143.48853083301	29856.511469167086	107375.36706650292	12624.632933497	120000.0	119390.41347992892	609.5865200711654	119315.8938154473	684.1061845526013	454378.1176564641	145621.88234353563	102212.47555645628	497787.52444354456	3.211774055897641E-46	119999.99999999971	96258.79420915253	23741.205790847558	2.255182065254949E-118	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359868	968.0099697359868	162.059936055178	53.46237252657895	495094.95733526006	2769452.914841296	3265975.23759038	1582123.3137240645	1582393.8496881672	7327.610278679318	9851.564592716939	63500.517039747014	132184.55531586547	74499.58735670986	132968.0797665365	5529.249028110786	1123.2813841024704	1.4830665136586126E-45	1.1492051235815466E-48	871.9054453309542	1824.1952622717824	1.9005277499977275E-116	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
26.0	1.0	9922004.465015877	448508.86124903715	4.4650158815609275	79995.5349841322	2508.861249037746	7491.13875101579	56102.80688481314	63897.19311518727	89027.30096161245	30972.699038387665	107640.26180897788	12359.738191022036	120000.0	119415.25022091952	584.7497790805566	119315.8938154473	684.1061845526013	455475.5060660489	144524.49393395078	102966.38273590802	497033.61726409284	2.6719515901633234E-48	119999.99999999971	95390.32452811337	24609.67547188671	8.514638518061311E-121	119999.99999999988	105544.62439152873	14455.375608471053	120000.0	120000.0	120000.0	2.18503E-5	0.0121008	1.38209E-7	0.00723811	694.731	6086070.0	389.428	2112.66	1611.97	896896.0	32.344	35954.3	1509.36	1432410.0	0.884096	62464.6	185.759	4768350.0	125.089	157948.0	2.83243	518753.0	9.85367	1007340.0	8.8912	3496490.0	0.0213697	763523.0	10.6737	184912.0	0.0771067	272056.0	0.0566279	653951.0	15.1212	119355.0	146.912	12876.2	1.40145	10965.6	27.265	295990.0	2.20995	1025460.0	0.126329	1061.71	441.287	1.08795E7	968.0099697359869	968.0099697359869	155.51919377249445	54.2216863051149	507627.31664510415	2811390.808188368	3320380.6230023177	1549217.0281891641	1549475.5137404038	7174.372174731955	9471.010025705938	63540.005840025566	132066.3242784102	74060.4979539566	132791.7615024714	5383.977606745048	1109.1425947200034	1.233798474152192E-47	9.359909834443256E-51	865.0403091136947	1814.2581063447287	7.27752345069025E-119	152345.957233531	152345.957233531	3329.581517184776	3329.581517184776
