time	extracellular	cytosol	intravesicular	EC	Z	A	Y	beta	vin	v2	v3	v4	v5	v6	v7	v8
0.0	1.0	1.0	1.0	1000.0	0.0	0.45	0.36	0.5	2.5	0.0	0.0	0.36	0.0	1.25	0.0	0.045000000000000005
1.0	1.0	1.0	1.0	998.375608698129	0.11030812403081827	1.4818344779948571	1.8740831778386022	0.5	2.5	3.567829965270669	0.3459797302358631	1.8740831778386022	1.1030812403081827	1.25	0.31607545426396155	0.14818344779948572
2.0	1.0	1.0	1.0	998.6121452064658	0.3115025206381326	0.1738288454332666	1.4363522728949025	0.5	2.5	5.892715313916639	3.7359928526914516	1.4363522728949025	3.115025206381326	1.25	0.6309433202278566	0.01738288454332666
3.0	1.0	1.0	1.0	999.2781757386109	0.10839664310659747	0.3961118445247538	0.9734276182826461	0.5	2.5	3.511471201599215	0.294422273112515	0.9734276182826461	1.0839664310659747	1.25	0.058199016598722855	0.039611184452475384
4.0	1.0	1.0	1.0	997.8546519318515	0.13516265488473309	1.3235742960857007	2.370185413263607	0.5	2.5	4.200656888142043	0.7658308091412758	2.370185413263607	1.351626548847331	1.25	0.6554257692917428	0.13235742960857008
5.0	1.0	1.0	1.0	998.9797516904262	0.32804214437504364	0.21225103330900774	1.052206165198831	0.5	2.5	5.947333654135122	6.192343432681743	1.052206165198831	3.2804214437504364	1.25	1.0741338456864642	0.021225103330900774
6.0	1.0	1.0	1.0	998.9950121678681	0.09195346803143739	0.6792016516960541	1.2730343641003021	0.5	2.5	2.978003287743629	0.16525838243185856	1.2730343641003021	0.9195346803143739	1.25	0.07033394013576104	0.0679201651696054
7.0	1.0	1.0	1.0	997.6659102533591	0.15670302984129972	1.4196219348783257	2.5373867167998614	0.5	2.5	4.618986520804266	1.3421926403696718	2.5373867167998614	1.5670302984129971	1.25	1.2304381533876336	0.14196219348783257
8.0	1.0	1.0	1.0	999.2083911173124	0.3657705158029338	0.19039765541905296	0.7858383668870976	0.5	2.5	6.047945807355985	5.685719594346701	0.7858383668870976	3.657705158029338	1.25	1.1515986235655113	0.0190397655419053
9.0	1.0	1.0	1.0	998.7241501640813	0.09929861433244397	0.8695123764465484	1.5365512215889952	0.5	2.5	3.2271250272331926	0.2267934114426441	1.5365512215889952	0.9929861433244397	1.25	0.13031390298083217	0.08695123764465484
10.0	1.0	1.0	1.0	997.6552048335534	0.635352704480965	0.5548970436440687	2.069442461968785	0.5	2.5	6.342871082436969	18.099250356777734	2.069442461968785	6.353527044809651	1.25	16.27665791981332	0.05548970436440687
11.0	1.0	1.0	1.0	999.3382605110717	0.3207393385722413	0.22956685868224058	0.7010001503589183	0.5	2.5	5.924135236304976	6.480852207679471	0.7010001503589183	3.207393385722413	1.25	1.1714066030077188	0.02295668586822406
12.0	1.0	1.0	1.0	998.4667801257078	0.10719286430143893	1.0421603249064575	1.786027009993052	0.5	2.5	3.4753810194133488	0.3084541560627458	1.786027009993052	1.0719286430143893	1.25	0.21370457654872538	0.10421603249064576
13.0	1.0	1.0	1.0	998.4846106314012	0.43838364174313865	0.1482313921588192	1.4370057268585474	0.5	2.5	6.178504648710872	3.63664915499905	1.4370057268585474	4.383836417431387	1.25	1.0158687254757588	0.01482313921588192
14.0	1.0	1.0	1.0	999.5228256438186	0.3293247607237881	0.20729055215516512	0.507849595462075	0.5	2.5	5.951267478537649	5.355985154985724	0.507849595462075	3.293247607237881	1.25	1.0376233112921085	0.020729055215516514
15.0	1.0	1.0	1.0	998.2239659464893	0.11597576789862338	1.1945851173970956	2.020058285615989	0.5	2.5	3.728189756695595	0.4215488892778329	2.020058285615989	1.1597576789862338	1.25	0.3300799435490637	0.11945851173970956
