time	cell	M	MpY	MpT	Mpp	MAPKK	MKP	MpY_MAPKK	MpT_MAPKK	M_MAPKK_Y	M_MAPKK_T	Mpp_MKP_Y	Mpp_MKP_T	MpY_MKP_Y	MpY_MKP_T	MpT_MKP_Y	MpT_MKP_T	M_MKP_T	M_MKP_Y	k1	k_1	k2	k3	k_3	k4	k5	k_5	k6	k7	k_7	k8	h1	h_1	h2	h3	h_3	h4	h_4	h5	h6	h_6	h7	h_7	h8	h9	h_9	h10	h_10	h11	h12	h_12	reaction_0000001	reaction_0000002	reaction_0000003	reaction_0000004	reaction_0000005	reaction_0000006	reaction_0000007	reaction_0000008	reaction_0000009	reaction_0000010	reaction_0000011	reaction_0000013	reaction_0000012	reaction_0000015	reaction_0000017	reaction_0000014	reaction_0000019	reaction_0000020	reaction_0000021	reaction_0000022
11.0	1.0	521.27130627465	3.239342843420929	3.231551335953912	6.981283474829467	8.31034072432997	6.413143204532202	0.05372209257080145	0.053593183797577465	85.79117199965513	85.79117199965513	1.6462514221499143	1.6462514221499143	0.13854619956716452	0.33323358779399764	0.33276987187476853	0.13551737286471285	41.27648916883183	48.07779775023582	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8476712995229718	0.8579117199965514	0.8077192754851278	0.8058313885620217	0.8476712995229718	0.8579117199965514	0.8057761816405253	0.803897756963662	0.36848725824828565	0.1514551308377921	0.12552585697207067	0.07172664203798501	0.06775868643235643	-0.1275082205886484	0.06919749586718499	0.06511671379656732	0.7135141210378029	0.36848725824828565	0.1514551308377921	0.12548989235964814
12.0	1.0	520.1657710738699	3.3415892923370434	3.3332753668068884	7.859834791976042	8.327031022386818	6.373439502610949	0.05554122336578375	0.055403299157095735	85.78101222754947	85.78101222754947	1.864144642184838	1.864144642184838	0.14240039765659956	0.35896534358852633	0.35846758889106894	0.13926557219018076	41.44957864151525	47.449593669178064	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8477180227680208	0.8578101222754947	0.8348753430779338	0.8331183504867563	0.8477180227680208	0.8578101222754947	0.8327978971807846	0.831049487356436	0.39009352743808257	0.17150130708100508	0.1460232999321987	0.07317871676868948	0.06963278609509038	-0.08210581742480327	0.07057377431622719	0.06692818689860179	0.6755019818020145	0.39009352743808257	0.17150130708100508	0.14599117161569958
13.0	1.0	519.0666219991443	3.4366542114074203	3.4278705581064903	8.7484493294779	8.343697994067492	6.335898104076519	0.05724529025437979	0.05709919942899091	85.77097875812888	85.77097875812888	2.08322260089139	2.08322260089139	0.14587203762360446	0.38427688068033056	0.3837488400857857	0.14264300658561482	41.58155108145449	46.859564847711184	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8477238971041174	0.8577097875812888	0.8603356649463785	0.8586793538156969	0.8477238971041174	0.8577097875812888	0.8581365349580855	0.8564879914348636	0.4110951575197932	0.19165647928200788	0.16656245438451936	0.07454337911565151	0.07132150329280741	-0.04161515583007436	0.07187087140062412	0.0685598576830941	0.6405832714947604	0.4110951575197932	0.19165647928200788	0.16653397165610198
14.0	1.0	517.9723554588876	3.5261214438341897	3.516916052025124	9.64517197239335	8.360362548084954	6.300202379063273	0.058860652464196174	0.05870717110534436	85.76103481417707	85.76103481417707	2.302870469311952	2.302870469311952	0.1490484252454793	0.4092285551319597	0.40867373162918724	0.14573462237056026	41.67685608871583	46.3045152592201	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8476988162595518	0.8576103481417707	0.8844882646247831	0.8829097869629426	0.8476988162595518	0.8576103481417707	0.8821790127701641	0.8806075665801654	0.4316236240006619	0.21186408317669958	0.18710090284984224	0.07583820640878475	0.07286731118528013	-0.005454109136639129	0.07310436184762256	0.07005275986537526	0.6086369372188516	0.4316236240006619	0.21186408317669958	0.18707576803885786
15.0	1.0	516.8818431809972	3.6111868604199633	3.6016025469871544	10.548509640147655	8.377040510729403	6.266101717830463	0.060407246056369004	0.060247068369413063	85.75115258742672	85.75115258742672	2.52263552381471	2.52263552381471	0.1519947696467402	0.4338675929611824	0.43328916352025604	0.14860377459934954	41.73944227719928	45.78142965661361	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.847650204327195	0.8575115258742672	0.9076266298332872	0.906108690845535	0.847650204327195	0.8575115258742672	0.9052175856996298	0.903706025541196	0.4517760231359089	0.23208246819095332	0.20760908445406823	0.07707630446683827	0.07430188729967477	0.026874409820133227	0.0742858722481031	0.07143754173396788	0.5794985820766261	0.4517760231359089	0.23208246819095332	0.2075869510663391
16.0	1.0	515.7942302712615	3.692754714834413	3.6828291226266807	11.457322261017033	8.393744006757771	6.233392362989761	0.06190016895258547	0.06173390618587595	85.7413109590562	85.7413109590562	2.7421848605632935	2.7421848605632935	0.15475978427452483	0.45823039612808086	0.4576311836364839	0.15129772327441543	41.77282343322122	45.28749539534924	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8475836221365824	0.8574131095905619	0.9299730392415859	0.928502534288782	0.8475836221365824	0.8574131095905619	0.9274732898448659	0.9260085927881393	0.47162446813283365	0.252281007171823	0.22806599436470956	0.07826746599735893	0.07564886163720771	0.055800217825253906	0.07542410610390779	0.07273709860902666	0.5529832868241789	0.47162446813283365	0.252281007171823	0.22804650574964824
17.0	1.0	514.708864098319	3.7715095096767484	3.7612753836024195	12.370739196138553	8.410482422294331	6.201905765450303	0.06335086581960912	0.06317905002480627	85.73149383093494	85.73149383093494	2.9612744014487618	2.9612744014487618	0.15737987725676725	0.4823448741407587	0.4817273501644558	0.1538517378818175	41.78013245230295	44.82010913990573	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8475032510249605	0.8573149383093494	0.9516959961532614	0.9502629872941368	0.8475032510249605	0.8573149383093494	0.9491134459494822	0.947685750372094	0.4912227420048567	0.2724372449332861	0.24845659529435432	0.07941901698828396	0.07692586894090875	0.08169793194033792	0.07652558846838148	0.0739685423106806	0.5288987103832685	0.4912227420048567	0.2724372449332861	0.24843940841561
18.0	1.0	513.6252430250079	3.8479699323925205	3.8374555445708776	13.288095346616013	8.427263097519054	6.17150075107604	0.06476801906736578	0.0645911095265724	85.7216888869478	85.7216888869478	3.179726006009466	3.179726006009466	0.15988227636863908	0.5062324234871791	0.5055987292352431	0.15629215421267179	41.76416668019149	44.376874973410125	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8474122430302913	0.857216888869478	0.9729233413042943	0.9715202860104867	0.8474122430302913	0.857216888869478	0.9702648104456529	0.968866642898586	0.5106110625310172	0.29253479255287085	0.26877013147984224	0.08053644354272904	0.07814607710633589	0.10489590408597316	0.07759521691014548	0.07514466989326037	0.5070530646966089	0.5106110625310172	0.29253479255287085	0.2687549302083946
19.0	1.0	512.5429787574624	3.922529463695909	3.91175910368959	14.20888242054594	8.444091835314888	6.14205791008672	0.06615822107591972	0.06597661196673706	85.71188666582553	85.71188666582553	3.397410484445295	3.397410484445295	0.16228735850611112	0.5299094985096455	0.5292614753495132	0.15863865027446386	41.727426699287726	43.95559743909555	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8473129776516686	0.8571188666582553	0.9937521475057349	0.9923733161387958	0.8473129776516686	0.8571188666582553	0.9910234875271493	0.9896491795010558	0.5298195554619904	0.3125617645689671	0.2889989658978094	0.08162385917723997	0.07931932513723193	0.1256831735083943	0.07863667269430566	0.07627505849787222	0.48726005898735014	0.5298195554619904	0.3125617645689671	0.28898546730922875
20.0	1.0	511.4617683985165	3.995486999744095	3.9844814768434245	15.132711815622292	8.460973279349089	6.113475411385038	0.0675264821971474	0.0673405105839534	85.70207986393922	85.70207986393922	3.614234955885683	3.614234955885683	0.16461038692574154	0.5533888205319737	0.5527280443942452	0.16090594155967572	41.672149870414344	43.55427161301793	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8472072526303975	0.8570207986393922	1.014256197573139	1.012897232957211	0.8472072526303975	0.8570207986393922	1.011462411260322	1.010107658759301	0.5488708157715392	0.3325096159414829	0.309137749036231	0.08268435379833847	0.08045297077983786	0.14431504939100925	0.07965272836869952	0.07736688185509852	0.46934192488039983	0.5488708157715392	0.3325096159414829	0.30912570523753263
21.0	1.0	510.3813735756012	4.067069960834955	4.055847086457857	16.059286369710303	8.47791119709964	6.085665795512445	0.06887661493792334	0.06868656853213735	85.69226280971945	85.69226280971945	3.830133429061369	3.830133429061369	0.16686280753516966	0.5766802950679907	0.5760081112016336	0.1631050444721039	41.60033955302611	43.17107153506213	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8470964268342271	0.8569226280971945	1.0344916397932848	1.03314922406885	0.8470964268342271	0.8569226280971945	1.0316369971640231	1.0302985279820602	0.5677818101604655	0.35237227547364597	0.3291828123427798	0.08372025438674996	0.08155252223605194	0.1610176869409803	0.08064547795092458	0.07842551954152974	0.45313117280444803	0.5677818101604655	0.35237227547364597	0.3291720095818964
22.0	1.0	509.30160479569344	4.13745173566831	4.12602676808955	16.988378865362243	8.494908692598433	6.058553472222894	0.07021152459069238	0.07001764896210019	85.68243106692869	85.68243106692869	4.0450597827678925	4.0450597827678925	0.1690532166191568	0.5997917028664081	0.5991092588571396	0.1652442183208199	41.51379069778696	42.804337867791155	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8469815277366735	0.8568243106692869	1.0545012662744337	1.0531728688603856	0.8469815277366735	0.8568243106692869	1.0515894120983071	1.0502647344315028	0.5865652965301376	0.3721455000146461	0.34913172083420413	0.08473331970211559	0.08262210916040995	0.17599189325167286	0.08161650917372204	0.07945501181100369	0.43847149043220934	0.5865652965301376	0.3721455000146461	0.3491219770735293
23.0	1.0	508.22230969277564	4.206764851266101	4.195150894191903	17.919815669950868	8.511968366731088	6.032072741461202	0.07153342911241027	0.07133593419217345	85.67258113498646	85.67258113498646	4.258982537712158	4.258982537712158	0.17118808354722323	0.6227292191343374	0.6220374950657146	0.16732966787794373	41.41411235572291	42.452565361766666	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8468633324518748	0.8567258113498646	1.074317749775694	1.073001436686154	0.8468633324518748	0.8567258113498646	1.07135180036863	1.0700390128826016	0.6052308858502391	0.39182639346951853	0.36898294151399896	0.0857248856737719	0.08366483393897187	0.18941632760189941	0.08256703234337012	0.08045839926719492	0.42521805702689264	0.6052308858502391	0.39182639346951853	0.3689741032437441
24.0	1.0	507.1433641872544	4.2751109164355	4.263319268886049	18.85346427688894	8.529092438196574	6.006166211276085	0.07284402547832809	0.07264309129668026	85.66271022251851	85.66271022251851	4.471880967086771	4.471880967086771	0.1732722906430248	0.6454978034738802	0.6447976387371227	0.16936606746807673	41.30274754268574	42.11439051154283	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8467424289031555	0.8566271022251851	1.0939660925959647	1.0926603821749215	0.8467424289031555	0.8566271022251851	1.0909487211152797	1.0896463694502039	0.623785837654026	0.41141304897198294	0.3887355973304662	0.08669597393857978	0.08468303373403836	0.2014502165911667	0.0834979767144996	0.08143797660222164	0.4132374627581319	0.623785837654026	0.41141304897198294	0.3887275361163558
25.0	1.0	506.06466582951447	4.342568129679106	4.330608588289783	19.789223808494775	8.54628283486573	5.980783521120145	0.07414461554245852	0.07394039720779942	85.65281607619632	85.65281607619632	4.683742207878018	4.683742207878018	0.17530953654359296	0.668101492974176	0.6673936096253328	0.17135695196959783	41.18099081948413	41.78857965252729	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8466192620205106	0.8565281607619631	1.11346547936671	1.1121692331368778	0.8466192620205106	0.8565281607619631	1.1103989897561393	1.1091059581169913	0.6422356563541607	0.4309042831247777	0.40838928481268366	0.0876473728430513	0.08567847598479891	0.21223567505986862	0.08441006254967029	0.08239548217548869	0.4024073661280214	0.6422356563541607	0.4309042831247777	0.4083818938809127
26.0	1.0	504.98612878409256	4.409196948777203	4.397078065725685	20.72701776687485	8.563541262828945	5.955880302649101	0.07543620126797168	0.07522883323149532	85.64289685134011	85.64289685134011	4.894559119997821	4.894559119997821	0.17730263759598253	0.6905436228846725	0.6898286456821562	0.17330500853383726	41.05000388765131	41.47401765500761	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.846494168636454	0.8564289685134011	1.1328306789494063	1.1315430190195752	0.846494168636454	0.8564289685134011	1.1297170692236085	1.1284324984724297	0.6605845382696343	0.4502994390397995	0.42794393927349605	0.08857969787482287	0.08665250426691863	0.22189970304819306	0.0853038549812441	0.08333223967011179	0.39261598413590715	0.6605845382696343	0.4502994390397995	0.4279371303074459
27.0	1.0	503.9076800471482	4.47504437303974	4.462773673873412	21.666788491405406	8.580869258613362	5.931417326861052	0.07671955679282864	0.07650915646268924	85.63295101406987	85.63295101406987	5.104328703787925	5.104328703787925	0.17925375307148636	0.7128269931396098	0.7121054665244076	0.17521229422186682	40.9108294531339	41.16969730547214	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8463674038451501	0.8563295101406988	1.1520731053366884	1.1507933518924296	0.8463674038451501	0.8563295101406988	1.1489141211785707	1.1476373469403387	0.6788357066030795	0.46959824074848905	0.44739973557368656	0.08949343672885426	0.08760614711093341	0.2305559139425042	0.08617980425571334	0.08424926394359858	0.38376148254008324	0.6788357066030795	0.46959824074848905	0.44739343581241015
