time	cell	M	MpY	MpT	Mpp	MAPKK	MKP	MpY_MAPKK	MpT_MAPKK	M_MAPKK_Y	M_MAPKK_T	Mpp_MKP_Y	Mpp_MKP_T	MpY_MKP_Y	MpY_MKP_T	MpT_MKP_Y	MpT_MKP_T	M_MKP_T	M_MKP_Y	k1	k_1	k2	k3	k_3	k4	k5	k_5	k6	k7	k_7	k8	h1	h_1	h2	h3	h_3	h4	h_4	h5	h6	h_6	h7	h_7	h8	h9	h_9	h10	h_10	h11	h12	h_12	reaction_0000001	reaction_0000002	reaction_0000003	reaction_0000004	reaction_0000005	reaction_0000006	reaction_0000007	reaction_0000008	reaction_0000009	reaction_0000010	reaction_0000011	reaction_0000013	reaction_0000012	reaction_0000015	reaction_0000017	reaction_0000014	reaction_0000019	reaction_0000020	reaction_0000021	reaction_0000022
0.0	1.0	800.0	0.0	0.0	0.0	180.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	2880.0	0.0	0.0	0.0	2880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-88.0	0.0	0.0	-144.0	0.0	0.0	0.0
1.0	1.0	548.5103879315957	0.6048034019374129	0.6046175810697542	0.07614570508298375	7.902495381218358	21.893459238476012	0.008945751881042076	0.008943294195684005	86.03980778635679	86.03980778635682	0.02582828700999003	0.025828287009990014	0.06411666632721856	0.07604018752049065	0.07602958780972026	0.06347423940903246	30.131730633066798	47.64349287337106	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.6522083572376971	0.8603980778635679	0.14399684301033572	0.13418627821563114	0.6522083572376687	0.8603980778635681	0.14395231034214473	0.13414941293526006	0.04919089305887939	0.0023762024049190826	-0.05634211585044603	0.06889746425113383	0.03173711970451623	-10.618339967623417	0.06829571994886517	0.030134833173792723	-14.94573267383795	0.0491908930588794	0.0023762024049190813	-0.056372198755593086
2.0	1.0	535.0544212078989	1.1751694398571637	1.1741797766613467	0.3653954552994527	8.105150743172091	9.664015136553274	0.018493221704566364	0.018478155621713628	85.92893893975518	85.9289389397552	0.08324757313494252	0.08324757313494249	0.07676113830796771	0.10657837084945337	0.10652746343094746	0.07541752183686282	35.67156901271693	54.13263621003503	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8049958540591149	0.8592893893975518	0.2863043929773991	0.2773983255684955	0.8049958540591007	0.859289389397552	0.2860627752398657	0.27717233432570443	0.07565585135293335	0.007658776728414712	-0.006945447915952516	0.03805538951003716	0.03770876091843141	-2.62009649288252	0.036807414239976924	0.03607773500474482	-1.7288241763742906	0.07565585135293337	0.00765877672841471	-0.006990181698491263
3.0	1.0	531.4345914509455	1.6453315921195582	1.6433910479281335	0.8532705498020516	8.159876494761841	7.416708146041773	0.026417435867573832	0.026386706414748093	85.8936596814823	85.8936596814823	0.16719471449277412	0.16719471449277412	0.07915053959537185	0.12071462450303157	0.12061780194427185	0.0775773508496033	37.393928944028445	54.45691316405229	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8351529441963379	0.858936596814823	0.40320504684044084	0.3962615380136075	0.8351529441963379	0.858936596814823	0.4027290690633577	0.3958005962212214	0.11758592419447472	0.01538191373333522	-0.001267715778735301	0.04430816687340386	0.03878867542480165	-1.1197669006664244	0.04287890262675821	0.03720075360982477	0.5292763686626243	0.11758592419447472	0.01538191373333522	-0.0013148177190984989
4.0	1.0	529.6419928506298	2.006680614642048	2.0038842488778785	1.457011797250638	8.186351189560432	6.9232183218482515	0.03252010491945103	0.03247516800491687	85.87432676876195	85.87432676876195	0.2883836151040676	0.2883836151040676	0.08755324849079772	0.1413525983122243	0.1412077306163884	0.08580641560951191	38.32881443152839	53.71528002338663	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8423803955162725	0.8587432676876194	0.4931564466563182	0.4878015737917655	0.8423803955162725	0.8587432676876194	0.49246883854045376	0.48712752007375304	0.1655408695402924	0.02653129258957422	0.0024744491494438914	0.05292686585743259	0.042903207804755955	-0.7372318227046293	0.05137363148307768	0.04115002679067493	0.9198503352114686	0.1655408695402924	0.02653129258957422	0.002425718338348898
5.0	1.0	528.2607885043981	2.288535795311685	2.2849396300396307	2.1324636232892322	8.206579045175767	6.76014850787088	0.03729547950497981	0.037237274247379916	85.85944410054024	85.85944410054024	0.4418609952923261	0.44186099529232614	0.0981289061564408	0.16759446200950548	0.1674005668843657	0.09616077292112399	39.021411319056476	52.80543347451689	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8448342460241776	0.8585944410054025	0.5636981173570852	0.5594321925746971	0.8448342460241776	0.8585944410054025	0.562811931748617	0.5585591137106988	0.20684868985571742	0.040651211566894	0.012935254578491179	0.058304539384750526	0.048080386460561994	-0.572392145853315	0.05657951226241305	0.046120585893527175	0.9647422003179038	0.20684868985571736	0.040651211566894004	0.012886043590651625
6.0	1.0	527.0082374805679	2.5157139841417595	2.511333178666747	2.8612184660786184	8.224956521243186	6.671546588219877	0.04116362287927773	0.04109237040750519	85.84639374273932	85.84639374273932	0.6177719495379075	0.6177719495379075	0.10796877087482644	0.1959762546861167	0.19573313135311587	0.10576663784087632	39.58713386947331	51.90033084847639	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8460030495541702	0.8584639374273932	0.6209687975831044	0.6174543431891659	0.8460030495541702	0.8584639374273932	0.6198870281489569	0.6163855561125778	0.24122190376042563	0.056835019357487485	0.028188368352940724	0.06177812515929883	0.05288331892043816	-0.46306249682527456	0.05986825960355345	0.05074532231116843	0.9373183030776397	0.24122190376042563	0.056835019357487485	0.028139224207736818
7.0	1.0	525.8131412986497	2.70429492615967	2.699145343073703	3.631937028909656	8.24257129687587	6.6059472999248126	0.044394676474034375	0.04431057646119016	85.83436172509874	85.83436172509874	0.8086620231854545	0.8086620231854545	0.11633447907260125	0.22459982610780638	0.22430791180011714	0.11391619913851313	40.06018389970983	51.037386337875745	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8466843946689693	0.8583436172509875	0.6688963230987893	0.6659201471105156	0.8466843946689693	0.8583436172509875	0.667622157328105	0.6646586469178524	0.27099528424756636	0.07439690613306181	0.04600379288829354	0.06438791977331047	0.056958099569256564	-0.3756674757544345	0.06230981858404716	0.05467720516412258	0.8929450654543665	0.27099528424756636	0.07439690613306181	0.04595552845115797
8.0	1.0	524.6509695409156	2.8647336534106778	2.8588472006005086	4.435705630633015	8.259787295680525	6.550468729887153	0.047162940317423	0.04706645287349728	85.82299165556857	85.82299165556857	1.0096928378099532	1.0096928378099532	0.12331658284946435	0.25273744314055857	0.252398154093836	0.12070967450297468	40.45640598986431	50.22457775004213	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8471166020419361	0.8582299165556857	0.7100239600329762	0.707444104761345	0.8471166020419361	0.8582299165556857	0.708564580336484	0.7059967931024592	0.2978249584701138	0.0928917410785157	0.06513026218324541	0.06655821740761589	0.06035483725148734	-0.3011298319626894	0.06433689931175592	0.05795879393924824	0.8453632988569577	0.2978249584701138	0.0928917410785157	0.0650839609793383
9.0	1.0	523.5104601360747	3.004197318376879	2.997620326080956	5.26538161837883	8.27676675412101	6.500892644798115	0.04958739164015429	0.049479223538541034	85.81208331535446	85.81208331535446	1.2176669836898777	1.2176669836898777	0.12918412110247995	0.28020102063259117	0.2798168271215903	0.12641528573247224	40.786102956665616	49.46205317656771	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8473961224226372	0.8581208331535446	0.7460939039618055	0.7438108746023144	0.8473961224226372	0.8581208331535446	0.7444601126657545	0.7421883530781155	0.32266864488395797	0.11202536249946875	0.08494474782442013	0.06845679356469792	0.06320764286623612	-0.23600897547759114	0.06611552140310478	0.06071653691816557	0.7987739051272076	0.32266864488395797	0.11202536249946875	0.08490137812700643
10.0	1.0	522.3852638018365	3.12781246398076	3.1205995476776645	6.115356386152037	8.293599078052912	6.45543312160192	0.05175298893814925	0.05163399523094813	85.8015069688933	85.8015069688933	1.4303771340032694	1.4303771340032694	0.13419255235485403	0.30700708869006654	0.30658126947205433	0.1312844971543442	41.05724531016207	48.747501892558475	0.02	1.0	0.01	0.032	1.0	15.0	0.02	1.0	0.01	0.032	1.0	15.0	0.045	1.0	0.092	1.0	0.01	0.01	1.0	0.5	0.086	0.0011	0.01	1.0	0.47	0.14	0.0018	0.045	1.0	0.092	1.0	0.01	0.8475718762134505	0.858015069688933	0.7783533332248345	0.7762948340722388	0.8475718762134505	0.858015069688933	0.7765580537799899	0.774509928464222	0.34610020344718606	0.1315946963283008	0.10513305267871068	0.07016371963899945	0.0656422485771721	-0.17852235092750757	0.06772128942655306	0.06307049960678139	0.7546486234285501	0.34610020344718606	0.1315946963283008	0.10509324690865945
