time	EX	M	Cytoplasm	GTPgS_C	KCNQsites_M	PIP2_M	GGDPbS_M	Mg2_C	ATP_C	oxoM_EX	GDPbS_C	GGTPMg_M	GDP_C	GTP_C	GGDPAlF4Mg_M	ip3_C	AlF4_C	G_M	GGTP_M	GGDPAlF4_M	GGTPgS_M	PI_M	PIP_M	PIP2xKCNQ_M	GGTPgSMg_M	GGDP_M	MgSat20	ATPSat300	MgSat10	OxoSat	Gactive	ATPSat1000	KMgGTPase	Koxom	I_KCNQ	nHill	fGactive	NA_micro	PIP5kinase	IP3Phosphatase	PIP2binding	MgonGGTPgS	GGTPase	GTPon	GTPgSon	GDPbSon	MgGTPon	GDPdissoc	PIP2_5Pase	PLC	AlF4on	PI4Kinase	MgonGDPAlF4
0.0	1.0	1.0	1.0	0.0	6.7	5000.0	0.0	2100.0	3000.0	0.0	0.0	0.1	0.0	95.53907412953698	0.0	0.48	0.0	0.065	0.048	0.0	0.0	200000.0	1150.0	33.3	0.0	200.0	0.9905660377358491	0.909104681108923	0.9962085308056874	1.2499984375019533E-6	0.1	0.7500312460942382	10.0	8.0	0.9561879731777563	1.8	5.0E-4	6.022E17	62.254802445598585	8.67168E16	0.05000000000000071	0.0	0.17931753554502375	2.790677918288957	0.0	0.0	0.3024	0.2001249998437502	24.764150943396224	30.0	0.0	14.88741265832337	0.0
1.0	1.0	0.9999999999999989	1.0	0.0	6.6728886879488325	5002.210918928657	0.0	2100.0	2999.9237118476085	0.0	0.0	0.12788534145471617	1.9948884725292876E-4	95.57609404789562	0.0	0.38505192479028605	0.0	0.004713687434847708	0.03193384575055535	0.0	0.0	199985.11318884388	1128.0029670374013	33.32711131205115	0.0	200.04846712535982	0.9905660377358491	0.90910258009507	0.9962085308056874	1.2499984375019533E-6	0.12788534145471617	0.7500264791855894	10.0	8.0	0.9575897003317649	1.8	6.394267072735809E-4	6.022E17	61.06386050311713	6.9563480732613072E16	0.013021335900504014	0.0	0.2293208426199354	0.20017741745338025	0.0	0.0	0.2011832282284985	0.20017349444004107	24.77510124941077	33.36098614163995	0.0	14.88620991622237	0.0
2.0	1.0	1.000000000000001	1.0	0.0	6.664365402364677	5005.578260546399	0.0	2100.0	2999.8485800631297	0.0	0.0	0.11437728709758119	3.990105065433754E-4	95.61280674878527	0.0	0.3127665628634749	0.0	0.004711875083466657	0.03177611888684968	0.0	0.0	199970.22757965623	1107.1769246473114	33.335634597635305	0.0	200.06213471893204	0.9905660377358491	0.909100510833234	0.9962085308056874	1.2499984375019533E-6	0.11437728709758119	0.7500217843555476	10.0	8.0	0.9580305654763598	1.8	5.718864354879059E-4	6.022E17	59.93631698401024	5.6504407246915368E16	0.005841995194719735	0.0	0.20509853244663923	0.20018993129001353	0.0	0.0	0.20018954898715324	0.20018716775657028	24.79177912063078	31.760668821069306	0.0	14.885008708156356	0.0
3.0	1.0	1.0000000000000009	1.0	0.0	6.659678134000799	5008.577200156694	0.0	2100.0	2999.7745430087443	10.0	0.0	0.11209535971112607	5.985385167806604E-4	95.64921478171381	0.0	0.25865921492836186	0.0	0.004710120443049381	0.03177637045684805	0.0	0.0	199955.34317094187	1087.4631084399596	33.3403218659992	0.0	200.064418149389	0.9905660377358491	0.9090984716300297	0.9962085308056874	0.5555558024689986	0.11209535971112607	0.7500171577604107	10.0	8.0	0.9582730518773968	1.8	5.604767985556303E-4	6.022E17	58.86899006198052	4.6729373768957848E16	0.003797549084820776	0.0	0.20100663649432088	0.20019158522068936	0.0	0.0	0.20019113387814289	0.20018944979686693	24.806632359266665	31.50539622998435	0.0	14.883808957415994	0.0
4.0	1.0	1.0000000000000009	1.0	0.0	7.168862528570947	3816.7045066619557	0.0	2100.0	2999.7015687127864	10.0	0.0	21.212063343014247	0.050870556146568394	95.68532067503148	0.0	1.2964128488491289	0.0	1.1179962147711884	7.628364203746491	0.0	0.0	199940.45996127362	1066.7960444612957	32.83113747142912	0.0	170.25457623846833	0.9905660377358491	0.9090964616088548	0.9962085308056874	0.5555558024689986	21.212063343014247	0.7500125974097382	10.0	8.0	0.9320910328298878	1.8	0.10606031671507124	6.022E17	57.75006655248379	2.34209945273083584E17	-1.3674268877480922	0.0	38.03694922494256	47.528852709433956	0.0	0.0	48.05869448360294	47.46304282006166	18.903489301863477	1956.7844023891373	0.0	14.882610624094443	0.0
5.0	1.0	0.9999999999999997	1.0	0.0	9.258054521239966	2174.380309406696	0.0	2100.0	2999.6298908445215	10.0	0.0	25.298138928652786	0.09746729821911942	95.72112693610647	0.0	2.396743526844029	0.0	1.0911105693572798	7.37825800083574	0.0	0.0	199925.57794912544	1039.1998826650922	30.741945478760094	0.0	166.44549250115443	0.9905660377358491	0.9090944872102509	0.9962085308056874	0.5555558024689986	25.298138928652786	0.7500081179141719	10.0	8.0	0.828056714270299	1.8	0.12649069464326393	6.022E17	56.256050401770246	4.329956855596423E17	-2.652853506090568	0.0	45.363999265616435	46.40878934978214	0.0	0.0	46.483025405265145	46.40100602661665	10.769336438099199	1328.0143727402067	0.0	14.881413997682449	0.0
6.0	1.0	0.9999999999999852	1.0	0.0	12.243933766542286	1209.5973313979941	0.0	2100.0	2999.5598486146546	10.0	0.0	25.748554335288585	0.14363734010737986	95.75663605149913	0.0	2.635011460624669	0.0	1.0878047929842791	7.3482410755389775	0.0	0.0	199910.6971325665	1006.8284627995497	27.756066233457773	0.0	166.0283997961884	0.9905660377358491	0.9090925577831752	0.9962085308056874	0.5555558024689986	25.748554335288585	0.7500037404824502	10.0	8.0	0.6889503163165817	1.8	0.12874277167644294	6.022E17	54.50354015915677	4.7604117047645267E17	-3.2364591559085603	0.0	46.17167307251018	46.286178159548584	0.0	0.0	46.29391877589487	46.28458009234203	5.99093017909375	751.8437330647336	0.0	14.880219498461747	0.0
7.0	1.0	1.0000000000000009	1.0	0.0	15.59805318834534	688.1767670878344	0.0	2100.0	2999.4916121673746	10.0	0.0	25.79774623175497	0.18976066415242043	95.79185048713448	0.0	2.43706080567012	0.0	1.0870807651202883	7.344957746786587	0.0	0.0	199895.81750934757	972.6920439441546	24.40194681165472	0.0	165.98321525633833	0.9905660377358491	0.9090906780205524	0.9962085308056874	0.5555558024689986	25.79774623175497	0.7499994757593617	10.0	8.0	0.5463962545592508	1.8	0.12898873115877485	6.022E17	52.65549417512698	4.402794051523639E17	-3.4169322489087874	0.0	46.25988276894228	46.2724685341862	0.0	0.0	46.27323380475555	46.271833533812234	3.408422667180315	428.5592667596325	0.0	14.87902733699074	0.0
8.0	1.0	1.0000000000000058	1.0	0.0	18.984117592825456	408.1815646647629	0.0	2100.0	2999.4252260597377	0.0	0.0	25.803102861501987	0.23587885624113855	95.82677268847361	0.0	2.086040652627382	0.0	1.0866467464406966	7.344592950167901	0.0	0.0	199880.93907709414	938.4868212410677	21.015882407174608	0.0	165.97865744188954	0.9905660377358491	0.9090888491560719	0.9962085308056874	1.2499984375019533E-6	25.803102861501987	0.7499953265413705	10.0	8.0	0.4175700966480904	1.8	0.12901551430750993	6.022E17	50.8037340731452	3.7686410430366278E17	-3.316728896088834	0.0	46.26948814539313	46.27086540771577	0.0	0.0	46.270935586058044	46.27041282039508	2.0216539759339787	254.24587521392345	0.0	14.877837568065377	0.0
9.0	1.0	1.0000000000000058	1.0	0.0	22.055694610525748	323.9460250870436	0.0	2100.0	2999.360666418453	0.0	0.0	6.323909980947754	0.236061526548784	95.86140508068341	0.0	1.6557761374752407	0.0	0.004580772629250385	0.0462839688072707	0.0	0.0	199866.06183342315	905.1920024474757	17.944305389474312	0.0	193.8382252776157	0.9905660377358491	0.9090870705381603	0.9962085308056874	1.2499984375019533E-6	6.323909980947754	0.7499912913478014	10.0	8.0	0.314203942284197	1.8	0.03161954990473877	6.022E17	49.00126753358962	2.9913251699627693E17	-2.699862697465207	0.0	11.339879527921356	0.19390096776320437	0.0	0.0	0.291589003485807	0.1939561299844405	1.604449652553763	50.332737722385005	0.0	14.876650161624907	0.0
10.0	1.0	1.000000000000007	1.0	0.0	24.30519920658829	347.7104897372678	0.0	2100.0	2999.2978609964753	0.0	0.0	1.1477036414336794	0.23625816537604574	95.89575006880506	0.0	1.2460975935280585	0.0	0.004672486138476811	0.03156534238590813	0.0	0.0	199851.1857760129	873.5797253259816	15.69480079341177	0.0	199.02905853004188	0.9905660377358491	0.9090853401821996	0.9962085308056874	1.2499984375019533E-6	1.1477036414336794	0.7499873656738072	10.0	8.0	0.24689034728651454	1.8	0.005738518207168397	6.022E17	47.28989235319828	2.2511999124677904E17	-1.8109070185317888	0.0	2.058033885179384	0.1991069759300265	0.0	0.0	0.1988616570312226	0.19915013979712484	1.7221510104911968	10.829404048721843	0.0	14.875465027639672	0.0
11.0	1.0	1.0000000000000078	1.0	0.0	25.7318418242375	387.31136813207985	0.0	2100.0	2999.2367129912923	0.0	0.0	0.28381910448841896	0.23645721138672213	95.92981003792096	0.0	0.9276504898845602	0.0	0.004692040572557309	0.03173604709013775	0.0	0.0	199836.31090265044	843.7976052848568	14.26815817576257	0.0	199.89275280784875	0.9905660377358491	0.9090836554265438	0.9962085308056874	1.2499984375019533E-6	0.28381910448841896	0.7499835434787587	10.0	8.0	0.207972495978243	1.8	0.0014190955224420948	6.022E17	45.67759852347468	1.6758933750254464E17	-1.0754808285647264	0.0	0.5089374235745927	0.20000906859982878	0.0	0.0	0.19993709666786935	0.2000143572217007	1.9182874365032405	4.03255370114987	0.0	14.874282045655807	0.0
12.0	1.0	1.00000000000001	1.0	0.0	26.521412662706037	427.662687120604	0.0	2100.0	2999.177125153472	0.0	0.0	0.1402512217036267	0.23665665760643342	95.96358735332043	0.0	0.6893793478680198	0.0	0.004693918906112772	0.03176928204853386	0.0	0.0	199821.4372112447	815.7785943750316	13.47858733729402	0.0	200.03628557734163	0.9905660377358491	0.909082013596695	0.9962085308056874	1.2499984375019533E-6	0.1402512217036267	0.749979818693083	10.0	8.0	0.18771696992052062	1.8	7.012561085181334E-4	6.022E17	44.16075559693353	1.24543272985836464E17	-0.5340921829316909	0.0	0.25149503433073334	0.20015884107538917	0.0	0.0	0.2001464769057653	0.20015797555807313	2.1181406673426353	2.9791108179314976	0.0	14.873101094690334	0.0
13.0	1.0	1.0000000000000078	1.0	0.0	26.85449960124947	466.2727024711984	0.0	2100.0	2999.119004937093	0.0	0.0	0.1163931257532162	0.23685617033361586	95.99708436066396	0.0	0.5127325614508479	0.0	0.004692867195591482	0.03177481833257059	0.0	0.0	199806.56469982257	789.4255529787537	13.145500398750592	0.0	200.06013918871858	0.9905660377358491	0.9090804121472444	0.9962085308056874	1.2499984375019533E-6	0.1163931257532162	0.7499761855402705	10.0	8.0	0.17944959288952705	1.8	5.81965628766081E-4	6.022E17	42.73410424690694	9.2630264551710176E16	-0.1559950740410717	0.0	0.20871328464448924	0.20018372016426056	0.0	0.0	0.20018135549519628	0.2001818420157608	2.3093695169564246	2.9810842239528688	0.0	14.871922059616253	0.0
14.0	1.0	1.0000000000000044	1.0	0.0	26.874896572566417	502.87937594615084	0.0	2100.0	2999.0622650854793	0.0	0.0	0.11242851615223055	0.2370556941130453	96.03030338614609	0.0	0.38210759660430793	0.0	0.004691366901905487	0.031775725228713116	0.0	0.0	199791.69336652305	764.6413398867354	13.125103427433649	0.0	200.06410439171717	0.9905660377358491	0.90907884867806	0.9962085308056874	1.2499984375019533E-6	0.11242851615223055	0.7499726385735795	10.0	8.0	0.1789487126627369	1.8	5.621425807611528E-4	6.022E17	41.39238514525519	6.9031558402534264E16	0.09743194739897508	0.0	0.20160404441401966	0.20018896608027253	0.0	0.0	0.20018706894089353	0.2001858079549512	2.4906761544502865	3.167277322394608	0.0	14.870744831887983	0.0
15.0	1.0	1.000000000000008	1.0	0.0	26.68997860785856	537.5998468530713	0.0	2100.0	2999.0068234542027	-6.215453029172173E-20	0.0	0.11176989726182716	0.23725521972912345	96.06324673665691	0.0	0.28560975984378056	0.0	0.004689774513250881	0.031775875031574884	0.0	0.0	199776.82320959042	741.33386295289	13.31002139214151	0.0	200.06476445319336	0.9905660377358491	0.909077320929455	0.9962085308056874	1.2499984375019452E-6	0.11176989726182716	0.749969172665058	10.0	8.0	0.18351239908233904	1.8	5.588494863091358E-4	6.022E17	40.130612363432085	5.1598259213377392E16	0.2596267549887526	0.0	0.20042302525111505	0.2001896647900426	0.0	0.0	0.2001880126989234	0.20018646675422996	2.6626407509232517	3.3774589602888865	0.0	14.869569309320678	0.0
16.0	1.0	1.0000000000000073	1.0	0.0	26.377217128150484	570.5923130678048	0.0	2100.0	2998.9526027169622	-4.461547339220941E-20	0.0	0.11166057265262155	0.23745474565030622	96.09591669994234	0.0	0.21437275598147107	0.0	0.004688207033995321	0.03177590054602993	0.0	0.0	199761.95422736806	719.4165946920643	13.622782871849589	0.0	200.0648753197674	0.9905660377358491	0.9090758267741254	0.9962085308056874	1.2499984375019477E-6	0.11166057265262155	0.7499657829872352	10.0	8.0	0.19134722087006673	1.8	5.583028632631078E-4	6.022E17	38.94410127547241	3.872858209561256E16	0.356963615398381	0.0	0.2002269870561432	0.20019082663122323	0.0	0.0	0.20018817343999004	0.20018657599951678	2.826046833590563	3.583236273324163	0.0	14.868395395724082	0.0
17.0	1.0	1.000000000000006	1.0	0.0	25.990992481384602	601.9997042158768	0.0	2100.0	2998.8995300757215	-4.169040820947251E-20	0.0	0.1116425086551329	0.23765427162209252	96.12831554476297	0.0	0.1618252902943802	0.0	0.004686625586872985	0.03177590174430663	0.0	0.0	199747.08641829278	698.8083035919402	14.009007518615466	0.0	200.0648949640137	0.9905660377358491	0.9090743642092004	0.9962085308056874	1.2499984375019477E-6	0.1116425086551329	0.7499624649950722	10.0	8.0	0.20122267571856606	1.8	5.582125432756645E-4	6.022E17	37.828454005762325	2.9235356944582728E16	0.4093905668637883	0.0	0.20019459514102533	0.20019076832524546	0.0	0.0	0.200188180989133	0.20018659397729624	2.9816023086163885	3.7802091076965825	0.0	14.867223000542598	0.0
