time	EX	M	Cytoplasm	GTPgS_C	KCNQsites_M	PIP2_M	GGDPbS_M	Mg2_C	ATP_C	oxoM_EX	GDPbS_C	GGTPMg_M	GDP_C	GTP_C	GGDPAlF4Mg_M	ip3_C	AlF4_C	G_M	GGTP_M	GGDPAlF4_M	GGTPgS_M	PI_M	PIP_M	PIP2xKCNQ_M	GGTPgSMg_M	GGDP_M	MgSat20	ATPSat300	MgSat10	OxoSat	Gactive	ATPSat1000	KMgGTPase	Koxom	I_KCNQ	nHill	fGactive	NA_micro	PIP5kinase	IP3Phosphatase	PIP2binding	MgonGGTPgS	GGTPase	GTPon	GTPgSon	GDPbSon	MgGTPon	GDPdissoc	PIP2_5Pase	PLC	AlF4on	PI4Kinase	MgonGDPAlF4
18.0	1.0	1.0000000000000053	1.0	0.0	25.568485565817525	631.944528468268	0.0	2100.0	2998.8475369794533	-4.2556062867184616E-20	0.0	0.11163951826346581	0.2378537976021559	96.1604455210516	0.0	0.12310174490361453	0.0	0.0046850584585199145	0.03177589999796949	0.0	0.0	199732.2197808892	679.432675332852	14.431514434182546	0.0	200.06489952328008	0.9905660377358491	0.9090729313485267	0.9962085308056874	1.2499984375019477E-6	0.11163951826346581	0.7499592144084433	10.0	8.0	0.21227805078220277	1.8	5.581975913173291E-4	6.022E17	36.779538917965226	2.2239561234287E16	0.4315875300889345	0.0	0.20018923284438464	0.20019071689871432	0.0	0.0	0.2001881699872088	0.20018659685234363	3.1299139381683254	3.9681998879441176	0.0	14.866052038505229	0.0
19.0	1.0	1.0000000000000029	1.0	0.0	25.13435481091218	660.5319413072675	0.0	2100.0	2998.796558870329	-4.2488695952704454E-20	0.0	0.11163901849845323	0.23805332358348244	96.19230886006947	0.0	0.09460140091614906	0.0	0.004683505290472536	0.031775897715786684	0.0	0.0	199717.35431376472	661.2179640478403	14.865645189087891	0.0	200.06490157849532	0.9905660377358491	0.9090715264157039	0.9962085308056874	1.2499984375019477E-6	0.11163901849845323	0.7499560271963258	10.0	8.0	0.2239104845742588	1.8	5.581950924922662E-4	6.022E17	35.79347173085195	1.7090689089511488E16	0.4340997469173988	0.0	0.2001883366780801	0.20019066253474427	0.0	0.0	0.2001881556094567	0.2001865972136807	3.271502539493551	4.147702291452285	0.0	14.864882429309874	0.0
20.0	1.0	1.0000000000000033	1.0	0.0	24.704358055837226	687.8534079988025	0.0	2100.0	2998.7465349459476	-4.253048319221451E-20	0.0	0.11163893044166456	0.23825284956489484	96.22390777456131	0.0	0.0736599205702167	0.0	0.004681965901656524	0.03177589536414332	0.0	0.0	199702.49001560474	644.0966770896237	15.295641944162846	0.0	200.06490320829258	0.9905660377358491	0.9090701477375607	0.9962085308056874	1.2499984375019477E-6	0.11163893044166456	0.7499528995619882	10.0	8.0	0.23570322899423465	1.8	5.581946522083229E-4	6.022E17	34.866598448597614	1.3307401250215348E16	0.42433373424186677	0.0	0.20018817877681686	0.2001906031769564	0.0	0.0	0.20018814079410358	0.200186597141345	3.406821124522382	4.3192615192670685	0.0	14.863714097327719	0.0
21.0	1.0	1.0000000000000033	1.0	0.0	24.288067653840532	713.9897119578344	0.0	2100.0	2998.697407937567	-4.223998232997562E-20	0.0	0.11163891075671394	0.2384523755461802	96.25524445890883	0.0	0.05830594863188516	0.0	0.004680440094975038	0.0317758930500428	0.0	0.0	199687.626885168	628.0052924983696	15.711932346159534	0.0	200.06490475609831	0.9905660377358491	0.9090687937380687	0.9962085308056874	1.2499984375019477E-6	0.11163891075671394	0.7499498279291714	10.0	8.0	0.24737564372150542	1.8	5.581945537835697E-4	6.022E17	33.995480061830484	1.0533552679836372E16	0.4073745205046171	0.0	0.2001881434782485	0.20019053603869263	0.0	0.0	0.20018812621527032	0.20018659697909327	3.5362697997911727	4.483379772675561	0.0	14.862546971327069	0.0
22.0	1.0	1.0000000000000036	1.0	0.0	23.890856604450992	739.0132439302583	0.0	2100.0	2998.6491239028137	-4.2177424102659636E-20	0.0	0.11163890280644473	0.23865190152728488	96.2863210892833	0.0	0.0470809470695738	0.0	0.0046789276615469555	0.03177589086507553	0.0	0.0	199672.76492128236	612.8840040716498	16.109143395549072	0.0	200.064906278667	0.9905660377358491	0.9090674629326524	0.9962085308056874	1.2499984375019477E-6	0.11163890280644473	0.7499468089291732	10.0	8.0	0.25874624857446477	1.8	5.581945140322236E-4	6.022E17	33.176878743362145	8.505643897589202E15	0.38662901099472397	0.0	0.20018812922202175	0.20019045775875252	0.0	0.0	0.20018811244997659	0.2001865967838408	3.660207104371575	4.640510743232279	0.0	14.861380984215645	0.0
23.0	1.0	1.000000000000003	1.0	0.0	23.51531976553394	762.9897002759407	0.0	2100.0	2998.6016320315166	-4.217181952455907E-20	0.0	0.11163889727922177	0.23885142750818178	96.31713982379652	0.0	0.038905861810713475	0.0	0.00467742837428717	0.031775888973615836	0.0	0.0	199657.90412284093	598.6764894103098	16.484680234466122	0.0	200.06490778537298	0.9905660377358491	0.9090661539228585	0.9962085308056874	1.2499984375019477E-6	0.11163889727922177	0.7499438393887462	10.0	8.0	0.2697047564212786	1.8	5.581944863961089E-4	6.022E17	32.40774528810721	7.028732994723496E15	0.36431663633288136	0.0	0.20018811931074165	0.20019036411601612	0.0	0.0	0.20018810053378036	0.20018659656510615	3.7789584211780194	4.7910668115744395	0.0	14.860216072798874	0.0
24.0	1.0	1.0000000000000016	1.0	0.0	23.162269778701386	785.9793291691518	0.0	2100.0	2998.5548844635146	-4.220832809619488E-20	0.0	0.1116388926120697	0.23905095348884803	96.34770280265077	0.0	0.03298245268234616	0.0	0.004675941977885043	0.031775887679054704	0.0	0.0	199643.04448879795	585.3296972251044	16.837730221298674	0.0	200.0649092777311	0.9905660377358491	0.9090648653913543	0.9962085308056874	1.2499984375019477E-6	0.1116388926120697	0.7499409163187434	10.0	8.0	0.28019090947771624	1.8	5.581944630603486E-4	6.022E17	31.685207596030857	5.958609901592658E15	0.3418337603499909	0.0	0.2001881109417193	0.20019024958914416	0.0	0.0	0.20018809237804494	0.20018659632456465	3.8928221491868427	4.935426271195072	0.0	14.859052177553195	0.0
25.0	1.0	1.0000000000000016	1.0	0.0	22.831420650079153	808.0378416582485	0.0	2100.0	2998.5088361174962	-4.2318612310261607E-20	0.0	0.11163888838464081	0.23925047946926153	96.37801214828743	0.0	0.028720275792271543	0.0	0.004674468176617886	0.03177588751494333	0.0	0.0	199628.18601816567	572.7936510046648	17.168579349920908	0.0	200.06491075592393	0.9905660377358491	0.9090635960972263	0.9962085308056874	1.2499984375019477E-6	0.11163888838464081	0.7499380369034477	10.0	8.0	0.2901786825712173	1.8	5.58194441923204E-4	6.022E17	31.006560041126377	5.188605024631777E15	0.32001812854015427	0.0	0.20018810336119797	0.20019010681959257	0.0	0.0	0.20018809134414328	0.20018659606258862	4.0020742157601985	5.073938943940533	0.0	14.857889242413094	0.0
26.0	1.0	1.000000000000004	1.0	0.0	22.521846941866194	829.2170793527553	0.0	2100.0	2998.4634445300458	-4.247636833706607E-20	0.0	0.11163888410994051	0.2394500054494003	96.40806996553434	0.0	0.025682649286629923	0.0	0.004673006619778099	0.031775889376638305	0.0	0.0	199613.3287100106	561.0212668003849	17.478153058133866	0.0	200.0649122198938	0.9905660377358491	0.9090623448715611	0.9962085308056874	1.2499984375019477E-6	0.11163888410994051	0.7499351984905381	10.0	8.0	0.29966472658492566	1.8	5.581944205497025E-4	6.022E17	30.36925360488854	4.639827420122561E15	0.29933677115755175	0.0	0.20018809569591123	0.2001899259669072	0.0	0.0	0.20018810307282214	0.20018659577934983	4.106971383586775	5.206930351842233	0.0	14.856727214570698	0.0
27.0	1.0	1.0000000000000027	1.0	0.0	22.23228502265321	849.5655081835496	0.0	2100.0	2998.4186697041846	-4.247636833706607E-20	0.0	0.11163887884694809	0.239649531429242	96.437878341752	0.0	0.023546667127214944	0.0	0.004671556890563908	0.03177589469654358	0.0	0.0	199598.47256345054	549.9681833891547	17.767714977346852	0.0	200.06491366956612	0.9905660377358491	0.9090611106132844	0.9962085308056874	1.2499984375019477E-6	0.11163887884694809	0.7499323985816461	10.0	8.0	0.3086601041874896	1.8	5.581943942347405E-4	6.022E17	29.77088668010879	4.2539408832026515E15	0.2800168865012605	0.0	0.20018808625844267	0.200189694209726	0.0	0.0	0.2001881365882251	0.20018659547505002	4.20775369619212	5.334704809636373	0.0	14.855566044287201	0.0
28.0	1.0	1.0000000000000007	1.0	0.0	21.96132530693054	869.128589439927	0.0	2100.0	2998.374473966776	-4.309878421961189E-20	0.0	0.11163887086789995	0.23984905740876444	96.46743934697852	0.0	0.022073608646972928	0.0	0.004670118532991785	0.031775905622565055	0.0	0.0	199583.6175776516	539.5926034560481	18.03867469306952	0.0	200.06491510497673	0.9905660377358491	0.9090598922852434	0.9962085308056874	1.2499984375019477E-6	0.11163887086789995	0.749929634823464	10.0	8.0	0.3171845206056807	1.8	5.581943543394997E-4	6.022E17	29.20919647145682	3.9878181381621295E15	0.2621352482935981	0.0	0.20018807195060978	0.20018939689625836	0.0	0.0	0.20018820542216	0.2001865951500326	4.304646315622283	5.457547746721758	0.0	14.854405684715614	0.0
29.0	1.0	0.9999999999999999	1.0	0.0	21.70753071408723	887.9490650348662	0.0	2100.0	2998.330821834238	-4.3067642445975125E-20	0.0	0.11163885730342764	0.24004858338794516	96.49675503407336	0.0	0.021087041183383438	0.0	0.004668691278874295	0.03177592497172558	0.0	0.0	199568.7637518254	529.8551447222585	18.29246928591283	0.0	200.06491652644618	0.9905660377358491	0.9090586889105177	0.9962085308056874	1.2499984375019477E-6	0.11163885730342764	0.7499269049993701	10.0	8.0	0.3252623973729105	1.8	5.581942865171382E-4	6.022E17	28.68205093464576	3.809584860190052E15	0.24567807896914126	0.0	0.20018804762713216	0.2001890274025233	0.0	0.0	0.2001883273218711	0.20018659480479137	4.397860935314195	5.575727489264862	0.0	14.853246091733457	0.0
30.0	1.0	0.999999999999999	1.0	0.0	21.46950421605348	906.067184644843	0.0	2100.0	2998.2876798832704	-4.277111338330581E-20	0.0	0.11163876212772081	0.24024810936674745	96.52582743885992	0.0	0.020456582015590478	0.0	0.0046673354369041655	0.0317759738731055	0.0	0.0	199553.91108522622	520.7186970871613	18.53049578394658	0.0	200.06491792856247	0.9905660377358491	0.9090574995688672	0.9962085308056874	1.2499984375019477E-6	0.11163876212772081	0.7499242070213662	10.0	8.0	0.3329203379685133	1.8	5.58193810638604E-4	6.022E17	28.187441041356195	3.6956861069365755E15	0.23057936420339575	0.0	0.20018787696040008	0.2001912088320007	0.0	0.0	0.20018863540056445	0.20018659439042363	4.4875969050805855	5.689495118280613	0.0	14.852087223781849	0.0
31.0	1.0	1.0000000000000004	1.0	0.0	21.24593440708768	923.520885399846	0.0	2100.0	2998.2450166416315	-4.275772186009284E-20	0.0	0.11163876314705219	0.2404476353451571	96.55465858026687	0.0	0.02008603805856924	0.0	0.004665943869910741	0.031775969075305166	0.0	0.0	199539.0595771489	512.1483021472742	18.75406559291238	0.0	200.06491932390793	0.9905660377358491	0.9090563233937304	0.9962085308056874	1.2499984375019477E-6	0.11163876314705219	0.7499215389232656	10.0	8.0	0.3401852127832946	1.8	5.581938157352609E-4	6.022E17	27.723474255657976	3.628743635661119E15	0.21674964046707154	0.0	0.20018787878824026	0.20019130026524004	0.0	0.0	0.20018860517442263	0.20018659399667443	4.574042121084144	5.799092692715672	0.0	14.850929041729568	0.0
32.0	1.0	0.9999999999999994	1.0	0.0	21.035602920037817	940.3459514424311	0.0	2100.0	2998.2028024642314	-4.2872617274587475E-20	0.0	0.11163875808354518	0.24064716132317127	96.58325046046839	0.0	0.019904356035102648	0.0	0.0046645618023099505	0.031775966002031725	0.0	0.0	199524.2092269261	504.1110167131301	18.964397079962243	0.0	200.0649207141123	0.9905660377358491	0.9090551595688188	0.9962085308056874	1.2499984375019477E-6	0.11163875808354518	0.7499188988529625	10.0	8.0	0.34708346841415255	1.8	5.581937904177259E-4	6.022E17	27.28836714435615	3.5959209613016445E15	0.20408674051147535	0.0	0.20018786970848407	0.20019126609821347	0.0	0.0	0.20018858581279975	0.20018659359258836	4.657373816106378	5.904742725702893	0.0	14.849771508718735	0.0
33.0	1.0	0.9999999999999997	1.0	0.0	20.837394693146834	956.5761484383703	0.0	2100.0	2998.161009431699	-4.300503617663471E-20	0.0	0.11163875178569639	0.24084668730077402	96.61160506502323	0.0	0.019859140413907593	0.0	0.004663191839723679	0.031775963130289235	0.0	0.0	199509.36003392632	496.5758011389116	19.162605306853226	0.0	200.0649220932445	0.9905660377358491	0.9090540073253284	0.9962085308056874	1.2499984375019477E-6	0.11163875178569639	0.7499162850661045	10.0	8.0	0.353640384986751	1.8	5.581937589284819E-4	6.022E17	26.880439330661364	3.5877523071765455E15	0.1924873630518275	0.0	0.2001878584153369	0.20019122471239725	0.0	0.0	0.20018856772082214	0.20018659317033166	4.737759225756077	6.00665734716922	0.0	14.84861459003877	0.0
34.0	1.0	0.9999999999999996	1.0	0.0	20.650296222682343	972.2433437166587	0.0	2100.0	2998.1196112506527	-4.279661948925212E-20	0.0	0.11163874532713217	0.24104621327794648	96.6397243630125	0.0	0.019911792900982078	0.0	0.00466183403011449	0.03177596029348646	0.0	0.0	199494.5119975518	489.5134095734042	19.349703777317718	0.0	200.06492346034946	0.9905660377358491	0.9090528659391992	0.9962085308056874	1.2499984375019477E-6	0.11163874532713217	0.7499136959198706	10.0	8.0	0.35987976986003306	1.8	5.581937266356608E-4	6.022E17	26.498107551994384	3.597264505491422E15	0.18185231774061253	0.0	0.20018784683399868	0.2001911832398902	0.0	0.0	0.20018854984896461	0.20018659272889192	4.815356183502317	6.105036686464373	0.0	14.847458253002015	0.0
