time	uVol	MKKK	MKKK_P	MKK	MKK_P	MKK_PP	MAPK	MAPK_P	MAPK_PP	J0	J1	J2	J3	J4	J5	J6	J7	J8	J9
0.0	1.0	90.0	10.0	280.0	10.0	10.0	280.0	10.0	10.0	1.0657894736842106	0.1388888888888889	0.23728813559322035	0.1	0.3	0.3	0.23728813559322035	0.1	0.2	0.2
1.0	1.0	89.07360416207209	10.926395837927913	280.0529630423787	10.140199662504044	9.806837295117274	279.965837634424	10.134141592642601	9.900020772933427	1.07031423055182	0.14432747697308212	0.2592729029250691	0.11017795888211593	0.2964959976089198	0.3025095205676077	0.2327031699578414	0.09885346328459733	0.198795432004114	0.2016011081040683
2.0	1.0	88.14785082356589	11.852149176434107	280.08649682872	10.286157245227551	9.627345926052463	279.937654348646	10.262209674024643	9.800135977329395	1.0748613866159256	0.14925524021479045	0.28124185437106536	0.12053340978264407	0.2931907265289601	0.3050925397284992	0.2284429095781283	0.09777236806713727	0.19758230330446605	0.2031138567537216
3.0	1.0	87.22224569914985	12.777754300850146	280.1006827191209	10.43781232767071	9.461504953208287	279.9150405185306	10.384536108073732	9.700423373395727	1.079425553181763	0.15374320674693087	0.30320649128181487	0.1310763280695743	0.29009370962580583	0.3077449878517073	0.22450682217555176	0.09676495505472302	0.19636147985713953	0.20454453183351373
4.0	1.0	86.29636460859845	13.703635391401546	280.0955874977307	10.595118877307991	9.309293624961247	279.89759309616903	10.501439259320307	9.60096764451076	1.084000767129125	0.15784953930840767	0.32517665194153644	0.141815756667483	0.2872140312440718	0.31046306899656656	0.22089438334296915	0.09583869027507777	0.19513394316936622	0.20589895245779558
5.0	1.0	85.36984262922778	14.630157370772228	280.0712651606365	10.758043857128266	9.170690982235248	279.88491516702703	10.613225282254838	9.501859550718219	1.088580506665092	0.1616223556366832	0.3471607682724308	0.15275992569977268	0.28456026522913963	0.3132432314192725	0.2176050668895775	0.09500034485683989	0.19390078395987892	0.20718252319452743
6.0	1.0	84.44236568309202	15.557634316907981	280.0277584487864	10.926565913050322	9.04567563816322	279.876615563423	10.720189272710607	9.403195163866426	1.093157706689638	0.1651018318267831	0.3691660648675802	0.16391634490364787	0.28214040772699395	0.3160821399282489	0.21463833934884438	0.09425606661800956	0.19266319637089255	0.2084002796216753
7.0	1.0	83.51366394858256	16.48633605141744	279.96510017768486	11.100674118672528	8.934225703642573	279.87230852436466	10.822616299301705	9.305075176333707	1.0977247737530023	0.16832179400787786	0.3911987148155543	0.17529187472861257	0.27996181538106524	0.3189766498424765	0.2119936579556399	0.09361144471299863	0.19142247264872125	0.20955692819542784
8.0	1.0	82.58350665773837	17.416493342261642	279.8833144031212	11.280366762824277	8.836318834054511	279.87161339330464	10.920782330201787	9.207604276493658	1.1022736006644784	0.17131093880388013	0.4132639627117274	0.18689278045095006	0.2780311495109165	0.3219237824369314	0.2096704715049924	0.09307156836324983	0.19017999822135498	0.21065688124461732
9.0	1.0	81.65169795887704	18.348302041122977	279.7824174532191	11.465650171158412	8.75193237562246	279.87415434666997	11.014955068260187	9.11089058507001	1.1067955808607104	0.17409378043114465	0.4353662224479428	0.1987247725615385	0.2763543267937931	0.3249207018439334	0.2076682235811421	0.09264108051021532	0.18893724711089005	0.21170428777136535
