time	extracellular	cytosol	intravesicular	EC	Z	Rho	Y	Fraction_Inactive_Channels	a	d	beta	vin	v2	v3	v4	v5	v6	v7
16.0	1.0	1.0	1.0	-0.1653270225893957	0.22601310211849382	0.27552777415654395	0.29931392047089733	-0.27552777415654384	40000.0	100.0	1.0	2.0	5.435855364052603	4.8639533136384845	0.29931392047089733	2.260131021184938	3.5947596058923117	3.62236112921728
17.0	1.0	1.0	1.0	-0.500190428565782	0.27667083746186355	0.1792883300969861	0.5835195911039158	-0.17928833009698672	40000.0	100.0	1.0	2.0	5.748960841727491	5.622921021225304	0.5835195911039158	2.7667083746186356	5.252614947199541	4.10355834951507
18.0	1.0	1.0	1.0	-0.16601168556282542	0.22734746554921192	0.27556709905933346	0.2986642200136108	-0.2755670990593342	40000.0	100.0	1.0	2.0	5.446291165309125	4.914070614193629	0.2986642200136108	2.2734746554921195	3.6809323602744795	3.622164504703332
19.0	1.0	1.0	1.0	-0.5021652617367499	0.2773261044674715	0.18243961968590783	0.5848391572692769	-0.1824396196859086	40000.0	100.0	1.0	2.0	5.752097878846801	5.740634348961662	0.5848391572692769	2.7732610446747152	5.395754326621115	4.087801901570461
20.0	1.0	1.0	1.0	-0.16672933135970636	0.22861146252173742	0.2758305837764272	0.29811786883796826	-0.27583058377642805	40000.0	100.0	1.0	2.0	5.4560446753673215	4.9658411377377885	0.29811786883796826	2.2861146252173743	3.767076424242502	3.620847081117864
21.0	1.0	1.0	1.0	-0.5041546053982391	0.27768674175132146	0.18599226354224271	0.5864678636469156	-0.18599226354224407	40000.0	100.0	1.0	2.0	5.753816383752535	5.864856050412739	0.5864678636469156	2.7768674175132144	5.52949491507627	4.070038682288787
22.0	1.0	1.0	1.0	-0.16747888992222437	0.22979861322644873	0.2763186236414901	0.2976802766957751	-0.27631862364149146	40000.0	100.0	1.0	2.0	5.465090144361794	5.0192713143823875	0.2976802766957751	2.2979861322644872	3.8527406517824216	3.6184068817925494
23.0	1.0	1.0	1.0	-0.5061486448354572	0.277725180580469	0.18991803180433323	0.5884234642549896	-0.18991803180433442	40000.0	100.0	1.0	2.0	5.75399921776225	5.993771544310349	0.5884234642549896	2.77725180580469	5.649333800263016	4.050409840978334
24.0	1.0	1.0	1.0	-0.16825748272366947	0.23089850037451506	0.2770323488914143	0.2973589823491555	-0.27703234889141565	40000.0	100.0	1.0	2.0	5.473372723303607	5.074232876472716	0.2973589823491555	2.3089850037451507	3.937176985846612	3.614838255542928
25.0	1.0	1.0	1.0	-0.5081385728009622	0.27741873268681355	0.19417930035694103	0.5907198401141498	-0.19417930035694259	40000.0	100.0	1.0	2.0	5.752539811466674	6.125163726141554	0.5907198401141498	2.7741873268681356	5.750638532821591	4.029103498215295
26.0	1.0	1.0	1.0	-0.16906297741238407	0.2319031674899837	0.2779717797705101	0.2971598099224018	-0.2779717797705114	40000.0	100.0	1.0	2.0	5.480857031404396	5.130650224084944	0.2971598099224018	2.319031674899837	4.019735102444724	3.610141101147449
27.0	1.0	1.0	1.0	-0.5101168166535852	0.2767498991394163	0.19873046553631907	0.5933669175141689	-0.19873046553632037	40000.0	100.0	1.0	2.0	5.749340343451765	6.256453173099818	0.5933669175141689	2.767498991394163	5.828869595682308	4.006347672318404
28.0	1.0	1.0	1.0	-0.16989318826001504	0.2328047310664805	0.2791329697774257	0.2970884571935345	-0.2791329697774271	40000.0	100.0	1.0	2.0	5.487508074109434	5.188357691437919	0.2970884571935345	2.328047310664805	4.0996647881561605	3.604335151112872
29.0	1.0	1.0	1.0	-0.5120731332510479	0.27570805496238765	0.2035073610511184	0.5963650782886581	-0.20350736105111986	40000.0	100.0	1.0	2.0	5.744317250357415	6.38440121224716	0.5963650782886581	2.7570805496238764	5.879602214344115	3.982463194744408
30.0	1.0	1.0	1.0	-0.17074518971336805	0.23359469444607503	0.2805108364923424	0.2971504952672907	-0.2805108364923436	40000.0	100.0	1.0	2.0	5.493285699977834	5.247116533178925	0.2971504952672907	2.3359469444607504	4.176106310501325	3.597445817538288
31.0	1.0	1.0	1.0	-0.5139972938472106	0.27429150807962815	0.20843598511601694	0.5997057857675806	-0.20843598511601794	40000.0	100.0	1.0	2.0	5.737409914013056	6.50547451426128	0.5997057857675806	2.7429150807962817	5.899186857090959	3.9578200744199155
32.0	1.0	1.0	1.0	-0.17161544065536155	0.2342644500251862	0.2820978088857214	0.2973509906301738	-0.2820978088857224	40000.0	100.0	1.0	2.0	5.498147845799193	5.306599678723919	0.2973509906301738	2.342644500251862	4.248105290592921	3.5895109555713933
33.0	1.0	1.0	1.0	-0.5158796697010842	0.27250765423472145	0.21343398262890953	0.6033720154663604	-0.2134339826289105	40000.0	100.0	1.0	2.0	5.728582070288816	6.615959412172295	0.6033720154663604	2.7250765423472147	5.885026108075454	3.932830086855452
34.0	1.0	1.0	1.0	-0.1725011391426985	0.23480713176389365	0.2838851574528482	0.2976940073788027	-0.28388515745284937	40000.0	100.0	1.0	2.0	5.502063259193604	5.366480261396761	0.2976940073788027	2.3480713176389365	4.314771735117266	3.5805742127357587
35.0	1.0	1.0	1.0	-0.5177130121017128	0.2703716061308717	0.21841781821106596	0.6073414059708396	-0.21841781821106684	40000.0	100.0	1.0	2.0	5.717817448510529	6.712236218620471	0.6073414059708396	2.703716061308717	5.835826781770516	3.90791090894467
36.0	1.0	1.0	1.0	-0.17339961154396094	0.23521657930317574	0.28585932261514996	0.2981830322407831	-0.28585932261515085	40000.0	100.0	1.0	2.0	5.505003137809732	5.42631876528525	0.2981830322407831	2.3521657930317574	4.375161452005567	3.57070338692425
37.0	1.0	1.0	1.0	-0.5194864723241097	0.26791218734571426	0.2232917914267009	0.6115742849783955	-0.22329179142670214	40000.0	100.0	1.0	2.0	5.7051549018834695	6.790715828695323	0.6115742849783955	2.6791218734571425	5.7519174283845	3.883541042866496
38.0	1.0	1.0	1.0	-0.17430603685546597	0.23548590076982806	0.2880045669598647	0.29882013608563796	-0.2880045669598659	40000.0	100.0	1.0	2.0	5.50693024365058	5.485538310909898	0.29882013608563796	2.3548590076982805	4.428218254660125	3.559977165200676
39.0	1.0	1.0	1.0	-0.5211934106149843	0.26516412517865745	0.22797035276971972	0.6160292854363272	-0.2279703527697211	40000.0	100.0	1.0	2.0	5.69065657373129	6.848459792616588	0.6160292854363272	2.6516412517865744	5.63517545457392	3.8601482361514017
40.0	1.0	1.0	1.0	-0.17521802703182787	0.23561210541311556	0.2903053524133587	0.29960592161871225	-0.29030535241336003	40000.0	100.0	1.0	2.0	5.507831479466448	5.543658532607596	0.29960592161871225	2.3561210541311555	4.473170456352889	3.548473237933206
41.0	1.0	1.0	1.0	-0.5228266880494576	0.2621722793066277	0.23236906444414132	0.6206544087428304	-0.2323690644441428	40000.0	100.0	1.0	2.0	5.674438628814289	6.883156112976209	0.6206544087428304	2.6217227930662768	5.4890273283545055	3.8381546777792934
42.0	1.0	1.0	1.0	-0.17613141544221966	0.23559105900201527	0.29274122543929865	0.3005403564402054	-0.2927412254392999	40000.0	100.0	1.0	2.0	5.507681265772827	5.599996719790044	0.3005403564402054	2.3559105900201525	4.509092123499414	3.5362938728035065
43.0	1.0	1.0	1.0	-0.52438136048108	0.25898602982780144	0.23641645462373548	0.6253953306532807	-0.2364164546237369	40000.0	100.0	1.0	2.0	5.656652057390462	6.893435032607803	0.6253953306532807	2.5898602982780146	5.318057845400534	3.8179177268813227
44.0	1.0	1.0	1.0	-0.17704293129965143	0.23542229954105387	0.295289050828691	0.3016206317586005	-0.29528905082869217	40000.0	100.0	1.0	2.0	5.506475625590016	5.65388912979651	0.3016206317586005	2.354222995410539	4.535317941463903	3.5235547458565453
45.0	1.0	1.0	1.0	-0.5258516969927272	0.2556639806112386	0.24004649426965086	0.6301877163814917	-0.24004649426965174	40000.0	100.0	1.0	2.0	5.637520052286737	6.878911697447247	0.6301877163814917	2.556639806112386	5.127947355354654	3.7997675286517456
46.0	1.0	1.0	1.0	-0.17794726471575695	0.23510522277512355	0.29792193670836636	0.3028420419406363	-0.29792193670836725	40000.0	100.0	1.0	2.0	5.504204795441479	5.704523640648978	0.3028420419406363	2.3510522277512353	4.551154663763081	3.5103903164581682
47.0	1.0	1.0	1.0	-0.5272354512237133	0.25226132100888793	0.2432138150508553	0.6349741302148312	-0.24321381505085576	40000.0	100.0	1.0	2.0	5.617276883218494	6.840250242873138	0.6349741302148312	2.5226132100888794	4.924485999809239	3.783930924745724
48.0	1.0	1.0	1.0	-0.17884179124231325	0.23464249885827063	0.3006173394965434	0.30419929238404914	-0.30061733949654407	40000.0	100.0	1.0	2.0	5.500877725389861	5.7512640917268385	0.30419929238404914	2.346424988582706	4.556283423896479	3.4969133025172825
49.0	1.0	1.0	1.0	-0.5285324756995824	0.24883177125371067	0.24588823866807472	0.6397007044458769	-0.24588823866807533	40000.0	100.0	1.0	2.0	5.5961834656943	6.7790358674692985	0.6397007044458769	2.4883177125371065	4.713365128445558	3.7705588066596265
50.0	1.0	1.0	1.0	-0.17972355924477085	0.23403878994950983	0.30334822243395015	0.30568476929526567	-0.30334822243395076	40000.0	100.0	1.0	2.0	5.496513350142997	5.793419002894912	0.30568476929526567	2.340387899495098	4.550538936946078	3.4832588878302495
51.0	1.0	1.0	1.0	-0.529741300823198	0.24543278743323718	0.24804703110344747	0.6443085133899679	-0.2480470311034472	40000.0	100.0	1.0	2.0	5.574565176065028	6.697724061902988	0.6443085133899679	2.454327874332372	4.500226334805004	3.7597648444827625
52.0	1.0	1.0	1.0	-0.1805871509235688	0.23329990112715085	0.3060829893310318	0.3072872497964249	-0.3060829893310316	40000.0	100.0	1.0	2.0	5.4911350864024495	5.830202146591504	0.3072872497964249	2.3329990112715087	4.5338528172809855	3.4695850533448414
53.0	1.0	1.0	1.0	-0.5308638173618135	0.24211111755463546	0.2496859818443246	0.6487526998071809	-0.24968598184432422	40000.0	100.0	1.0	2.0	5.552723835503036	6.599275996810981	0.6487526998071809	2.4211111755463546	4.289662202286433	3.751570090778377
54.0	1.0	1.0	1.0	-0.1814304835534099	0.2324337942146069	0.30879831597091706	0.3089966893388048	-0.3087983159709169	40000.0	100.0	1.0	2.0	5.484779005497412	5.861093037944605	0.3089966893388048	2.324337942146069	4.506527380707013	3.456008420145414
55.0	1.0	1.0	1.0	-0.5319029590549444	0.2389081012970867	0.25081043908511613	0.652994857757863	-0.2508104390851158	40000.0	100.0	1.0	2.0	5.5309655822612145	6.48697037092855	0.652994857757863	2.389081012970867	4.08544266468217	3.7459478045744192
56.0	1.0	1.0	1.0	-0.1822503140037296	0.23145117872626816	0.31146379709952404	0.31079913527746755	-0.31146379709952365	40000.0	100.0	1.0	2.0	5.47749945283304	5.885533776270622	0.31079913527746755	2.3145117872626817	4.4690495072120004	3.44268101450238
57.0	1.0	1.0	1.0	-0.53286157600727	0.23586211264436932	0.25143364928617495	0.6569994633629058	-0.2514336492861741	40000.0	100.0	1.0	2.0	5.509613396025991	6.364338237817119	0.6569994633629058	2.358621126443693	3.8906856221325303	3.742831753569125
58.0	1.0	1.0	1.0	-0.18304343753812613	0.2303629860492706	0.3140562263943709	0.3126804514888601	-0.3140562263943701	40000.0	100.0	1.0	2.0	5.469351777792938	5.903143969827242	0.3126804514888601	2.303629860492706	4.422096441561022	3.4297188680281456
59.0	1.0	1.0	1.0	-0.5337445861873356	0.23300007762548583	0.2515763251064922	0.6607445085618542	-0.25157632510649125	40000.0	100.0	1.0	2.0	5.488941134152346	6.234635753255614	0.6607445085618542	2.3300007762548582	3.7073538213933577	3.7421183744675393
60.0	1.0	1.0	1.0	-0.18380744864398701	0.22918321376232936	0.31654761740938975	0.31462423488166197	-0.31654761740938875	40000.0	100.0	1.0	2.0	5.460414927019152	5.913622640149011	0.31462423488166197	2.2918321376232935	4.366568462669418	3.4172619129530513
61.0	1.0	1.0	1.0	-0.5345568211701835	0.2303441889529695	0.25126418575774734	0.6642126322172186	-0.25126418575774623	40000.0	100.0	1.0	2.0	5.469210236570803	6.100961120345187	0.6642126322172186	2.3034418895296946	3.5367929533068185	3.7436790712112633
62.0	1.0	1.0	1.0	-0.18454074972800671	0.2279247072077382	0.31892140815898073	0.3166160425202728	-0.3189214081589798	40000.0	100.0	1.0	2.0	5.45076119472273	5.9169111403261505	0.3166160425202728	2.279247072077382	4.303475151255837	3.405392959205096
63.0	1.0	1.0	1.0	-0.5353034801487895	0.22791173490478855	0.25052469004001227	0.667391745244006	-0.25052469004001127	40000.0	100.0	1.0	2.0	5.450661032739996	5.966086160258008	0.667391745244006	2.2791173490478855	3.3797710846617006	3.747376549799939
64.0	1.0	1.0	1.0	-0.1852396655876678	0.22660488297262765	0.32114899358419025	0.31863478261504385	-0.3211489935841891	40000.0	100.0	1.0	2.0	5.440501377018413	5.91295603542393	0.31863478261504385	2.2660488297262766	4.234027024049113	3.394255032079049
65.0	1.0	1.0	1.0	-0.5359907577992415	0.22571016925196194	0.24938814693463135	0.6702805885472813	-0.2493881469346303	40000.0	100.0	1.0	2.0	5.433466008039791	5.832184340937538	0.6702805885472813	2.2571016925196195	3.236311513432232	3.7530592653268435
66.0	1.0	1.0	1.0	-0.18590483130261531	0.22523677498105948	0.32322192976472397	0.32066805632155965	-0.32322192976472286	40000.0	100.0	1.0	2.0	5.429717068898207	5.902033125250413	0.32066805632155965	2.252367749810595	4.15937449588574	3.38389035117638
67.0	1.0	1.0	1.0	-0.5366243278649988	0.2237477287104559	0.2478843799748609	0.6728765991545494	-0.24788437997485976	40000.0	100.0	1.0	2.0	5.417803804215344	5.701234749778812	0.6728765991545494	2.237477287104559	3.1063737482405758	3.7605781001256955
68.0	1.0	1.0	1.0	-0.18653393946023566	0.22383652900626277	0.32512238222538237	0.32269741045397976	-0.3251223822253813	40000.0	100.0	1.0	2.0	5.418519454047311	5.884418503599726	0.32269741045397976	2.2383652900626276	4.080756898300714	3.374388088873088
69.0	1.0	1.0	1.0	-0.5372109869324002	0.22202244518045283	0.24604165077510626	0.675188541751954	-0.24604165077510562	40000.0	100.0	1.0	2.0	5.403767040640871	5.574454785942513	0.675188541751954	2.2202244518045284	2.9892770082789086	3.769791746124469
70.0	1.0	1.0	1.0	-0.18712770521862604	0.22241786479076414	0.3268431938080741	0.3247098404278681	-0.32684319380807325	40000.0	100.0	1.0	2.0	5.407006546019255	5.8605940777832535	0.3247098404278681	2.2241786479076415	3.9993380844555584	3.36578403095963
71.0	1.0	1.0	1.0	-0.5377563104925356	0.22053633331106212	0.2438892150239354	0.6772199771814813	-0.24388921502393465	40000.0	100.0	1.0	2.0	5.3914711794948476	5.453065142423993	0.6772199771814813	2.205363333110621	2.8845840559159805	3.7805539248803233
72.0	1.0	1.0	1.0	-0.1876842173097707	0.2209977565893127	0.3283707341500448	0.32668646072046503	-0.32837073415004386	40000.0	100.0	1.0	2.0	5.395309471426625	5.831113940325447	0.32668646072046503	2.209977565893127	3.916389779336696	3.358146329249776
73.0	1.0	1.0	1.0	-0.5382666538558848	0.2192837560745584	0.2414532595112744	0.678982897781334	-0.24145325951127394	40000.0	100.0	1.0	2.0	5.380957376421705	5.337643633853793	0.678982897781334	2.192837560745584	2.791444021477339	3.792733702443628
74.0	1.0	1.0	1.0	-0.1882051882125917	0.21958687854822456	0.32970585800075397	0.3286183096643775	-0.3297058580007534	40000.0	100.0	1.0	2.0	5.3835144371530665	5.796619719058777	0.3286183096643775	2.1958687854822454	3.8328534008642325	3.3514707099962306
75.0	1.0	1.0	1.0	-0.5387477247265906	0.2182619276173152	0.23876054626509619	0.6804857971092864	-0.23876054626509596	40000.0	100.0	1.0	2.0	5.372277029229625	5.2287501512800905	0.6804857971092864	2.1826192761731518	2.709221502859449	3.806197268674519
76.0	1.0	1.0	1.0	-0.18868947106600292	0.21820073786630517	0.33084004510375836	0.33048873319970884	-0.33084004510375803	40000.0	100.0	1.0	2.0	5.371754249712802	5.757826653193124	0.33048873319970884	2.1820073786630516	3.749841707113597	3.3457997744812085
77.0	1.0	1.0	1.0	-0.5392054190047211	0.21746358737919702	0.23583315537875474	0.6817418316255329	-0.23583315537875485	40000.0	100.0	1.0	2.0	5.365429695526316	5.126476069329013	0.6817418316255329	2.17463587379197	2.637066358474786	3.8208342231062264
78.0	1.0	1.0	1.0	-0.18913923507902353	0.216847524465432	0.3317786413902543	0.3322917106136003	-0.33177864139025426	40000.0	100.0	1.0	2.0	5.360106057628764	5.715435971352504	0.3322917106136003	2.1684752446543203	3.668058920225336	3.341106793048728
79.0	1.0	1.0	1.0	-0.5396455435670591	0.21688368760431298	0.23269504578466005	0.682761855962757	-0.2326950457846594	40000.0	100.0	1.0	2.0	5.360419518175291	5.030942985815698	0.682761855962757	2.16883687604313	2.574332838021142	3.8365247710766996
80.0	1.0	1.0	1.0	-0.18955423602670418	0.21554010941697377	0.33251819023873647	0.3340141266097404	-0.33251819023873597	40000.0	100.0	1.0	2.0	5.348692284165966	5.6702156687578515	0.3340141266097404	2.1554010941697377	3.588374885327795	3.337409048806318
81.0	1.0	1.0	1.0	-0.5400734723126253	0.21651501423376707	0.2293646446492475	0.6835584580788666	-0.2293646446492475	40000.0	100.0	1.0	2.0	5.357218233293137	4.941949773715413	0.6835584580788666	2.1651501423376707	2.5202785918693085	3.853176776753763
82.0	1.0	1.0	1.0	-0.1899369030330078	0.2142839961024151	0.33306702546840744	0.3356529069306003	-0.3330670254684075	40000.0	100.0	1.0	2.0	5.337575933488387	5.622831850030034	0.3356529069306003	2.1428399610241513	3.511240602978501	3.334664872657963
83.0	1.0	1.0	1.0	-0.5404945743574506	0.21635218439788395	0.22586349363523708	0.6841423899595717	-0.22586349363523658	40000.0	100.0	1.0	2.0	5.355800350216148	4.85937387390926	0.6841423899595717	2.1635218439788395	2.4743502979420615	3.8706825318238147
84.0	1.0	1.0	1.0	-0.19028760498959973	0.21308925073564583	0.3334258887186617	0.3371983542539586	-0.33342588871866125	40000.0	100.0	1.0	2.0	5.326863641088379	5.574022617736216	0.3371983542539586	2.1308925073564584	3.4372845902368003	3.332870556406692
85.0	1.0	1.0	1.0	-0.5409140652309644	0.21638891147777198	0.22220730916908962	0.6845251537531956	-0.22220730916908996	40000.0	100.0	1.0	2.0	5.356120374783022	4.782863266808223	0.6845251537531956	2.16388911477772	2.435949909213529	3.888963454154552
86.0	1.0	1.0	1.0	-0.19060888664297987	0.2119591189725247	0.3336043181938758	0.33864976767045774	-0.33360431819387626	40000.0	100.0	1.0	2.0	5.3166039880083575	5.524360307168668	0.33864976767045774	2.119591189725247	3.3667439666255894	3.331978409030621
87.0	1.0	1.0	1.0	-0.5413370204010407	0.21662025189920053	0.21841485135222485	0.6847167685018413	-0.21841485135222558	40000.0	100.0	1.0	2.0	5.358133315474597	4.712147166855557	0.6847167685018413	2.166202518992005	2.4046307460829928	3.907925743238876
88.0	1.0	1.0	1.0	-0.1909017726254365	0.2109004323142638	0.3336066785870452	0.3400013403111737	-0.3336066785870458	40000.0	100.0	1.0	2.0	5.306879547587845	5.4744781519002865	0.3400013403111737	2.109004323142638	3.3000051724577637	3.331966607064774
89.0	1.0	1.0	1.0	-0.5417683476999244	0.21704136806533636	0.21450039523167583	0.6847269796345897	-0.2145003952316762	40000.0	100.0	1.0	2.0	5.361784882666233	4.646825976357673	0.6847269796345897	2.170413680653364	2.3799518679149045	3.9274980238416206
90.0	1.0	1.0	1.0	-0.19116863902203518	0.2099151303247798	0.33344227477782545	0.3412535086972559	-0.33344227477782573	40000.0	100.0	1.0	2.0	5.297729268070993	5.424843851214378	0.3412535086972559	2.099151303247798	3.237170962437676	3.3327886261108732
91.0	1.0	1.0	1.0	-0.5422128772034996	0.21764835729285614	0.21048019090450107	0.6845645199106428	-0.21048019090450143	40000.0	100.0	1.0	2.0	5.367019606152017	4.5865564569776796	0.6845645199106428	2.1764835729285616	2.361580792719825	3.9475990454774945
92.0	1.0	1.0	1.0	-0.1914111331731514	0.20900626335560973	0.33311880034260716	0.3424048698175414	-0.33311880034260744	40000.0	100.0	1.0	2.0	5.289202325140704	5.375923814636283	0.3424048698175414	2.0900626335560974	3.178383898355865	3.3344059982869645
93.0	1.0	1.0	1.0	-0.5426753536322266	0.21843784372654773	0.2063680957639457	0.6842375099056771	-0.20636809576394555	40000.0	100.0	1.0	2.0	5.373778101538304	4.530944609723998	0.6842375099056771	2.1843784372654773	2.3492221359030685	3.9681595211802714
94.0	1.0	1.0	1.0	-0.19163138375406896	0.20817552946733509	0.3326444726572995	0.34345585428673203	-0.33264447265729946	40000.0	100.0	1.0	2.0	5.2813349501474	5.3281051032398965	0.34345585428673203	2.081755294673351	3.1236979127669833	3.336777636713503
95.0	1.0	1.0	1.0	-0.5431601945393856	0.21940710748635722	0.20217945638513107	0.6837530870530273	-0.20217945638513107	40000.0	100.0	1.0	2.0	5.381998921830075	4.479640337740578	0.6837530870530273	2.1940710748635723	2.342662884424637	3.9891027180743444
96.0	1.0	1.0	1.0	-0.19183122497407057	0.20742326791032809	0.33202849679831015	0.3444079570637407	-0.3320284967983102	40000.0	100.0	1.0	2.0	5.274149538641649	5.2816940648833945	0.3444079570637407	2.074232679103281	3.073089808596083	3.339857516008449
97.0	1.0	1.0	1.0	-0.543672523251331	0.22055451078695548	0.1979261923089496	0.683118012464375	-0.19792619230894976	40000.0	100.0	1.0	2.0	5.391622738888801	4.432250955221259	0.683118012464375	2.205545107869555	2.341731251165208	4.010369038455252
98.0	1.0	1.0	1.0	-0.19201295452580175	0.20674977540590136	0.331278826128417	0.3452631791199001	-0.331278826128417	40000.0	100.0	1.0	2.0	5.267666674399111	5.236953081386686	0.3452631791199001	2.067497754059014	3.0265222337404083	3.343605869357915
99.0	1.0	1.0	1.0	-0.5442164493714596	0.22187876789957373	0.19362314003730974	0.6823376814718857	-0.1936231400373099	40000.0	100.0	1.0	2.0	5.402586627110071	4.388451037190016	0.6823376814718857	2.2187876789957373	2.346336223797212	4.031884299813451
100.0	1.0	1.0	1.0	-0.19217825258637444	0.20615510670641818	0.33040431131164355	0.34602314587995764	-0.33040431131164394	40000.0	100.0	1.0	2.0	5.261903064441665	5.194117862109596	0.34602314587995764	2.061551067064182	2.983953829137682	3.3479784434417823
