time	compartment	cLm	cLc	cLn	cTm	cTc	cTn	cXm	cXc	cXn	cYm	cYc	cYn	cPn	cAm	cAc	cAn	q1	n0	g0	alpha	n1	a	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	b	g2	g3	c	m4	k4	p2	r3	r4	m5	m6	k5	m7	m8	k6	n3	d	g4	m9	k7	p3	r5	r6	m10	k8	m11	k9	q2	n4	n5	g5	g6	e	f	m12	k10	p4	r7	r8	m13	k11	m14	k12	p5	k13	m15	q3	q4	g	n6	g7	m16	k14	p6	r9	r10	m17	k15	m18	k16	light	reaction_1	reaction_0	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13	reaction_14	reaction_15	reaction_16	reaction_17	reaction_18	reaction_19	reaction_20	reaction_21	reaction_22	reaction_23	reaction_25	reaction_26	reaction_27	reaction_28	reaction_29	reaction_30	reaction_31	reaction_32	reaction_33	reaction_34	reaction_38	reaction_39	reaction_40
0.0	1.0	0.4625	0.0132	0.0699	0.4303	10.2965	0.5402	0.0957	1.5413	0.4585	0.0303	0.0041	0.0122	0.8476	14.6921	0.7027	0.8648	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	2.729239966580006	0.32388772114205644	0.38364375	0.21044703	0.17102434077079107	0.19150855614973264	0.5846511197466809	0.5476844991177549	0.00662799	0.004101099626127118	0.00752955	3.018033772337286E-4	0.0817243099999998	0.15234713994102972	0.20546789999999995	0.08727095096075038	4.2709934700000005	-0.013651200000000002	4.045752069857697	0.009145119305856833	0.0	0.8476	0.49673764407110765	2.07780664	8.03037792820336	7.177688238111583	0.12177745044047217	0.14544697183733582	1.8606172	2.09795572	0.0	2.5059324676619203	0.0	2.314472156862745	1.0893114807617286	0.07395155060774736
1.0	1.0	1.3800490193544646	0.03979803867824409	0.21245914989905973	0.5100547510465703	7.938448940869801	0.3545250596017446	0.07174065006070844	1.493884496507733	0.44754354979783895	0.12190160764683669	0.01753046528765639	0.030579453691510404	0.14630314461229965	16.37243174260721	1.1132487008406855	0.8883196583369788	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.7985410630068185	0.7313579371674476	1.1447506615545284	0.6342098600105496	0.5070894558963291	0.5263538037297947	0.7588423698734382	0.6324043892858447	0.03266064172684185	0.010176620443594861	0.030292549500238918	0.0012810256862319151	0.06881469241728011	0.15090620340373304	0.15402717568034102	0.08523865382819762	4.759465907575915	0.08493296314838564	4.186150801882706	0.009246416828504042	0.0	0.14630314461229965	0.1304043403874819	0.35864752870259137	8.057697171203266	7.49585929973503	0.08593777657969527	0.10942702995061174	2.2054767435253697	1.7507649839819863	0.0	2.358460038387949	0.0	1.8911120485870945	0.13643486969206914	0.2828046395683366
2.0	1.0	1.1993669574974228	0.035263247969662	0.24051943274641718	0.6225893572312675	6.490242633343923	0.2558951318365198	0.05131361312850928	1.4129796834831028	0.4261899188065976	0.03892056438905514	0.010476122534963142	0.04157297652723055	0.020825730246225388	17.031299200421326	1.6127694467252736	1.014511507941673	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.35682539079837694	0.6675827272487983	0.9948748912441122	0.5531269934872998	0.450582826988572	0.5848495176549867	0.840091774816311	0.7447525963268162	0.014853415983347404	0.01375288902692938	0.009671760250680202	7.684757690534456E-4	0.05556531341796456	0.14829558129306003	0.11017032738690942	0.08127050034935	4.95099867756248	0.18329817057545109	4.264607403227628	0.009739840875358114	0.0	0.020825730246225388	0.02047046984374266	0.051052195125596916	8.059236733118917	7.609962473554581	0.06191165812262325	0.07851126562184813	2.692076380668001	1.5044059786495159	0.0	2.2305626105671563	0.0	1.569232585280205	0.06181046793169969	0.09452844294601652
3.0	1.0	0.8615429982989073	0.025454832129981942	0.18451723914607426	0.710394978560114	5.762550670887373	0.21229825565453248	0.038681408248313724	1.311584586144585	0.39756451481315935	0.026633078249065797	0.006973120295008633	0.0385320818078503	0.002839400524113408	17.4635302695348	2.116859882058686	1.2291183665639893	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.18682258935883617	0.5293381567417333	0.7146499170889437	0.3974371319460723	0.32726055122892694	0.4658721153487956	0.9123901547024426	0.8270647407238715	0.007712511250715968	0.012767928675456758	0.006618319944892851	5.124907678624584E-4	0.04511360501826611	0.1447217500714179	0.08304898350912956	0.07593584589580306	5.076648249353767	0.26326119550048144	4.307451404162777	0.010423514582359697	0.0	0.002839400524113408	0.0028326978875579186	0.006960506444811608	8.055692825486048	7.681881361718042	0.05031803491204644	0.05929696239787289	3.0717478872939328	1.3677912243156083	0.0	2.1498610878236186	0.0	1.3940820344680964	0.0653213164045925	0.06513756195556822
4.0	1.0	0.5440226228815916	0.016107504321824888	0.1179670227549417	0.8001641434414984	5.550767151653877	0.19847043153343594	0.03261334229930858	1.2032646586556999	0.36580795114394526	0.032141895285956276	0.00637832635822746	0.03379568987467203	3.84653962398865E-4	17.80768750016684	2.626321632632255	1.5153722379047145	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.08799235472316769	0.37039946990359424	0.4512667656802803	0.25128973827478174	0.20831118323564823	0.3120595513823791	1.0028345968800025	0.906788016092228	0.007344874289397269	0.011227305575129649	0.007987260978560135	4.6892845968818413E-4	0.03783146234841639	0.14047486401907947	0.07002084591661552	0.0699972188235682	5.176694756298501	0.3287337697049113	4.334476993207386	0.011120573733061035	0.0	3.84653962398865E-4	3.8453070301671554E-4	9.429407234245777E-4	8.04703772969595	7.737567366818008	0.04655220120315876	0.05004090147026786	3.4599097562410392	1.33048282902835	0.0	2.123714444754432	0.0	1.3332274741155736	0.08794771829640727	0.07836498009561056
5.0	1.0	0.30769143505641505	0.00912291268780046	0.06680315811029525	0.9052940433668001	5.75066094807425	0.20522716917193787	0.03120551291488348	1.09759670828052	0.33409685307474657	0.044591927010883076	0.0070778387458071	0.03129098261882002	5.206359883048491E-5	18.086489285359868	3.143942044947759	1.8607202864978614	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.038510339244193684	0.22783165908918795	0.2552300453792963	0.14232640211240807	0.11850627266692938	0.18344592443593727	1.110243087337458	0.994922121361932	0.00939384793706128	0.01040938061836849	0.011081093862204443	5.201573497732909E-4	0.03314453261510364	0.13582846992477607	0.06699823622825482	0.06404551954686849	5.257742435254114	0.38319722158946656	4.353161297554807	0.011746589847516012	0.0	5.206359883048491E-5	5.2061340079881155E-5	1.276287061730507E-4	8.028474080636586	7.781690754879528	0.04839650401266575	0.04789100098514158	3.9144914435180436	1.3792361379883862	0.0	2.1484277274893855	0.0	1.3633085763278998	0.1228863737767647	0.10795671975840233
6.0	1.0	0.16072443625723112	0.004769725348274026	0.03487351697922872	1.0336730291967373	6.31903707197055	0.23045314863485333	0.03343163746936476	1.0011919526276856	0.3046132292882546	0.06088540824313359	0.008607738809694536	0.031837573884558566	7.046081427674567E-6	18.2986101147951	3.6674549715760842	2.2551973999302706	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.016879549006202386	0.1258608816191979	0.13332091987537323	0.07442136456675011	0.062130427667461324	0.09809671140020171	1.2385825259028191	1.0955795255418173	0.012669018276998595	0.010588062901635087	0.015130023948418697	6.320636318391256E-4	0.0306924102191497	0.13107473040418727	0.07177772564672613	0.05849244001518351	5.319405960370935	0.42828295194985827	4.366794633441936	0.012277048911256092	0.0	7.046081427674567E-6	7.046040055197925E-6	1.7272764011801432E-5	7.988943576405239	7.81468613514583	0.055203883464247	0.051290100481833314	4.469602178246692	1.50492545958717	0.0	2.2127414433890933	0.0	1.4699474236115826	0.16304328980919883	0.14606226581387627
7.0	1.0	0.0800525288949665	0.0023767207424330006	0.017349825528393616	1.1931829062582469	7.266253456573081	0.27691815482471854	0.03907049487480263	0.9192311494764666	0.2789908428053892	0.07700429567811742	0.010576692810390415	0.035269608951207614	9.535726862696638E-7	18.425358603021976	4.188657562673512	2.689643977656721	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.0077534756488378	0.06473365892939617	0.06640357271837471	0.03708826786918473	0.031006442291477455	0.0494648104798418	1.3871902936086387	1.2110864628352203	0.01633784179239495	0.011707581691978271	0.01913556747601218	7.758106096300199E-4	0.030444020247484604	0.12657768240797695	0.08388435249620124	0.053651311252107856	5.356251745898489	0.4639433839861973	4.3770383264810935	0.012714511180920228	0.0	9.535726862696638E-7	9.535719285195426E-7	2.337588083121454E-6	7.905236714526086	7.834169768410925	0.0673110020167295	0.059889883567716545	5.159322886660659	1.7048725851385504	0.0	2.3036969064651585	0.0	1.6456690270960166	0.19770537377973982	0.18308342392597396
8.0	1.0	0.03898515311382539	0.0011574403631178013	0.008429027133556415	1.3829476610121438	8.636072594381215	0.35204786154105006	0.048403157444871135	0.8565169311303185	0.258672112373164	0.08915418259713327	0.012493568096913838	0.04070489024378925	1.2904963934674026E-7	18.419130330177733	4.689941819085375	3.153847918633399	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.0038241087839981777	0.03205750597642091	0.03233818450791816	0.01806503630812927	0.01511160204804786	0.024198220005680577	1.537491654859039	1.3363707277087291	0.019490401673995874	0.013472042447615896	0.02215481437538762	9.154596696960064E-4	0.032608613683629994	0.12280908073747854	0.10392157903413832	0.04980210866336728	5.354441186982667	0.4879861322630751	4.384774315908574	0.01307034727631409	0.0	1.2904963934674026E-7	1.2904962546856724E-7	3.1635228589459906E-7	7.731450180148227	7.833216374543603	0.08537677802884282	0.0740908108089755	5.97986568621651	1.976960837992448	0.0	2.4084544240222487	0.0	1.8840568007833038	0.22002572728787598	0.2105551908281866
9.0	1.0	0.01891004818655163	5.611449699270722E-4	0.0040682225093790336	1.5888857261037592	10.458802397795342	0.46677330932699845	0.06158194301792179	0.8177134318353119	0.2450582474602446	0.09564737521015536	0.013982393328194615	0.04686448909338538	1.74645451964871E-8	18.180938856810208	5.136238812318374	3.633772365986235	4.1954	0.05	1.0	4.0	7.8142	1.2479	3.1383	1.999	2.392	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.0368	0.2658	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.5388	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.4017	0.0857	0.1649	1.178	0.0645	3.6064	1.0237	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.2	1.0	2.4514	1.0258	8.0706	4.0E-4	12.2398	10.3617	0.2907	0.2528	0.2212	4.4505	0.0703	0.0156	0.6104	1.0	0.002060778679974785	0.015679218871459004	0.01568588497074458	0.008761295919850925	0.007329129686174903	0.011718906442321519	1.6670323387108241	1.4594070227738747	0.021550978043469192	0.01545913007791765	0.023768372739723605	0.0010237234512830962	0.037388128996425185	0.12031746958773572	0.13221643165947808	0.047218040966898425	5.285198925674727	0.4946507243979299	4.390408226697597	0.013356396494093077	0.0	1.74645451964871E-8	1.7464544942311824E-8	4.281258609466848E-8	7.386521752863744	7.796442947547935	0.10901690584202454	0.09407595124795884	6.8703418796726545	2.307274128110564	0.0	2.514145397860989	0.0	2.1686499348922257	0.22851217923391676	0.22508686551316098
