time	Cell	C	X	M	Y	Z	V1	K6	V1p	V3	V3p	reaction1	reaction2	reaction3	reaction4	reaction5	reaction6	reaction7	reaction8	reaction9	reaction10	reaction11	reaction12	reaction13
12.0	1.0	0.013709467692630015	0.6624481167041388	0.30533020106768205	2.5608512979489353	0.6766017364493856	0.03277587012307461	0.3	0.75	0.09159906032030461	0.3	0.1	0.13470712644899713	2.741893538526003E-4	0.028651406079378633	0.18832189179551045	0.05751897868848573	0.08688435346495793	0.0017553954067430287	0.03383008682246928	0.0033830086822469285	0.0013532034728987712	0.2	0.12804256489744678
13.0	1.0	0.014715440150701357	0.6201249413611717	0.16198759226945023	2.662634909354164	0.6409083438076656	0.035068441852554665	0.3	0.75	0.04859627768083507	0.3	0.1	0.13143159673251542	2.9430880301402714E-4	0.03132985144974751	0.15457563358844917	0.031835329970855024	0.08611352082723574	0.001959092232588467	0.03204541719038328	0.0032045417190383284	0.0012818166876153313	0.2	0.1331317454677082
14.0	1.0	0.016964440119242658	0.5566237943125186	0.06697122830613263	2.757421471930313	0.6074718051206685	0.04014119086874683	0.3	0.75	0.020091368491839786	0.3	0.1	0.12772831127833992	3.3928880238485315E-4	0.03625541421192372	0.1002736054970868	0.013845763412189347	0.08477057930794309	0.0023389055722037875	0.030373590256033423	0.0030373590256033427	0.0012149436102413369	0.2	0.13787107359651565
15.0	1.0	0.02092509883001365	0.48219892146385224	0.030674104169181884	2.8454592867941146	0.5763756271385432	0.04890182843200708	0.3	0.75	0.009202231250754565	0.3	0.1	0.12327471864230723	4.1850197660027303E-4	0.04432868299312172	0.05868435900939593	0.006638225281434711	0.08282374008035519	0.002977075839647351	0.02881878135692716	0.0028818781356927167	0.0011527512542770864	0.2	0.14227296433970574
16.0	1.0	0.027374449103040956	0.4066452321221641	0.02706006674733019	2.9268889980657824	0.5478004458525425	0.06271362008712734	0.3	0.75	0.008118020024199058	0.3	0.1	0.11748621272102472	5.474889820608191E-4	0.05686859389847501	0.05324266592969262	0.0060715156473704806	0.08026232289187168	0.004006098695390116	0.027390022292627127	0.002739002229262713	0.001095600891705085	0.2	0.14634444990328913
17.0	1.0	0.037704126826419236	0.3348447752271471	0.034757622449215084	3.0016828902375607	0.5220908080720705	0.08373630309335675	0.3	0.75	0.010427286734764524	0.3	0.1	0.10939451445392949	7.540825365283848E-4	0.07587552841352435	0.06448173731751962	0.008016785951508615	0.07700328813936798	0.005658791619310482	0.026104540403603528	0.002610454040360353	0.001044181616144141	0.2	0.15008414451187804
18.0	1.0	0.053918788018941934	0.26954704731151874	0.05016056975964457	3.069554435991405	0.4998552390376287	0.11426093325128059	0.3	0.75	0.015048170927893371	0.3	0.1	0.09830822781751505	0.0010783757603788388	0.10337727524034826	0.08351155339902876	0.011813580530944726	0.07293984602839958	0.008275332747341171	0.024992761951881437	0.002499276195188144	9.997104780752573E-4	0.2	0.15347772179957025
19.0	1.0	0.07774896093717686	0.21367312614650893	0.075627503838657	3.1299337454000167	0.4820034561838229	0.1543663298456575	0.3	0.75	0.0226882511515971	0.3	0.1	0.08497718737269472	0.0015549792187435371	0.13929697466244845	0.10765327495079217	0.018087696963520253	0.06811967884258836	0.01216745482535288	0.024100172809191148	0.0024100172809191148	9.640069123676458E-4	0.2	0.15649668727000085
20.0	1.0	0.10901900819451453	0.170674866934415	0.11441349188709023	3.182150197851152	0.469573233563612	0.19990331624637306	0.3	0.75	0.034324047566127065	0.3	0.1	0.07210877287503349	0.0021803801638902907	0.17962064043853093	0.13340285968028096	0.027654814208557806	0.06305530648908377	0.01734574292478554	0.023478661678180603	0.0023478661678180608	9.39146467127224E-4	0.2	0.15910750989255762
21.0	1.0	0.14463399933491675	0.1437781007950511	0.16815809449017868	3.225839959581474	0.46331868823213795	0.2439658228193191	0.3	0.75	0.050447428347053604	0.3	0.1	0.0631558542548162	0.002892679986698335	0.2177847913185043	0.15677141390219854	0.04089499842962299	0.05897908808303011	0.023328306728432738	0.0231659344116069	0.00231659344116069	9.266373764642759E-4	0.2	0.1612919979790737
22.0	1.0	0.17923098164969845	0.13474104956610103	0.23537340468727927	3.2613660013462757	0.46326644576555115	0.28049780040208805	0.3	0.75	0.07061202140618378	0.3	0.1	0.06060746772985525	0.003584619632993969	0.2480563046254474	0.1754562238669122	0.05735477134929907	0.057399866710640714	0.02922689149701224	0.023163322288277558	0.002316332228827756	9.265328915311023E-4	0.2	0.1630683000673138
23.0	1.0	0.20683782678361354	0.14328627918552866	0.3113041758117848	3.290004961757756	0.4684908244087532	0.3060710189532475	0.3	0.75	0.09339125274353545	0.3	0.1	0.06532645594183988	0.0041367565356722705	0.26726378686624125	0.1892177335650486	0.07571546205321425	0.058896161207784105	0.03402487381986399	0.02342454122043766	0.0023424541220437665	9.369816488175065E-4	0.2	0.1645002480878878
24.0	1.0	0.22231128578057494	0.1676274825423891	0.3887902912814557	3.313845025959384	0.4771764905381821	0.31922240409998837	0.3	0.75	0.1166370873844367	0.3	0.1	0.0768958842674484	0.004446225715611499	0.27433797687877365	0.1988533212587799	0.09404115705655954	0.06263462965386556	0.03683525742992967	0.023858824526909107	0.002385882452690911	9.543529810763642E-4	0.2	0.16569225129796922
25.0	1.0	0.2220933648201785	0.20507432861896616	0.45928364969927576	3.335502819367699	0.4868714737663184	0.3190425981998538	0.3	0.75	0.13778509490978272	0.3	0.1	0.09406628660611063	0.00444186729640357	0.2692479272740831	0.2052999627050739	0.11008752937837449	0.06722110298408664	0.03703965222602822	0.024343573688315922	0.0024343573688315923	9.737429475326368E-4	0.2	0.16677514096838497
26.0	1.0	0.2046365627247456	0.2519295715298453	0.5135715169245387	3.3577765578187893	0.49481850741709993	0.3041345661021268	0.3	0.75	0.1540714550773616	0.3	0.1	0.11474980061406176	0.004092731254494912	0.25227239110900135	0.2092549534807127	0.12156934332476163	0.07158522383745763	0.03435619265948825	0.024740925370854996	0.0024740925370855	9.896370148341999E-4	0.2	0.16788882789093948
27.0	1.0	0.17097237989840988	0.30307893624369125	0.5421215394502958	3.383265914874582	0.4983360045805667	0.2722649785778666	0.3	0.75	0.16263646183508876	0.3	0.1	0.1356691660182159	0.003419447597968198	0.22346134161550907	0.21106656066793544	0.12637096012996285	0.0751909636033319	0.028922251264763915	0.024916800229028337	0.002491680022902834	9.966720091611335E-4	0.2	0.16916329574372913
28.0	1.0	0.12565462720088186	0.35176288808777534	0.5349795737261321	3.413920411958793	0.4952889397806214	0.22140243375337645	0.3	0.75	0.16049387211783964	0.3	0.1	0.15173096596792268	0.002513092544017637	0.1822175789307896	0.21062865478759077	0.12265212483658001	0.07786449426528139	0.021448744832908158	0.02476444698903107	0.0024764446989031072	9.905778795612427E-4	0.2	0.17069602059793965
29.0	1.0	0.0782845351058499	0.38965907803345423	0.48254800477143134	3.450426785127691	0.484744113863188	0.15520962630142546	0.3	0.75	0.1447644014314294	0.3	0.1	0.1551835176346448	0.001565690702116998	0.13007250997484046	0.20708508175251755	0.1090351429163557	0.07957762768299625	0.013505752839524677	0.024237205693159403	0.0024237205693159406	9.69488227726376E-4	0.2	0.17252133925638458
30.0	1.0	0.04399749119662747	0.40783932884900653	0.3839896485618628	3.4913816783619573	0.4678726347020278	0.09592546237091311	0.3	0.75	0.11519689456855883	0.3	0.1	0.14019227117467245	8.799498239325495E-4	0.08252824511305605	0.19834600270008765	0.08611266992479305	0.08030873264056859	0.0076806017328898335	0.02339363173510139	0.0023393631735101395	9.357452694040556E-4	0.2	0.1745690839180979
31.0	1.0	0.031551662775678634	0.4002847988062506	0.2635500568173453	3.5332297704413436	0.4481144941572422	0.07137272931660549	0.3	0.75	0.07906501704520358	0.3	0.1	0.12249508848164335	6.310332555135727E-4	0.06283991394632339	0.18123367874328103	0.059291723520913484	0.08001138546711514	0.005573963711297686	0.02240572470786211	0.0022405724707862114	8.962289883144844E-4	0.2	0.1766614885220672
32.0	1.0	0.03201796859203517	0.3679753404108215	0.15804147675240562	3.5728249612907446	0.4286633697361858	0.07232583388742064	0.3	0.75	0.04741244302572169	0.3	0.1	0.11324762587635083	6.403593718407035E-4	0.06464759412394755	0.15311635046179864	0.03601555893598038	0.0786313526878974	0.0057197298697723165	0.02143316848680929	0.0021433168486809295	8.573267394723716E-4	0.2	0.17864124806453724
33.0	1.0	0.03884400403219615	0.31835464456297285	0.09214095666666962	3.608812014583676	0.41102044796987347	0.08597762592068461	0.3	0.75	0.027642287000000886	0.3	0.1	0.10507586372187057	7.76880080643923E-4	0.07744690662125485	0.1198871888965841	0.02137167335029845	0.07609683523306802	0.007009035422296312	0.020551022398493674	0.002055102239849368	8.22040895939747E-4	0.2	0.1804406007291838
34.0	1.0	0.05191973058636432	0.2622810563340567	0.07054818056354402	3.6404106599911863	0.39615470230017413	0.1106496583038758	0.3	0.75	0.021164454169063204	0.3	0.1	0.09467194656978525	0.0010383946117272864	0.09990125257815201	0.10341385690898455	0.01665042481900607	0.07239712144711459	0.009450457034523557	0.019807735115008707	0.001980773511500871	7.923094046003483E-4	0.2	0.18202053299955934
35.0	1.0	0.07241041711469141	0.20958526970887717	0.07992694302661311	3.666760290383062	0.3851505723193352	0.14582785641920795	0.3	0.75	0.023978082907983932	0.3	0.1	0.08211280326697167	0.0014482083422938284	0.13153203168172423	0.11105471710091673	0.01913605417504378	0.067698721552858	0.013275582104311227	0.01925752861596676	0.0019257528615966764	7.703011446386704E-4	0.2	0.1833380145191531
36.0	1.0	0.10020914088635294	0.16692092519883292	0.10949982094214314	3.6869655734362015	0.3791664585208509	0.18779395067867014	0.3	0.75	0.03284994628264294	0.3	0.1	0.0695745863700337	0.002004182817727059	0.16883444368925232	0.13066815576465735	0.02649032733692662	0.06253572104715706	0.01847338262958007	0.018958322926042548	0.001895832292604255	7.583329170417018E-4	0.2	0.18434827867181008
37.0	1.0	0.132727865667172	0.13859959148474543	0.15554333445623672	3.7004643546863494	0.3790606540693542	0.23004272927259017	0.3	0.75	0.04666300033687101	0.3	0.1	0.06022485772243177	0.0026545573133434403	0.20568557900141868	0.15216923461065113	0.03787027707004171	0.058088779876895404	0.02455773678874841	0.01895303270346771	0.0018953032703467713	7.581213081387084E-4	0.2	0.18502321773431749
38.0	1.0	0.1652360761285637	0.12683028813762337	0.21543437481861571	3.7074422902435913	0.38495187287752414	0.2663745643452136	0.3	0.75	0.06463031244558472	0.3	0.1	0.056568190128284665	0.003304721522571274	0.23626096318751635	0.17074421180514726	0.05258556095265908	0.05591417670847925	0.03063016082564733	0.01924759364387621	0.001924759364387621	7.699037457550483E-4	0.2	0.18537211451217958
39.0	1.0	0.1923067350892862	0.13161126101807988	0.28474051084454177	3.7090230793414367	0.3959899767531417	0.2929678613696127	0.3	0.75	0.08542215325336253	0.3	0.1	0.05960652142459519	0.003846134701785724	0.2570323260870853	0.18502113945546667	0.06943131581066123	0.05682420640497533	0.03566350593794811	0.019799498837657085	0.001979949883765709	7.919799535062834E-4	0.2	0.18545115396707185
40.0	1.0	0.20919053147529068	0.15135744195991005	0.35706538549156136	3.707156788058965	0.4104272128019297	0.3081221839532213	0.3	0.75	0.1071196156474684	0.3	0.1	0.06907472032662837	0.004183810629505813	0.26664852288856755	0.19530323058020857	0.08668946719961698	0.06021601778715214	0.038775104937814324	0.020521360640096485	0.0020521360640096487	8.208544256038593E-4	0.2	0.18535783940294825
41.0	1.0	0.21253762640353877	0.1836607337840882	0.4247361065319767	3.7043198812681593	0.42588777647807874	0.3110078394071899	0.3	0.75	0.127420831959593	0.3	0.1	0.08393225867512402	0.0042507525280707755	0.26495061016457266	0.20235700442794566	0.10234636397529225	0.06474661872794979	0.03936536775020866	0.02129438882390394	0.0021294388823903942	8.517755529561575E-4	0.2	0.18521599406340797
42.0	1.0	0.20071179493422678	0.22534956532881176	0.47942970532397694	3.703164575157845	0.4397031803223547	0.30063970476358387	0.3	0.75	0.14382891159719308	0.3	0.1	0.10246465477359848	0.004014235898684535	0.25219399162796935	0.20685412782552848	0.1143149635229349	0.0692638286149435	0.037163440440838726	0.021985159016117736	0.0021985159016117742	8.794063606447095E-4	0.2	0.18515822875789226
43.0	1.0	0.1741749614430638	0.272106553606382	0.512548159535901	3.706162615761168	0.44926912717018624	0.2754916047965626	0.3	0.75	0.15376444786077031	0.3	0.1	0.12203980402667292	0.003483499228861276	0.22859557250582732	0.2091868825155865	0.12062175276826881	0.07312597721517665	0.032276036535096295	0.022463456358509312	0.0022463456358509317	8.985382543403725E-4	0.2	0.1853081307880584
44.0	1.0	0.1361374120131619	0.3181823572548601	0.515337888894253	3.7152147125595576	0.4524533041533642	0.2341075454604434	0.3	0.75	0.1546013666682759	0.3	0.1	0.13871282387232256	0.0027227482402632382	0.19406603413047446	0.20937191508729558	0.1195371177410273	0.07608698734770983	0.02528898580205407	0.022622665207668213	0.0022622665207668213	9.049066083067285E-4	0.2	0.1857607356279779
45.0	1.0	0.09351351266807849	0.3564103766022754	0.47942827695597845	3.731166315227277	0.44811613124403443	0.17822802074961167	0.3	0.75	0.14382848308679352	0.3	0.1	0.14680713108089782	0.0018702702533615698	0.14950804945034435	0.20685402146519793	0.10972932418355909	0.07808989341030213	0.017445723424285686	0.022405806562201723	0.0022405806562201726	8.962322624880689E-4	0.2	0.18655831576136386
46.0	1.0	0.0575060308791874	0.3788003299141715	0.40133131242706144	3.7531929207803905	0.43678659527616087	0.1206399876760831	0.3	0.75	0.12039939372811842	0.3	0.1	0.1405265062730761	0.0011501206175837482	0.10337286381295895	0.20013277770548746	0.09107658756685078	0.07911446718971023	0.010791561399897235	0.021839329763808046	0.0021839329763808047	8.735731905523217E-4	0.2	0.18765964603901952
47.0	1.0	0.038662385412082625	0.37875118958392223	0.2942978753380347	3.7784698137237327	0.4210781949647628	0.08562152251948155	0.3	0.75	0.0882893626014104	0.3	0.1	0.1248110212712411	7.732477082416525E-4	0.07499457741177139	0.1865961584789994	0.06678811682020082	0.07911232344155447	0.0073042328103053505	0.02105390974823814	0.0021053909748238145	8.421563899295256E-4	0.2	0.18892349068618663
48.0	1.0	0.03527513258125832	0.35482307119530293	0.18939294344527013	3.80354347395853	0.40438422821980513	0.07890936984278635	0.3	0.75	0.05681788303358104	0.3	0.1	0.11321936551579989	7.055026516251664E-4	0.07024379128452886	0.16361226814181812	0.04337267858060657	0.07801342844434124	0.006708525016123351	0.020219211410990257	0.002021921141099026	8.087684564396102E-4	0.2	0.19017717369792653
49.0	1.0	0.04041208379292152	0.3121375302180204	0.11481905153228407	3.8262903523122893	0.3888967186033057	0.0890363893871895	0.3	0.75	0.03444571545968522	0.3	0.1	0.10440070292331324	8.082416758584304E-4	0.07999882227571918	0.1336229849183424	0.02668646971340571	0.0757362548499041	0.007731418316684573	0.019444835930165286	0.001944483593016529	7.777934372066114E-4	0.2	0.19131451761561447
50.0	1.0	0.052275818618167234	0.26034677415775326	0.08250064296451667	3.8455697623814653	0.3758936094091477	0.11129592748494002	0.3	0.75	0.024750192889355	0.3	0.1	0.09415210373192986	0.0010455163723633446	0.1003577458816411	0.1130141812439493	0.019482251012782295	0.07224895373803962	0.010051515369088099	0.018794680470457386	0.0018794680470457389	7.517872188182954E-4	0.2	0.19227848811907328
51.0	1.0	0.07150297754007431	0.20965001914180048	0.08489406073763339	3.860382382776897	0.3665571017049644	0.14435209513030328	0.3	0.75	0.02546821822129002	0.3	0.1	0.08191318475623965	0.0014300595508014863	0.1301316980715295	0.11478743611199461	0.020324941861710504	0.06770547591853815	0.013801441740589752	0.018327855085248222	0.0018327855085248225	7.331142034099289E-4	0.2	0.19301911913884484
52.0	1.0	0.09793154529170751	0.1675927780163446	0.11036666013517392	3.8697547113952537	0.362087581502642	0.1845761157611629	0.3	0.75	0.033109998040552174	0.3	0.1	0.06958536704608417	0.00195863090583415	0.1659251560242593	0.13115987588558037	0.02669586273899258	0.06262978368052519	0.018948552939340144	0.0181043790751321	0.0018104379075132102	7.241751630052839E-4	0.2	0.1934877355697627
53.0	1.0	0.1291411285698169	0.13899576311803943	0.15328461542071195	3.8730594967864325	0.3633755598823723	0.22569695603437187	0.3	0.75	0.045985384626213585	0.3	0.1	0.06017813425316695	0.002582822571396338	0.20185695515230426	0.1512968081046913	0.03731710922679506	0.058158254064692244	0.025008563721652357	0.018168777994118614	0.001816877799411862	7.267511197647447E-4	0.2	0.19365297483932165
54.0	1.0	0.16065286804689577	0.1263255484602664	0.21030306790419517	3.87041690835509	0.3705754364745058	0.2615627935760635	0.3	0.75	0.06309092037125855	0.3	0.1	0.05617005112387875	0.0032130573609379155	0.23216370449975118	0.16943360351268377	0.0513385832860683	0.055815858757299795	0.031089678843222227	0.018528771823725292	0.0018528771823725294	7.411508729490116E-4	0.2	0.1935208454177545
55.0	1.0	0.1872618972139092	0.1297601420553335	0.2769582585840922	3.8628850105983	0.38287601048057446	0.2882360055516009	0.3	0.75	0.08308747757522765	0.3	0.1	0.05861938617436679	0.003745237944278184	0.25321518084157607	0.1836796596686766	0.06756058854031684	0.05647635002945079	0.03616855879019047	0.019143800524028726	0.0019143800524028727	7.657520209611489E-4	0.2	0.19314425052991502
56.0	1.0	0.20436914285097962	0.14783953838206673	0.3470749238907139	3.8523506376469294	0.3985690935043604	0.3038981652839174	0.3	0.75	0.10412247716721418	0.3	0.1	0.06733064840091393	0.004087382857019593	0.2635358271274702	0.19408096123478585	0.08433034831129758	0.05965131284022927	0.03936507988886639	0.019928454675218022	0.0019928454675218026	7.971381870087209E-4	0.2	0.19261753188234648
57.0	1.0	0.20870303264275974	0.17825897981078326	0.41327615601263457	3.8412289011321668	0.4153194741610217	0.30769872487076794	0.3	0.75	0.12398284680379036	0.3	0.1	0.08133514727027542	0.004174060652855195	0.26289196192452186	0.2012932761299268	0.09971390891171476	0.06406225593581913	0.04008380603706494	0.020765973708051087	0.002076597370805109	8.306389483220435E-4	0.2	0.19206144505660835
58.0	1.0	0.1986160455549661	0.21800065373930155	0.46755514620513616	3.8321121497078963	0.43050060419012026	0.29875098383652676	0.3	0.75	0.14026654386154083	0.3	0.1	0.09902847630461575	0.0039723209110993215	0.2515135081824948	0.20595141693779298	0.11169900063543706	0.06855352376665853	0.038055948064906135	0.021525030209506014	0.0021525030209506016	8.610012083802405E-4	0.2	0.19160560748539482
59.0	1.0	0.1744189349434825	0.2629902529573542	0.5016493140981051	3.8274199338109347	0.44154509865058644	0.2757356243025919	0.3	0.75	0.15049479422943152	0.3	0.1	0.11796813884067746	0.0034883786988696504	0.2296530124163909	0.2084475550554297	0.11837244017614286	0.07245105090693758	0.03337872542183788	0.022077254932529322	0.0022077254932529326	8.830901973011729E-4	0.2	0.19137099669054675
60.0	1.0	0.13894643137005905	0.30780796040803315	0.5072124570343888	3.8290256111175225	0.44633466547000905	0.23740897767930355	0.3	0.75	0.15216373711031664	0.3	0.1	0.13453846455482313	0.002778928627401181	0.19735938815999812	0.2088282491401784	0.11805365086029654	0.07547865424207396	0.026601472214466963	0.022316733273500453	0.0022316733273500455	8.926693309400181E-4	0.2	0.19145128055587612
61.0	1.0	0.09836439039989263	0.34568577200716977	0.47633601895488564	3.8378079933036164	0.44368314734776626	0.185190480318442	0.3	0.75	0.14290080568646568	0.3	0.1	0.14363766889062762	0.0019672878079978525	0.15549652877612172	0.2066225271754932	0.10944688416576148	0.07756266717924501	0.018875182186657274	0.022184157367388314	0.002218415736738832	8.873662946955325E-4	0.2	0.19189039966518084
62.0	1.0	0.06267346225061808	0.3690218829864273	0.40520777665880886	3.8530996405085065	0.43394530114303426	0.12960721304577186	0.3	0.75	0.12156233299764266	0.3	0.1	0.13987486687621423	0.0012534692450123616	0.11095311636885412	0.20051540939187937	0.09230468336553876	0.07867903319067655	0.012074354743364	0.021697265057151714	0.002169726505715172	8.678906022860685E-4	0.2	0.19265498202542533
63.0	1.0	0.04211239771884659	0.3712519151522805	0.3041735210921802	3.8723443483333635	0.4194389043779372	0.09232140810954013	0.3	0.75	0.09125205632765405	0.3	0.1	0.1258549732337289	8.422479543769318E-4	0.08072071241061834	0.1881453789143742	0.06923039305119014	0.07877992708683508	0.00815368526506712	0.02097194521889686	0.002097194521889686	8.388778087558744E-4	0.2	0.19361721741666818
64.0	1.0	0.03708282990852263	0.35028700037461985	0.20116839170479903	3.8921353252458326	0.403474854904944	0.08250827382379462	0.3	0.75	0.0603505175114397	0.3	0.1	0.11377881295369381	7.416565981704527E-4	0.07332877089328611	0.16698996080403866	0.04614559948899049	0.07779194160239931	0.007216569612352181	0.020173742745247202	0.0020173742745247204	8.06949709809888E-4	0.2	0.19460676626229165
65.0	1.0	0.041387348945643054	0.3103474611099781	0.12454909821434297	3.9101155916403036	0.3884485510991554	0.09092461043181385	0.3	0.75	0.03736472946430289	0.3	0.1	0.10461812480879808	8.277469789128611E-4	0.08160332011721497	0.1386657742168428	0.02896488169656176	0.07563040850076107	0.00809146592045084	0.01942242755495777	0.0019422427554957773	7.768971021983108E-4	0.2	0.1955057795820152
66.0	1.0	0.052689246265891006	0.2604466697999521	0.08841109378086065	3.924979958262834	0.3757822472108968	0.11204462602079622	0.3	0.75	0.026523328134258194	0.3	0.1	0.09439318351179678	0.00105378492531782	0.10096852333402712	0.11731142260085127	0.020877383985752885	0.07225664477480123	0.010340211780479855	0.01878911236054484	0.0018789112360544844	7.515644944217937E-4	0.2	0.1962489979131417
67.0	1.0	0.07134716141297916	0.21070485322161783	0.0877838570617609	3.935664939634667	0.36670706109869483	0.1440979671316914	0.3	0.75	0.02633515711852827	0.3	0.1	0.08228604447452946	0.001426943228259583	0.1298620780741027	0.11686821545167399	0.021011132795900563	0.067815114903058	0.014039926085775874	0.018335353054934743	0.0018335353054934746	7.334141221973896E-4	0.2	0.19678324698173336
68.0	1.0	0.09715560697006381	0.16894027373369003	0.11135896786027656	3.9411673076178864	0.36243986897749497	0.18347142517627935	0.3	0.75	0.03340769035808297	0.3	0.1	0.07004997567243812	0.0019431121394012762	0.16491348359669605	0.13171781754476208	0.026927427477665866	0.06281702304690076	0.019145325097109398	0.01812199344887475	0.0018121993448874751	7.2487973795499E-4	0.2	0.19705836538089433
69.0	1.0	0.12777012938873716	0.1401929307412508	0.15285496187937225	3.9408350870381685	0.3638838951214402	0.22401656978360288	0.3	0.75	0.04585648856381167	0.3	0.1	0.06060923467514114	0.0025554025877747434	0.20036479938230217	0.15112909070802977	0.03720274584139624	0.05836680134948453	0.025176050448527106	0.01819419475607201	0.0018194194756072015	7.277677902428804E-4	0.2	0.19704175435190843
70.0	1.0	0.158829594031885	0.12706774331737208	0.20860088482041983	3.9347592608512536	0.37121197383329696	0.2596218663167479	0.3	0.75	0.06258026544612595	0.3	0.1	0.05642835067345604	0.0031765918806377002	0.23049665608312042	0.16898921477639986	0.05091498740898011	0.0559602792809588	0.031247810800710228	0.018560598691664848	0.001856059869166485	7.424239476665939E-4	0.2	0.1967379630425627
71.0	1.0	0.18522667693088654	0.12985346236103965	0.274099883193386	3.9239653805770938	0.3836361196215208	0.2862991964432987	0.3	0.75	0.08222996495801581	0.3	0.1	0.05859941232007899	0.003704533538617731	0.25163408493438044	0.18317292754385442	0.06686198271150257	0.05649402059346569	0.03634115339180683	0.01918180598107604	0.0019181805981076043	7.672722392430416E-4	0.2	0.1961982690288547
