time	compartment	Hsp90	HCom	HSF1	MisP	MCom	TriH	DiH	NatP	AggP	HSE	HSETriH	X	ROS	ATP	ADP	source	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k21	proteinSynthesis	misfolding	Hsp90MisPBinding	unsuccessulRefolding	refolding	proteinDegradation	proteinAggregation1	proteinAggregation2	Hsp90HSF1Binding	Hsp90HSF1Release	dimerisation	trimerisation	deTrimerisation	deDimerisation	HSETriHBinding	HSETriHRelease	Hsp90Transcription	Hsp90Degradation	countTime	ATPformation	ATPconsumption	radicalFormation	radicalScavenging
29.0	1.0	102300.44429774993	5999.999877725961	1.1730148730381685E-4	0.002269441260510765	197151.8758793088	-2.1598674621653358E-8	-1.0935800526043737E-6	5803138.121590609	-2.0628697690791535E-9	1.0000000069205048	-6.920504614154771E-9	28.999999999999996	100.0	10305.784939985093	694.2150600149128	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11606.276243181219	11608.242462894845	1.971518758793088	8127.219333307163	1.4033024138851577E-5	-1.132145448437928E-10	-4.681561769008544E-19	5999.9971339836675	5999.999877725961	-5.864386383244658E-7	-1.282785666562793E-8	-1.0799337310826679E-8	-5.467900263021869E-7	-1.0799337385563545E-9	-5.536403691323817E-10	-6.920504614154772E-6	8.45537675314423	1.0	8330.580720178954	206.11569879970187	0.1	0.1
30.0	1.0	98882.83871567869	5999.999873754344	1.2135568325207854E-4	0.002346509929313479	200561.17270553642	-2.3149045731078937E-8	-1.1317288695026127E-6	5799738.82467305	-2.1779937048751467E-9	1.0000000074636615	-7.463661320505519E-9	29.999999999999996	100.0	10294.810254001588	705.1897459984189	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11599.477649346101	11601.478144252169	2.0056117270553644	8258.95686929416	1.4494124688847769E-5	-1.170501910232556E-10	-5.110683854471782E-19	5999.997227123136	5999.999873754344	-6.067047802511047E-7	-1.3734173021459199E-8	-1.1574522865539468E-8	-5.658644347513064E-7	-1.157452295192779E-9	-5.970929056404416E-10	-7.463661320505519E-6	8.164200096878734	1.0	8462.276951981026	205.89620508003176	0.1	0.1
31.0	1.0	95601.14418101493	5999.999869673693	1.255214541913588E-4	0.00242569978012452	203834.84353198376	-2.4799145824126926E-8	-1.1709462106617364E-6	5796475.153752683	-2.2970056496318277E-9	1.0000000080419642	-8.041964035499889E-9	30.999999999999996	100.0	10284.29426795165	715.7057320483568	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11592.950307505365	11594.983720977023	2.0383484353198376	8385.19005177921	1.4967966206703707E-5	-1.209907880350612E-10	-5.571846099256704E-19	5999.997319979377	5999.999869673693	-6.275284927794825E-7	-1.4697887114212234E-8	-1.2399572912063463E-8	-5.854731053308682E-7	-1.2399573011780385E-9	-6.433571228399911E-10	-8.04196403549989E-6	7.885186198865658	1.0	8588.468784580282	205.68588535903302	0.1	0.1
32.0	1.0	92449.70491915742	5999.999865482612	1.298002501516953E-4	0.0025070383884344943	206978.53224895455	-2.655443307131196E-8	-1.2112474756506957E-6	5793341.464939163	-2.4200112218146774E-9	1.000000008657635	-8.65763491768685E-9	31.999999999999996	100.0	10274.216150459833	725.7838495401743	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11586.682929878327	11588.747961588448	2.0697853224895457	8506.168715322721	1.5454712580165885E-5	-1.250376573476705E-10	-6.06706103353166E-19	5999.997412478524	5999.999865482612	-6.489170102337793E-7	-1.5722022533506975E-8	-1.327721653565598E-8	-6.056237378253478E-7	-1.3277216650605274E-9	-6.92610793414948E-10	-8.65763491768685E-6	7.617782976112937	1.0	8709.406194482091	205.4843230091967	0.1	0.1
33.0	1.0	89423.1200382146	5999.999861179798	1.3419342787360897E-4	0.0025905515566431283	209997.62840170413	-2.842056440410764E-8	-1.2526472691993568E-6	5790332.368687197	-2.547117316746974E-9	1.0000000093129926	-9.312992400396355E-9	32.99999999999999	100.0	10264.556147060588	735.443852939421	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11580.664737374394	11582.760140744107	2.0999762840170413	8622.129789915429	1.5954517143011157E-5	-1.291920299637751E-10	-6.59843872985154E-19	5999.9975045406145	5999.999861179798	-6.708770999876226E-7	-1.6809703097037713E-8	-1.421028220205382E-8	-6.263236345996784E-7	-1.4210282334394075E-9	-7.450393920317084E-10	-9.312992400396356E-6	7.361466864550293	1.0	8825.326235273053	205.29112294121177	0.1	0.1
34.0	1.0	86516.23050091154	5999.999856764049	1.3870224260449792E-4	0.0026762631581014095	212897.28019092095	-3.040339351269693E-8	-1.2951593290365506E-6	5787442.71679606	-2.6784320122865186E-9	1.0000000100104536	-1.0010453296808863E-8	33.999999999999986	100.0	10255.295514267144	744.7044857328673	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11574.88543359212	11577.01001336995	2.12897280190921	8733.298090166507	1.646752173616548E-5	-1.3345503868049992E-10	-7.168188915961832E-19	5999.9975960820475	5999.999856764049	-6.934150214619719E-7	-1.7964150346750638E-8	-1.5201696756348463E-8	-6.475796645182753E-7	-1.5201696908524344E-9	-8.008362637447091E-10	-1.0010453296808864E-5	7.115741074749749	1.0	8936.453828794407	205.10591028534287	0.1	0.1
35.0	1.0	83724.10688319226	5999.999852234268	1.433278397435403E-4	0.0027641949782729125	215682.40668813846	-3.250896758110418E-8	-1.3387964507492204E-6	5784667.590194182	-2.8140644666956525E-9	1.0000000107525349	-1.0752534616501693E-8	34.99999999999998	100.0	10246.416458470096	753.5835415299144	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11569.335180388365	11571.487790345232	2.1568240668813847	8839.88704676713	1.6993855751877575E-5	-1.3782771021975013E-10	-7.778622867376363E-19	5999.99768701261	5999.999852234268	-7.165364843694738E-7	-1.9188680314220482E-8	-1.625448379055209E-8	-6.693982253746102E-7	-1.6254483965328993E-9	-8.602027693201355E-10	-1.0752534616501693E-5	6.880133975243978	1.0	9043.002498358974	204.9283291694019	0.1	0.1
36.0	1.0	81042.03786286576	5999.999847589481	1.4807124636701088E-4	0.0028543665536206893	218357.7093227172	-3.4743522693789536E-8	-1.3835704103914605E-6	5782002.287452169	-2.9541248085893165E-9	1.0000000115418552	-1.1541855053325972E-8	35.99999999999997	100.0	10237.902079247258	762.0979207527522	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11564.004574904338	11566.184115651278	2.183577093227172	8942.099385178859	1.7533635164548252E-5	-1.4231095725991305E-10	-8.432155048858466E-19	5999.99777723851	5999.999847589481	-7.40246606365051E-7	-2.048669951031803E-8	-1.7371761346894768E-8	-6.917852051957303E-7	-1.7371761547397124E-9	-9.233484042660777E-10	-1.1541855053325971E-5	6.654197592500201	1.0	9145.175049033027	204.75804158494518	0.1	0.1
37.0	1.0	78465.51938606618	5999.999842828835	1.529333626695314E-4	0.002946795008893958	220927.68269240524	-3.711347783881933E-8	-1.4294918854277209E-6	5779442.313972244	-3.098724018880033E-9	1.0000000123811361	-1.2381136104364578E-8	36.999999999999964	100.0	10229.73631671484	770.2636832851706	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11558.88462794449	11561.090044856597	2.209276826924053	9040.127756024602	1.8086961552237927E-5	-1.4690557040347578E-10	-9.131304472775508E-19	5999.997866661203	5999.999842828835	-7.645498702805699E-7	-2.1861700094726988E-8	-1.8556738919409664E-8	-7.147459427138604E-7	-1.8556739149163175E-9	-9.904908883491663E-10	-1.2381136104364577E-5	6.437506217653739	1.0	9243.164199422048	204.5947263342968	0.1	0.1
38.0	1.0	75990.24446405329	5999.999837951615	1.579149533600216E-4	0.0030414948935500326	223396.62474495324	-3.9625427428287135E-8	-1.4765703745146393E-6	5776983.371806627	-3.247973804674471E-9	1.0000000132732028	-1.3273202778880967E-8	37.99999999999996	100.0	10221.903902577054	778.0960974229552	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11553.966743613255	11556.197024851836	2.2339662474495325	9134.155321211916	1.8653921113228358E-5	-1.5161221011812708E-10	-9.878695741301676E-19	5999.9979551788065	5999.999837951615	-7.894500811376345E-7	-2.3317254182426887E-8	-1.9812713714143567E-8	-7.382851872573196E-7	-1.9812713977121737E-9	-1.0618562223104774E-9	-1.3273202778880967E-5	6.229655111088024	1.0	9337.153169075462	204.43807805154108	0.1	0.1
39.0	1.0	73612.09355652888	5999.999832957243	1.6301663905478344E-4	0.0031384780181245857	225768.64637441642	-4.228613225575884E-8	-1.5248141165893587E-6	5774621.350061239	-3.401986465114317E-9	1.000000014220984	-1.4220983855612253E-8	38.99999999999995	100.0	10214.390314573358	785.6096854266524	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11549.242700122479	11551.496874764818	2.2576864637441645	9224.356299444706	1.9234583682499895E-5	-1.564313986927167E-10	-1.0677059738718645E-18	5999.998042685809	5999.999832957243	-8.149503231508736E-7	-2.4857007246968593E-8	-2.114306612787942E-8	-7.624070582946794E-7	-2.1143066428554625E-9	-1.1376787084489803E-9	-1.4220983855612253E-5	6.030259296783397	1.0	9427.316225119828	204.28780629146718	0.1	0.1
40.0	1.0	71327.12550135622	5999.999827845295	1.6823888771350408E-4	0.0032377532914088696	228047.68047226552	-4.5102508812437864E-8	-1.5742300097204524E-6	5772352.315844584	-3.5608747491995805E-9	1.0000000152275115	-1.522751164611694E-8	39.99999999999994	100.0	10207.181734043856	792.8182659561552	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11544.70463168917	11546.981767937481	2.2804768047226553	9310.896474430312	1.9829001753245392E-5	-1.6136351225164203E-10	-1.1529233939515674E-18	5999.998129074841	5999.999827845295	-8.41052916950825E-7	-2.6484670584058763E-8	-2.2551254406218932E-8	-7.871150048602262E-7	-2.255125474961842E-9	-1.218200931689355E-9	-1.522751164611694E-5	5.838952439125562	1.0	9513.819191473862	204.1436346808771	0.1	0.1
41.0	1.0	69131.56895376129	5999.999822615507	1.7358200616706548E-4	0.0033393265593768843	230237.49047005217	-4.808161688815191E-8	-1.6248235301836894E-6	5770172.505725092	-3.7247517056749898E-9	1.000000016295921	-1.6295921221464944E-8	40.999999999999936	100.0	10200.26500636155	799.7349936384621	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11540.345011450185	11542.644214934477	2.302374904700522	9393.933668776695	2.0437209509055444E-5	-1.6640877287533624E-10	-1.2438162297844845E-18	5999.998214235353	5999.999822615507	-8.677593772710025E-7	-2.8204012803673826E-8	-2.4040808444075953E-8	-8.124117650918447E-7	-2.404080883584307E-9	-1.3036736977171956E-9	-1.6295921221464945E-5	5.655385795544053	1.0	9596.819923661546	204.00530012723098	0.1	0.1
42.0	1.0	67021.81430105906	5999.999817267779	1.790461317893726E-4	0.0034432004468450722	232341.67840759023	-5.123064538971219E-8	-1.676598652235371E-6	5768078.317662935	-3.89373052511039E-9	1.0000000174294488	-1.7429449059402964E-8	41.99999999999993	100.0	10193.627604005436	806.3723959945752	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11536.156635325871	11538.4770474887	2.3234167840759024	9473.618186306261	2.1059221872650267E-5	-1.7156724087639589E-10	-1.3406894683954394E-18	5999.9982980551395	5999.999817267779	-8.950703713603193E-7	-3.001885032460187E-8	-2.5615322694856095E-8	-8.382993261176855E-7	-2.561532314131705E-9	-1.3943559247522372E-9	-1.7429449059402963E-5	5.479227238965011	1.0	9676.468751934903	203.87255208010873	0.1	0.1
43.0	1.0	64994.40602155578	5999.9998118021895	1.846312243682257E-4	0.003549374202912126	234363.69255790336	-5.455689631775041E-8	-1.729557769074566E-6	5766066.303385071	-4.067924374357469E-9	1.0000000186314308	-1.863143106945705E-8	42.99999999999992	100.0	10187.257592065702	812.7424079343107	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11532.132606770143	11534.473403325332	2.343636925579034	9550.093225260212	2.169503357741922E-5	-1.768388072839914E-10	-1.4438585833741851E-18	5999.998380422712	5999.9998118021895	-9.2298567839607E-7	-3.193303685198141E-8	-2.7278448158875205E-8	-8.64778884537283E-7	-2.727844866711173E-9	-1.490514485556564E-9	-1.863143106945705E-5	5.310160344602857	1.0	9752.908895211727	203.74515184131405	0.1	0.1
44.0	1.0	63046.03545877137	5999.999806218998	1.9033705823257737E-4	0.0036578435512752893	236306.83463772968	-5.806776685377676E-8	-1.7837016155083845E-6	5764133.161174758	-4.247446223617669E-9	1.0000000199052996	-1.9905299954108607E-8	43.999999999999915	100.0	10181.143595994243	818.8564040057668	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11528.266322349518	11530.626711817004	2.3630683463772972	9623.495264646368	2.234461826832915E-5	-1.8222318659148417E-10	-1.553649377844847E-18	5999.998461224652	5999.999806218998	-9.515041501842037E-7	-3.3950451826056174E-8	-2.903388342688838E-8	-8.918508077541923E-7	-2.903388400481653E-9	-1.5924239963286885E-9	-1.9905299954108606E-5	5.147883536114446	1.0	9826.276848069201	203.62287191988486	0.1	0.1
45.0	1.0	61173.533984289345	5999.999800518653	1.96163214696387E-4	0.003768600546558422	238174.26663022625	-6.177072952139849E-8	-1.8390291928481306E-6	5762275.72904883	-4.432408666413345E-9	1.0000000212545817	-2.1254581865268176E-8	44.99999999999991	100.0	10175.274771426371	824.7252285736381	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11524.551458097661	11526.930680405152	2.3817426663022627	9693.954425782076	2.3007927638987728E-5	-1.8771990982394506E-10	-1.670397772281562E-18	5999.998540348439	5999.999800518653	-9.80623673447935E-7	-3.607498783895912E-8	-3.0885364760699245E-8	-9.195145964240653E-7	-3.0885365417154755E-9	-1.7003665492214542E-9	-2.1254581865268177E-5	4.992109286575252	1.0	9896.702742883657	203.50549542852744	0.1	0.1
46.0	1.0	59373.866524603334	5999.999794701803	2.0210907488049356E-4	0.0038816334378275977	239969.01724445377	-6.567331040003159E-8	-1.8955376965870174E-6	5760490.978298225	-4.622923732810429E-9	1.0000000226828922	-2.268289231721088E-8	45.9999999999999	100.0	10169.640775919966	830.3592240800434	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11520.981956596452	11523.37928175065	2.399690172444538	9761.594810906554	2.368489061190356E-5	-1.9332831798409682E-10	-1.794449534180374E-18	5999.998617682742	5999.999794701803	-1.0103411340117225E-6	-3.8310537025830375E-8	-3.2836655200015797E-8	-9.477688482935087E-7	-3.283665594484611E-9	-1.8146313853768706E-9	-2.268289231721088E-5	4.842563370141737	1.0	9964.31068896052	203.39281551839935	0.1	0.1
47.0	1.0	57644.125429107604	5999.999788769295	2.0817381297589816E-4	0.003996926540492522	241693.9880344373	-6.978306538539032E-8	-1.95322244742281E-6	5758776.00736892	-4.819102696301372E-9	1.0000000241939313	-2.419393131923052E-8	46.99999999999989	100.0	10164.231742466396	835.7682575336145	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11517.552014737843	11519.966741554003	2.416939880344373	9826.534820571684	2.437541256910829E-5	-1.990475559361214E-10	-1.9261599468206027E-18	5999.9986931191315	5999.999788769295	-1.0406523831974461E-6	-4.0660976447012216E-8	-3.489153269269516E-8	-9.76611223711405E-7	-3.489153353685851E-9	-1.935514505538442E-9	-2.419393131923052E-5	4.698984160615064	1.0	10029.219090403374	203.28463484932792	0.1	0.1
48.0	1.0	55981.524658132716	5999.999782722193	2.1435639001226962E-4	0.004114460117815212	243351.95919886357	-7.410755450894464E-8	-2.012076826204306E-6	5757128.036062236	-5.0210558748160424E-9	1.0000000257914778	-2.5791477694489115E-8	47.999999999999886	100.0	10159.038254644354	840.9617453556566	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11514.256072124474	11516.687527018796	2.433519591988636	9888.887451375627	2.507937464045595E-5	-2.04876566787706E-10	-2.0658934146252377E-18	5999.998766550093	5999.999782722193	-1.0715522067516527E-6	-4.313015248924998E-8	-3.705377725447232E-8	-1.006038413102153E-6	-3.7053778210144E-9	-2.0633182155591293E-9	-2.5791477694489116E-5	4.561121973453397	1.0	10091.54094426788	203.1807650928871	0.1	0.1
49.0	1.0	54383.39427142554	5999.99977656177	2.20655548196444E-4	0.004234210273248093	244945.59508097195	-7.86543143476718E-8	-2.072092213382543E-6	5755544.400034941	-5.228892426388614E-9	1.0000000274793825	-2.7479382554937394E-8	48.99999999999988	100.0	10154.051323295753	845.9486767042578	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11511.088800069881	11513.536335908575	2.44945595080972	9948.760575469634	2.579663305691236E-5	-2.1081408683050064E-10	-2.2140230029523815E-18	5999.9988378723765	5999.99977656177	-1.1030342966274707E-6	-4.57218643257508E-8	-3.93271571738359E-8	-1.0360461066912715E-6	-3.93271582545219E-9	-2.1983506043949915E-9	-2.7479382554937393E-5	4.428738448068007	1.0	10151.384120451094	203.08102646591507	0.1	0.1
50.0	1.0	52847.17519887231	5999.999770289521	2.270698058849142E-4	0.00435614885482344	246477.4493868003	-8.343082857652012E-8	-2.1332579335565876E-6	5754022.545581013	-5.442720140069682E-9	1.000000029261562	-2.9261561906696267E-8	49.99999999999987	100.0	10149.26236461482	850.7376353851895	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11508.045091162028	11510.508086161066	2.464774493868003	10006.257203150824	2.652701857615169E-5	-2.16858641098903E-10	-2.370929910528902E-18	5999.998906986994	5999.999770289521	-1.135091225940848E-6	-4.8439846487514756E-8	-4.171541428826006E-8	-1.0666289667782938E-6	-4.171541550891825E-9	-2.3409249525357012E-9	-2.926156190669627E-5	4.301605967503406	1.0	10208.851624622273	202.9852472922964	0.1	0.1
51.0	1.0	51370.414276595904	5999.999763907163	2.3359745325367056E-4	0.0044802433727980946	247949.97013861997	-8.844449673812962E-8	-2.1955612056994743E-6	5752560.024678201	-5.662645222730849E-9	1.0000000311419888	-3.114198836518095E-8	50.999999999999865	100.0	10144.663179549083	855.3368204509275	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11505.120049356405	11507.59790603057	2.4794997013862	10061.475729742211	2.7270335987666174E-5	-2.2300853960592965E-10	-2.5370028731646677E-18	5999.998973799402	5999.999763907163	-1.1677144274175199E-6	-5.128775061139556E-8	-4.422224836906481E-8	-1.0977806028497371E-6	-4.422224974623357E-9	-2.491359069214476E-9	-3.114198836518095E-5	4.179507112844319	1.0	10264.04184541113	202.89326359098166	0.1	0.1
52.0	1.0	49950.759532743636	5999.999757416641	2.4023654872707214E-4	0.00460645693172895	249365.50437920765	-9.37026013276206E-8	-2.2589870996410873E-6	5751154.490283754	-5.888772082467013E-9	1.0000000331246823	-3.3124681965069054E-8	51.99999999999986	100.0	10140.245934420676	859.7540655793337	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11502.308980567508	11504.801124736643	2.4936550437920766	10114.510167864086	2.8026363704429057E-5	-2.2926187431325382E-10	-2.7126374978652094E-18	5999.9990382211145	5999.999757416641	-1.2008941756386393E-6	-5.426912644367534E-8	-4.68513006638103E-8	-1.1294935498205436E-6	-4.6851302215744755E-9	-2.6499745572055243E-9	-3.3124681965069055E-5	4.06223414991049	1.0	10317.048786952004	202.80491868841352	0.1	0.1
53.0	1.0	48585.95570832651	5999.999750820133	2.469849162251144E-4	0.004734748178099426	250726.30264156728	-9.921227331454326E-8	-2.323518499373221E-6	5749803.691864693	-6.121203109359073E-9	1.0000000352137004	-3.5213700056547156E-8	52.99999999999985	100.0	10136.003142682397	863.9968573176136	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11499.607383729386	11502.113263560917	2.507263026415673	10165.450366112254	2.879485344781532E-5	-2.3561651688947056E-10	-2.8982355269814416E-18	5999.9991001690705	5999.999750820133	-1.2346195733813583E-6	-5.7387402191519846E-8	-4.960613665727163E-8	-1.1617592496866105E-6	-4.960613840408727E-9	-2.8170960045237727E-9	-3.521370005654716E-5	3.9495885459935987	1.0	10367.962287811362	202.72006285364796	0.1	0.1
54.0	1.0	47273.839999504526	5999.999744120044	2.5384014328561777E-4	0.004865071264580191	252034.52319767213	-1.0498045624872586E-7	-2.3891360737187752E-6	5748505.471149079	-6.360038454410675E-9	1.0000000374131266	-3.7413126286614766E-8	53.999999999999844	100.0	10131.927647731682	868.0723522683298	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11497.010942298159	11499.530027397555	2.5203452319767217	10214.382215077463	2.9575530032270987E-5	-2.4207011730853734E-10	-3.0942040326178385E-18	5999.999159567799	5999.999744120044	-1.2688785423363724E-6	-6.064586432816122E-8	-5.249022812436293E-8	-1.1945680368593876E-6	-5.249023008818648E-9	-2.9930501029291815E-9	-3.741312628661477E-5	3.8413805145734985	1.0	10416.868227219958	202.63855295463364	0.1	0.1
55.0	1.0	46012.33800867111	5999.999737319013	2.6079958011343747E-4	0.00499737583191218	253292.2360988506	-1.1101386912198262E-7	-2.455818254884137E-6	5747257.758085626	-6.605375807522776E-9	1.000000039727059	-3.972705867162193E-8	54.99999999999984	100.0	10128.012606708817	871.9873932911938	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11494.515516171254	11497.04729671536	2.5329223609885063	10261.3878415625	3.036809125564111E-5	-2.4862010333534E-10	-3.300954542121172E-18	5999.999216349493	5999.999737319013	-1.3036578184622506E-6	-6.404763697086977E-8	-5.550693456099131E-8	-1.2279091274420685E-6	-5.550693676611858E-9	-3.178164693729754E-9	-3.972705867162193E-5	3.7374285861160654	1.0	10463.848719494326	202.56025213417635	0.1	0.1
56.0	1.0	44799.45989247394	5999.999730419911	2.6786033960473623E-4	0.0051316070093230404	254501.4270196541	-1.1731896818253152E-7	-2.523541225378213E-6	5746058.566999823	-6.857310175415954E-9	1.0000000421595971	-4.215959677600149E-8	55.99999999999983	100.0	10124.251475214995	875.7485247850161	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11492.117133999645	11494.661119905284	2.5450142701965413	10306.545791792218	3.1172207900617436E-5	-2.552636809412453E-10	-3.5189020961266714E-18	5999.999270453415	5999.999730419911	-1.3389429522160154E-6	-6.759566096363603E-8	-5.865948409126576E-8	-1.2617706126891065E-6	-5.8659486564325985E-9	-3.3727677420801193E-9	-4.2159596776001494E-5	3.6375592031998187	1.0	10508.982297420192	202.4850295042999	0.1	0.1
57.0	1.0	43633.29669576274	5999.999723425843	2.750192983887647E-4	0.005267705434287685	255664.0009161885	-1.2390190792330988E-7	-2.59227891373902E-6	5744905.992935611	-7.115933660448301E-9	1.0000000447148283	-4.4714828020798436E-8	56.99999999999982	100.0	10120.637992888247	879.3620071117648	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11489.811985871223	11492.367706007815	2.5566400091618853	10349.93120434477	3.198752385215749E-5	-2.61997835687263E-10	-3.748464241317417E-18	5999.999321828737	5999.999723425843	-1.3747183138713921E-6	-7.129267280844944E-8	-6.195095396165494E-8	-1.29613945686951E-6	-6.195095673178121E-9	-3.577186241663875E-9	-4.471482802079844E-5	3.541606338358695	1.0	10552.344085341178	202.41275985776494	0.1	0.1
