time	compartment	Fru	Glc	HexP	Suc6P	Suc	Sucvac	glycolysis	phos	UDP	ADP	ATP	Glcex	Fruex	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11
10.0	1.0	2.6734982382245174	2.608481445856651	2.9298060922327926	0.004589144312528211	1.6144997498680862	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24935917970651955	0.24992588346682518	0.14030015053369635	0.0010065800702136161	0.11912174448552902	0.02225776004285541	0.02193891317637685	0.019162201957583242	0.03818986900265938	0.04572059108774875	0.015888478060142024
11.0	1.0	2.8199657601793304	2.7551209073695424	3.0772187119191217	0.004901810366184157	1.6039274946105593	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2480918978009053	0.24865136276187774	0.14054249435259372	0.0010069522343105894	0.11816741329038491	0.023669061709860894	0.023363802536263426	0.02158902007475662	0.03738347109713705	0.04694116843275036	0.01578607770546702
12.0	1.0	2.9629909840264634	2.8995214134399685	3.2176086478309642	0.0052009936862844235	1.597965701454769	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24686676883417652	0.24740894140464315	0.14077470143295145	0.0010069934935951865	0.11723316485410835	0.025011206365674672	0.02471931824994968	0.023955559247715884	0.036700755820911674	0.04805363425125694	0.015728323794891575
13.0	1.0	3.1027740371743384	3.041841068945918	3.351287323293018	0.005486934090322301	1.5963228328305856	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24568104713547131	0.24619651292167585	0.14099843740725015	0.0010067600399473785	0.11632050090526276	0.026286386503564484	0.026007647950144038	0.026258278402163486	0.036130132734097826	0.04907041035009478	0.015712407578542184
14.0	1.0	3.2395030289365288	3.182223377761442	3.4785554828373284	0.005759915933387612	1.5987206398721867	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24453219991201924	0.24501217427623137	0.1412149611843505	0.0010062976985819457	0.11543014236120354	0.027497064800288885	0.027231091678512055	0.028494867139061696	0.035660891587189374	0.0500021174432182	0.01573563751397055
15.0	1.0	3.373354663403747	3.32079864086242	3.5997023084575677	0.006020316062586894	1.6048944492179351	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2434178895101887	0.2438542035494056	0.14142523524441855	0.0010056443340918232	0.11456227743630013	0.02864585200447554	0.02839227558533652	0.030664005524014843	0.035283156844829924	0.0508578840821709	0.01579544428364187
16.0	1.0	3.5044948002385445	3.4576851952081955	3.7150049828561404	0.006268533573196705	1.6145932885271654	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24233595756881735	0.24272104045578816	0.14163000301678522	0.0010048315759704233	0.11371673250998521	0.029735423491635885	0.02949383680390678	0.032765164725082584	0.03498784232539434	0.051645595464897436	0.015889383958292747
17.0	1.0	3.6330789900772493	3.592990521960764	3.8247285623308436	0.006504990175100309	1.6275797342386102	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24128441065453254	0.2416112692191089	0.14182984413075492	0.0010038860848909934	0.11289309113260483	0.03076845935534017	0.03053842906518151	0.03479844285151244	0.03476660340616657	0.05237209498929586	0.016015138198654497
18.0	1.0	3.7592529963735712	3.726812243741977	3.9291260651724245	0.006730120853080958	1.6436296181393804	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.24026140712844138	0.2405236034518031	0.1420252144782967	0.001002830501561405	0.11209077760503623	0.03174760298986144	0.03152868561980402	0.03676443001317221	0.03461178941055295	0.05304334848158689	0.01617051284290282
19.0	1.0	3.88315330830766	3.859239025901254	4.028438708312642	0.006944364788980171	1.6625316262513012	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23926524507747532	0.23945687275545657	0.14221647566190024	0.0010016841713590865	0.11130911599924559	0.03267543289207624	0.032467184234917894	0.03866409780838876	0.03451639672875653	0.053664578774197856	0.016353435229838426
20.0	1.0	4.004907645296147	3.990351393374945	4.122896244125303	0.007148159149441101	1.6840868210957534	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23829435119494197	0.23841001081366053	0.14240391690115692	0.001000463707344434	0.11054737194121006	0.03355444396410544	0.03335642537484689	0.040498709135141066	0.034474023188472744	0.054240376596077895	0.016561950583858384
21.0	1.0	4.124635451678407	4.120222472442748	4.212717362687337	0.007341934671968814	1.7081081143777657	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23734727052445156	0.23738204478873276	0.14258777150219973	9.9918343456726E-4	0.1098047821697155	0.03438703571705474	0.034198818450614725	0.04226974484274354	0.03447882410685648	0.05477479243174903	0.01679421774768321
22.0	1.0	4.242448379386258	4.248918665099921	4.2981101343670804	0.007526113120011116	1.7344197099528806	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2364226569986825	0.23637208586399502	0.14276822935471684	9.978557456516155E-4	0.10908057535352124	0.035175505448370406	0.03499667616372934	0.04397884430271599	0.0345254703060932	0.05527141300477619	0.017048504477616824
23.0	1.0	4.358450756305694	4.3765002626234075	4.379272474467945	0.007701105511925307	1.7628565333652348	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23551926471461615	0.23537932079679622	0.14294544649188373	9.96491388988707E-4	0.10837398661622911	0.035922045031161885	0.035752211991327214	0.04562775745113522	0.03460910829407918	0.05573342527134764	0.017323182479525256
24.0	1.0	4.472740038269426	4.503022004048927	4.4563926166878565	0.007867310108851786	1.793263660437279	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23463593989318376	0.23440300436628603	0.1431195524552214	9.950997049649336E-4	0.10768426751040445	0.03662874033562306	0.03646753636904764	0.04721830626316763	0.0347253227283482	0.05616367021456747	0.01761672232476268
25.0	1.0	4.585407243016994	4.628533584606539	4.5296495858094135	0.008025091180995387	1.8254957724346446	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23377161347532582	0.23344245261527918	0.1432906560030689	9.936888215628834E-4	0.10701069269084836	0.037297573559748116	0.037144570271870424	0.048752353886032204	0.03487010151857149	0.05656468826732785	0.01792768852816946
26.0	1.0	4.696537364965467	4.753080118712028	4.599213662411507	0.008174829486067854	1.8594165532162663	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23292529430894146	0.23249703679760872	0.14345884955929197	9.922658177933749E-4	0.10635256419090179	0.03793042305235363	0.037785266336475776	0.05023178042819989	0.03503980202449981	0.05693875782838259	0.018254733986668947
27.0	1.0	4.806209769634513	4.876702561273517	4.665246836446862	0.008316882911862269	1.8948981940074336	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23209606288689594	0.2315661779560536	0.14362421269143574	9.908368613101676E-4	0.10570921396254664	0.038529068663642085	0.03839144318171406	0.051658463547717096	0.03523112105203985	0.057287928063267705	0.018596595389884545
28.0	1.0	4.914498567734327	4.999438091347317	4.727903244432319	0.008451581267962275	1.93182088527714	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.23128306559248235	0.2306493420600335	0.1437868148439307	9.89407325160817E-4	0.10508000516013409	0.03909519604894581	0.0389647673604689	0.05303426341622321	0.03544106643919573	0.05761404693781072	0.018952088449900036
29.0	1.0	5.0214729686523265	5.121320461350987	4.787329588836886	0.008579240342846418	1.9700723124420745	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2304855094155324	0.22974603564393925	0.14394671749065371	9.879818874494147E-4	0.10446433252363144	0.039630400177570885	0.03950681693736702	0.0543610112111959	0.03566693043633955	0.057918785269242205	0.01932010312207744
30.0	1.0	5.12719761339979	5.2423803147965895	4.843665539015869	0.008700187329730475	2.0095471642705904	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2297026571040251	0.22885580189335683	0.14410397583230572	9.865646168752656E-4	0.10386162212386602	0.04013618816781639	0.040019191978664125	0.055640500458895285	0.035906264932410344	0.05820365743707326	0.019699598911409006
31.0	1.0	5.231732887384305	5.362645475275939	4.897044113326234	0.008814701508962181	2.0501467504753994	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2289338227174759	0.2279782171321149	0.14425864013564768	9.851590465128025E-4	0.10327133066340477	0.040613987384423636	0.040503265582344974	0.05687448027313446	0.036156859905555526	0.05847003928011708	0.02008960119859748
32.0	1.0	5.3351352139605766	5.482141209557705	4.947592040017926	0.008923067458749753	2.0917785318348705	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22817836754744553	0.22711288766563698	0.1444107567951795	9.837682377765182E-4	0.10269294447394477	0.04106514665273954	0.04096041209144705	0.05806465090672216	0.03641672188193338	0.05871918360206339	0.02048919670042382
33.0	1.0	5.437457328908084	5.600890466681357	4.995430100214286	0.00902556838253533	2.134355734060065	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22743569637946734	0.22625944694623898	0.14456036916867077	9.823948360306264E-4	0.10212597831897234	0.04149094093173851	0.04139198041539916	0.059212660520247276	0.036684055020589405	0.05895223366098603	0.020897529716812947
34.0	1.0	5.538748536936159	5.718914095394068	5.040673451617543	0.009122433153942717	2.177797031629053	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22670525406632347	0.22541755302519192	0.14470751823671466	9.81041119141739E-4	0.1015699740776458	0.041892579064029246	0.04179907325322095	0.060320102919915373	0.0369572444231548	0.05917023493283255	0.021313799033609207
35.0	1.0	5.639054951221128	5.836231042021444	5.083431932385092	0.00921393821567494	2.2220261000265653	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2259865223858098	0.22458688626057946	0.14485224312471592	9.797090400202842E-4	0.10102449936601272	0.042271201029559106	0.042182977586062854	0.06138851690533065	0.037234838593437486	0.0593741453936202	0.021737253552891453
36.0	1.0	5.738419716197441	5.952858529985474	5.123810350238765	0.009300287091618434	2.2669714113717747	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22527901716389037	0.22376714725820965	0.14499458150674124	9.784002639207318E-4	0.10048914614053732	0.04262788994679039	0.0425446599413901	0.06241938539636251	0.03751553651969992	0.05956484455095598	0.022167190248089174
37.0	1.0	5.836883215467371	6.068812223367713	5.161908751088383	0.009381726155930655	2.312565815731441	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2245822856342389	0.22295805501614369	0.14513456992742185	9.771162013418604E-4	0.09996352930831387	0.04296366781746524	0.042885253714849976	0.06341413615655062	0.03779817254923104	0.059743141370156364	0.02260295006086011
38.0	1.0	5.934483264680164	6.1841063751544905	5.197822675147667	0.009458453592598292	2.35874634794429	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22389590402134255	0.2221593452574362	0.1452722440453129	9.758580369852278E-4	0.09944728537056927	0.043279505322315656	0.04320567887703962	0.06437414207933341	0.0380817053938823	0.05990978127815709	0.02304391595346714
39.0	1.0	6.031255291186655	6.298753962229754	5.231643394900719	0.009530679050565032	2.405453903355752	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22321947532188383	0.22137076892691365	0.14540763882516092	9.746267554050153E-4	0.098940071108815	0.04357632091098718	0.043506892923420915	0.06530072246106937	0.03836520603986458	0.06006545234078422	0.023489509705468207
40.0	1.0	6.1272325006416235	6.412766807806673	5.263458140696619	0.009598593924648251	2.452633019927797	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2225526272721189	0.2205920908386602	0.14554078868086617	9.734231636836894E-4	0.09844156232680049	0.04385498600261378	0.04378976764632365	0.06619514415251371	0.0386478478910481	0.06021079074399312	0.023939189727322494
41.0	1.0	6.222446031812605	6.526155692733507	5.293350311660907	0.009662381391362026	2.5002316375054487	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22189501048247368	0.21982308845669526	0.14567172758450195	9.722479115619522E-4	0.09795145265178887	0.044116327173819345	0.04405513207340908	0.06705862306513398	0.038928897247370545	0.06034638565592445	0.02439244865658039
42.0	1.0	6.3169251001736395	6.638930456531765	5.321399674370623	0.009722221179779647	2.5482008777226146	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22124629672646617	0.21906355079625864	0.14580048914571092	9.711015093059067E-4	0.09746945239942406	0.04436112851763239	0.04430379313890213	0.06789232579084928	0.03920770467981605	0.06047278355569964	0.024848811153313766
43.0	1.0	6.410697131120048	6.75110008913416	5.347682549501	0.009778277155350984	2.596494855635889	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.22060617737020918	0.2183132774331497	0.1459271066685449	9.699843435958717E-4	0.0969952875029134	0.04459013513038981	0.044536484852615285	0.0686973712324127	0.03948369738175105	0.060590492093442215	0.025307832000395648
44.0	1.0	6.5037878835423255	6.862672814191683	5.372271987044334	0.009830714585389479	2.645070475334865	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2199743619302988	0.2175720776099589	0.1460516131908322	9.688966916718134E-4	0.09652869850613839	0.04480405419229836	0.04475394074644961	0.06947483241558433	0.039756371817905596	0.06069998353864465	0.02576909405474531
45.0	1.0	6.596221564374845	6.973656164648954	5.395237931359205	0.00987968328913576	2.693887272214562	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21935057674949657	0.21683976942980052	0.14617404150898108	9.678387339323763E-4	0.09606943961970225	0.04500355849028368	0.04495682456209174	0.07022573817619629	0.04002528744575829	0.06080169786913298	0.026232206646085696
46.0	1.0	6.6880209348446735	7.08405705136388	5.416647376026765	0.00992533258036132	2.742907235397285	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21873456377954853	0.2161161791281956	0.14629442419258404	9.66810565174476E-4	0.09561727783745676	0.04518928735808927	0.045145792818526924	0.07095107498646923	0.04029006060305884	0.060896045540560516	0.026696803791165163
47.0	1.0	6.7792074089505086	7.1938818253353265	5.436564509765418	0.009967802050040572	2.792094665217839	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2181260794624235	0.21540114041566363	0.14641279359026219	9.658122046203986E-4	0.09517199211136687	0.045361849343761314	0.04532145711844249	0.0716517886601042	0.04055035922912927	0.06098340997649042	0.027162542745250727
48.0	1.0	6.869801144777964	7.303136334161714	5.4550508536456315	0.010007224677939876	2.84141602865951	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21752489370127884	0.21469449388361864	0.1465291818294117	9.648436048721678E-4	0.09473337258169867	0.04552182379811456	0.0454843975349678	0.07232878608177719	0.040805897909048136	0.06106414980988656	0.02762910253849163
49.0	1.0	6.959821129182997	7.411825973245754	5.472165390113248	0.010043732181539713	2.890839822120916	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21693078891345408	0.21399608646726773	0.14664362081152413	9.63904659914596E-4	0.09430121985954508	0.045669762151692855	0.045635185132445875	0.07298293690564739	0.04105643333312663	0.061138600904018056	0.028096182586502736
50.0	1.0	7.04928525627432	7.519955732188778	5.487964684910046	0.010077442142247785	2.9403364611217406	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2163435591588956	0.21330577096001196	0.14675614220351096	9.629952122620501E-4	0.09387534435894881	0.045806190544020534	0.04577432917284356	0.07361507512958114	0.04130176037313215	0.06120707817985761	0.028563501560267775
51.0	1.0	7.138210400273252	7.627530236889465	5.502503001255708	0.010108478989361762	2.989878144625673	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21576300933683015	0.21262340557369974	0.14686677742782808	9.621150593592753E-4	0.09345556567501495	0.04593160962399958	0.04590236411465824	0.07422600076105977	0.04154170812308583	0.06126987726660639	0.02903079602081939
52.0	1.0	7.226612482996926	7.734553787616598	5.515832408442178	0.01013694757259455	3.0394387740812583	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2151889544460445	0.2119488535409248	0.14697555764959883	9.612639592921178E-4	0.09304171200589897	0.046046498084345105	0.04601974085904725	0.07481648122534297	0.041776136829156346	0.06132727600156921	0.029497819575137328
53.0	1.0	7.314506536588703	7.841030393577696	5.528002883080968	0.010162963442748082	3.088993823283753	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21462121890196054	0.21128198275419288	0.14708251376474177	9.604416359129229E-4	0.09263361961470662	0.04615131150165	0.04612695194982565	0.07538725295645164	0.042004934465696135	0.061379535786488054	0.029964341572476096
54.0	1.0	7.401906761598331	7.9469638041231985	5.53906240595313	0.010186623527920867	3.1385202739694984	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2140596359073802	0.2106226654394217	0.14718767638573982	9.596477834073015E-4	0.09223113232978539	0.046246485952158696	0.04622441092107526	0.07593902267628143	0.042228014272346216	0.06142690282593563	0.030430146424755427
55.0	1.0	7.488826581025586	8.052357537074856	5.549057052142673	0.010208030469386595	3.1879965043571405	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21350404687069907	0.2099707778592235	0.14729107582947362	9.588820703982538E-4	0.09183410107949468	0.04633243715648023	0.046312552841701334	0.07647246884011887	0.04244531193437852	0.06146960924904304	0.03089503248783909
56.0	1.0	7.575278690386407	8.157214904278739	5.55803107733489	0.010227280329293861	3.237402219600466	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21295430086920636	0.20932620004403074	0.14739274210366998	9.581441436009251E-4	0.09144238346015236	0.04640956255745787	0.04639178386122202	0.07698824287123181	0.04265678340654692	0.06150787413681968	0.03135881134159165
57.0	1.0	7.661275104287941	8.261539034742576	5.566026998621001	0.010244456654294597	3.2867183814450067	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21241025415252904	0.2086888155476499	0.14749270489507352	9.57433631103514E-4	0.09105584333390782	0.04647824281624439	0.046462457003254326	0.07748697035790282	0.04286240287126711	0.06154190445662182	0.0318213070658991
58.0	1.0	7.7468271996906	8.365332895563828	5.5730856710610714	0.010259663093994717	3.335927104221039	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21187176968344903	0.2080585112249264	0.14759099355815003	9.567501452959232E-4	0.09067435045476507	0.04653884003401353	0.04652500654409086	0.07796925236636863	0.043062160475220906	0.06157189591677543	0.032282355205044404
59.0	1.0	7.8319457560367525	8.468599310724413	5.579246360928283	0.010272957556872655	3.385011653538143	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21133871671345417	0.20743517703010866	0.14768763710348123	9.560932854820989E-4	0.09029778012100086	0.04659170412133926	0.04657967730472103	0.07843566626823861	0.04325606129163901	0.061598033751989585	0.03274180269846009
60.0	1.0	7.916640992762072	8.571340978252534	5.5845468130223415	0.010284448171683346	3.4339562882263084	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.21081097038842478	0.20681870583202955	0.14778266419001795	9.554626402336466E-4	0.08992601285078766	0.04663716560163464	0.0466269194894697	0.07888676721369885	0.04344412272774922	0.06162049343441298	0.0331995063464201
61.0	1.0	8.000922603869963	8.673560485422733	5.589023317734642	0.010294194089027176	3.4827463001194303	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2102884113852308	0.20620899324734657	0.1478761031136186	9.548577894553122E-4	0.08955893408159411	0.04667554468776982	0.04666698085992593	0.07932308871804235	0.04362637412862712	0.061639441339700576	0.03365533313175523
62.0	1.0	8.084799790447505	8.775260322707114	5.592710770949563	0.010302269256251875	3.531367895932311	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20977092557263122	0.20560593748686568	0.14796798180174334	9.542783062716463E-4	0.08919643388868935	0.046707146660368806	0.04670016911582237	0.07974514388638745	0.04380285480929903	0.06165503534340424	0.03410915906647705
63.0	1.0	8.168281290705593	8.876442896204093	5.595642733419299	0.010308755169633864	3.579808152621155	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20925840369807927	0.2050094392160101	0.14805832780555167	9.5372375867488E-4	0.08883840672385397	0.046732263153385745	0.04672682215378535	0.08015342630097838	0.04397361295229112	0.06166742537995252	0.03456086872980529
64.0	1.0	8.251375407986348	8.977110538810663	5.597851486689306	0.010313716301485436	3.6280549934037647	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20875074109674568	0.20441940142729476	0.14814716829360672	9.531937109998467E-4	0.08848475117164667	0.046751174863054364	0.04674720718001301	0.08054841078162404	0.044138704781541235	0.061676753955472126	0.035010355001207936
65.0	1.0	8.334090036901765	9.077265520341943	5.59936808575619	0.010317211258552367	3.6760971311993353	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2082478374209215	0.20383572932313054	0.14823453004719725	9.526877252360433E-4	0.0881353697218766	0.04676415121276005	0.04676156667145863	0.08093055425701864	0.04429819347272926	0.06168315661848878	0.0354575184919175
66.0	1.0	8.416432687833435	9.176910056673401	5.600222407747348	0.01031930999404472	3.7239240092247554	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20774959638764648	0.20325833020810122	0.14832043945821854	9.522053622128884E-4	0.08779016855670736	0.0467714494537989	0.04677018916544066	0.08130029660829777	0.04445214810803838	0.0616867623884101	0.03590226695331702
67.0	1.0	8.498410509492537	9.276046318382495	5.6004432020122366	0.010320060466085927	3.7715257933788315	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20725592554568897	0.20268711338759368	0.14840492252359053	9.517461825464242E-4	0.08744905735308758	0.04677331802794666	0.04677327234269633	0.08165806128777837	0.04460064319333938	0.061687694167116315	0.036344515169685156
68.0	1.0	8.580030310365187	9.37467644243484	5.600058137180723	0.010319488504344556	3.8188933343040206	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20676673605623833	0.2021219900522676	0.14848800484497127	9.51309747150298E-4	0.08711194909650653	0.046769997094628715	0.04677092254619254	0.082004256042644	0.04474375791381961	0.061686069117194695	0.036784184570403
69.0	1.0	8.661298578087901	9.472802511524026	5.599093818919271	0.010317757283712587	3.866017979768184	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20628194249248555	0.2015628733500034	0.14856971163246432	9.508956207844725E-4	0.08677875990956123	0.04676170533506596	0.04676381000557155	0.08233927402467288	0.04488157410166413	0.0616819988980079	0.037221201457065936
70.0	1.0	8.742221497624582	9.570426604182035	5.597575887419438	0.010314856763376448	3.912891834481334	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.205801462652262	0.20100967805540373	0.1486500676779057	9.505033680489139E-4	0.0864494088911944	0.046748667076622286	0.046751893017917094	0.08266349363795741	0.04501417833491036	0.06167559022160256	0.03765549938417672
71.0	1.0	8.822804969320963	9.667550771327553	5.595529009495083	0.010310839847239154	3.9595075074957107	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.2053252173769224	0.200462320663401	0.14872909738414727	9.501325572167624E-4	0.08612381796186414	0.046731092387149634	0.046735388206262544	0.08297727970135971	0.04514165935489227	0.061666944948857105	0.03808701678593679
72.0	1.0	8.903054624681834	9.764177046300217	5.592976928900711	0.010305758392229991	4.005858142235724	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20485313038887573	0.1999207192924816	0.14880682475517792	9.497827601108107E-4	0.08580191172307733	0.04670918298073354	0.0467145076668814	0.08328098387368428	0.04526410814299987	0.061656160417782914	0.03851569722887547
73.0	1.0	8.98297584156562	9.860307449526578	5.589942501559934	0.01029965460543831	4.051937397274091	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20438512813722967	0.19938479362073602	0.14888327339816404	9.494535525352113E-4	0.08548361732395249	0.046683133311524086	0.04668942365360085	0.08357494515801979	0.04538161756215807	0.06164332969592799	0.03894148920844834
74.0	1.0	9.062573758231599	9.95594399189231	5.586447730497494	0.010292581951033409	4.097739398715302	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0	0.20392113965454126	0.19885446483096786	0.14895846652378425	9.49144514692875E-4	0.08516886433678389	0.046653129177547104	0.046660354526848434	0.08385949052309678	0.04549428177324143	0.061628541820515303	0.03936434568497338
