time	compartment	Pc1	Po2	Po1	Pc2	Open_probability	Closed_state_1	Open_state_2	Closed_State_2
18.0	1.0	0.001370126563243867	0.13267026062545334	0.046819788225017325	0.8191398245862846	0.17949004885047065	-1.5633595262798394E-7	-1.5151305980509733E-5	2.0646935151857893E-5
19.0	1.0	0.0013700063921006761	0.13265861423364053	0.046815684057307294	0.8191556953169506	0.17947429829094783	-8.993543043622765E-8	-8.716096346006452E-6	1.1877568592694177E-5
20.0	1.0	0.0013699372612110013	0.1326519144103207	0.04681332305151475	0.8191648252769527	0.17946523746183546	-5.17371823161028E-8	-5.014111366108409E-6	6.832812455531689E-6
21.0	1.0	0.0013698974922633127	0.13264806020094508	0.04681196483500259	0.819170077471788	0.17946002503594766	-2.9762864617310925E-8	-2.884469360253661E-6	3.930714075728314E-6
22.0	1.0	0.0013698746143688183	0.1326458429887587	0.046811183493381266	0.8191730989034902	0.17945702648213996	-1.712169206413705E-8	-1.6593495502092992E-6	2.2612230681923196E-6
23.0	1.0	0.0013698614533955737	0.13264456749243758	0.04681073401075184	0.819174837043414	0.17945530150318942	-9.849600912659184E-9	-9.545745172090392E-7	1.3008144743031913E-6
24.0	1.0	0.0013698538822785383	0.13264383373728544	0.046810475436744464	0.8191758369436903	0.1794543091740299	-5.6661828562454275E-9	-5.491383632261204E-7	7.483199337826596E-7
25.0	1.0	0.0013698495268397645	0.13264341162973842	0.046810326686797486	0.8191764121566231	0.1794537383165359	-3.259586600634634E-9	-3.159029873245345E-7	4.30486233299332E-7
26.0	1.0	0.0013698470212851915	0.13264316880380292	0.04681024111537076	0.8191767430595397	0.1794534099191737	-1.8751433739083723E-9	-1.8172961091522666E-7	2.476459448480517E-7
27.0	1.0	0.001369845579914059	0.132643029113254	0.046810191888670374	0.8191769334181601	0.1794532210019244	-1.0787142290524798E-9	-1.0454365906298335E-7	1.4246335713896663E-7
28.0	1.0	0.0013698447507360548	0.13264294875342997	0.046810163570011665	0.8191770429258209	0.17945311232344163	-6.205522762314786E-10	-6.014085585093198E-8	8.195493830798206E-8
29.0	1.0	0.001369844273734575	0.13264290252480984	0.04681014727912835	0.819177105922326	0.1794530498039382	-3.569853301854664E-10	-3.4597256615143124E-8	4.7146242007634065E-8
30.0	1.0	0.00136984399932979	0.13264287593085763	0.04681013790746701	0.8191771421623444	0.17945301383832465	-2.0536283784622356E-10	-1.9902770986846008E-8	2.7121832821275227E-8
31.0	1.0	0.0013698438414728672	0.13264286063214675	0.04681013251622858	0.8191771630101506	0.17945299314837532	-1.1813927613957276E-10	-1.1449465375790169E-8	1.5602384939583658E-8
32.0	1.0	0.0013698437506624674	0.1326428518312527	0.04681012941480921	0.8191771750032745	0.1794529812460619	-6.796208040782403E-11	-6.5865393139574735E-9	8.97558866119752E-9
33.0	1.0	0.0013698436984219413	0.13264284676835977	0.04681012763065476	0.8191771819025624	0.17945297439901453	-3.909650381217489E-11	-3.78904019271431E-9	5.1633895908898E-9
34.0	1.0	0.001369843668369518	0.1326428438558278	0.04681012660428369	0.8191771858715179	0.1794529704601115	-2.249089803285642E-11	-2.179717739636544E-9	2.970344664676716E-9
35.0	1.0	0.0013698436510812518	0.1326428421803347	0.046810126013842907	0.81917718815474	0.1794529681941776	-1.2938095039771724E-11	-1.2539302929326368E-9	1.708751071194392E-9
36.0	1.0	0.0013698436411358256	0.13264284121647324	0.04681012567417984	0.8191771894682099	0.17945296689065307	-7.4433792462969E-12	-7.213571961983689E-10	9.829937142047385E-10
37.0	1.0	0.0013698436354145172	0.1326428406619924	0.04681012547878178	0.8191771902238102	0.17945296614077416	-4.281908161374304E-12	-4.149782739659713E-10	5.654870877114249E-10
38.0	1.0	0.0013698436321232183	0.132642840343016	0.04681012536637507	0.8191771906584846	0.17945296570939107	-2.4631408024333723E-12	-2.3871393750596326E-10	3.2530790561313694E-10
39.0	1.0	0.0013698436302298322	0.1326428401595184	0.046810125301710845	0.8191771909085399	0.17945296546122924	-1.4170886686315498E-12	-1.3733369996771216E-10	1.8713998406472143E-10
40.0	1.0	0.0013698436291406234	0.13264284005395768	0.04681012526451143	0.8191771910523892	0.1794529653184691	-8.1556983388964E-13	-7.901235221652314E-11	1.0765606461848876E-10
41.0	1.0	0.0013698436285140337	0.1326428399932317	0.04681012524311171	0.8191771911351414	0.1794529652363434	-4.689582056016661E-13	-4.544631337921601E-11	6.193134893806018E-11
42.0	1.0	0.0013698436281535749	0.13264283995829784	0.04681012523080108	0.8191771911827465	0.17945296518909892	-2.69562150378988E-13	-2.6140867248614086E-11	3.5627237271462775E-11
43.0	1.0	0.0013698436279462143	0.13264283993820147	0.046810125223719155	0.8191771912101321	0.17945296516192064	-1.5498713423767185E-13	-1.503508428868372E-11	2.0495313779456126E-11
44.0	1.0	0.0013698436278269258	0.13264283992664058	0.04681012521964512	0.8191771912258865	0.1794529651462857	-8.948397578478762E-14	-8.64730509420042E-12	1.1790304843550814E-11
45.0	1.0	0.0013698436277583025	0.13264283991998999	0.046810125217301456	0.8191771912349494	0.17945296513729145	-5.129230373768223E-14	-4.980904577678302E-12	6.78261613540343E-12
46.0	1.0	0.0013698436277188254	0.13264283991616407	0.046810125215953215	0.819177191240163	0.17945296513211728	-2.930988785010413E-14	-2.8634872251132037E-12	3.901823308893881E-12
47.0	1.0	0.0013698436276961157	0.13264283991396317	0.04681012521517762	0.8191771912431621	0.17945296512914077	-1.6653345369377348E-14	-1.6413537196058314E-12	2.244607277823718E-12
48.0	1.0	0.001369843627683052	0.13264283991269707	0.04681012521473145	0.8191771912448874	0.17945296512742853	-9.769962616701378E-15	-9.450218385609332E-13	1.2912865221537118E-12
49.0	1.0	0.0013698436276755363	0.13264283991196868	0.046810125214474765	0.8191771912458801	0.17945296512644343	-5.551115123125783E-15	-5.400124791776761E-13	7.428363479888844E-13
50.0	1.0	0.0013698436276712125	0.13264283991154965	0.0468101252143271	0.819177191246451	0.17945296512587675	-3.1086244689504383E-15	-3.197442310920451E-13	4.2731096439041494E-13
51.0	1.0	0.0013698436276687255	0.13264283991130862	0.04681012521424217	0.8191771912467796	0.17945296512555078	-1.7763568394002505E-15	-1.7053025658242404E-13	2.458311332276253E-13
52.0	1.0	0.0013698436276672948	0.13264283991116996	0.046810125214193296	0.8191771912469686	0.17945296512536324	-1.3322676295501878E-15	-9.947598300641403E-14	1.414007799738215E-13
53.0	1.0	0.0013698436276664715	0.1326428399110902	0.04681012521416519	0.8191771912470773	0.17945296512525538	-4.440892098500626E-16	-5.6843418860808015E-14	8.133771434160053E-14
54.0	1.0	0.0013698436276659983	0.1326428399110443	0.04681012521414902	0.8191771912471398	0.17945296512519332	-4.440892098500626E-16	-2.8421709430404007E-14	4.679590048795035E-14
55.0	1.0	0.001369843627665726	0.13264283991101794	0.04681012521413972	0.8191771912471758	0.17945296512515765	-2.220446049250313E-16	-2.1316282072803006E-14	2.6922908347160046E-14
56.0	1.0	0.0013698436276655698	0.13264283991100279	0.046810125214134385	0.8191771912471963	0.17945296512513717	-2.220446049250313E-16	-7.105427357601002E-15	1.5529244556944377E-14
57.0	1.0	0.0013698436276654794	0.13264283991099401	0.046810125214131304	0.8191771912472082	0.17945296512512532	2.220446049250313E-16	0.0	8.951173136040325E-15
58.0	1.0	0.0013698436276654274	0.132642839910989	0.04681012521412952	0.8191771912472151	0.17945296512511852	-2.220446049250313E-16	-7.105427357601002E-15	5.1486592766991635E-15
59.0	1.0	0.001369843627665397	0.13264283991098605	0.04681012521412849	0.819177191247219	0.17945296512511455	0.0	0.0	2.9559688030644793E-15
60.0	1.0	0.0013698436276653799	0.1326428399109844	0.04681012521412791	0.8191771912472213	0.17945296512511233	2.220446049250313E-16	0.0	1.7069679003611782E-15
61.0	1.0	0.0013698436276653701	0.13264283991098347	0.04681012521412757	0.8191771912472225	0.17945296512511105	0.0	-7.105427357601002E-15	9.853229343548264E-16
62.0	1.0	0.0013698436276653647	0.1326428399109829	0.046810125214127384	0.8191771912472232	0.1794529651251103	0.0	0.0	5.967448757360216E-16
63.0	1.0	0.001369843627665361	0.13264283991098258	0.04681012521412726	0.8191771912472237	0.17945296512510983	0.0	-7.105427357601002E-15	3.3306690738754696E-16
64.0	1.0	0.001369843627665359	0.13264283991098236	0.04681012521412719	0.819177191247224	0.17945296512510955	0.0	0.0	1.8041124150158794E-16
65.0	1.0	0.0013698436276653576	0.13264283991098225	0.04681012521412714	0.8191771912472241	0.1794529651251094	2.220446049250313E-16	-7.105427357601002E-15	8.326672684688674E-17
66.0	1.0	0.001369843627665357	0.13264283991098216	0.04681012521412712	0.8191771912472242	0.17945296512510928	2.220446049250313E-16	0.0	2.7755575615628914E-17
67.0	1.0	0.001369843627665357	0.13264283991098214	0.04681012521412711	0.8191771912472242	0.17945296512510925	0.0	0.0	2.7755575615628914E-17
68.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
69.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
70.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
71.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
72.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
73.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
74.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
75.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
76.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
77.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
78.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
79.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
80.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
81.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
82.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
83.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
84.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
85.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
86.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
87.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
88.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
89.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
90.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
91.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
92.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
93.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
94.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
95.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
96.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
97.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
98.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
99.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
100.0	1.0	0.0013698436276653567	0.13264283991098214	0.046810125214127106	0.8191771912472242	0.17945296512510925	0.0	-7.105427357601002E-15	1.3877787807814457E-17
