time	compartment_0	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13	reaction_14	reaction_15	reaction_16	reaction_17	reaction_18	reaction_19	reaction_20	reaction_21	reaction_22	reaction_23	reaction_24	reaction_25	reaction_26	reaction_27	reaction_28	reaction_29	reaction_30	reaction_31	reaction_32	reaction_33	reaction_34	reaction_35	reaction_36	reaction_37	reaction_38	reaction_39	reaction_40	reaction_41	reaction_42	reaction_43	reaction_44	reaction_45	reaction_46	reaction_47	reaction_48	reaction_49	reaction_50	reaction_51	reaction_52	reaction_53	reaction_54	reaction_55	reaction_56
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	1.0	1.0728666733440408	0.10823698474435312	0.010521191980903942	0.024171885226019717	1.6445097601256413E-4	3.5968456945311675E-4	1.4772534953397506E-5	3.209562270358426E-4	3.08366859811207E-5	1.2743114656077733E-5	2.580350756085945E-10	3.0937588395330813E-11	1.2880321462881824E-11	0.0020320726363126434	1.4663636641759302E-12	1.4128681837617294E-14	2.8860744980991677E-4	2.364079836583581E-5	2.042404397998535E-6	1.7999999999924916	0.3433173354700931	0.021457333466880817	0.13599600508401838	0.0769208337050746	0.0011509906222499737	7.193691389062335E-6	1.96132124349702E-4	6.89351019618442E-5	0.003888888569335581	3.851474724430111E-4	1.4441583174387408E-4	2.9425756609403127E-4	3.953684455027165E-9	6.155906374769213E-10	1.4437541249665504E-10	2.012759319017229E-10	2.932727328351861E-14	2.1042383961807884E-4	4.064145272625287E-5	0.003564814521890949	3.0728401103897195E-11	6.419124540716852E-6	3.0851591570749435E-13	0.9469469983869102	0.0017968071377612437	0.0023511635962728335	6.16733719622414E-7	3.2890195202512828E-6	2.548622931215547E-7	2.9545069906795016E-7	6.187517679066162E-13	5.16070151217189E-12	6.8430304327875585E-12	0.0021647396948870625	0.10164709127051427	0.03284950773918953	0.0201840084588586	2.825736367523459E-16	7.535296980062202E-14	4.8343770452039436E-4	0.019039230019744655	0.007966407361167101	2.954070599567632E-5	7.644894595962939E-5	2.932727328308856E-12	2.576064292576365E-13	6.187517677151895E-11	0.002592592379557054	5.772148996198336E-6	0.0011535974571891007	4.906326646768585E-4	1.8095676933469235E-5	3.467043881371503E-4	4.728159673167162E-7	5.446374648997639E-6	4.0848087959970696E-8
2.0	1.0	1.827015892583926	0.2621633862154601	0.025394234845298614	0.09323074796055217	0.007119444866875801	0.007548088187804721	9.084264727502174E-4	0.006216965345852316	8.549521240380867E-4	4.1837064252789406E-4	5.988684839692505E-7	1.1949530579134442E-7	6.026268165637945E-8	0.008285630273919707	1.155586354088601E-8	4.58824948049302E-10	0.006359170446689462	6.192084723003348E-4	9.072900392593646E-5	1.7999999851828463	0.5846450856268564	0.03654031785167852	0.28941755036545913	0.17243840978814723	0.02415388220097511	1.509617637560944E-4	0.008432701478129814	0.004226525248090639	0.056580384820566945	0.0074603584150227786	0.0047349307618988635	0.008151661143892864	4.629880215138316E-6	1.4287112384851568E-6	5.576445382399251E-7	4.5498971451284864E-7	2.3111727081772019E-10	5.078846969059723E-4	1.6571260547839414E-4	0.05186535275218638	1.4376782038914142E-7	1.2433930691704633E-4	5.526569895323043E-9	1.0665036869599243	0.03704146041448949	0.04466546700124026	1.7099042480761737E-5	1.4238889733751603E-4	8.367412850557882E-6	1.8168529455004347E-5	2.3899061158268884E-9	1.197736967938501E-8	5.3927361113543956E-8	0.005243267724309202	0.23412432175424128	0.11874035309414133	0.08062941759456363	9.17649896098604E-12	2.447066385853694E-9	0.0018646149592110434	0.04050303409343817	0.03060657357014166	0.0018004967563249698	0.00249976556989092	2.3111724411012683E-8	1.205253633127589E-9	2.3899032600046795E-7	0.03772025654704463	1.2718340893378923E-4	0.025038619661317478	0.010810589759372085	4.590751762698933E-4	0.009063017935437468	1.2384169446006697E-5	2.418708614613669E-4	1.8145800785187292E-6
3.0	1.0	2.487788377172002	0.42328538495355544	0.038965693246920945	0.18465257751392294	0.04539973261448967	0.0329499625214842	0.006511602661076442	0.0263443992205642	0.004097775943694593	0.0021186570697644706	2.5187452360227155E-5	6.206349886597152E-6	3.5909711796691435E-6	0.01612740838212069	8.614034037961499E-7	7.065965793362911E-8	0.02824984249442542	0.0029178387972063177	5.292968239841667E-4	1.799999495720911	0.7960922806950407	0.04975576754344004	0.414612466602836	0.2647672769572752	0.10543988006874945	6.589992504296841E-4	0.05181633345284798	0.029741920522295063	0.2076439731715445	0.031613279064677036	0.023843062547228924	0.03894538726482744	1.387553647821672E-4	6.00878451340044E-5	2.8962366968843535E-5	1.8713573416314067E-5	1.7228068075922997E-8	7.793138649384189E-4	3.2254816764241376E-4	0.1903403087405825	8.566898675665706E-6	5.26887984411284E-4	6.48950152517394E-7	1.1199314035229848	0.1522114118203631	0.1775966691129569	8.195551887389185E-5	9.079946522897934E-4	4.2373141395289414E-5	1.3023205322152884E-4	1.2412699773194306E-7	5.037490472045431E-7	4.019871008613468E-6	0.00846570769907111	0.34486404397157877	0.21711926165671883	0.15304660040068335	1.413193158672582E-9	3.7685142021871376E-7	0.003693051550278459	0.05607958674762241	0.05555073899196293	0.012227029728951845	0.012448207588455064	1.722791967403652E-6	7.181942359338287E-8	1.2411929445425245E-5	0.13842931544769638	5.649968498885084E-4	0.10554527639241115	0.04802473224052321	0.0021225523081713875	0.0423827489285065	5.835677594412636E-5	0.001408972315385727	1.0585936479683333E-5
4.0	1.0	3.0951292267021486	0.5912484703150079	0.05125045971032805	0.29167274726289055	0.1489780040238332	0.08506843499053474	0.022073826337466962	0.06741084386879341	0.010987636915067845	0.005874293256624978	2.645860667140492E-4	7.237651678415854E-5	4.553906761513876E-5	0.02453498730349236	1.2253133196133105E-5	1.6303023944037555E-6	0.07288032520548	0.007811133668943952	0.001571777598991716	1.7999955531383087	0.9904413525446876	0.06190258453404297	0.5182336210206314	0.35632967734685017	0.27221899196971117	0.0017013686998106948	0.15478528959492707	0.09595115885037302	0.4587453821987443	0.0808930126425521	0.06529674939295455	0.10371936742969512	0.0012036985465506969	6.310532725749904E-4	3.376756123773171E-4	1.9345322632518386E-4	2.450626639226621E-7	0.0010250091942065611	4.906997460698472E-4	0.42051660034884897	1.0863699309041669E-4	0.0013482168773758683	1.29564444802173E-5	1.1512215239347106	0.350748178418143	0.4036458340470389	2.197527383013569E-4	0.0029795600804766644	1.1748586513249957E-4	4.4147652674933924E-4	1.447530335683171E-6	5.291721334280984E-6	5.717895284420377E-5	0.01182496940630016	0.4377257733919581	0.3146724372761466	0.22680131508176843	3.260604788807511E-8	8.694898852438637E-6	0.005833454945257811	0.06776899694517549	0.07880512243101764	0.036164716057060384	0.03329019581204562	2.450326397469399E-5	9.107813523027753E-7	1.4464834213669253E-4	0.3058302547991629	0.0014576065041096002	0.24659203209204839	0.123896552849316	0.005620195895558475	0.11165609162246164	1.5622267337887905E-4	0.004169561519332228	3.143555197983432E-5
5.0	1.0	3.665185201222666	0.7673232466892479	0.06245447367450259	0.4143550082568217	0.36188782661054125	0.17167671787478442	0.05247128855891796	0.1362542446483312	0.02242894306703982	0.012389883976080538	0.0014595898010198703	4.231896534201069E-4	2.777035576619731E-4	0.033232236110116414	7.975896211850724E-5	1.533494591513209E-5	0.1452551693751939	0.016145835017469124	0.003448228452694508	1.7999785977514473	1.172859264391253	0.07330370402445331	0.605784956223041	0.44811659404866966	0.5493654971993102	0.0034335343574956882	0.31747149399575114	0.20841358251568862	0.7749931697233402	0.16350509357799742	0.134849454734262	0.20936580489600867	0.0059095732473541385	0.0034770779472549944	0.0019721031371501014	0.001056590417751107	1.5951792423701448E-6	0.0012490894734900517	6.646447222023283E-4	0.7104104055797285	6.623306230798784E-4	0.002725084892966624	1.1200087074494922E-4	1.172084548609593	0.6006076948978956	0.6871207372846713	4.485788613407964E-4	0.0072377565322108255	2.4779767952161076E-4	0.0010494257711783591	8.463793068402138E-6	2.9191796020397407E-5	3.7210955964546145E-4	0.015346464933784958	0.516929530829207	0.40841691562132326	0.29918086405483446	3.066989183026418E-7	8.178219779543777E-5	0.008287100165136434	0.07688858578267012	0.09977235864344415	0.06882776299046231	0.06614412367602812	1.593907957925779E-4	5.554071153239462E-6	8.428126110724355E-4	0.5166621131488934	0.002905103387503878	0.4262376297443014	0.2469337879378296	0.011537376632897497	0.22471171911196816	3.229167003493825E-4	0.009090785522861113	6.896456905389016E-5
6.0	1.0	4.206410873967995	0.952548377224551	0.0727294969074278	0.5545087793306877	0.7523238858464925	0.2998207143889445	0.10109912555438524	0.23993959460976186	0.03881933255993153	0.022291494550079765	0.0056396662772726265	0.0016975910992450395	0.0011277193970059285	0.04210149953549216	3.3745608964474294E-4	8.782621417523828E-5	0.24850703518634396	0.028860433673777008	0.006422749092580675	1.7999257499923083	1.3460514796697585	0.0841282174793599	0.6808959858342449	0.5402351900473658	0.9594262860446223	0.0059964142877788895	0.5134370694061124	0.35287729830003833	1.1055791669224257	0.2879275135317142	0.23516314501589888	0.3566794573586877	0.02110790238305492	0.01337946653996122	0.007877515794155781	0.004060645263015731	6.749121792894859E-6	0.001454589938148556	8.420299907098432E-4	1.0134475696788905	0.00268737172126957	0.004798791892195237	6.077650634262489E-4	1.1871138475860559	0.8568500709520607	0.9776410424632573	7.763866511986306E-4	0.01504647771692985	4.4582989100159533E-4	0.002021982511087705	3.395182198490079E-5	1.1279332554545254E-4	0.001573025661380133	0.01905096754449102	0.5853802624493477	0.4974738376005344	0.3692018268787878	1.7565242835047655E-6	4.682693878427762E-4	0.011090175586613753	0.08421201729824554	0.11851106335433602	0.10054655909186835	0.10936898579296277	6.726423068634483E-4	2.255438794011857E-5	0.003338507984104339	0.7370527779482839	0.004970140703726879	0.6131178764836368	0.4224619598167847	0.020519247301989337	0.3861392103210152	5.772086734755402E-4	0.01676833488793	1.284549818516135E-4
7.0	1.0	4.72388268855779	1.14770541659791	0.0821848305150697	0.7140759401028975	1.4213228079105917	0.47332911293739144	0.16721981545795303	0.3836788054849425	0.059322735822496656	0.03566639168281737	0.017235988668143742	0.005351925219522107	0.0035236459753015415	0.051029892610038256	0.0010867066404241005	3.672094748036873E-4	0.38243725238403087	0.04691036574202793	0.010801038278484654	1.7997900321251543	1.5116424603384928	0.0944776537711558	0.7460572698819822	0.632533957237169	1.5146531613996528	0.009466582258747828	0.7026619467069802	0.5010655239689904	1.4067874675728176	0.460414566581931	0.36126861290351403	0.5345781562206867	0.06055901049447787	0.040427011228746895	0.024537900987342185	0.012379332544394378	2.173413280848201E-5	0.0016436966103013939	0.001020597852200765	1.2895551786084163	0.008376971034248164	0.0076735761096988495	0.002442708917442502	1.1985144603015172	1.0839650388966804	1.2346344003865188	0.0011864547164499332	0.028426456158211835	7.133278336563474E-4	0.0033443963091590607	1.0703850439044213E-4	3.4471977336287483E-4	0.005052993915173663	0.022954108331958198	0.6451184658818827	0.5811989417654737	0.43611578686885005	7.344189496073747E-6	0.001956056257649473	0.014281518802057951	0.09022137604181227	0.13515176824444497	0.1251552510590406	0.15773866131652106	0.002150048560370314	7.047291950603083E-5	0.010160090018991652	0.9378583117152117	0.0076487450476806175	0.7820430353361049	0.6501433290528524	0.03320787728222848	0.5949825362624412	9.382073148405586E-4	0.027801807454212388	2.160207655696931E-4
8.0	1.0	5.220891019197788	1.3532853837305583	0.09090035572102921	0.8941529505631818	2.488014084813622	0.6904356496458668	0.2442815233722108	0.5681895130437995	0.0813173132411702	0.05137947609106757	0.043691741347357704	0.014041943410435208	0.009002670504128445	0.059867292434604584	0.002852976726832792	0.0012150644151274568	0.5427744654607083	0.07115624307545905	0.016919828803426767	1.799484842387507	1.6706851261432922	0.10441782038395576	0.8030395772753001	0.724967126759174	2.2093940788667736	0.013808712992917336	0.8544948100676032	0.6283405150375093	1.6548573334289078	0.6818274156525593	0.4971554418971101	0.7179562006496666	0.1443782000076431	0.09989616484841791	0.06259902916508336	0.03135232487623479	5.705953453665584E-5	0.0018180071144205843	0.0011973458486920917	1.5169525556431658	0.021287046662819973	0.01136379026087599	0.007806751511189086	1.2074879768663058	1.2663482707486586	1.4397973137384539	0.001626346264823404	0.049760281696272446	0.0010275895218213515	0.004885630467444216	2.8083886820870415E-4	8.738348269471541E-4	0.013188470064696003	0.027065707674611167	0.6976229700791167	0.6587965092059733	0.4990780798353637	2.4301288302549135E-5	0.006454202640823482	0.017883059011263636	0.09523330155954846	0.1497924723009716	0.1419080065520172	0.20364508089653496	0.00554767945007564	1.800534100825689E-4	0.024625927953364435	1.1032382222859387	0.010855489309214166	0.9211525943405252	0.922716591283204	0.050157062938996536	0.8435462837368106	0.001423124861509181	0.04271068520340895	3.3839657606853535E-4
9.0	1.0	5.699625821073469	1.5692771053140622	0.09893046584542137	1.0939326235925755	4.054196442781886	0.9436435524823721	0.32287633285755307	0.7885703260082626	0.10112004784292278	0.06695190295017943	0.09379639032834064	0.03148760550487319	0.019297184156930228	0.0684172564613105	0.006289125934935653	0.0032971246255034813	0.7220776987973061	0.10230475675040114	0.025145977573014858	1.7988625428985037	1.82388026274351	0.11399251642146938	0.8531073968336149	0.8178486348142195	3.019659367943591	0.018872871049647442	0.9614321867440521	0.7257088480578845	1.8449756949800427	0.946284391209915	0.6203441600942343	0.8768267372480893	0.2904498744756331	0.2046845568576664	0.13298430159909674	0.06731823859990042	1.2578251869871306E-4	0.0019786093169084275	0.00136834512922621	1.6912277203983728	0.04517055414983361	0.015771406520165253	0.02045039436763907	1.2147488689874282	1.4046039974500637	1.5937001733087934	0.0020224009568584555	0.08108392885563773	0.0013390380590035886	0.006457526657151062	6.297521100974637E-4	0.0018759278065668128	0.02874661737348225	0.03138554210628124	0.7439677411132235	0.7293118149712335	0.5571176859504302	6.594249251006963E-5	0.017393502847477954	0.02187865247185151	0.09946235778917357	0.16249464668610747	0.15270484903978523	0.2406150577516642	0.011833996901593695	3.859436831386046E-4	0.047894408577858226	1.229983796653362	0.014441553975946122	1.0296295161324558	1.2275320879554203	0.07178541437111498	1.1189053128224447	0.002046095135008023	0.06187000131008682	5.029195514602971E-4
