time	compartment_0	compartment_1	species_0	species_1	species_2	species_3	species_4	species_5	species_6	parameter_0	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	parameter_7	parameter_8	parameter_9	parameter_10	parameter_11	parameter_12	parameter_13	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13
40.0	1.0	1.0	0.38313288177782917	0.4737925221334476	0.8896534446514465	1.1426092570943605	2.0529645428244088	2.9523451934670812	1.6054100943980272	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	2.247574132157238	1.8476680885419678	1.184481305333619	1.3344801669771698	1.7714071160802487	1.142606896447527	2.0	2.3846633658794922	0.5953597174190784	0.5413597217317618	1.2317787256946453	1.1877119335112705	12.643385098668363	11.819538320256585
41.0	1.0	1.0	0.4743707766789115	0.6420393078227915	0.9241009519819874	0.7771719496221162	2.6673271330885417	3.6673911172738656	2.2537318153525265	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	3.155224541493537	2.400594419779688	1.6050982695569789	1.386151427972981	2.200434670364319	1.66614057286349	2.0	2.2769982935217885	0.773524868595677	0.4989749405946729	1.600396279853125	1.4705494077046257	15.654235630404079	15.250678302433785
42.0	1.0	1.0	0.6052997198978967	0.9708792499952443	1.2959298234092833	0.6437229722490168	3.3019961587650286	3.5301976377483237	2.3805478556876696	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	3.3327669979627372	2.971796542888526	2.4271981249881107	1.943894735113925	2.1181185826489943	2.468018369790936	2.0	1.992137343617577	0.9575788860418583	0.6249772765018349	1.9811976952590171	1.8764291316834798	19.97489075663059	20.586997805791743
43.0	1.0	1.0	0.6388628211813722	1.1766019594877137	1.7454454203500622	0.7772939533072422	3.2265416628574966	2.7778757825740077	1.7331012140356885	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	2.4263416996499636	2.903887496571747	2.9415048987192844	2.6181681305250932	1.6667254695444045	2.4200268616333807	2.0	1.7512678223811955	0.935697082228674	0.9145655885592526	1.9359249977144979	1.9804747456622538	21.082473098985282	21.81883753347816
44.0	1.0	1.0	0.5402478950735566	0.992881680134602	1.8032484461317662	1.0951100610164743	2.5756613381015177	2.235477153036988	1.162044696103954	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.6268625745455354	2.318095204291366	2.482204200336505	2.7048726691976492	1.3412862918221926	1.6763642340680922	2.0	1.6543368894705528	0.7469417880494401	1.0873147173143436	1.5453968028609106	1.6747684747280256	17.828180537427368	18.14004316159656
45.0	1.0	1.0	0.42270733764583435	0.6459474219689801	1.402061610630483	1.358777008118692	2.032563166071437	2.1790145400012726	1.061632035647508	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.486284849906511	1.8293068494642934	1.6148685549224504	2.1030924159457247	1.3074087240007635	1.1907788174374907	2.0	1.8752775614561008	0.5894433181607167	0.8776985054249932	1.2195378996428623	1.3103927467020866	13.949342142312533	13.748006859936414
46.0	1.0	1.0	0.375642583830955	0.476946229583269	0.9878526619723087	1.2774632078305537	1.942271078887972	2.6335052942626276	1.3724154514320492	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.921381632004869	1.7480439709991749	1.1923655739581724	1.481778992958463	1.5801031765575766	1.0845954056232623	2.0	2.279173318581384	0.5632586128775119	0.6092812604061305	1.1653626473327832	1.1644920098759606	12.396205266421514	11.706818468649772
47.0	1.0	1.0	0.42686601376176153	0.5486166028286744	0.8714386421376882	0.914138008815498	2.3703852822973572	3.4106889829718656	1.9890066871209335	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	2.7846093619693066	2.1333467540676216	1.371541507071686	1.3071579632065322	2.0464133897831194	1.3866378293019583	2.0	2.3636945962310723	0.6874117318662335	0.5015112889129273	1.4222311693784142	1.3232846426614608	14.086578454138131	13.374927792337388
48.0	1.0	1.0	0.5528143110096404	0.8260001469926633	1.111574992420604	0.6688170353028815	3.077182876176533	3.6948072140287165	2.4235847302654254	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	3.3930186223715952	2.76946458855888	2.0650003674816584	1.667362488630906	2.2168843284172297	2.155196942540386	2.0	2.107215180331892	0.8923830340911946	0.5524429694713774	1.8463097257059198	1.7137243641298854	18.242872263318134	18.481748854183035
49.0	1.0	1.0	0.6405083474388463	1.123538582337365	1.5734074957984774	0.6961083158202763	3.345111779084932	3.09542947989887	2.0402172391904947	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	2.856304134866692	3.0106006011764386	2.8088464558434123	2.360111243697716	1.857257687939322	2.56807447775968	2.0	1.8462758421645058	0.9700824159346302	0.782104550309964	2.007067067450959	1.9855758770604237	21.13677546548193	21.91667375874809
50.0	1.0	1.0	0.5891966078881443	1.1070553018261033	1.8365354949435557	0.9506931297216044	2.862552221449425	2.4139521772870447	1.350915303564878	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.891281424990829	2.5762969993044824	2.7676382545652585	2.7548032424153335	1.4483713063722268	1.9848031245274775	2.0	1.6695976673153767	0.8301401442203332	1.0524698696679535	1.7175313328696549	1.8265094844532475	19.443488060308763	19.949889855077714
51.0	1.0	1.0	0.46672071468770043	0.7817962158191215	1.5938803539486412	1.2706766338765452	2.2189163404430037	2.149307872549397	1.0575826868144056	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.4806157615401678	1.9970247063987034	1.9544905395478038	2.3908205309229618	1.2895847235296383	1.3485282137517598	2.0	1.746999291085674	0.643485738728471	0.9934101838944623	1.331349804265802	1.4468342155318714	15.401783584694114	15.415828166896352
52.0	1.0	1.0	0.3854465174315542	0.5213647957701685	1.1365509077764877	1.3533255260528465	1.925430071449347	2.390500673304724	1.2032159061821586	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	1.684502268655022	1.7328870643044123	1.3034119894254212	1.7048263616647317	1.4343004039828342	1.0940129043379534	2.0	2.116845638945859	0.5583747207203106	0.7055762865010982	1.1552580428696082	1.194884204037818	12.719735075241289	12.226165696281551
53.0	1.0	1.0	0.39493649219929516	0.4946627116184289	0.8825078141616378	1.071188080943939	2.1394624026637805	3.0796773449239403	1.710923554211359	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	2.3952929758959023	1.9255161623974024	1.2366567790460723	1.3237617212424566	1.847806406954364	1.2079227248197815	2.0	2.3825371942806837	0.6204440967724963	0.52987680077307	1.2836774415982684	1.224303125817815	13.032904242576741	12.230276948963743
54.0	1.0	1.0	0.4961979095733584	0.6929167294245772	0.9754768450291464	0.7414095953118619	2.782957502622642	3.6811577180260553	2.306882110959093	1.4	0.9	2.5	1.5	0.6	0.8	2.0	1.3	0.29	1.0	0.6	3.1	33.0	4.5	3.2296349553427297	2.5046617523603776	1.7322918235614428	1.4632152675437196	2.208694630815633	1.8002480667620429	2.0	2.223447892013861	0.8070576757605661	0.5137351119474947	1.669774501573585	1.5382135196774112	16.374531015920827	16.15897852575637
