time	cytoplasm	nucleus	cLc	cLm	cLn	cP7c	cP7m	cP7n	cP9c	cP9m	cP9n	cPn	cTc	cTm	cTn	cXc	cXm	cXn	cYc	cYm	cYn	q1	n1	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	g2	g3	m4	k4	p2	p3	r5	r6	m10	k8	m11	k9	n4	n5	g5	g6	m12	k10	r3	r4	m5	m6	k5	m7	m8	k6	n3	g4	m9	k7	p4	r7	r8	m13	k11	m14	k12	p5	k13	q3	m15	g7	g8	n6	g9	m16	k14	p6	r9	r10	m17	k15	m18	k16	n7	g10	m19	k17	p7	r11	r12	m20	k18	m21	k19	q4	n8	a	b	c	d	e	f	h	i	j	k	ld	lmax	Day_in_hours	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30	R31a	R31b	R32	R33	R34	R35	R36	R37	R38	R39	R40	R41	R42	R43	R44	R45
25.0	0.9999999999999997	0.9999999999999999	0.3887078324262455	4.473823421937874	1.8388847965997819	0.0935574251178326	0.11243191490766455	2.5089338897727544	0.007978115995210831	0.010944178775010012	0.007285685576887323	0.14776436119346303	0.7715283369018158	2.846402062139875	4.302127402402704	1.222685027495174	1.0444396964400184	6.544246516040657	18.741568072953566	2.197230064940571	23.74803186877635	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	1.9849777696562663	0.05422019101387072	1.7414339254833333	3.098570102034171	9.98271681080435	7.315267609353591	0.11817103916251875	0.7167424440899876	8.976905254352891	8.179842746824594	1.5379110341741737	39.4995505001938	38.35217515419937	0.2112016664818552	0.1550441162487464	0.28466845384090506	0.2761875586010425	7.21958495767198	36.021156789527055	29.47135976033749	0.7604544166154737	7.147808448831139	0.7686907136158398	0.9497580432953104	13.192608755916172	670.6520202361847	663.113919068655	3.114712405293807	4.261459709941833	0.0	0.1315639725590747	0.147764361193463	0.15800224766177692	0.020393966359770022	1.106509933755271	2.2986030219775166	1.2604883862218315	0.010236706690662057	0.6277468491820832	0.05037282795652673	0.002144145978580019	0.016769765136947837	0.20546999496385873	0.19849923211085277	0.0011510010886410004	6.494444913407801E-6
26.0	0.9999999999999998	0.9999999999999999	0.6096038585078206	3.730822087929354	3.3647442419834124	0.2217768972201621	0.37969493566203993	3.850304025471389	0.07061967277507586	0.20022972447736065	0.0616362918269042	0.021041806812467895	0.9674444667416553	3.3901302185171587	5.403155311591957	1.178106294878241	1.0897515055302	6.198186372745738	20.8176876968605	1.8913578736811743	26.44568281169503	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	0.28266300763460617	0.02878165453928276	1.516484680926597	2.58396737809987	15.655724373426143	13.385289069034211	0.1840124027831153	1.2572145346974226	8.954123151072308	8.630066538713107	1.8316873570648204	49.529770641539145	48.167508656248806	0.26335759387818564	0.19127504112534094	0.3686312212733395	0.287353602376332	7.532798306826953	34.707836121519385	27.91291251102315	0.7351116538073431	6.8800239350394055	0.44889109936713695	0.8361221314913557	11.356090945156502	744.9443000819953	738.440156582679	3.3094213177245337	4.480384091646705	0.0	0.02067920036323497	0.02104180681246789	0.44595030370613326	0.06851622023809863	3.7368056788115314	5.44881441011244	1.9343927423968252	0.02417217914125608	0.9177042082740091	0.3942564515234538	0.038486284996557145	0.30681200681665965	1.8187531765838583	1.6792869344531876	0.010163780509525098	5.480488734709158E-5
27.0	0.9999999999999998	0.9999999999999999	0.6664108521118425	2.5541678284432785	3.9069443168055416	0.4717508510932641	0.8004901574991887	8.065566968763365	0.391377705391789	0.6625693196051364	0.35307947721387817	0.002868774311338987	1.1752060460016607	3.5953730638625068	6.590149691025727	1.2278597724642686	1.2030028199530556	6.376706196476134	21.78309159976515	1.4880980207030223	27.731769607454172	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	0.03853739283394114	0.009171677414576385	1.1164446708845328	1.7690166379798145	17.11463022176591	15.542215186684123	0.2007940140904227	1.438652610090457	8.90604862481	8.774390666722633	1.942580066404912	60.16643633412401	58.749207450587036	0.3180359508814519	0.22892408384883703	0.4575888607121595	0.31498714876005024	8.3156366926435	36.173608398638066	28.716858685210614	0.7633855902679775	7.019243728096622	0.27989648290256675	0.6781686161867178	8.934838135905084	779.4905064243159	774.351429571982	3.3943125408113866	4.576366379145575	0.0	0.0028619324461038446	0.0028687743113389864	0.573266844674053	0.1432814842430599	7.878103934044014	11.590399485425293	4.052140845106713	0.051032947709123144	1.6731865341153016	0.6312728115078532	0.12172866473832705	1.0152549684309502	10.07961970020121	9.619685664639832	0.055642887864995515	3.097867123049428E-4
28.0	0.9999999999999998	0.9999999999999999	0.6225643867651812	1.6429271124496885	3.761612289872227	0.7750819440338294	1.1874369360426902	15.420820433347217	1.0564052770760957	1.1146282759559625	0.9708835560510043	3.8858215288417814E-4	1.3804757880306253	3.711125903627423	7.767511532713598	1.3657349390884916	1.369624751209355	7.058502606359607	21.683217912964768	1.1191247325414928	27.648389327712486	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	0.005219979492554318	0.0021474515793108496	0.7626445032332293	1.137891318082654	15.988574068026026	14.964069850340705	0.18784651412770575	1.3905374952721405	8.962824574064763	8.850646684437631	2.0051213257298963	70.6755286819099	69.2450350606819	0.37143153378490595	0.26489928764630555	0.5431033966183956	0.3549443478579796	9.467394130259542	40.23550732000432	31.787260637479847	0.840679268085475	7.530268317690213	0.19083233114051773	0.5248486217320899	6.719448719125629	775.9166064411137	772.0232103587829	3.385686564380227	4.570294849978532	0.0	3.884563635424723E-4	3.885821528841781E-4	0.5380332820449357	0.21097387221855118	11.686279349757736	19.042910774772743	7.747420185713639	0.08309224243364607	2.608888761601275	0.5556234569662785	0.1963053607468078	1.7079449072473207	27.206872786873177	26.451819572965213	0.14649592374194512	8.285680414200748E-4
29.0	0.9999999999999998	0.9999999999999999	0.5320359675151555	1.0242556515710188	3.271475790019086	1.0718110795547426	1.4374053779063196	25.04217669730723	1.9408693710050462	1.3497374377812659	1.8024153418777065	5.2583893640834056E-5	1.581636638739916	3.8171646594192334	8.921649044084614	1.5817152295034855	1.5749538816014774	8.198857659138252	20.75227243304079	0.8239730048705499	26.490851963577075	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	7.063804768347802E-4	5.218586682331135E-4	0.4963441413069569	0.7093994642780875	13.663641310530716	13.014257840274924	0.16099869950693488	1.225464661810878	9.004807379182967	8.917517583790353	2.0624140654842114	80.97426017524808	79.53382473330109	0.4231640643987351	0.2989130257440009	0.6236589859617031	0.4030729268802763	10.88671121118205	46.598437861833325	36.9227355821632	0.9587226203543072	8.318041115389288	0.13888292762382193	0.3956313059437768	4.947298715843754	742.6034671984181	739.7014102937662	3.3035448673051886	4.483841684838306	0.0	5.258158952024171E-5	5.258389364083405E-5	0.42523185756020015	0.25417478306039	14.146368767202832	26.33321923247251	12.58118957272715	0.11390045288168472	3.4130361836498646	0.3448080537875727	0.23270255785670974	2.068202675912233	49.98553795473815	49.1069862309923	0.26062027070988397	0.0014836582575709033
30.0	0.9999999999999998	0.9999999999999999	0.42902997801837234	0.6266265412555255	2.667730044875487	1.3291349090727766	1.534814609419036	35.67459085660866	2.856203266236964	1.3621428647340144	2.66919393549972	7.1126514915095394E-6	1.7759606383785769	3.8435154543195242	10.040348337723678	1.8685511180277623	1.8072447528860043	9.767552188288718	19.249122895215937	0.6024283467777367	24.59096691504576	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	9.554709254604425E-5	1.8074708636247081E-4	0.31247936030733314	0.4340015424735769	11.01826208947223	10.612496891519173	0.1302596815795861	1.0159819916783714	8.871117985000048	8.93371330623818	2.0766513999688385	90.92296882274879	89.50669332630525	0.4725891122839708	0.3307605934107769	0.698330135204466	0.4560960471712649	12.492398629849212	55.04882392288048	43.98719452473941	1.1100165307437915	9.283484163720104	0.10596792600847596	0.2945215990147182	3.6171002797228855	688.8144635069859	686.6511100721311	3.163929122840813	4.332599897517708	0.0	7.112609333583384E-6	7.112651491509539E-6	0.30033710867019686	0.27089881130048177	15.105031460058381	32.65538266751813	17.922914446360185	0.14018540298759782	4.002338258881386	0.16454560608863	0.2345804783768415	2.0872115116319296	73.55923015932	72.72245569208341	0.37135462971791344	0.0021188179228947314
31.0	0.9999999999999998	0.9999999999999999	0.3321260361522775	0.3788231720369636	2.0808643491956396	1.535136400188708	1.510309696633154	46.16530676005408	3.6685774408782876	1.2438260653286173	3.4419517887755227	9.606157355664945E-7	1.9507502498026774	3.6278271775236446	11.058746173929967	2.2220565055998347	2.0555378477775093	11.75302491601005	17.399883799677298	0.4421790017040209	22.240064010619598	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	1.0	1.0	48.0	1.2904335422158946E-5	8.717612022582164E-5	0.19239093974102944	0.26237292895280095	8.529594435255557	8.277886467535172	0.10115452336596133	0.8055451488295742	8.394270122343933	8.796127076320609	1.9601150240160248	99.87158516402275	98.58540451673345	0.5165918935608458	0.35883913724373934	0.7632695599116405	0.5111665357024753	14.208699818977252	65.46334009452504	52.92857240675965	1.2883810882776445	10.343472795305665	0.08482512025562271	0.21906140468369154	2.6549311620312817	622.6409218644122	621.0070833621298	2.9791885171386547	4.127405306059087	0.0	9.606149665816171E-7	9.606157355664943E-7	0.19576471732006426	0.26669741607613795	14.863863910384845	37.716612702596336	23.193450116251164	0.16094510466610773	4.409860711182091	0.06444297902487023	0.2164981413136172	1.9059146799030398	94.48127712786757	93.77632068036799	0.46390507361657046	0.0026480719278866673
32.0	0.9999999999999999	0.9999999999999999	0.24952217706342777	0.22731099402003171	1.5717355015502052	1.6899369091172096	1.407244402493718	55.68784321464642	4.3227557286937905	1.0797587640481834	4.066071418499851	1.2945743998376394E-7	2.0797905856721584	2.989217967074272	11.835121434065917	2.637428937990184	2.3060451132467223	14.142867376423704	15.386303954354293	0.32977200136182394	19.67276308688512	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	1.7390535742778943E-6	5.3362249831741525E-5	0.11675967609185835	0.15743559445827393	6.408178646907539	6.252520998716871	0.07619986901996599	0.6172801862071308	7.426437114830338	8.308969131602078	1.6150744676102287	106.47799871936463	105.50655704826741	0.5488054305239097	0.3796847291353113	0.8108161381596201	0.5651184645761366	15.940306240806642	77.7005027134474	63.69098894298649	1.487335676333512	11.428203104398305	0.07249692238556647	0.16491687546024927	1.980017050576663	550.5865779634048	549.3205963987843	2.7596821564558	3.8767713876300505	0.0	1.2945742601774145E-7	1.2945743998376391E-7	0.1202458045583927	0.2489839530033217	13.849536511582173	41.51989092640981	27.977572431038354	0.17638251461927537	4.687394169120522	0.021905573152065795	0.19077334571808308	1.6545143541510312	111.32911558792561	110.78052240417027	0.534825286280348	0.0030523008617741065
33.0	0.9999999999999999	0.9999999999999999	0.18328964143178425	0.13577376511948586	1.1590988654757046	1.7990917544778289	1.2638301687557965	63.77282019671952	4.814258676253139	0.9149807191381388	4.536102944198141	0.34020102721588985	2.0393332328481057	1.9260635071563552	11.692232486617756	3.097597031066254	2.5258787959071793	16.867868032766996	13.336743904924454	0.24602807195750306	17.05594298390438	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	0.0	3.8457580865785614E-5	0.07022482679515331	0.09403690972175589	4.7072079133227955	4.6110111967489	0.05609414118891914	0.46063961224780303	5.921686319594316	7.07949897250311	1.0406521129165784	104.40672385550803	104.2327449484513	0.9445419557207198	0.564320870399483	0.8021923221095559	0.6111871312209929	17.459884588828785	91.25737685313358	75.96275689876288	1.695396280610482	12.466930895519102	0.06043039236685299	0.12390916147570935	1.4772017496472396	477.24471124259753	476.25139034526353	2.5137271910376606	3.5872493176302456	0.49999999999999994	0.26505710971834373	0.0	0.07064066144778121	0.2242201978136684	12.438110988827043	44.20170540659032	32.03946486683188	0.18718521944634545	4.876002395699559	0.006541512476671978	0.16414467005932049	1.40202495593537	123.98738079995859	123.58657832497275	0.5861268746801003	0.0033440071877833
34.0	0.9999999999999998	0.9999999999999999	0.13234426194526602	0.0808767653373659	0.8394315666326231	1.8696957089156088	1.107230763962597	70.23735581647415	5.160297847255168	0.7671092761810803	4.867885702594562	0.5201164085564888	1.9246622710789334	0.9196653731267237	11.081618804858426	3.563242920481356	2.6829539334566155	19.71357886395957	11.365005246633146	0.19907972120037398	14.534555455277372	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	0.0	3.098395916762819E-5	0.04200579317556584	0.05601524767265961	3.398838866425932	3.3393427152212376	0.04056998829731879	0.3367042750875917	4.106676971667045	4.864721716301885	0.4968952011003687	98.53597196129259	98.78930715967138	0.8942597756870113	0.5396638334697688	0.7646945387590715	0.6433988752441512	18.545650769625503	104.97563070742505	88.77813105595551	1.8938202958855768	13.37790956211252	0.06882698856241025	0.10066418089714047	1.1953144620312852	406.68762074656973	405.84693852216446	2.2522863104501236	3.2688742572900265	0.49999999999999994	0.3628473556574934	0.0	0.040124295175336396	0.19702480772296999	10.896922286614291	45.93636690277668	35.287247562196605	0.19413658176806775	5.003636187096996	0.001868318297864827	0.13954156459426004	1.175441543892269	132.89934281777903	132.6260327557591	0.621273769298558	0.003543687565087994
35.0	0.9999999999999998	0.9999999999999999	0.0943003455287873	0.048101119552885166	0.5995183441272902	1.908554716124759	0.9540503939776468	75.08895089215639	5.383599788436037	0.6397365205424449	5.08285836817666	0.6297751493687905	1.7668864138304219	0.4082535705220356	10.196263454936688	3.9925700471977676	2.7673022509364427	22.41863414601949	9.56788873810451	0.18005632841103283	12.233745632608285	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	0.0	2.7016041898658164E-5	0.0250452407160068	0.03331483540232826	2.421802613801209	2.384943924772773	0.0289435391311463	0.2421639110796718	2.4574349090345105	2.779819574122102	0.2205794041530558	90.45840028566917	90.89662982172406	0.8245525434213474	0.5031137448491243	0.7084612717156871	0.6604601526538888	19.12870007937306	117.62390838947924	100.96007701318415	2.066857058630448	14.115618400697429	0.08405600399982312	0.09119246560076981	1.081094207045523	342.37924418207933	341.60165592475784	1.9894159995391159	2.9372297501512565	0.49999999999999994	0.41301805825882454	0.0	0.022213122956593546	0.17026535326959094	9.389382357370406	46.891089964997576	37.72468892821936	0.19795045496543293	5.088534942033545	5.050145373882384E-4	0.1177906723815443	0.980268270427188	138.65030567133934	138.4829845268099	0.6435425522801259	0.0036704201486172307
36.0	0.9999999999999997	0.9999999999999999	0.06650161181446607	0.028585742960815997	0.4235676712245431	1.921540327204693	0.813021567460967	78.44281266272547	5.505977938682037	0.5318788600956493	5.201714036867314	0.7008491852204818	1.6003992241011507	0.18751222116368058	9.24526969824443	4.348174276616697	2.7815735905396517	24.733510559379205	8.009974359165167	0.18339809452908004	10.236954455459008	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	0.0	2.4979134088752064E-5	0.014906188193542644	0.019798485574661153	1.7078810942967542	1.6849945528983545	0.020429817569599763	0.17197905230513516	1.3134794815420447	1.45747922518392	0.10131285309473657	81.93483887669454	82.4188057789396	0.7503304515769535	0.46276164423474875	0.6456139904083646	0.6633307505098684	19.22734928724628	128.10025791112147	111.3848914531083	2.203514271444471	14.66728651600748	0.1062011627812385	0.09285854551701775	1.1011588391715021	286.63052446323803	285.8454555643363	1.7396739514000517	2.6108391662876396	0.49999999999999994	0.44244384499500794	0.0	0.012056835586703778	0.14548948881789175	8.00143305832385	47.21013214505936	39.409669081753265	0.19922305103217566	5.142544329180063	1.3085040461815136E-4	0.09895321242836588	0.8149979773245632	141.80205702840487	141.72121910585363	0.6556126979131423	0.003739617683921578
37.0	1.0	0.9999999999999999	0.04651768997464375	0.01698488208804155	0.29672645923569957	1.9135059759508186	0.687792522458732	80.46384303315129	5.546599111484416	0.44127608042428496	5.2426698321531955	0.7484740114439307	1.439596925194956	0.08848650289779146	8.320728619260693	4.601733076610677	2.735729704022211	26.458434409161868	6.7299605424235445	0.20621389925732703	8.594093077345535	13.4334	3.2016	9.041	6.8248	13.0594	0.6926	25.6818	3.9781	9.4099	30.5639	13.7795	33.514	11.6086	16.6598	13.4112	12.1232	1.3722	0.5403	6.9124	29.4607	4.5034	8.5523	12.528	23.5996	15.0626	1.7832	7.4615	1.5987	16.489	5.9504	11.5688	51.1965	8.9147	7.2129	9.5754	34.2078	1.1032	2.2006	56.7596	2.4751	20.5277	4.2193	14.9114	6.0042	35.7842	27.9229	7.5959	26.9638	8.1796	21.8348	0.5	1.2	1.0	1.2	0.2778	0.9187	11.0924	20.3795	9.3186	51.261	9.8416	24.5689	0.5024	3.6143	32.939	6.7455	24.451	0.1031	5.8418	1.9234	9.8065	1.5323	25.7542	27.2451	3.7484	25.9739	0.0193	21.6441	6.274	3.5262	1.2497	4.2126	1.4509	1.3058	2.4146	2.1349	1.4176	2.0074	1.7615	3.8877	0.0	1.0	48.0	0.0	2.4161573775974237E-5	0.008864714851981021	0.011763729334177577	1.1946580103908058	1.1804075274855363	0.01429992936802565	0.12093032813027434	0.6700965108609951	0.7344078074264015	0.047809257515676724	73.70232398074357	74.17679942212328	0.6779845695316028	0.42240141983821705	0.5821469125999514	0.6540930187389062	18.91045800608313	135.57027765010417	119.15291351821953	2.2974906622937548	15.038364953274785	0.13643392046937258	0.10420838536914095	1.2381494939208428	240.8262540421926	239.9720015894116	1.517198034924896	2.3101807731478554	0.49999999999999994	0.4609601197950401	0.0	0.006444427130832774	0.12337656158250565	6.768978889029857	47.012736972538065	40.4250347398552	0.1984357926414606	5.173422916036926	3.2800377647618815E-5	0.08282288824688382	0.6761673380341319	142.84822283699194	142.83706384399702	0.6595984421424685	0.0037633203390447395
