time	compartment_0	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	parameter_0	parameter_1	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13	reaction_14	reaction_15	reaction_16	reaction_17	reaction_18	reaction_19	reaction_20	reaction_21	reaction_22	reaction_23
10.0	1.0	0.0	9.83015670163638E-18	0.0	4.679888517871758E-4	9.90095904652293E-7	9.588863348984621E-11	1.6008972803240945E-14	0.004400001260773019	1.4900114864962812E-4	4.367942029558875E-13	9.791551173572155E-9	0.0	0.0	1.1210737993209846E-10	0.0	0.0	0.0	0.9887439807062002	0.0128536717491806	0.0	1.6300668338814168E-15	-1.6285567733564063E-15	1.2465522353043937E-12	1.5096461812552308E-18	1.2854137984253554E-10	-1.2449838001687981E-12	0.0	0.0	1.2465508709980686E-12	1.2729016525534294E-10	1.2854298805722564E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	1.0	0.0	9.829925865689638E-18	0.0	4.6798872324692797E-4	9.90095904686524E-7	9.588866780200522E-11	1.600889188700906E-14	0.004400001389309764	1.4900127718986465E-4	4.367828538370857E-13	9.791554642196724E-9	0.0	0.0	1.12103888425636E-10	0.0	0.0	0.0	0.9887443309998729	0.012853676302998347	0.0	1.6300087307766052E-15	-1.6284989815412754E-15	1.2465526813624613E-12	1.5096401537108E-18	1.2853678521269163E-10	-1.2449388590325278E-12	0.0	0.0	1.2465512098952511E-12	1.2729021034746237E-10	1.2853840832902315E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.0	1.0	0.0	9.82986611700939E-18	0.0	4.6798859470925555E-4	9.900959046953453E-7	9.588867664401576E-11	1.6008871033257594E-14	0.004400001517846534	1.4900140572753412E-4	4.3677988879183525E-13	9.791555535642671E-9	0.0	0.0	1.1210298912363851E-10	0.0	0.0	0.0	0.9887444212286687	0.012853677475972694	0.0	1.629993196540925E-15	-1.628483530979569E-15	1.2465527963085984E-12	1.5096385442529281E-18	1.2853554951226369E-10	-1.2449267723207024E-12	0.0	0.0	1.2465512960330002E-12	1.272902219622597E-10	1.2853717663473278E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.0	1.0	0.0	9.829852362232151E-18	0.0	4.67988466172276E-4	9.900959046973354E-7	9.588867863880954E-11	1.6008866326283676E-14	0.004400001646383311	1.4900153426451298E-4	4.367791776620344E-13	9.791555736795586E-9	0.0	0.0	1.1210278669178049E-10	0.0	0.0	0.0	0.9887444415434394	0.012853677740064715	0.0	1.6299891062185775E-15	-1.6284794631406092E-15	1.2465528222409174E-12	1.509638122522191E-18	1.2853521680256378E-10	-1.2449235179572533E-12	0.0	0.0	1.2465513142206598E-12	1.2729022457724758E-10	1.2853684500210092E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.0	1.0	0.0	9.829850972141334E-18	0.0	4.679883376354832E-4	9.90095904697489E-7	9.588867879284427E-11	1.6008865960099266E-14	0.004400001774920089	1.4900166280130565E-4	4.36779072459389E-13	9.791555751837164E-9	0.0	0.0	1.1210277160173753E-10	0.0	0.0	0.0	0.9887444430630009	0.01285367775981901	0.0	1.6299880923984971E-15	-1.6284784553538675E-15	1.246552824243369E-12	1.5096380200917838E-18	1.2853512684660684E-10	-1.24492263802237E-12	0.0	0.0	1.2465513141410776E-12	1.272902247727881E-10	1.2853675533578148E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15.0	1.0	0.0	9.829852906090994E-18	0.0	4.6798820909874105E-4	9.90095904697149E-7	9.588867845202151E-11	1.6008866760864072E-14	0.004400001903456866	1.490017913380478E-4	4.367791301501607E-13	9.791555716845796E-9	0.0	0.0	1.1210280687543252E-10	0.0	0.0	0.0	0.9887444395297817	0.01285367771388716	0.0	1.6299879056443914E-15	-1.6284782702107824E-15	1.246552819812673E-12	1.5096380034999097E-18	1.285351021509114E-10	-1.2449223964095305E-12	0.0	0.0	1.2465513091506501E-12	1.272902243179003E-10	1.2853673071803608E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16.0	1.0	0.0	9.829855733655112E-18	0.0	4.6798808056201313E-4	9.900959046966764E-7	9.58886779781643E-11	1.6008867875344324E-14	0.004400002031993643	1.490019198747758E-4	4.367792316321694E-13	9.791555668403883E-9	0.0	0.0	1.1210285568860514E-10	0.0	0.0	0.0	0.9887444346382047	0.012853677650296658	0.0	1.6299879412332086E-15	-1.6284783062217518E-15	1.2465528136525293E-12	1.509638009984296E-18	1.285350949993489E-10	-1.2449223264019266E-12	0.0	0.0	1.2465513028400205E-12	1.2729022368815542E-10	1.28536723587515E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17.0	1.0	0.0	9.82985880145408E-18	0.0	4.679879520252895E-4	9.900959046961681E-7	9.588867746854275E-11	1.6008869074162295E-14	0.00440000216053042	1.4900204841149952E-4	4.367793448867774E-13	9.79155561634599E-9	0.0	0.0	1.1210290814166499E-10	0.0	0.0	0.0	0.9887444293814532	0.012853677581958892	0.0	1.6299880365952604E-15	-1.628478401686349E-15	1.2465528070274492E-12	1.509638022672353E-18	1.2853509256423627E-10	-1.2449223025261854E-12	0.0	0.0	1.2465512961744734E-12	1.2729022301140283E-10	1.2853672115814485E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18.0	1.0	0.0	9.829861933837565E-18	0.0	4.679878234885676E-4	9.9009590469565E-7	9.588867694930635E-11	1.6008870295653576E-14	0.004400002289067196	1.4900217694822156E-4	4.3677946130630257E-13	9.791555563315977E-9	0.0	0.0	1.1210296157327022E-10	0.0	0.0	0.0	0.9887444240265283	0.012853677512344867	0.0	1.6299881480263781E-15	-1.6284785131340894E-15	1.246552800277376E-12	1.5096380370281652E-18	1.285350913970637E-10	-1.2449222910548446E-12	0.0	0.0	1.2465512894135098E-12	1.2729022232201267E-10	1.2853671999260187E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19.0	1.0	0.0	9.829865083584838E-18	0.0	4.6798769495184667E-4	9.900959046951295E-7	9.588867642748497E-11	1.600887152324069E-14	0.0044000024176039714	1.4900230548494262E-4	4.367795785767104E-13	9.791555510024607E-9	0.0	0.0	1.1210301526796256E-10	0.0	0.0	0.0	0.9887444186452092	0.012853677442387716	0.0	1.6299882637774117E-15	-1.6284786288786518E-15	1.246552793493698E-12	1.5096380518323259E-18	1.2853509057075591E-10	-1.244922282913733E-12	0.0	0.0	1.2465512826268927E-12	1.2729022162922484E-10	1.28536719166818E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1.0	0.0	9.829868238001377E-18	0.0	4.679875664151265E-4	9.900959046946083E-7	9.58886759049684E-11	1.6008872752467038E-14	0.0044000025461407456	1.4900243402166292E-4	4.3677969607591E-13	9.79155545666295E-9	0.0	0.0	1.1210306903340259E-10	0.0	0.0	0.0	0.9887444132567919	0.012853677372338293	0.0	1.629988380689796E-15	-1.628478745778348E-15	1.2465527867009827E-12	1.5096380667570163E-18	1.2853508983608387E-10	-1.2449222756692853E-12	0.0	0.0	1.2465512758333757E-12	1.272902209355233E-10	1.2853671843237261E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21.0	1.0	0.0	9.829871393674458E-18	0.0	4.6798743787840704E-4	9.90095904694087E-7	9.588867538226477E-11	1.6008873982134554E-14	0.004400002674677519	1.4900256255838252E-4	4.367798136366625E-13	9.791555403282382E-9	0.0	0.0	1.1210312281788297E-10	0.0	0.0	0.0	0.9887444078664647	0.01285367730226404	0.0	1.6299884979143979E-15	-1.6284788629885966E-15	1.2465527799058355E-12	1.5096380817141087E-18	1.2853508912604628E-10	-1.2449222686680285E-12	0.0	0.0	1.2465512690380017E-12	1.2729022024157593E-10	1.2853671772248182E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22.0	1.0	0.0	9.829874549686636E-18	0.0	4.679873093416883E-4	9.900959046935654E-7	9.588867485951065E-11	1.6008875211921156E-14	0.004400002803214291	1.490026910951014E-4	4.367799312140087E-13	9.791555349896706E-9	0.0	0.0	1.121031766075031E-10	0.0	0.0	0.0	0.9887444024756216	0.012853677232183083	0.0	1.6299886152229468E-15	-1.6284789802823445E-15	1.2465527731100318E-12	1.509638096679912E-18	1.2853508842263117E-10	-1.244922261731292E-12	0.0	0.0	1.2465512622421257E-12	1.2729021954756214E-10	1.2853671701919195E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23.0	1.0	0.0	9.829877705791255E-18	0.0	4.6798718080497023E-4	9.900959046930439E-7	9.588867433674275E-11	1.600887644174025E-14	0.0044000029317510635	1.4900281963181955E-4	4.3678004879586127E-13	9.791555296509637E-9	0.0	0.0	1.1210323039852586E-10	0.0	0.0	0.0	0.9887443970846378	0.012853677162100292	0.0	1.6299887325540706E-15	-1.628479097598545E-15	1.2465527663140492E-12	1.509638111648056E-18	1.2853508772099597E-10	-1.244922254811099E-12	0.0	0.0	1.246551255446112E-12	1.2729021885353023E-10	1.2853671631767633E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.0	1.0	0.0	9.829880861922017E-18	0.0	4.679870522682528E-4	9.900959046925223E-7	9.588867381397095E-11	1.6008877671568556E-14	0.004400003060287834	1.4900294816853703E-4	4.367801663789712E-13	9.791555243122172E-9	0.0	0.0	1.1210328418994662E-10	0.0	0.0	0.0	0.9887443916936143	0.012853677092016987	0.0	1.629988849891273E-15	-1.6284792149207922E-15	1.2465527595180159E-12	1.5096381266168289E-18	1.2853508701983901E-10	-1.244922247895869E-12	0.0	0.0	1.2465512486500591E-12	1.272902181594932E-10	1.2853671561663735E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.0	1.0	0.0	9.829884018061094E-18	0.0	4.6798692373153613E-4	9.900959046920007E-7	9.588867329119789E-11	1.600887890139982E-14	0.004400003188824605	1.4900307670525378E-4	4.367802839624651E-13	9.79155518973458E-9	0.0	0.0	1.121033379814954E-10	0.0	0.0	0.0	0.9887443863025778	0.01285367702193351	0.0	1.629988967230119E-15	-1.6284793322446754E-15	1.246552752721966E-12	1.5096381415857698E-18	1.2853508631881042E-10	-1.244922240980639E-12	0.0	0.0	1.2465512418539927E-12	1.272902174654545E-10	1.2853671491572627E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.0	1.0	0.0	9.829887174203694E-18	0.0	4.679867951948202E-4	9.900959046914792E-7	9.588867276842427E-11	1.6008880131232353E-14	0.004400003317361374	1.4900320524196986E-4	4.3678040154610796E-13	9.791555136346933E-9	0.0	0.0	1.1210339177309954E-10	0.0	0.0	0.0	0.9887443809115357	0.012853676951849965	0.0	1.629989084569417E-15	-1.6284794495690067E-15	1.246552745925909E-12	1.509638156554755E-18	1.2853508561781606E-10	-1.2449222340687179E-12	0.0	0.0	1.2465512350579196E-12	1.272902167714151E-10	1.2853671421484931E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27.0	1.0	0.0	9.829890330348532E-18	0.0	4.6798666665810496E-4	9.900959046909576E-7	9.588867224565031E-11	1.600888136106571E-14	0.004400003445898143	1.490033337786852E-4	4.367805191298369E-13	9.791555082959252E-9	0.0	0.0	1.1210344556473956E-10	0.0	0.0	0.0	0.9887443755204902	0.012853676881766371	0.0	1.6299892019088458E-15	-1.6284795668934682E-15	1.2465527391298475E-12	1.5096381715237517E-18	1.2853508491683066E-10	-1.2449222271567967E-12	0.0	0.0	1.2465512282618422E-12	1.2729021607737523E-10	1.285367135139813E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28.0	1.0	0.0	9.829893486495254E-18	0.0	4.6798653812139037E-4	9.90095904690436E-7	9.588867172287606E-11	1.6008882590899766E-14	0.00440000357443491	1.4900346231539992E-4	4.367806367136344E-13	9.791555029571538E-9	0.0	0.0	1.1210349935641012E-10	0.0	0.0	0.0	0.9887443701294414	0.012853676811682736	0.0	1.6299893192483181E-15	-1.6284796842179723E-15	1.2465527323337822E-12	1.5096381864927506E-18	1.2853508421584728E-10	-1.2449222202415668E-12	0.0	0.0	1.2465512214657613E-12	1.2729021538333494E-10	1.285367128131153E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.0	1.0	0.0	9.829896642643773E-18	0.0	4.6798640958467655E-4	9.900959046899145E-7	9.588867120010155E-11	1.6008883820734497E-14	0.004400003702971677	1.490035908521139E-4	4.3678075429749647E-13	9.791554976183797E-9	0.0	0.0	1.1210355314810992E-10	0.0	0.0	0.0	0.9887443647383898	0.012853676741599068	0.0	1.6299894365878121E-15	-1.6284798015425008E-15	1.2465527255377136E-12	1.5096382014617502E-18	1.285350835148643E-10	-1.2449222133263368E-12	0.0	0.0	1.2465512146696772E-12	1.2729021468929432E-10	1.2853671211224972E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30.0	1.0	0.0	9.829899798794058E-18	0.0	4.6798628104796343E-4	9.90095904689393E-7	9.588867067732671E-11	1.6008885050569876E-14	0.004400003831508444	1.490037193888272E-4	4.367808718814214E-13	9.791554922796025E-9	0.0	0.0	1.1210360693983846E-10	0.0	0.0	0.0	0.9887443593473352	0.012853676671515355	0.0	1.6299895539273203E-15	-1.6284799188670411E-15	1.2465527187416407E-12	1.5096382164307484E-18	1.28535082813881E-10	-1.2449222064144156E-12	0.0	0.0	1.2465512078735884E-12	1.272902139952533E-10	1.2853671141138383E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.0	1.0	0.0	9.82990295494611E-18	0.0	4.67986152511251E-4	9.900959046888714E-7	9.588867015455163E-11	1.6008886280405917E-14	0.00440000396004521	1.4900384792553977E-4	4.367809894654093E-13	9.791554869408227E-9	0.0	0.0	1.1210366073159574E-10	0.0	0.0	0.0	0.9887443539562778	0.012853676601431612	0.0	1.6299896712668431E-15	-1.6284800361915973E-15	1.2465527119455645E-12	1.509638231399746E-18	1.2853508211289746E-10	-1.24492219950084E-12	0.0	0.0	1.2465512010774967E-12	1.2729021330121192E-10	1.2853671071051765E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.0	1.0	0.0	9.82990611109993E-18	0.0	4.679860239745393E-4	9.900959046883498E-7	9.588866963177626E-11	1.6008887510242615E-14	0.004400004088581976	1.4900397646225162E-4	4.3678110704946013E-13	9.7915548160204E-9	0.0	0.0	1.1210371452338176E-10	0.0	0.0	0.0	0.9887443485652176	0.012853676531347828	0.0	1.6299897886063797E-15	-1.6284801535161652E-15	1.2465527051494848E-12	1.5096382463687425E-18	1.2853508141191364E-10	-1.2449221925856102E-12	0.0	0.0	1.2465511942814014E-12	1.2729021260717016E-10	1.285367100096512E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33.0	1.0	0.0	9.829909267255501E-18	0.0	4.6798589543782824E-4	9.900959046878283E-7	9.588866910900062E-11	1.6008888740079966E-14	0.00440000421711874	1.4900410499896278E-4	4.367812246335732E-13	9.791554762632544E-9	0.0	0.0	1.1210376831519637E-10	0.0	0.0	0.0	0.9887443431741544	0.012853676461264008	0.0	1.6299899059459268E-15	-1.628480270840745E-15	1.2465526983534014E-12	1.5096382613377384E-18	1.2853508071092928E-10	-1.2449221856720346E-12	0.0	0.0	1.2465511874853023E-12	1.2729021191312804E-10	1.2853670930878428E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34.0	1.0	0.0	9.82991242341284E-18	0.0	4.679857669011179E-4	9.900959046873067E-7	9.588866858622467E-11	1.600888996991797E-14	0.004400004345655505	1.4900423353567325E-4	4.3678134221774924E-13	9.79155470924466E-9	0.0	0.0	1.121038221070397E-10	0.0	0.0	0.0	0.9887443377830885	0.01285367639118015	0.0	1.6299900232854882E-15	-1.6284803881653382E-15	1.246552691557314E-12	1.5096382763067328E-18	1.2853508000994466E-10	-1.244922178758459E-12	0.0	0.0	1.2465511806891993E-12	1.2729021121908554E-10	1.2853670860791705E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35.0	1.0	0.0	9.829915579571942E-18	0.0	4.6798563836440824E-4	9.900959046867851E-7	9.588866806344847E-11	1.600889119975664E-14	0.004400004474192269	1.49004362072383E-4	4.3678145980198803E-13	9.791554655856749E-9	0.0	0.0	1.121038758989117E-10	0.0	0.0	0.0	0.9887443323920198	0.012853676321096257	0.0	1.6299901406250627E-15	-1.6284805054899464E-15	1.2465526847612235E-12	1.5096382912757273E-18	1.2853507930895967E-10	-1.2449221718448835E-12	0.0	0.0	1.2465511738930934E-12	1.272902105250427E-10	1.2853670790704945E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36.0	1.0	0.0	9.829918735732797E-18	0.0	4.679855098276993E-4	9.900959046862636E-7	9.588866754067198E-11	1.6008892429595953E-14	0.0044000046027290315	1.4900449060909203E-4	4.3678157738628923E-13	9.791554602468806E-9	0.0	0.0	1.1210392969081231E-10	0.0	0.0	0.0	0.9887443270009478	0.01285367625101232	0.0	1.6299902579646484E-15	-1.6284806228145657E-15	1.246552677965129E-12	1.50963830624472E-18	1.2853507860797425E-10	-1.244922164931308E-12	0.0	0.0	1.2465511670969832E-12	1.2729020983099944E-10	1.285367072061814E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37.0	1.0	0.0	9.829921891895413E-18	0.0	4.67985381290991E-4	9.90095904685742E-7	9.58886670178952E-11	1.6008893659435923E-14	0.0044000047312657935	1.4900461914580044E-4	4.367816949706529E-13	9.791554549080836E-9	0.0	0.0	1.1210398348274156E-10	0.0	0.0	0.0	0.9887443216098731	0.012853676180928348	0.0	1.6299903753042461E-15	-1.6284807401391951E-15	1.2465526711690308E-12	1.5096383212137118E-18	1.2853507790698837E-10	-1.244922158016078E-12	0.0	0.0	1.2465511603008693E-12	1.2729020913695582E-10	1.285367065053129E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38.0	1.0	0.0	9.829925048059795E-18	0.0	4.6798525275428346E-4	9.900959046852205E-7	9.588866649511817E-11	1.6008894889276556E-14	0.0044000048598025554	1.490047476825081E-4	4.367818125550796E-13	9.791554495692839E-9	0.0	0.0	1.1210403727469956E-10	0.0	0.0	0.0	0.9887443162187957	0.012853676110844344	0.0	1.629990492643858E-15	-1.6284808574638404E-15	1.2465526643729295E-12	1.5096383361827032E-18	1.2853507720600222E-10	-1.2449221511041568E-12	0.0	0.0	1.2465511535047524E-12	1.2729020844291187E-10	1.285367058044442E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39.0	1.0	0.0	9.82992820422594E-18	0.0	4.679851242175766E-4	9.900959046846989E-7	9.588866597234086E-11	1.6008896119117838E-14	0.0044000049883393165	1.4900487621921508E-4	4.3678193013956893E-13	9.791554442304814E-9	0.0	0.0	1.1210409106668622E-10	0.0	0.0	0.0	0.9887443108277154	0.012853676040760301	0.0	1.6299906099834834E-15	-1.6284809747884967E-15	1.2465526575768245E-12	1.5096383511516933E-18	1.2853507650501574E-10	-1.2449221441905813E-12	0.0	0.0	1.2465511467086314E-12	1.2729020774886755E-10	1.2853670510357507E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
