time	compartment_0	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	parameter_0	parameter_1	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13	reaction_14	reaction_15	reaction_16	reaction_17	reaction_18	reaction_19	reaction_20	reaction_21	reaction_22	reaction_23
40.0	1.0	0.0	9.829931360393846E-18	0.0	4.6798499568087045E-4	9.900959046841773E-7	9.588866544956326E-11	1.600889734895978E-14	0.004400005116876077	1.4900500475592134E-4	4.3678204772412105E-13	9.791554388916759E-9	0.0	0.0	1.1210414485870155E-10	0.0	0.0	0.0	0.9887443054366322	0.012853675970676217	0.0	1.6299907273231214E-15	-1.6284810921131696E-15	1.2465526507807156E-12	1.5096383661206828E-18	1.285350758040289E-10	-1.2449221372770057E-12	0.0	0.0	1.246551139912507E-12	1.2729020705482282E-10	1.2853670440270553E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41.0	1.0	0.0	9.829934516563512E-18	0.0	4.6798486714416497E-4	9.900959046836558E-7	9.588866492678538E-11	1.6008898578802382E-14	0.004400005245412836	1.490051332926269E-4	4.367821653087357E-13	9.791554335528676E-9	0.0	0.0	1.1210419865074557E-10	0.0	0.0	0.0	0.988744300045546	0.012853675900592098	0.0	1.6299908446627716E-15	-1.6284812094378512E-15	1.2465526439846031E-12	1.5096383810896716E-18	1.2853507510304161E-10	-1.2449221303617758E-12	0.0	0.0	1.2465511331163794E-12	1.2729020636077775E-10	1.285367037018357E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42.0	1.0	0.0	9.829937672734942E-18	0.0	4.679847386074602E-4	9.900959046831342E-7	9.588866440400722E-11	1.600889980864563E-14	0.0044000053739495955	1.4900526182933175E-4	4.367822828934131E-13	9.791554282140565E-9	0.0	0.0	1.1210425244281825E-10	0.0	0.0	0.0	0.9887442946544571	0.01285367583050794	0.0	1.6299909620024354E-15	-1.6284813267625477E-15	1.2465526371884872E-12	1.5096383960586588E-18	1.28535074402054E-10	-1.2449221234498546E-12	0.0	0.0	1.2465511263202475E-12	1.272902056667323E-10	1.285367030009655E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43.0	1.0	0.0	9.829940828908126E-18	0.0	4.6798461007075613E-4	9.900959046826127E-7	9.58886638812288E-11	1.600890103848954E-14	0.004400005502486354	1.490053903660359E-4	4.3678240047815306E-13	9.791554228752425E-9	0.0	0.0	1.1210430623491958E-10	0.0	0.0	0.0	0.9887442892633653	0.012853675760423748	0.0	1.6299910793421102E-15	-1.6284814440872569E-15	1.2465526303923677E-12	1.509638411027646E-18	1.28535073701066E-10	-1.2449221165346247E-12	0.0	0.0	1.2465511195241126E-12	1.2729020497268649E-10	1.2853670230009484E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44.0	1.0	0.0	9.829943985083077E-18	0.0	4.6798448153405277E-4	9.90095904682091E-7	9.588866335845009E-11	1.60089022683341E-14	0.004400005631023112	1.4900551890273934E-4	4.3678251806295574E-13	9.791554175364256E-9	0.0	0.0	1.1210436002704956E-10	0.0	0.0	0.0	0.9887442838722706	0.012853675690339517	0.0	1.6299911966817993E-15	-1.6284815614119779E-15	1.2465526235962445E-12	1.509638425996631E-18	1.285350730000776E-10	-1.244922109621049E-12	0.0	0.0	1.2465511127279735E-12	1.2729020427864028E-10	1.2853670159922383E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45.0	1.0	0.0	9.829947141259785E-18	0.0	4.6798435299735017E-4	9.900959046815695E-7	9.588866283567109E-11	1.6008903498179313E-14	0.004400005759559868	1.490056474394421E-4	4.3678263564782103E-13	9.791554121976059E-9	0.0	0.0	1.1210441381920821E-10	0.0	0.0	0.0	0.988744278481173	0.01285367562025525	0.0	1.6299913140215001E-15	-1.628481678736713E-15	1.2465526168001175E-12	1.5096384409656157E-18	1.2853507229908881E-10	-1.2449221027074735E-12	0.0	0.0	1.2465511059318305E-12	1.2729020358459374E-10	1.285367008983524E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46.0	1.0	0.0	9.829950297438256E-18	0.0	4.679842244606482E-4	9.90095904681048E-7	9.588866231289179E-11	1.6008904728025187E-14	0.004400005888096624	1.490057759761442E-4	4.3678275323274907E-13	9.791554068587832E-9	0.0	0.0	1.1210446761139559E-10	0.0	0.0	0.0	0.9887442730900724	0.012853675550170942	0.0	1.6299914313612146E-15	-1.628481796061461E-15	1.2465526100039866E-12	1.5096384559345993E-18	1.2853507159809972E-10	-1.2449220957955523E-12	0.0	0.0	1.2465510991356843E-12	1.272902028905468E-10	1.2853670019748072E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47.0	1.0	0.0	9.829953453618491E-18	0.0	4.6798409592394696E-4	9.900959046805264E-7	9.588866179011226E-11	1.6008905957871717E-14	0.004400006016633379	1.4900590451284555E-4	4.3678287081773976E-13	9.791554015199579E-9	0.0	0.0	1.1210452140361161E-10	0.0	0.0	0.0	0.9887442676989692	0.012853675480086596	0.0	1.6299915487009417E-15	-1.628481913386219E-15	1.2465526032078527E-12	1.5096384709035825E-18	1.2853507089711022E-10	-1.2449220888803224E-12	0.0	0.0	1.2465510923395345E-12	1.2729020219649948E-10	1.2853669949660862E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48.0	1.0	0.0	9.82995660980048E-18	0.0	4.679839673872465E-4	9.900959046800048E-7	9.588866126733243E-11	1.6008907187718904E-14	0.0044000061451701334	1.4900603304954623E-4	4.3678298840279286E-13	9.791553961811297E-9	0.0	0.0	1.1210457519585625E-10	0.0	0.0	0.0	0.988744262307863	0.012853675410002218	0.0	1.6299916660406803E-15	-1.6284820307109913E-15	1.2465525964117148E-12	1.5096384858725646E-18	1.285350701961203E-10	-1.2449220819667469E-12	0.0	0.0	1.2465510855433814E-12	1.2729020150245183E-10	1.2853669879573611E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49.0	1.0	0.0	9.829959765984236E-18	0.0	4.6798383885054664E-4	9.900959046794833E-7	9.588866074455232E-11	1.600890841756674E-14	0.004400006273706887	1.4900616158624618E-4	4.3678310598790886E-13	9.791553908422986E-9	0.0	0.0	1.1210462898812958E-10	0.0	0.0	0.0	0.9887442569167539	0.0128536753399178	0.0	1.6299917833804336E-15	-1.6284821480357754E-15	1.2465525896155734E-12	1.5096385008415454E-18	1.2853506949513004E-10	-1.2449220750531713E-12	0.0	0.0	1.2465510787472243E-12	1.2729020080840379E-10	1.285366980948632E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50.0	1.0	0.0	9.829962922169754E-18	0.0	4.679837103138475E-4	9.900959046789617E-7	9.588866022177195E-11	1.600890964741524E-14	0.00440000640224364	1.4900629012294542E-4	4.3678322357308777E-13	9.791553855034647E-9	0.0	0.0	1.1210468278043165E-10	0.0	0.0	0.0	0.9887442515256418	0.012853675269833342	0.0	1.6299919007201988E-15	-1.6284822653605753E-15	1.2465525828194286E-12	1.5096385158105256E-18	1.285350687941395E-10	-1.2449220681379414E-12	0.0	0.0	1.246551071951064E-12	1.2729020011435536E-10	1.2853669739399003E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51.0	1.0	0.0	9.829966078357029E-18	0.0	4.679835817771491E-4	9.900959046784402E-7	9.588865969899127E-11	1.6008910877264385E-14	0.0044000065307803924	1.4900641865964398E-4	4.36783341158329E-13	9.791553801646279E-9	0.0	0.0	1.1210473657276232E-10	0.0	0.0	0.0	0.988744246134527	0.012853675199748851	0.0	1.6299920180599768E-15	-1.6284823826853862E-15	1.2465525760232798E-12	1.5096385307795045E-18	1.2853506809314847E-10	-1.2449220612260202E-12	0.0	0.0	1.2465510651548994E-12	1.272901994203066E-10	1.285366966931164E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52.0	1.0	0.0	9.829969234546065E-18	0.0	4.6798345324045135E-4	9.900959046779186E-7	9.588865917621032E-11	1.600891210711419E-14	0.004400006659317144	1.4900654719634182E-4	4.3678345874363285E-13	9.791553748257882E-9	0.0	0.0	1.1210479036512166E-10	0.0	0.0	0.0	0.9887442407434092	0.01285367512966432	0.0	1.629992135399767E-15	-1.628482500010209E-15	1.2465525692271274E-12	1.5096385457484828E-18	1.2853506739215705E-10	-1.2449220543107903E-12	0.0	0.0	1.2465510583587316E-12	1.2729019872625742E-10	1.2853669599224245E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53.0	1.0	0.0	9.829972390736863E-18	0.0	4.6798332470375433E-4	9.90095904677397E-7	9.588865865342908E-11	1.600891333696465E-14	0.004400006787853895	1.4900667573303894E-4	4.3678357632899947E-13	9.791553694869456E-9	0.0	0.0	1.1210484415750965E-10	0.0	0.0	0.0	0.9887442353522885	0.01285367505957975	0.0	1.6299922527395706E-15	-1.6284826173350444E-15	1.2465525624309713E-12	1.5096385607174598E-18	1.285350666911653E-10	-1.2449220473972147E-12	0.0	0.0	1.24655105156256E-12	1.2729019803220788E-10	1.2853669529136803E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54.0	1.0	0.0	9.829975546929423E-18	0.0	4.67983196167058E-4	9.900959046768755E-7	9.58886581306476E-11	1.6008914566815767E-14	0.004400006916390645	1.490068042697354E-4	4.367836939144288E-13	9.791553641481004E-9	0.0	0.0	1.1210489794992633E-10	0.0	0.0	0.0	0.9887442299611652	0.012853674989495145	0.0	1.6299923700793865E-15	-1.6284827346598924E-15	1.2465525556348121E-12	1.5096385756864363E-18	1.2853506599017318E-10	-1.2449220404836391E-12	0.0	0.0	1.2465510447663848E-12	1.27290197338158E-10	1.2853669459049327E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55.0	1.0	0.0	9.82997870312374E-18	0.0	4.6798306763036235E-4	9.90095904676354E-7	9.588865760786581E-11	1.6008915796667535E-14	0.004400007044927395	1.4900693280643114E-4	4.3678381149992063E-13	9.791553588092523E-9	0.0	0.0	1.1210495174237165E-10	0.0	0.0	0.0	0.9887442245700389	0.012853674919410505	0.0	1.6299924874192142E-15	-1.6284828519847546E-15	1.2465525488386488E-12	1.5096385906554116E-18	1.285350652891806E-10	-1.244922033571718E-12	0.0	0.0	1.2465510379702057E-12	1.2729019664410775E-10	1.2853669388961812E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56.0	1.0	0.0	9.829981859319824E-18	0.0	4.679829390936674E-4	9.900959046758324E-7	9.588865708508374E-11	1.6008917026519966E-14	0.004400007173464144	1.4900706134312618E-4	4.3678392908547536E-13	9.791553534704011E-9	0.0	0.0	1.121050055348457E-10	0.0	0.0	0.0	0.9887442191789094	0.012853674849325822	0.0	1.6299926047590564E-15	-1.6284829693096302E-15	1.246552542042482E-12	1.5096386056243866E-18	1.2853506458818776E-10	-1.244922026656488E-12	0.0	0.0	1.2465510311740235E-12	1.272901959500571E-10	1.2853669318874269E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57.0	1.0	0.0	9.829985015517666E-18	0.0	4.6798281055697314E-4	9.900959046753108E-7	9.588865656230141E-11	1.600891825637305E-14	0.004400007302000892	1.4900718987982054E-4	4.367840466710926E-13	9.791553481315473E-9	0.0	0.0	1.1210505932734838E-10	0.0	0.0	0.0	0.9887442137877774	0.012853674779241108	0.0	1.6299927220989104E-15	-1.6284830866345153E-15	1.2465525352463115E-12	1.5096386205933603E-18	1.2853506388719448E-10	-1.2449220197429125E-12	0.0	0.0	1.2465510243778376E-12	1.2729019525600612E-10	1.285366924878668E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58.0	1.0	0.0	9.829988171717276E-18	0.0	4.679826820202796E-4	9.900959046747892E-7	9.588865603951879E-11	1.6008919486226793E-14	0.00440000743053764	1.490073184165142E-4	4.3678416425677275E-13	9.791553427926905E-9	0.0	0.0	1.1210511311987977E-10	0.0	0.0	0.0	0.9887442083966423	0.01285367470915635	0.0	1.6299928394387789E-15	-1.6284832039594146E-15	1.2465525284501376E-12	1.5096386355623334E-18	1.2853506318620092E-10	-1.2449220128276825E-12	0.0	0.0	1.2465510175816483E-12	1.2729019456195474E-10	1.2853669178699058E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59.0	1.0	0.0	9.829991327918641E-18	0.0	4.6798255348358674E-4	9.900959046742677E-7	9.58886555167359E-11	1.6008920716081183E-14	0.0044000075590743875	1.4900744695320718E-4	4.3678428184251545E-13	9.791553374538311E-9	0.0	0.0	1.1210516691243984E-10	0.0	0.0	0.0	0.9887442030055046	0.01285367463907156	0.0	1.6299929567786584E-15	-1.6284833212843288E-15	1.24655252165396E-12	1.5096386505313047E-18	1.2853506248520694E-10	-1.2449220059157613E-12	0.0	0.0	1.2465510107854549E-12	1.2729019386790298E-10	1.2853669108611399E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60.0	1.0	0.0	9.829994484121769E-18	0.0	4.679824249468946E-4	9.900959046737461E-7	9.588865499395273E-11	1.600892194593623E-14	0.004400007687611134	1.4900757548989943E-4	4.367843994283208E-13	9.791553321149687E-9	0.0	0.0	1.1210522070502853E-10	0.0	0.0	0.0	0.9887441976143639	0.012853674568986728	0.0	1.629993074118551E-15	-1.628483438609255E-15	1.2465525148577788E-12	1.5096386655002753E-18	1.2853506178421258E-10	-1.2449219990005314E-12	0.0	0.0	1.2465510039892578E-12	1.2729019317385086E-10	1.2853669038523698E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61.0	1.0	0.0	9.829997640326656E-18	0.0	4.6798229641020316E-4	9.900959046732246E-7	9.588865447116927E-11	1.6008923175791933E-14	0.004400007816147879	1.4900770402659095E-4	4.367845170141887E-13	9.791553267761033E-9	0.0	0.0	1.1210527449764587E-10	0.0	0.0	0.0	0.9887441922232202	0.012853674498901863	0.0	1.6299931914584564E-15	-1.6284835559341929E-15	1.2465525080615938E-12	1.5096386804692451E-18	1.285350610832178E-10	-1.2449219920869559E-12	0.0	0.0	1.246550997193057E-12	1.2729019247979837E-10	1.285366896843596E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62.0	1.0	0.0	9.830000796533306E-18	0.0	4.6798216787351243E-4	9.90095904672703E-7	9.588865394838555E-11	1.6008924405648295E-14	0.004400007944684625	1.490078325632818E-4	4.3678463460011943E-13	9.791553214372353E-9	0.0	0.0	1.1210532829029193E-10	0.0	0.0	0.0	0.9887441868320739	0.01285367442881696	0.0	1.6299933087983748E-15	-1.6284836732591442E-15	1.2465525012654054E-12	1.5096386954382144E-18	1.2853506038222268E-10	-1.2449219851733803E-12	0.0	0.0	1.2465509903968529E-12	1.2729019178574553E-10	1.2853668898348192E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63.0	1.0	0.0	9.830003952741713E-18	0.0	4.6798203933682246E-4	9.900959046721814E-7	9.588865342560153E-11	1.600892563550531E-14	0.0044000080732213695	1.4900796109997192E-4	4.367847521861127E-13	9.791553160983645E-9	0.0	0.0	1.1210538208296664E-10	0.0	0.0	0.0	0.9887441814409246	0.012853674358732019	0.0	1.629993426138305E-15	-1.6284837905841074E-15	1.246552494469213E-12	1.5096387104071825E-18	1.2853505968122718E-10	-1.2449219782598047E-12	0.0	0.0	1.2465509836006453E-12	1.2729019109169232E-10	1.2853668828260383E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64.0	1.0	0.0	9.83000710895189E-18	0.0	4.6798191080013314E-4	9.900959046716599E-7	9.588865290281725E-11	1.6008926865362983E-14	0.004400008201758113	1.4900808963666135E-4	4.3678486977216887E-13	9.791553107594908E-9	0.0	0.0	1.1210543587567005E-10	0.0	0.0	0.0	0.9887441760497726	0.012853674288647043	0.0	1.6299935434782499E-15	-1.6284839079090848E-15	1.2465524876730173E-12	1.5096387253761496E-18	1.285350589802314E-10	-1.2449219713462292E-12	0.0	0.0	1.2465509768044339E-12	1.2729019039763875E-10	1.2853668758172537E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65.0	1.0	0.0	9.83001026516382E-18	0.0	4.679817822634445E-4	9.900959046711383E-7	9.588865238003269E-11	1.6008928095221308E-14	0.004400008330294856	1.490082181733501E-4	4.3678498735828745E-13	9.79155305420614E-9	0.0	0.0	1.1210548966840209E-10	0.0	0.0	0.0	0.9887441706586173	0.012853674218562025	0.0	1.6299936608182058E-15	-1.628484025234074E-15	1.246552480876818E-12	1.5096387403451158E-18	1.2853505827923511E-10	-1.2449219644309993E-12	0.0	0.0	1.246550970008219E-12	1.2729018970358477E-10	1.285366868808465E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66.0	1.0	0.0	9.830013421377513E-18	0.0	4.679816537267566E-4	9.900959046706168E-7	9.588865185724785E-11	1.6008929325080292E-14	0.004400008458831599	1.4900834671003816E-4	4.367851049444688E-13	9.791553000817346E-9	0.0	0.0	1.121055434611628E-10	0.0	0.0	0.0	0.9887441652674595	0.012853674148476971	0.0	1.6299937781581754E-15	-1.6284841425590759E-15	1.246552474080615E-12	1.5096387553140814E-18	1.285350575782385E-10	-1.2449219575174237E-12	0.0	0.0	1.2465509632120005E-12	1.2729018900953045E-10	1.2853668617996727E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67.0	1.0	0.0	9.830016577592968E-18	0.0	4.679815251900694E-4	9.900959046700952E-7	9.588865133446275E-11	1.600893055493993E-14	0.00440000858736834	1.490084752467255E-4	4.367852225307128E-13	9.791552947428524E-9	0.0	0.0	1.1210559725395223E-10	0.0	0.0	0.0	0.9887441598762986	0.01285367407839188	0.0	1.629993895498157E-15	-1.6284842598840903E-15	1.2465524672844088E-12	1.5096387702830458E-18	1.2853505687724155E-10	-1.2449219506005394E-12	0.0	0.0	1.2465509564157783E-12	1.2729018831547574E-10	1.2853668547908773E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68.0	1.0	0.0	9.830019733810186E-18	0.0	4.679813966533829E-4	9.900959046695736E-7	9.588865081167732E-11	1.6008931784800224E-14	0.00440000871590508	1.4900860378341216E-4	4.367853401170195E-13	9.791552894039671E-9	0.0	0.0	1.1210565104677028E-10	0.0	0.0	0.0	0.9887441544851349	0.012853674008306752	0.0	1.6299940128381527E-15	-1.6284843772091182E-15	1.2465524604881982E-12	1.5096387852520095E-18	1.285350561762442E-10	-1.2449219436902726E-12	0.0	0.0	1.2465509496195526E-12	1.2729018762142067E-10	1.2853668477820772E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69.0	1.0	0.0	9.830022890029163E-18	0.0	4.6798126811669705E-4	9.90095904669052E-7	9.588865028889164E-11	1.600893301466117E-14	0.00440000884444182	1.490087323200981E-4	4.367854577033889E-13	9.791552840650793E-9	0.0	0.0	1.12105704839617E-10	0.0	0.0	0.0	0.9887441490939683	0.012853673938221587	0.0	1.6299941301781602E-15	-1.6284844945341587E-15	1.2465524536919843E-12	1.5096388002209718E-18	1.2853505547524649E-10	-1.244921936776697E-12	0.0	0.0	1.246550942823323E-12	1.2729018692736524E-10	1.2853668407732735E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70.0	1.0	0.0	9.830026046249902E-18	0.0	4.6798113958001195E-4	9.900959046685305E-7	9.588864976610567E-11	1.6008934244522775E-14	0.004400008972978558	1.490088608567833E-4	4.3678557528982085E-13	9.791552787261884E-9	0.0	0.0	1.1210575863249239E-10	0.0	0.0	0.0	0.988744143702799	0.012853673868136383	0.0	1.6299942475181802E-15	-1.6284846118592118E-15	1.2465524468957668E-12	1.5096388151899335E-18	1.2853505477424837E-10	-1.2449219298631215E-12	0.0	0.0	1.24655093602709E-12	1.2729018623330942E-10	1.2853668337644667E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71.0	1.0	0.0	9.830029202472401E-18	0.0	4.6798101104332757E-4	9.90095904668009E-7	9.588864924331945E-11	1.6008935474385032E-14	0.004400009101515296	1.4900898939346785E-4	4.367856928763155E-13	9.791552733872947E-9	0.0	0.0	1.1210581242539645E-10	0.0	0.0	0.0	0.9887441383116267	0.012853673798051145	0.0	1.629994364858213E-15	-1.6284847291842767E-15	1.246552440099546E-12	1.509638830158894E-18	1.2853505407324987E-10	-1.2449219229478915E-12	0.0	0.0	1.2465509292308528E-12	1.2729018553925326E-10	1.2853668267556555E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72.0	1.0	0.0	9.830032358696663E-18	0.0	4.679808825066439E-4	9.900959046674874E-7	9.588864872053291E-11	1.6008936704247948E-14	0.004400009230052033	1.4900911793015167E-4	4.3678581046287297E-13	9.791552680483981E-9	0.0	0.0	1.1210586621832922E-10	0.0	0.0	0.0	0.9887441329204514	0.012853673727965868	0.0	1.6299944821982598E-15	-1.6284848465093567E-15	1.246552433303321E-12	1.509638845127854E-18	1.2853505337225109E-10	-1.2449219160359703E-12	0.0	0.0	1.2465509224346127E-12	1.272901848451967E-10	1.2853668197468415E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73.0	1.0	0.0	9.830035514922683E-18	0.0	4.6798075396996085E-4	9.900959046669658E-7	9.588864819774615E-11	1.600893793411152E-14	0.004400009358588769	1.490092464668348E-4	4.367859280494929E-13	9.791552627094988E-9	0.0	0.0	1.1210592001129061E-10	0.0	0.0	0.0	0.9887441275292734	0.012853673657880555	0.0	1.6299945995383174E-15	-1.6284849638344476E-15	1.246552426507093E-12	1.509638860096813E-18	1.285350526712518E-10	-1.2449219091207404E-12	0.0	0.0	1.246550915638369E-12	1.272901841511398E-10	1.285366812738023E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74.0	1.0	0.0	9.830038671150468E-18	0.0	4.6798062543327847E-4	9.900959046664443E-7	9.588864767495907E-11	1.6008939163975746E-14	0.004400009487125505	1.4900937500351722E-4	4.3678604563617565E-13	9.791552573705967E-9	0.0	0.0	1.1210597380428068E-10	0.0	0.0	0.0	0.9887441221380926	0.012853673587795201	0.0	1.6299947168783889E-15	-1.628485081159552E-15	1.246552419710861E-12	1.5096388750657708E-18	1.2853505197025222E-10	-1.2449219022071649E-12	0.0	0.0	1.2465509088421214E-12	1.272901834570825E-10	1.2853668057292008E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75.0	1.0	0.0	9.830041827380013E-18	0.0	4.679804968965968E-4	9.900959046659227E-7	9.588864715217172E-11	1.600894039384063E-14	0.00440000961566224	1.4900950354019898E-4	4.36786163222921E-13	9.791552520316916E-9	0.0	0.0	1.1210602759729943E-10	0.0	0.0	0.0	0.9887441167469089	0.012853673517709814	0.0	1.6299948342184725E-15	-1.628485198484669E-15	1.2465524129146254E-12	1.5096388900347281E-18	1.2853505126925222E-10	-1.2449218952935893E-12	0.0	0.0	1.2465509020458702E-12	1.2729018276302484E-10	1.2853667987203746E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76.0	1.0	0.0	9.830044983611321E-18	0.0	4.6798036835991587E-4	9.900959046654012E-7	9.588864662938407E-11	1.6008941623706164E-14	0.004400009744198974	1.4900963207688004E-4	4.367862808097291E-13	9.791552466927837E-9	0.0	0.0	1.1210608139034689E-10	0.0	0.0	0.0	0.9887441113557222	0.012853673447624388	0.0	1.6299949515585704E-15	-1.6284853158097987E-15	1.246552406118386E-12	1.5096389050036839E-18	1.2853505056825186E-10	-1.244921888381668E-12	0.0	0.0	1.2465508952496153E-12	1.2729018206896683E-10	1.2853667917115456E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77.0	1.0	0.0	9.830048139844393E-18	0.0	4.6798023982323565E-4	9.900959046648796E-7	9.588864610659619E-11	1.6008942853572362E-14	0.004400009872735707	1.4900976061356039E-4	4.367863983966001E-13	9.79155241353873E-9	0.0	0.0	1.1210613518342305E-10	0.0	0.0	0.0	0.9887441059645327	0.012853673377538923	0.0	1.629995068898681E-15	-1.6284854331349433E-15	1.2465523993221436E-12	1.5096389199726397E-18	1.2853504986725127E-10	-1.2449218814647838E-12	0.0	0.0	1.246550888453357E-12	1.2729018137490842E-10	1.2853667847027132E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78.0	1.0	0.0	9.830051296079218E-18	0.0	4.679801112865561E-4	9.90095904664358E-7	9.5888645583808E-11	1.6008944083439207E-14	0.004400010001272441	1.4900988915024E-4	4.3678651598353333E-13	9.791552360149595E-9	0.0	0.0	1.1210618897652775E-10	0.0	0.0	0.0	0.9887441005733403	0.012853673307453423	0.0	1.6299951862388025E-15	-1.6284855504600974E-15	1.246552392525897E-12	1.5096389349415937E-18	1.285350491662501E-10	-1.2449218745512083E-12	0.0	0.0	1.246550881657095E-12	1.2729018068084968E-10	1.2853667776938754E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79.0	1.0	0.0	9.830054452315811E-18	0.0	4.679799827498773E-4	9.900959046638365E-7	9.588864506101952E-11	1.600894531330671E-14	0.004400010129809173	1.4901001768691892E-4	4.3678663357052947E-13	9.79155230676043E-9	0.0	0.0	1.121062427696612E-10	0.0	0.0	0.0	0.988744095182145	0.012853673237367884	0.0	1.6299953035789386E-15	-1.6284856677852649E-15	1.2465523857296468E-12	1.5096389499105472E-18	1.2853504846524868E-10	-1.2449218676376327E-12	0.0	0.0	1.2465508748608292E-12	1.2729017998679053E-10	1.285366770685035E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80.0	1.0	0.0	9.83005760855416E-18	0.0	4.679798542131992E-4	9.90095904663315E-7	9.588864453823077E-11	1.6008946543174868E-14	0.004400010258345905	1.4901014622359715E-4	4.3678675115758817E-13	9.791552253371235E-9	0.0	0.0	1.121062965628233E-10	0.0	0.0	0.0	0.9887440897909465	0.012853673167282304	0.0	1.6299954209190858E-15	-1.6284857851104466E-15	1.246552378933393E-12	1.5096389648794995E-18	1.2853504776424684E-10	-1.2449218607240571E-12	0.0	0.0	1.2465508680645598E-12	1.2729017929273099E-10	1.2853667636761904E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
