time	compartment	aspp	asa	hs	hsp	phos	thr	asp	nadp	nadph	adp	atp	vak	vasd	vhdh	vtsy	vhk	vnadph_endo	vatpase
0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	10.0	0.030286442205199826	0.0	0.0	0.0	0.0	0.0021816	0.008282
1.0	1.0	0.004822268976307503	0.018846728454687444	0.005359218472359111	1.5308800541388184E-4	0.032651298746311674	2.0000051319069296	1.9708135641843072	0.03204826074204431	1.9679517392579584	0.03762665572803311	9.962373344271938	0.028619661845911602	0.027979752027452384	0.011117098569195478	2.1421742010340704E-5	4.919469142544121E-4	0.0021466417571825813	0.008282
2.0	1.0	0.005245351385216202	0.031864383258273704	0.01902239132688425	0.0011480589086033356	0.06876510082619296	2.0000831336662186	1.942636681454808	0.07666104804121883	1.923338951958781	0.07515851112001264	9.924841488879965	0.02773935790955799	0.027466061758204333	0.017603089007593227	1.6013519996928725E-4	0.0017276436942188496	0.002097978128796638	0.008282
3.0	1.0	0.00542688477595954	0.039576031550288104	0.03597350220069403	0.003317551049452942	0.10447210557847153	2.0003795103890196	1.9153265200345877	0.12527834502771018	1.87472165497229	0.11321654140388429	9.886783458596081	0.026885040055132457	0.02678035822529074	0.020863707215609165	4.595392599744026E-4	0.0032227182161384	0.002044946381243774	0.008282
4.0	1.0	0.005480063297260307	0.04422199281007138	0.05375460782763167	0.00663266372125169	0.13984196337727722	2.0010523495091617	1.8888583228346223	0.17548006130062832	1.8245199386993722	0.15195469039578935	9.848045309604165	0.026055448625463024	0.026045369700557642	0.02247743688385126	9.09121636786467E-4	0.004746986185468978	0.0019901863491332754	0.008282
5.0	1.0	0.005460247061504467	0.047008398893113194	0.07115822821498226	0.01092831862468574	0.17497948963662854	2.0022372719519215	1.8632075352537898	0.22599748689206886	1.7740025131079311	0.191368055322819	9.808631944677142	0.025250070235087654	0.025294015158562715	0.023178224888227256	0.0014778659307595268	0.006196992527331351	0.0019350819412981314	0.008282
6.0	1.0	0.005398822719517907	0.048630215653606375	0.08758123838422548	0.016003438154381842	0.209978538495947	2.004035823151865	1.8383504619363995	0.27612035224277737	1.7238796477572238	0.231380799369847	9.768619200630114	0.02446788272524575	0.02454264649749521	0.023348181193005964	0.0021304965979262527	0.007528844929695947	0.0018804079197735797	0.008282
7.0	1.0	0.005314130597868539	0.049506125283344755	0.1027365635789366	0.021663458197465	0.2449107691720401	2.006515311056145	1.8142644112862352	0.325439351482221	1.6745606485177813	0.2718883579673741	9.72811164203259	0.023707860982652602	0.023799428887316378	0.023201080800244942	0.0028347834605590176	0.008727669871337407	0.001826610755403196	0.008282
8.0	1.0	0.005217228277609273	0.04989581582755346	0.11650928925782969	0.027736334726523624	0.2798246500873843	2.009713605137737	1.7909277267727393	0.3737170126054016	1.6262829873946	0.31277821309151804	9.687221786908434	0.02296899530497653	0.023068840140076166	0.022862209695679186	0.003564191362785551	0.009792763644811308	0.00177394948265003	0.008282
9.0	1.0	0.0051148664088454315	0.04996398376562943	0.12887974554211618	0.03407657540020085	0.31474850099487167	2.01364509814346	1.76831973073974	0.42081771010109786	1.5791822898989045	0.3539399428039187	9.64606005719603	0.022250340367075218	0.022353240219611895	0.022407437749214384	0.0042982390493992734	0.010730111037693325	0.0017225720418217252	0.008282
10.0	1.0	0.005011195556896418	0.04981681948713299	0.1398808155957729	0.04056403497460384	0.34969462789595335	2.018306478919217	1.7464206554663666	0.46666781624213743	1.5333321837578657	0.3952698584274544	9.604730141572505	0.021551013485202455	0.02165377986906421	0.02188376141336112	0.005021847486509396	0.01154856902461057	0.00167255874604308	0.008282
11.0	1.0	0.004908752044097629	0.04952369717245229	0.14957353235879278	0.047100780835341374	0.384663317556699	2.023681653595052	1.7252115839942546	0.5112321042000495	1.4887678957999544	0.436672850436139	9.563327149563824	0.020870201393355395	0.0209708475782491	0.021320764255821908	0.005724361295071996	0.012257914787696327	0.0016239480207385904	0.008282
12.0	1.0	0.004809084756732784	0.04913039777108935	0.15803290802317752	0.05360753991621457	0.41964618917499724	2.0297456717322526	1.7046743978005219	0.5544993427026873	1.4455006572973201	0.4780628138479455	9.521937186152007	0.0202071213364071	0.020304464365169004	0.02073726848087972	0.006398567072893535	0.01286786622744516	0.001576752116979917	0.008282
13.0	1.0	0.004713104369340682	0.04866739376977797	0.1653396602092972	0.060020373976939365	0.4546288843567002	2.0364677282003365	1.6847917394742968	0.5964733665373746	1.4035266334626337	0.519362362702981	9.480637637296972	0.019561033101664183	0.019654385018693404	0.020145334090529578	0.00703984000286836	0.013387615831096033	0.001530966851781041	0.008282
14.0	1.0	0.00462132085138255	0.04815508954884355	0.17157540979177358	0.06628781086500465	0.48959309669267304	2.043813393243518	1.6655469756994676	0.6371674220959761	1.3628325779040311	0.5605022284090615	9.439497771590895	0.01893122359401571	0.019020240738424277	0.01955270716839247	0.007645453582266854	0.013825636158676055	0.0014865777759777172	0.008282
15.0	1.0	0.004533977014692727	0.047607208619003534	0.17681994779052237	0.0723684716335832	0.5245180896260705	2.051746230791476	1.646924164150713	0.6766005710926823	1.323399428907325	0.6014205382743474	9.398579461725612	0.018317021207198574	0.018401566165167887	0.01896435538453039	0.008214044571926095	0.01418962718159935	0.00144356409705211	0.008282
16.0	1.0	0.004451138951454724	0.04703299736618395	0.18114974551765117	0.07822915193402517	0.5593817947920664	2.060228949987097	1.6289080162435792	0.7147953754588728	1.285204624541134	0.6420620856775473	9.357937914322417	0.01771780313174041	0.017797838352413865	0.018383441143834944	0.00874520931007689	0.014486535378936401	0.001401901204449469	0.008282
17.0	1.0	0.004372779333341567	0.04643865641050125	0.18463721179057072	0.08384329006656878	0.5941615749341265	2.069224208333234	1.611483854065773	0.7517763825827514	1.2482236174172567	0.6823776443340375	9.31762235566591	0.017132956512441514	0.017208599881023544	0.01781194023527529	0.0092392047310849	0.014722606516998471	0.0013615623218787437	0.008282
18.0	1.0	0.004298774643089096	0.045828344446454415	0.18735039667396272	0.08918975393215225	0.6288348077996749	2.0786951563735405	1.594637573930788	0.7875691982851134	1.2124308017148966	0.7223233363749154	9.27767666362503	0.016561956017658936	0.016633318027560434	0.017251059651179932	0.009696730145316579	0.014903451648333553	0.0013225195185106093	0.008282
19.0	1.0	0.004228972680058736	0.04520479858903883	0.18935296057995485	0.09425188086021467	0.6633792352638644	2.088605797617316	1.5783555896734045	0.8221998440884021	1.1778001559116063	0.7618600888041372	9.238139911195821	0.016004291481587746	0.016071561582325467	0.016701493707450936	0.010118769566709257	0.015034115728639207	0.00128474441006838	0.008282
20.0	1.0	0.0041631821982411115	0.04456980405185461	0.19070429277396406	0.09901671963627517	0.6977732435370878	2.098921213537488	1.5626247878021686	0.8556943977175689	1.1443056022824405	0.8009531453716043	9.199046854628358	0.015459522383197715	0.015522904444332086	0.016163607991467228	0.010506479138642083	0.015119143184080369	0.001248208550969686	0.008282
21.0	1.0	0.004101189730500034	0.043924501041559885	0.19145971424739455	0.10347443091355492	0.731996032772042	2.1096076932847576	1.5474324707822258	0.8880787660689824	1.1119212339310276	0.8395716534160967	9.160428346583862	0.014927272870864013	0.014986952883412355	0.015637556278518448	0.010861107642680745	0.01516263823703903	0.001212883681971965	0.008282
22.0	1.0	0.00404278756123727	0.043269587378649235	0.19167071942734498	0.10761781055068638	0.7660277127658026	2.120632797704551	1.532766297377523	0.9193785462223679	1.0806214537776417	0.8776883108777256	9.122311689122235	0.014407185778722726	0.01446342634090032	0.015123355278597027	0.011183941057832148	0.015168318866812145	0.0011787418817806516	0.008282
23.0	1.0	0.003987741030066834	0.04260550440405372	0.19138523340316335	0.11144191151372156	0.7998494003017748	2.131965375490411	1.5186142341585793	0.9496190022741557	1.0503809977258551	0.9152790528455629	9.084720947154402	0.013899012379726067	0.01395201374540963	0.014620946965461144	0.01147626476522861	0.015139564499921794	0.0011457555923193629	0.008282
24.0	1.0	0.00393582819633042	0.04193252363566503	0.19064786943729578	0.11494374036650586	0.8334432325541521	2.143575549557333	1.5049644888068634	0.9788250331250624	1.0211749668749492	0.9523228011169883	9.047677198882962	0.013402527520962597	0.013452510331779018	0.014130226832882384	0.011739338312417118	0.015079457802861719	0.0011138976538671947	0.008282
25.0	1.0	0.00388682949419252	0.041250839303536325	0.1895001756332298	0.11812201342923893	0.8667923936873639	2.1554346826606716	1.491805459479125	1.0070212022869591	0.9929787977130513	0.9888012366107957	9.01119876338916	0.012917556948015134	0.012964766288208996	0.01365107091160105	0.011974379317162324	0.014990820934966837	0.0010831412725453963	0.008282
26.0	1.0	0.0038405163129040572	0.040560640520580483	0.18798086934079977	0.12097696008478302	0.8998811294016111	2.167515329727715	1.479125684013212	1.0342317904843814	0.9657682095156279	1.0246986057992984	8.975301394200645	0.012444013319496124	0.012488633686250639	0.013183354538623267	0.012182553950556218	0.014876247092602681	0.001053459962939647	0.008282
27.0	1.0	0.0037966831892363457	0.039862135005576615	0.1861260540283702	0.1235101614328877	0.9326947188519484	2.1797911841925486	1.4669137821513767	1.0604808233880072	0.9395191766120019	1.0600015634740714	8.939998436525865	0.0119818069216854	0.012024077834689454	0.012726956395702843	0.012364971996203528	0.014738127727437222	0.0010248275178483717	0.008282
28.0	1.0	0.0037551165255684483	0.03915560610441505	0.18396941896623134	0.12572441835063683	0.9652194838404226	2.1922370202095625	1.4551584198435827	1.0857921487903268	0.9142078512096811	1.094699018716628	8.905300981283311	0.011530933034130272	0.011571050709906458	0.012281770884561009	0.012522685272200476	0.014578676032313316	9.9721792409952E-4	0.008282
29.0	1.0	0.003715614813455756	0.038441424114080636	0.18154242246974314	0.12762364139659313	0.9974427578133293	2.2048286349164496	1.443848262289674	1.1101894789217237	0.8898105210782826	1.1287820140233784	8.871217985976568	0.011091412221495045	0.011129557353407054	0.011847707572752598	0.01265668833369216	0.014399947244678349	9.706053163921907E-4	0.008282
30.0	1.0	0.0036779921710905026	0.03772006111038521	0.1788744565641854	0.12921275768179602	1.0293528602874291	2.2175427924655238	1.4329719400070147	1.1336964365306166	0.8663035634693909	1.1622436101403155	8.837756389859635	0.010663272826893166	0.010699659206048715	0.011424691710484661	0.012767920752094252	0.01420385598357623	9.449639270324116E-4	0.008282
31.0	1.0	0.003642057231221171	0.036992115668066476	0.1759929976525273	0.13049763173503878	1.0609390855958432	2.2303571702700986	1.4225180274430453	1.1563366152318737	0.8436633847681333	1.1950787745621028	8.804921225437852	0.010246615761727652	0.01028138687606915	0.011012667277483432	0.012857270526047598	0.013992191237447268	9.202680201050798E-4	0.008282
32.0	1.0	0.003607647381419529	0.03625829578272897	0.17292373999993513	0.13148499550692766	1.09219165093729	2.2432503098238388	1.412475011505146	1.1781335910634978	0.8218664089365079	1.227284293825634	8.772715706174319	0.009841495893944133	0.009874856419227617	0.01061158969070618	0.012925578135330122	0.013766629050346379	8.964918788679429E-4	0.008282
33.0	1.0	0.0035745903917143588	0.03551944299048353	0.1696907174124724	0.1321823867385185	1.1231016892704677	2.2562015710644894	1.4028312914023209	1.1991109754233296	0.8008890245766779	1.2588586664006978	8.741141333599241	0.009448047057747055	0.009480119634391805	0.010221429358018733	0.012973641095849597	0.013528743436880859	8.736097480082403E-4	0.008282
34.0	1.0	0.003542743249629818	0.03477650417462468	0.16631640985003188	0.132598091878692	1.1536611899857752	2.269191092041204	1.3935751588058156	1.2192924052324616	0.7807075947675439	1.2898020251140965	8.710197974885844	0.009066341035096008	0.009097296606501352	0.009842162718503153	0.013002218701639829	0.013280015507155997	8.51595844372437E-4	0.008282
