time	cellMembrane	nucleus	Ctelo	Utelo	Cdc13	Rad17Utelo	Rad17	Rad24	RPA	Mec1	ssDNA	RPAssDNA	RPAssDNA1	RPAssDNA2	Mec1RPAssDNA	ExoXI	ExoXA	Exo1I	Exo1A	Rad9I	Rad9A	Rad53I	Rad53A	Chk1I	Chk1A	Dun1I	Dun1A	ATP	ADP	Rad9Kin	recovery	G1	S	G2	M	G1cyclin	Scyclin	G2cyclin	Mcyclin	G1CdkI	G1CdkA	SCdkI	SCdkA	G2CdkI	G2CdkA	MCdkI	MCdkA	G1Soff	G1Son	SG2off	SG2on	G2Moff	G2Mon	MG1off	MG1on	sink	budscar	kalive	Capping	Uncapping	Rad17binding	ExoXactivation	ExoXactivity	Exo1activation	Exo1Rad24dependentActivation	Exo1Rad17independentActivity	Exo1Rad17dependentActivity	RPAbinding1	RPAbinding2	RPAbinding	Mec1binding	Rad9activation	ExoXinhibition	ExoXinhibition2	Rad53activation	Chk1Activation	Exo1inhibition	Dun1activation	Chk1cellArrest	Dun1cellArrest	SDNArepair1	G2DNArepair1	SDNArepair2	G2DNArepair2	Recovery	G1cyclinSynthesis	ScyclinSynthesis	G2cyclinSynthesis	McyclinSynthesis	G1toSGenesOn	StoG2GenesOn	G2toMGenesOn	MtoG1GenesOn	G1cyclinDegradation	ScyclinDegradation	G2cyclinDegradation	McyclinDegradation	G1toSProgession	StoG2Progession	G2toMProgession	MtoG1Progession
10.0	1.0	1.0	63.872582483925655	0.12737876031450904	300.12741751607444	3.875575985710342E-5	69.99996124424017	70.0	3999.9971719881396	3999.999997824216	1.7216653091879769E-4	9.89419481585115E-8	0.002730354142497567	9.53829909779671E-5	2.1757855153732638E-6	69.99997701924383	2.298075623708982E-5	471.9050071527855	198.0949928472142	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999961244237	1000.0000387557596	0.0	0.0	1.0	0.0	0.0	0.0	1.5904382850764889	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.019114929189796317	0.024590944256311375	6.2415557916852835E-6	2.7129022993605718E-5	2.671910010177854E-13	0.023595250357639277	16.516675250347493	7.569928384016904E-4	2.3031965915043757E-7	6.886656367861994E-4	4.700756008935747E-5	1.6421758665335573E-6	1.5830711696750788E-6	0.0	0.0	2.2980756237089823E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019085259420917864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	1.0	1.0	63.867498192874045	0.13245668228504362	300.13250180712606	4.5124840924026936E-5	69.99995487515909	70.0	3999.9964444116695	3999.9999956924594	1.9139087625564218E-4	1.725915699622125E-7	0.003402138526205405	1.4896967170299015E-4	4.307541965439046E-6	69.99997276590432	2.7234095738825275E-5	455.6512472056159	214.3487527943838	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999954875155	1000.0000451248408	0.0	0.0	1.0	0.0	0.0	0.0	1.7484349421807475	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.01987727771764089	0.024588986804256505	6.490373238243866E-6	3.15873763574765E-5	3.6868027137726306E-13	0.022782562360280798	15.947793652196557	8.517577394124315E-4	2.901736011633043E-7	7.655628245154026E-4	6.511382736735315E-5	2.851143600275063E-6	2.7614651164216194E-6	0.0	0.0	2.7234095738825278E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020981219306168966	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.0	1.0	1.0	63.86312345401887	0.1368248210704231	300.1368765459813	5.172491072885779E-5	69.99994827508928	70.0	3999.9956428073965	3999.999992117339	2.0916152894648885E-4	2.806131251987293E-7	0.004128263203686678	2.2076612617573678E-4	7.882661598399517E-6	69.99996832223194	3.1677768118647994E-5	439.957312805277	230.0426871947227	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999948275086	1000.0000517249106	0.0	0.0	1.0	0.0	0.0	0.0	1.9062421170087909	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.020533087215019778	0.024587302529797263	6.70441126681507E-6	3.62074211249032E-5	4.915589184079574E-13	0.02199786564026385	15.398505948184695	9.442664854193173E-4	3.5696812376920763E-7	8.366452044288885E-4	8.634738435766358E-5	4.617578049051058E-6	4.489809994331756E-6	0.0	0.0	3.1677768118647994E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002287490540410549	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.0	1.0	1.0	63.859359108488846	0.1405823678283645	300.14064089151134	5.852368281738273E-5	69.99994147631719	70.0	3999.994773177473	3999.9999864895517	2.253960671566679E-4	4.30343802612599E-7	0.004899725266999578	3.131564691612575E-4	1.351044848335412E-5	69.99996371482065	3.628517939613396E-5	424.80392214485545	245.19607785514418	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999941476313	1000.0000585236827	0.0	0.0	1.0	0.0	0.0	0.0	2.06386003680291	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.021097240989025753	0.024585853256768205	6.888530250973254E-6	4.0966556736744644E-5	6.370626989853524E-13	0.021240196107242773	14.868137275069941	0.0010341073562131252	4.304933246538222E-7	9.015830905214302E-4	1.1043788053298593E-4	7.0584236553615806E-6	6.885500818545033E-6	0.0	0.0	3.628517939613396E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024766320441634918	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.0	1.0	1.0	63.856119845472094	0.14381466114672026	300.1438801545282	6.549338122188043E-5	69.9999345066188	70.0	3999.993841721545	3999.999978087936	2.4007635139623477E-4	6.283400144429588E-7	0.005707641701577888	4.2809635029357647E-4	2.1912064086284063E-5	69.99995896655508	4.103344495176236E-5	410.17245726746387	259.82754273253573	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999934506613	1000.0000654933809	0.0	0.0	1.0	0.0	0.0	0.0	2.2212889285329838	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.021582545209842645	0.024584606140506754	7.046911787569191E-6	4.58453399811258E-5	8.062257159218451E-13	0.020508622863373193	14.356036004361236	0.001121010300439938	5.105095292437917E-7	9.603039271279167E-4	1.3702697947918163E-4	1.0277580982452628E-5	1.0053440176014435E-5	0.0	0.0	4.103344495176236E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266554671423958	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15.0	1.0	1.0	63.853332264444774	0.14659512544634512	300.1466677355555	7.261010891351361E-5	69.9999273898911	70.0	3999.992854610485	3999.999966095273	2.532329403665435E-4	8.799302970017699E-7	0.006543546287588963	5.670585703384793E-4	3.390472735136647E-5	69.99995409712628	4.5902873760273195E-5	396.04494074511916	273.95505925488044	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999927389885	1000.0000726101085	0.0	0.0	1.0	0.0	0.0	0.0	2.378529018897029	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.022000019204498115	0.024583532921811237	7.18315367848364E-6	5.0827042909332927E-5	9.999037989530107E-13	0.01980224703725596	13.86157292607917	0.0012048142883439032	5.967572006971483E-7	0.0010129299520181773	1.657041466830733E-4	1.4359790912686154E-5	1.4078884632693133E-5	0.0	0.0	4.59028737602732E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028542348226764346	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16.0	1.0	1.0	63.85093325107889	0.14898689560257186	300.14906674892137	7.985331856044383E-5	69.99992014668148	70.0	3999.991817814293	3999.999949619838	2.64932028626127E-4	1.1891807012299872E-6	0.007399594431930422	7.31021933403925E-4	5.038016205098316E-5	69.99994912346602	5.0876534022861365E-5	382.4040164343012	287.5959835656984	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999920146674	1000.0000798533181	0.0	0.0	1.0	0.0	0.0	0.0	2.53558053432023	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.022359138836465463	0.02458260930166537	7.300349537125494E-6	5.589728236570993E-5	1.2187980235736422E-12	0.01912020082171506	13.384140575200544	0.0012854409833766504	6.889648107712766E-7	0.0010597259467814502	1.9603895638619208E-4	1.9367112378689538E-5	1.902689098003533E-5	0.0	0.0	5.0876534022861365E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030426966411842755	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17.0	1.0	1.0	63.84886849111069	0.15104430356095733	300.15113150888953	8.720532837534207E-5	69.99991279467167	70.0	3999.9907369940343	3999.999927718023	2.752613963781727E-4	1.5585125318859349E-6	0.008268681849398085	9.204836283043066E-4	7.228197648728634E-5	69.99994406014515	5.5939854875659426E-5	369.23292470284485	300.76707529715475	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999912794663	1000.000087205328	0.0	0.0	1.0	0.0	0.0	0.0	2.6924437009567947	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.022668059310896767	0.024581814369077616	7.4011616326652225E-6	6.104368108020534E-5	1.4634760241102579E-12	0.018461646235142244	12.92315236459957	0.0013628746026697425	7.868547469733884E-7	0.001101043035764734	2.2760489120721684E-4	2.5337360887029033E-5	2.493620005956549E-5	0.0	0.0	5.593985487565943E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032309324411481533	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18.0	1.0	1.0	63.84709126107781	0.152814087994038	300.1529087389224	9.465092817882094E-5	69.99990534907187	70.0	3999.9896174272167	3999.999899418805	2.843232267873798E-4	1.9889090523549262E-6	0.009144503512213721	0.0011354991683450633	1.0058119457649925E-4	69.99993891969801	6.108030202687465E-5	356.51548316841325	313.4845168315863	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999905349061	1000.0000946509278	0.0	0.0	1.0	0.0	0.0	0.0	2.8491187446897115	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.022933796503848074	0.024581130135514953	7.487880163286683E-6	6.625559191210189E-5	1.734392184085921E-12	0.017825774158420665	12.478041910894463	0.0014371455161961155	8.901480146339657E-7	0.001137289955142923	2.599994745961133E-4	3.2284878755825456E-5	3.182254403749142E-5	0.0	0.0	6.108030202687465E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034189424936276534	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19.0	1.0	1.0	63.84556136778533	0.15433645518073444	300.15443863221486	1.0217703396587034E-4	69.99989782296609	70.0	3999.988463967957	3999.999863746401	2.92226016807795E-4	2.4800053439580836E-6	0.010021563130336248	0.0013757353092867526	1.3625359855180748E-4	69.99993371290682	6.628709321045443E-5	344.23606681635624	325.7639331836433	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999897822954	1000.0001021770336	0.0	0.0	1.0	0.0	0.0	0.0	3.0056058911310695	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023162386032629666	0.02458054112659735	7.562475239350089E-6	7.152385604592353E-5	2.031905572339025E-12	0.017211803340817813	12.048262338572469	0.0015083175201989142	9.985677739728192E-7	0.0011689006961024863	2.928561475766019E-4	4.020256496147076E-5	3.968008415169072E-5	0.0	0.0	6.628709321045443E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003606727069357283	0.0	0.0	0.0	0.0	0.0	0.0	0.0
