time	cellMembrane	nucleus	Ctelo	Utelo	Cdc13	Rad17Utelo	Rad17	Rad24	RPA	Mec1	ssDNA	RPAssDNA	RPAssDNA1	RPAssDNA2	Mec1RPAssDNA	ExoXI	ExoXA	Exo1I	Exo1A	Rad9I	Rad9A	Rad53I	Rad53A	Chk1I	Chk1A	Dun1I	Dun1A	ATP	ADP	Rad9Kin	recovery	G1	S	G2	M	G1cyclin	Scyclin	G2cyclin	Mcyclin	G1CdkI	G1CdkA	SCdkI	SCdkA	G2CdkI	G2CdkA	MCdkI	MCdkA	G1Soff	G1Son	SG2off	SG2on	G2Moff	G2Mon	MG1off	MG1on	sink	budscar	kalive	Capping	Uncapping	Rad17binding	ExoXactivation	ExoXactivity	Exo1activation	Exo1Rad24dependentActivation	Exo1Rad17independentActivity	Exo1Rad17dependentActivity	RPAbinding1	RPAbinding2	RPAbinding	Mec1binding	Rad9activation	ExoXinhibition	ExoXinhibition2	Rad53activation	Chk1Activation	Exo1inhibition	Dun1activation	Chk1cellArrest	Dun1cellArrest	SDNArepair1	G2DNArepair1	SDNArepair2	G2DNArepair2	Recovery	G1cyclinSynthesis	ScyclinSynthesis	G2cyclinSynthesis	McyclinSynthesis	G1toSGenesOn	StoG2GenesOn	G2toMGenesOn	MtoG1GenesOn	G1cyclinDegradation	ScyclinDegradation	G2cyclinDegradation	McyclinDegradation	G1toSProgession	StoG2Progession	G2toMProgession	MtoG1Progession
20.0	1.0	1.0	63.84424423585536	0.15564599175393312	300.1557557641448	1.0977239073615909E-4	69.99989022760933	70.0	3999.9872810330885	3999.999819740473	2.990791839381694E-4	3.03026853597007E-6	0.010895147268570732	0.0016405298477466818	1.8025952678928816E-4	69.99992844904668	7.155095334954334E-5	332.37958880236846	337.6204111976311	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999890227597	1000.0001097723904	0.0	0.0	1.0	0.0	0.0	0.0	3.161905365622387	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023359020143280826	0.024580034030804315	7.6266416080934E-6	7.68405949721193E-5	2.356295762589229E-12	0.016618979440118423	11.633285608082895	0.0015764779121167798	1.111841990954672E-6	0.0011963129317744332	3.25851175397031E-4	4.9064832809028685E-5	4.8484294390582026E-5	0.0	0.0	7.155095334954334E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003794286438746864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21.0	1.0	1.0	63.84311012270572	0.15677244997746245	300.1568898772945	1.1742731684847199E-4	69.99988257268322	70.0	3999.986072606528	3999.999766473151	3.049892730976266E-4	3.6372083076463423E-6	0.011761276510080399	0.0019289529051816315	2.3352684849686588E-4	69.9999231360961	7.686390391221724E-5	320.93148191635765	349.0685180836419	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99988257267	1000.0001174273164	0.0	0.0	1.0	0.0	0.0	0.0	3.318017393234934	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023528165501839428	0.0245795973972417	7.68183713226937E-6	8.219903153471042E-5	2.7077765996731316E-12	0.016046574095817882	11.23260186707252	0.001641729803699241	1.229705384245032E-6	0.0012199528446848952	3.587063173509611E-4	5.883099443909008E-5	5.81953295247983E-5	0.0	0.0	7.686390391221724E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003981620871881921	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22.0	1.0	1.0	63.84213344317815	0.15774142333776592	300.1578665568221	1.2513348409975408E-4	69.99987486651595	70.0	3999.9848422561577	3999.9997030626246	3.100574425929079E-4	4.297592553046652E-6	0.012616643069970861	0.0022398658051941884	2.9693737486135994E-4	69.99991778091831	8.221908169466414E-5	309.87768068475174	360.1223193152478	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999874866504	1000.0001251334836	0.0	0.0	1.0	0.0	0.0	0.0	3.4739421987700574	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023673664548350164	0.024579221375623586	7.729315894196934E-6	8.759333598622634E-5	3.086508045580691E-12	0.015493884034237588	10.845718823966312	0.0017041862167345388	1.3519008155400337E-6	0.0012402250706003402	3.911884084382699E-4	6.944870633098145E-5	6.876147574428301E-5	0.0	0.0	8.221908169466414E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041687306385240685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23.0	1.0	1.0	63.84129218851304	0.15857492775843554	300.15870781148726	1.3288372853852338E-4	69.9998671162715	70.0	3999.9835931586977	3999.9996286833516	3.1437793866572844E-4	5.007651770308287E-6	0.01345854195043886	0.0025719750522472723	3.713166478904434E-4	69.99991238941708	8.761058292551085E-5	299.2046040892527	370.79539591074683	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99986711626	1000.000132883728	0.0	0.0	1.0	0.0	0.0	0.0	3.6296800067595045	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.02379882270363598	0.02457889749257752	7.770156675326404E-6	9.301849355675719E-5	3.492606275572612E-12	0.014960230204462636	10.472161143123845	0.0017639655935912156	1.4781802420061395E-6	0.0012575065967139652	4.231068675825201E-4	8.085722152251767E-5	8.01224208872347E-5	0.0	0.0	8.761058292551085E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004355616008111405	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.0	1.0	1.0	63.84056742649978	0.1592919016125163	300.1594325735005	1.4067188771895868E-4	69.99985932811232	70.0	3999.982328129134	3999.999542573161	3.1803730687641335E-4	5.763262121031742E-6	0.014284800720217167	0.0029238800443856247	4.5742683854759804E-4	69.99990696667084	9.3033329155718E-5	288.89913888080696	381.1008611191926	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.9998593281	1000.0001406718873	0.0	0.0	1.0	0.0	0.0	0.0	3.785231041465745	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023906483400783385	0.024578618459202416	7.805287456889068E-6	9.847019053153074E-5	3.926152209934226E-12	0.01444495694404035	10.111469860828244	0.0018211884262153099	1.6083053263487258E-6	0.0012721436071914357	4.543099550324118E-4	9.29902934946092E-5	9.221218339142477E-5	0.0	0.0	9.303332915571801E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004542277249758894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.0	1.0	1.0	63.83994287146864	0.15990863587067325	300.16005712853166	1.4849266070142265E-4	69.99985150733934	70.0	3999.9810496521827	3999.9994440376327	3.2111413261445913E-4	6.560102135664406E-6	0.015093711358823989	0.0032941139891728742	5.559623669976541E-4	69.99990151704812	9.848295189110604E-5	278.9486234682902	391.05137653170937	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999851507328	1000.0001484926602	0.0	0.0	1.0	0.0	0.0	0.0	3.9405955268822965	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.023999092639143425	0.024578378005515423	7.835506497197984E-6	1.0394471625104026E-4	4.387198668012161E-12	0.01394743117341451	9.763201821390156	0.0018759747652960395	1.742047781164422E-6	0.0012844504452333345	4.8468040309217745E-4	1.0577865563664033E-4	1.0496161958195084E-4	0.0	0.0	9.848295189110606E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004728714632258755	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.0	1.0	1.0	63.83940451437043	0.16043914414196467	300.16059548562987	1.5634148762104654E-4	69.99984365851243	70.0	3999.9797599140097	3999.999332452192	3.2367914600454906E-4	7.393781700185814E-6	0.015883966329614373	0.003681178070471732	6.675478084138922E-4	69.99989604430665	1.039556933490825E-4	269.34083236211194	400.6591676378876	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999843658501	1000.0001563414871	0.0	0.0	1.0	0.0	0.0	0.0	4.095773686734044	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024078754522428462	0.024578170738032614	7.861500463680852E-6	1.0943887880885513E-4	4.875776323461867E-12	0.013467041618105597	9.426929132673918	0.001928442418453639	1.8791895089255285E-6	0.0012947100327244478	5.141308656734593E-4	1.1915205741409639E-4	1.1830048746016196E-4	0.0	0.0	1.039556933490825E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004914928424080853	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27.0	1.0	1.0	63.838940304551215	0.16089548100270723	300.1610596954491	1.6421444608990664E-4	69.99983578555396	70.0	3999.978460833031	3999.999207262354	3.2579556489172626E-4	8.25994438670108E-6	0.016654600096306257	0.004083569281270856	7.927376468542393E-4	69.99989055167892	1.0944832108664543E-4	260.0639611536276	409.93603884637196	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999835785544	1000.0001642144457	0.0	0.0	1.0	0.0	0.0	0.0	4.250765744477565	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024147279038990804	0.024577992017252217	7.883860031024262E-6	1.1494993253298044E-4	5.391898626814118E-12	0.01300319805768138	9.102238640376967	0.0019787056845159447	2.0195225865434228E-6	0.0013031752422018351	5.425994846421895E-4	1.330408760766139E-4	1.321590839953418E-4	0.0	0.0	1.0944832108664544E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005100918893373078	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28.0	1.0	1.0	63.83853987600069	0.16128801583724792	300.16146012399963	1.7210816208028303E-4	69.99982789183797	70.0	3999.9771540890188	3999.9990679825314	3.275195819625582E-4	9.154345624990719E-6	0.017404936621018382	0.004499802544889229	9.320174693249616E-4	69.99988504194543	1.149580545613366E-4	251.1066120119017	418.89338798809786	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999827891828	1000.0001721081617	0.0	0.0	1.0	0.0	0.0	0.0	4.40557192330145	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024206223167105557	0.024577837852260264	7.903093299396807E-6	1.2047551560400325E-4	5.9355658460629615E-12	0.012555330600595086	8.78873142041656	0.002026874501878283	2.162849133426433E-6	0.0013100708453670186	5.70045756620076E-4	1.4737734484161758E-4	1.4646949587181137E-4	0.0	0.0	1.149580545613366E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005286686307961739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.0	1.0	1.0	63.8381943118607	0.16162566840605064	300.1618056881396	1.800197332651417E-4	69.99981998026678	70.0	3999.9758411500907	3999.9989141937617	3.289009281854397E-4	1.0072909911669546E-5	0.018134542920973076	0.004928427839172106	0.001085806238506292	69.99987951749803	1.2048250195754442E-4	242.45777968000547	427.54222031999404	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999819980258	1000.0001800197327	0.0	0.0	1.0	0.0	0.0	0.0	4.560192446126623	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024256926237156327	0.024577704810066367	7.91963733730665E-6	1.260135963933205E-4	6.506768359654218E-12	0.012122888984000274	8.486022288800191	0.00207305391393078	2.3089810938477535E-6	0.0013155957668736	5.96446799892674E-4	1.6209644907986666E-4	1.6116651483779907E-4	0.0	0.0	1.2048250195754443E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005472230935351947	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30.0	1.0	1.0	63.83789594184825	0.16191611148868346	300.162104058152	1.8794666307474632E-4	69.99981205333697	70.0	3999.974523297376	3999.998745540664	3.299834651329193E-4	1.1011770449454264E-5	0.018843188463844328	0.005368043053257022	0.0012544593358586838	69.99987398039414	1.260196058435084E-4	234.10683795364105	435.8931620463585	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999812053327	1000.0001879466625	0.0	0.0	1.0	0.0	0.0	0.0	4.714627535606663	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024300540352678774	0.024577589937611576	7.93386811112569E-6	1.315624273026784E-4	7.105489320084661E-12	0.011705341897682053	8.193739328377436	0.0021173437746915885	2.4577399579113822E-6	0.0013199254536410653	6.217940623452002E-4	1.7713654476964483E-4	1.7618827193599523E-4	0.0	0.0	1.260196058435084E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005657553042727996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.0	1.0	1.0	63.83763816799354	0.1621659452024992	300.16236183200675	1.958868039715876E-4	69.99980411319606	70.0	3999.9732016473076	3999.9985617278794	3.308057742009297E-4	1.1967294486891599E-5	0.019530810004322417	0.005817303273002362	0.001438272120450133	69.99986843240355	1.315675964248129E-4	226.0435266254811	443.9564733745184	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999804113188	1000.0001958868035	0.0	0.0	1.0	0.0	0.0	0.0	4.868877414128125	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024338056560350974	0.02457749069467751	7.94610902671976E-6	1.3712050505655155E-4	7.731706790964081E-12	0.011302176331274056	7.911523431891839	0.0021598386340064084	2.608956440154949E-6	0.001323214231753909	6.46090472425114E-4	1.9243975129871487E-4	1.9147664294136152E-4	0.0	0.0	1.315675964248129E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005842652896953749	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.0	1.0	1.0	63.83741531473615	0.16238084695520139	300.16258468526416	2.038383086551232E-4	69.99979616169139	70.0	3999.971877171602	3999.9983625162013	3.314017221639071E-4	1.2936097326921809E-5	0.020197481371665764	0.006274927130264738	0.0016374837989213632	69.99986287504865	1.3712495133260937E-4	218.25793887918294	451.74206112081646	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999796161685	1000.0002038383082	0.0	0.0	1.0	0.0	0.0	0.0	5.022942303810863	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.02437032736272778	0.024577404896173417	7.956638277136571E-6	1.4268653654540467E-4	8.385395446216553E-12	0.010912896943959147	7.639027860771404	0.0022006277547025957	2.7624701306173956E-6	0.0013255975687018653	6.693480109943467E-4	2.0795216574227577E-4	2.0697747250014977E-4	0.0	0.0	1.3712495133260937E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006027530764573036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33.0	1.0	1.0	63.83722249997535	0.16256570043655977	300.162777500025	2.117995880878897E-4	69.99978820041196	70.0	3999.9705507150456	3999.998147718554	3.318009907510627E-4	1.3915047587058708E-5	0.0208433876828241	0.0067397007774584825	0.0018522814464787827	69.99985730963894	1.4269036103317152E-4	210.74050911758897	459.2594908824105	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999788200406	1000.0002117995876	0.0	0.0	1.0	0.0	0.0	0.0	5.176822426508344	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024398086084637404	0.02457733066249051	7.965695163209858E-6	1.4825940944392584E-4	9.066527907281398E-12	0.010537025455879449	7.375917819115615	0.002239795224523107	2.918129129830454E-6	0.0013271941917023262	6.915856683769534E-4	2.2362393953264322E-4	2.2264065829460147E-4	0.0	0.0	1.4269036103317152E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006212186911810012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34.0	1.0	1.0	63.8370555241458	0.16272470657880025	300.16294447585454	2.1976927538946032E-4	69.99978023072467	70.0	3999.9692230112473	3999.9979171959435	3.320295637371687E-4	1.4901265887523526E-5	0.021468803458103553	0.007210479971816785	0.0020828040568773108	69.99985173730092	1.4826269907303337E-4	203.48200121015844	466.517998789841	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999780230719	1000.000219769275	0.0	0.0	1.0	0.0	0.0	0.0	5.33051800380797	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024421963532831072	0.024577266376796133	7.973485530626714E-6	1.5383816693676275E-4	9.775075782769846E-12	0.010174100060507923	7.121870042355545	0.002277420134004179	3.0757896765055343E-6	0.0013281080360785262	7.128277446153143E-4	2.3940925193779197E-4	2.3842013005470825E-4	0.0	0.0	1.4826269907303337E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006396621604569563	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35.0	1.0	1.0	63.83691077479934	0.1628614790058752	300.16308922520096	2.2774619477799332E-4	69.99977225380528	70.0	3999.967894696528	3999.9976708534687	3.321101690214468E-4	1.589211875428781E-5	0.022074074141858743	0.007686190679418574	0.002329146531023602	69.99984615900351	1.5384099648377292E-4	196.473497145192	473.5265028548074	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999772253801	1000.0002277461942	0.0	0.0	1.0	0.0	0.0	0.0	5.484029257031398	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024442502327094353	0.024577210648297744	7.9801864469485E-6	1.594219859775798E-4	1.0511010465010179E-11	0.009823674857259601	6.87657240008172	0.0023135767981024118	3.2353157745513897E-6	0.0013284300135880246	7.331024494244655E-4	2.5526620856727714E-4	2.5427375200831186E-4	0.0	0.0	1.5384099648377292E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006580835108437677	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36.0	1.0	1.0	63.83678514452548	0.16297912613966153	300.16321485547485	2.3572933485376264E-4	69.99976427066521	70.0	3999.966566322141	3999.99740863646	3.320626758058625E-4	1.6885209172143096E-5	0.0226596005692243	0.008165828540685966	0.0025913635395504266	69.99984057558022	1.5942441976497527E-4	189.70638607290567	480.29361392709376	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999764270662	1000.0002357293343	0.0	0.0	1.0	0.0	0.0	0.0	5.637356407234862	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024460169228208383	0.024577162280642308	7.985950224819962E-6	1.6501015858750952E-4	1.1274303729193401E-11	0.009485319303645283	6.639723512551699	0.0023483350046489314	3.3965788243663105E-6	0.001328239601146918	7.524407597708666E-4	2.7115668753920633E-4	2.7016317173142793E-4	0.0	0.0	1.594244197649753E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006764827688681834	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37.0	1.0	1.0	63.83667596034621	0.1630803218281631	300.1633240396541	2.4371782561768927E-4	69.99975628217445	70.0	3999.965238364977	3999.997130526785	3.3190444865459015E-4	1.7878364917524774E-5	0.02322582596456392	0.008648457478287908	0.002869473215169045	69.99983498774805	1.6501225194517953E-4	183.172353725893	486.8276462741065	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999756282174	1000.000243717825	0.0	0.0	1.0	0.0	0.0	0.0	5.790499675209484	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024475365742699	0.02457712024473329	7.990907882755434E-6	1.7060207576811002E-4	1.2064928173307242E-11	0.00915861768629465	6.411032380406255	0.0023817602768768527	3.559457262015084E-6	0.001327606257077054	7.708754961316053E-4	2.870461511043815E-4	2.8605363347443933E-4	0.0	0.0	1.6501225194517953E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00694859961025138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38.0	1.0	1.0	63.83658092298115	0.1631673661001425	300.16341907701917	2.5171091870273833E-4	69.99974828908135	70.0	3999.963911236948	3999.9968365393534	3.3165066120338676E-4	1.8869625543527688E-5	0.023773225103609876	0.009133207675675891	0.003163460646561992	69.9998293961237	1.7060387629053015E-4	176.86337220397692	493.13662779602254	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999748289083	1000.0002517109182	0.0	0.0	1.0	0.0	0.0	0.0	5.943459281481596	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024488437245205243	0.02457708365534774	7.995172122119247E-6	1.7619721366333245E-4	1.2882857530601298E-11	0.008843168610198847	6.190218027139193	0.0024139141405494996	3.7238362088552143E-6	0.0013265906759514189	7.884405824549168E-4	3.0290343645457564E-4	3.019137699231717E-4	0.0	0.0	1.7060387629053015E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007132151137777915	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39.0	1.0	1.0	63.83649805460325	0.1632422374263726	300.16350194539706	2.597079703690304E-4	69.9997402920297	70.0	3999.9625852931867	3999.996526718842	3.313145728017236E-4	1.9857228677807633E-5	0.024302295316363617	0.009619273109611132	0.0034732811577870165	69.9998238012377	1.7619876229099532E-4	170.7716901109007	499.2283098890988	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99974029203	1000.0002597079699	0.0	0.0	1.0	0.0	0.0	0.0	6.096235446313056	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024499680825650978	0.02457705175102225	7.998839887929735E-6	1.8179512165609186E-4	1.372806688083889E-11	0.008538584505545035	5.977009153881525	0.0024448543887864893	3.889607133361776E-6	0.00132524589516929	8.051704590842341E-4	3.1870053609739195E-4	3.1771538296596926E-4	0.0	0.0	1.7619876229099532E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007315482535575666	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40.0	1.0	1.0	63.83642565389832	0.1633066376747914	300.16357434610194	2.677084268763038E-4	69.99973229157318	70.0	3999.9612608392044	3999.9962011366338	3.3090777156556114E-4	2.083959612315137E-5	0.02481354905007239	0.010105908782419157	0.003798863366316873	69.99981820354638	1.8179645360575725E-4	164.88982303073908	505.11017696926035	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999732291573	1000.0002677084266	0.0	0.0	1.0	0.0	0.0	0.0	6.248828389701569	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.02450935203945459	0.024577023876750852	8.00199457166392E-6	1.8739541212898657E-4	1.4600532781946464E-11	0.008244491151536954	5.771143806075869	0.002474635339685063	4.056667526269563E-6	0.0013236182671728734	8.210996220792201E-4	3.3441237548351567E-4	3.3343322130330874E-4	0.0	0.0	1.8179645360575725E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074985940676418825	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41.0	1.0	1.0	63.83636225740719	0.16336203078089465	300.16363774259304	2.7571181190137327E-4	69.99972428818815	70.0	3999.959938137141	3999.9958598879807	3.3044038730513847E-4	2.1815320114844375E-5	0.02530750775012533	0.010592427768543435	0.004140112019548516	69.9998126034423	1.8739655769388255E-4	159.21054433232982	510.78945566766953	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999724288187	1000.0002757118116	0.0	0.0	1.0	0.0	0.0	0.0	6.401238331381001	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.024517670714105395	0.024576999469101767	8.004707906108371E-6	1.9299775165651658E-4	1.5500233339758175E-11	0.00796052721661649	5.572369051631544	0.0025033080833801475	4.22492058966748E-6	0.0013217483111630745	8.362622662679207E-4	3.5001659343391966E-4	3.49044760566034E-4	0.0	0.0	1.8739655769388255E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007681485997657201	0.0	0.0	0.0	0.0	0.0	0.0	0.0
